Año	Sexo	Nº Accidentes	Código	Municipio	Municipio Código	Municipio Nombre	Grupo Grado Código	Grupo Grado Código
2017	Hombres	4	22174	Peralta de Alcofea	22174	Peralta de Alcofea	1	Leves
2017	Hombres	1	22174	Peralta de Alcofea	22174	Peralta de Alcofea	2	Graves o muy graves
2017	Hombres	1	22175	Peralta de Calasanz	22175	Peralta de Calasanz	1	Leves
2017	Mujeres	1	22175	Peralta de Calasanz	22175	Peralta de Calasanz	1	Leves
2017	Hombres	1	22178	Pertusa	22178	Pertusa	1	Leves
2017	Hombres	4	22184	Poleñino	22184	Poleñino	1	Leves
2017	Hombres	1	22187	Puebla de Castro (La)	22187	Puebla de Castro (La)	1	Leves
2017	Mujeres	1	22188	Puente de Montañana	22188	Puente de Montañana	1	Leves
2017	Hombres	2	22189	Puértolas	22189	Puértolas	1	Leves
2017	Hombres	3	22195	Quicena	22195	Quicena	1	Leves
2017	Mujeres	2	22195	Quicena	22195	Quicena	1	Leves
2017	Hombres	36	22199	Sabiñánigo	22199	Sabiñánigo	1	Leves
2017	Mujeres	21	22199	Sabiñánigo	22199	Sabiñánigo	1	Leves
2017	Mujeres	1	22199	Sabiñánigo	22199	Sabiñánigo	2	Graves o muy graves
2017	Hombres	2	22200	Sahún	22200	Sahún	1	Leves
2017	Hombres	2	22201	Salas Altas	22201	Salas Altas	1	Leves
2017	Mujeres	1	22201	Salas Altas	22201	Salas Altas	1	Leves
2017	Hombres	2	22202	Salas Bajas	22202	Salas Bajas	1	Leves
2017	Hombres	36	22204	Sallent de Gállego	22204	Sallent de Gállego	1	Leves
2017	Mujeres	12	22204	Sallent de Gállego	22204	Sallent de Gállego	1	Leves
2017	Mujeres	1	22204	Sallent de Gállego	22204	Sallent de Gállego	2	Graves o muy graves
2017	Hombres	3	22205	San Esteban de Litera	22205	San Esteban de Litera	1	Leves
2017	Mujeres	1	22205	San Esteban de Litera	22205	San Esteban de Litera	1	Leves
2017	Hombres	3	22206	Sangarrén	22206	Sangarrén	1	Leves
2017	Hombres	1	22207	San Juan de Plan	22207	San Juan de Plan	1	Leves
2017	Hombres	3	22208	Santa Cilia	22208	Santa Cilia	1	Leves
2017	Hombres	49	22213	Sariñena	22213	Sariñena	1	Leves
2017	Hombres	3	22213	Sariñena	22213	Sariñena	2	Graves o muy graves
2017	Mujeres	9	22213	Sariñena	22213	Sariñena	1	Leves
2017	Hombres	1	22214	Secastilla	22214	Secastilla	1	Leves
2017	Hombres	4	22217	Sena	22217	Sena	1	Leves
2017	Mujeres	1	22217	Sena	22217	Sena	1	Leves
2017	Hombres	6	22220	Sesa	22220	Sesa	1	Leves
2017	Hombres	1	22220	Sesa	22220	Sesa	3	Mortales
2017	Hombres	3	22222	Siétamo	22222	Siétamo	1	Leves
2017	Hombres	25	22225	Tamarite de Litera	22225	Tamarite de Litera	1	Leves
2017	Mujeres	14	22225	Tamarite de Litera	22225	Tamarite de Litera	1	Leves
2017	Hombres	5	22226	Tardienta	22226	Tardienta	1	Leves
2017	Mujeres	2	22226	Tardienta	22226	Tardienta	1	Leves
2017	Hombres	6	22228	Tierz	22228	Tierz	1	Leves
2017	Hombres	1	22230	Torla-Ordesa	22230	Torla-Ordesa	1	Leves
2017	Hombres	1	22233	Torre la Ribera	22233	Torre la Ribera	1	Leves
2017	Hombres	16	22234	Torrente de Cinca	22234	Torrente de Cinca	1	Leves
2017	Mujeres	10	22234	Torrente de Cinca	22234	Torrente de Cinca	1	Leves
2017	Mujeres	1	22234	Torrente de Cinca	22234	Torrente de Cinca	2	Graves o muy graves
2017	Hombres	2	22236	Torres de Barbués	22236	Torres de Barbués	1	Leves
2017	Mujeres	1	22236	Torres de Barbués	22236	Torres de Barbués	1	Leves
2017	Hombres	1	22239	Tramaced	22239	Tramaced	1	Leves
2017	Hombres	1	22242	Valfarta	22242	Valfarta	1	Leves
2017	Hombres	1	22243	Valle de Bardají	22243	Valle de Bardají	1	Leves
2017	Hombres	2	22245	Velilla de Cinca	22245	Velilla de Cinca	1	Leves
2017	Mujeres	2	22245	Velilla de Cinca	22245	Velilla de Cinca	1	Leves
2017	Hombres	2	22248	Vicién	22248	Vicién	1	Leves
2017	Hombres	1	22248	Vicién	22248	Vicién	3	Mortales
2017	Hombres	2	22250	Villanúa	22250	Villanúa	1	Leves
2017	Mujeres	3	22250	Villanúa	22250	Villanúa	1	Leves
2017	Hombres	3	22251	Villanueva de Sigena	22251	Villanueva de Sigena	1	Leves
2017	Hombres	20	22254	Zaidín	22254	Zaidín	1	Leves
2017	Mujeres	4	22254	Zaidín	22254	Zaidín	1	Leves
2017	Mujeres	1	22901	Valle de Hecho	22901	Valle de Hecho	1	Leves
2017	Hombres	3	22902	Puente la Reina de Jaca	22902	Puente la Reina de Jaca	1	Leves
2017	Hombres	15	22903	San Miguel del Cinca	22903	San Miguel del Cinca	1	Leves
2017	Hombres	17	22904	Sotonera (La)	22904	Sotonera (La)	1	Leves
2017	Mujeres	3	22904	Sotonera (La)	22904	Sotonera (La)	1	Leves
2017	Hombres	3	22905	Lupiñén-Ortilla	22905	Lupiñén-Ortilla	1	Leves
2017	Hombres	10	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	1	Leves
2017	Hombres	1	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	2	Graves o muy graves
2017	Mujeres	4	22907	Aínsa-Sobrarbe	22907	Aínsa-Sobrarbe	1	Leves
2017	Hombres	1	22908	Hoz y Costeán	22908	Hoz y Costeán	1	Leves
2017	Hombres	4	22909	Vencillón	22909	Vencillón	1	Leves
2017	Hombres	1	44001	Ababuj	44001	Ababuj	1	Leves
2017	Hombres	1	44002	Abejuela	44002	Abejuela	1	Leves
2017	Hombres	1	44004	Aguaviva	44004	Aguaviva	1	Leves
2017	Hombres	1	44007	Alba	44007	Alba	1	Leves
2017	Hombres	13	44008	Albalate del Arzobispo	44008	Albalate del Arzobispo	1	Leves
2017	Mujeres	1	44008	Albalate del Arzobispo	44008	Albalate del Arzobispo	1	Leves
2017	Hombres	9	44009	Albarracín	44009	Albarracín	1	Leves
2017	Hombres	1	44009	Albarracín	44009	Albarracín	2	Graves o muy graves
2017	Mujeres	11	44009	Albarracín	44009	Albarracín	1	Leves
2017	Hombres	11	44010	Albentosa	44010	Albentosa	1	Leves
2017	Mujeres	3	44010	Albentosa	44010	Albentosa	1	Leves
2017	Hombres	2	44012	Alcalá de la Selva	44012	Alcalá de la Selva	1	Leves
2017	Mujeres	1	44012	Alcalá de la Selva	44012	Alcalá de la Selva	1	Leves
2017	Hombres	106	44013	Alcañiz	44013	Alcañiz	1	Leves
2017	Hombres	1	44013	Alcañiz	44013	Alcañiz	3	Mortales
2017	Mujeres	43	44013	Alcañiz	44013	Alcañiz	1	Leves
2017	Hombres	23	44014	Alcorisa	44014	Alcorisa	1	Leves
2017	Hombres	2	44014	Alcorisa	44014	Alcorisa	2	Graves o muy graves
2017	Mujeres	3	44014	Alcorisa	44014	Alcorisa	1	Leves
2017	Hombres	1	44016	Alfambra	44016	Alfambra	1	Leves
2017	Mujeres	1	44016	Alfambra	44016	Alfambra	1	Leves
2017	Hombres	3	44017	Aliaga	44017	Aliaga	1	Leves
2017	Hombres	1	44020	Alpeñés	44020	Alpeñés	1	Leves
2017	Mujeres	1	44021	Allepuz	44021	Allepuz	1	Leves
2017	Hombres	26	44025	Andorra	44025	Andorra	1	Leves
2017	Hombres	2	44025	Andorra	44025	Andorra	2	Graves o muy graves
2017	Hombres	1	44025	Andorra	44025	Andorra	3	Mortales
2017	Mujeres	26	44025	Andorra	44025	Andorra	1	Leves
2017	Hombres	1	44028	Argente	44028	Argente	1	Leves
2017	Hombres	24	44029	Ariño	44029	Ariño	1	Leves
2017	Mujeres	2	44029	Ariño	44029	Ariño	1	Leves
2017	Hombres	1	44031	Azaila	44031	Azaila	1	Leves
2017	Mujeres	1	44031	Azaila	44031	Azaila	1	Leves
2017	Hombres	1	44037	Beceite	44037	Beceite	1	Leves
2017	Hombres	1	44039	Bello	44039	Bello	1	Leves
2017	Hombres	1	44040	Berge	44040	Berge	1	Leves
2017	Hombres	1	44041	Bezas	44041	Bezas	1	Leves
2017	Hombres	1	44044	Bordón	44044	Bordón	1	Leves
2017	Hombres	2	44045	Bronchales	44045	Bronchales	1	Leves
2017	Mujeres	4	44045	Bronchales	44045	Bronchales	1	Leves
2017	Hombres	2	44047	Burbáguena	44047	Burbáguena	1	Leves
2017	Mujeres	2	44047	Burbáguena	44047	Burbáguena	1	Leves
2017	Hombres	4	44049	Calaceite	44049	Calaceite	1	Leves
2017	Hombres	46	44050	Calamocha	44050	Calamocha	1	Leves
2017	Mujeres	15	44050	Calamocha	44050	Calamocha	1	Leves
2017	Hombres	31	44051	Calanda	44051	Calanda	1	Leves
2017	Hombres	1	44051	Calanda	44051	Calanda	3	Mortales
2017	Mujeres	9	44051	Calanda	44051	Calanda	1	Leves
2017	Hombres	1	44053	Camañas	44053	Camañas	1	Leves
2017	Mujeres	1	44053	Camañas	44053	Camañas	1	Leves
2017	Hombres	1	44054	Camarena de la Sierra	44054	Camarena de la Sierra	1	Leves
2017	Mujeres	1	44055	Camarillas	44055	Camarillas	1	Leves
2017	Hombres	1	44056	Caminreal	44056	Caminreal	1	Leves
2017	Hombres	1	44059	Cantavieja	44059	Cantavieja	1	Leves
2017	Mujeres	1	44059	Cantavieja	44059	Cantavieja	1	Leves
2017	Mujeres	1	44063	Cañizar del Olivar	44063	Cañizar del Olivar	2	Graves o muy graves
2017	Hombres	1	44064	Cascante del Río	44064	Cascante del Río	1	Leves
2017	Hombres	1	44067	Castelnou	44067	Castelnou	1	Leves
2017	Hombres	5	44068	Castelserás	44068	Castelserás	1	Leves
2017	Hombres	2	44071	Castellote	44071	Castellote	1	Leves
2017	Hombres	10	44074	Cedrillas	44074	Cedrillas	1	Leves
2017	Mujeres	2	44074	Cedrillas	44074	Cedrillas	1	Leves
2017	Hombres	1	44075	Celadas	44075	Celadas	1	Leves
2017	Hombres	17	44076	Cella	44076	Cella	1	Leves
2017	Hombres	1	44076	Cella	44076	Cella	2	Graves o muy graves
2017	Mujeres	7	44076	Cella	44076	Cella	1	Leves
2017	Hombres	1	44080	Codoñera (La)	44080	Codoñera (La)	1	Leves
2017	Hombres	2	44086	Cretas	44086	Cretas	1	Leves
2017	Mujeres	1	44088	Cuba (La)	44088	Cuba (La)	1	Leves
2017	Hombres	1	44089	Cubla	44089	Cubla	1	Leves
2017	Hombres	1	44093	Cuevas de Almudén	44093	Cuevas de Almudén	1	Leves
2017	Hombres	10	44099	Escucha	44099	Escucha	1	Leves
2017	Hombres	2	44103	Formiche Alto	44103	Formiche Alto	1	Leves
2017	Hombres	6	44107	Foz-Calanda	44107	Foz-Calanda	1	Leves
2017	Hombres	1	44108	Fresneda (La)	44108	Fresneda (La)	1	Leves
2017	Hombres	1	44109	Frías de Albarracín	44109	Frías de Albarracín	1	Leves
2017	Hombres	6	44112	Fuentes Claras	44112	Fuentes Claras	1	Leves
2017	Mujeres	4	44112	Fuentes Claras	44112	Fuentes Claras	1	Leves
2017	Hombres	1	44113	Fuentes de Rubielos	44113	Fuentes de Rubielos	1	Leves
2017	Hombres	2	44115	Galve	44115	Galve	1	Leves
2017	Hombres	1	44118	Ginebrosa (La)	44118	Ginebrosa (La)	1	Leves
2017	Hombres	1	44121	Gúdar	44121	Gúdar	1	Leves
2017	Hombres	5	44122	Híjar	44122	Híjar	1	Leves
2017	Mujeres	4	44122	Híjar	44122	Híjar	1	Leves
2017	Hombres	2	44123	Hinojosa de Jarque	44123	Hinojosa de Jarque	1	Leves
2017	Hombres	1	44123	Hinojosa de Jarque	44123	Hinojosa de Jarque	2	Graves o muy graves
2017	Hombres	1	44126	Iglesuela del Cid (La)	44126	Iglesuela del Cid (La)	1	Leves
2017	Hombres	1	44138	Loscos	44138	Loscos	1	Leves
2017	Hombres	2	44143	Manzanera	44143	Manzanera	1	Leves
2017	Mujeres	2	44143	Manzanera	44143	Manzanera	1	Leves
2017	Hombres	4	44144	Martín del Río	44144	Martín del Río	1	Leves
2017	Hombres	8	44145	Mas de las Matas	44145	Mas de las Matas	1	Leves
2017	Mujeres	1	44145	Mas de las Matas	44145	Mas de las Matas	1	Leves
2017	Hombres	10	44146	Mata de los Olmos (La)	44146	Mata de los Olmos (La)	1	Leves
2017	Hombres	4	44147	Mazaleón	44147	Mazaleón	1	Leves
2017	Hombres	1	44149	Mirambel	44149	Mirambel	1	Leves
2017	Hombres	13	44153	Monreal del Campo	44153	Monreal del Campo	1	Leves
2017	Mujeres	3	44153	Monreal del Campo	44153	Monreal del Campo	1	Leves
2017	Hombres	6	44154	Monroyo	44154	Monroyo	1	Leves
2017	Hombres	4	44155	Montalbán	44155	Montalbán	1	Leves
2017	Hombres	14	44158	Mora de Rubielos	44158	Mora de Rubielos	1	Leves
2017	Mujeres	6	44158	Mora de Rubielos	44158	Mora de Rubielos	1	Leves
2017	Hombres	2	44160	Mosqueruela	44160	Mosqueruela	1	Leves
2017	Mujeres	2	44161	Muniesa	44161	Muniesa	1	Leves
2017	Hombres	1	44165	Nogueruelas	44165	Nogueruelas	1	Leves
2017	Mujeres	1	44165	Nogueruelas	44165	Nogueruelas	1	Leves
2017	Hombres	1	44169	Ojos Negros	44169	Ojos Negros	1	Leves
2017	Hombres	1	44171	Olba	44171	Olba	1	Leves
2017	Hombres	2	44172	Oliete	44172	Oliete	1	Leves
2017	Hombres	4	44174	Orihuela del Tremedal	44174	Orihuela del Tremedal	1	Leves
2017	Hombres	4	44179	Peñarroya de Tastavins	44179	Peñarroya de Tastavins	1	Leves
2017	Mujeres	1	44179	Peñarroya de Tastavins	44179	Peñarroya de Tastavins	1	Leves
2017	Hombres	1	44181	Peralejos	44181	Peralejos	1	Leves
2017	Hombres	1	44182	Perales del Alfambra	44182	Perales del Alfambra	1	Leves
2017	Mujeres	1	44182	Perales del Alfambra	44182	Perales del Alfambra	1	Leves
2017	Hombres	2	44185	Pobo (El)	44185	Pobo (El)	1	Leves
2017	Hombres	1	44185	Pobo (El)	44185	Pobo (El)	3	Mortales
2017	Hombres	2	44187	Portellada (La)	44187	Portellada (La)	1	Leves
2017	Hombres	24	44191	Puebla de Híjar (La)	44191	Puebla de Híjar (La)	1	Leves
2017	Mujeres	3	44191	Puebla de Híjar (La)	44191	Puebla de Híjar (La)	1	Leves
2017	Hombres	4	44192	Puebla de Valverde (La)	44192	Puebla de Valverde (La)	1	Leves
2017	Hombres	1	44192	Puebla de Valverde (La)	44192	Puebla de Valverde (La)	3	Mortales
2017	Mujeres	1	44192	Puebla de Valverde (La)	44192	Puebla de Valverde (La)	1	Leves
2017	Hombres	2	44196	Riodeva	44196	Riodeva	1	Leves
2017	Hombres	2	44198	Royuela	44198	Royuela	1	Leves
2017	Hombres	4	44201	Rubielos de Mora	44201	Rubielos de Mora	1	Leves
2017	Hombres	1	44206	San Agustín	44206	San Agustín	1	Leves
2017	Hombres	1	44207	San Martín del Río	44207	San Martín del Río	1	Leves
2017	Hombres	4	44209	Santa Eulalia	44209	Santa Eulalia	1	Leves
2017	Mujeres	1	44209	Santa Eulalia	44209	Santa Eulalia	1	Leves
2017	Hombres	14	44210	Sarrión	44210	Sarrión	1	Leves
2017	Mujeres	1	44210	Sarrión	44210	Sarrión	1	Leves
2017	Hombres	1	44211	Segura de los Baños	44211	Segura de los Baños	1	Leves
2017	Hombres	1	44215	Terriente	44215	Terriente	1	Leves
2017	Hombres	343	44216	Teruel	44216	Teruel	1	Leves
2017	Hombres	3	44216	Teruel	44216	Teruel	2	Graves o muy graves
2017	Hombres	2	44216	Teruel	44216	Teruel	3	Mortales
2017	Mujeres	133	44216	Teruel	44216	Teruel	1	Leves
2017	Mujeres	1	44216	Teruel	44216	Teruel	2	Graves o muy graves
2017	Hombres	1	44219	Tornos	44219	Tornos	1	Leves
2017	Mujeres	1	44224	Torre de las Arcas	44224	Torre de las Arcas	1	Leves
2017	Hombres	1	44230	Torrevelilla	44230	Torrevelilla	1	Leves
2017	Hombres	1	44235	Tramacastilla	44235	Tramacastilla	1	Leves
2017	Hombres	13	44237	Urrea de Gaén	44237	Urrea de Gaén	1	Leves
2017	Hombres	54	44238	Utrillas	44238	Utrillas	1	Leves
2017	Hombres	1	44238	Utrillas	44238	Utrillas	2	Graves o muy graves
2017	Mujeres	20	44238	Utrillas	44238	Utrillas	1	Leves
2017	Hombres	3	44240	Valbona	44240	Valbona	1	Leves
2017	Mujeres	1	44240	Valbona	44240	Valbona	1	Leves
2017	Mujeres	1	44244	Valdelinares	44244	Valdelinares	1	Leves
2017	Hombres	1	44245	Valdeltormo	44245	Valdeltormo	1	Leves
2017	Hombres	31	44246	Valderrobres	44246	Valderrobres	1	Leves
2017	Mujeres	14	44246	Valderrobres	44246	Valderrobres	1	Leves
2017	Hombres	1	44247	Valjunquera	44247	Valjunquera	1	Leves
2017	Hombres	1	44260	Villarluengo	44260	Villarluengo	1	Leves
2017	Hombres	3	44261	Villarquemado	44261	Villarquemado	1	Leves
2017	Hombres	1	44262	Villarroya de los Pinares	44262	Villarroya de los Pinares	1	Leves
