Año	Residencia CCAA nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Extranjeros
1998	Aragón	02	Resto de Europa	114	Islandia	16 a 64	1
1998	Aragón	02	Resto de Europa	118	Malta	16 a 64	1
1998	Aragón	02	Resto de Europa	120	Noruega	0 a 15	2
1998	Aragón	02	Resto de Europa	120	Noruega	16 a 64	8
1998	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
1998	Aragón	02	Resto de Europa	122	Polonia	0 a 15	14
1998	Aragón	02	Resto de Europa	122	Polonia	16 a 64	56
1998	Aragón	02	Resto de Europa	122	Polonia	65 y más	2
1998	Aragón	02	Resto de Europa	124	Andorra	0 a 15	4
1998	Aragón	02	Resto de Europa	124	Andorra	16 a 64	5
1998	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	6
1998	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	29
1998	Aragón	02	Resto de Europa	128	Rumanía	65 y más	1
1998	Aragón	02	Resto de Europa	132	Suiza	0 a 15	12
1998	Aragón	02	Resto de Europa	132	Suiza	16 a 64	41
1998	Aragón	02	Resto de Europa	132	Suiza	65 y más	10
1998	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	1
1998	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	3
1998	Aragón	02	Resto de Europa	135	Ucrania	65 y más	1
1998	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	4
1998	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	5
1998	Aragón	02	Resto de Europa	143	República Checa	0 a 15	1
1998	Aragón	02	Resto de Europa	143	República Checa	16 a 64	3
1998	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	5
1998	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	10
1998	Aragón	02	Resto de Europa	146	Croacia	16 a 64	2
1998	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	1
1998	Aragón	02	Resto de Europa	148	Armenia	0 a 15	2
1998	Aragón	02	Resto de Europa	148	Armenia	16 a 64	2
1998	Aragón	02	Resto de Europa	154	Rusia	0 a 15	2
1998	Aragón	02	Resto de Europa	154	Rusia	16 a 64	20
1998	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	8
1998	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	26
1998	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	1
1998	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	2
1998	Aragón	02	Resto de Europa	436	Turquía	0 a 15	1
1998	Aragón	02	Resto de Europa	436	Turquía	16 a 64	3
1998	Aragón	03	Magreb	203	Argelia	0 a 15	18
1998	Aragón	03	Magreb	203	Argelia	16 a 64	257
1998	Aragón	03	Magreb	203	Argelia	65 y más	5
1998	Aragón	03	Magreb	224	Libia	16 a 64	1
1998	Aragón	03	Magreb	228	Marruecos	0 a 15	184
1998	Aragón	03	Magreb	228	Marruecos	16 a 64	953
1998	Aragón	03	Magreb	228	Marruecos	65 y más	18
1998	Aragón	03	Magreb	230	Mauritania	0 a 15	3
1998	Aragón	03	Magreb	230	Mauritania	16 a 64	6
1998	Aragón	03	Magreb	248	Túnez	16 a 64	12
1998	Aragón	04	Resto de África	202	Angola	0 a 15	10
1998	Aragón	04	Resto de África	202	Angola	16 a 64	28
1998	Aragón	04	Resto de África	204	Benin	16 a 64	2
1998	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	29
1998	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	171
1998	Aragón	04	Resto de África	208	Camerún	0 a 15	1
1998	Aragón	04	Resto de África	208	Camerún	16 a 64	11
1998	Aragón	04	Resto de África	210	Congo	0 a 15	1
1998	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	11
1998	Aragón	04	Resto de África	213	Egipto	16 a 64	15
1998	Aragón	04	Resto de África	213	Egipto	65 y más	1
1998	Aragón	04	Resto de África	215	Gabón	0 a 15	1
1998	Aragón	04	Resto de África	215	Gabón	16 a 64	1
1998	Aragón	04	Resto de África	216	Gambia	0 a 15	31
1998	Aragón	04	Resto de África	216	Gambia	16 a 64	184
1998	Aragón	04	Resto de África	217	Ghana	0 a 15	1
1998	Aragón	04	Resto de África	217	Ghana	16 a 64	52
1998	Aragón	04	Resto de África	218	Guinea	0 a 15	17
1998	Aragón	04	Resto de África	218	Guinea	16 a 64	83
1998	Aragón	04	Resto de África	218	Guinea	65 y más	4
1998	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	33
1998	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	110
1998	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	1
1998	Aragón	04	Resto de África	221	Kenia	16 a 64	5
1998	Aragón	04	Resto de África	222	Lesotho	16 a 64	1
1998	Aragón	04	Resto de África	223	Liberia	0 a 15	1
1998	Aragón	04	Resto de África	223	Liberia	16 a 64	52
1998	Aragón	04	Resto de África	225	Madagascar	0 a 15	1
1998	Aragón	04	Resto de África	227	Mali	0 a 15	3
1998	Aragón	04	Resto de África	227	Mali	16 a 64	18
1998	Aragón	04	Resto de África	227	Mali	65 y más	1
1998	Aragón	04	Resto de África	229	Mauricio	65 y más	1
1998	Aragón	04	Resto de África	232	Namibia	16 a 64	2
1998	Aragón	04	Resto de África	233	Níger	16 a 64	1
1998	Aragón	04	Resto de África	233	Níger	65 y más	1
1998	Aragón	04	Resto de África	234	Nigeria	0 a 15	2
1998	Aragón	04	Resto de África	234	Nigeria	16 a 64	23
1998	Aragón	04	Resto de África	234	Nigeria	65 y más	1
1998	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	2
1998	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	3
1998	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	6
1998	Aragón	04	Resto de África	237	Ruanda	16 a 64	3
1998	Aragón	04	Resto de África	239	Senegal	0 a 15	9
1998	Aragón	04	Resto de África	239	Senegal	16 a 64	158
1998	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	8
1998	Aragón	04	Resto de África	242	Somalia	16 a 64	2
1998	Aragón	04	Resto de África	246	Chad	16 a 64	1
1998	Aragón	04	Resto de África	247	Togo	16 a 64	4
1998	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	4
1998	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	15
1998	Aragón	04	Resto de África	253	Eritrea	16 a 64	1
1998	Aragón	05	América del Norte	301	Canadá	16 a 64	17
1998	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	46
1998	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	239
1998	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	22
1998	Aragón	06	Resto de América	303	México	0 a 15	11
1998	Aragón	06	Resto de América	303	México	16 a 64	52
1998	Aragón	06	Resto de América	303	México	65 y más	1
1998	Aragón	06	Resto de América	314	Costa Rica	0 a 15	1
1998	Aragón	06	Resto de América	314	Costa Rica	16 a 64	7
1998	Aragón	06	Resto de América	315	Cuba	0 a 15	27
1998	Aragón	06	Resto de América	315	Cuba	16 a 64	157
1998	Aragón	06	Resto de América	315	Cuba	65 y más	8
1998	Aragón	06	Resto de América	316	Dominica	0 a 15	3
1998	Aragón	06	Resto de América	316	Dominica	16 a 64	10
1998	Aragón	06	Resto de América	317	El Salvador	16 a 64	7
1998	Aragón	06	Resto de América	318	Granada	16 a 64	2
1998	Aragón	06	Resto de América	319	Guatemala	0 a 15	4
1998	Aragón	06	Resto de América	319	Guatemala	16 a 64	9
1998	Aragón	06	Resto de América	319	Guatemala	65 y más	1
1998	Aragón	06	Resto de América	320	Haití	16 a 64	1
1998	Aragón	06	Resto de América	321	Honduras	0 a 15	13
1998	Aragón	06	Resto de América	321	Honduras	16 a 64	43
1998	Aragón	06	Resto de América	322	Jamaica	16 a 64	2
1998	Aragón	06	Resto de América	323	Nicaragua	0 a 15	4
1998	Aragón	06	Resto de América	323	Nicaragua	16 a 64	8
1998	Aragón	06	Resto de América	324	Panamá	0 a 15	1
1998	Aragón	06	Resto de América	324	Panamá	16 a 64	13
1998	Aragón	06	Resto de América	326	República Dominicana	0 a 15	59
1998	Aragón	06	Resto de América	326	República Dominicana	16 a 64	271
1998	Aragón	06	Resto de América	326	República Dominicana	65 y más	1
1998	Aragón	06	Resto de América	340	Argentina	0 a 15	24
1998	Aragón	06	Resto de América	340	Argentina	16 a 64	216
1998	Aragón	06	Resto de América	340	Argentina	65 y más	31
1998	Aragón	06	Resto de América	341	Bolivia	0 a 15	4
1998	Aragón	06	Resto de América	341	Bolivia	16 a 64	10
1998	Aragón	06	Resto de América	341	Bolivia	65 y más	1
1998	Aragón	06	Resto de América	342	Brasil	0 a 15	19
1998	Aragón	06	Resto de América	342	Brasil	16 a 64	99
1998	Aragón	06	Resto de América	342	Brasil	65 y más	2
1998	Aragón	06	Resto de América	343	Colombia	0 a 15	17
1998	Aragón	06	Resto de América	343	Colombia	16 a 64	120
1998	Aragón	06	Resto de América	343	Colombia	65 y más	4
1998	Aragón	06	Resto de América	344	Chile	0 a 15	3
1998	Aragón	06	Resto de América	344	Chile	16 a 64	72
1998	Aragón	06	Resto de América	344	Chile	65 y más	6
1998	Aragón	06	Resto de América	345	Ecuador	0 a 15	8
1998	Aragón	06	Resto de América	345	Ecuador	16 a 64	42
1998	Aragón	06	Resto de América	347	Paraguay	16 a 64	10
1998	Aragón	06	Resto de América	348	Perú	0 a 15	23
1998	Aragón	06	Resto de América	348	Perú	16 a 64	183
1998	Aragón	06	Resto de América	348	Perú	65 y más	15
1998	Aragón	06	Resto de América	350	Uruguay	0 a 15	4
1998	Aragón	06	Resto de América	350	Uruguay	16 a 64	40
1998	Aragón	06	Resto de América	350	Uruguay	65 y más	2
1998	Aragón	06	Resto de América	351	Venezuela	0 a 15	27
1998	Aragón	06	Resto de América	351	Venezuela	16 a 64	100
1998	Aragón	06	Resto de América	351	Venezuela	65 y más	9
1998	Aragón	07	Asia	401	Afganistán	16 a 64	1
1998	Aragón	07	Asia	407	China	0 a 15	33
1998	Aragón	07	Asia	407	China	16 a 64	149
1998	Aragón	07	Asia	407	China	65 y más	3
1998	Aragón	07	Asia	409	Filipinas	16 a 64	17
1998	Aragón	07	Asia	409	Filipinas	65 y más	1
1998	Aragón	07	Asia	410	India	0 a 15	2
1998	Aragón	07	Asia	410	India	16 a 64	13
1998	Aragón	07	Asia	410	India	65 y más	3
1998	Aragón	07	Asia	412	Irak	16 a 64	2
1998	Aragón	07	Asia	413	Irán	16 a 64	5
1998	Aragón	07	Asia	414	Israel	16 a 64	5
1998	Aragón	07	Asia	415	Japón	0 a 15	2
1998	Aragón	07	Asia	415	Japón	16 a 64	5
1998	Aragón	07	Asia	416	Jordania	0 a 15	6
1998	Aragón	07	Asia	416	Jordania	16 a 64	20
1998	Aragón	07	Asia	419	Laos	16 a 64	8
1998	Aragón	07	Asia	420	Líbano	0 a 15	1
1998	Aragón	07	Asia	420	Líbano	16 a 64	20
1998	Aragón	07	Asia	420	Líbano	65 y más	1
1998	Aragón	07	Asia	421	Malasia	16 a 64	3
1998	Aragón	07	Asia	423	Mongolia	16 a 64	1
1998	Aragón	07	Asia	426	Pakistán	0 a 15	6
1998	Aragón	07	Asia	426	Pakistán	16 a 64	41
1998	Aragón	07	Asia	430	República de Corea	0 a 15	3
1998	Aragón	07	Asia	430	República de Corea	16 a 64	21
1998	Aragón	07	Asia	433	Siria	0 a 15	6
1998	Aragón	07	Asia	433	Siria	16 a 64	20
1998	Aragón	07	Asia	435	Tailandia	16 a 64	6
1998	Aragón	07	Asia	437	Vietnam	16 a 64	2
1998	Aragón	07	Asia	441	Yemen	16 a 64	1
1998	Aragón	08	Oceanía	501	Australia	0 a 15	1
1998	Aragón	08	Oceanía	501	Australia	16 a 64	9
1998	Aragón	08	Oceanía	504	Nueva Zelanda	16 a 64	2
1998	Aragón	08	Oceanía	511	Micronesia	16 a 64	2
1998	Aragón	08	Oceanía	512	Tuvalu	16 a 64	1
1998	Aragón	09	Apátridas y no consta	555	Apátridas	0 a 15	2
1998	Aragón	09	Apátridas y no consta	555	Apátridas	16 a 64	5
1999	Aragón	01	UE-15	102	Austria	0 a 15	4
1999	Aragón	01	UE-15	102	Austria	16 a 64	12
1999	Aragón	01	UE-15	102	Austria	65 y más	1
1999	Aragón	01	UE-15	103	Bélgica	0 a 15	6
1999	Aragón	01	UE-15	103	Bélgica	16 a 64	54
1999	Aragón	01	UE-15	103	Bélgica	65 y más	9
1999	Aragón	01	UE-15	107	Dinamarca	0 a 15	1
1999	Aragón	01	UE-15	107	Dinamarca	16 a 64	10
1999	Aragón	01	UE-15	109	Finlandia	16 a 64	3
1999	Aragón	01	UE-15	109	Finlandia	65 y más	1
1999	Aragón	01	UE-15	110	Francia	0 a 15	51
1999	Aragón	01	UE-15	110	Francia	16 a 64	651
1999	Aragón	01	UE-15	110	Francia	65 y más	142
1999	Aragón	01	UE-15	111	Grecia	16 a 64	7
1999	Aragón	01	UE-15	111	Grecia	65 y más	1
1999	Aragón	01	UE-15	113	Irlanda	0 a 15	3
1999	Aragón	01	UE-15	113	Irlanda	16 a 64	33
1999	Aragón	01	UE-15	115	Italia	0 a 15	26
1999	Aragón	01	UE-15	115	Italia	16 a 64	184
1999	Aragón	01	UE-15	115	Italia	65 y más	25
1999	Aragón	01	UE-15	117	Luxemburgo	16 a 64	1
1999	Aragón	01	UE-15	121	Países Bajos	0 a 15	7
1999	Aragón	01	UE-15	121	Países Bajos	16 a 64	74
1999	Aragón	01	UE-15	121	Países Bajos	65 y más	3
1999	Aragón	01	UE-15	123	Portugal	0 a 15	100
1999	Aragón	01	UE-15	123	Portugal	16 a 64	446
1999	Aragón	01	UE-15	123	Portugal	65 y más	17
1999	Aragón	01	UE-15	125	Reino Unido	0 a 15	15
1999	Aragón	01	UE-15	125	Reino Unido	16 a 64	211
1999	Aragón	01	UE-15	125	Reino Unido	65 y más	14
1999	Aragón	01	UE-15	126	Alemania	0 a 15	24
1999	Aragón	01	UE-15	126	Alemania	16 a 64	218
1999	Aragón	01	UE-15	126	Alemania	65 y más	17
1999	Aragón	01	UE-15	131	Suecia	16 a 64	11
1999	Aragón	02	Resto de Europa	101	Albania	16 a 64	3
1999	Aragón	02	Resto de Europa	101	Albania	65 y más	1
1999	Aragón	02	Resto de Europa	104	Bulgaria	0 a 15	1
1999	Aragón	02	Resto de Europa	104	Bulgaria	16 a 64	9
1999	Aragón	02	Resto de Europa	112	Hungría	0 a 15	1
1999	Aragón	02	Resto de Europa	112	Hungría	16 a 64	4
1999	Aragón	02	Resto de Europa	118	Malta	65 y más	1
1999	Aragón	02	Resto de Europa	120	Noruega	0 a 15	4
1999	Aragón	02	Resto de Europa	120	Noruega	16 a 64	7
1999	Aragón	02	Resto de Europa	120	Noruega	65 y más	1
1999	Aragón	02	Resto de Europa	122	Polonia	0 a 15	16
1999	Aragón	02	Resto de Europa	122	Polonia	16 a 64	72
1999	Aragón	02	Resto de Europa	122	Polonia	65 y más	2
1999	Aragón	02	Resto de Europa	124	Andorra	0 a 15	4
1999	Aragón	02	Resto de Europa	124	Andorra	16 a 64	5
1999	Aragón	02	Resto de Europa	128	Rumanía	0 a 15	8
1999	Aragón	02	Resto de Europa	128	Rumanía	16 a 64	49
1999	Aragón	02	Resto de Europa	128	Rumanía	65 y más	1
1999	Aragón	02	Resto de Europa	132	Suiza	0 a 15	14
1999	Aragón	02	Resto de Europa	132	Suiza	16 a 64	42
1999	Aragón	02	Resto de Europa	132	Suiza	65 y más	8
1999	Aragón	02	Resto de Europa	135	Ucrania	0 a 15	2
1999	Aragón	02	Resto de Europa	135	Ucrania	16 a 64	6
1999	Aragón	02	Resto de Europa	135	Ucrania	65 y más	1
1999	Aragón	02	Resto de Europa	138	Bielorrusia	0 a 15	4
1999	Aragón	02	Resto de Europa	138	Bielorrusia	16 a 64	5
1999	Aragón	02	Resto de Europa	143	República Checa	0 a 15	2
1999	Aragón	02	Resto de Europa	143	República Checa	16 a 64	6
1999	Aragón	02	Resto de Europa	144	Eslovaquia	0 a 15	1
1999	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	0 a 15	10
1999	Aragón	02	Resto de Europa	145	Bosnia-Herzegovina	16 a 64	17
1999	Aragón	02	Resto de Europa	146	Croacia	16 a 64	3
1999	Aragón	02	Resto de Europa	147	Eslovenia	16 a 64	1
1999	Aragón	02	Resto de Europa	148	Armenia	0 a 15	2
1999	Aragón	02	Resto de Europa	148	Armenia	16 a 64	2
1999	Aragón	02	Resto de Europa	154	Rusia	0 a 15	2
1999	Aragón	02	Resto de Europa	154	Rusia	16 a 64	24
1999	Aragón	02	Resto de Europa	154	Rusia	65 y más	1
1999	Aragón	02	Resto de Europa	155	Yugoslavia	0 a 15	7
1999	Aragón	02	Resto de Europa	155	Yugoslavia	16 a 64	28
1999	Aragón	02	Resto de Europa	155	Yugoslavia	65 y más	1
1999	Aragón	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	3
1999	Aragón	02	Resto de Europa	436	Turquía	0 a 15	1
1999	Aragón	02	Resto de Europa	436	Turquía	16 a 64	3
1999	Aragón	03	Magreb	203	Argelia	0 a 15	26
1999	Aragón	03	Magreb	203	Argelia	16 a 64	324
1999	Aragón	03	Magreb	203	Argelia	65 y más	8
1999	Aragón	03	Magreb	228	Marruecos	0 a 15	229
1999	Aragón	03	Magreb	228	Marruecos	16 a 64	1104
1999	Aragón	03	Magreb	228	Marruecos	65 y más	21
1999	Aragón	03	Magreb	230	Mauritania	0 a 15	9
1999	Aragón	03	Magreb	230	Mauritania	16 a 64	12
1999	Aragón	03	Magreb	248	Túnez	16 a 64	14
1999	Aragón	04	Resto de África	201	Burkina Fasso	16 a 64	2
1999	Aragón	04	Resto de África	202	Angola	0 a 15	13
1999	Aragón	04	Resto de África	202	Angola	16 a 64	30
1999	Aragón	04	Resto de África	204	Benin	16 a 64	2
1999	Aragón	04	Resto de África	206	Burundi	16 a 64	1
1999	Aragón	04	Resto de África	207	Cabo Verde	0 a 15	26
1999	Aragón	04	Resto de África	207	Cabo Verde	16 a 64	183
1999	Aragón	04	Resto de África	207	Cabo Verde	65 y más	1
1999	Aragón	04	Resto de África	208	Camerún	0 a 15	1
1999	Aragón	04	Resto de África	208	Camerún	16 a 64	14
1999	Aragón	04	Resto de África	210	Congo	0 a 15	1
1999	Aragón	04	Resto de África	210	Congo	16 a 64	3
1999	Aragón	04	Resto de África	211	Costa de Marfil	16 a 64	13
1999	Aragón	04	Resto de África	213	Egipto	16 a 64	19
1999	Aragón	04	Resto de África	213	Egipto	65 y más	1
1999	Aragón	04	Resto de África	215	Gabón	0 a 15	1
1999	Aragón	04	Resto de África	215	Gabón	16 a 64	1
1999	Aragón	04	Resto de África	216	Gambia	0 a 15	67
1999	Aragón	04	Resto de África	216	Gambia	16 a 64	240
1999	Aragón	04	Resto de África	217	Ghana	0 a 15	1
1999	Aragón	04	Resto de África	217	Ghana	16 a 64	64
1999	Aragón	04	Resto de África	218	Guinea	0 a 15	27
1999	Aragón	04	Resto de África	218	Guinea	16 a 64	97
1999	Aragón	04	Resto de África	218	Guinea	65 y más	5
1999	Aragón	04	Resto de África	219	Guinea Bissau	0 a 15	1
1999	Aragón	04	Resto de África	219	Guinea Bissau	16 a 64	2
1999	Aragón	04	Resto de África	220	Guinea Ecuatorial	0 a 15	46
1999	Aragón	04	Resto de África	220	Guinea Ecuatorial	16 a 64	133
1999	Aragón	04	Resto de África	220	Guinea Ecuatorial	65 y más	4
1999	Aragón	04	Resto de África	221	Kenia	16 a 64	5
1999	Aragón	04	Resto de África	222	Lesotho	16 a 64	1
1999	Aragón	04	Resto de África	223	Liberia	0 a 15	1
1999	Aragón	04	Resto de África	223	Liberia	16 a 64	62
1999	Aragón	04	Resto de África	225	Madagascar	0 a 15	1
1999	Aragón	04	Resto de África	227	Mali	0 a 15	4
1999	Aragón	04	Resto de África	227	Mali	16 a 64	41
1999	Aragón	04	Resto de África	229	Mauricio	65 y más	1
1999	Aragón	04	Resto de África	231	Mozambique	16 a 64	1
1999	Aragón	04	Resto de África	232	Namibia	16 a 64	1
1999	Aragón	04	Resto de África	233	Níger	16 a 64	1
1999	Aragón	04	Resto de África	234	Nigeria	0 a 15	5
1999	Aragón	04	Resto de África	234	Nigeria	16 a 64	32
1999	Aragón	04	Resto de África	235	República Centroafricana	16 a 64	2
1999	Aragón	04	Resto de África	236	Sudáfrica	0 a 15	3
1999	Aragón	04	Resto de África	236	Sudáfrica	16 a 64	7
1999	Aragón	04	Resto de África	237	Ruanda	16 a 64	5
1999	Aragón	04	Resto de África	239	Senegal	0 a 15	12
1999	Aragón	04	Resto de África	239	Senegal	16 a 64	186
1999	Aragón	04	Resto de África	241	Sierra Leona	16 a 64	8
1999	Aragón	04	Resto de África	241	Sierra Leona	65 y más	1
1999	Aragón	04	Resto de África	242	Somalia	16 a 64	2
1999	Aragón	04	Resto de África	246	Chad	16 a 64	1
1999	Aragón	04	Resto de África	247	Togo	16 a 64	4
1999	Aragón	04	Resto de África	250	Rep. Democrática del Congo	0 a 15	3
1999	Aragón	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	19
1999	Aragón	04	Resto de África	250	Rep. Democrática del Congo	65 y más	1
1999	Aragón	05	América del Norte	301	Canadá	16 a 64	18
1999	Aragón	05	América del Norte	301	Canadá	65 y más	1
1999	Aragón	05	América del Norte	302	Estados Unidos de América	0 a 15	48
1999	Aragón	05	América del Norte	302	Estados Unidos de América	16 a 64	245
1999	Aragón	05	América del Norte	302	Estados Unidos de América	65 y más	26
1999	Aragón	06	Resto de América	303	México	0 a 15	10
1999	Aragón	06	Resto de América	303	México	16 a 64	55
1999	Aragón	06	Resto de América	303	México	65 y más	1
1999	Aragón	06	Resto de América	314	Costa Rica	0 a 15	1
1999	Aragón	06	Resto de América	314	Costa Rica	16 a 64	6
1999	Aragón	06	Resto de América	315	Cuba	0 a 15	29
1999	Aragón	06	Resto de América	315	Cuba	16 a 64	198
1999	Aragón	06	Resto de América	315	Cuba	65 y más	8
1999	Aragón	06	Resto de América	316	Dominica	0 a 15	3
1999	Aragón	06	Resto de América	316	Dominica	16 a 64	11
1999	Aragón	06	Resto de América	317	El Salvador	16 a 64	8
1999	Aragón	06	Resto de América	318	Granada	65 y más	1
1999	Aragón	06	Resto de América	319	Guatemala	0 a 15	2
1999	Aragón	06	Resto de América	319	Guatemala	16 a 64	8
1999	Aragón	06	Resto de América	319	Guatemala	65 y más	1
1999	Aragón	06	Resto de América	320	Haití	16 a 64	2
1999	Aragón	06	Resto de América	321	Honduras	0 a 15	13
1999	Aragón	06	Resto de América	321	Honduras	16 a 64	48
1999	Aragón	06	Resto de América	322	Jamaica	16 a 64	2
1999	Aragón	06	Resto de América	323	Nicaragua	0 a 15	4
1999	Aragón	06	Resto de América	323	Nicaragua	16 a 64	9
1999	Aragón	06	Resto de América	323	Nicaragua	65 y más	1
1999	Aragón	06	Resto de América	324	Panamá	0 a 15	1
1999	Aragón	06	Resto de América	324	Panamá	16 a 64	13
1999	Aragón	06	Resto de América	326	República Dominicana	0 a 15	70
1999	Aragón	06	Resto de América	326	República Dominicana	16 a 64	321
1999	Aragón	06	Resto de América	326	República Dominicana	65 y más	3
1999	Aragón	06	Resto de América	340	Argentina	0 a 15	20
1999	Aragón	06	Resto de América	340	Argentina	16 a 64	219
1999	Aragón	06	Resto de América	340	Argentina	65 y más	33
1999	Aragón	06	Resto de América	341	Bolivia	0 a 15	6
1999	Aragón	06	Resto de América	341	Bolivia	16 a 64	13
1999	Aragón	06	Resto de América	342	Brasil	0 a 15	16
1999	Aragón	06	Resto de América	342	Brasil	16 a 64	111
1999	Aragón	06	Resto de América	342	Brasil	65 y más	4
1999	Aragón	06	Resto de América	343	Colombia	0 a 15	19
1999	Aragón	06	Resto de América	343	Colombia	16 a 64	141
1999	Aragón	06	Resto de América	343	Colombia	65 y más	5
1999	Aragón	06	Resto de América	344	Chile	0 a 15	4
1999	Aragón	06	Resto de América	344	Chile	16 a 64	82
1999	Aragón	06	Resto de América	344	Chile	65 y más	5
1999	Aragón	06	Resto de América	345	Ecuador	0 a 15	24
1999	Aragón	06	Resto de América	345	Ecuador	16 a 64	80
1999	Aragón	06	Resto de América	347	Paraguay	16 a 64	10
1999	Aragón	06	Resto de América	347	Paraguay	65 y más	2
1999	Aragón	06	Resto de América	348	Perú	0 a 15	28
1999	Aragón	06	Resto de América	348	Perú	16 a 64	211
1999	Aragón	06	Resto de América	348	Perú	65 y más	14
1999	Aragón	06	Resto de América	350	Uruguay	0 a 15	3
1999	Aragón	06	Resto de América	350	Uruguay	16 a 64	40
1999	Aragón	06	Resto de América	350	Uruguay	65 y más	2
1999	Aragón	06	Resto de América	351	Venezuela	0 a 15	29
1999	Aragón	06	Resto de América	351	Venezuela	16 a 64	110
1999	Aragón	06	Resto de América	351	Venezuela	65 y más	10
1999	Aragón	07	Asia	401	Afganistán	16 a 64	1
1999	Aragón	07	Asia	402	Arabia Saudí	0 a 15	1
1999	Aragón	07	Asia	407	China	0 a 15	37
