Mes y año	Mes (código)	Año	Mes nombre	Comarca código	Comarca nombre	Sexo	Número de contratos	Temporalidad	Bonificado o no
Junio 2020	202006	2020	Junio	07	Somontano de Barbastro	Hombres	9	Temporal	Bonificados
Junio 2020	202006	2020	Junio	07	Somontano de Barbastro	Mujeres	7	Temporal	Bonificados
Junio 2020	202006	2020	Junio	07	Somontano de Barbastro	Hombres	198	Temporal	No bonificados
Junio 2020	202006	2020	Junio	07	Somontano de Barbastro	Mujeres	153	Temporal	No bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Hombres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Hombres	39	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Mujeres	23	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Hombres	2	Temporal	Bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Hombres	360	Temporal	No bonificados
Junio 2020	202006	2020	Junio	08	Cinca Medio	Mujeres	158	Temporal	No bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Hombres	3	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Hombres	29	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Mujeres	28	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Hombres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Mujeres	2	Temporal	Bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Hombres	441	Temporal	No bonificados
Junio 2020	202006	2020	Junio	09	La Litera / La Llitera	Mujeres	144	Temporal	No bonificados
Junio 2020	202006	2020	Junio	10	Los Monegros	Hombres	21	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	10	Los Monegros	Mujeres	19	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	10	Los Monegros	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	10	Los Monegros	Hombres	269	Temporal	No bonificados
Junio 2020	202006	2020	Junio	10	Los Monegros	Mujeres	72	Temporal	No bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Hombres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Mujeres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Hombres	185	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Mujeres	180	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Hombres	6	Temporal	Bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Mujeres	5	Temporal	Bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Hombres	2170	Temporal	No bonificados
Junio 2020	202006	2020	Junio	11	Bajo Cinca / Baix Cinca	Mujeres	1316	Temporal	No bonificados
Junio 2020	202006	2020	Junio	12	Tarazona y el Moncayo	Hombres	3	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	12	Tarazona y el Moncayo	Mujeres	8	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	12	Tarazona y el Moncayo	Hombres	42	Temporal	No bonificados
Junio 2020	202006	2020	Junio	12	Tarazona y el Moncayo	Mujeres	55	Temporal	No bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Hombres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Hombres	18	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Mujeres	11	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Hombres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Hombres	135	Temporal	No bonificados
Junio 2020	202006	2020	Junio	13	Campo de Borja	Mujeres	140	Temporal	No bonificados
Junio 2020	202006	2020	Junio	14	Aranda	Hombres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	14	Aranda	Hombres	128	Temporal	No bonificados
Junio 2020	202006	2020	Junio	14	Aranda	Mujeres	81	Temporal	No bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Hombres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Hombres	43	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Mujeres	19	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Hombres	5	Temporal	Bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Hombres	472	Temporal	No bonificados
Junio 2020	202006	2020	Junio	15	Ribera Alta del Ebro	Mujeres	306	Temporal	No bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Hombres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Mujeres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Hombres	49	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Mujeres	24	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Hombres	3	Temporal	Bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Mujeres	3	Temporal	Bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Hombres	2875	Temporal	No bonificados
Junio 2020	202006	2020	Junio	16	Valdejalón	Mujeres	1485	Temporal	No bonificados
Junio 2020	202006	2020	Junio	17	Central	Hombres	32	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	17	Central	Mujeres	16	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	17	Central	Hombres	1044	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	17	Central	Mujeres	864	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	17	Central	Hombres	139	Temporal	Bonificados
Junio 2020	202006	2020	Junio	17	Central	Mujeres	147	Temporal	Bonificados
Junio 2020	202006	2020	Junio	17	Central	Hombres	8136	Temporal	No bonificados
Junio 2020	202006	2020	Junio	17	Central	Mujeres	6298	Temporal	No bonificados
Junio 2020	202006	2020	Junio	18	Ribera Baja del Ebro	Hombres	15	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	18	Ribera Baja del Ebro	Mujeres	5	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	18	Ribera Baja del Ebro	Hombres	230	Temporal	No bonificados
Junio 2020	202006	2020	Junio	18	Ribera Baja del Ebro	Mujeres	134	Temporal	No bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	3	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	38	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	11	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	2	Temporal	Bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	1049	Temporal	No bonificados
Junio 2020	202006	2020	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	439	Temporal	No bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Hombres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Hombres	40	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Mujeres	45	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Hombres	4	Temporal	Bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Mujeres	3	Temporal	Bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Hombres	1233	Temporal	No bonificados
Junio 2020	202006	2020	Junio	20	Comunidad de Calatayud	Mujeres	757	Temporal	No bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Hombres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Hombres	10	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Mujeres	4	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Hombres	321	Temporal	No bonificados
Junio 2020	202006	2020	Junio	21	Campo de Cariñena	Mujeres	178	Temporal	No bonificados
Junio 2020	202006	2020	Junio	22	Campo de Belchite	Hombres	9	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	22	Campo de Belchite	Mujeres	3	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	22	Campo de Belchite	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	22	Campo de Belchite	Hombres	59	Temporal	No bonificados
Junio 2020	202006	2020	Junio	22	Campo de Belchite	Mujeres	27	Temporal	No bonificados
Junio 2020	202006	2020	Junio	23	Bajo Martín	Hombres	4	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	23	Bajo Martín	Mujeres	1	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	23	Bajo Martín	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	23	Bajo Martín	Hombres	48	Temporal	No bonificados
Junio 2020	202006	2020	Junio	23	Bajo Martín	Mujeres	33	Temporal	No bonificados
Junio 2020	202006	2020	Junio	24	Campo de Daroca	Hombres	1	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	24	Campo de Daroca	Hombres	57	Temporal	No bonificados
Junio 2020	202006	2020	Junio	24	Campo de Daroca	Mujeres	42	Temporal	No bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Hombres	14	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Mujeres	7	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Hombres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Hombres	72	Temporal	No bonificados
Junio 2020	202006	2020	Junio	25	Jiloca	Mujeres	70	Temporal	No bonificados
Junio 2020	202006	2020	Junio	26	Cuencas Mineras	Hombres	8	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	26	Cuencas Mineras	Mujeres	3	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	26	Cuencas Mineras	Mujeres	2	Temporal	Bonificados
Junio 2020	202006	2020	Junio	26	Cuencas Mineras	Hombres	70	Temporal	No bonificados
Junio 2020	202006	2020	Junio	26	Cuencas Mineras	Mujeres	140	Temporal	No bonificados
Junio 2020	202006	2020	Junio	27	Andorra-Sierra de Arcos	Hombres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	27	Andorra-Sierra de Arcos	Hombres	6	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	27	Andorra-Sierra de Arcos	Mujeres	2	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	27	Andorra-Sierra de Arcos	Hombres	48	Temporal	No bonificados
Junio 2020	202006	2020	Junio	27	Andorra-Sierra de Arcos	Mujeres	45	Temporal	No bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Hombres	2	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Hombres	32	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Mujeres	22	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Hombres	5	Temporal	Bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Mujeres	5	Temporal	Bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Hombres	327	Temporal	No bonificados
Junio 2020	202006	2020	Junio	28	Bajo Aragón	Mujeres	222	Temporal	No bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Hombres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Mujeres	1	Indefinido	Bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Hombres	93	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Mujeres	43	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Hombres	7	Temporal	Bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Mujeres	9	Temporal	Bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Hombres	414	Temporal	No bonificados
Junio 2020	202006	2020	Junio	29	Comunidad de Teruel	Mujeres	304	Temporal	No bonificados
Junio 2020	202006	2020	Junio	30	Maestrazgo	Hombres	2	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	30	Maestrazgo	Mujeres	1	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	30	Maestrazgo	Hombres	60	Temporal	No bonificados
Junio 2020	202006	2020	Junio	30	Maestrazgo	Mujeres	15	Temporal	No bonificados
Junio 2020	202006	2020	Junio	31	Sierra de Albarracín	Hombres	1	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	31	Sierra de Albarracín	Hombres	49	Temporal	No bonificados
Junio 2020	202006	2020	Junio	31	Sierra de Albarracín	Mujeres	37	Temporal	No bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Hombres	4	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Mujeres	3	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Hombres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Mujeres	2	Temporal	Bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Hombres	69	Temporal	No bonificados
Junio 2020	202006	2020	Junio	32	Gúdar-Javalambre	Mujeres	28	Temporal	No bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Hombres	3	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Mujeres	6	Indefinido	No bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Hombres	3	Temporal	Bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Mujeres	1	Temporal	Bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Hombres	67	Temporal	No bonificados
Junio 2020	202006	2020	Junio	33	Matarraña / Matarranya	Mujeres	35	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	01	La Jacetania	Hombres	9	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	01	La Jacetania	Mujeres	16	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	01	La Jacetania	Hombres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	01	La Jacetania	Hombres	96	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	01	La Jacetania	Mujeres	50	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	02	Alto Gállego	Hombres	11	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	02	Alto Gállego	Mujeres	10	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	02	Alto Gállego	Hombres	67	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	02	Alto Gállego	Mujeres	37	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Mujeres	1	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Hombres	4	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Mujeres	2	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Mujeres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Hombres	15	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	03	Sobrarbe	Mujeres	12	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	04	La Ribagorza	Hombres	4	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	04	La Ribagorza	Mujeres	4	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	04	La Ribagorza	Hombres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	04	La Ribagorza	Hombres	34	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	04	La Ribagorza	Mujeres	17	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Hombres	30	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Mujeres	15	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Hombres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Mujeres	5	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Hombres	216	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	05	Cinco Villas	Mujeres	72	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	3	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	2	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	54	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	39	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	5	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	5	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Hombres	466	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	06	Hoya de Huesca / Plana de Uesca	Mujeres	299	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Hombres	30	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Mujeres	16	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Hombres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Mujeres	2	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Hombres	221	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	07	Somontano de Barbastro	Mujeres	98	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Hombres	15	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Mujeres	15	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Hombres	2	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Mujeres	2	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Hombres	517	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	08	Cinca Medio	Mujeres	151	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	09	La Litera / La Llitera	Hombres	4	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	09	La Litera / La Llitera	Hombres	35	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	09	La Litera / La Llitera	Mujeres	21	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	09	La Litera / La Llitera	Hombres	419	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	09	La Litera / La Llitera	Mujeres	136	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Hombres	23	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Mujeres	4	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Hombres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Mujeres	1	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Hombres	236	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	10	Los Monegros	Mujeres	52	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	8	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	4	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	229	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	172	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	2	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	3	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Hombres	2528	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	11	Bajo Cinca / Baix Cinca	Mujeres	1162	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	12	Tarazona y el Moncayo	Hombres	2	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	12	Tarazona y el Moncayo	Mujeres	8	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	12	Tarazona y el Moncayo	Hombres	27	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	12	Tarazona y el Moncayo	Mujeres	14	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Hombres	1	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Hombres	8	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Mujeres	7	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Mujeres	5	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Hombres	196	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	13	Campo de Borja	Mujeres	115	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	14	Aranda	Mujeres	1	Indefinido	Bonificados
Mayo 2020	202005	2020	Mayo	14	Aranda	Hombres	49	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	14	Aranda	Mujeres	18	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Hombres	68	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Mujeres	20	Indefinido	No bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Hombres	4	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Mujeres	6	Temporal	Bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Hombres	222	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	15	Ribera Alta del Ebro	Mujeres	117	Temporal	No bonificados
Mayo 2020	202005	2020	Mayo	16	Valdejalón	Mujeres	1	Indefinido	Bonificados
