Año	Grupo Antigüedad	Nº Accidentes	Ord_Temporalidad	Temporalidad	Código	Municipio
2020	Más de 10 años	24	2	Temporal	50297	Zaragoza
2020	Más de 10 años	105	3	Sin clasificar	50297	Zaragoza
2020	Más de 10 años	12	1	Indefinido	50298	Zuera
2020	Más de 10 años	1	2	Temporal	50298	Zuera
2020	Más de 10 años	6	3	Sin clasificar	50298	Zuera
2019	Hasta 3 meses	4	1	Indefinido	22048	Barbastro
2019	Hasta 3 meses	39	2	Temporal	22048	Barbastro
2019	Hasta 3 meses	11	1	Indefinido	22061	Binéfar
2019	Hasta 3 meses	109	2	Temporal	22061	Binéfar
2019	Hasta 3 meses	19	1	Indefinido	22112	Fraga
2019	Hasta 3 meses	84	2	Temporal	22112	Fraga
2019	Hasta 3 meses	3	3	Sin clasificar	22112	Fraga
2019	Hasta 3 meses	39	1	Indefinido	22125	Huesca
2019	Hasta 3 meses	156	2	Temporal	22125	Huesca
2019	Hasta 3 meses	2	3	Sin clasificar	22125	Huesca
2019	Hasta 3 meses	12	1	Indefinido	22130	Jaca
2019	Hasta 3 meses	24	2	Temporal	22130	Jaca
2019	Hasta 3 meses	2	3	Sin clasificar	22130	Jaca
2019	Hasta 3 meses	10	1	Indefinido	22158	Monzón
2019	Hasta 3 meses	67	2	Temporal	22158	Monzón
2019	Hasta 3 meses	2	1	Indefinido	22199	Sabiñánigo
2019	Hasta 3 meses	17	2	Temporal	22199	Sabiñánigo
2019	Hasta 3 meses	1	3	Sin clasificar	22199	Sabiñánigo
2019	Hasta 3 meses	6	1	Indefinido	44013	Alcañiz
2019	Hasta 3 meses	23	2	Temporal	44013	Alcañiz
2019	Hasta 3 meses	1	1	Indefinido	44025	Andorra
2019	Hasta 3 meses	5	2	Temporal	44025	Andorra
2019	Hasta 3 meses	29	1	Indefinido	44216	Teruel
2019	Hasta 3 meses	113	2	Temporal	44216	Teruel
2019	Hasta 3 meses	1	3	Sin clasificar	44216	Teruel
2019	Hasta 3 meses	1	1	Indefinido	50008	Alagón
2019	Hasta 3 meses	24	2	Temporal	50008	Alagón
2019	Hasta 3 meses	9	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	Hasta 3 meses	51	2	Temporal	50025	Almunia de Doña Godina (La)
2019	Hasta 3 meses	1	3	Sin clasificar	50025	Almunia de Doña Godina (La)
2019	Hasta 3 meses	6	1	Indefinido	50067	Calatayud
2019	Hasta 3 meses	41	2	Temporal	50067	Calatayud
2019	Hasta 3 meses	6	1	Indefinido	50074	Caspe
2019	Hasta 3 meses	34	2	Temporal	50074	Caspe
2019	Hasta 3 meses	1	3	Sin clasificar	50074	Caspe
2019	Hasta 3 meses	11	1	Indefinido	50089	Cuarte de Huerva
2019	Hasta 3 meses	50	2	Temporal	50089	Cuarte de Huerva
2019	Hasta 3 meses	28	1	Indefinido	50095	Ejea de los Caballeros
2019	Hasta 3 meses	47	2	Temporal	50095	Ejea de los Caballeros
2019	Hasta 3 meses	4	3	Sin clasificar	50095	Ejea de los Caballeros
2019	Hasta 3 meses	6	2	Temporal	50163	María de Huerva
2019	Hasta 3 meses	11	1	Indefinido	50182	Muela (La)
2019	Hasta 3 meses	46	2	Temporal	50182	Muela (La)
2019	Hasta 3 meses	1	3	Sin clasificar	50182	Muela (La)
2019	Hasta 3 meses	8	1	Indefinido	50219	Puebla de Alfindén (La)
2019	Hasta 3 meses	40	2	Temporal	50219	Puebla de Alfindén (La)
2019	Hasta 3 meses	2	3	Sin clasificar	50219	Puebla de Alfindén (La)
2019	Hasta 3 meses	2	1	Indefinido	50251	Tarazona
2019	Hasta 3 meses	39	2	Temporal	50251	Tarazona
2019	Hasta 3 meses	1	3	Sin clasificar	50251	Tarazona
2019	Hasta 3 meses	3	1	Indefinido	50252	Tauste
2019	Hasta 3 meses	22	2	Temporal	50252	Tauste
2019	Hasta 3 meses	5	3	Sin clasificar	50252	Tauste
2019	Hasta 3 meses	6	1	Indefinido	50272	Utebo
2019	Hasta 3 meses	72	2	Temporal	50272	Utebo
2019	Hasta 3 meses	4	3	Sin clasificar	50272	Utebo
2019	Hasta 3 meses	291	1	Indefinido	50297	Zaragoza
2019	Hasta 3 meses	1232	2	Temporal	50297	Zaragoza
2019	Hasta 3 meses	24	3	Sin clasificar	50297	Zaragoza
2019	Hasta 3 meses	23	1	Indefinido	50298	Zuera
2019	Hasta 3 meses	37	2	Temporal	50298	Zuera
2019	Hasta 3 meses	5	3	Sin clasificar	50298	Zuera
2019	De 4 a 6 meses	3	1	Indefinido	22048	Barbastro
2019	De 4 a 6 meses	15	2	Temporal	22048	Barbastro
2019	De 4 a 6 meses	1	3	Sin clasificar	22048	Barbastro
2019	De 4 a 6 meses	2	1	Indefinido	22061	Binéfar
2019	De 4 a 6 meses	24	2	Temporal	22061	Binéfar
2019	De 4 a 6 meses	13	1	Indefinido	22112	Fraga
2019	De 4 a 6 meses	16	2	Temporal	22112	Fraga
2019	De 4 a 6 meses	2	3	Sin clasificar	22112	Fraga
2019	De 4 a 6 meses	42	1	Indefinido	22125	Huesca
2019	De 4 a 6 meses	46	2	Temporal	22125	Huesca
2019	De 4 a 6 meses	1	3	Sin clasificar	22125	Huesca
2019	De 4 a 6 meses	4	1	Indefinido	22130	Jaca
2019	De 4 a 6 meses	10	2	Temporal	22130	Jaca
2019	De 4 a 6 meses	2	3	Sin clasificar	22130	Jaca
2019	De 4 a 6 meses	8	1	Indefinido	22158	Monzón
2019	De 4 a 6 meses	26	2	Temporal	22158	Monzón
2019	De 4 a 6 meses	1	1	Indefinido	22199	Sabiñánigo
2019	De 4 a 6 meses	4	2	Temporal	22199	Sabiñánigo
2019	De 4 a 6 meses	6	1	Indefinido	44013	Alcañiz
2019	De 4 a 6 meses	6	2	Temporal	44013	Alcañiz
2019	De 4 a 6 meses	2	3	Sin clasificar	44013	Alcañiz
2019	De 4 a 6 meses	1	1	Indefinido	44025	Andorra
2019	De 4 a 6 meses	2	2	Temporal	44025	Andorra
2019	De 4 a 6 meses	1	3	Sin clasificar	44025	Andorra
2019	De 4 a 6 meses	23	1	Indefinido	44216	Teruel
2019	De 4 a 6 meses	18	2	Temporal	44216	Teruel
2019	De 4 a 6 meses	1	3	Sin clasificar	44216	Teruel
2019	De 4 a 6 meses	2	1	Indefinido	50008	Alagón
2019	De 4 a 6 meses	10	2	Temporal	50008	Alagón
2019	De 4 a 6 meses	2	3	Sin clasificar	50008	Alagón
2019	De 4 a 6 meses	3	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	De 4 a 6 meses	17	2	Temporal	50025	Almunia de Doña Godina (La)
2019	De 4 a 6 meses	5	1	Indefinido	50067	Calatayud
2019	De 4 a 6 meses	11	2	Temporal	50067	Calatayud
2019	De 4 a 6 meses	6	2	Temporal	50074	Caspe
2019	De 4 a 6 meses	5	1	Indefinido	50089	Cuarte de Huerva
2019	De 4 a 6 meses	16	2	Temporal	50089	Cuarte de Huerva
2019	De 4 a 6 meses	9	1	Indefinido	50095	Ejea de los Caballeros
2019	De 4 a 6 meses	20	2	Temporal	50095	Ejea de los Caballeros
2019	De 4 a 6 meses	4	3	Sin clasificar	50095	Ejea de los Caballeros
2019	De 4 a 6 meses	1	1	Indefinido	50163	María de Huerva
2019	De 4 a 6 meses	2	2	Temporal	50163	María de Huerva
2019	De 4 a 6 meses	7	1	Indefinido	50182	Muela (La)
2019	De 4 a 6 meses	12	2	Temporal	50182	Muela (La)
2019	De 4 a 6 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2019	De 4 a 6 meses	16	2	Temporal	50219	Puebla de Alfindén (La)
2019	De 4 a 6 meses	1	3	Sin clasificar	50219	Puebla de Alfindén (La)
2019	De 4 a 6 meses	3	1	Indefinido	50251	Tarazona
2019	De 4 a 6 meses	7	2	Temporal	50251	Tarazona
2019	De 4 a 6 meses	1	3	Sin clasificar	50251	Tarazona
2019	De 4 a 6 meses	1	1	Indefinido	50252	Tauste
2019	De 4 a 6 meses	11	2	Temporal	50252	Tauste
2019	De 4 a 6 meses	10	1	Indefinido	50272	Utebo
2019	De 4 a 6 meses	14	2	Temporal	50272	Utebo
2019	De 4 a 6 meses	179	1	Indefinido	50297	Zaragoza
2019	De 4 a 6 meses	343	2	Temporal	50297	Zaragoza
2019	De 4 a 6 meses	16	3	Sin clasificar	50297	Zaragoza
2019	De 4 a 6 meses	49	1	Indefinido	50298	Zuera
2019	De 4 a 6 meses	9	2	Temporal	50298	Zuera
2019	De 4 a 6 meses	1	3	Sin clasificar	50298	Zuera
2019	De 7 a 9 meses	5	1	Indefinido	22048	Barbastro
2019	De 7 a 9 meses	11	2	Temporal	22048	Barbastro
2019	De 7 a 9 meses	5	1	Indefinido	22061	Binéfar
2019	De 7 a 9 meses	12	2	Temporal	22061	Binéfar
2019	De 7 a 9 meses	13	1	Indefinido	22112	Fraga
2019	De 7 a 9 meses	8	2	Temporal	22112	Fraga
2019	De 7 a 9 meses	1	3	Sin clasificar	22112	Fraga
2019	De 7 a 9 meses	32	1	Indefinido	22125	Huesca
2019	De 7 a 9 meses	24	2	Temporal	22125	Huesca
2019	De 7 a 9 meses	2	3	Sin clasificar	22125	Huesca
2019	De 7 a 9 meses	3	1	Indefinido	22130	Jaca
2019	De 7 a 9 meses	4	2	Temporal	22130	Jaca
2019	De 7 a 9 meses	8	1	Indefinido	22158	Monzón
2019	De 7 a 9 meses	14	2	Temporal	22158	Monzón
2019	De 7 a 9 meses	2	2	Temporal	22199	Sabiñánigo
2019	De 7 a 9 meses	3	1	Indefinido	44013	Alcañiz
2019	De 7 a 9 meses	7	2	Temporal	44013	Alcañiz
2019	De 7 a 9 meses	1	2	Temporal	44025	Andorra
2019	De 7 a 9 meses	16	1	Indefinido	44216	Teruel
2019	De 7 a 9 meses	17	2	Temporal	44216	Teruel
2019	De 7 a 9 meses	3	2	Temporal	50008	Alagón
2019	De 7 a 9 meses	1	3	Sin clasificar	50008	Alagón
2019	De 7 a 9 meses	2	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	De 7 a 9 meses	5	2	Temporal	50025	Almunia de Doña Godina (La)
2019	De 7 a 9 meses	4	1	Indefinido	50067	Calatayud
2019	De 7 a 9 meses	11	2	Temporal	50067	Calatayud
2019	De 7 a 9 meses	3	1	Indefinido	50074	Caspe
2019	De 7 a 9 meses	4	2	Temporal	50074	Caspe
2019	De 7 a 9 meses	1	3	Sin clasificar	50074	Caspe
2019	De 7 a 9 meses	6	1	Indefinido	50089	Cuarte de Huerva
2019	De 7 a 9 meses	10	2	Temporal	50089	Cuarte de Huerva
2019	De 7 a 9 meses	1	3	Sin clasificar	50089	Cuarte de Huerva
2019	De 7 a 9 meses	11	1	Indefinido	50095	Ejea de los Caballeros
2019	De 7 a 9 meses	10	2	Temporal	50095	Ejea de los Caballeros
2019	De 7 a 9 meses	2	3	Sin clasificar	50095	Ejea de los Caballeros
2019	De 7 a 9 meses	2	1	Indefinido	50163	María de Huerva
2019	De 7 a 9 meses	3	2	Temporal	50163	María de Huerva
2019	De 7 a 9 meses	4	1	Indefinido	50182	Muela (La)
2019	De 7 a 9 meses	6	2	Temporal	50182	Muela (La)
2019	De 7 a 9 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2019	De 7 a 9 meses	17	2	Temporal	50219	Puebla de Alfindén (La)
2019	De 7 a 9 meses	5	1	Indefinido	50251	Tarazona
2019	De 7 a 9 meses	9	2	Temporal	50251	Tarazona
2019	De 7 a 9 meses	4	1	Indefinido	50252	Tauste
2019	De 7 a 9 meses	4	2	Temporal	50252	Tauste
2019	De 7 a 9 meses	6	1	Indefinido	50272	Utebo
2019	De 7 a 9 meses	9	2	Temporal	50272	Utebo
2019	De 7 a 9 meses	1	3	Sin clasificar	50272	Utebo
2019	De 7 a 9 meses	202	1	Indefinido	50297	Zaragoza
2019	De 7 a 9 meses	208	2	Temporal	50297	Zaragoza
2019	De 7 a 9 meses	8	3	Sin clasificar	50297	Zaragoza
2019	De 7 a 9 meses	50	1	Indefinido	50298	Zuera
2019	De 7 a 9 meses	6	2	Temporal	50298	Zuera
2019	De 7 a 9 meses	1	3	Sin clasificar	50298	Zuera
2019	De 10 a 12 meses	1	1	Indefinido	22048	Barbastro
2019	De 10 a 12 meses	5	2	Temporal	22048	Barbastro
2019	De 10 a 12 meses	3	1	Indefinido	22061	Binéfar
2019	De 10 a 12 meses	4	2	Temporal	22061	Binéfar
2019	De 10 a 12 meses	9	1	Indefinido	22112	Fraga
2019	De 10 a 12 meses	3	2	Temporal	22112	Fraga
2019	De 10 a 12 meses	1	3	Sin clasificar	22112	Fraga
2019	De 10 a 12 meses	22	1	Indefinido	22125	Huesca
2019	De 10 a 12 meses	23	2	Temporal	22125	Huesca
2019	De 10 a 12 meses	4	1	Indefinido	22130	Jaca
2019	De 10 a 12 meses	1	2	Temporal	22130	Jaca
2019	De 10 a 12 meses	7	1	Indefinido	22158	Monzón
2019	De 10 a 12 meses	8	2	Temporal	22158	Monzón
2019	De 10 a 12 meses	2	1	Indefinido	22199	Sabiñánigo
2019	De 10 a 12 meses	2	2	Temporal	22199	Sabiñánigo
2019	De 10 a 12 meses	3	1	Indefinido	44013	Alcañiz
2019	De 10 a 12 meses	3	2	Temporal	44013	Alcañiz
2019	De 10 a 12 meses	1	3	Sin clasificar	44013	Alcañiz
2019	De 10 a 12 meses	21	1	Indefinido	44216	Teruel
2019	De 10 a 12 meses	11	2	Temporal	44216	Teruel
2019	De 10 a 12 meses	1	3	Sin clasificar	44216	Teruel
2019	De 10 a 12 meses	2	1	Indefinido	50008	Alagón
2019	De 10 a 12 meses	1	2	Temporal	50008	Alagón
2019	De 10 a 12 meses	5	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	De 10 a 12 meses	3	2	Temporal	50025	Almunia de Doña Godina (La)
2019	De 10 a 12 meses	1	3	Sin clasificar	50025	Almunia de Doña Godina (La)
2019	De 10 a 12 meses	1	1	Indefinido	50067	Calatayud
2019	De 10 a 12 meses	5	2	Temporal	50067	Calatayud
2019	De 10 a 12 meses	1	1	Indefinido	50074	Caspe
2019	De 10 a 12 meses	1	2	Temporal	50074	Caspe
2019	De 10 a 12 meses	6	1	Indefinido	50089	Cuarte de Huerva
2019	De 10 a 12 meses	6	2	Temporal	50089	Cuarte de Huerva
2019	De 10 a 12 meses	3	1	Indefinido	50095	Ejea de los Caballeros
2019	De 10 a 12 meses	4	2	Temporal	50095	Ejea de los Caballeros
2019	De 10 a 12 meses	1	1	Indefinido	50163	María de Huerva
2019	De 10 a 12 meses	1	2	Temporal	50163	María de Huerva
2019	De 10 a 12 meses	8	1	Indefinido	50182	Muela (La)
2019	De 10 a 12 meses	2	2	Temporal	50182	Muela (La)
2019	De 10 a 12 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2019	De 10 a 12 meses	6	2	Temporal	50219	Puebla de Alfindén (La)
2019	De 10 a 12 meses	1	1	Indefinido	50251	Tarazona
2019	De 10 a 12 meses	1	2	Temporal	50251	Tarazona
2019	De 10 a 12 meses	1	1	Indefinido	50252	Tauste
2019	De 10 a 12 meses	3	2	Temporal	50252	Tauste
2019	De 10 a 12 meses	5	1	Indefinido	50272	Utebo
2019	De 10 a 12 meses	4	2	Temporal	50272	Utebo
2019	De 10 a 12 meses	165	1	Indefinido	50297	Zaragoza
2019	De 10 a 12 meses	109	2	Temporal	50297	Zaragoza
2019	De 10 a 12 meses	8	3	Sin clasificar	50297	Zaragoza
2019	De 10 a 12 meses	28	1	Indefinido	50298	Zuera
2019	De 10 a 12 meses	4	2	Temporal	50298	Zuera
2019	De 10 a 12 meses	2	3	Sin clasificar	50298	Zuera
2019	De 13 meses a 3 años	22	1	Indefinido	22048	Barbastro
2019	De 13 meses a 3 años	11	2	Temporal	22048	Barbastro
2019	De 13 meses a 3 años	1	3	Sin clasificar	22048	Barbastro
2019	De 13 meses a 3 años	33	1	Indefinido	22061	Binéfar
2019	De 13 meses a 3 años	6	2	Temporal	22061	Binéfar
2019	De 13 meses a 3 años	42	1	Indefinido	22112	Fraga
2019	De 13 meses a 3 años	7	2	Temporal	22112	Fraga
2019	De 13 meses a 3 años	2	3	Sin clasificar	22112	Fraga
2019	De 13 meses a 3 años	93	1	Indefinido	22125	Huesca
2019	De 13 meses a 3 años	35	2	Temporal	22125	Huesca
2019	De 13 meses a 3 años	6	3	Sin clasificar	22125	Huesca
2019	De 13 meses a 3 años	21	1	Indefinido	22130	Jaca
2019	De 13 meses a 3 años	5	2	Temporal	22130	Jaca
2019	De 13 meses a 3 años	2	3	Sin clasificar	22130	Jaca
2019	De 13 meses a 3 años	57	1	Indefinido	22158	Monzón
2019	De 13 meses a 3 años	23	2	Temporal	22158	Monzón
2019	De 13 meses a 3 años	3	3	Sin clasificar	22158	Monzón
2019	De 13 meses a 3 años	14	1	Indefinido	22199	Sabiñánigo
2019	De 13 meses a 3 años	8	2	Temporal	22199	Sabiñánigo
2019	De 13 meses a 3 años	1	3	Sin clasificar	22199	Sabiñánigo
2019	De 13 meses a 3 años	23	1	Indefinido	44013	Alcañiz
2019	De 13 meses a 3 años	8	2	Temporal	44013	Alcañiz
2019	De 13 meses a 3 años	2	3	Sin clasificar	44013	Alcañiz
2019	De 13 meses a 3 años	6	1	Indefinido	44025	Andorra
2019	De 13 meses a 3 años	3	2	Temporal	44025	Andorra
2019	De 13 meses a 3 años	1	3	Sin clasificar	44025	Andorra
2019	De 13 meses a 3 años	76	1	Indefinido	44216	Teruel
2019	De 13 meses a 3 años	33	2	Temporal	44216	Teruel
2019	De 13 meses a 3 años	5	3	Sin clasificar	44216	Teruel
2019	De 13 meses a 3 años	30	1	Indefinido	50008	Alagón
2019	De 13 meses a 3 años	1	2	Temporal	50008	Alagón
2019	De 13 meses a 3 años	1	3	Sin clasificar	50008	Alagón
2019	De 13 meses a 3 años	15	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	De 13 meses a 3 años	4	2	Temporal	50025	Almunia de Doña Godina (La)
2019	De 13 meses a 3 años	19	1	Indefinido	50067	Calatayud
2019	De 13 meses a 3 años	11	2	Temporal	50067	Calatayud
2019	De 13 meses a 3 años	1	3	Sin clasificar	50067	Calatayud
2019	De 13 meses a 3 años	11	1	Indefinido	50074	Caspe
2019	De 13 meses a 3 años	2	2	Temporal	50074	Caspe
2019	De 13 meses a 3 años	1	3	Sin clasificar	50074	Caspe
2019	De 13 meses a 3 años	43	1	Indefinido	50089	Cuarte de Huerva
2019	De 13 meses a 3 años	7	2	Temporal	50089	Cuarte de Huerva
2019	De 13 meses a 3 años	1	3	Sin clasificar	50089	Cuarte de Huerva
2019	De 13 meses a 3 años	45	1	Indefinido	50095	Ejea de los Caballeros
2019	De 13 meses a 3 años	16	2	Temporal	50095	Ejea de los Caballeros
2019	De 13 meses a 3 años	5	3	Sin clasificar	50095	Ejea de los Caballeros
2019	De 13 meses a 3 años	4	1	Indefinido	50163	María de Huerva
2019	De 13 meses a 3 años	40	1	Indefinido	50182	Muela (La)
2019	De 13 meses a 3 años	6	2	Temporal	50182	Muela (La)
2019	De 13 meses a 3 años	46	1	Indefinido	50219	Puebla de Alfindén (La)
2019	De 13 meses a 3 años	11	2	Temporal	50219	Puebla de Alfindén (La)
2019	De 13 meses a 3 años	1	3	Sin clasificar	50219	Puebla de Alfindén (La)
2019	De 13 meses a 3 años	14	1	Indefinido	50251	Tarazona
2019	De 13 meses a 3 años	7	2	Temporal	50251	Tarazona
2019	De 13 meses a 3 años	3	3	Sin clasificar	50251	Tarazona
2019	De 13 meses a 3 años	22	1	Indefinido	50252	Tauste
2019	De 13 meses a 3 años	9	2	Temporal	50252	Tauste
2019	De 13 meses a 3 años	1	3	Sin clasificar	50252	Tauste
2019	De 13 meses a 3 años	47	1	Indefinido	50272	Utebo
2019	De 13 meses a 3 años	8	2	Temporal	50272	Utebo
2019	De 13 meses a 3 años	872	1	Indefinido	50297	Zaragoza
2019	De 13 meses a 3 años	273	2	Temporal	50297	Zaragoza
2019	De 13 meses a 3 años	40	3	Sin clasificar	50297	Zaragoza
2019	De 13 meses a 3 años	25	1	Indefinido	50298	Zuera
2019	De 13 meses a 3 años	2	2	Temporal	50298	Zuera
2019	De 13 meses a 3 años	3	3	Sin clasificar	50298	Zuera
2019	De 37 meses a 10 años	29	1	Indefinido	22048	Barbastro
2019	De 37 meses a 10 años	5	2	Temporal	22048	Barbastro
2019	De 37 meses a 10 años	6	3	Sin clasificar	22048	Barbastro
2019	De 37 meses a 10 años	37	1	Indefinido	22061	Binéfar
2019	De 37 meses a 10 años	1	2	Temporal	22061	Binéfar
2019	De 37 meses a 10 años	2	3	Sin clasificar	22061	Binéfar
2019	De 37 meses a 10 años	36	1	Indefinido	22112	Fraga
2019	De 37 meses a 10 años	2	2	Temporal	22112	Fraga
2019	De 37 meses a 10 años	3	3	Sin clasificar	22112	Fraga
2019	De 37 meses a 10 años	117	1	Indefinido	22125	Huesca
2019	De 37 meses a 10 años	20	2	Temporal	22125	Huesca
2019	De 37 meses a 10 años	12	3	Sin clasificar	22125	Huesca
2019	De 37 meses a 10 años	15	1	Indefinido	22130	Jaca
2019	De 37 meses a 10 años	6	3	Sin clasificar	22130	Jaca
2019	De 37 meses a 10 años	62	1	Indefinido	22158	Monzón
2019	De 37 meses a 10 años	7	2	Temporal	22158	Monzón
2019	De 37 meses a 10 años	6	3	Sin clasificar	22158	Monzón
2019	De 37 meses a 10 años	12	1	Indefinido	22199	Sabiñánigo
2019	De 37 meses a 10 años	3	2	Temporal	22199	Sabiñánigo
2019	De 37 meses a 10 años	4	3	Sin clasificar	22199	Sabiñánigo
2019	De 37 meses a 10 años	29	1	Indefinido	44013	Alcañiz
2019	De 37 meses a 10 años	5	2	Temporal	44013	Alcañiz
2019	De 37 meses a 10 años	10	3	Sin clasificar	44013	Alcañiz
2019	De 37 meses a 10 años	4	1	Indefinido	44025	Andorra
2019	De 37 meses a 10 años	1	2	Temporal	44025	Andorra
2019	De 37 meses a 10 años	2	3	Sin clasificar	44025	Andorra
2019	De 37 meses a 10 años	82	1	Indefinido	44216	Teruel
2019	De 37 meses a 10 años	10	2	Temporal	44216	Teruel
2019	De 37 meses a 10 años	5	3	Sin clasificar	44216	Teruel
2019	De 37 meses a 10 años	21	1	Indefinido	50008	Alagón
2019	De 37 meses a 10 años	9	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	De 37 meses a 10 años	1	2	Temporal	50025	Almunia de Doña Godina (La)
2019	De 37 meses a 10 años	2	3	Sin clasificar	50025	Almunia de Doña Godina (La)
2019	De 37 meses a 10 años	32	1	Indefinido	50067	Calatayud
2019	De 37 meses a 10 años	4	2	Temporal	50067	Calatayud
2019	De 37 meses a 10 años	4	3	Sin clasificar	50067	Calatayud
2019	De 37 meses a 10 años	8	1	Indefinido	50074	Caspe
2019	De 37 meses a 10 años	1	2	Temporal	50074	Caspe
2019	De 37 meses a 10 años	5	3	Sin clasificar	50074	Caspe
2019	De 37 meses a 10 años	30	1	Indefinido	50089	Cuarte de Huerva
2019	De 37 meses a 10 años	1	2	Temporal	50089	Cuarte de Huerva
2019	De 37 meses a 10 años	4	3	Sin clasificar	50089	Cuarte de Huerva
2019	De 37 meses a 10 años	43	1	Indefinido	50095	Ejea de los Caballeros
2019	De 37 meses a 10 años	2	2	Temporal	50095	Ejea de los Caballeros
2019	De 37 meses a 10 años	12	3	Sin clasificar	50095	Ejea de los Caballeros
2019	De 37 meses a 10 años	3	1	Indefinido	50163	María de Huerva
2019	De 37 meses a 10 años	51	1	Indefinido	50182	Muela (La)
2019	De 37 meses a 10 años	2	2	Temporal	50182	Muela (La)
2019	De 37 meses a 10 años	1	3	Sin clasificar	50182	Muela (La)
2019	De 37 meses a 10 años	31	1	Indefinido	50219	Puebla de Alfindén (La)
2019	De 37 meses a 10 años	2	2	Temporal	50219	Puebla de Alfindén (La)
2019	De 37 meses a 10 años	2	3	Sin clasificar	50219	Puebla de Alfindén (La)
2019	De 37 meses a 10 años	19	1	Indefinido	50251	Tarazona
2019	De 37 meses a 10 años	1	2	Temporal	50251	Tarazona
2019	De 37 meses a 10 años	2	3	Sin clasificar	50251	Tarazona
2019	De 37 meses a 10 años	26	1	Indefinido	50252	Tauste
2019	De 37 meses a 10 años	1	2	Temporal	50252	Tauste
2019	De 37 meses a 10 años	3	3	Sin clasificar	50252	Tauste
2019	De 37 meses a 10 años	40	1	Indefinido	50272	Utebo
2019	De 37 meses a 10 años	1	2	Temporal	50272	Utebo
2019	De 37 meses a 10 años	2	3	Sin clasificar	50272	Utebo
2019	De 37 meses a 10 años	1162	1	Indefinido	50297	Zaragoza
2019	De 37 meses a 10 años	98	2	Temporal	50297	Zaragoza
2019	De 37 meses a 10 años	94	3	Sin clasificar	50297	Zaragoza
2019	De 37 meses a 10 años	23	1	Indefinido	50298	Zuera
2019	De 37 meses a 10 años	1	2	Temporal	50298	Zuera
2019	De 37 meses a 10 años	6	3	Sin clasificar	50298	Zuera
2019	Más de 10 años	24	1	Indefinido	22048	Barbastro
2019	Más de 10 años	1	2	Temporal	22048	Barbastro
2019	Más de 10 años	3	3	Sin clasificar	22048	Barbastro
2019	Más de 10 años	40	1	Indefinido	22061	Binéfar
2019	Más de 10 años	1	2	Temporal	22061	Binéfar
2019	Más de 10 años	6	3	Sin clasificar	22061	Binéfar
2019	Más de 10 años	26	1	Indefinido	22112	Fraga
2019	Más de 10 años	6	3	Sin clasificar	22112	Fraga
2019	Más de 10 años	89	1	Indefinido	22125	Huesca
2019	Más de 10 años	12	2	Temporal	22125	Huesca
2019	Más de 10 años	12	3	Sin clasificar	22125	Huesca
2019	Más de 10 años	19	1	Indefinido	22130	Jaca
2019	Más de 10 años	1	2	Temporal	22130	Jaca
2019	Más de 10 años	6	3	Sin clasificar	22130	Jaca
2019	Más de 10 años	30	1	Indefinido	22158	Monzón
2019	Más de 10 años	4	2	Temporal	22158	Monzón
2019	Más de 10 años	7	3	Sin clasificar	22158	Monzón
2019	Más de 10 años	16	1	Indefinido	22199	Sabiñánigo
2019	Más de 10 años	1	2	Temporal	22199	Sabiñánigo
2019	Más de 10 años	7	3	Sin clasificar	22199	Sabiñánigo
2019	Más de 10 años	30	1	Indefinido	44013	Alcañiz
2019	Más de 10 años	1	2	Temporal	44013	Alcañiz
2019	Más de 10 años	6	3	Sin clasificar	44013	Alcañiz
2019	Más de 10 años	8	1	Indefinido	44025	Andorra
2019	Más de 10 años	81	1	Indefinido	44216	Teruel
2019	Más de 10 años	6	2	Temporal	44216	Teruel
2019	Más de 10 años	8	3	Sin clasificar	44216	Teruel
2019	Más de 10 años	8	1	Indefinido	50008	Alagón
2019	Más de 10 años	18	1	Indefinido	50025	Almunia de Doña Godina (La)
2019	Más de 10 años	1	2	Temporal	50025	Almunia de Doña Godina (La)
