Año	Grupo Antigüedad	Nº Accidentes	Ord_Temporalidad	Temporalidad	Código	Municipio
2012	De 7 a 9 meses	2	1	Indefinido	22130	Jaca
2012	De 7 a 9 meses	2	2	Temporal	22130	Jaca
2012	De 7 a 9 meses	1	1	Indefinido	22158	Monzón
2012	De 7 a 9 meses	9	2	Temporal	22158	Monzón
2012	De 7 a 9 meses	2	2	Temporal	22199	Sabiñánigo
2012	De 7 a 9 meses	4	1	Indefinido	44013	Alcañiz
2012	De 7 a 9 meses	6	2	Temporal	44013	Alcañiz
2012	De 7 a 9 meses	3	2	Temporal	44025	Andorra
2012	De 7 a 9 meses	4	1	Indefinido	44216	Teruel
2012	De 7 a 9 meses	5	2	Temporal	44216	Teruel
2012	De 7 a 9 meses	1	1	Indefinido	50008	Alagón
2012	De 7 a 9 meses	1	2	Temporal	50008	Alagón
2012	De 7 a 9 meses	3	1	Indefinido	50025	Almunia de Doña Godina (La)
2012	De 7 a 9 meses	2	2	Temporal	50025	Almunia de Doña Godina (La)
2012	De 7 a 9 meses	2	1	Indefinido	50067	Calatayud
2012	De 7 a 9 meses	1	2	Temporal	50067	Calatayud
2012	De 7 a 9 meses	1	1	Indefinido	50074	Caspe
2012	De 7 a 9 meses	3	2	Temporal	50074	Caspe
2012	De 7 a 9 meses	1	1	Indefinido	50089	Cuarte de Huerva
2012	De 7 a 9 meses	5	2	Temporal	50089	Cuarte de Huerva
2012	De 7 a 9 meses	2	1	Indefinido	50095	Ejea de los Caballeros
2012	De 7 a 9 meses	9	2	Temporal	50095	Ejea de los Caballeros
2012	De 7 a 9 meses	1	2	Temporal	50163	María de Huerva
2012	De 7 a 9 meses	1	1	Indefinido	50182	Muela (La)
2012	De 7 a 9 meses	3	2	Temporal	50182	Muela (La)
2012	De 7 a 9 meses	3	1	Indefinido	50219	Puebla de Alfindén (La)
2012	De 7 a 9 meses	4	2	Temporal	50219	Puebla de Alfindén (La)
2012	De 7 a 9 meses	2	1	Indefinido	50252	Tauste
2012	De 7 a 9 meses	1	2	Temporal	50252	Tauste
2012	De 7 a 9 meses	1	1	Indefinido	50272	Utebo
2012	De 7 a 9 meses	3	2	Temporal	50272	Utebo
2012	De 7 a 9 meses	84	1	Indefinido	50297	Zaragoza
2012	De 7 a 9 meses	134	2	Temporal	50297	Zaragoza
2012	De 7 a 9 meses	3	3	Sin clasificar	50297	Zaragoza
2012	De 7 a 9 meses	4	1	Indefinido	50298	Zuera
2012	De 7 a 9 meses	4	2	Temporal	50298	Zuera
2012	De 10 a 12 meses	2	2	Temporal	22048	Barbastro
2012	De 10 a 12 meses	2	1	Indefinido	22061	Binéfar
2012	De 10 a 12 meses	2	2	Temporal	22061	Binéfar
2012	De 10 a 12 meses	3	1	Indefinido	22112	Fraga
2012	De 10 a 12 meses	2	2	Temporal	22112	Fraga
2012	De 10 a 12 meses	6	1	Indefinido	22125	Huesca
2012	De 10 a 12 meses	6	2	Temporal	22125	Huesca
2012	De 10 a 12 meses	1	1	Indefinido	22130	Jaca
2012	De 10 a 12 meses	1	3	Sin clasificar	22130	Jaca
2012	De 10 a 12 meses	3	1	Indefinido	22158	Monzón
2012	De 10 a 12 meses	7	2	Temporal	22158	Monzón
2012	De 10 a 12 meses	1	2	Temporal	22199	Sabiñánigo
2012	De 10 a 12 meses	1	1	Indefinido	44013	Alcañiz
2012	De 10 a 12 meses	1	2	Temporal	44013	Alcañiz
2012	De 10 a 12 meses	1	2	Temporal	44025	Andorra
2012	De 10 a 12 meses	2	1	Indefinido	44216	Teruel
2012	De 10 a 12 meses	2	2	Temporal	44216	Teruel
2012	De 10 a 12 meses	1	1	Indefinido	50008	Alagón
2012	De 10 a 12 meses	4	1	Indefinido	50025	Almunia de Doña Godina (La)
2012	De 10 a 12 meses	2	2	Temporal	50067	Calatayud
2012	De 10 a 12 meses	1	1	Indefinido	50074	Caspe
2012	De 10 a 12 meses	2	2	Temporal	50074	Caspe
2012	De 10 a 12 meses	3	1	Indefinido	50089	Cuarte de Huerva
2012	De 10 a 12 meses	2	1	Indefinido	50095	Ejea de los Caballeros
2012	De 10 a 12 meses	2	2	Temporal	50095	Ejea de los Caballeros
2012	De 10 a 12 meses	1	1	Indefinido	50182	Muela (La)
2012	De 10 a 12 meses	2	2	Temporal	50182	Muela (La)
2012	De 10 a 12 meses	3	1	Indefinido	50219	Puebla de Alfindén (La)
2012	De 10 a 12 meses	3	2	Temporal	50219	Puebla de Alfindén (La)
2012	De 10 a 12 meses	3	2	Temporal	50251	Tarazona
2012	De 10 a 12 meses	1	1	Indefinido	50252	Tauste
2012	De 10 a 12 meses	1	1	Indefinido	50272	Utebo
2012	De 10 a 12 meses	83	1	Indefinido	50297	Zaragoza
2012	De 10 a 12 meses	82	2	Temporal	50297	Zaragoza
2012	De 10 a 12 meses	3	3	Sin clasificar	50297	Zaragoza
2012	De 10 a 12 meses	3	1	Indefinido	50298	Zuera
2012	De 10 a 12 meses	2	2	Temporal	50298	Zuera
2012	De 13 meses a 3 años	10	1	Indefinido	22048	Barbastro
2012	De 13 meses a 3 años	5	2	Temporal	22048	Barbastro
2012	De 13 meses a 3 años	1	3	Sin clasificar	22048	Barbastro
2012	De 13 meses a 3 años	13	1	Indefinido	22061	Binéfar
2012	De 13 meses a 3 años	2	2	Temporal	22061	Binéfar
2012	De 13 meses a 3 años	1	3	Sin clasificar	22061	Binéfar
2012	De 13 meses a 3 años	22	1	Indefinido	22112	Fraga
2012	De 13 meses a 3 años	6	2	Temporal	22112	Fraga
2012	De 13 meses a 3 años	59	1	Indefinido	22125	Huesca
2012	De 13 meses a 3 años	26	2	Temporal	22125	Huesca
2012	De 13 meses a 3 años	1	3	Sin clasificar	22125	Huesca
2012	De 13 meses a 3 años	9	1	Indefinido	22130	Jaca
2012	De 13 meses a 3 años	3	2	Temporal	22130	Jaca
2012	De 13 meses a 3 años	39	1	Indefinido	22158	Monzón
2012	De 13 meses a 3 años	8	2	Temporal	22158	Monzón
2012	De 13 meses a 3 años	4	1	Indefinido	22199	Sabiñánigo
2012	De 13 meses a 3 años	1	3	Sin clasificar	22199	Sabiñánigo
2012	De 13 meses a 3 años	14	1	Indefinido	44013	Alcañiz
2012	De 13 meses a 3 años	4	2	Temporal	44013	Alcañiz
2012	De 13 meses a 3 años	1	1	Indefinido	44025	Andorra
2012	De 13 meses a 3 años	3	2	Temporal	44025	Andorra
2012	De 13 meses a 3 años	39	1	Indefinido	44216	Teruel
2012	De 13 meses a 3 años	14	2	Temporal	44216	Teruel
2012	De 13 meses a 3 años	2	3	Sin clasificar	44216	Teruel
2012	De 13 meses a 3 años	12	1	Indefinido	50008	Alagón
2012	De 13 meses a 3 años	3	1	Indefinido	50025	Almunia de Doña Godina (La)
2012	De 13 meses a 3 años	4	2	Temporal	50025	Almunia de Doña Godina (La)
2012	De 13 meses a 3 años	13	1	Indefinido	50067	Calatayud
2012	De 13 meses a 3 años	4	2	Temporal	50067	Calatayud
2012	De 13 meses a 3 años	1	3	Sin clasificar	50067	Calatayud
2012	De 13 meses a 3 años	7	1	Indefinido	50074	Caspe
2012	De 13 meses a 3 años	2	2	Temporal	50074	Caspe
2012	De 13 meses a 3 años	13	1	Indefinido	50089	Cuarte de Huerva
2012	De 13 meses a 3 años	6	2	Temporal	50089	Cuarte de Huerva
2012	De 13 meses a 3 años	1	3	Sin clasificar	50089	Cuarte de Huerva
2012	De 13 meses a 3 años	7	1	Indefinido	50095	Ejea de los Caballeros
2012	De 13 meses a 3 años	12	2	Temporal	50095	Ejea de los Caballeros
2012	De 13 meses a 3 años	1	1	Indefinido	50163	María de Huerva
2012	De 13 meses a 3 años	2	2	Temporal	50163	María de Huerva
2012	De 13 meses a 3 años	23	1	Indefinido	50182	Muela (La)
2012	De 13 meses a 3 años	8	2	Temporal	50182	Muela (La)
2012	De 13 meses a 3 años	22	1	Indefinido	50219	Puebla de Alfindén (La)
2012	De 13 meses a 3 años	8	2	Temporal	50219	Puebla de Alfindén (La)
2012	De 13 meses a 3 años	13	1	Indefinido	50251	Tarazona
2012	De 13 meses a 3 años	6	2	Temporal	50251	Tarazona
2012	De 13 meses a 3 años	5	1	Indefinido	50252	Tauste
2012	De 13 meses a 3 años	2	2	Temporal	50252	Tauste
2012	De 13 meses a 3 años	16	1	Indefinido	50272	Utebo
2012	De 13 meses a 3 años	4	2	Temporal	50272	Utebo
2012	De 13 meses a 3 años	678	1	Indefinido	50297	Zaragoza
2012	De 13 meses a 3 años	256	2	Temporal	50297	Zaragoza
2012	De 13 meses a 3 años	19	3	Sin clasificar	50297	Zaragoza
2012	De 13 meses a 3 años	19	1	Indefinido	50298	Zuera
2012	De 13 meses a 3 años	9	2	Temporal	50298	Zuera
2012	De 37 meses a 10 años	38	1	Indefinido	22048	Barbastro
2012	De 37 meses a 10 años	2	2	Temporal	22048	Barbastro
2012	De 37 meses a 10 años	5	3	Sin clasificar	22048	Barbastro
2012	De 37 meses a 10 años	40	1	Indefinido	22061	Binéfar
2012	De 37 meses a 10 años	3	2	Temporal	22061	Binéfar
2012	De 37 meses a 10 años	36	1	Indefinido	22112	Fraga
2012	De 37 meses a 10 años	3	2	Temporal	22112	Fraga
2012	De 37 meses a 10 años	3	3	Sin clasificar	22112	Fraga
2012	De 37 meses a 10 años	124	1	Indefinido	22125	Huesca
2012	De 37 meses a 10 años	17	2	Temporal	22125	Huesca
2012	De 37 meses a 10 años	2	3	Sin clasificar	22125	Huesca
2012	De 37 meses a 10 años	25	1	Indefinido	22130	Jaca
2012	De 37 meses a 10 años	4	2	Temporal	22130	Jaca
2012	De 37 meses a 10 años	2	3	Sin clasificar	22130	Jaca
2012	De 37 meses a 10 años	75	1	Indefinido	22158	Monzón
2012	De 37 meses a 10 años	10	2	Temporal	22158	Monzón
2012	De 37 meses a 10 años	4	3	Sin clasificar	22158	Monzón
2012	De 37 meses a 10 años	12	1	Indefinido	22199	Sabiñánigo
2012	De 37 meses a 10 años	1	2	Temporal	22199	Sabiñánigo
2012	De 37 meses a 10 años	2	3	Sin clasificar	22199	Sabiñánigo
2012	De 37 meses a 10 años	53	1	Indefinido	44013	Alcañiz
2012	De 37 meses a 10 años	3	2	Temporal	44013	Alcañiz
2012	De 37 meses a 10 años	13	1	Indefinido	44025	Andorra
2012	De 37 meses a 10 años	2	2	Temporal	44025	Andorra
2012	De 37 meses a 10 años	3	3	Sin clasificar	44025	Andorra
2012	De 37 meses a 10 años	103	1	Indefinido	44216	Teruel
2012	De 37 meses a 10 años	14	2	Temporal	44216	Teruel
2012	De 37 meses a 10 años	3	3	Sin clasificar	44216	Teruel
2012	De 37 meses a 10 años	20	1	Indefinido	50008	Alagón
2012	De 37 meses a 10 años	2	2	Temporal	50008	Alagón
2012	De 37 meses a 10 años	1	3	Sin clasificar	50008	Alagón
2012	De 37 meses a 10 años	24	1	Indefinido	50025	Almunia de Doña Godina (La)
2012	De 37 meses a 10 años	6	2	Temporal	50025	Almunia de Doña Godina (La)
2012	De 37 meses a 10 años	36	1	Indefinido	50067	Calatayud
2012	De 37 meses a 10 años	8	2	Temporal	50067	Calatayud
2012	De 37 meses a 10 años	14	1	Indefinido	50074	Caspe
2012	De 37 meses a 10 años	5	2	Temporal	50074	Caspe
2012	De 37 meses a 10 años	60	1	Indefinido	50089	Cuarte de Huerva
2012	De 37 meses a 10 años	3	2	Temporal	50089	Cuarte de Huerva
2012	De 37 meses a 10 años	2	3	Sin clasificar	50089	Cuarte de Huerva
2012	De 37 meses a 10 años	57	1	Indefinido	50095	Ejea de los Caballeros
2012	De 37 meses a 10 años	6	2	Temporal	50095	Ejea de los Caballeros
2012	De 37 meses a 10 años	3	3	Sin clasificar	50095	Ejea de los Caballeros
2012	De 37 meses a 10 años	7	1	Indefinido	50163	María de Huerva
2012	De 37 meses a 10 años	2	2	Temporal	50163	María de Huerva
2012	De 37 meses a 10 años	1	3	Sin clasificar	50163	María de Huerva
2012	De 37 meses a 10 años	49	1	Indefinido	50182	Muela (La)
2012	De 37 meses a 10 años	3	2	Temporal	50182	Muela (La)
2012	De 37 meses a 10 años	81	1	Indefinido	50219	Puebla de Alfindén (La)
2012	De 37 meses a 10 años	3	2	Temporal	50219	Puebla de Alfindén (La)
2012	De 37 meses a 10 años	2	3	Sin clasificar	50219	Puebla de Alfindén (La)
2012	De 37 meses a 10 años	35	1	Indefinido	50251	Tarazona
2012	De 37 meses a 10 años	2	2	Temporal	50251	Tarazona
2012	De 37 meses a 10 años	2	3	Sin clasificar	50251	Tarazona
2012	De 37 meses a 10 años	20	1	Indefinido	50252	Tauste
2012	De 37 meses a 10 años	1	2	Temporal	50252	Tauste
2012	De 37 meses a 10 años	1	3	Sin clasificar	50252	Tauste
2012	De 37 meses a 10 años	62	1	Indefinido	50272	Utebo
2012	De 37 meses a 10 años	2	2	Temporal	50272	Utebo
2012	De 37 meses a 10 años	1624	1	Indefinido	50297	Zaragoza
2012	De 37 meses a 10 años	139	2	Temporal	50297	Zaragoza
2012	De 37 meses a 10 años	33	3	Sin clasificar	50297	Zaragoza
2012	De 37 meses a 10 años	38	1	Indefinido	50298	Zuera
2012	De 37 meses a 10 años	1	2	Temporal	50298	Zuera
2012	De 37 meses a 10 años	1	3	Sin clasificar	50298	Zuera
2012	Más de 10 años	17	1	Indefinido	22048	Barbastro
2012	Más de 10 años	25	1	Indefinido	22061	Binéfar
2012	Más de 10 años	1	3	Sin clasificar	22061	Binéfar
2012	Más de 10 años	23	1	Indefinido	22112	Fraga
2012	Más de 10 años	68	1	Indefinido	22125	Huesca
2012	Más de 10 años	2	2	Temporal	22125	Huesca
2012	Más de 10 años	3	3	Sin clasificar	22125	Huesca
2012	Más de 10 años	14	1	Indefinido	22130	Jaca
2012	Más de 10 años	2	2	Temporal	22130	Jaca
2012	Más de 10 años	39	1	Indefinido	22158	Monzón
2012	Más de 10 años	1	2	Temporal	22158	Monzón
2012	Más de 10 años	3	3	Sin clasificar	22158	Monzón
2012	Más de 10 años	9	1	Indefinido	22199	Sabiñánigo
2012	Más de 10 años	1	3	Sin clasificar	22199	Sabiñánigo
2012	Más de 10 años	15	1	Indefinido	44013	Alcañiz
2012	Más de 10 años	2	3	Sin clasificar	44013	Alcañiz
2012	Más de 10 años	20	1	Indefinido	44025	Andorra
2012	Más de 10 años	2	2	Temporal	44025	Andorra
2012	Más de 10 años	45	1	Indefinido	44216	Teruel
2012	Más de 10 años	9	2	Temporal	44216	Teruel
2012	Más de 10 años	5	3	Sin clasificar	44216	Teruel
2012	Más de 10 años	6	1	Indefinido	50008	Alagón
2012	Más de 10 años	1	2	Temporal	50008	Alagón
2012	Más de 10 años	1	3	Sin clasificar	50008	Alagón
2012	Más de 10 años	7	1	Indefinido	50025	Almunia de Doña Godina (La)
2012	Más de 10 años	23	1	Indefinido	50067	Calatayud
2012	Más de 10 años	1	2	Temporal	50067	Calatayud
2012	Más de 10 años	1	3	Sin clasificar	50067	Calatayud
2012	Más de 10 años	7	1	Indefinido	50074	Caspe
2012	Más de 10 años	26	1	Indefinido	50089	Cuarte de Huerva
2012	Más de 10 años	19	1	Indefinido	50095	Ejea de los Caballeros
2012	Más de 10 años	5	1	Indefinido	50163	María de Huerva
2012	Más de 10 años	19	1	Indefinido	50182	Muela (La)
2012	Más de 10 años	1	2	Temporal	50182	Muela (La)
2012	Más de 10 años	29	1	Indefinido	50219	Puebla de Alfindén (La)
2012	Más de 10 años	1	2	Temporal	50219	Puebla de Alfindén (La)
2012	Más de 10 años	15	1	Indefinido	50251	Tarazona
2012	Más de 10 años	15	1	Indefinido	50252	Tauste
2012	Más de 10 años	1	2	Temporal	50252	Tauste
2012	Más de 10 años	1	3	Sin clasificar	50252	Tauste
2012	Más de 10 años	44	1	Indefinido	50272	Utebo
2012	Más de 10 años	725	1	Indefinido	50297	Zaragoza
2012	Más de 10 años	20	2	Temporal	50297	Zaragoza
2012	Más de 10 años	13	3	Sin clasificar	50297	Zaragoza
2012	Más de 10 años	13	1	Indefinido	50298	Zuera
2011	Hasta 3 meses	3	1	Indefinido	22048	Barbastro
2011	Hasta 3 meses	19	2	Temporal	22048	Barbastro
2011	Hasta 3 meses	1	3	Sin clasificar	22048	Barbastro
2011	Hasta 3 meses	1	1	Indefinido	22061	Binéfar
2011	Hasta 3 meses	12	2	Temporal	22061	Binéfar
2011	Hasta 3 meses	5	1	Indefinido	22112	Fraga
2011	Hasta 3 meses	42	2	Temporal	22112	Fraga
2011	Hasta 3 meses	19	1	Indefinido	22125	Huesca
2011	Hasta 3 meses	74	2	Temporal	22125	Huesca
2011	Hasta 3 meses	1	3	Sin clasificar	22125	Huesca
2011	Hasta 3 meses	2	1	Indefinido	22130	Jaca
2011	Hasta 3 meses	16	2	Temporal	22130	Jaca
2011	Hasta 3 meses	1	3	Sin clasificar	22130	Jaca
2011	Hasta 3 meses	3	1	Indefinido	22158	Monzón
2011	Hasta 3 meses	37	2	Temporal	22158	Monzón
2011	Hasta 3 meses	9	2	Temporal	22199	Sabiñánigo
2011	Hasta 3 meses	3	1	Indefinido	44013	Alcañiz
2011	Hasta 3 meses	26	2	Temporal	44013	Alcañiz
2011	Hasta 3 meses	10	2	Temporal	44025	Andorra
2011	Hasta 3 meses	20	1	Indefinido	44216	Teruel
2011	Hasta 3 meses	46	2	Temporal	44216	Teruel
2011	Hasta 3 meses	2	1	Indefinido	50008	Alagón
2011	Hasta 3 meses	30	2	Temporal	50008	Alagón
2011	Hasta 3 meses	32	2	Temporal	50025	Almunia de Doña Godina (La)
2011	Hasta 3 meses	7	1	Indefinido	50067	Calatayud
2011	Hasta 3 meses	19	2	Temporal	50067	Calatayud
2011	Hasta 3 meses	1	1	Indefinido	50074	Caspe
2011	Hasta 3 meses	20	2	Temporal	50074	Caspe
2011	Hasta 3 meses	3	1	Indefinido	50089	Cuarte de Huerva
2011	Hasta 3 meses	27	2	Temporal	50089	Cuarte de Huerva
2011	Hasta 3 meses	6	1	Indefinido	50095	Ejea de los Caballeros
2011	Hasta 3 meses	22	2	Temporal	50095	Ejea de los Caballeros
2011	Hasta 3 meses	6	2	Temporal	50163	María de Huerva
2011	Hasta 3 meses	3	1	Indefinido	50182	Muela (La)
2011	Hasta 3 meses	23	2	Temporal	50182	Muela (La)
2011	Hasta 3 meses	3	1	Indefinido	50219	Puebla de Alfindén (La)
2011	Hasta 3 meses	36	2	Temporal	50219	Puebla de Alfindén (La)
2011	Hasta 3 meses	3	1	Indefinido	50251	Tarazona
2011	Hasta 3 meses	16	2	Temporal	50251	Tarazona
2011	Hasta 3 meses	2	3	Sin clasificar	50251	Tarazona
2011	Hasta 3 meses	4	1	Indefinido	50252	Tauste
2011	Hasta 3 meses	14	2	Temporal	50252	Tauste
2011	Hasta 3 meses	5	1	Indefinido	50272	Utebo
2011	Hasta 3 meses	25	2	Temporal	50272	Utebo
2011	Hasta 3 meses	163	1	Indefinido	50297	Zaragoza
2011	Hasta 3 meses	833	2	Temporal	50297	Zaragoza
2011	Hasta 3 meses	6	3	Sin clasificar	50297	Zaragoza
2011	Hasta 3 meses	8	1	Indefinido	50298	Zuera
2011	Hasta 3 meses	13	2	Temporal	50298	Zuera
2011	Hasta 3 meses	1	3	Sin clasificar	50298	Zuera
2011	De 4 a 6 meses	1	1	Indefinido	22048	Barbastro
2011	De 4 a 6 meses	6	2	Temporal	22048	Barbastro
2011	De 4 a 6 meses	5	1	Indefinido	22061	Binéfar
2011	De 4 a 6 meses	2	2	Temporal	22061	Binéfar
2011	De 4 a 6 meses	7	2	Temporal	22112	Fraga
2011	De 4 a 6 meses	21	1	Indefinido	22125	Huesca
2011	De 4 a 6 meses	25	2	Temporal	22125	Huesca
2011	De 4 a 6 meses	2	1	Indefinido	22130	Jaca
2011	De 4 a 6 meses	4	2	Temporal	22130	Jaca
2011	De 4 a 6 meses	2	1	Indefinido	22158	Monzón
2011	De 4 a 6 meses	17	2	Temporal	22158	Monzón
2011	De 4 a 6 meses	1	1	Indefinido	22199	Sabiñánigo
2011	De 4 a 6 meses	4	2	Temporal	22199	Sabiñánigo
2011	De 4 a 6 meses	1	1	Indefinido	44013	Alcañiz
2011	De 4 a 6 meses	8	2	Temporal	44013	Alcañiz
2011	De 4 a 6 meses	2	1	Indefinido	44025	Andorra
2011	De 4 a 6 meses	1	2	Temporal	44025	Andorra
2011	De 4 a 6 meses	12	1	Indefinido	44216	Teruel
2011	De 4 a 6 meses	19	2	Temporal	44216	Teruel
2011	De 4 a 6 meses	2	1	Indefinido	50008	Alagón
2011	De 4 a 6 meses	7	2	Temporal	50008	Alagón
2011	De 4 a 6 meses	4	1	Indefinido	50025	Almunia de Doña Godina (La)
2011	De 4 a 6 meses	5	2	Temporal	50025	Almunia de Doña Godina (La)
2011	De 4 a 6 meses	2	1	Indefinido	50067	Calatayud
2011	De 4 a 6 meses	7	2	Temporal	50067	Calatayud
2011	De 4 a 6 meses	7	2	Temporal	50074	Caspe
2011	De 4 a 6 meses	6	1	Indefinido	50089	Cuarte de Huerva
2011	De 4 a 6 meses	9	2	Temporal	50089	Cuarte de Huerva
2011	De 4 a 6 meses	1	1	Indefinido	50095	Ejea de los Caballeros
2011	De 4 a 6 meses	17	2	Temporal	50095	Ejea de los Caballeros
2011	De 4 a 6 meses	1	2	Temporal	50163	María de Huerva
2011	De 4 a 6 meses	8	1	Indefinido	50182	Muela (La)
2011	De 4 a 6 meses	3	2	Temporal	50182	Muela (La)
2011	De 4 a 6 meses	4	1	Indefinido	50219	Puebla de Alfindén (La)
2011	De 4 a 6 meses	12	2	Temporal	50219	Puebla de Alfindén (La)
2011	De 4 a 6 meses	2	1	Indefinido	50251	Tarazona
2011	De 4 a 6 meses	3	2	Temporal	50251	Tarazona
2011	De 4 a 6 meses	1	1	Indefinido	50252	Tauste
2011	De 4 a 6 meses	4	2	Temporal	50252	Tauste
2011	De 4 a 6 meses	5	1	Indefinido	50272	Utebo
2011	De 4 a 6 meses	7	2	Temporal	50272	Utebo
2011	De 4 a 6 meses	122	1	Indefinido	50297	Zaragoza
2011	De 4 a 6 meses	289	2	Temporal	50297	Zaragoza
2011	De 4 a 6 meses	5	3	Sin clasificar	50297	Zaragoza
2011	De 4 a 6 meses	4	1	Indefinido	50298	Zuera
2011	De 4 a 6 meses	1	2	Temporal	50298	Zuera
2011	De 7 a 9 meses	1	1	Indefinido	22048	Barbastro
2011	De 7 a 9 meses	6	2	Temporal	22048	Barbastro
2011	De 7 a 9 meses	1	1	Indefinido	22061	Binéfar
2011	De 7 a 9 meses	6	2	Temporal	22061	Binéfar
2011	De 7 a 9 meses	3	1	Indefinido	22112	Fraga
2011	De 7 a 9 meses	8	2	Temporal	22112	Fraga
2011	De 7 a 9 meses	16	1	Indefinido	22125	Huesca
2011	De 7 a 9 meses	14	2	Temporal	22125	Huesca
2011	De 7 a 9 meses	5	2	Temporal	22130	Jaca
2011	De 7 a 9 meses	6	1	Indefinido	22158	Monzón
2011	De 7 a 9 meses	12	2	Temporal	22158	Monzón
2011	De 7 a 9 meses	2	2	Temporal	22199	Sabiñánigo
2011	De 7 a 9 meses	1	1	Indefinido	44013	Alcañiz
2011	De 7 a 9 meses	7	2	Temporal	44013	Alcañiz
2011	De 7 a 9 meses	1	3	Sin clasificar	44013	Alcañiz
2011	De 7 a 9 meses	3	1	Indefinido	44025	Andorra
2011	De 7 a 9 meses	3	2	Temporal	44025	Andorra
2011	De 7 a 9 meses	1	3	Sin clasificar	44025	Andorra
2011	De 7 a 9 meses	7	1	Indefinido	44216	Teruel
2011	De 7 a 9 meses	18	2	Temporal	44216	Teruel
2011	De 7 a 9 meses	1	3	Sin clasificar	44216	Teruel
2011	De 7 a 9 meses	8	2	Temporal	50008	Alagón
2011	De 7 a 9 meses	2	1	Indefinido	50025	Almunia de Doña Godina (La)
2011	De 7 a 9 meses	3	2	Temporal	50025	Almunia de Doña Godina (La)
2011	De 7 a 9 meses	7	1	Indefinido	50067	Calatayud
2011	De 7 a 9 meses	4	2	Temporal	50067	Calatayud
2011	De 7 a 9 meses	7	2	Temporal	50074	Caspe
2011	De 7 a 9 meses	1	3	Sin clasificar	50074	Caspe
2011	De 7 a 9 meses	3	1	Indefinido	50089	Cuarte de Huerva
2011	De 7 a 9 meses	6	2	Temporal	50089	Cuarte de Huerva
2011	De 7 a 9 meses	4	1	Indefinido	50095	Ejea de los Caballeros
2011	De 7 a 9 meses	5	2	Temporal	50095	Ejea de los Caballeros
2011	De 7 a 9 meses	1	1	Indefinido	50163	María de Huerva
2011	De 7 a 9 meses	3	1	Indefinido	50182	Muela (La)
2011	De 7 a 9 meses	3	2	Temporal	50182	Muela (La)
2011	De 7 a 9 meses	1	1	Indefinido	50219	Puebla de Alfindén (La)
2011	De 7 a 9 meses	7	2	Temporal	50219	Puebla de Alfindén (La)
2011	De 7 a 9 meses	3	1	Indefinido	50251	Tarazona
2011	De 7 a 9 meses	4	2	Temporal	50251	Tarazona
2011	De 7 a 9 meses	1	1	Indefinido	50252	Tauste
2011	De 7 a 9 meses	2	2	Temporal	50252	Tauste
2011	De 7 a 9 meses	1	1	Indefinido	50272	Utebo
2011	De 7 a 9 meses	3	2	Temporal	50272	Utebo
2011	De 7 a 9 meses	116	1	Indefinido	50297	Zaragoza
2011	De 7 a 9 meses	173	2	Temporal	50297	Zaragoza
2011	De 7 a 9 meses	3	3	Sin clasificar	50297	Zaragoza
2011	De 7 a 9 meses	4	1	Indefinido	50298	Zuera
2011	De 7 a 9 meses	2	2	Temporal	50298	Zuera
2011	De 10 a 12 meses	7	1	Indefinido	22048	Barbastro
2011	De 10 a 12 meses	1	2	Temporal	22048	Barbastro
2011	De 10 a 12 meses	3	1	Indefinido	22061	Binéfar
2011	De 10 a 12 meses	2	2	Temporal	22061	Binéfar
2011	De 10 a 12 meses	2	1	Indefinido	22112	Fraga
2011	De 10 a 12 meses	2	2	Temporal	22112	Fraga
2011	De 10 a 12 meses	12	1	Indefinido	22125	Huesca
2011	De 10 a 12 meses	12	2	Temporal	22125	Huesca
2011	De 10 a 12 meses	3	1	Indefinido	22130	Jaca
2011	De 10 a 12 meses	2	2	Temporal	22130	Jaca
2011	De 10 a 12 meses	1	3	Sin clasificar	22130	Jaca
2011	De 10 a 12 meses	2	1	Indefinido	22158	Monzón
2011	De 10 a 12 meses	5	2	Temporal	22158	Monzón
2011	De 10 a 12 meses	3	2	Temporal	22199	Sabiñánigo
2011	De 10 a 12 meses	5	1	Indefinido	44013	Alcañiz
2011	De 10 a 12 meses	7	2	Temporal	44013	Alcañiz
2011	De 10 a 12 meses	1	1	Indefinido	44025	Andorra
2011	De 10 a 12 meses	3	2	Temporal	44025	Andorra
2011	De 10 a 12 meses	9	1	Indefinido	44216	Teruel
2011	De 10 a 12 meses	10	2	Temporal	44216	Teruel
2011	De 10 a 12 meses	3	1	Indefinido	50008	Alagón
2011	De 10 a 12 meses	5	2	Temporal	50008	Alagón
2011	De 10 a 12 meses	1	1	Indefinido	50025	Almunia de Doña Godina (La)
2011	De 10 a 12 meses	3	2	Temporal	50025	Almunia de Doña Godina (La)
2011	De 10 a 12 meses	3	1	Indefinido	50067	Calatayud
2011	De 10 a 12 meses	2	2	Temporal	50067	Calatayud
2011	De 10 a 12 meses	1	2	Temporal	50074	Caspe
2011	De 10 a 12 meses	2	1	Indefinido	50089	Cuarte de Huerva
2011	De 10 a 12 meses	2	2	Temporal	50089	Cuarte de Huerva
2011	De 10 a 12 meses	8	1	Indefinido	50095	Ejea de los Caballeros
2011	De 10 a 12 meses	3	2	Temporal	50095	Ejea de los Caballeros
2011	De 10 a 12 meses	1	3	Sin clasificar	50095	Ejea de los Caballeros
2011	De 10 a 12 meses	5	1	Indefinido	50182	Muela (La)
2011	De 10 a 12 meses	4	2	Temporal	50182	Muela (La)
