Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2017	05	Cinco Villas	22	Fabricación de productos de caucho y plásticos	7
2017	05	Cinco Villas	23	Fabricación de otros productos minerales no metálicos	23
2017	05	Cinco Villas	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	2
2017	05	Cinco Villas	25	Fabricación de productos metálicos, excepto maquinaria y equipo	92
2017	05	Cinco Villas	26	Fabricación de productos informáticos, electrónicos y ópticos	4
2017	05	Cinco Villas	27	Fabricación de material y equipo eléctrico	18
2017	05	Cinco Villas	28	Fabricación de maquinaria y equipo n.c.o.p.	33
2017	05	Cinco Villas	29	Fabricación de vehículos de motor, remolques y semirremolques	12
2017	05	Cinco Villas	31	Fabricación de muebles	12
2017	05	Cinco Villas	32	Otras industrias manufactureras	12
2017	05	Cinco Villas	33	Reparación e instalación de maquinaria y equipo	9
2017	05	Cinco Villas	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	272
2017	05	Cinco Villas	36	Captación, depuración y distribución de agua	3
2017	05	Cinco Villas	37	Recogida y tratamiento de aguas residuales	8
2017	05	Cinco Villas	38	Recogida, tratamiento y eliminación de residuos; valorización	4
2017	05	Cinco Villas	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2017	05	Cinco Villas	41	Construcción de edificios	225
2017	05	Cinco Villas	42	Ingeniería civil	52
2017	05	Cinco Villas	43	Actividades de construcción especializada	390
2017	05	Cinco Villas	45	Venta y reparación de vehículos de motor y motocicletas	149
2017	05	Cinco Villas	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	207
2017	05	Cinco Villas	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	708
2017	05	Cinco Villas	49	Transporte terrestre y por tubería	171
2017	05	Cinco Villas	52	Almacenamiento y actividades anexas al transporte	20
2017	05	Cinco Villas	53	Actividades postales y de correos	14
2017	05	Cinco Villas	55	Servicios de alojamiento	74
2017	05	Cinco Villas	56	Servicios de comidas y bebidas	342
2017	05	Cinco Villas	58	Edición	1
2017	05	Cinco Villas	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2017	05	Cinco Villas	60	Actividades de programación y emisión de radio y televisión	1
2017	05	Cinco Villas	61	Telecomunicaciones	1
2017	05	Cinco Villas	62	Programación, consultoría y otras actividades relacionadas con la informática	19
2017	05	Cinco Villas	63	Servicios de información	1
2017	05	Cinco Villas	64	Servicios financieros, excepto seguros y fondos de pensiones	32
2017	05	Cinco Villas	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	3
2017	05	Cinco Villas	66	Actividades auxiliares a los servicios financieros y a los seguros	74
2017	05	Cinco Villas	68	Actividades inmobiliarias	470
2017	05	Cinco Villas	69	Actividades jurídicas y de contabilidad	97
2017	05	Cinco Villas	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	84
2017	05	Cinco Villas	72	Investigación y desarrollo	14
2017	05	Cinco Villas	73	Publicidad y estudios de mercado	19
2017	05	Cinco Villas	74	Otras actividades profesionales, científicas y técnicas	35
2017	05	Cinco Villas	75	Actividades veterinarias	20
2017	05	Cinco Villas	77	Actividades de alquiler	58
2017	05	Cinco Villas	78	Actividades relacionadas con el empleo	3
2017	05	Cinco Villas	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	15
2017	05	Cinco Villas	80	Actividades de seguridad e investigación	1
2017	05	Cinco Villas	81	Servicios a edificios y actividades de jardinería	22
2017	05	Cinco Villas	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	84
2017	05	Cinco Villas	85	Educación	113
2017	05	Cinco Villas	86	Actividades sanitarias	68
2017	05	Cinco Villas	87	Asistencia en establecimientos residenciales	10
2017	05	Cinco Villas	88	Actividades de servicios sociales sin alojamiento	10
2017	05	Cinco Villas	90	Actividades de creación, artísticas y espectáculos	34
2017	05	Cinco Villas	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	6
2017	05	Cinco Villas	92	Actividades de juegos de azar y apuestas	21
2017	05	Cinco Villas	93	Actividades deportivas, recreativas y de entretenimiento	33
2017	05	Cinco Villas	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	34
2017	05	Cinco Villas	96	Otros servicios personales	126
2017	06	Hoya de Huesca / Plana de Uesca	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	616
2017	06	Hoya de Huesca / Plana de Uesca	02	Silvicultura y explotación forestal	19
2017	06	Hoya de Huesca / Plana de Uesca	05	Extracción de antracita, hulla y lignito	2
2017	06	Hoya de Huesca / Plana de Uesca	08	Otras industrias extractivas	12
2017	06	Hoya de Huesca / Plana de Uesca	10	Industria de la alimentación	74
2017	06	Hoya de Huesca / Plana de Uesca	11	Fabricación de bebidas	12
2017	06	Hoya de Huesca / Plana de Uesca	13	Industria textil	14
2017	06	Hoya de Huesca / Plana de Uesca	14	Confección de prendas de vestir	18
2017	06	Hoya de Huesca / Plana de Uesca	15	Industria del cuero y del calzado	4
2017	06	Hoya de Huesca / Plana de Uesca	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	35
2017	06	Hoya de Huesca / Plana de Uesca	17	Industria del papel	5
2017	06	Hoya de Huesca / Plana de Uesca	18	Artes gráficas y reproducción de soportes grabados	44
2017	06	Hoya de Huesca / Plana de Uesca	20	Industria química	10
2017	06	Hoya de Huesca / Plana de Uesca	21	Fabricación de productos farmacéuticos	2
2017	06	Hoya de Huesca / Plana de Uesca	22	Fabricación de productos de caucho y plásticos	7
2017	06	Hoya de Huesca / Plana de Uesca	23	Fabricación de otros productos minerales no metálicos	25
2017	06	Hoya de Huesca / Plana de Uesca	25	Fabricación de productos metálicos, excepto maquinaria y equipo	128
2017	06	Hoya de Huesca / Plana de Uesca	26	Fabricación de productos informáticos, electrónicos y ópticos	5
2017	06	Hoya de Huesca / Plana de Uesca	27	Fabricación de material y equipo eléctrico	7
2017	06	Hoya de Huesca / Plana de Uesca	28	Fabricación de maquinaria y equipo n.c.o.p.	31
2017	06	Hoya de Huesca / Plana de Uesca	29	Fabricación de vehículos de motor, remolques y semirremolques	9
2017	06	Hoya de Huesca / Plana de Uesca	30	Fabricación de otro material de transporte	3
2017	06	Hoya de Huesca / Plana de Uesca	31	Fabricación de muebles	28
2017	06	Hoya de Huesca / Plana de Uesca	32	Otras industrias manufactureras	23
2017	06	Hoya de Huesca / Plana de Uesca	33	Reparación e instalación de maquinaria y equipo	39
2017	06	Hoya de Huesca / Plana de Uesca	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	88
2017	06	Hoya de Huesca / Plana de Uesca	36	Captación, depuración y distribución de agua	8
2017	06	Hoya de Huesca / Plana de Uesca	37	Recogida y tratamiento de aguas residuales	8
2017	06	Hoya de Huesca / Plana de Uesca	38	Recogida, tratamiento y eliminación de residuos; valorización	8
2017	06	Hoya de Huesca / Plana de Uesca	39	Actividades de descontaminación y otros servicios de gestión de residuos	16
2017	06	Hoya de Huesca / Plana de Uesca	41	Construcción de edificios	470
2017	06	Hoya de Huesca / Plana de Uesca	42	Ingeniería civil	104
2017	06	Hoya de Huesca / Plana de Uesca	43	Actividades de construcción especializada	834
2017	06	Hoya de Huesca / Plana de Uesca	45	Venta y reparación de vehículos de motor y motocicletas	329
2017	06	Hoya de Huesca / Plana de Uesca	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	591
2017	06	Hoya de Huesca / Plana de Uesca	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1933
2017	06	Hoya de Huesca / Plana de Uesca	49	Transporte terrestre y por tubería	334
2017	06	Hoya de Huesca / Plana de Uesca	52	Almacenamiento y actividades anexas al transporte	40
2017	06	Hoya de Huesca / Plana de Uesca	53	Actividades postales y de correos	34
2017	06	Hoya de Huesca / Plana de Uesca	55	Servicios de alojamiento	137
2017	06	Hoya de Huesca / Plana de Uesca	56	Servicios de comidas y bebidas	690
2017	06	Hoya de Huesca / Plana de Uesca	58	Edición	51
2017	06	Hoya de Huesca / Plana de Uesca	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	41
2017	06	Hoya de Huesca / Plana de Uesca	60	Actividades de programación y emisión de radio y televisión	9
2017	06	Hoya de Huesca / Plana de Uesca	61	Telecomunicaciones	12
2017	06	Hoya de Huesca / Plana de Uesca	62	Programación, consultoría y otras actividades relacionadas con la informática	111
2017	06	Hoya de Huesca / Plana de Uesca	63	Servicios de información	9
2017	06	Hoya de Huesca / Plana de Uesca	64	Servicios financieros, excepto seguros y fondos de pensiones	56
2017	06	Hoya de Huesca / Plana de Uesca	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	21
2017	06	Hoya de Huesca / Plana de Uesca	66	Actividades auxiliares a los servicios financieros y a los seguros	176
2017	06	Hoya de Huesca / Plana de Uesca	68	Actividades inmobiliarias	1236
2017	06	Hoya de Huesca / Plana de Uesca	69	Actividades jurídicas y de contabilidad	318
2017	06	Hoya de Huesca / Plana de Uesca	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	446
2017	06	Hoya de Huesca / Plana de Uesca	72	Investigación y desarrollo	69
2017	06	Hoya de Huesca / Plana de Uesca	73	Publicidad y estudios de mercado	129
2017	06	Hoya de Huesca / Plana de Uesca	74	Otras actividades profesionales, científicas y técnicas	245
2017	06	Hoya de Huesca / Plana de Uesca	75	Actividades veterinarias	27
2017	06	Hoya de Huesca / Plana de Uesca	77	Actividades de alquiler	129
2017	06	Hoya de Huesca / Plana de Uesca	78	Actividades relacionadas con el empleo	19
2017	06	Hoya de Huesca / Plana de Uesca	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	67
2017	06	Hoya de Huesca / Plana de Uesca	80	Actividades de seguridad e investigación	19
2017	06	Hoya de Huesca / Plana de Uesca	81	Servicios a edificios y actividades de jardinería	143
2017	06	Hoya de Huesca / Plana de Uesca	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	235
2017	06	Hoya de Huesca / Plana de Uesca	85	Educación	641
2017	06	Hoya de Huesca / Plana de Uesca	86	Actividades sanitarias	360
2017	06	Hoya de Huesca / Plana de Uesca	87	Asistencia en establecimientos residenciales	30
2017	06	Hoya de Huesca / Plana de Uesca	88	Actividades de servicios sociales sin alojamiento	33
2017	06	Hoya de Huesca / Plana de Uesca	90	Actividades de creación, artísticas y espectáculos	232
2017	06	Hoya de Huesca / Plana de Uesca	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	83
2017	06	Hoya de Huesca / Plana de Uesca	92	Actividades de juegos de azar y apuestas	41
2017	06	Hoya de Huesca / Plana de Uesca	93	Actividades deportivas, recreativas y de entretenimiento	135
2017	06	Hoya de Huesca / Plana de Uesca	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	146
2017	06	Hoya de Huesca / Plana de Uesca	96	Otros servicios personales	394
2017	07	Somontano de Barbastro	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	380
2017	07	Somontano de Barbastro	02	Silvicultura y explotación forestal	7
2017	07	Somontano de Barbastro	08	Otras industrias extractivas	6
2017	07	Somontano de Barbastro	10	Industria de la alimentación	55
2017	07	Somontano de Barbastro	11	Fabricación de bebidas	40
2017	07	Somontano de Barbastro	13	Industria textil	4
2017	07	Somontano de Barbastro	14	Confección de prendas de vestir	5
2017	07	Somontano de Barbastro	15	Industria del cuero y del calzado	3
2017	07	Somontano de Barbastro	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	17
2017	07	Somontano de Barbastro	17	Industria del papel	4
2017	07	Somontano de Barbastro	18	Artes gráficas y reproducción de soportes grabados	14
2017	07	Somontano de Barbastro	20	Industria química	18
2017	07	Somontano de Barbastro	21	Fabricación de productos farmacéuticos	1
2017	07	Somontano de Barbastro	22	Fabricación de productos de caucho y plásticos	6
2017	07	Somontano de Barbastro	23	Fabricación de otros productos minerales no metálicos	17
2017	07	Somontano de Barbastro	25	Fabricación de productos metálicos, excepto maquinaria y equipo	49
2017	07	Somontano de Barbastro	26	Fabricación de productos informáticos, electrónicos y ópticos	5
2017	07	Somontano de Barbastro	27	Fabricación de material y equipo eléctrico	3
2017	07	Somontano de Barbastro	28	Fabricación de maquinaria y equipo n.c.o.p.	14
2017	07	Somontano de Barbastro	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2017	07	Somontano de Barbastro	31	Fabricación de muebles	18
2017	07	Somontano de Barbastro	32	Otras industrias manufactureras	6
2017	07	Somontano de Barbastro	33	Reparación e instalación de maquinaria y equipo	13
2017	07	Somontano de Barbastro	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	43
2017	07	Somontano de Barbastro	36	Captación, depuración y distribución de agua	2
2017	07	Somontano de Barbastro	37	Recogida y tratamiento de aguas residuales	7
2017	07	Somontano de Barbastro	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2017	07	Somontano de Barbastro	39	Actividades de descontaminación y otros servicios de gestión de residuos	2
2017	07	Somontano de Barbastro	41	Construcción de edificios	156
2017	07	Somontano de Barbastro	42	Ingeniería civil	6
2017	07	Somontano de Barbastro	43	Actividades de construcción especializada	298
2017	07	Somontano de Barbastro	45	Venta y reparación de vehículos de motor y motocicletas	97
2017	07	Somontano de Barbastro	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	209
2017	07	Somontano de Barbastro	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	755
2017	07	Somontano de Barbastro	49	Transporte terrestre y por tubería	102
2017	07	Somontano de Barbastro	52	Almacenamiento y actividades anexas al transporte	8
2017	07	Somontano de Barbastro	53	Actividades postales y de correos	8
2017	07	Somontano de Barbastro	55	Servicios de alojamiento	91
2017	07	Somontano de Barbastro	56	Servicios de comidas y bebidas	332
2017	07	Somontano de Barbastro	58	Edición	17
2017	07	Somontano de Barbastro	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	5
