Año	Comarca código	Comarca nombre	División (2 dígitos) código	División (2 dígitos) descripción	Número de actividades
2013	29	Comunidad de Teruel	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	1323
2013	29	Comunidad de Teruel	49	Transporte terrestre y por tubería	353
2013	29	Comunidad de Teruel	52	Almacenamiento y actividades anexas al transporte	30
2013	29	Comunidad de Teruel	53	Actividades postales y de correos	14
2013	29	Comunidad de Teruel	55	Servicios de alojamiento	87
2013	29	Comunidad de Teruel	56	Servicios de comidas y bebidas	529
2013	29	Comunidad de Teruel	58	Edición	15
2013	29	Comunidad de Teruel	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	11
2013	29	Comunidad de Teruel	60	Actividades de programación y emisión de radio y televisión	5
2013	29	Comunidad de Teruel	61	Telecomunicaciones	5
2013	29	Comunidad de Teruel	62	Programación, consultoría y otras actividades relacionadas con la informática	47
2013	29	Comunidad de Teruel	63	Servicios de información	6
2013	29	Comunidad de Teruel	64	Servicios financieros, excepto seguros y fondos de pensiones	60
2013	29	Comunidad de Teruel	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	15
2013	29	Comunidad de Teruel	66	Actividades auxiliares a los servicios financieros y a los seguros	129
2013	29	Comunidad de Teruel	68	Actividades inmobiliarias	326
2013	29	Comunidad de Teruel	69	Actividades jurídicas y de contabilidad	171
2013	29	Comunidad de Teruel	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	238
2013	29	Comunidad de Teruel	72	Investigación y desarrollo	38
2013	29	Comunidad de Teruel	73	Publicidad y estudios de mercado	44
2013	29	Comunidad de Teruel	74	Otras actividades profesionales, científicas y técnicas	51
2013	29	Comunidad de Teruel	75	Actividades veterinarias	33
2013	29	Comunidad de Teruel	77	Actividades de alquiler	60
2013	29	Comunidad de Teruel	78	Actividades relacionadas con el empleo	12
2013	29	Comunidad de Teruel	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	10
2013	29	Comunidad de Teruel	80	Actividades de seguridad e investigación	14
2013	29	Comunidad de Teruel	81	Servicios a edificios y actividades de jardinería	44
2013	29	Comunidad de Teruel	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	118
2013	29	Comunidad de Teruel	85	Educación	247
2013	29	Comunidad de Teruel	86	Actividades sanitarias	183
2013	29	Comunidad de Teruel	87	Asistencia en establecimientos residenciales	12
2013	29	Comunidad de Teruel	88	Actividades de servicios sociales sin alojamiento	17
2013	29	Comunidad de Teruel	90	Actividades de creación, artísticas y espectáculos	55
2013	29	Comunidad de Teruel	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	21
2013	29	Comunidad de Teruel	92	Actividades de juegos de azar y apuestas	17
2013	29	Comunidad de Teruel	93	Actividades deportivas, recreativas y de entretenimiento	60
2013	29	Comunidad de Teruel	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	61
2013	29	Comunidad de Teruel	96	Otros servicios personales	213
2013	30	Maestrazgo	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	128
2013	30	Maestrazgo	02	Silvicultura y explotación forestal	7
2013	30	Maestrazgo	08	Otras industrias extractivas	23
2013	30	Maestrazgo	10	Industria de la alimentación	21
2013	30	Maestrazgo	11	Fabricación de bebidas	2
2013	30	Maestrazgo	15	Industria del cuero y del calzado	1
2013	30	Maestrazgo	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	8
2013	30	Maestrazgo	23	Fabricación de otros productos minerales no metálicos	1
2013	30	Maestrazgo	25	Fabricación de productos metálicos, excepto maquinaria y equipo	7
2013	30	Maestrazgo	33	Reparación e instalación de maquinaria y equipo	1
2013	30	Maestrazgo	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	16
2013	30	Maestrazgo	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2013	30	Maestrazgo	41	Construcción de edificios	48
2013	30	Maestrazgo	42	Ingeniería civil	4
2013	30	Maestrazgo	43	Actividades de construcción especializada	83
2013	30	Maestrazgo	45	Venta y reparación de vehículos de motor y motocicletas	4
2013	30	Maestrazgo	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	37
2013	30	Maestrazgo	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	119
2013	30	Maestrazgo	49	Transporte terrestre y por tubería	11
2013	30	Maestrazgo	55	Servicios de alojamiento	54
2013	30	Maestrazgo	56	Servicios de comidas y bebidas	77
2013	30	Maestrazgo	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2013	30	Maestrazgo	63	Servicios de información	1
2013	30	Maestrazgo	64	Servicios financieros, excepto seguros y fondos de pensiones	8
2013	30	Maestrazgo	66	Actividades auxiliares a los servicios financieros y a los seguros	3
2013	30	Maestrazgo	68	Actividades inmobiliarias	31
2013	30	Maestrazgo	69	Actividades jurídicas y de contabilidad	2
2013	30	Maestrazgo	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	11
2013	30	Maestrazgo	73	Publicidad y estudios de mercado	4
2013	30	Maestrazgo	74	Otras actividades profesionales, científicas y técnicas	5
2013	30	Maestrazgo	75	Actividades veterinarias	5
2013	30	Maestrazgo	77	Actividades de alquiler	1
2013	30	Maestrazgo	81	Servicios a edificios y actividades de jardinería	2
2013	30	Maestrazgo	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	6
2013	30	Maestrazgo	85	Educación	9
2013	30	Maestrazgo	86	Actividades sanitarias	3
2013	30	Maestrazgo	88	Actividades de servicios sociales sin alojamiento	1
2013	30	Maestrazgo	90	Actividades de creación, artísticas y espectáculos	10
2013	30	Maestrazgo	92	Actividades de juegos de azar y apuestas	1
2013	30	Maestrazgo	93	Actividades deportivas, recreativas y de entretenimiento	2
2013	30	Maestrazgo	96	Otros servicios personales	15
2013	31	Sierra de Albarracín	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25
2013	31	Sierra de Albarracín	02	Silvicultura y explotación forestal	7
2013	31	Sierra de Albarracín	08	Otras industrias extractivas	5
2013	31	Sierra de Albarracín	10	Industria de la alimentación	19
2013	31	Sierra de Albarracín	11	Fabricación de bebidas	1
2013	31	Sierra de Albarracín	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	14
2013	31	Sierra de Albarracín	20	Industria química	1
2013	31	Sierra de Albarracín	23	Fabricación de otros productos minerales no metálicos	3
2013	31	Sierra de Albarracín	25	Fabricación de productos metálicos, excepto maquinaria y equipo	12
2013	31	Sierra de Albarracín	31	Fabricación de muebles	4
2013	31	Sierra de Albarracín	32	Otras industrias manufactureras	1
2013	31	Sierra de Albarracín	33	Reparación e instalación de maquinaria y equipo	1
2013	31	Sierra de Albarracín	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	4
2013	31	Sierra de Albarracín	36	Captación, depuración y distribución de agua	4
2013	31	Sierra de Albarracín	37	Recogida y tratamiento de aguas residuales	4
2013	31	Sierra de Albarracín	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2013	31	Sierra de Albarracín	39	Actividades de descontaminación y otros servicios de gestión de residuos	1
2013	31	Sierra de Albarracín	41	Construcción de edificios	59
2013	31	Sierra de Albarracín	42	Ingeniería civil	3
2013	31	Sierra de Albarracín	43	Actividades de construcción especializada	99
2013	31	Sierra de Albarracín	45	Venta y reparación de vehículos de motor y motocicletas	5
2013	31	Sierra de Albarracín	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	9
2013	31	Sierra de Albarracín	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	104
2013	31	Sierra de Albarracín	49	Transporte terrestre y por tubería	14
2013	31	Sierra de Albarracín	55	Servicios de alojamiento	76
2013	31	Sierra de Albarracín	56	Servicios de comidas y bebidas	139
2013	31	Sierra de Albarracín	64	Servicios financieros, excepto seguros y fondos de pensiones	7
2013	31	Sierra de Albarracín	66	Actividades auxiliares a los servicios financieros y a los seguros	1
2013	31	Sierra de Albarracín	68	Actividades inmobiliarias	13
2013	31	Sierra de Albarracín	69	Actividades jurídicas y de contabilidad	5
2013	31	Sierra de Albarracín	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	6
2013	31	Sierra de Albarracín	72	Investigación y desarrollo	1
2013	31	Sierra de Albarracín	73	Publicidad y estudios de mercado	1
2013	31	Sierra de Albarracín	74	Otras actividades profesionales, científicas y técnicas	2
2013	31	Sierra de Albarracín	75	Actividades veterinarias	3
2013	31	Sierra de Albarracín	77	Actividades de alquiler	5
2013	31	Sierra de Albarracín	81	Servicios a edificios y actividades de jardinería	6
2013	31	Sierra de Albarracín	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	7
2013	31	Sierra de Albarracín	85	Educación	11
2013	31	Sierra de Albarracín	86	Actividades sanitarias	1
2013	31	Sierra de Albarracín	88	Actividades de servicios sociales sin alojamiento	1
2013	31	Sierra de Albarracín	90	Actividades de creación, artísticas y espectáculos	4
2013	31	Sierra de Albarracín	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	7
2013	31	Sierra de Albarracín	92	Actividades de juegos de azar y apuestas	1
2013	31	Sierra de Albarracín	93	Actividades deportivas, recreativas y de entretenimiento	9
2013	31	Sierra de Albarracín	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	4
2013	31	Sierra de Albarracín	96	Otros servicios personales	11
2013	32	Gúdar-Javalambre	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	63
2013	32	Gúdar-Javalambre	02	Silvicultura y explotación forestal	13
2013	32	Gúdar-Javalambre	08	Otras industrias extractivas	27
2013	32	Gúdar-Javalambre	10	Industria de la alimentación	43
2013	32	Gúdar-Javalambre	11	Fabricación de bebidas	1
2013	32	Gúdar-Javalambre	13	Industria textil	5
2013	32	Gúdar-Javalambre	14	Confección de prendas de vestir	1
2013	32	Gúdar-Javalambre	15	Industria del cuero y del calzado	2
2013	32	Gúdar-Javalambre	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	14
2013	32	Gúdar-Javalambre	18	Artes gráficas y reproducción de soportes grabados	1
2013	32	Gúdar-Javalambre	20	Industria química	4
2013	32	Gúdar-Javalambre	23	Fabricación de otros productos minerales no metálicos	7
2013	32	Gúdar-Javalambre	25	Fabricación de productos metálicos, excepto maquinaria y equipo	13
2013	32	Gúdar-Javalambre	28	Fabricación de maquinaria y equipo n.c.o.p.	4
2013	32	Gúdar-Javalambre	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2013	32	Gúdar-Javalambre	31	Fabricación de muebles	4
2013	32	Gúdar-Javalambre	32	Otras industrias manufactureras	5
2013	32	Gúdar-Javalambre	33	Reparación e instalación de maquinaria y equipo	1
2013	32	Gúdar-Javalambre	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	27
2013	32	Gúdar-Javalambre	36	Captación, depuración y distribución de agua	4
2013	32	Gúdar-Javalambre	37	Recogida y tratamiento de aguas residuales	4
2013	32	Gúdar-Javalambre	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2013	32	Gúdar-Javalambre	41	Construcción de edificios	181
2013	32	Gúdar-Javalambre	42	Ingeniería civil	8
2013	32	Gúdar-Javalambre	43	Actividades de construcción especializada	158
2013	32	Gúdar-Javalambre	45	Venta y reparación de vehículos de motor y motocicletas	20
2013	32	Gúdar-Javalambre	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	55
2013	32	Gúdar-Javalambre	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	327
2013	32	Gúdar-Javalambre	49	Transporte terrestre y por tubería	61
2013	32	Gúdar-Javalambre	52	Almacenamiento y actividades anexas al transporte	1
2013	32	Gúdar-Javalambre	55	Servicios de alojamiento	95
2013	32	Gúdar-Javalambre	56	Servicios de comidas y bebidas	210
2013	32	Gúdar-Javalambre	58	Edición	3
2013	32	Gúdar-Javalambre	61	Telecomunicaciones	1
2013	32	Gúdar-Javalambre	62	Programación, consultoría y otras actividades relacionadas con la informática	1
2013	32	Gúdar-Javalambre	64	Servicios financieros, excepto seguros y fondos de pensiones	13
2013	32	Gúdar-Javalambre	66	Actividades auxiliares a los servicios financieros y a los seguros	19
2013	32	Gúdar-Javalambre	68	Actividades inmobiliarias	54
2013	32	Gúdar-Javalambre	69	Actividades jurídicas y de contabilidad	11
2013	32	Gúdar-Javalambre	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	13
2013	32	Gúdar-Javalambre	73	Publicidad y estudios de mercado	3
2013	32	Gúdar-Javalambre	74	Otras actividades profesionales, científicas y técnicas	8
2013	32	Gúdar-Javalambre	75	Actividades veterinarias	6
2013	32	Gúdar-Javalambre	77	Actividades de alquiler	28
2013	32	Gúdar-Javalambre	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	4
2013	32	Gúdar-Javalambre	80	Actividades de seguridad e investigación	1
2013	32	Gúdar-Javalambre	81	Servicios a edificios y actividades de jardinería	8
2013	32	Gúdar-Javalambre	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	8
2013	32	Gúdar-Javalambre	85	Educación	31
2013	32	Gúdar-Javalambre	86	Actividades sanitarias	3
2013	32	Gúdar-Javalambre	87	Asistencia en establecimientos residenciales	2
2013	32	Gúdar-Javalambre	88	Actividades de servicios sociales sin alojamiento	2
2013	32	Gúdar-Javalambre	90	Actividades de creación, artísticas y espectáculos	11
2013	32	Gúdar-Javalambre	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	2
2013	32	Gúdar-Javalambre	92	Actividades de juegos de azar y apuestas	1
2013	32	Gúdar-Javalambre	93	Actividades deportivas, recreativas y de entretenimiento	16
2013	32	Gúdar-Javalambre	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2
2013	32	Gúdar-Javalambre	96	Otros servicios personales	32
2013	33	Matarraña / Matarranya	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	265
2013	33	Matarraña / Matarranya	02	Silvicultura y explotación forestal	6
2013	33	Matarraña / Matarranya	08	Otras industrias extractivas	2
2013	33	Matarraña / Matarranya	10	Industria de la alimentación	73
2013	33	Matarraña / Matarranya	11	Fabricación de bebidas	17
2013	33	Matarraña / Matarranya	13	Industria textil	2
2013	33	Matarraña / Matarranya	14	Confección de prendas de vestir	5
2013	33	Matarraña / Matarranya	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	17
2013	33	Matarraña / Matarranya	17	Industria del papel	1
2013	33	Matarraña / Matarranya	18	Artes gráficas y reproducción de soportes grabados	7
2013	33	Matarraña / Matarranya	20	Industria química	1
2013	33	Matarraña / Matarranya	23	Fabricación de otros productos minerales no metálicos	7
2013	33	Matarraña / Matarranya	25	Fabricación de productos metálicos, excepto maquinaria y equipo	22
2013	33	Matarraña / Matarranya	26	Fabricación de productos informáticos, electrónicos y ópticos	1
2013	33	Matarraña / Matarranya	28	Fabricación de maquinaria y equipo n.c.o.p.	12
2013	33	Matarraña / Matarranya	29	Fabricación de vehículos de motor, remolques y semirremolques	3
2013	33	Matarraña / Matarranya	31	Fabricación de muebles	4
2013	33	Matarraña / Matarranya	32	Otras industrias manufactureras	2
2013	33	Matarraña / Matarranya	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	14
2013	33	Matarraña / Matarranya	37	Recogida y tratamiento de aguas residuales	6
2013	33	Matarraña / Matarranya	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2013	33	Matarraña / Matarranya	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2013	33	Matarraña / Matarranya	41	Construcción de edificios	81
2013	33	Matarraña / Matarranya	42	Ingeniería civil	18
2013	33	Matarraña / Matarranya	43	Actividades de construcción especializada	178
2013	33	Matarraña / Matarranya	45	Venta y reparación de vehículos de motor y motocicletas	30
2013	33	Matarraña / Matarranya	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	63
2013	33	Matarraña / Matarranya	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	266
2013	33	Matarraña / Matarranya	49	Transporte terrestre y por tubería	34
2013	33	Matarraña / Matarranya	55	Servicios de alojamiento	102
2013	33	Matarraña / Matarranya	56	Servicios de comidas y bebidas	123
2013	33	Matarraña / Matarranya	58	Edición	6
2013	33	Matarraña / Matarranya	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	4
2013	33	Matarraña / Matarranya	60	Actividades de programación y emisión de radio y televisión	1
2013	33	Matarraña / Matarranya	62	Programación, consultoría y otras actividades relacionadas con la informática	4
2013	33	Matarraña / Matarranya	64	Servicios financieros, excepto seguros y fondos de pensiones	25
2013	33	Matarraña / Matarranya	66	Actividades auxiliares a los servicios financieros y a los seguros	14
2013	33	Matarraña / Matarranya	68	Actividades inmobiliarias	132
2013	33	Matarraña / Matarranya	69	Actividades jurídicas y de contabilidad	19
2013	33	Matarraña / Matarranya	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	24
2013	33	Matarraña / Matarranya	72	Investigación y desarrollo	3
2013	33	Matarraña / Matarranya	73	Publicidad y estudios de mercado	5
2013	33	Matarraña / Matarranya	74	Otras actividades profesionales, científicas y técnicas	6
2013	33	Matarraña / Matarranya	75	Actividades veterinarias	2
2013	33	Matarraña / Matarranya	77	Actividades de alquiler	18
2013	33	Matarraña / Matarranya	78	Actividades relacionadas con el empleo	1
2013	33	Matarraña / Matarranya	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	4
2013	33	Matarraña / Matarranya	80	Actividades de seguridad e investigación	2
2013	33	Matarraña / Matarranya	81	Servicios a edificios y actividades de jardinería	7
2013	33	Matarraña / Matarranya	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	20
2013	33	Matarraña / Matarranya	85	Educación	22
2013	33	Matarraña / Matarranya	86	Actividades sanitarias	12
2013	33	Matarraña / Matarranya	87	Asistencia en establecimientos residenciales	2
2013	33	Matarraña / Matarranya	88	Actividades de servicios sociales sin alojamiento	2
2013	33	Matarraña / Matarranya	90	Actividades de creación, artísticas y espectáculos	7
2013	33	Matarraña / Matarranya	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	8
2013	33	Matarraña / Matarranya	92	Actividades de juegos de azar y apuestas	3
2013	33	Matarraña / Matarranya	93	Actividades deportivas, recreativas y de entretenimiento	9
2013	33	Matarraña / Matarranya	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	2
2013	33	Matarraña / Matarranya	96	Otros servicios personales	40
2014	01	La Jacetania	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	127
2014	01	La Jacetania	02	Silvicultura y explotación forestal	17
2014	01	La Jacetania	06	Extracción de crudo de petróleo y gas natural	1
2014	01	La Jacetania	08	Otras industrias extractivas	6
2014	01	La Jacetania	10	Industria de la alimentación	17
2014	01	La Jacetania	11	Fabricación de bebidas	1
2014	01	La Jacetania	13	Industria textil	2
2014	01	La Jacetania	14	Confección de prendas de vestir	3
2014	01	La Jacetania	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	18
2014	01	La Jacetania	17	Industria del papel	1
2014	01	La Jacetania	18	Artes gráficas y reproducción de soportes grabados	7
2014	01	La Jacetania	23	Fabricación de otros productos minerales no metálicos	7
2014	01	La Jacetania	25	Fabricación de productos metálicos, excepto maquinaria y equipo	34
2014	01	La Jacetania	27	Fabricación de material y equipo eléctrico	1
2014	01	La Jacetania	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2014	01	La Jacetania	29	Fabricación de vehículos de motor, remolques y semirremolques	1
2014	01	La Jacetania	31	Fabricación de muebles	3
2014	01	La Jacetania	32	Otras industrias manufactureras	7
2014	01	La Jacetania	33	Reparación e instalación de maquinaria y equipo	9
2014	01	La Jacetania	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	15
2014	01	La Jacetania	36	Captación, depuración y distribución de agua	10
2014	01	La Jacetania	37	Recogida y tratamiento de aguas residuales	2
2014	01	La Jacetania	38	Recogida, tratamiento y eliminación de residuos; valorización	1
2014	01	La Jacetania	39	Actividades de descontaminación y otros servicios de gestión de residuos	3
2014	01	La Jacetania	41	Construcción de edificios	218
2014	01	La Jacetania	42	Ingeniería civil	27
2014	01	La Jacetania	43	Actividades de construcción especializada	294
2014	01	La Jacetania	45	Venta y reparación de vehículos de motor y motocicletas	70
2014	01	La Jacetania	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	105
2014	01	La Jacetania	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	737
2014	01	La Jacetania	49	Transporte terrestre y por tubería	103
2014	01	La Jacetania	52	Almacenamiento y actividades anexas al transporte	7
2014	01	La Jacetania	53	Actividades postales y de correos	5
2014	01	La Jacetania	55	Servicios de alojamiento	157
2014	01	La Jacetania	56	Servicios de comidas y bebidas	389
2014	01	La Jacetania	58	Edición	8
2014	01	La Jacetania	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	2
2014	01	La Jacetania	60	Actividades de programación y emisión de radio y televisión	2
2014	01	La Jacetania	61	Telecomunicaciones	1
2014	01	La Jacetania	62	Programación, consultoría y otras actividades relacionadas con la informática	12
2014	01	La Jacetania	63	Servicios de información	1
2014	01	La Jacetania	64	Servicios financieros, excepto seguros y fondos de pensiones	21
2014	01	La Jacetania	65	Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria	2
2014	01	La Jacetania	66	Actividades auxiliares a los servicios financieros y a los seguros	43
2014	01	La Jacetania	68	Actividades inmobiliarias	314
2014	01	La Jacetania	69	Actividades jurídicas y de contabilidad	66
2014	01	La Jacetania	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	59
2014	01	La Jacetania	72	Investigación y desarrollo	12
2014	01	La Jacetania	73	Publicidad y estudios de mercado	18
2014	01	La Jacetania	74	Otras actividades profesionales, científicas y técnicas	30
2014	01	La Jacetania	75	Actividades veterinarias	8
2014	01	La Jacetania	77	Actividades de alquiler	52
2014	01	La Jacetania	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	18
2014	01	La Jacetania	81	Servicios a edificios y actividades de jardinería	45
2014	01	La Jacetania	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	54
2014	01	La Jacetania	85	Educación	110
2014	01	La Jacetania	86	Actividades sanitarias	70
2014	01	La Jacetania	87	Asistencia en establecimientos residenciales	5
2014	01	La Jacetania	88	Actividades de servicios sociales sin alojamiento	2
2014	01	La Jacetania	90	Actividades de creación, artísticas y espectáculos	31
2014	01	La Jacetania	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	8
2014	01	La Jacetania	92	Actividades de juegos de azar y apuestas	13
2014	01	La Jacetania	93	Actividades deportivas, recreativas y de entretenimiento	56
2014	01	La Jacetania	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	27
2014	01	La Jacetania	96	Otros servicios personales	95
2014	02	Alto Gállego	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	41
2014	02	Alto Gállego	02	Silvicultura y explotación forestal	10
2014	02	Alto Gállego	06	Extracción de crudo de petróleo y gas natural	1
2014	02	Alto Gállego	08	Otras industrias extractivas	3
2014	02	Alto Gállego	10	Industria de la alimentación	12
2014	02	Alto Gállego	11	Fabricación de bebidas	2
2014	02	Alto Gállego	13	Industria textil	2
2014	02	Alto Gállego	14	Confección de prendas de vestir	2
2014	02	Alto Gállego	15	Industria del cuero y del calzado	2
2014	02	Alto Gállego	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	7
2014	02	Alto Gállego	18	Artes gráficas y reproducción de soportes grabados	4
2014	02	Alto Gállego	20	Industria química	13
2014	02	Alto Gállego	21	Fabricación de productos farmacéuticos	1
2014	02	Alto Gállego	22	Fabricación de productos de caucho y plásticos	3
2014	02	Alto Gállego	23	Fabricación de otros productos minerales no metálicos	4
2014	02	Alto Gállego	24	Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones	3
2014	02	Alto Gállego	25	Fabricación de productos metálicos, excepto maquinaria y equipo	24
2014	02	Alto Gállego	28	Fabricación de maquinaria y equipo n.c.o.p.	2
2014	02	Alto Gállego	31	Fabricación de muebles	7
2014	02	Alto Gállego	32	Otras industrias manufactureras	2
2014	02	Alto Gállego	33	Reparación e instalación de maquinaria y equipo	7
2014	02	Alto Gállego	35	Suministro de energía eléctrica, gas, vapor y aire acondicionado	27
2014	02	Alto Gállego	36	Captación, depuración y distribución de agua	2
2014	02	Alto Gállego	37	Recogida y tratamiento de aguas residuales	8
2014	02	Alto Gállego	38	Recogida, tratamiento y eliminación de residuos; valorización	2
2014	02	Alto Gállego	39	Actividades de descontaminación y otros servicios de gestión de residuos	5
2014	02	Alto Gállego	41	Construcción de edificios	202
2014	02	Alto Gállego	42	Ingeniería civil	29
2014	02	Alto Gállego	43	Actividades de construcción especializada	198
2014	02	Alto Gállego	45	Venta y reparación de vehículos de motor y motocicletas	53
2014	02	Alto Gállego	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	79
2014	02	Alto Gállego	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	511
2014	02	Alto Gállego	49	Transporte terrestre y por tubería	67
2014	02	Alto Gállego	52	Almacenamiento y actividades anexas al transporte	9
2014	02	Alto Gállego	55	Servicios de alojamiento	139
2014	02	Alto Gállego	56	Servicios de comidas y bebidas	343
2014	02	Alto Gállego	58	Edición	1
2014	02	Alto Gállego	59	Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical	1
2014	02	Alto Gállego	60	Actividades de programación y emisión de radio y televisión	1
2014	02	Alto Gállego	61	Telecomunicaciones	1
2014	02	Alto Gállego	62	Programación, consultoría y otras actividades relacionadas con la informática	6
2014	02	Alto Gállego	64	Servicios financieros, excepto seguros y fondos de pensiones	16
2014	02	Alto Gállego	66	Actividades auxiliares a los servicios financieros y a los seguros	32
2014	02	Alto Gállego	68	Actividades inmobiliarias	238
2014	02	Alto Gállego	69	Actividades jurídicas y de contabilidad	42
2014	02	Alto Gállego	71	Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos	58
2014	02	Alto Gállego	72	Investigación y desarrollo	7
2014	02	Alto Gállego	73	Publicidad y estudios de mercado	12
2014	02	Alto Gállego	74	Otras actividades profesionales, científicas y técnicas	16
2014	02	Alto Gállego	75	Actividades veterinarias	8
2014	02	Alto Gállego	77	Actividades de alquiler	54
2014	02	Alto Gállego	78	Actividades relacionadas con el empleo	5
2014	02	Alto Gállego	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	7
2014	02	Alto Gállego	80	Actividades de seguridad e investigación	1
2014	02	Alto Gállego	81	Servicios a edificios y actividades de jardinería	56
2014	02	Alto Gállego	82	Actividades administrativas de oficina y otras actividades auxiliares a las empresas	49
2014	02	Alto Gállego	85	Educación	69
2014	02	Alto Gállego	86	Actividades sanitarias	37
2014	02	Alto Gállego	87	Asistencia en establecimientos residenciales	4
2014	02	Alto Gállego	88	Actividades de servicios sociales sin alojamiento	4
2014	02	Alto Gállego	90	Actividades de creación, artísticas y espectáculos	19
2014	02	Alto Gállego	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	15
2014	02	Alto Gállego	92	Actividades de juegos de azar y apuestas	8
2014	02	Alto Gállego	93	Actividades deportivas, recreativas y de entretenimiento	33
2014	02	Alto Gállego	95	Reparación de ordenadores, efectos personales y artículos de uso doméstico	25
2014	02	Alto Gállego	96	Otros servicios personales	87
2014	03	Sobrarbe	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	164
2014	03	Sobrarbe	02	Silvicultura y explotación forestal	4
2014	03	Sobrarbe	08	Otras industrias extractivas	3
