Año	Nº Accidentes	Código	Municipio	Grupo Grado Código	Grupo Grado Código	Régimen Código (2 dígitos)	Régimen (2 dígitos)
2004	3	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2004	3	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2004	5	44013	Alcañiz	2	Graves o muy graves	01	General
2004	1	44013	Alcañiz	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2004	1	44013	Alcañiz	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004	2	44013	Alcañiz	3	Mortales	01	General
2004	85	44025	Andorra	1	Leves	01	General
2004	2	44025	Andorra	1	Leves	05	Trabajadores Autónomos
2004	1	44025	Andorra	1	Leves	07	Especial Agrario Cuenta Propia
2004	16	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2004	1	44025	Andorra	2	Graves o muy graves	01	General
2004	411	44216	Teruel	1	Leves	01	General
2004	4	44216	Teruel	1	Leves	05	Trabajadores Autónomos
2004	4	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	44216	Teruel	1	Leves	07	Especial Agrario Cuenta Propia
2004	7	44216	Teruel	2	Graves o muy graves	01	General
2004	1	44216	Teruel	3	Mortales	01	General
2004	177	50008	Alagón	1	Leves	01	General
2004	1	50008	Alagón	1	Leves	05	Trabajadores Autónomos
2004	8	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	50008	Alagón	1	Leves	07	Especial Agrario Cuenta Propia
2004	1	50008	Alagón	2	Graves o muy graves	01	General
2004	113	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2004	9	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2004	2	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2004	303	50067	Calatayud	1	Leves	01	General
2004	1	50067	Calatayud	1	Leves	05	Trabajadores Autónomos
2004	2	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2004	3	50067	Calatayud	2	Graves o muy graves	01	General
2004	2	50067	Calatayud	3	Mortales	01	General
2004	156	50074	Caspe	1	Leves	01	General
2004	17	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	50074	Caspe	1	Leves	07	Especial Agrario Cuenta Propia
2004	415	50089	Cuarte de Huerva	1	Leves	01	General
2004	4	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2004	1	50089	Cuarte de Huerva	3	Mortales	01	General
2004	328	50095	Ejea de los Caballeros	1	Leves	01	General
2004	1	50095	Ejea de los Caballeros	1	Leves	05	Trabajadores Autónomos
2004	9	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2004	3	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2004	1	50095	Ejea de los Caballeros	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004	100	50163	María de Huerva	1	Leves	01	General
2004	2	50163	María de Huerva	2	Graves o muy graves	01	General
2004	192	50182	Muela (La)	1	Leves	01	General
2004	432	50219	Puebla de Alfindén (La)	1	Leves	01	General
2004	2	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2004	240	50251	Tarazona	1	Leves	01	General
2004	2	50251	Tarazona	2	Graves o muy graves	01	General
2004	168	50252	Tauste	1	Leves	01	General
2004	6	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2004	2	50252	Tauste	2	Graves o muy graves	01	General
2004	1	50252	Tauste	3	Mortales	01	General
2004	414	50272	Utebo	1	Leves	01	General
2004	1	50272	Utebo	1	Leves	05	Trabajadores Autónomos
2004	3	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2004	4	50272	Utebo	2	Graves o muy graves	01	General
2004	9129	50297	Zaragoza	1	Leves	01	General
2004	31	50297	Zaragoza	1	Leves	05	Trabajadores Autónomos
2004	30	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2004	2	50297	Zaragoza	1	Leves	09	Especial Minería del Carbón
2004	84	50297	Zaragoza	2	Graves o muy graves	01	General
2004	2	50297	Zaragoza	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2004	1	50297	Zaragoza	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2004	16	50297	Zaragoza	3	Mortales	01	General
2004	169	50298	Zuera	1	Leves	01	General
2004	1	50298	Zuera	1	Leves	05	Trabajadores Autónomos
2004	2	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2004	1	50298	Zuera	2	Graves o muy graves	01	General
2003	260	22048	Barbastro	1	Leves	01	General
2003	5	22048	Barbastro	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	22048	Barbastro	1	Leves	07	Especial Agrario Cuenta Propia
2003	4	22048	Barbastro	2	Graves o muy graves	01	General
2003	1	22048	Barbastro	3	Mortales	01	General
2003	201	22061	Binéfar	1	Leves	01	General
2003	2	22061	Binéfar	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	22061	Binéfar	2	Graves o muy graves	01	General
2003	1	22061	Binéfar	3	Mortales	01	General
2003	235	22112	Fraga	1	Leves	01	General
2003	31	22112	Fraga	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	22112	Fraga	2	Graves o muy graves	01	General
2003	1	22112	Fraga	3	Mortales	01	General
2003	908	22125	Huesca	1	Leves	01	General
2003	4	22125	Huesca	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	22125	Huesca	1	Leves	07	Especial Agrario Cuenta Propia
2003	11	22125	Huesca	2	Graves o muy graves	01	General
2003	1	22125	Huesca	3	Mortales	01	General
2003	177	22130	Jaca	1	Leves	01	General
2003	1	22130	Jaca	1	Leves	06	Especial Agrario Cuenta Ajena
2003	5	22130	Jaca	2	Graves o muy graves	01	General
2003	1	22130	Jaca	3	Mortales	01	General
2003	275	22158	Monzón	1	Leves	01	General
2003	1	22158	Monzón	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	22158	Monzón	2	Graves o muy graves	01	General
2003	86	22199	Sabiñánigo	1	Leves	01	General
2003	1	22199	Sabiñánigo	2	Graves o muy graves	01	General
2003	262	44013	Alcañiz	1	Leves	01	General
2003	2	44013	Alcañiz	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	44013	Alcañiz	1	Leves	07	Especial Agrario Cuenta Propia
2003	4	44013	Alcañiz	2	Graves o muy graves	01	General
2003	2	44013	Alcañiz	3	Mortales	01	General
2003	127	44025	Andorra	1	Leves	01	General
2003	1	44025	Andorra	1	Leves	06	Especial Agrario Cuenta Ajena
2003	27	44025	Andorra	1	Leves	09	Especial Minería del Carbón
2003	1	44025	Andorra	2	Graves o muy graves	01	General
2003	515	44216	Teruel	1	Leves	01	General
2003	3	44216	Teruel	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	44216	Teruel	1	Leves	09	Especial Minería del Carbón
2003	12	44216	Teruel	2	Graves o muy graves	01	General
2003	2	44216	Teruel	3	Mortales	01	General
2003	157	50008	Alagón	1	Leves	01	General
2003	3	50008	Alagón	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	50008	Alagón	2	Graves o muy graves	01	General
2003	113	50025	Almunia de Doña Godina (La)	1	Leves	01	General
2003	6	50025	Almunia de Doña Godina (La)	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	50025	Almunia de Doña Godina (La)	1	Leves	07	Especial Agrario Cuenta Propia
2003	1	50025	Almunia de Doña Godina (La)	2	Graves o muy graves	06	Especial Agrario Cuenta Ajena
2003	282	50067	Calatayud	1	Leves	01	General
2003	4	50067	Calatayud	1	Leves	06	Especial Agrario Cuenta Ajena
2003	2	50067	Calatayud	1	Leves	07	Especial Agrario Cuenta Propia
2003	3	50067	Calatayud	2	Graves o muy graves	01	General
2003	1	50067	Calatayud	3	Mortales	01	General
2003	105	50074	Caspe	1	Leves	01	General
2003	14	50074	Caspe	1	Leves	06	Especial Agrario Cuenta Ajena
2003	370	50089	Cuarte de Huerva	1	Leves	01	General
2003	6	50089	Cuarte de Huerva	2	Graves o muy graves	01	General
2003	328	50095	Ejea de los Caballeros	1	Leves	01	General
2003	6	50095	Ejea de los Caballeros	1	Leves	06	Especial Agrario Cuenta Ajena
2003	3	50095	Ejea de los Caballeros	1	Leves	07	Especial Agrario Cuenta Propia
2003	2	50095	Ejea de los Caballeros	2	Graves o muy graves	01	General
2003	2	50095	Ejea de los Caballeros	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2003	1	50095	Ejea de los Caballeros	3	Mortales	01	General
2003	94	50163	María de Huerva	1	Leves	01	General
2003	123	50182	Muela (La)	1	Leves	01	General
2003	2	50182	Muela (La)	2	Graves o muy graves	01	General
2003	408	50219	Puebla de Alfindén (La)	1	Leves	01	General
2003	5	50219	Puebla de Alfindén (La)	2	Graves o muy graves	01	General
2003	297	50251	Tarazona	1	Leves	01	General
2003	2	50251	Tarazona	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	50251	Tarazona	2	Graves o muy graves	01	General
2003	1	50251	Tarazona	2	Graves o muy graves	07	Especial Agrario Cuenta Propia
2003	159	50252	Tauste	1	Leves	01	General
2003	1	50252	Tauste	1	Leves	06	Especial Agrario Cuenta Ajena
2003	3	50252	Tauste	2	Graves o muy graves	01	General
2003	413	50272	Utebo	1	Leves	01	General
2003	1	50272	Utebo	1	Leves	06	Especial Agrario Cuenta Ajena
2003	4	50272	Utebo	2	Graves o muy graves	01	General
2003	9212	50297	Zaragoza	1	Leves	01	General
2003	23	50297	Zaragoza	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	50297	Zaragoza	1	Leves	07	Especial Agrario Cuenta Propia
2003	77	50297	Zaragoza	2	Graves o muy graves	01	General
2003	5	50297	Zaragoza	3	Mortales	01	General
2003	156	50298	Zuera	1	Leves	01	General
2003	2	50298	Zuera	1	Leves	06	Especial Agrario Cuenta Ajena
2003	1	50298	Zuera	1	Leves	07	Especial Agrario Cuenta Propia
2003	1	50298	Zuera	2	Graves o muy graves	01	General
