Número de miembros	Nº medio de miembros	Municipio codigo 	Municipio nombre	Nº hogares
7 o más personas		22116	Grañén	
1 persona	1	22117	Graus	461,0242447496
2 personas	2	22117	Graus	408,0966036159
3 personas	3	22117	Graus	349,207643822
4 personas	4	22117	Graus	152,3737962716
5 personas	5	22117	Graus	41,3739134932
6 personas	6	22117	Graus	53,8969774767
7 o más personas		22117	Graus	
1 persona	1	22119	Gurrea de Gállego	145,923687225
2 personas	2	22119	Gurrea de Gállego	303,9679135006
3 personas	3	22119	Gurrea de Gállego	135,0266648653
4 personas	4	22119	Gurrea de Gállego	96,8848147983
5 personas	5	22119	Gurrea de Gállego	13,5843846806
7 o más personas		22119	Gurrea de Gállego	
1 persona	1	22122	Hoz de Jaca	6,6475248789
2 personas	2	22122	Hoz de Jaca	6,6271297356
3 personas	3	22122	Hoz de Jaca	3,5626468351
4 personas	4	22122	Hoz de Jaca	2,4555119057
5 personas	5	22122	Hoz de Jaca	6,3176455043
7 o más personas		22122	Hoz de Jaca	
1 persona	1	22124	Huerto	19,6579688526
2 personas	2	22124	Huerto	34,1633371825
3 personas	3	22124	Huerto	14,3629836191
4 personas	4	22124	Huerto	15,4824119324
5 personas	5	22124	Huerto	1,8149526603
6 personas	6	22124	Huerto	5,0601151598
7 o más personas	7	22124	Huerto	4,4220403087
1 persona	1	22125	Huesca	5435,347807043
2 personas	2	22125	Huesca	6160,8593899847
3 personas	3	22125	Huesca	4667,54852014
4 personas	4	22125	Huesca	3495,5162882794
5 personas	5	22125	Huesca	819,4566217417
6 personas	6	22125	Huesca	137,8779939031
7 o más personas	7,19504358519251	22125	Huesca	69,734358044
1 persona	1	22126	Ibieca	10,4414572736
2 personas	2	22126	Ibieca	21,2450734944
3 personas	3	22126	Ibieca	6,2849140568
4 personas	4	22126	Ibieca	5,9998889404
5 personas	5	22126	Ibieca	3,579214978
7 o más personas		22126	Ibieca	
1 persona	1	22127	Igriés	42,3808523458
2 personas	2	22127	Igriés	67,9970813934
3 personas	3	22127	Igriés	56,6765145876
4 personas	4	22127	Igriés	50,7664049357
5 personas	5	22127	Igriés	13,2062684471
6 personas	6	22127	Igriés	2,1328584643
7 o más personas		22127	Igriés	
1 persona	1	22128	Ilche	19,6629978233
2 personas	2	22128	Ilche	17,5511849467
3 personas	3	22128	Ilche	22,393938627
4 personas	4	22128	Ilche	18,2979021208
5 personas	5	22128	Ilche	5,7911145268
7 o más personas		22128	Ilche	
1 persona	1	22129	Isábena	39,1987260118
2 personas	2	22129	Isábena	27,885694539
3 personas	3	22129	Isábena	10,9759421673
4 personas	4	22129	Isábena	17,3522074217
5 personas	5	22129	Isábena	17,6404443872
6 personas	6	22129	Isábena	0,4244239279
7 o más personas		22129	Isábena	
1 persona	1	22130	Jaca	1504,7957941612
2 personas	2	22130	Jaca	1590,333495666
3 personas	3	22130	Jaca	1193,1897727742
4 personas	4	22130	Jaca	784,1548807242
5 personas	5	22130	Jaca	169,4166377269
6 personas	6	22130	Jaca	35,1449794552
7 o más personas	7	22130	Jaca	17,724891536
1 persona	1	22131	Jasa	23,8706634399
2 personas	2	22131	Jasa	16,7326858598
3 personas	3	22131	Jasa	9,1837006684
4 personas	4	22131	Jasa	5,1809800884
5 personas	5	22131	Jasa	1,2896707151
7 o más personas		22131	Jasa	
1 persona	1	22133	Labuerda	18,0695733292
2 personas	2	22133	Labuerda	14,5041154087
3 personas	3	22133	Labuerda	9,14968825
4 personas	4	22133	Labuerda	16,9794157149
5 personas	5	22133	Labuerda	2,0645135647
7 o más personas		22133	Labuerda	
1 persona	1	22135	Laluenga	20,0440479035
2 personas	2	22135	Laluenga	22,2200998544
3 personas	3	22135	Laluenga	27,2103417304
4 personas	4	22135	Laluenga	10,0411090706
5 personas	5	22135	Laluenga	7,3690769297
7 o más personas		22135	Laluenga	
1 persona	1	22136	Lalueza	130,089147049
2 personas	2	22136	Lalueza	130,7528440457
3 personas	3	22136	Lalueza	99,1645619632
4 personas	4	22136	Lalueza	61,8742610365
5 personas	5	22136	Lalueza	21,7447104401
6 personas	6	22136	Lalueza	3,6288595666
7 o más personas		22136	Lalueza	
1 persona	1	22137	Lanaja	140,2017717622
2 personas	2	22137	Lanaja	129,2628366647
3 personas	3	22137	Lanaja	111,4675472999
4 personas	4	22137	Lanaja	115,1593870807
5 personas	5	22137	Lanaja	26,8114663661
6 personas	6	22137	Lanaja	4,3093604969
7 o más personas		22137	Lanaja	
1 persona	1	22139	Laperdiguera	6,2474493481
2 personas	2	22139	Laperdiguera	8,7635007088
3 personas	3	22139	Laperdiguera	7,0908529818
4 personas	4	22139	Laperdiguera	10,2990845748
5 personas	5	22139	Laperdiguera	3,3513303978
7 o más personas		22139	Laperdiguera	
1 persona	1	22141	Lascellas-Ponzano	21,1405009608
2 personas	2	22141	Lascellas-Ponzano	14,5689760728
3 personas	3	22141	Lascellas-Ponzano	9,876003449
4 personas	4	22141	Lascellas-Ponzano	7,6183421093
5 personas	5	22141	Lascellas-Ponzano	6,8624252096
7 o más personas		22141	Lascellas-Ponzano	
1 persona	1	22142	Lascuarre	15,6730622237
2 personas	2	22142	Lascuarre	13,6057426596
3 personas	3	22142	Lascuarre	10,0516879676
4 personas	4	22142	Lascuarre	4,8389867259
5 personas	5	22142	Lascuarre	8,7792275437
7 o más personas	7,43401437251265	22142	Lascuarre	1,8068018611
1 persona	1	22143	Laspaúles	59,6074118184
2 personas	2	22143	Laspaúles	42,2667846635
3 personas	3	22143	Laspaúles	28,1650316868
4 personas	4	22143	Laspaúles	21
7 o más personas		22143	Laspaúles	
1 persona	1	22144	Laspuña	31,5675869931
2 personas	2	22144	Laspuña	45,2010684789
3 personas	3	22144	Laspuña	20,2073070266
4 personas	4	22144	Laspuña	22,2048141684
5 personas	5	22144	Laspuña	3,5344766911
7 o más personas		22144	Laspuña	
1 persona	1	22149	Loarre	51,0618905252
2 personas	2	22149	Loarre	49,0779014536
3 personas	3	22149	Loarre	36,7310887992
4 personas	4	22149	Loarre	7,0217968575
5 personas	5	22149	Loarre	11,7234231334
6 personas	6	22149	Loarre	2,9565198499
7 o más personas		22149	Loarre	
1 persona	1	22150	Loporzano	58,2333861551
2 personas	2	22150	Loporzano	97,7634013802
3 personas	3	22150	Loporzano	38,0290813627
4 personas	4	22150	Loporzano	31,4091557046
5 personas	5	22150	Loporzano	6,301109315
6 personas	6	22150	Loporzano	5,3844958796
7 o más personas		22150	Loporzano	
1 persona	1	22151	Loscorrales	10,001403044
2 personas	2	22151	Loscorrales	9,2215623443
3 personas	3	22151	Loscorrales	9,3311515859
4 personas	4	22151	Loscorrales	6,8077818121
5 personas	5	22151	Loscorrales	3,8975657391
6 personas	6	22151	Loscorrales	0,9738435943
7 o más personas		22151	Loscorrales	
1 persona	1	22155	Monesma y Cajigar	4,7435855507
2 personas	2	22155	Monesma y Cajigar	12,7652130097
3 personas	3	22155	Monesma y Cajigar	6,8193169751
4 personas	4	22155	Monesma y Cajigar	6,0941897048
5 personas	5	22155	Monesma y Cajigar	2,3302054043
6 personas	6	22155	Monesma y Cajigar	1,5400419439
7 o más personas		22155	Monesma y Cajigar	
1 persona	1	22156	Monflorite-Lascasas	28,5291596646
2 personas	2	22156	Monflorite-Lascasas	39,1670515439
3 personas	3	22156	Monflorite-Lascasas	31,7339175579
4 personas	4	22156	Monflorite-Lascasas	18,766068234
5 personas	5	22156	Monflorite-Lascasas	6,0344247616
7 o más personas		22156	Monflorite-Lascasas	
1 persona	1	22157	Montanuy	34,8021077596
2 personas	2	22157	Montanuy	31,7582607573
3 personas	3	22157	Montanuy	14,824543278
4 personas	4	22157	Montanuy	16,0222244818
5 personas	5	22157	Montanuy	8,5753684504
6 personas	6	22157	Montanuy	2,3707188023
7 o más personas		22157	Montanuy	
1 persona	1	22158	Monzón	1346,7682568819
2 personas	2	22158	Monzón	2391,1130585795
3 personas	3	22158	Monzón	1243,6505035725
4 personas	4	22158	Monzón	1196,7674470941
5 personas	5	22158	Monzón	252,1228236066
6 personas	6	22158	Monzón	25,424970538
7 o más personas	8,25252154854796	22158	Monzón	117,2760341812
1 persona	1	22160	Naval	30,5431573553
2 personas	2	22160	Naval	21,541816736
3 personas	3	22160	Naval	13,308741179
4 personas	4	22160	Naval	10,7245800293
5 personas	5	22160	Naval	9,9666869556
6 personas	6	22160	Naval	2,7018998461
7 o más personas	7	22160	Naval	3,629688602
1 persona	1	22162	Novales	17,9452640168
2 personas	2	22162	Novales	20,6185638022
3 personas	3	22162	Novales	4,0266603003
4 personas	4	22162	Novales	15,1539070039
5 personas	5	22162	Novales	0,8632879551
6 personas	6	22162	Novales	1,927455478
7 o más personas	8	22162	Novales	2,4557575901
1 persona	1	22163	Nueno	54,0818948557
2 personas	2	22163	Nueno	68,5088828294
3 personas	3	22163	Nueno	54,0171308211
4 personas	4	22163	Nueno	31,3526252467
5 personas	5	22163	Nueno	11,4596814937
6 personas	6	22163	Nueno	3,3591425384
7 o más personas		22163	Nueno	
1 persona	1	22164	Olvena	7,7691918201
2 personas	2	22164	Olvena	6,3989258575
3 personas	3	22164	Olvena	6,429339694
5 personas	5	22164	Olvena	2,6289874766
7 o más personas		22164	Olvena	
1 persona	1	22165	Ontiñena	30,5586994571
2 personas	2	22165	Ontiñena	66,0583073712
3 personas	3	22165	Ontiñena	46,2655785048
4 personas	4	22165	Ontiñena	27,6713643659
5 personas	5	22165	Ontiñena	25,9624786988
6 personas	6	22165	Ontiñena	8,4934555832
7 o más personas		22165	Ontiñena	
1 persona	1	22167	Osso de Cinca	43,121537678
2 personas	2	22167	Osso de Cinca	66,0206332925
3 personas	3	22167	Osso de Cinca	72,6810114768
4 personas	4	22167	Osso de Cinca	53,520850894
5 personas	5	22167	Osso de Cinca	9,7765707477
6 personas	6	22167	Osso de Cinca	12,6073414429
7 o más personas	7	22167	Osso de Cinca	6,5632332813
1 persona	1	22168	Palo	11,9408281499
3 personas	3	22168	Palo	5,771096355
7 o más personas		22168	Palo	
1 persona	1	22170	Panticosa	95,3913359075
2 personas	2	22170	Panticosa	86,8603280434
3 personas	3	22170	Panticosa	73,1232436129
4 personas	4	22170	Panticosa	43,563514267
5 personas	5	22170	Panticosa	18,5322417002
6 personas	6	22170	Panticosa	4,0165653497
7 o más personas		22170	Panticosa	
1 persona	1	22172	Peñalba	43,4136250263
2 personas	2	22172	Peñalba	77,3157554472
3 personas	3	22172	Peñalba	45,3721213306
4 personas	4	22172	Peñalba	48,4592197043
5 personas	5	22172	Peñalba	39,4613654275
6 personas	6	22172	Peñalba	4,5136665671
7 o más personas		22172	Peñalba	
1 persona	1	22173	Peñas de Riglos (Las)	38,8905345353
2 personas	2	22173	Peñas de Riglos (Las)	59,4592756872
3 personas	3	22173	Peñas de Riglos (Las)	16,8604003215
4 personas	4	22173	Peñas de Riglos (Las)	6,9103716626
5 personas	5	22173	Peñas de Riglos (Las)	5,2997507823
6 personas	6	22173	Peñas de Riglos (Las)	1,5322851211
7 o más personas		22173	Peñas de Riglos (Las)	
1 persona	1	22174	Peralta de Alcofea	55,6502813313
2 personas	2	22174	Peralta de Alcofea	88,9085291266
3 personas	3	22174	Peralta de Alcofea	39,4996341592
4 personas	4	22174	Peralta de Alcofea	18,7046749507
5 personas	5	22174	Peralta de Alcofea	24,8582029093
6 personas	6	22174	Peralta de Alcofea	7,8040326866
7 o más personas		22174	Peralta de Alcofea	
1 persona	1	22175	Peralta de Calasanz	53,2726722807
2 personas	2	22175	Peralta de Calasanz	33,7493908802
3 personas	3	22175	Peralta de Calasanz	16,9393774289
4 personas	4	22175	Peralta de Calasanz	14,1453548383
5 personas	5	22175	Peralta de Calasanz	1,4730620781
6 personas	6	22175	Peralta de Calasanz	1,6089849761
7 o más personas		22175	Peralta de Calasanz	
1 persona	1	22176	Peraltilla	20,064716991
2 personas	2	22176	Peraltilla	11,8601361508
3 personas	3	22176	Peraltilla	21,0391906155
4 personas	4	22176	Peraltilla	21,831364819
6 personas	6	22176	Peraltilla	1,295329931
7 o más personas		22176	Peraltilla	
1 persona	1	22177	Perarrúa	2,4488507562
2 personas	2	22177	Perarrúa	18,1459041449
3 personas	3	22177	Perarrúa	8,4702393966
4 personas	4	22177	Perarrúa	2,3118810219
5 personas	5	22177	Perarrúa	1,0684386193
6 personas	6	22177	Perarrúa	3,940470243
7 o más personas		22177	Perarrúa	
1 persona	1	22178	Pertusa	11,4968121187
2 personas	2	22178	Pertusa	10,427830609
3 personas	3	22178	Pertusa	9,416305859
4 personas	4	22178	Pertusa	5,7666319102
5 personas	5	22178	Pertusa	1,2952465218
7 o más personas	7	22178	Pertusa	4,560055212
1 persona	1	22181	Piracés	10,4175844568
2 personas	2	22181	Piracés	15,0477861513
3 personas	3	22181	Piracés	9,1712001642
4 personas	4	22181	Piracés	4,7219133432
5 personas	5	22181	Piracés	2,6386338214
7 o más personas		22181	Piracés	
1 persona	1	22182	Plan	32,0295557913
2 personas	2	22182	Plan	37,5193909375
3 personas	3	22182	Plan	31,0093058563
4 personas	4	22182	Plan	18,721428617
5 personas	5	22182	Plan	5,5588691331
6 personas	6	22182	Plan	2,1834256709
7 o más personas		22182	Plan	
1 persona	1	22184	Poleñino	12,3930051595
2 personas	2	22184	Poleñino	26,1815873421
3 personas	3	22184	Poleñino	21,9914461416
4 personas	4	22184	Poleñino	13,6790614535
5 personas	5	22184	Poleñino	6,8091363773
7 o más personas		22184	Poleñino	
1 persona	1	22186	Pozán de Vero	19,7103001477
2 personas	2	22186	Pozán de Vero	42,1067662962
3 personas	3	22186	Pozán de Vero	24,8871405169
4 personas	4	22186	Pozán de Vero	6,9370522878
5 personas	5	22186	Pozán de Vero	5,1354834488
6 personas	6	22186	Pozán de Vero	1,2042492885
7 o más personas		22186	Pozán de Vero	
1 persona	1	22187	Puebla de Castro (La)	27,2596948439
2 personas	2	22187	Puebla de Castro (La)	78,9850081345
3 personas	3	22187	Puebla de Castro (La)	26,3627606941
4 personas	4	22187	Puebla de Castro (La)	27,301124361
5 personas	5	22187	Puebla de Castro (La)	6,7612040363
6 personas	6	22187	Puebla de Castro (La)	2,175426937
7 o más personas		22187	Puebla de Castro (La)	
1 persona	1	22188	Puente de Montañana	13,7852127907
2 personas	2	22188	Puente de Montañana	18,280924647
3 personas	3	22188	Puente de Montañana	9,1765172251
4 personas	4	22188	Puente de Montañana	4,511503778
5 personas	5	22188	Puente de Montañana	2,1919150758
7 o más personas	7	22188	Puente de Montañana	3,3461344503
1 persona	1	22189	Puértolas	24,7024721766
2 personas	2	22189	Puértolas	27,3056515411
3 personas	3	22189	Puértolas	21,8211213221
4 personas	4	22189	Puértolas	8,8025829551
5 personas	5	22189	Puértolas	10,070599104
7 o más personas		22189	Puértolas	
1 persona	1	22190	Pueyo de Araguás (El)	18,2576000856
2 personas	2	22190	Pueyo de Araguás (El)	14,2614743394
3 personas	3	22190	Pueyo de Araguás (El)	9,7987679227
4 personas	4	22190	Pueyo de Araguás (El)	13,6261738974
5 personas	5	22190	Pueyo de Araguás (El)	2,5990823218
6 personas	6	22190	Pueyo de Araguás (El)	1,4222636356
7 o más personas		22190	Pueyo de Araguás (El)	
1 persona	1	22193	Pueyo de Santa Cruz	26,9135977666
2 personas	2	22193	Pueyo de Santa Cruz	64,2194654216
3 personas	3	22193	Pueyo de Santa Cruz	23,6596810873
4 personas	4	22193	Pueyo de Santa Cruz	16,6193580226
5 personas	5	22193	Pueyo de Santa Cruz	7,4193533909
6 personas	6	22193	Pueyo de Santa Cruz	2,5349910411
7 o más personas	8,27058018445002	22193	Pueyo de Santa Cruz	2,9967967634
1 persona	1	22195	Quicena	16,9789702638
2 personas	2	22195	Quicena	25,0771788305
3 personas	3	22195	Quicena	22,8844908301
4 personas	4	22195	Quicena	30,0380551511
5 personas	5	22195	Quicena	1,7708454063
7 o más personas	7	22195	Quicena	2,4824507102
1 persona	1	22197	Robres	55,3128704392
2 personas	2	22197	Robres	65,0590809215
3 personas	3	22197	Robres	54,3731103335
4 personas	4	22197	Robres	42,0702257786
5 personas	5	22197	Robres	10,0994869844
6 personas	6	22197	Robres	6,3753345011
7 o más personas		22197	Robres	
1 persona	1	22199	Sabiñánigo	1039,7019959105
2 personas	2	22199	Sabiñánigo	1243,7361935025
3 personas	3	22199	Sabiñánigo	931,0720472689
4 personas	4	22199	Sabiñánigo	579,1791490656
5 personas	5	22199	Sabiñánigo	282,311417101
7 o más personas		22199	Sabiñánigo	
1 persona	1	22200	Sahún	36,4166360808
2 personas	2	22200	Sahún	26,9512802217
3 personas	3	22200	Sahún	31,1351058894
4 personas	4	22200	Sahún	14,0502173848
5 personas	5	22200	Sahún	11,8587793775
6 personas	6	22200	Sahún	0,8650443873
7 o más personas	9	22200	Sahún	2,534486403
1 persona	1	22201	Salas Altas	28,418598825
2 personas	2	22201	Salas Altas	48,5882729888
3 personas	3	22201	Salas Altas	19,8082060074
4 personas	4	22201	Salas Altas	23,6287306378
5 personas	5	22201	Salas Altas	0,8526134634
6 personas	6	22201	Salas Altas	4,9394129164
7 o más personas		22201	Salas Altas	
1 persona	1	22202	Salas Bajas	20,2526576015
2 personas	2	22202	Salas Bajas	16,3357850572
3 personas	3	22202	Salas Bajas	16,8333215556
4 personas	4	22202	Salas Bajas	7,5742226817
5 personas	5	22202	Salas Bajas	2,0184782452
7 o más personas		22202	Salas Bajas	
1 persona	1	22203	Salillas	8,4239683451
2 personas	2	22203	Salillas	19,1790644472
3 personas	3	22203	Salillas	7,2812603804
4 personas	4	22203	Salillas	6,6472618067
5 personas	5	22203	Salillas	2,0704238209
7 o más personas		22203	Salillas	
1 persona	1	22204	Sallent de Gállego	227,3464682001
2 personas	2	22204	Sallent de Gállego	139,6418899678
3 personas	3	22204	Sallent de Gállego	128,4806803164
4 personas	4	22204	Sallent de Gállego	86,514235585
5 personas	5	22204	Sallent de Gállego	11,3402873003
6 personas	6	22204	Sallent de Gállego	7,9586370344
7 o más personas	7,1663982798926	22204	Sallent de Gállego	17,7336181456
1 persona	1	22205	San Esteban de Litera	53,677346614
2 personas	2	22205	San Esteban de Litera	86,0805181349
3 personas	3	22205	San Esteban de Litera	56,9034023557
4 personas	4	22205	San Esteban de Litera	18,5683435208
5 personas	5	22205	San Esteban de Litera	3,8227321957
6 personas	6	22205	San Esteban de Litera	2,0699260491
7 o más personas		22205	San Esteban de Litera	
1 persona	1	22206	Sangarrén	33,7070668199
2 personas	2	22206	Sangarrén	34,3674573922
3 personas	3	22206	Sangarrén	14,2965951977
4 personas	4	22206	Sangarrén	12,0276349115
5 personas	5	22206	Sangarrén	6,7318726523
7 o más personas		22206	Sangarrén	
1 persona	1	22207	San Juan de Plan	15,1493246969
2 personas	2	22207	San Juan de Plan	9,6218074648
3 personas	3	22207	San Juan de Plan	16,7443587256
4 personas	4	22207	San Juan de Plan	15,0134142389
5 personas	5	22207	San Juan de Plan	1,4786214673
7 o más personas		22207	San Juan de Plan	
1 persona	1	22208	Santa Cilia	26,3712468813
2 personas	2	22208	Santa Cilia	16,8341777119
3 personas	3	22208	Santa Cilia	24,2407780409
4 personas	4	22208	Santa Cilia	7,6720953831
5 personas	5	22208	Santa Cilia	6,4251224317
7 o más personas	7	22208	Santa Cilia	0,7887632362
1 persona	1	22209	Santa Cruz de la Serós	15,052094527
