Año	Comarca código	Comarca nombre	VAB	Sector VAB código	Sector VAB descripción	Subsección código	Subsección descripción
2002	22	Campo de Belchite	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	22	Campo de Belchite	0	22	Industria	DG	Industria química
2002	22	Campo de Belchite	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	22	Campo de Belchite	8192,8	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	22	Campo de Belchite	272,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	22	Campo de Belchite	532,1	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	22	Campo de Belchite	6333	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	22	Campo de Belchite	3778,2	22	Industria	DM	Fabricación de material de transporte
2002	22	Campo de Belchite	162,5	22	Industria	DN	Industrias manufactureras diversas
2002	22	Campo de Belchite	3769,1	30	Construcción	FF	Construcción
2002	22	Campo de Belchite	2523,2	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	22	Campo de Belchite	2317,1	40	Servicios	HH	Hostelería
2002	22	Campo de Belchite	748	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	22	Campo de Belchite	87,4	40	Servicios	JJ	Intermediación financiera
2002	22	Campo de Belchite	2731,1	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	22	Campo de Belchite	2362,2	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	22	Campo de Belchite	0	40	Servicios	MM	Educación
2002	22	Campo de Belchite	93,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	22	Campo de Belchite	378,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	22	Campo de Belchite	126,9	40	Servicios	PP	Hogares que emplean personal doméstico
2002	23	Bajo Martín	18558,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	23	Bajo Martín	2170	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	23	Bajo Martín	1472,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	23	Bajo Martín	2406,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	23	Bajo Martín	2632	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	23	Bajo Martín	100	22	Industria	DD	Industria de la madera y del corcho
2002	23	Bajo Martín	1534,4	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	23	Bajo Martín	38,9	22	Industria	DG	Industria química
2002	23	Bajo Martín	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	23	Bajo Martín	9143,5	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	23	Bajo Martín	2890,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	23	Bajo Martín	479,1	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	23	Bajo Martín	144,6	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	23	Bajo Martín	45,7	22	Industria	DM	Fabricación de material de transporte
2002	23	Bajo Martín	355,2	22	Industria	DN	Industrias manufactureras diversas
2002	23	Bajo Martín	8917,5	30	Construcción	FF	Construcción
2002	23	Bajo Martín	4528,5	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	23	Bajo Martín	4019,2	40	Servicios	HH	Hostelería
2002	23	Bajo Martín	5890,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	23	Bajo Martín	86,3	40	Servicios	JJ	Intermediación financiera
2002	23	Bajo Martín	1166,1	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	23	Bajo Martín	2149,9	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	23	Bajo Martín	138,7	40	Servicios	MM	Educación
2002	23	Bajo Martín	1113,1	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	23	Bajo Martín	1388,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	23	Bajo Martín	222,8	40	Servicios	PP	Hogares que emplean personal doméstico
2002	24	Campo de Daroca	27158,2	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	24	Campo de Daroca	0	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	24	Campo de Daroca	717,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	24	Campo de Daroca	6318,4	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	24	Campo de Daroca	288	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	24	Campo de Daroca	224,2	22	Industria	DD	Industria de la madera y del corcho
2002	24	Campo de Daroca	86,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	24	Campo de Daroca	54,3	22	Industria	DG	Industria química
2002	24	Campo de Daroca	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	24	Campo de Daroca	51	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	24	Campo de Daroca	1711,2	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	24	Campo de Daroca	0	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	24	Campo de Daroca	72,4	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	24	Campo de Daroca	0	22	Industria	DM	Fabricación de material de transporte
2002	24	Campo de Daroca	49,1	22	Industria	DN	Industrias manufactureras diversas
2002	24	Campo de Daroca	4807,3	30	Construcción	FF	Construcción
2002	24	Campo de Daroca	3518,1	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	24	Campo de Daroca	4982,3	40	Servicios	HH	Hostelería
2002	24	Campo de Daroca	1537,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	24	Campo de Daroca	254,7	40	Servicios	JJ	Intermediación financiera
2002	24	Campo de Daroca	884,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	24	Campo de Daroca	4870,4	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	24	Campo de Daroca	109,8	40	Servicios	MM	Educación
2002	24	Campo de Daroca	1087	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	24	Campo de Daroca	11319,1	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	24	Campo de Daroca	222,8	40	Servicios	PP	Hogares que emplean personal doméstico
2002	25	Jiloca	49558,9	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	25	Jiloca	1031,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	25	Jiloca	1754,1	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	25	Jiloca	17130	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	25	Jiloca	104,1	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	25	Jiloca	568,8	22	Industria	DD	Industria de la madera y del corcho
2002	25	Jiloca	92,8	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	25	Jiloca	0	22	Industria	DG	Industria química
2002	25	Jiloca	544,1	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	25	Jiloca	2138,1	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	25	Jiloca	1708,5	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	25	Jiloca	806,9	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	25	Jiloca	56,3	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	25	Jiloca	5609,1	22	Industria	DM	Fabricación de material de transporte
2002	25	Jiloca	181,4	22	Industria	DN	Industrias manufactureras diversas
2002	25	Jiloca	13457,7	30	Construcción	FF	Construcción
2002	25	Jiloca	8349,9	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	25	Jiloca	9669	40	Servicios	HH	Hostelería
2002	25	Jiloca	1627,5	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	25	Jiloca	826,2	40	Servicios	JJ	Intermediación financiera
2002	25	Jiloca	4956,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	25	Jiloca	3440,4	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	25	Jiloca	1329,5	40	Servicios	MM	Educación
2002	25	Jiloca	1738,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	25	Jiloca	3644,8	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	25	Jiloca	448,7	40	Servicios	PP	Hogares que emplean personal doméstico
2002	26	Cuencas Mineras	10862,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	26	Cuencas Mineras	180,4	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	26	Cuencas Mineras	22122,9	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	26	Cuencas Mineras	1697,1	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	26	Cuencas Mineras	632,8	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	26	Cuencas Mineras	118,4	22	Industria	DD	Industria de la madera y del corcho
2002	26	Cuencas Mineras	43,3	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	26	Cuencas Mineras	0	22	Industria	DG	Industria química
2002	26	Cuencas Mineras	38,4	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	26	Cuencas Mineras	764,3	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	26	Cuencas Mineras	3940,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	26	Cuencas Mineras	437,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	26	Cuencas Mineras	608	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	26	Cuencas Mineras	20042,9	22	Industria	DM	Fabricación de material de transporte
2002	26	Cuencas Mineras	997,1	22	Industria	DN	Industrias manufactureras diversas
2002	26	Cuencas Mineras	6660,8	30	Construcción	FF	Construcción
2002	26	Cuencas Mineras	4330,5	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	26	Cuencas Mineras	5549,7	40	Servicios	HH	Hostelería
2002	26	Cuencas Mineras	3210,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	26	Cuencas Mineras	682,8	40	Servicios	JJ	Intermediación financiera
2002	26	Cuencas Mineras	2951,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	26	Cuencas Mineras	6668,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	26	Cuencas Mineras	329,5	40	Servicios	MM	Educación
2002	26	Cuencas Mineras	443	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	26	Cuencas Mineras	662,7	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	26	Cuencas Mineras	142,3	40	Servicios	PP	Hogares que emplean personal doméstico
2002	27	Andorra-Sierra de Arcos	8243,4	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	27	Andorra-Sierra de Arcos	54842,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	27	Andorra-Sierra de Arcos	156782,8	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	27	Andorra-Sierra de Arcos	1418,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	27	Andorra-Sierra de Arcos	149	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	27	Andorra-Sierra de Arcos	179,6	22	Industria	DD	Industria de la madera y del corcho
2002	27	Andorra-Sierra de Arcos	9287,3	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	27	Andorra-Sierra de Arcos	0	22	Industria	DG	Industria química
2002	27	Andorra-Sierra de Arcos	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	27	Andorra-Sierra de Arcos	3338,2	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	27	Andorra-Sierra de Arcos	1675,4	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	27	Andorra-Sierra de Arcos	128,7	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	27	Andorra-Sierra de Arcos	51	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	27	Andorra-Sierra de Arcos	0	22	Industria	DM	Fabricación de material de transporte
2002	27	Andorra-Sierra de Arcos	11,3	22	Industria	DN	Industrias manufactureras diversas
2002	27	Andorra-Sierra de Arcos	19943,7	30	Construcción	FF	Construcción
2002	27	Andorra-Sierra de Arcos	7504,4	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	27	Andorra-Sierra de Arcos	8195,7	40	Servicios	HH	Hostelería
2002	27	Andorra-Sierra de Arcos	11648,5	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	27	Andorra-Sierra de Arcos	347,3	40	Servicios	JJ	Intermediación financiera
2002	27	Andorra-Sierra de Arcos	3793,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	27	Andorra-Sierra de Arcos	6021,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	27	Andorra-Sierra de Arcos	2081	40	Servicios	MM	Educación
2002	27	Andorra-Sierra de Arcos	859,9	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	27	Andorra-Sierra de Arcos	1636,6	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	27	Andorra-Sierra de Arcos	52,6	40	Servicios	PP	Hogares que emplean personal doméstico
2002	28	Bajo Aragón	55159,6	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	28	Bajo Aragón	6356,1	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	28	Bajo Aragón	5947,7	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	28	Bajo Aragón	5082,9	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	28	Bajo Aragón	2799,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	28	Bajo Aragón	1083,8	22	Industria	DD	Industria de la madera y del corcho
2002	28	Bajo Aragón	694,5	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	28	Bajo Aragón	891,9	22	Industria	DG	Industria química
2002	28	Bajo Aragón	1052,6	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	28	Bajo Aragón	17429,8	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	28	Bajo Aragón	3810,2	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	28	Bajo Aragón	1382,8	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	28	Bajo Aragón	5038,8	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	28	Bajo Aragón	442,1	22	Industria	DM	Fabricación de material de transporte
2002	28	Bajo Aragón	1754,7	22	Industria	DN	Industrias manufactureras diversas
2002	28	Bajo Aragón	52548,9	30	Construcción	FF	Construcción
2002	28	Bajo Aragón	36957,9	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	28	Bajo Aragón	23948,4	40	Servicios	HH	Hostelería
2002	28	Bajo Aragón	12175,7	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	28	Bajo Aragón	2827,2	40	Servicios	JJ	Intermediación financiera
2002	28	Bajo Aragón	18503,4	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	28	Bajo Aragón	6539,1	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	28	Bajo Aragón	7971,3	40	Servicios	MM	Educación
2002	28	Bajo Aragón	28169,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	28	Bajo Aragón	10746,8	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	28	Bajo Aragón	2004,8	40	Servicios	PP	Hogares que emplean personal doméstico
2002	29	Comunidad de Teruel	30790,1	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	29	Comunidad de Teruel	6556,5	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	29	Comunidad de Teruel	9578,1	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	29	Comunidad de Teruel	14541,4	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	29	Comunidad de Teruel	10696,2	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	29	Comunidad de Teruel	26205,2	22	Industria	DD	Industria de la madera y del corcho
2002	29	Comunidad de Teruel	3568,8	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	29	Comunidad de Teruel	14509,3	22	Industria	DG	Industria química
2002	29	Comunidad de Teruel	70,4	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	29	Comunidad de Teruel	9002,7	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	29	Comunidad de Teruel	5406,7	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	29	Comunidad de Teruel	1945,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	29	Comunidad de Teruel	1935,6	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	29	Comunidad de Teruel	29039,3	22	Industria	DM	Fabricación de material de transporte
2002	29	Comunidad de Teruel	3225,6	22	Industria	DN	Industrias manufactureras diversas
2002	29	Comunidad de Teruel	60260	30	Construcción	FF	Construcción
2002	29	Comunidad de Teruel	65104	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	29	Comunidad de Teruel	53141,2	40	Servicios	HH	Hostelería
2002	29	Comunidad de Teruel	59982	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	29	Comunidad de Teruel	59851,7	40	Servicios	JJ	Intermediación financiera
2002	29	Comunidad de Teruel	51970	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	29	Comunidad de Teruel	149196	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	29	Comunidad de Teruel	32399,6	40	Servicios	MM	Educación
2002	29	Comunidad de Teruel	56878,8	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	29	Comunidad de Teruel	24079,3	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	29	Comunidad de Teruel	3855,4	40	Servicios	PP	Hogares que emplean personal doméstico
2002	30	Maestrazgo	9826,9	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	30	Maestrazgo	427,6	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	30	Maestrazgo	498	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	30	Maestrazgo	749,8	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	30	Maestrazgo	115,9	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	30	Maestrazgo	335,7	22	Industria	DD	Industria de la madera y del corcho
2002	30	Maestrazgo	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	30	Maestrazgo	0	22	Industria	DG	Industria química
2002	30	Maestrazgo	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	30	Maestrazgo	101,9	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	30	Maestrazgo	301,8	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	30	Maestrazgo	0	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	30	Maestrazgo	0	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	30	Maestrazgo	0	22	Industria	DM	Fabricación de material de transporte
2002	30	Maestrazgo	0	22	Industria	DN	Industrias manufactureras diversas
2002	30	Maestrazgo	3481,9	30	Construcción	FF	Construcción
2002	30	Maestrazgo	1584,1	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	30	Maestrazgo	5869,1	40	Servicios	HH	Hostelería
2002	30	Maestrazgo	673,1	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	30	Maestrazgo	86,3	40	Servicios	JJ	Intermediación financiera
2002	30	Maestrazgo	302,2	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	30	Maestrazgo	1519,5	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	30	Maestrazgo	167,6	40	Servicios	MM	Educación
2002	30	Maestrazgo	171,2	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	30	Maestrazgo	441,1	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	30	Maestrazgo	229	40	Servicios	PP	Hogares que emplean personal doméstico
2002	31	Sierra de Albarracín	5140,8	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	31	Sierra de Albarracín	71,1	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	31	Sierra de Albarracín	502,4	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	31	Sierra de Albarracín	1189,2	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	31	Sierra de Albarracín	0	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	31	Sierra de Albarracín	2640,5	22	Industria	DD	Industria de la madera y del corcho
2002	31	Sierra de Albarracín	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	31	Sierra de Albarracín	0	22	Industria	DG	Industria química
2002	31	Sierra de Albarracín	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	31	Sierra de Albarracín	51	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	31	Sierra de Albarracín	472,2	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	31	Sierra de Albarracín	0	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	31	Sierra de Albarracín	36	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	31	Sierra de Albarracín	0	22	Industria	DM	Fabricación de material de transporte
2002	31	Sierra de Albarracín	498,8	22	Industria	DN	Industrias manufactureras diversas
2002	31	Sierra de Albarracín	3973	30	Construcción	FF	Construcción
2002	31	Sierra de Albarracín	1773,6	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	31	Sierra de Albarracín	7123	40	Servicios	HH	Hostelería
2002	31	Sierra de Albarracín	423,2	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	31	Sierra de Albarracín	86,3	40	Servicios	JJ	Intermediación financiera
2002	31	Sierra de Albarracín	924,8	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	31	Sierra de Albarracín	4611,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	31	Sierra de Albarracín	1693,7	40	Servicios	MM	Educación
2002	31	Sierra de Albarracín	89,3	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	31	Sierra de Albarracín	618,7	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	31	Sierra de Albarracín	151,6	40	Servicios	PP	Hogares que emplean personal doméstico
2002	32	Gúdar-Javalambre	9184,3	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	32	Gúdar-Javalambre	4161,7	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	32	Gúdar-Javalambre	1696,2	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	32	Gúdar-Javalambre	2758,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	32	Gúdar-Javalambre	948	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	32	Gúdar-Javalambre	607,8	22	Industria	DD	Industria de la madera y del corcho
2002	32	Gúdar-Javalambre	0	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	32	Gúdar-Javalambre	994,1	22	Industria	DG	Industria química
2002	32	Gúdar-Javalambre	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	32	Gúdar-Javalambre	208,1	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	32	Gúdar-Javalambre	283,3	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	32	Gúdar-Javalambre	1179,2	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	32	Gúdar-Javalambre	108	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	32	Gúdar-Javalambre	0	22	Industria	DM	Fabricación de material de transporte
2002	32	Gúdar-Javalambre	90,7	22	Industria	DN	Industrias manufactureras diversas
2002	32	Gúdar-Javalambre	16791,9	30	Construcción	FF	Construcción
2002	32	Gúdar-Javalambre	6097,8	40	Servicios	GG	Comercio, reparación de vehículos de motor, motocicletas y ciclomotores y artículos personales y de uso doméstico
2002	32	Gúdar-Javalambre	15757,4	40	Servicios	HH	Hostelería
2002	32	Gúdar-Javalambre	3088,3	40	Servicios	II	Transporte, almacenamiento y comunicaciones
2002	32	Gúdar-Javalambre	172,5	40	Servicios	JJ	Intermediación financiera
2002	32	Gúdar-Javalambre	4097,5	40	Servicios	KK	Actividades inmobiliarias y de alquiler; servicios empresariales
2002	32	Gúdar-Javalambre	4402,6	40	Servicios	LL	Administración pública, defensa y seguridad social
2002	32	Gúdar-Javalambre	745,7	40	Servicios	MM	Educación
2002	32	Gúdar-Javalambre	677,5	40	Servicios	NN	Actividades sanitarias y veterinarias; servicios sociales
2002	32	Gúdar-Javalambre	1064,2	40	Servicios	OO	Otras actividades sociales y de servicios prestados a la comunidad; servicios personales
2002	32	Gúdar-Javalambre	269,2	40	Servicios	PP	Hogares que emplean personal doméstico
2002	33	Matarraña / Matarranya	39393	10	Agricultura	AA,BB	Agricultura, ganadería, caza, selvicultura y pesca
2002	33	Matarraña / Matarranya	563,2	21	Energía	CA,CB,DF	Extractivas y del petróleo
2002	33	Matarraña / Matarranya	1090,6	21	Energía	EE	Producción y distribución de energía eléctrica, gas y agua
2002	33	Matarraña / Matarranya	6406,5	22	Industria	DA	Industria de la alimentación, bebidas y tabaco
2002	33	Matarraña / Matarranya	1424,6	22	Industria	DB,DC	Industria textil, cuero y calzado
2002	33	Matarraña / Matarranya	893,2	22	Industria	DD	Industria de la madera y del corcho
2002	33	Matarraña / Matarranya	620,7	22	Industria	DE	Industria del papel; edición, artes gráficas y reproducción de soportes grabados
2002	33	Matarraña / Matarranya	0	22	Industria	DG	Industria química
2002	33	Matarraña / Matarranya	0	22	Industria	DH	Industria de la transformación del caucho y materias plásticas
2002	33	Matarraña / Matarranya	1272,8	22	Industria	DI	Industrias de otros productos minerales no metálicos
2002	33	Matarraña / Matarranya	1202,9	22	Industria	DJ	Metalurgia y fabricación de productos metálicos
2002	33	Matarraña / Matarranya	129,4	22	Industria	DK	Industria de la construcción de maquinaria y equipo mecánico
2002	33	Matarraña / Matarranya	302,9	22	Industria	DL	Industria de material y equipo eléctrico, electrónico y óptico
2002	33	Matarraña / Matarranya	21,8	22	Industria	DM	Fabricación de material de transporte
2002	33	Matarraña / Matarranya	1355,6	22	Industria	DN	Industrias manufactureras diversas
2002	33	Matarraña / Matarranya	8951,8	30	Construcción	FF	Construcción
