Mes y año	Municipio código	Municipio nombre	Temporalidad	Sexo	Afiliaciones en alta
Junio 2015	22244	Valle de Lierp	Indefinido	Hombres	1
Junio 2015	22245	Velilla de Cinca	Indefinido	Hombres	24
Junio 2015	22245	Velilla de Cinca	Indefinido	Mujeres	13
Junio 2015	22246	Beranuy	Indefinido	Hombres	2
Junio 2015	22247	Viacamp y Litera	Indefinido	Hombres	5
Junio 2015	22248	Vicién	Indefinido	Hombres	9
Junio 2015	22248	Vicién	Indefinido	Mujeres	2
Junio 2015	22249	Villanova	Indefinido	Hombres	5
Junio 2015	22249	Villanova	Indefinido	Mujeres	8
Junio 2015	22250	Villanúa	Indefinido	Hombres	20
Junio 2015	22250	Villanúa	Indefinido	Mujeres	15
Junio 2015	22251	Villanueva de Sigena	Indefinido	Hombres	27
Junio 2015	22251	Villanueva de Sigena	Indefinido	Mujeres	4
Junio 2015	22252	Yebra de Basa	Indefinido	Mujeres	1
Junio 2015	22254	Zaidín	Indefinido	Hombres	191
Junio 2015	22254	Zaidín	Indefinido	Mujeres	120
Junio 2015	22901	Valle de Hecho	Indefinido	Hombres	46
Junio 2015	22901	Valle de Hecho	Indefinido	Mujeres	36
Junio 2015	22902	Puente la Reina de Jaca	Indefinido	Hombres	18
Junio 2015	22902	Puente la Reina de Jaca	Indefinido	Mujeres	13
Junio 2015	22903	San Miguel del Cinca	Indefinido	Hombres	83
Junio 2015	22903	San Miguel del Cinca	Indefinido	Mujeres	35
Junio 2015	22904	Sotonera (La)	Indefinido	Hombres	132
Junio 2015	22904	Sotonera (La)	Indefinido	Mujeres	37
Junio 2015	22905	Lupiñén-Ortilla	Indefinido	Hombres	32
Junio 2015	22905	Lupiñén-Ortilla	Indefinido	Mujeres	4
Junio 2015	22906	Santa María de Dulcis	Indefinido	Hombres	2
Junio 2015	22906	Santa María de Dulcis	Indefinido	Mujeres	2
Junio 2015	22907	Aínsa-Sobrarbe	Indefinido	Hombres	177
Junio 2015	22907	Aínsa-Sobrarbe	Indefinido	Mujeres	217
Junio 2015	22908	Hoz y Costeán	Indefinido	Hombres	12
Junio 2015	22908	Hoz y Costeán	Indefinido	Mujeres	1
Junio 2015	22909	Vencillón	Indefinido	Hombres	33
Junio 2015	22909	Vencillón	Indefinido	Mujeres	7
Junio 2015	44001	Ababuj	Indefinido	Hombres	2
Junio 2015	44002	Abejuela	Indefinido	Mujeres	1
Junio 2015	44004	Aguaviva	Indefinido	Hombres	32
Junio 2015	44004	Aguaviva	Indefinido	Mujeres	17
Junio 2015	44005	Aguilar del Alfambra	Indefinido	Hombres	6
Junio 2015	44005	Aguilar del Alfambra	Indefinido	Mujeres	1
Junio 2015	44006	Alacón	Indefinido	Hombres	2
Junio 2015	44006	Alacón	Indefinido	Mujeres	2
Junio 2015	44007	Alba	Indefinido	Hombres	15
Junio 2015	44007	Alba	Indefinido	Mujeres	4
Junio 2015	44008	Albalate del Arzobispo	Indefinido	Hombres	175
Junio 2015	44008	Albalate del Arzobispo	Indefinido	Mujeres	99
Junio 2015	44009	Albarracín	Indefinido	Hombres	54
Junio 2015	44009	Albarracín	Indefinido	Mujeres	74
Junio 2015	44010	Albentosa	Indefinido	Hombres	71
Junio 2015	44010	Albentosa	Indefinido	Mujeres	39
Junio 2015	44011	Alcaine	Indefinido	Hombres	2
Junio 2015	44012	Alcalá de la Selva	Indefinido	Hombres	20
Junio 2015	44012	Alcalá de la Selva	Indefinido	Mujeres	19
Junio 2015	44013	Alcañiz	Indefinido	Hombres	1222
Junio 2015	44013	Alcañiz	Indefinido	Mujeres	1223
Junio 2015	44014	Alcorisa	Indefinido	Hombres	206
Junio 2015	44014	Alcorisa	Indefinido	Mujeres	129
Junio 2015	44016	Alfambra	Indefinido	Hombres	19
Junio 2015	44016	Alfambra	Indefinido	Mujeres	25
Junio 2015	44017	Aliaga	Indefinido	Hombres	26
Junio 2015	44017	Aliaga	Indefinido	Mujeres	15
Junio 2015	44019	Alobras	Indefinido	Hombres	1
Junio 2015	44021	Allepuz	Indefinido	Mujeres	3
Junio 2015	44022	Alloza	Indefinido	Hombres	22
Junio 2015	44022	Alloza	Indefinido	Mujeres	8
Junio 2015	44025	Andorra	Indefinido	Hombres	523
Junio 2015	44025	Andorra	Indefinido	Mujeres	363
Junio 2015	44026	Arcos de las Salinas	Indefinido	Hombres	2
Junio 2015	44026	Arcos de las Salinas	Indefinido	Mujeres	4
Junio 2015	44027	Arens de Lledó	Indefinido	Mujeres	1
Junio 2015	44028	Argente	Indefinido	Hombres	2
Junio 2015	44028	Argente	Indefinido	Mujeres	4
Junio 2015	44029	Ariño	Indefinido	Hombres	234
Junio 2015	44029	Ariño	Indefinido	Mujeres	57
Junio 2015	44031	Azaila	Indefinido	Hombres	7
Junio 2015	44031	Azaila	Indefinido	Mujeres	15
Junio 2015	44033	Báguena	Indefinido	Hombres	1
Junio 2015	44034	Bañón	Indefinido	Hombres	2
Junio 2015	44035	Barrachina	Indefinido	Hombres	1
Junio 2015	44036	Bea	Indefinido	Hombres	6
Junio 2015	44037	Beceite	Indefinido	Hombres	15
Junio 2015	44037	Beceite	Indefinido	Mujeres	14
Junio 2015	44039	Bello	Indefinido	Mujeres	5
Junio 2015	44040	Berge	Indefinido	Hombres	5
Junio 2015	44040	Berge	Indefinido	Mujeres	2
Junio 2015	44041	Bezas	Indefinido	Hombres	1
Junio 2015	44042	Blancas	Indefinido	Hombres	1
Junio 2015	44042	Blancas	Indefinido	Mujeres	1
Junio 2015	44044	Bordón	Indefinido	Hombres	2
Junio 2015	44044	Bordón	Indefinido	Mujeres	1
Junio 2015	44045	Bronchales	Indefinido	Hombres	36
Junio 2015	44045	Bronchales	Indefinido	Mujeres	19
Junio 2015	44046	Bueña	Indefinido	Hombres	1
Junio 2015	44047	Burbáguena	Indefinido	Hombres	5
Junio 2015	44047	Burbáguena	Indefinido	Mujeres	35
Junio 2015	44049	Calaceite	Indefinido	Hombres	42
Junio 2015	44049	Calaceite	Indefinido	Mujeres	36
Junio 2015	44050	Calamocha	Indefinido	Hombres	332
Junio 2015	44050	Calamocha	Indefinido	Mujeres	301
Junio 2015	44051	Calanda	Indefinido	Hombres	288
Junio 2015	44051	Calanda	Indefinido	Mujeres	189
Junio 2015	44053	Camañas	Indefinido	Hombres	2
Junio 2015	44054	Camarena de la Sierra	Indefinido	Mujeres	1
Junio 2015	44055	Camarillas	Indefinido	Mujeres	1
Junio 2015	44056	Caminreal	Indefinido	Hombres	31
Junio 2015	44056	Caminreal	Indefinido	Mujeres	19
Junio 2015	44059	Cantavieja	Indefinido	Hombres	50
Junio 2015	44059	Cantavieja	Indefinido	Mujeres	43
Junio 2015	44061	Cañada de Verich (La)	Indefinido	Hombres	4
Junio 2015	44062	Cañada Vellida	Indefinido	Hombres	2
Junio 2015	44063	Cañizar del Olivar	Indefinido	Hombres	15
Junio 2015	44063	Cañizar del Olivar	Indefinido	Mujeres	20
Junio 2015	44064	Cascante del Río	Indefinido	Mujeres	1
Junio 2015	44066	Castel de Cabra	Indefinido	Hombres	2
Junio 2015	44066	Castel de Cabra	Indefinido	Mujeres	1
Junio 2015	44067	Castelnou	Indefinido	Hombres	39
Junio 2015	44067	Castelnou	Indefinido	Mujeres	5
Junio 2015	44068	Castelserás	Indefinido	Hombres	36
Junio 2015	44068	Castelserás	Indefinido	Mujeres	17
Junio 2015	44070	Castellar (El)	Indefinido	Hombres	2
Junio 2015	44071	Castellote	Indefinido	Hombres	19
Junio 2015	44071	Castellote	Indefinido	Mujeres	31
Junio 2015	44074	Cedrillas	Indefinido	Hombres	114
Junio 2015	44074	Cedrillas	Indefinido	Mujeres	82
Junio 2015	44075	Celadas	Indefinido	Hombres	7
Junio 2015	44075	Celadas	Indefinido	Mujeres	2
Junio 2015	44076	Cella	Indefinido	Hombres	413
Junio 2015	44076	Cella	Indefinido	Mujeres	187
Junio 2015	44077	Cerollera (La)	Indefinido	Hombres	2
Junio 2015	44077	Cerollera (La)	Indefinido	Mujeres	1
Junio 2015	44080	Codoñera (La)	Indefinido	Hombres	25
Junio 2015	44080	Codoñera (La)	Indefinido	Mujeres	10
Junio 2015	44082	Corbalán	Indefinido	Hombres	2
Junio 2015	44084	Cortes de Aragón	Indefinido	Hombres	4
Junio 2015	44084	Cortes de Aragón	Indefinido	Mujeres	1
Junio 2015	44085	Cosa	Indefinido	Mujeres	1
Junio 2015	44086	Cretas	Indefinido	Hombres	23
Junio 2015	44086	Cretas	Indefinido	Mujeres	13
Junio 2015	44087	Crivillén	Indefinido	Hombres	4
Junio 2015	44087	Crivillén	Indefinido	Mujeres	2
Junio 2015	44088	Cuba (La)	Indefinido	Hombres	1
Junio 2015	44088	Cuba (La)	Indefinido	Mujeres	2
Junio 2015	44090	Cucalón	Indefinido	Hombres	5
Junio 2015	44093	Cuevas de Almudén	Indefinido	Hombres	6
Junio 2015	44093	Cuevas de Almudén	Indefinido	Mujeres	3
Junio 2015	44094	Cuevas Labradas	Indefinido	Hombres	1
Junio 2015	44096	Ejulve	Indefinido	Hombres	11
Junio 2015	44096	Ejulve	Indefinido	Mujeres	5
Junio 2015	44097	Escorihuela	Indefinido	Hombres	2
Junio 2015	44097	Escorihuela	Indefinido	Mujeres	1
Junio 2015	44099	Escucha	Indefinido	Hombres	45
Junio 2015	44099	Escucha	Indefinido	Mujeres	18
Junio 2015	44100	Estercuel	Indefinido	Hombres	8
Junio 2015	44100	Estercuel	Indefinido	Mujeres	6
Junio 2015	44101	Ferreruela de Huerva	Indefinido	Mujeres	1
Junio 2015	44103	Formiche Alto	Indefinido	Hombres	25
Junio 2015	44103	Formiche Alto	Indefinido	Mujeres	10
Junio 2015	44105	Fórnoles	Indefinido	Mujeres	2
Junio 2015	44106	Fortanete	Indefinido	Hombres	2
Junio 2015	44106	Fortanete	Indefinido	Mujeres	1
Junio 2015	44107	Foz-Calanda	Indefinido	Hombres	5
Junio 2015	44107	Foz-Calanda	Indefinido	Mujeres	1
Junio 2015	44108	Fresneda (La)	Indefinido	Hombres	10
Junio 2015	44108	Fresneda (La)	Indefinido	Mujeres	19
Junio 2015	44109	Frías de Albarracín	Indefinido	Hombres	2
Junio 2015	44111	Fuentes Calientes	Indefinido	Hombres	3
Junio 2015	44111	Fuentes Calientes	Indefinido	Mujeres	1
Junio 2015	44112	Fuentes Claras	Indefinido	Hombres	32
Junio 2015	44112	Fuentes Claras	Indefinido	Mujeres	42
Junio 2015	44113	Fuentes de Rubielos	Indefinido	Hombres	5
Junio 2015	44113	Fuentes de Rubielos	Indefinido	Mujeres	2
Junio 2015	44114	Fuentespalda	Indefinido	Hombres	11
Junio 2015	44114	Fuentespalda	Indefinido	Mujeres	11
Junio 2015	44115	Galve	Indefinido	Hombres	9
Junio 2015	44115	Galve	Indefinido	Mujeres	3
Junio 2015	44116	Gargallo	Indefinido	Hombres	5
Junio 2015	44116	Gargallo	Indefinido	Mujeres	7
Junio 2015	44117	Gea de Albarracín	Indefinido	Hombres	1
Junio 2015	44117	Gea de Albarracín	Indefinido	Mujeres	10
Junio 2015	44118	Ginebrosa (La)	Indefinido	Hombres	7
Junio 2015	44118	Ginebrosa (La)	Indefinido	Mujeres	4
Junio 2015	44119	Griegos	Indefinido	Mujeres	2
Junio 2015	44120	Guadalaviar	Indefinido	Hombres	3
Junio 2015	44120	Guadalaviar	Indefinido	Mujeres	3
Junio 2015	44121	Gúdar	Indefinido	Mujeres	1
Junio 2015	44122	Híjar	Indefinido	Hombres	81
Junio 2015	44122	Híjar	Indefinido	Mujeres	96
Junio 2015	44123	Hinojosa de Jarque	Indefinido	Hombres	21
Junio 2015	44123	Hinojosa de Jarque	Indefinido	Mujeres	15
Junio 2015	44125	Huesa del Común	Indefinido	Mujeres	1
Junio 2015	44126	Iglesuela del Cid (La)	Indefinido	Hombres	24
Junio 2015	44126	Iglesuela del Cid (La)	Indefinido	Mujeres	17
Junio 2015	44127	Jabaloyas	Indefinido	Hombres	4
Junio 2015	44127	Jabaloyas	Indefinido	Mujeres	1
Junio 2015	44128	Jarque de la Val	Indefinido	Hombres	1
Junio 2015	44128	Jarque de la Val	Indefinido	Mujeres	2
Junio 2015	44130	Jorcas	Indefinido	Hombres	1
Junio 2015	44132	Lagueruela	Indefinido	Hombres	4
Junio 2015	44133	Lanzuela	Indefinido	Hombres	2
Junio 2015	44137	Linares de Mora	Indefinido	Hombres	17
Junio 2015	44137	Linares de Mora	Indefinido	Mujeres	7
Junio 2015	44138	Loscos	Indefinido	Hombres	4
Junio 2015	44138	Loscos	Indefinido	Mujeres	3
Junio 2015	44141	Lledó	Indefinido	Hombres	4
Junio 2015	44141	Lledó	Indefinido	Mujeres	3
Junio 2015	44143	Manzanera	Indefinido	Hombres	38
Junio 2015	44143	Manzanera	Indefinido	Mujeres	40
Junio 2015	44144	Martín del Río	Indefinido	Hombres	13
Junio 2015	44144	Martín del Río	Indefinido	Mujeres	7
Junio 2015	44145	Mas de las Matas	Indefinido	Hombres	83
Junio 2015	44145	Mas de las Matas	Indefinido	Mujeres	67
Junio 2015	44146	Mata de los Olmos (La)	Indefinido	Hombres	40
Junio 2015	44146	Mata de los Olmos (La)	Indefinido	Mujeres	10
Junio 2015	44147	Mazaleón	Indefinido	Hombres	34
Junio 2015	44147	Mazaleón	Indefinido	Mujeres	34
Junio 2015	44148	Mezquita de Jarque	Indefinido	Hombres	4
Junio 2015	44148	Mezquita de Jarque	Indefinido	Mujeres	5
Junio 2015	44149	Mirambel	Indefinido	Hombres	6
Junio 2015	44149	Mirambel	Indefinido	Mujeres	2
Junio 2015	44151	Molinos	Indefinido	Hombres	18
Junio 2015	44151	Molinos	Indefinido	Mujeres	5
Junio 2015	44152	Monforte de Moyuela	Indefinido	Hombres	1
Junio 2015	44153	Monreal del Campo	Indefinido	Hombres	321
Junio 2015	44153	Monreal del Campo	Indefinido	Mujeres	169
Junio 2015	44154	Monroyo	Indefinido	Hombres	19
Junio 2015	44154	Monroyo	Indefinido	Mujeres	14
Junio 2015	44155	Montalbán	Indefinido	Hombres	62
Junio 2015	44155	Montalbán	Indefinido	Mujeres	40
Junio 2015	44156	Monteagudo del Castillo	Indefinido	Hombres	1
Junio 2015	44156	Monteagudo del Castillo	Indefinido	Mujeres	1
Junio 2015	44158	Mora de Rubielos	Indefinido	Hombres	191
Junio 2015	44158	Mora de Rubielos	Indefinido	Mujeres	127
Junio 2015	44159	Moscardón	Indefinido	Hombres	2
Junio 2015	44160	Mosqueruela	Indefinido	Hombres	26
Junio 2015	44160	Mosqueruela	Indefinido	Mujeres	18
Junio 2015	44161	Muniesa	Indefinido	Hombres	23
Junio 2015	44161	Muniesa	Indefinido	Mujeres	35
Junio 2015	44163	Noguera de Albarracín	Indefinido	Hombres	1
Junio 2015	44165	Nogueruelas	Indefinido	Hombres	4
Junio 2015	44165	Nogueruelas	Indefinido	Mujeres	5
Junio 2015	44168	Odón	Indefinido	Hombres	2
Junio 2015	44168	Odón	Indefinido	Mujeres	2
Junio 2015	44169	Ojos Negros	Indefinido	Hombres	4
Junio 2015	44169	Ojos Negros	Indefinido	Mujeres	4
Junio 2015	44171	Olba	Indefinido	Hombres	5
Junio 2015	44171	Olba	Indefinido	Mujeres	7
Junio 2015	44172	Oliete	Indefinido	Hombres	6
Junio 2015	44172	Oliete	Indefinido	Mujeres	6
Junio 2015	44174	Orihuela del Tremedal	Indefinido	Hombres	20
Junio 2015	44174	Orihuela del Tremedal	Indefinido	Mujeres	9
Junio 2015	44175	Orrios	Indefinido	Hombres	3
Junio 2015	44175	Orrios	Indefinido	Mujeres	3
Junio 2015	44176	Palomar de Arroyos	Indefinido	Hombres	1
Junio 2015	44176	Palomar de Arroyos	Indefinido	Mujeres	1
Junio 2015	44177	Pancrudo	Indefinido	Mujeres	5
Junio 2015	44178	Parras de Castellote (Las)	Indefinido	Hombres	1
Junio 2015	44178	Parras de Castellote (Las)	Indefinido	Mujeres	1
Junio 2015	44179	Peñarroya de Tastavins	Indefinido	Hombres	29
Junio 2015	44179	Peñarroya de Tastavins	Indefinido	Mujeres	14
Junio 2015	44180	Peracense	Indefinido	Hombres	1
Junio 2015	44180	Peracense	Indefinido	Mujeres	1
Junio 2015	44181	Peralejos	Indefinido	Hombres	6
Junio 2015	44181	Peralejos	Indefinido	Mujeres	1
Junio 2015	44182	Perales del Alfambra	Indefinido	Hombres	5
Junio 2015	44182	Perales del Alfambra	Indefinido	Mujeres	5
Junio 2015	44183	Pitarque	Indefinido	Hombres	1
Junio 2015	44183	Pitarque	Indefinido	Mujeres	1
Junio 2015	44185	Pobo (El)	Indefinido	Hombres	2
Junio 2015	44187	Portellada (La)	Indefinido	Hombres	7
Junio 2015	44187	Portellada (La)	Indefinido	Mujeres	1
Junio 2015	44189	Pozondón	Indefinido	Hombres	1
Junio 2015	44190	Pozuel del Campo	Indefinido	Mujeres	2
Junio 2015	44191	Puebla de Híjar (La)	Indefinido	Hombres	238
Junio 2015	44191	Puebla de Híjar (La)	Indefinido	Mujeres	66
Junio 2015	44192	Puebla de Valverde (La)	Indefinido	Hombres	55
Junio 2015	44192	Puebla de Valverde (La)	Indefinido	Mujeres	32
Junio 2015	44193	Puertomingalvo	Indefinido	Hombres	1
Junio 2015	44193	Puertomingalvo	Indefinido	Mujeres	5
Junio 2015	44194	Ráfales	Indefinido	Mujeres	5
Junio 2015	44195	Rillo	Indefinido	Hombres	1
Junio 2015	44195	Rillo	Indefinido	Mujeres	1
Junio 2015	44196	Riodeva	Indefinido	Hombres	7
Junio 2015	44196	Riodeva	Indefinido	Mujeres	1
Junio 2015	44197	Ródenas	Indefinido	Hombres	3
Junio 2015	44197	Ródenas	Indefinido	Mujeres	2
Junio 2015	44198	Royuela	Indefinido	Hombres	16
Junio 2015	44198	Royuela	Indefinido	Mujeres	1
Junio 2015	44201	Rubielos de Mora	Indefinido	Hombres	65
Junio 2015	44201	Rubielos de Mora	Indefinido	Mujeres	37
Junio 2015	44205	Samper de Calanda	Indefinido	Hombres	15
Junio 2015	44205	Samper de Calanda	Indefinido	Mujeres	10
Junio 2015	44206	San Agustín	Indefinido	Hombres	4
Junio 2015	44206	San Agustín	Indefinido	Mujeres	1
Junio 2015	44207	San Martín del Río	Indefinido	Hombres	5
Junio 2015	44207	San Martín del Río	Indefinido	Mujeres	2
Junio 2015	44209	Santa Eulalia	Indefinido	Hombres	97
Junio 2015	44209	Santa Eulalia	Indefinido	Mujeres	43
Junio 2015	44210	Sarrión	Indefinido	Hombres	105
Junio 2015	44210	Sarrión	Indefinido	Mujeres	48
Junio 2015	44212	Seno	Indefinido	Hombres	3
Junio 2015	44215	Terriente	Indefinido	Hombres	6
Junio 2015	44216	Teruel	Indefinido	Hombres	4842
Junio 2015	44216	Teruel	Indefinido	Mujeres	3992
Junio 2015	44217	Toril y Masegoso	Indefinido	Hombres	1
Junio 2015	44219	Tornos	Indefinido	Hombres	1
Junio 2015	44219	Tornos	Indefinido	Mujeres	3
Junio 2015	44220	Torralba de los Sisones	Indefinido	Hombres	4
Junio 2015	44220	Torralba de los Sisones	Indefinido	Mujeres	2
Junio 2015	44221	Torrecilla de Alcañiz	Indefinido	Hombres	2
Junio 2015	44221	Torrecilla de Alcañiz	Indefinido	Mujeres	13
Junio 2015	44222	Torrecilla del Rebollar	Indefinido	Mujeres	1
Junio 2015	44223	Torre de Arcas	Indefinido	Hombres	1
Junio 2015	44224	Torre de las Arcas	Indefinido	Hombres	1
Junio 2015	44225	Torre del Compte	Indefinido	Hombres	1
Junio 2015	44225	Torre del Compte	Indefinido	Mujeres	6
Junio 2015	44226	Torrelacárcel	Indefinido	Hombres	4
Junio 2015	44226	Torrelacárcel	Indefinido	Mujeres	1
Junio 2015	44227	Torre los Negros	Indefinido	Hombres	2
Junio 2015	44228	Torremocha de Jiloca	Indefinido	Hombres	2
Junio 2015	44228	Torremocha de Jiloca	Indefinido	Mujeres	1
Junio 2015	44229	Torres de Albarracín	Indefinido	Hombres	9
Junio 2015	44229	Torres de Albarracín	Indefinido	Mujeres	7
Junio 2015	44230	Torrevelilla	Indefinido	Hombres	5
Junio 2015	44230	Torrevelilla	Indefinido	Mujeres	4
Junio 2015	44231	Torrijas	Indefinido	Mujeres	2
Junio 2015	44232	Torrijo del Campo	Indefinido	Hombres	10
Junio 2015	44232	Torrijo del Campo	Indefinido	Mujeres	14
Junio 2015	44234	Tramacastiel	Indefinido	Hombres	4
Junio 2015	44235	Tramacastilla	Indefinido	Hombres	5
Junio 2015	44235	Tramacastilla	Indefinido	Mujeres	10
Junio 2015	44236	Tronchón	Indefinido	Hombres	2
Junio 2015	44236	Tronchón	Indefinido	Mujeres	2
Junio 2015	44237	Urrea de Gaén	Indefinido	Hombres	126
Junio 2015	44237	Urrea de Gaén	Indefinido	Mujeres	9
Junio 2015	44238	Utrillas	Indefinido	Hombres	467
Junio 2015	44238	Utrillas	Indefinido	Mujeres	268
Junio 2015	44240	Valbona	Indefinido	Hombres	25
Junio 2015	44240	Valbona	Indefinido	Mujeres	3
Junio 2015	44241	Valdealgorfa	Indefinido	Hombres	17
Junio 2015	44241	Valdealgorfa	Indefinido	Mujeres	14
Junio 2015	44244	Valdelinares	Indefinido	Hombres	2
Junio 2015	44244	Valdelinares	Indefinido	Mujeres	2
Junio 2015	44245	Valdeltormo	Indefinido	Hombres	13
Junio 2015	44245	Valdeltormo	Indefinido	Mujeres	6
Junio 2015	44246	Valderrobres	Indefinido	Hombres	275
Junio 2015	44246	Valderrobres	Indefinido	Mujeres	191
Junio 2015	44247	Valjunquera	Indefinido	Hombres	5
Junio 2015	44247	Valjunquera	Indefinido	Mujeres	3
Junio 2015	44249	Vallecillo (El)	Indefinido	Hombres	1
Junio 2015	44250	Veguillas de la Sierra	Indefinido	Mujeres	2
Junio 2015	44251	Villafranca del Campo	Indefinido	Hombres	4
Junio 2015	44251	Villafranca del Campo	Indefinido	Mujeres	3
Junio 2015	44252	Villahermosa del Campo	Indefinido	Hombres	2
Junio 2015	44256	Villanueva del Rebollar de la Sierra	Indefinido	Hombres	2
Junio 2015	44257	Villar del Cobo	Indefinido	Hombres	3
Junio 2015	44257	Villar del Cobo	Indefinido	Mujeres	1
Junio 2015	44260	Villarluengo	Indefinido	Hombres	9
Junio 2015	44260	Villarluengo	Indefinido	Mujeres	5
Junio 2015	44261	Villarquemado	Indefinido	Hombres	22
Junio 2015	44261	Villarquemado	Indefinido	Mujeres	12
Junio 2015	44262	Villarroya de los Pinares	Indefinido	Hombres	2
Junio 2015	44262	Villarroya de los Pinares	Indefinido	Mujeres	5
Junio 2015	44263	Villastar	Indefinido	Hombres	8
Junio 2015	44263	Villastar	Indefinido	Mujeres	6
Junio 2015	44264	Villel	Indefinido	Hombres	10
Junio 2015	44264	Villel	Indefinido	Mujeres	5
Junio 2015	44265	Vinaceite	Indefinido	Hombres	22
Junio 2015	44265	Vinaceite	Indefinido	Mujeres	3
Junio 2015	44266	Visiedo	Indefinido	Mujeres	1
Junio 2015	44267	Vivel del Río Martín	Indefinido	Hombres	1
Junio 2015	50001	Abanto	Indefinido	Hombres	1
Junio 2015	50002	Acered	Indefinido	Hombres	2
Junio 2015	50002	Acered	Indefinido	Mujeres	2
Junio 2015	50003	Agón	Indefinido	Hombres	6
Junio 2015	50003	Agón	Indefinido	Mujeres	4
Junio 2015	50004	Aguarón	Indefinido	Hombres	20
Junio 2015	50004	Aguarón	Indefinido	Mujeres	10
Junio 2015	50005	Aguilón	Indefinido	Hombres	3
Junio 2015	50005	Aguilón	Indefinido	Mujeres	1
Junio 2015	50006	Ainzón	Indefinido	Hombres	26
Junio 2015	50006	Ainzón	Indefinido	Mujeres	40
Junio 2015	50008	Alagón	Indefinido	Hombres	728
Junio 2015	50008	Alagón	Indefinido	Mujeres	649
Junio 2015	50011	Albeta	Indefinido	Hombres	7
Junio 2015	50011	Albeta	Indefinido	Mujeres	2
Junio 2015	50012	Alborge	Indefinido	Hombres	3
Junio 2015	50012	Alborge	Indefinido	Mujeres	2
Junio 2015	50013	Alcalá de Ebro	Indefinido	Hombres	5
Junio 2015	50013	Alcalá de Ebro	Indefinido	Mujeres	5
Junio 2015	50015	Alconchel de Ariza	Indefinido	Hombres	2
Junio 2015	50015	Alconchel de Ariza	Indefinido	Mujeres	1
Junio 2015	50016	Aldehuela de Liestos	Indefinido	Mujeres	3
Junio 2015	50017	Alfajarín	Indefinido	Hombres	380
Junio 2015	50017	Alfajarín	Indefinido	Mujeres	180
Junio 2015	50018	Alfamén	Indefinido	Hombres	66
Junio 2015	50018	Alfamén	Indefinido	Mujeres	46
Junio 2015	50019	Alforque	Indefinido	Mujeres	1
Junio 2015	50020	Alhama de Aragón	Indefinido	Hombres	52
Junio 2015	50020	Alhama de Aragón	Indefinido	Mujeres	57
Junio 2015	50022	Almolda (La)	Indefinido	Hombres	16
Junio 2015	50022	Almolda (La)	Indefinido	Mujeres	5
Junio 2015	50023	Almonacid de la Cuba	Indefinido	Hombres	3
Junio 2015	50023	Almonacid de la Cuba	Indefinido	Mujeres	1
Junio 2015	50024	Almonacid de la Sierra	Indefinido	Hombres	49
Junio 2015	50024	Almonacid de la Sierra	Indefinido	Mujeres	25
Junio 2015	50025	Almunia de Doña Godina (La)	Indefinido	Hombres	743
Junio 2015	50025	Almunia de Doña Godina (La)	Indefinido	Mujeres	680
Junio 2015	50026	Alpartir	Indefinido	Hombres	15
Junio 2015	50026	Alpartir	Indefinido	Mujeres	30
Junio 2015	50027	Ambel	Indefinido	Hombres	2
Junio 2015	50027	Ambel	Indefinido	Mujeres	1
Junio 2015	50028	Anento	Indefinido	Hombres	18
Junio 2015	50028	Anento	Indefinido	Mujeres	3
Junio 2015	50029	Aniñón	Indefinido	Hombres	14
Junio 2015	50029	Aniñón	Indefinido	Mujeres	11
Junio 2015	50030	Añón de Moncayo	Indefinido	Hombres	2
Junio 2015	50030	Añón de Moncayo	Indefinido	Mujeres	13
Junio 2015	50031	Aranda de Moncayo	Indefinido	Hombres	3
Junio 2015	50031	Aranda de Moncayo	Indefinido	Mujeres	1
Junio 2015	50032	Arándiga	Indefinido	Hombres	8
Junio 2015	50032	Arándiga	Indefinido	Mujeres	2
Junio 2015	50034	Ariza	Indefinido	Hombres	48
Junio 2015	50034	Ariza	Indefinido	Mujeres	42
Junio 2015	50035	Artieda	Indefinido	Hombres	2
Junio 2015	50035	Artieda	Indefinido	Mujeres	1
Junio 2015	50036	Asín	Indefinido	Hombres	2
Junio 2015	50036	Asín	Indefinido	Mujeres	2
Junio 2015	50037	Atea	Indefinido	Mujeres	2
Junio 2015	50038	Ateca	Indefinido	Hombres	168
Junio 2015	50038	Ateca	Indefinido	Mujeres	122
Junio 2015	50039	Azuara	Indefinido	Hombres	7
Junio 2015	50039	Azuara	Indefinido	Mujeres	4
Junio 2015	50043	Bárboles	Indefinido	Hombres	51
Junio 2015	50043	Bárboles	Indefinido	Mujeres	1
Junio 2015	50044	Bardallur	Indefinido	Hombres	8
Junio 2015	50044	Bardallur	Indefinido	Mujeres	10
Junio 2015	50045	Belchite	Indefinido	Hombres	138
Junio 2015	50045	Belchite	Indefinido	Mujeres	117
Junio 2015	50046	Belmonte de Gracián	Indefinido	Mujeres	1
Junio 2015	50048	Berrueco	Indefinido	Mujeres	1
Junio 2015	50051	Biota	Indefinido	Hombres	21
Junio 2015	50051	Biota	Indefinido	Mujeres	13
Junio 2015	50052	Bisimbre	Indefinido	Hombres	19
Junio 2015	50052	Bisimbre	Indefinido	Mujeres	16
Junio 2015	50053	Boquiñeni	Indefinido	Hombres	25
Junio 2015	50053	Boquiñeni	Indefinido	Mujeres	9
Junio 2015	50054	Bordalba	Indefinido	Hombres	1
Junio 2015	50055	Borja	Indefinido	Hombres	446
