Año	Residencia provincia código	Residencia provincia nombre	Sexo	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Índice de envejecimiento	Índice de juventud	Índice de vejez	Índice de ancianidad	Índice de sobreenvejecimiento	Tasa global de dependencia	Tasa global de dependencia ancianos	Tasa global de dependencia jóvenes	Índice estructura de población activa total	Índice reemplazamiento edad activa total	Tasa de masculinidad	Índice de maternidad	Índice de potencialidad	Personas
2004	22	Huesca	Mujeres	16,6056794358681	57,3956546598056	25,9986659043263	11,9849437773966	22,4985706117782	36,7495711835334	51,579950447875	45,4249380598437	156,564903018478	46,098302972547	216,92772521269	39,4604698896749	15,3868709452773	61,2476951444376	41,9222495390289	19,3254456054087	105,013411674543	81,3229571984436	0	8,43886214803644	94,2905571167313	104940
2004	44	Teruel	Mujeres	17,2970993261061	53,7371813653677	28,9657193085262	12,2736595370642	22,9680632874304	35,7705830647524	50,0146498681512	46,368414884266	167,459981366986	42,3730528019421	235,999045118167	38,9894800728303	15,0819340481489	70,1819995013712	49,2944402892047	20,8875592121665	105,528319599458	86,1339229311434	0	8,18574441728883	91,17859725235	68260
2004	50	Zaragoza	Mujeres	16,8946894689469	60,8122763495862	22,2930341814669	12,1845843120897	23,1426313363044	38,7460209435578	53,7733529450506	43,8902504884635	131,952908767234	54,6564644942736	182,960974379302	38,2876894442967	13,8330034368322	52,6196052415558	34,0235407641199	18,5960644774359	106,511490866235	76,467998943569	0	8,32826278459401	100,301301946874	455510
2005	22	Huesca	Mujeres	16,5498372564744	57,931977923487	25,5181848200387	12,0477381008538	22,2859568847587	36,6111609038162	51,4712958158404	45,4608283409595	154,189944134078	47,212363206152	211,808927173062	40,779355220349	15,9124519372967	60,1689408706953	40,8722063556825	19,2967345150128	102,07289152899	73,9220877458396	0	8,41459674946335	92,9411250491717	105995
2005	44	Teruel	Mujeres	17,2498474236392	54,4290737888343	28,3210787875265	12,2322648144381	22,8690168269929	35,6345723502572	50,0217966229765	46,3797407654974	164,181619071687	43,1913801949718	231,527678783559	40,4207285787583	15,8799384299641	68,21803959912	47,6411635296993	20,5768760694207	102,280490255174	81,8684516880093	0	8,22449583840511	88,5250489784495	68818
2005	50	Zaragoza	Mujeres	16,9449818857046	61,1101011543805	21,9449169599148	12,326161197751	22,9540801530517	38,6834348339848	53,7451359762458	43,8971553847286	129,506877658148	56,1686390532544	178,035291019226	39,3826429980276	14,2258382642998	52,1400278554284	33,387002775665	18,7530250797633	104,176942676895	71,5477370333664	0	8,69631414203383	98,9372075843388	462066
2006	22	Huesca	Mujeres	16,7404708520179	58,1128550074738	25,1466741405082	12,3075485799701	22,248692077728	36,6152840059791	51,4695440956652	45,3681334080717	150,214855739718	48,943047144927	204,319113405192	41,3010365196716	16,6771928521009	59,8828959357123	40,2052308473614	19,6776650883508	99,7098733718154	70,9996338337605	0	8,7599521889751	91,1404335532516	107040
2006	44	Teruel	Mujeres	17,1816879188317	54,6496649346514	28,1686471465169	12,1564313731166	22,727996410531	35,524163783995	49,9355921900103	46,3903475127006	163,945750147418	43,1558935361217	231,718061674009	41,1160209639297	16,3549481039975	67,5745816153286	47,2034926024739	20,3710890128547	100,960871718673	84,0095465393795	0	8,25628124285294	87,6296501175494	69091
2006	50	Zaragoza	Mujeres	16,9576548212645	61,0870683328993	21,9552768458362	12,4485399661273	22,7304322750446	38,3693329402321	53,4571028296832	43,9880294223349	129,471186182566	56,6995353943267	176,368288213532	39,6316480759052	14,7899472662759	52,4478942827242	33,4703572354197	18,9775370473044	102,226999428975	69,4461301937937	0	8,88554823295706	96,541820298855	464681
2007	22	Huesca	Mujeres	16,7771828094221	58,5226904900628	24,7001267005151	12,4129511971811	22,2169815683119	36,588704232907	51,4024914685237	45,3357887338272	147,224519045257	50,2546053616894	198,98673819103	41,6729069941591	17,4217462932455	59,0155737584376	39,2770481918852	19,7385255665524	97,4501663575067	66,490765171504	0	8,7788633217646	90,3653083607526	108129
2007	44	Teruel	Mujeres	17,1887538690817	55,2863120486071	27,5249340823111	12,2148343459819	22,7946234093775	35,7230883870228	50,0272268714892	46,232302533532	160,133388912047	44,3773427738442	225,340215861098	42,0085381091212	16,9356518117451	65,9469228574146	45,6767811281271	20,2701417292875	99,4554741711642	81,7573465231306	0	8,46277278562259	87,6584208742799	69784
2007	50	Zaragoza	Mujeres	17,0610879583505	61,2405828560285	21,6983291856211	12,6004248048738	22,6812733971247	38,2390099757073	53,4495258041404	43,965606491629	127,180219916755	58,0709449888141	172,203156017631	39,8354842176219	15,4629204482176	52,2041149501683	33,0257498959486	19,1783650542196	100,517805292101	66,0972200652275	0	9,13356285310734	94,5981005766445	471746
2008	22	Huesca	Mujeres	16,9678787659065	58,845121995432	24,1869992386615	12,5684298299677	22,3452851393975	36,7835260849074	51,6296269441323	45,1614762716166	142,545804177127	51,9635764071048	192,442489363236	41,9995503260136	18,3654350595818	58,116338726551	38,2435976439903	19,8727410825607	96,6637125132222	66,7011732229124	0	9,06505021971124	90,123253225607	110332
2008	44	Teruel	Mujeres	17,3529703601854	55,7117949735637	26,9352346662509	12,4314286929281	23,0257842289537	36,0738231250089	50,295547649085	46,0156704041277	155,219735337363	46,1530365224713	216,670467502851	42,7849700031576	17,8244395326808	64,9257744009351	44,4231443600234	20,5026300409117	97,9220535000705	80,2352266207688	0	9,02250885179565	88,3234133618672	70547
2008	50	Zaragoza	Mujeres	17,2516174040147	61,3749802755608	21,3734023204246	12,7750002076257	22,8294811849613	38,2795305998721	53,6785040985308	43,8342441179646	123,892165122157	59,7705504070253	167,306473370281	40,1905927609722	16,1683277962348	51,8566046064351	32,4569230526697	19,3996815537654	99,9137644684059	65,4462501413974	0	9,4271411479637	93,1857495123477	481636
2009	22	Huesca	Mujeres	17,2366902548779	58,8276867747967	23,9356229703254	12,9147693216078	22,5489582121865	36,7913472119092	51,6385009706653	45,035342058884	138,864379509005	53,9562698561017	185,335272928789	42,1865071949168	18,9198280695197	58,3541111803706	37,9030430101434	20,4510681702272	95,3504666349037	66,7681895093063	0	9,65723612622416	88,226034308779	111779
2009	44	Teruel	Mujeres	17,4505055056465	56,0562111014109	26,4932833929426	12,6193359430004	23,1265313019235	36,1542144245121	50,2830268382664	45,9042777887296	151,819575566852	47,6322083444061	209,941977237224	43,4812649481796	18,7935158118522	64,2376448278254	43,5119446821304	20,7257001456951	95,9061637534499	79,1121229368241	0	9,22864147859433	87,9668874172185	71018
2009	50	Zaragoza	Mujeres	17,3866795402336	61,27129201382	21,3420284459464	13,0234403925892	22,8976980998533	38,0683921883086	53,588881820246	43,8360471467116	122,749305849687	61,0225050799371	163,873967266673	40,2302265843653	16,8548479852778	52,3588242810705	32,5164636179755	19,842360663095	98,2010224449826	63,0888709795589	0	9,81352250967087	91,0855052748223	488857
2010	22	Huesca	Mujeres	17,3265382624373	58,7110190821299	23,9624426554328	13,035290337552	22,4469395405294	36,3372663822495	51,1879473768765	45,1610646007747	138,299077937465	54,3988379022646	183,827456350565	41,746126340882	19,7817342073897	58,7244471518225	38,0342546289082	20,6901925229143	92,1834892771384	64,4399799095932	0	9,86550601889974	85,5490400835408	112042
2010	44	Teruel	Mujeres	17,5000707073564	56,100630709619	26,3992985830246	12,6339904403654	23,1326187176514	35,7552959809939	49,765251576774	46,0154707695789	150,852525252525	47,8572959074352	208,954555630177	43,2826226698093	19,6057424469681	64,0239376507701	43,3011690480609	20,7227686027092	92,7666530445443	79,2141230068337	0	9,4472170126196	85,4391422331061	70714
2010	50	Zaragoza	Mujeres	17,5241569991164	60,9910783000314	21,4847647008523	13,2280184541964	22,8527451227904	37,5487110159174	53,136236109471	43,9823276230653	122,600845803513	61,5692963752665	162,418617537055	40,0966595593461	17,5778251599147	53,1693413084019	32,9080725739555	20,2612687344464	95,4659965175297	61,1620795107034	0	10,0615493517032	87,6352134010514	491162
2011	22	Huesca	Mujeres	17,4170880262536	58,5221648519222	24,0607471218242	13,1571203081944	22,3770923067319	35,8186860715018	50,7013742119015	45,3199969679945	138,14448824945	54,6829250213113	182,872441371831	41,3957970423631	20,4440161595197	59,2809863356155	38,3241953353598	20,9567910002557	89,4689493484543	66,5521978021978	0	10,0740270307817	82,6226226226226	112137
2011	44	Teruel	Mujeres	17,4577543591269	56,2373404722446	26,3049051686285	12,7069788523917	23,0286547968102	35,394269040638	49,3803028371507	46,1307454779813	150,677484787018	48,3064993807549	207,011481440196	43,7671638576275	20,3650853481234	63,9663701604849	43,1311981791579	20,8351719813271	90,1330824035489	77,2868875672614	0	9,67026610104126	83,8664812239221	70599
2011	50	Zaragoza	Mujeres	17,6260636925596	60,6269717289867	21,7469645784537	13,3716997344958	22,6923787913568	36,8530748307335	52,5974514037999	44,1970327319708	123,379586944496	61,4876604330525	162,634257500949	39,8658620882919	18,0852653800886	54,1275298066326	33,5180593126941	20,6094704939385	92,2608451803263	61,2445730824891	0	10,2795492268717	83,5030172565903	492271
2012	22	Huesca	Mujeres	17,542842359742	58,4565153393936	24,0006423008644	13,2947358091653	22,3253075461431	35,3131662756363	50,3653086166445	45,4191057744632	136,811594202899	55,3932500743384	180,527410588472	41,1128456735058	21,2905144216473	59,4778773652013	38,2757148954332	21,2021624697681	86,6510475574945	64,5893802287861	0	10,1776120599792	79,0413459249266	112097
2012	44	Teruel	Mujeres	17,5701067615658	56,3274021352313	26,1024911032028	12,8996441281139	23,0277580071174	35,2085409252669	49,0932384341637	46,1476583629893	148,561937940533	49,4192070676774	202,350474508938	44,0639144898293	20,848557561215	63,9401647569485	42,7924669202586	21,1476978366899	87,4567089956487	75,2770673486786	0	10,0264714533155	83,0106518389496	70250
2012	50	Zaragoza	Mujeres	17,6799495983619	60,4411758766775	21,8788745249605	13,4705243305023	22,5963305345885	36,3059395584203	52,1860902787033	44,3514302676375	123,749643081492	61,5686346897526	162,420363069451	39,6957978384664	18,5613157481841	54,6776027286016	33,8417186192077	20,8358841093939	89,4840936878191	60,7394048692516	0	10,3264110569334	80,2296251195964	495222
2013	22	Huesca	Mujeres	17,6013913292932	58,3596299350952	24,0389787356116	13,4148527987951	22,2675440169254	34,7930935561373	49,8162226126869	45,5866353498046	136,574309870633	55,8045869848965	179,196738839882	40,6526198023494	22,0249860152899	59,88189597099	38,4339749745589	21,4479209964311	83,6108887109688	61,4005974112181	0	10,2995871990845	76,4419819029776	111548
2013	44	Teruel	Mujeres	17,5094036236253	56,4059494070692	26,0846469693054	12,9741292675223	22,8070175438596	34,7618227237488	48,5858672868751	46,2774571453183	148,975073794687	49,7385656888106	201,051233816532	43,5191810226209	21,7128075293082	64,0925367508481	42,8029589144365	21,2895778364116	85,2732748693418	71,9094766619519	0	10,0519584332534	80,9334590517241	69654
2013	50	Zaragoza	Mujeres	17,6703410147169	60,2607866344329	22,0688723508502	13,5196114210593	22,4410790364565	35,6340518710141	51,5943793967671	44,5622589276173	124,892170063215	61,2609978712324	163,235995943447	38,7654975194832	18,9213635076243	55,2517404587799	34,2623084243213	20,9894320344586	86,2798953331089	58,6228949051375	0	10,1770381517217	76,6318885954877	495961
2014	22	Huesca	Mujeres	17,7844403028748	57,9414598132692	24,274099883856	13,5357300416858	22,3455689706399	34,2516813872458	49,2378611493756	45,7642951678686	136,490659646636	55,7620266310597	179,333510709059	38,718890248878	22,9071621972479	60,7971161363176	39,0320525812896	21,7650635550279	81,0667233319167	63,45481777334	0	10,3495802531011	73,5217268963299	111069
2014	44	Teruel	Mujeres	17,3849323814499	56,4542341401126	26,1608334784375	12,9389401590342	22,5390330257125	34,2881188693482	47,8872830692437	46,5093301990829	150,479926550371	49,4592046147873	202,186834137042	41,6384713517111	22,7910588496311	64,2030021443888	42,9568739575888	21,2461281868001	82,8666077738516	69,3248124479022	0	10,0054637344625	79,9464690137945	68916
2014	50	Zaragoza	Mujeres	17,6774439230524	59,6225503443645	22,7000057325832	13,5800800923765	22,2471316610569	34,6379054778927	50,5810382527086	44,9695149415686	128,412262719618	59,8241262683202	167,156641037238	37,1815107102593	19,4164599774521	56,9368089939627	35,6246646381627	21,3121443558	82,1655258245177	58,2663253164101	0	10,1866480508506	72,1096429379711	488436
2015	22	Huesca	Mujeres	17,8005676305505	57,6879482785198	24,5114840909297	13,4961870823246	22,365187744258	33,7350271574041	48,5868175512092	45,9877088943899	137,700575620193	55,060668836934	181,617844665413	36,7860313702279	23,3686001775673	61,3102812760542	39,539543932014	21,7707373440403	78,2485576668607	61,8455931080186	0	10,2240030691191	71,4378633277776	110283
2015	44	Teruel	Mujeres	17,2757475083056	56,5486557290676	26,1755967626268	12,9143676731014	22,3908557378489	33,7933759714315	47,2492572482328	46,7299676555388	151,516435106743	49,3374336035784	202,685856754306	39,2787251887056	23,762929829466	64,176558220001	42,9741938584266	21,2023643615743	79,7984665936473	67,292600896861	0	9,94364915473732	78,8954910870325	68327
2015	50	Zaragoza	Mujeres	17,7173980063714	59,2551639091563	23,0274380844723	13,6355975747611	22,1909361833316	33,9868461617511	49,9266262460179	45,228488336245	129,970767017772	59,2145662263477	168,877366453636	35,5551588718315	19,9000357015352	57,885684987961	36,3570283548477	21,5286566331133	78,6782676129154	57,0476327736542	0	10,1463881089544	69,2445634108364	486550
1998	22	Huesca	Hombres	19,3321978151063	59,285798191002	21,3820039938917	13,0565018207447	26,3126982262422	41,1214221386898	55,8156153334116	42,5142331336387	110,603068509798	61,0630407911001	163,765182186235	32,033145630179	9,56828274504418	52,528555431131	32,6136618141097	19,9148936170213	116,144926584108	82,8639240506329				102156
1998	44	Teruel	Hombres	19,3170448778366	56,6359747698108	24,0469803523526	13,386500398753	25,5404915536867	39,5678967592257	53,8737040527804	43,539686797651	124,485812941	55,6681138446696	179,636048526863	30,4932465026532	9,71418234442836	59,8298917703771	38,4342626712091	21,395629099168	113,72687402329	74,0133037694013				68965
1998	50	Zaragoza	Hombres	20,4434628534352	63,0338648898206	16,5226722567443	13,6597539367622	28,7382396246662	44,8938134810711	59,5587831598912	40,1051259015248	80,8212990881236	82,6727887868536	120,958783981292	30,6216771387144	7,57763412276462	43,2304139888335	23,665491875353	19,5649221134806	122,261207001091	98,5532177671916				400710
1999	22	Huesca	Hombres	18,893927444795	59,4114747634069	21,6945977917981	12,9268533123028	25,8951104100946	40,5106466876972	55,4071372239748	42,7326498422713	114,823124282584	59,5855864043259	167,825821703653	32,9440632526014	9,61966646975962	52,9553679131484	33,1830518697226	19,7723160434258	113,674485650636	83,7984102824285				101440
1999	44	Teruel	Hombres	18,9078719087247	56,4589643308731	24,6331637604023	13,2105154821066	25,1227688417091	38,8170082630047	53,4110624283236	43,8374305290087	130,279937791602	53,6289841231945	186,46633277685	31,5506744657992	9,61561418168796	60,8846836191603	39,6309875813128	21,2536960378474	111,770695448529	79,8600699650175				68014
1999	50	Zaragoza	Hombres	19,6872261012576	63,2547295234531	17,0580443752893	13,2869818697498	27,8667658036497	44,0498114099446	59,037058192096	40,5180416178368	86,6452403581612	77,8927617810493	128,381633560629	31,3906328931226	7,58894421591975	43,564765887056	24,4893414722942	19,0754244147618	120,583410598388	99,595649749024				406172
2000	22	Huesca	Hombres	18,275932262536	59,83831412425	21,885753613214	12,6702402993321	25,213497087134	39,9755726374766	55,3522096100346	42,9188226399	119,751776811287	57,8926388519798	172,733532246959	34,1527150323324	9,67756222871822	52,8023817282341	33,4419527801641	19,36042894807	113,02285329658	89,0772128060264				103163
2000	44	Teruel	Hombres	18,3526850507983	56,8766328011611	24,7706821480406	12,8751814223512	24,6052249637155	38,3686502177068	53,4615384615385	44,024992743106	134,97034400949	51,9775004394445	192,39093676023	32,6946739321498	9,90800960918732	60,3742842511987	39,7258041990596	20,6484800521391	110,579031293602	86,5558060879369				68900
2000	50	Zaragoza	Hombres	19,3542915574251	63,3874008345166	17,2583076080583	13,2609148667051	27,2242872443021	43,5710235670981	58,9640266153615	40,6583909627957	89,1704434484313	76,8378636414692	130,144170153672	32,1689318207346	7,82039761878019	43,9246991208155	24,8389672982427	19,0857318225728	119,362062798401	101,892979579669				412694
2001	22	Huesca	Hombres	17,7683239759989	60,1898477744979	22,0418282495032	12,3429993633154	24,6560938434528	39,5487256661072	55,139781212016	43,105139781212	124,051251425159	55,9980743139744	178,577569363032	35,1437699680511	9,82537528994704	52,4037754711988	33,5925784351201	18,8111970360787	112,477384542136	91,3419043792688				103662
2001	44	Teruel	Hombres	17,9501698754247	57,0810465487702	24,9687835758051	12,6564451026512	24,260243342916	37,9315852135784	53,3568545459825	44,1870662368964	139,100541939659	50,6890736756411	197,281174716072	33,7384427516427	10,0947839739489	60,3212290502793	40,030260707635	20,2909683426443	109,118811881188	85,6641310708016				68874
2001	50	Zaragoza	Hombres	18,7282657953109	63,9795358599471	17,2921983447421	12,9775562286832	26,3810909437832	43,2671071147471	58,9493643714074	40,8278388627853	92,3320852754642	75,0486200190342	133,246953740971	32,8312712928098	8,0288547744169	43,409792104201	24,7987056964407	18,6110864077603	119,213348862347	96,8719308583775				419270
2002	22	Huesca	Hombres	17,471534395544	60,808404221056	21,7200613834	12,2529981243961	24,33075043101	39,6387094329614	55,5709224560938	42,9849478051645	124,316851008458	56,4132757643159	177,26323927329	36,0155261895416	9,75620393388286	51,4533298901036	32,8957562193337	18,5575736707698	113,735374657705	95,7791515668301				105566
2002	44	Teruel	Hombres	17,6630980741081	57,7337045434976	24,6031973823943	12,5455641342097	23,9789328664504	37,9481071151804	53,6967940070606	44,0901093539221	139,291517712057	50,9916005599627	196,110729810112	35,4876341577228	9,79934671021932	59,1058544159284	39,1451274088958	19,9607270070326	109,562934513102	90,6082571698708				69682
2002	50	Zaragoza	Hombres	18,4861277942853	64,3284466267207	17,185425578994	13,0063197034727	25,8669982228029	43,216796971038	59,1708286796058	40,8026152192696	92,9639012032932	75,6822671844131	132,131348227627	33,2761087267525	7,9623952585326	43,2495346068056	24,6180421621078	18,6314924446979	119,856681227934	97,2531927832962				427077
2003	22	Huesca	Hombres	17,2650100035527	61,3404760569174	21,3945139395299	12,2594940259157	23,8897926366373	39,6514650062639	55,7431611226417	42,9350984461771	123,918340824173	57,302045097011	174,513841226264	37,0040202761755	9,68362174445027	50,7250052842951	32,2468822659057	18,4781230183893	112,974173333739	97,4097852557007				106962
2003	44	Teruel	Hombres	17,5139083535058	58,3471355162016	24,1389561302926	12,4460299259637	23,8671592984244	38,1364929715038	53,8964623943602	43,9635268470152	137,827352085354	51,559934318555	193,949044585987	36,963406052076	9,60004691531785	57,6913632609327	38,0650489988169	19,6263142621158	109,279475982533	94,8201913559881				70641
2003	50	Zaragoza	Hombres	18,4775096103392	64,4598908478134	17,0625995418475	13,2106045440781	25,5888138657026	43,0441486152559	59,0857290797421	40,8416680728698	92,3425283042472	77,4243368466687	129,158355205599	34,3363047660335	8,08383233532934	43,4168868496865	24,4706490785465	18,9462377711401	117,662248361423	91,790641724358				432607
2004	22	Huesca	Hombres	17,116366095164	61,8565963635016	21,0270375413344	12,2646140736007	23,4964477913321	39,5670658849029	55,5784033123072	42,9740878650624	122,847556685968	58,327826967975	171,444754927876	38,3683538170125	9,78811506101053	49,9062747330566	31,5208486649356	18,3854260681209	110,062707051585	88,8446215139442				107961
2004	44	Teruel	Hombres	17,3807212302844	58,9464353551982	23,6728434145175	12,2831454982905	23,541992036357	37,987702784461	53,725043265375	44,015526289871	136,201732372703	51,887072808321	192,726231386025	39,0074294205052	9,64635958395245	56,1426248956457	36,9633990948636	19,1792258007821	106,310121047545	92,3707440100883				71073
2004	50	Zaragoza	Hombres	18,3953467318486	64,8773311606011	16,7273221075502	13,2928209306536	25,1247057758465	42,798071700163	59,0806626833243	40,8762357414449	90,9323556189867	79,4677166206635	125,837263548601	35,688964658765	8,27515289278563	42,8982629309927	23,9030527265612	18,9952102044315	115,28862035377	84,4910923905538				441840
2005	22	Huesca	Hombres	17,0939937562006	62,5745205654006	20,3314856783988	12,3547133404327	23,1994466136945	39,534354549509	55,6726647188925	42,9100610727321	118,939353602045	60,7664070194288	164,564608810962	39,9901513116662	10,188915748948	48,5579458333897	30,2040374812391	18,3539083521506	107,248764415157	81,1008468052348				109869
2005	44	Teruel	Hombres	17,3674816321448	59,8010321973628	22,8314861704924	12,2604568787791	23,4845654670486	38,1926860653356	53,8402999737108	43,9059884050752	131,461121733588	53,6997757711654	186,220516871685	41,2641658081328	10,0539361250833	54,0640787874912	35,1751188420626	18,8889599454286	103,833598023646	85,579128440367				72273
2005	50	Zaragoza	Hombres	18,2659786758399	65,3795727168082	16,3544486073519	13,3011559845869	24,8110025199664	42,6572090149909	59,1403225734768	40,8850415327796	89,5350251830945	81,3305070927768	122,955092221331	36,8606989510299	8,57383553453992	42,1577361208514	23,2491138952596	18,9086222255918	113,199546609128	77,2988505747126				450006
