Comarca código	Comarca nombre	Año	Sistema de cultivo	(A) TIERRAS DE CULTIVO. Total	Tierras ocupadas por cultivos herbáceos	Barbechos y otras tierras agrícolas no ocupadas	Tierras ocupadas por cultivos leñosos	(B) PRADERAS Y PASTIZALES. Total	Prados naturales	Pastizales	(C) TERRENOS FORESTALES. Total	Monte maderable	Monte abierto	Monte leñoso	(D) OTRAS SUPERFICIES. Total	Eriales	Espartizal	Terrenos improductivos	Superficies no agrícolas	Ríos y Lagos	Total (A+B+C+D)
08	Cinca Medio	2011	Regadío	34631	28225	3859	2547	0	0	0	103	99	0	4	0	0		0	0	0	34734
08	Cinca Medio	2011	Secano	6140	3402	2313	425	1703	170	1533	4641	1221	484	2936	10368	4475		851	2663	2379	22852
09	La Litera / La Llitera	2011	Regadío	26928	23058	1979	1891	2	2	0	11	11	0	0	0	0		0	0	0	26941
09	La Litera / La Llitera	2011	Secano	16799	12200	2895	1704	2831	243	2588	16708	7060	6008	3640	10044	5618		1320	2012	1094	46382
10	Los Monegros	2011	Regadío	75105	68134	6227	744	3	3	0	85	59	0	26	0	0		0	0	0	75193
10	Los Monegros	2011	Secano	105088	62352	41355	1381	10392	1491	8901	35503	13427	4812	17264	46781	32395		1802	8353	4231	197764
11	Bajo Cinca / Baix Cinca	2011	Regadío	31122	13834	5319	11969	20	20	0	31	22	0	9	0	0		0	0	0	31173
11	Bajo Cinca / Baix Cinca	2011	Secano	40990	17432	19993	3565	10540	546	9994	30750	13659	8447	8644	25696	16195		1590	3391	4520	107976
12	Tarazona y el Moncayo	2011	Regadío	4739	2807	1059	873	0	0	0	86	86	0	0	0	0		0	0	0	4825
12	Tarazona y el Moncayo	2011	Secano	8901	4196	3919	786	1276	264	1012	12039	7910	679	3450	13299	11319		365	1241	374	35515
13	Campo de Borja	2011	Regadío	10241	5018	1223	4000	0	0	0	21	21	0	0	0	0		0	0	0	10262
13	Campo de Borja	2011	Secano	24697	8523	7519	8655	3098	472	2626	11290	5631	2042	3617	14608	11815		580	1747	466	53693
14	Aranda	2011	Regadío	318	76	26	216	0	0	0	8	8	0	0	0	0		0	0	0	326
14	Aranda	2011	Secano	6644	2368	1547	2729	4643	682	3961	17365	8121	2710	6534	23452	21788		146	940	578	52104
15	Ribera Alta del Ebro	2011	Regadío	14512	13665	293	554	0	0	0	365	351	0	14	0	0		0	0	0	14877
15	Ribera Alta del Ebro	2011	Secano	10205	5935	4205	65	464	150	314	3887	2315	123	1449	9982	4538		1635	2260	1549	24538
16	Valdejalón	2011	Regadío	14857	5057	872	8928	0	0	0	127	90	0	37	0	0		0	0	0	14984
16	Valdejalón	2011	Secano	35089	17417	11871	5801	2528	822	1706	10593	4335	735	5523	24151	18268		1644	3469	770	72361
17	Central	2011	Regadío	27648	24874	1197	1577	0	0	0	87	71	0	16	0	0		0	0	0	27735
17	Central	2011	Secano	62090	35722	25653	715	3845	1190	2655	35051	16291	1179	17581	83425	56733		9114	15339	2239	184411
18	Ribera Baja del Ebro	2011	Regadío	13578	11435	360	1783	0	0	0	7	7	0	0	0	0		0	0	0	13585
18	Ribera Baja del Ebro	2011	Secano	41908	25638	16048	222	3456	1332	2124	10434	1898	1794	6742	27846	22326		844	2763	1913	83644
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	Regadío	10896	3926	824	6146	0	0	0	3	3	0	0	0	0		0	0	0	10899
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	Secano	23582	8240	5575	9767	6495	956	5539	20673	8295	5300	7078	31511	23103		468	2367	5573	82261
20	Comunidad de Calatayud	2011	Regadío	7382	3139	583	3660	0	0	0	112	93	0	19	0	0		0	0	0	7494
20	Comunidad de Calatayud	2011	Secano	62783	31315	16363	15105	14227	1903	12324	63171	33386	7900	21885	84056	72461		1244	6146	4205	224237
21	Campo de Cariñena	2011	Regadío	7375	1988	317	5070	0	0	0	6	4	0	2	0	0		0	0	0	7381
21	Campo de Cariñena	2011	Secano	36149	14876	10402	10871	907	165	742	13426	9425	250	3751	15072	11482		557	2194	839	65554
22	Campo de Belchite	2011	Regadío	4103	1262	876	1965	0	0	0	20	11	0	9	0	0		0	0	0	4123
22	Campo de Belchite	2011	Secano	61914	37713	22466	1735	1424	697	727	10824	4331	341	6152	23299	20096		370	2015	818	97461
23	Bajo Martín	2011	Regadío	4786	2086	1791	909				13	13	0	0	0	0		0	0	0	
23	Bajo Martín	2011	Secano	45389	23776	18117	3496				12764	5235	1281	6248	16704	14137		484	1640	443	
24	Campo de Daroca	2011	Regadío	1404	1233	106	65	0	0	0	41	36	0	5	0	0		0	0	0	1445
24	Campo de Daroca	2011	Secano	55201	42605	9611	2985	4421	452	3969	26389	17725	3207	5457	22233	16990		319	2832	2092	108244
25	Jiloca	2011	Regadío	6978	5056	1867	55	0	0	0	86	79	0	7	0	0		0	0	0	7064
25	Jiloca	2011	Secano	93576	57967	34320	1289	10517	72	10445	36724	9647	3380	23697	45181	37161		1467	5369	1184	185998
26	Cuencas Mineras	2011	Regadío	1688	536	1146	6	0	0	0	23	23	0	0	0	0		0	0	0	1711
26	Cuencas Mineras	2011	Secano	34041	17458	15734	849	7211	184	7027	41681	18170	3130	20381	56615	52490		911	2290	924	139548
27	Andorra-Sierra de Arcos	2011	Regadío	706	175	424	107	41	41	0	47	47	0	0	0	0		0	0	0	794
27	Andorra-Sierra de Arcos	2011	Secano	16817	6986	6832	2999	2280	75	2205	24723	10655	3551	10517	23094	18804		2073	1838	379	66914
28	Bajo Aragón	2011	Regadío	8440	4003	1117	3320	71	71	0	89	80	0	9	0	0		0	0	0	8600
28	Bajo Aragón	2011	Secano	48337	14214	17933	16190	1257	35	1222	35962	11486	7228	17248	36379	30610		1606	2913	1250	121935
29	Comunidad de Teruel	2011	Regadío	9200	6175	2997	28	356	356	0	499	481	0	18	0	0		0	0	0	10055
29	Comunidad de Teruel	2011	Secano	95928	55489	39881	558	22222	585	21637	60946	13621	14993	32332	89529	77703		1337	7244	3245	268625
30	Maestrazgo	2011	Regadío	916	264	476	176	32	32	0	3	3	0	0	0	0		0	0	0	951
30	Maestrazgo	2011	Secano	9650	5628	3149	873	20644	4433	16211	40642	19194	8008	13440	48564	44651		385	2493	1035	119500
31	Sierra de Albarracín	2011	Regadío	522	261	261	0	4	4	0	20	20	0	0	0	0		0	0	0	546
31	Sierra de Albarracín	2011	Secano	16056	8909	7145	2	32450	4855	27595	59544	27281	14876	17387	33094	30601		181	1839	473	141144
32	Gúdar-Javalambre	2011	Regadío	2009	520	1475	14	389	389	0	59	46	0	13	0	0		0	0	0	2457
32	Gúdar-Javalambre	2011	Secano	18126	9469	8242	415	44102	3306	40796	104786	46293	24766	33727	64628	54736		564	7176	2152	231642
33	Matarraña / Matarranya	2011	Regadío	1429	127	807	495	24	24	0	56	56	0	0	0	0		0	0	0	1509
33	Matarraña / Matarranya	2011	Secano	27342	3114	5174	19054	5721	160	5561	47126	25300	4829	16997	11501	8568		458	1503	972	91690
01	La Jacetania	2010	Regadío	1324	1100	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1324
01	La Jacetania	2010	Secano	21249	18101	3061	87	5065	909	4156	121220	74454	18111	28655	35643	26547	0	1685	2862	4549	183177
02	Alto Gállego	2010	Regadío	572	513	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572
02	Alto Gállego	2010	Secano	6744	5205	1538	1	2554	585	1969	89873	57630	9297	22946	35065	29680	0	693	2438	2254	134236
03	Sobrarbe	2010	Regadío	1176	919	255	2	2	2	0	6	6	0	0	0	0	0	0	0	0	1184
03	Sobrarbe	2010	Secano	11577	8731	2473	373	3379	1076	2303	144724	87740	18902	38082	59382	48660	0	2646	2121	5955	219062
04	La Ribagorza	2010	Regadío	1170	842	323	5	0	0	0	4	4	0	0	0	0	0	0	0	0	1174
04	La Ribagorza	2010	Secano	28484	22546	4923	1015	4913	2025	2888	154813	75832	41456	37525	56750	47168	0	824	3254	5504	244960
05	Cinco Villas	2010	Regadío	72787	65084	6742	961	0	0	0	83	83	0	0	0	0	0	0	0	0	72870
05	Cinco Villas	2010	Secano	76424	52208	22799	1417	13647	0	13647	82236	57630	9169	15437	63157	46325	0	2397	7615	6820	235464
06	Hoya de Huesca / Plana de Uesca	2010	Regadío	24116	20950	2266	900	0	0	0	15	15	0	0	0	0	0	0	0	0	24131
06	Hoya de Huesca / Plana de Uesca	2010	Secano	101314	79863	15524	5927	1399	400	999	83117	46815	12498	23804	44030	30123	0	2116	6266	5525	229860
07	Somontano de Barbastro	2010	Regadío	16442	12734	1977	1731	0	0	0	19	19	0	0	0	0	0	0	0	0	16461
07	Somontano de Barbastro	2010	Secano	37250	20844	7813	8593	1066	409	657	38924	14494	11967	12463	23110	16606	0	906	3144	2454	100350
08	Cinca Medio	2010	Regadío	34802	28029	4286	2487	0	0	0	49	49	0	0	0	0	0	0	0	0	34851
08	Cinca Medio	2010	Secano	6195	3251	2545	399	376	19	357	5618	1336	522	3760	10546	4825	0	838	2643	2240	22735
09	La Litera / La Llitera	2010	Regadío	27096	22103	3149	1844	0	0	0	11	11	0	0	0	0	0	0	0	0	27107
09	La Litera / La Llitera	2010	Secano	16940	11877	3412	1651	494	275	219	18344	7093	6509	4742	10438	6225	0	1298	1835	1080	46216
10	Los Monegros	2010	Regadío	75261	66091	8459	711	0	0	0	58	58	0	0	0	0	0	0	0	0	75319
10	Los Monegros	2010	Secano	106444	62297	42764	1383	2692	7	2685	40339	13348	6075	20916	51001	37290	0	2066	8038	3607	200476
11	Bajo Cinca / Baix Cinca	2010	Regadío	30021	13505	4802	11714	8	8	0	19	19	0	0	0	0	0	0	0	0	30048
11	Bajo Cinca / Baix Cinca	2010	Secano	42883	17931	20715	4237	6675	139	6536	35104	13658	10587	10859	27109	17607	0	1548	3422	4532	111771
12	Tarazona y el Moncayo	2010	Regadío	5056	2800	1316	940	0	0	0	45	45	0	0	0	0	0	0	0	0	5101
12	Tarazona y el Moncayo	2010	Secano	9390	3793	4726	871	1284	0	1284	16195	7942	4137	4116	13208	11205	0	394	1236	373	40077
13	Campo de Borja	2010	Regadío	10912	5172	1926	3814	0	0	0	14	14	0	0	0	0	0	0	0	0	10926
13	Campo de Borja	2010	Secano	26110	8082	8976	9052	2614	0	2614	12845	5594	2320	4931	16583	13861	0	557	1701	464	58152
14	Aranda	2010	Regadío	450	66	170	214	0	0	0	4	4	0	0	0	0	0	0	0	0	454
14	Aranda	2010	Secano	9128	2184	4066	2878	3534	0	3534	19589	8777	3324	7488	23395	21748	0	142	940	565	55646
15	Ribera Alta del Ebro	2010	Regadío	14864	13705	509	650	0	0	0	193	193	0	0	0	0	0	0	0	0	15057
15	Ribera Alta del Ebro	2010	Secano	10538	6060	4410	68	314	0	314	4529	1995	922	1612	11120	5696	0	1629	2244	1551	26501
16	Valdejalón	2010	Regadío	14803	4749	1028	9026	0	0	0	47	47	0	0	0	0	0	0	0	0	14850
16	Valdejalón	2010	Secano	36278	16318	13875	6085	1641	0	1641	15998	4459	3881	7658	24554	18876	0	1519	3397	762	78471
17	Central	2010	Regadío	32642	25132	6069	1441	0	0	0	57	57	0	0	0	0	0	0	0	0	32699
17	Central	2010	Secano	73584	33229	39588	767	2773	0	2773	39167	16253	3771	19143	80637	55718	4	7946	14757	2212	196161
18	Ribera Baja del Ebro	2010	Regadío	13727	11467	570	1690	0	0	0	5	5	0	0	0	0	0	0	0	0	13732
18	Ribera Baja del Ebro	2010	Secano	44133	24944	18990	199	2101	0	2101	12066	1885	2918	7263	26957	21656	0	655	2732	1914	85257
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2010	Regadío	10569	4187	519	5863	0	0	0	3	3	0	0	0	0	0	0	0	0	10572
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2010	Secano	27436	7624	8865	10947	5553	0	5553	21105	8286	5342	7477	34042	25513	0	641	2329	5559	88136
20	Comunidad de Calatayud	2010	Regadío	8591	2941	1890	3760	0	0	0	63	63	0	0	0	0	0	0	0	0	8654
20	Comunidad de Calatayud	2010	Secano	71269	28355	26585	16329	12009	0	12009	73205	34230	13675	25300	85971	74538	0	1172	6047	4214	242454
21	Campo de Cariñena	2010	Regadío	7252	1861	389	5002	0	0	0	2	2	0	0	0	0	0	0	0	0	7254
21	Campo de Cariñena	2010	Secano	37316	12793	12732	11791	736	0	736	15953	9441	2077	4435	15936	12524	0	516	2058	838	69941
22	Campo de Belchite	2010	Regadío	4393	1288	1143	1962	0	0	0	11	11	0	0	0	0	0	0	0	0	4404
22	Campo de Belchite	2010	Secano	62976	36084	25056	1836	750	0	750	11634	4252	839	6543	24608	21452	6	332	1990	828	99968
23	Bajo Martín	2010	Regadío	4914	2112	1897	905	0	0	0	9	9	0	0	0	0	0	0	0	0	4923
23	Bajo Martín	2010	Secano	46436	22544	20398	3494	84	0	84	10411	6298	97	4016	17802	15374	0	318	1662	448	74733
24	Campo de Daroca	2010	Regadío	1521	1162	288	71	0	0	0	20	20	0	0	0	0	0	0	0	0	1541
24	Campo de Daroca	2010	Secano	55958	40466	12277	3215	3948	0	3948	27345	17629	4043	5673	21626	16499	0	394	2774	1959	108877
25	Jiloca	2010	Regadío	6968	4884	2031	53	0	0	0	132	121	0	0	0	0	0	0	0	0	7100
25	Jiloca	2010	Secano	93454	56273	35856	1325	11578	79	11499	36314	15847	7989	12478	44616	36918	0	1293	5257	1148	185962
26	Cuencas Mineras	2010	Regadío	1959	485	1467	7	0	0	0	23	23	0	0	0	0	0	0	0	0	1982
26	Cuencas Mineras	2010	Secano	33944	16808	16268	868	7054	321	6733	42714	22924	3671	16119	55565	51625	0	875	2129	936	139277
27	Andorra-Sierra de Arcos	2010	Regadío	714	178	428	108	123	123	0	54	54	0	0	0	0	0	0	0	0	891
27	Andorra-Sierra de Arcos	2010	Secano	17086	6914	7149	3023	2843	0	2843	21149	13178	2577	5394	25739	21836	0	1693	1833	377	66817
28	Bajo Aragón	2010	Regadío	8400	4044	1299	3057	74	74	0	107	100	0	0	0	0	0	0	0	0	8581
28	Bajo Aragón	2010	Secano	49227	14245	18079	16903	3872	52	3820	30290	14237	5253	10800	38564	33476	0	1153	2989	946	121953
29	Comunidad de Teruel	2010	Regadío	9336	6049	3255	32	3	3	0	500	481	0	0	0	0	0	0	0	0	9839
29	Comunidad de Teruel	2010	Secano	95450	54053	40858	539	22912	948	21964	60468	21059	14562	24847	90011	78538	0	1264	7027	3182	268841
30	Maestrazgo	2010	Regadío	911	268	467	176	32	32	0	39	39	0	0	0	0	0	0	0	0	982
30	Maestrazgo	2010	Secano	9693	5787	3063	843	25314	4412	20902	45526	24898	5983	14645	38936	35198	0	302	2435	1001	119469
31	Sierra de Albarracín	2010	Regadío	595	237	358	0	4	4	0	58	58	0	0	0	0	0	0	0	0	657
31	Sierra de Albarracín	2010	Secano	16861	8618	8243	0	28915	4122	24793	63905	30644	22802	10459	31352	29200	0	186	1531	435	141033
32	Gúdar-Javalambre	2010	Regadío	2072	534	1524	14	389	389	0	78	64	0	0	0	0	0	0	0	0	2539
32	Gúdar-Javalambre	2010	Secano	19801	9000	10360	441	37443	3364	34079	113369	65279	30696	17394	60947	51527	0	422	6855	2143	231560
33	Matarraña / Matarranya	2010	Regadío	1393	134	801	458	7	7	0	25	25	0	0	0	0	0	0	0	0	1425
33	Matarraña / Matarranya	2010	Secano	27399	2769	5516	19114	3714	409	3305	45526	36625	4335	4566	15135	12416	0	405	1384	930	91774
01	La Jacetania	2009	Regadío	1384	1145	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1384
01	La Jacetania	2009	Secano	21396	17602	3702	92	22199	384	21815	92049	65122	14788	12139	47473	36398	0	3757	2836	4482	183117
02	Alto Gállego	2009	Regadío	669	559	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669
02	Alto Gállego	2009	Secano	6959	5189	1769	1	9686	0	9686	70108	48006	8172	13930	47386	42059	0	648	2424	2255	134139
03	Sobrarbe	2009	Regadío	1240	987	252	1	0	0	0	2	2	0	0	0	0	0	0	0	0	1242
03	Sobrarbe	2009	Secano	11610	8534	2690	386	16349	0	16349	112809	77526	13482	21801	78236	67488	0	2691	2023	6034	219004
04	La Ribagorza	2009	Regadío	1185	848	331	6	0	0	0	3	3	0	0	0	0	0	0	0	0	1188
04	La Ribagorza	2009	Secano	27959	21808	5075	1076	29692	0	29692	114131	60196	25069	28866	73164	62774	0	1428	3345	5617	244946
05	Cinco Villas	2009	Regadío	72763	65343	6542	878	0	0	0	77	77	0	0	0	0	0	0	0	0	72840
05	Cinco Villas	2009	Secano	76405	51064	23925	1416	15795	0	15795	71932	49379	6957	15596	71362	54509	0	2505	7570	6778	235494
06	Hoya de Huesca / Plana de Uesca	2009	Regadío	24289	19738	3694	857	0	0	0	13	13	0	0	0	0	0	0	0	0	24302
06	Hoya de Huesca / Plana de Uesca	2009	Secano	102075	80587	15288	6200	8136	0	8136	62916	37853	9463	15600	56562	41939	0	2478	6594	5551	229689
07	Somontano de Barbastro	2009	Regadío	16671	12639	2290	1742	0	0	0	12	12	0	0	0	0	0	0	0	0	16683
07	Somontano de Barbastro	2009	Secano	38017	20842	8248	8927	7144	0	7144	26762	12534	6895	7333	28205	21735	0	921	3102	2447	100128
08	Cinca Medio	2009	Regadío	34896	27841	4539	2516	0	0	0	41	41	0	0	0	0	0	0	0	0	34937
08	Cinca Medio	2009	Secano	6219	3487	2307	425	631	0	631	3603	1310	278	2015	12196	6164	0	844	2698	2490	22649
09	La Litera / La Llitera	2009	Regadío	27138	21840	3439	1859	0	0	0	10	10	0	0	0	0	0	0	0	0	27148
09	La Litera / La Llitera	2009	Secano	16988	12034	3219	1735	3732	0	3732	13063	6610	3585	2868	12392	8222	0	1261	1823	1086	46175
10	Los Monegros	2009	Regadío	75709	65680	9300	729	0	0	0	24	24	0	0	0	0	0	0	0	0	75733
10	Los Monegros	2009	Secano	105054	56375	47276	1403	4109	0	4109	30675	13248	3573	13854	60224	46336	0	2050	8235	3603	200062
11	Bajo Cinca / Baix Cinca	2009	Regadío	29981	13562	4929	11490	0	0	0	16	16	0	0	0	0	0	0	0	0	29997
11	Bajo Cinca / Baix Cinca	2009	Secano	44396	16419	23542	4435	7819	0	7819	26615	13468	7079	6068	32992	23670	0	1500	3325	4497	111822
12	Tarazona y el Moncayo	2009	Regadío	5054	2900	1199	955	0	0	0	45	45	0	0	0	0	0	0	0	0	5099
12	Tarazona y el Moncayo	2009	Secano	9583	3773	4929	881	1760	0	1760	11484	6427	1249	3808	17252	15125	0	491	1263	373	40079
13	Campo de Borja	2009	Regadío	10628	5147	1653	3828	0	0	0	11	11	0	0	0	0	0	0	0	0	10639
13	Campo de Borja	2009	Secano	26262	7979	8978	9305	2735	0	2735	10886	4803	2178	3905	18556	15493	0	749	1871	443	58439
14	Aranda	2009	Regadío	427	56	175	196	0	0	0	4	4	0	0	0	0	0	0	0	0	431
14	Aranda	2009	Secano	9152	2380	3973	2799	3982	0	3982	17443	7441	2830	7172	25092	23323	0	264	932	573	55669
15	Ribera Alta del Ebro	2009	Regadío	14610	13502	442	666	0	0	0	147	147	0	0	0	0	0	0	0	0	14757
15	Ribera Alta del Ebro	2009	Secano	10589	5747	4768	74	316	0	316	3582	1881	133	1568	12314	7050	0	1606	2187	1471	26801
16	Valdejalón	2009	Regadío	14655	4592	929	9134	0	0	0	30	30	0	0	0	0	0	0	0	0	14685
16	Valdejalón	2009	Secano	36202	14671	15382	6149	1767	0	1767	11528	4131	1451	5946	29139	23437	0	1491	3424	787	78636
17	Central	2009	Regadío	32598	24816	6374	1408	0	0	0	42	42	0	0	0	0	0	0	0	0	32640
17	Central	2009	Secano	73474	32216	40401	857	2662	0	2662	35787	16148	1200	18439	84297	58580	203	7914	15375	2225	196220
18	Ribera Baja del Ebro	2009	Regadío	13634	11611	414	1609	0	0	0	3	3	0	0	0	0	0	0	0	0	13637
18	Ribera Baja del Ebro	2009	Secano	42979	22990	19812	177	2089	0	2089	10847	1833	1798	7216	29437	24175	0	560	2805	1897	85352
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2009	Regadío	9960	3829	874	5257	0	0	0	4	4	0	0	0	0	0	0	0	0	9964
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2009	Secano	27958	8068	8416	11474	5551	0	5551	20987	8199	5309	7479	34248	25666	0	636	2324	5622	88744
20	Comunidad de Calatayud	2009	Regadío	8481	2993	1951	3537	0	0	0	46	46	0	0	0	0	0	0	0	0	8527
20	Comunidad de Calatayud	2009	Secano	71263	29164	25055	17044	12983	0	12983	63724	30805	9242	23677	94611	82614	0	1732	6109	4156	242581
21	Campo de Cariñena	2009	Regadío	7230	1937	185	5108	0	0	0	0	0	0	0	0	0	0	0	0	0	7230
21	Campo de Cariñena	2009	Secano	37294	12981	11815	12498	1128	0	1128	11858	7214	640	4004	19685	16329	0	483	2034	839	69965
22	Campo de Belchite	2009	Regadío	4342	1491	938	1913	0	0	0	9	9	0	0	0	0	0	0	0	0	4351
22	Campo de Belchite	2009	Secano	63004	33789	27313	1902	748	0	748	10970	4125	380	6465	25299	22131	0	349	1994	825	100021
23	Bajo Martín	2009	Regadío	5269	2739	1655	875	0	0	0	4	4	0	0	0	0	0	0	0	0	5273
23	Bajo Martín	2009	Secano	49041	22354	23199	3488	456	0	456	10332	6177	95	4060	14554	12177	0	308	1620	449	74383
24	Campo de Daroca	2009	Regadío	1512	1189	251	72	0	0	0	16	16	0	0	0	0	0	0	0	0	1528
24	Campo de Daroca	2009	Secano	55923	41130	11422	3371	5268	0	5268	22579	12348	4497	5734	25120	19991	0	402	2768	1959	108890
25	Jiloca	2009	Regadío	6471	4979	1429	63	0	0	0	14	14	0	0	0	0	0	0	0	0	6485
25	Jiloca	2009	Secano	92164	55448	35138	1578	12089	0	12089	34970	11280	10462	13228	47354	39798	0	1301	5035	1220	186577
26	Cuencas Mineras	2009	Regadío	1474	510	955	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1474
26	Cuencas Mineras	2009	Secano	34208	16546	16627	1035	5923	0	5923	43405	21814	4008	17583	56249	52320	0	874	2120	935	139785
27	Andorra-Sierra de Arcos	2009	Regadío	796	157	507	132	0	0	0	0	0	0	0	0	0	0	0	0	0	796
27	Andorra-Sierra de Arcos	2009	Secano	19565	6530	9982	3053	3154	0	3154	21394	12480	2610	6304	22799	18908	0	1686	1828	377	66912
28	Bajo Aragón	2009	Regadío	8713	4059	1425	3229	0	0	0	49	49	0	0	0	0	0	0	0	0	8762
28	Bajo Aragón	2009	Secano	51612	13315	21449	16848	4877	0	4877	29375	14974	4121	10280	35908	30846	0	1153	2960	949	121772
29	Comunidad de Teruel	2009	Regadío	9314	6157	3120	37	0	0	0	29	29	0	0	0	0	0	0	0	0	9343
29	Comunidad de Teruel	2009	Secano	97872	50091	47231	550	20481	0	20481	62647	20708	15523	26416	88347	76884	0	1263	7018	3182	269347
30	Maestrazgo	2009	Regadío	980	273	521	186	0	0	0	1	1	0	0	0	0	0	0	0	0	981
30	Maestrazgo	2009	Secano	11868	5472	5570	826	13789	340	13449	46194	23545	6544	16105	47619	43882	0	301	2433	1003	119470
31	Sierra de Albarracín	2009	Regadío	526	243	283	0	0	0	0	3	3	0	0	0	0	0	0	0	0	529
31	Sierra de Albarracín	2009	Secano	17597	8201	9396	0	30067	5002	25065	62193	28178	23183	10832	31304	29165	0	179	1527	433	141161
32	Gúdar-Javalambre	2009	Regadío	2032	609	1408	15	0	0	0	9	9	0	0	0	0	0	0	0	0	2041
32	Gúdar-Javalambre	2009	Secano	25049	9089	15517	443	39296	1315	37981	111773	62495	32529	16749	55940	46524	0	420	6853	2143	232058
33	Matarraña / Matarranya	2009	Regadío	1156	122	520	514	0	0	0	8	8	0	0	0	0	0	0	0	0	1164
33	Matarraña / Matarranya	2009	Secano	28716	2717	6774	19225	5766	200	5566	46014	38047	4987	2980	11539	8851	0	404	1350	934	92035
01	La Jacetania	2008	Regadío	1693	928	764	1	6	6	0	5	5	0	0	0	0	0	0	0	0	1704
01	La Jacetania	2008	Secano	21841	16812	4931	98	33588	814	32774	86343	69078	14460	2805	41025	25623	0	9092	2073	4237	182797
02	Alto Gállego	2008	Regadío	651	335	316	0	409	409	0	0	0	0	0	0	0	0	0	0	0	1060
02	Alto Gállego	2008	Secano	7543	4285	3257	1	22495	7667	14828	68407	50528	3296	14583	35303	20457	0	11058	1584	2204	133748
03	Sobrarbe	2008	Regadío	1657	924	728	5	580	580	0	0	0	0	0	0	0	0	0	0	0	2237
03	Sobrarbe	2008	Secano	11771	6337	4998	436	40989	12086	28903	105689	58277	33167	14245	59560	33128	0	19147	1737	5548	218009
04	La Ribagorza	2008	Regadío	1361	644	707	10	550	550	0	0	0	0	0	0	0	0	0	0	0	1911
04	La Ribagorza	2008	Secano	29456	20968	7272	1216	24043	4029	20014	107662	38311	32686	36665	83062	60729	0	15114	2421	4798	244223
05	Cinco Villas	2008	Regadío	73718	65072	7780	866	0	0	0	74	74	0	0	0	0	0	0	0	0	73792
05	Cinco Villas	2008	Secano	76887	53141	22340	1406	17835	0	17835	74200	49638	8820	15742	65620	48873	0	2478	7491	6778	234542
06	Hoya de Huesca / Plana de Uesca	2008	Regadío	24947	19149	4920	878	0	0	0	83	83	0	0	0	0	0	0	0	0	25030
06	Hoya de Huesca / Plana de Uesca	2008	Secano	105648	81181	18225	6242	484	76	408	61310	23330	7930	30050	61519	45539	46	9214	3978	2742	228961
07	Somontano de Barbastro	2008	Regadío	16958	12824	2023	2111	0	0	0	29	29	0	0	0	0	0	0	0	0	16987
07	Somontano de Barbastro	2008	Secano	41247	21687	10438	9122	0	0	0	22285	3894	4805	13586	36292	29289	0	2815	2308	1880	99824
08	Cinca Medio	2008	Regadío	36199	26822	6581	2796	0	0	0	207	207	0	0	0	0	0	0	0	0	36406
08	Cinca Medio	2008	Secano	6795	3417	2935	443	0	0	0	1748	781	9	958	12637	7477	0	956	1824	2380	21180
09	La Litera / La Llitera	2008	Regadío	27694	21997	3568	2129	0	0	0	11	11	0	0	0	0	0	0	0	0	27705
09	La Litera / La Llitera	2008	Secano	18255	12004	4257	1994	0	0	0	14083	4537	15	9531	13280	10208	0	901	1519	652	45618
10	Los Monegros	2008	Regadío	77716	65220	11732	764	0	0	0	44	44	0	0	0	0	0	0	0	0	77760
10	Los Monegros	2008	Secano	109854	53492	54847	1515	2899	0	2899	25670	14245	1906	9519	59612	46461	0	3459	6323	3369	198035
11	Bajo Cinca / Baix Cinca	2008	Regadío	31769	13116	6076	12577	0	0	0	3	3	0	0	0	0	0	0	0	0	31772
11	Bajo Cinca / Baix Cinca	2008	Secano	47005	15496	27044	4465	5299	0	5299	21427	4933	5266	11228	36316	27722	0	1965	2573	4056	110047
12	Tarazona y el Moncayo	2008	Regadío	5092	3156	986	950	0	0	0	45	45	0	0	0	0	0	0	0	0	5137
12	Tarazona y el Moncayo	2008	Secano	9753	3908	4972	873	4700	0	4700	11826	6437	1585	3804	13762	11612	0	512	1265	373	40041
13	Campo de Borja	2008	Regadío	10723	5166	1765	3792	0	0	0	11	11	0	0	0	0	0	0	0	0	10734
13	Campo de Borja	2008	Secano	26228	7992	8919	9317	4189	0	4189	11693	5099	2486	4108	16234	13047	0	811	1923	453	58344
14	Aranda	2008	Regadío	459	56	203	200	0	0	0	4	4	0	0	0	0	0	0	0	0	463
14	Aranda	2008	Secano	9317	2212	4357	2748	4727	0	4727	17898	8002	3019	6877	23695	21761	0	389	981	564	55637
15	Ribera Alta del Ebro	2008	Regadío	14590	13444	484	662	0	0	0	150	150	0	0	0	0	0	0	0	0	14740
15	Ribera Alta del Ebro	2008	Secano	10717	5730	4915	72	1729	0	1729	3638	1893	185	1560	10734	5478	0	1589	2212	1455	26818
