Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Área gastos, total	Área gastos, deuda pública	Área gastos, servicios públicos básicos	Área gastos, actuaciones protección y promoción social	Área gastos, producción bienes públicos carácter preferente	Área gastos, actuaciones carácter económico	Área gastos, actuaciones carácter general
2010	22057	Bielsa	Presupuestos	Consolidada	1443312,8	0	486050	15600	145272	25368	771022,8
2010	22058	Bierge	Presupuestos	Consolidada	970270,08	0	0	25000	43000	713600,08	188670
2010	22059	Biescas	Presupuestos	Consolidada	3287000	258878,28	620467,63	686032	318525	115500	1287597,09
2010	22060	Binaced	Presupuestos	Consolidada	1475282,71	44034,95	709481,89	93512,95	157700	71000	399552,92
2010	22061	Binéfar	Presupuestos	Consolidada	7421648,43	408323,37	2411036,44	39853,37	2308194	174098,17	2080143,08
2010	22062	Bisaurri	Presupuestos	Consolidada	318032,84	0	24500	0	15643,52	55000	222889,32
2010	22063	Biscarrués	Presupuestos	Consolidada	220300	9600	41000	9150	38000	18000	104550
2010	22064	Blecua y Torres	Presupuestos	Consolidada	341636,73	28704,07	0	16000	33302,42	3600	260030,24
2010	22066	Boltaña	Presupuestos	Consolidada	2136681,35	15907,08	2260,1	138000	1768971,35	0	211542,82
2010	22067	Bonansa	Presupuestos	Consolidada	258470	7100	94150	2980	79025	3200	72015
2010	22068	Borau	Presupuestos	Consolidada	137377,42	0	5041,32	11661,09	54691,86	32544,1	33439,05
2010	22069	Broto	Presupuestos	Consolidada	998146,2	54450	192523,16	40000	38994,8	162278,24	509900
2010	22072	Caldearenas	Presupuestos	Consolidada	415549	0	110842	23356	18550	59651	203150
2010	22074	Campo	Presupuestos	Consolidada	675180	71600	62840	39400	160200	52000	289140
2010	22075	Camporrells	Presupuestos	Sin información							
2010	22076	Canal de Berdún	Presupuestos	Sin información							
2010	22077	Candasnos	Presupuestos	Sin información							
2010	22078	Canfranc	Presupuestos	Clasificación Económica de la Administración General							
2010	22079	Capdesaso	Presupuestos	Consolidada	379502,01	28765,19	7521,87	0	297882,52	0	45332,43
2010	22080	Capella	Presupuestos	Consolidada	285850	0	0	0	0	0	285850
2010	22081	Casbas de Huesca	Presupuestos	Consolidada	445329,4	11505	72000	107,21	224495,45	0	137221,74
2010	22082	Castejón del Puente	Presupuestos	Consolidada	786287,44	13104,04	0	0	423046,41	155003,79	195133,2
2010	22083	Castejón de Monegros	Presupuestos	Consolidada	860585,15	40646,56	0	67626,56	29934,24	299204,67	423173,12
2010	22084	Castejón de Sos	Presupuestos	Consolidada	1721107	57667	311215	630799	321436	0	399990
2010	22085	Castelflorite	Presupuestos	Consolidada	376974	6812	0	5684	286945	0	77533
2010	22086	Castiello de Jaca	Presupuestos	Consolidada	788266,57	4400	403426,67	47200	156303,63	64800	112136,27
2010	22087	Castigaleu	Presupuestos	Consolidada	201660,6	0	0	0	0	0	201660,6
2010	22088	Castillazuelo	Presupuestos	Consolidada	366529,36	38600,02	0	0	132673,24	136191,95	59064,15
2010	22089	Castillonroy	Presupuestos	Consolidada	474500	0	311000	500	52000	69000	42000
2010	22090	Colungo	Presupuestos	Consolidada	178320	27200	150	2300	106289,92	0	42380,08
2010	22094	Chalamera	Presupuestos	Sin información							
2010	22095	Chía	Presupuestos	Consolidada	211409,63	0	83795,84	0	37106,83	0	90506,96
2010	22096	Chimillas	Presupuestos	Consolidada	165492,24	0	23745,69	0	24641,5	0	117105,05
2010	22099	Esplús	Presupuestos	Consolidada	678497	0	152798,36	1900	217823,86	142119,64	163855,14
2010	22102	Estada	Presupuestos	Consolidada	239035,39	0	72584,47	0	23454,49	0	142996,43
2010	22103	Estadilla	Presupuestos	Consolidada	2789870,37	108355,6	790234	25040,16	377498,28	30601,44	1458140,89
2010	22105	Estopiñán del Castillo	Presupuestos	Consolidada	340966,27	16000	55391,04	20000	31250,11	0	218325,12
2010	22106	Fago	Presupuestos	Consolidada	122250	3450	0	0	95100	0	23700
2010	22107	Fanlo	Presupuestos	Consolidada	681219	0	586169	8000	4000	0	83050
2010	22109	Fiscal	Presupuestos	Consolidada	937162,44	39909,28	0	22500	644857	35100	194796,16
2010	22110	Fonz	Presupuestos	Consolidada	1136855	53611	3650	0	639000	16000	424594
2010	22111	Foradada del Toscar	Presupuestos	Clasificación Económica de la Administración General							
2010	22112	Fraga	Presupuestos	Consolidada	12804100	745600	4622700	122000	3270200	1242100	2801500
2010	22113	Fueva (La)	Presupuestos	Consolidada	984705	468705	280800	4300	11400	73800	145700
2010	22114	Gistaín	Presupuestos	Sin información							
2010	22115	Grado (El)	Presupuestos	Consolidada	915600	108750	326400	37200	149500	65400	228350
2010	22116	Grañén	Presupuestos	Consolidada	1988529,32	306098,15	364896	105911	390145,17	4550	816929
2010	22117	Graus	Presupuestos	Consolidada	5893825	309749	1043343	1328224	1707066	796425	709018
2010	22119	Gurrea de Gállego	Presupuestos	Consolidada	1912750	114900	807600	326900	323900	40100	299350
2010	22122	Hoz de Jaca	Presupuestos	Consolidada	256196	4000	22100	15500	0	122314	92282
2010	22124	Huerto	Presupuestos	Consolidada	736064,49	27431,68	0	14565,18	565547,62	0	128520,01
2010	22125	Huesca	Presupuestos	Consolidada	50732718,17	3348533,65	21284502,56	7976236,85	9446281,61	1409637,4	7267526,1
2010	22126	Ibieca	Presupuestos	Consolidada	123868,24	560	76272	3725	8807,24	0	34504
2010	22127	Igriés	Presupuestos	Consolidada	398645	500	215245	23000	75500	0	84400
2010	22128	Ilche	Presupuestos	Consolidada	235991,92	7150	50768,41	12300	152499,51	12200	1074
2010	22129	Isábena	Presupuestos	Consolidada	518552,95	15790,78	322765,86	32981,54	71386,44	1480	74148,33
2010	22130	Jaca	Presupuestos	Consolidada	20010856	2210147	7101838	613851	4722762	2454220	2908038
2010	22131	Jasa	Presupuestos	Consolidada	225836,64	10250	89189	0	11000	0	115397,64
2010	22133	Labuerda	Presupuestos	Consolidada	301695,6	3310	0	15000	179362,49	0	104023,11
2010	22135	Laluenga	Presupuestos	Consolidada	594520	0	0	15120	62000	366400	151000
2010	22136	Lalueza	Presupuestos	Consolidada	922363,01	56800	212000	0	241377,45	27000	385185,56
2010	22137	Lanaja	Presupuestos	Consolidada	1330592,62	11500	581156,13	78332,64	251708,6	0	407895,25
2010	22139	Laperdiguera	Presupuestos	Consolidada	288700	0	0	5000	45200	198160	40340
2010	22141	Lascellas-Ponzano	Presupuestos	Consolidada	651858,63	12550	0	6150	58000	484058,63	91100
2010	22142	Lascuarre	Presupuestos	Consolidada	315400	0	0	0	0	0	315400
2010	22143	Laspaúles	Presupuestos	Sin información							
2010	22144	Laspuña	Presupuestos	Consolidada	405000	22300	125567	900	37200	34927	184106
2010	22149	Loarre	Presupuestos	Consolidada	356416,11	8550	100960	33447,7	27349,63	2000	184108,78
2010	22150	Loporzano	Presupuestos	Clasificación Económica de la Administración General							
2010	22151	Loscorrales	Presupuestos	Consolidada	198850	8235	136100	0	28830	0	25685
2010	22155	Monesma y Cajigar	Presupuestos	Consolidada	112971,63	0	0	0	0	0	112971,63
2010	22156	Monflorite-Lascasas	Presupuestos	Consolidada	468373	6100	226250	41078	27000	1000	166945
2010	22157	Montanuy	Presupuestos	Consolidada	1747200	1300	323000	82300	177900	843100	319600
2010	22158	Monzón	Presupuestos	Consolidada	20363916,53	2077500	7135702,96	2848059,4	4157726,67	307050	3837877,5
2010	22160	Naval	Presupuestos	Consolidada	745647,97	10280	52100	0	51000	471170,12	161097,85
2010	22162	Novales	Presupuestos	Consolidada	282211,93	5350	150548,5	0	65777,35	21862,5	38673,58
2010	22163	Nueno	Presupuestos	Consolidada	1089074	500	599330	52000	255494	3000	178750
2010	22164	Olvena	Presupuestos	Consolidada	203161,25	0	145000	3338,64	2510	0	52312,61
2010	22165	Ontiñena	Presupuestos	Consolidada	421395,29	11200	40310	38800	46165,29	77600	207320
2010	22167	Osso de Cinca	Presupuestos	Consolidada	733808,32	16089,41	162400,98	42000	151792,79	18000	343525,14
2010	22168	Palo	Presupuestos	Consolidada	311379	110103,2	52550	1100	66000	28000	53625,8
2010	22170	Panticosa	Presupuestos	Consolidada	2369720	124200	237000	182700	159000	660318	1006502
2010	22172	Peñalba	Presupuestos	Consolidada	1039640,71	0	30000	44000	774719,68	0	190921,03
2010	22173	Peñas de Riglos (Las)	Presupuestos	Consolidada	298447,45	0	143128	0	47000	12619,45	95700
2010	22174	Peralta de Alcofea	Presupuestos	Consolidada	1034116,59	0	126542,57	44663,68	832510,34	30400	0
2010	22175	Peralta de Calasanz	Presupuestos	Consolidada	302673	21204	135827	0	63540	9500	72602
2010	22176	Peraltilla	Presupuestos	Consolidada	310800	8700	204300	2550	30075	10000	55175
2010	22177	Perarrúa	Presupuestos	Consolidada	671394,56	4158,33	297000	3100	49041,23	190195	127900
2010	22178	Pertusa	Presupuestos	Consolidada	375487,56	11950,63	310111,93	12000	9300	0	32125
2010	22181	Piracés	Presupuestos	Consolidada	141806,41	3750	92041,74	0	14101,01	4854,5	27059,16
2010	22182	Plan	Presupuestos	Consolidada	392842,85	10700	137700	0	26300	16000	202142,85
2010	22184	Poleñino	Presupuestos	Consolidada	314645,48	6545,92	96001	0	70572	12000	129526,56
2010	22186	Pozán de Vero	Presupuestos	Consolidada	620862,15	11600	0	0	86582,55	417602,26	105077,34
2010	22187	Puebla de Castro (La)	Presupuestos	Consolidada	1666644,22	17400	156021,39	39432,95	49000	1213889,88	190900
2010	22188	Puente de Montañana	Presupuestos	Sin información							
2010	22189	Puértolas	Presupuestos	Consolidada	984705	468705	280800	4300	11400	73800	145700
2010	22190	Pueyo de Araguás (El)	Presupuestos	Consolidada	393598,03	0	0	0	306434,53	0	87163,5
2010	22193	Pueyo de Santa Cruz	Presupuestos	Sin información							
2010	22195	Quicena	Presupuestos	Consolidada	188270	19150	55500	19000	7600	13720	73300
2010	22197	Robres	Presupuestos	Consolidada	1021430	42000	95700	33200	14900	583500	252130
2010	22199	Sabiñánigo	Presupuestos	Consolidada	12749877	626500	3918993	1036682	3385788	2022422	1759492
2010	22200	Sahún	Presupuestos	Consolidada	681632,22	40025	308214,05	12900	81706,68	14750	224036,49
2010	22201	Salas Altas	Presupuestos	Consolidada	661900	0	115900	73100	410300	0	62600
2010	22202	Salas Bajas	Presupuestos	Consolidada	588200	3500	53500	74800	0	295400	161000
2010	22203	Salillas	Presupuestos	Sin información							
2010	22204	Sallent de Gállego	Presupuestos	Consolidada	3413083,69	90670,72	0	0	0	601481,98	2720930,99
2010	22205	San Esteban de Litera	Presupuestos	Consolidada	746240	13200	237600	0	268100	10000	217340
2010	22206	Sangarrén	Presupuestos	Consolidada	285900	30070	82100	0	15000	155130	3600
2010	22207	San Juan de Plan	Presupuestos	Sin información							
2010	22208	Santa Cilia	Presupuestos	Consolidada	362763	28000	29000	22000	15000	151113	117650
2010	22209	Santa Cruz de la Serós	Presupuestos	Consolidada	166112,96	19200	10240	15541,01	4580,6	26440,31	90111,04
2010	22212	Santaliestra y San Quílez	Presupuestos	Sin información							
2010	22213	Sariñena	Presupuestos	Consolidada	6032555,43	337310,48	1488021,81	459197	970233,13	971509,4	1806283,61
2010	22214	Secastilla	Presupuestos	Consolidada	448446,85	50477,05	100526,83	22600	36500	68732,01	169610,96
2010	22215	Seira	Presupuestos	Consolidada	373893	21048	147630	32640	63400	0	109175
2010	22217	Sena	Presupuestos	Consolidada	751100	9900	0	32500	562400	0	146300
2010	22218	Senés de Alcubierre	Presupuestos	Consolidada	75740	0	0	1890	12600	0	61250
2010	22220	Sesa	Presupuestos	Consolidada	218130	4250	127810	0	17850	0	68220
2010	22221	Sesué	Presupuestos	Consolidada	312000	36400	0	21100	21390	93700	139410
2010	22222	Siétamo	Presupuestos	Sin información							
2010	22223	Sopeira	Presupuestos	Sin información							
2010	22225	Tamarite de Litera	Presupuestos	Sin información							
2010	22226	Tardienta	Presupuestos	Consolidada	3160501,76	27051	298826,67	1728394,25	687816	76000	342413,84
2010	22227	Tella-Sin	Presupuestos	Consolidada	473700	0	120000	0	15000	58000	280700
2010	22228	Tierz	Presupuestos	Consolidada	707300	1690	12000	47000	27000	331287,68	288322,32
2010	22229	Tolva	Presupuestos	Consolidada	196855,73	4427,28	89505,13	11200	47600	0	44123,32
2010	22230	Torla-Ordesa	Presupuestos	Consolidada	735959	0	572059	9000	21000	0	133900
2010	22232	Torralba de Aragón	Presupuestos	Consolidada	289800	0	0	9100	47500	0	233200
2010	22233	Torre la Ribera	Presupuestos	Consolidada	368180,6	10183,47	210545,96	5629,75	104136,84	617	37067,58
2010	22234	Torrente de Cinca	Presupuestos	Consolidada	822493,86	46120,59	267465,87	75300	116080,44	0	317526,96
2010	22235	Torres de Alcanadre	Presupuestos	Consolidada	167789,63	2600	128614,63	6100	7300	0	23175
2010	22236	Torres de Barbués	Presupuestos	Consolidada	396548,86	270	83600	9820,86	21320	209084,26	72453,74
2010	22239	Tramaced	Presupuestos	Consolidada	355707,82	21852,18	0	6203,66	302035,67	1182,86	24433,45
2010	22242	Valfarta	Presupuestos	Consolidada	220689,1	0	0	5800	184429,28	100	30359,82
2010	22243	Valle de Bardají	Presupuestos	Sin información							
2010	22244	Valle de Lierp	Presupuestos	Consolidada	318231,55	0	84218,51	0	150000	40263,04	43750
2010	22245	Velilla de Cinca	Presupuestos	Consolidada	320485	8100	119085	15000	108000	0	70300
2010	22246	Beranuy	Presupuestos	Consolidada	144805,81	0	99154	5629,75	3221,49	2040	34760,57
2010	22247	Viacamp y Litera	Presupuestos	Consolidada	498619,64	0	45000	11000	25844,3	155141,93	261633,41
2010	22248	Vicién	Presupuestos	Consolidada	290403,24	19042,34	0	13570,54	202448,4	21363,21	33978,75
2010	22249	Villanova	Presupuestos	Consolidada	207000	950	6000	20300	8000	52600	119150
2010	22250	Villanúa	Presupuestos	Consolidada	1547817,52	0	78200	99000	652471,82	509350	208795,7
2010	22251	Villanueva de Sigena	Presupuestos	Consolidada	619306	16000	0	0	175000	246406	181900
2010	22252	Yebra de Basa	Presupuestos	Consolidada	182032	0	119366	0	6000	2000	54666
2010	22253	Yésero	Presupuestos	Consolidada	230442,15	0	197219,15	1600	5000	0	26623
2010	22254	Zaidín	Presupuestos	Consolidada	1633158,36	128632,16	0	89000	239900	260018	915608,2
2010	22901	Valle de Hecho	Presupuestos	Sin información							
2010	22902	Puente la Reina de Jaca	Presupuestos	Consolidada	353000	17075	30482,94	42517,22	17803,25	88000	157121,59
2010	22903	San Miguel del Cinca	Presupuestos	Consolidada	1025090,92	45137,32	357757,21	0	401733,1	20000	200463,29
2010	22904	Sotonera (La)	Presupuestos	Consolidada	946483	44493	381282	45474	60475	129000	285759
2010	22905	Lupiñén-Ortilla	Presupuestos	Consolidada	838000	46365	278100	0	397300	0	116235
2010	22906	Santa María de Dulcis	Presupuestos	Consolidada	187535,36	6000	58843,92	13475,33	9400	12366,11	87450
2010	22907	Aínsa-Sobrarbe	Presupuestos	Sin información							
2010	22908	Hoz y Costeán	Presupuestos	Consolidada	596500	2000	83600	52400	399050	0	59450
2010	22909	Vencillón	Presupuestos	Consolidada	342290,81	4600	70747,12	0	166893,69	0	100050
2010	44001	Ababuj	Presupuestos	Consolidada	271498,62	44900	77120	4900	0	80396	64182,62
2010	44002	Abejuela	Presupuestos	Sin información							
2010	44003	Aguatón	Presupuestos	Sin información							
2010	44004	Aguaviva	Presupuestos	Sin información							
2010	44005	Aguilar del Alfambra	Presupuestos	Consolidada	513320	109900	114570	0	23117	212270	53463
2010	44006	Alacón	Presupuestos	Consolidada	637250	14250	218000	8000	194000	57000	146000
2010	44007	Alba	Presupuestos	Sin información							
2010	44008	Albalate del Arzobispo	Presupuestos	Consolidada	6546421	18850	915707	189570	1491750	3614455	316089
2010	44009	Albarracín	Presupuestos	Consolidada	1789429	30950	884980	21720	418286	42607,5	390885,5
2010	44010	Albentosa	Presupuestos	Consolidada	564400	15000	342400	0	104000	0	103000
2010	44011	Alcaine	Presupuestos	Consolidada	326532	0	0	3502	34395	8000	280635
2010	44012	Alcalá de la Selva	Presupuestos	Sin información							
2010	44013	Alcañiz	Presupuestos	Consolidada	18429731,36	1773269,72	8535134,97	857762,77	4544781,21	857261,16	1861521,53
2010	44014	Alcorisa	Presupuestos	Consolidada	5901137,49	0	772988,57	338520,87	1021886,69	1550189,51	2217551,85
2010	44016	Alfambra	Presupuestos	Consolidada	674000	60000	44500	0	267500	7000	295000
2010	44017	Aliaga	Presupuestos	Consolidada	600900	5000	249200	35000	95300	50200	166200
2010	44018	Almohaja	Presupuestos	Sin información							
2010	44019	Alobras	Presupuestos	Consolidada	378502,64	2250	308300	5800	0	0	62152,64
2010	44020	Alpeñés	Presupuestos	Sin información							
2010	44021	Allepuz	Presupuestos	Sin información							
2010	44022	Alloza	Presupuestos	Consolidada	1084580	97878	848042	0	50960	77800	9900
2010	44023	Allueva	Presupuestos	Consolidada	118250	800	98458	0	2000	0	16992
2010	44024	Anadón	Presupuestos	Consolidada	124550	0	0	4650	82000	12600	25300
2010	44025	Andorra	Presupuestos	Consolidada	12061142,81	176400	2232898,43	655218,3	2785380,37	4954662,79	1256582,92
2010	44026	Arcos de las Salinas	Presupuestos	Consolidada	727300	20500	253200	0	151300	0	302300
2010	44027	Arens de Lledó	Presupuestos	Sin información							
2010	44028	Argente	Presupuestos	Sin información							
2010	44029	Ariño	Presupuestos	Consolidada	3014760	7850	463900	2500	358500	1602700	579310
2010	44031	Azaila	Presupuestos	Consolidada	228397,4	5808	35762,99	0	19092	104969,66	62764,75
2010	44032	Bádenas	Presupuestos	Sin información							
2010	44033	Báguena	Presupuestos	Consolidada	502560	7000	248000	20280	0	0	227280
2010	44034	Bañón	Presupuestos	Consolidada	420913,7	39800	207985,43	5106,39	12100	101650	54271,88
2010	44035	Barrachina	Presupuestos	Consolidada	301113	5400	135413	6100	103450	9400	41350
2010	44036	Bea	Presupuestos	Sin información							
2010	44037	Beceite	Presupuestos	Consolidada	1912800	57000	529300	60000	400100	600000	266400
2010	44038	Belmonte de San José	Presupuestos	Sin información							
2010	44039	Bello	Presupuestos	Consolidada	635000	74160	241040	18200	97000	18000	186600
2010	44040	Berge	Presupuestos	Sin información							
2010	44041	Bezas	Presupuestos	Consolidada	182480	9638,14	4500	0	73000	18300	77041,86
2010	44042	Blancas	Presupuestos	Consolidada	223170	2000	152580	360	28500	2700	37030
2010	44043	Blesa	Presupuestos	Sin información							
2010	44044	Bordón	Presupuestos	Sin información							
2010	44045	Bronchales	Presupuestos	Sin información							
2010	44046	Bueña	Presupuestos	Sin información							
2010	44047	Burbáguena	Presupuestos	Sin información							
2010	44048	Cabra de Mora	Presupuestos	Consolidada	366420	5500	241940	9400	4100	0	105480
2010	44049	Calaceite	Presupuestos	Consolidada	2852950	316500	31500	95500	115500	2226650	67300
2010	44050	Calamocha	Presupuestos	Consolidada	5514911,14	355688,36	575442,98	146419,05	3809123,58	628237,17	0
2010	44051	Calanda	Presupuestos	Consolidada	8935626,17	193199	691978	1030779,82	1399516	4704100	916053,35
2010	44052	Calomarde	Presupuestos	Consolidada	173350	2700	89000	10000	14000	0	57650
2010	44053	Camañas	Presupuestos	Sin información							
2010	44054	Camarena de la Sierra	Presupuestos	Consolidada	682000	0	364658	36000	163342	0	118000
2010	44055	Camarillas	Presupuestos	Consolidada	286977,76	9000	153050	17400	33256	11400	62871,76
2010	44056	Caminreal	Presupuestos	Consolidada	1045848	38001	159300	250	182500	391000	274797
2010	44059	Cantavieja	Presupuestos	Sin información							
2010	44060	Cañada de Benatanduz	Presupuestos	Sin información							
2010	44061	Cañada de Verich (La)	Presupuestos	Sin información							
2010	44062	Cañada Vellida	Presupuestos	Sin información							
2010	44063	Cañizar del Olivar	Presupuestos	Consolidada	408304,79	13000	52100	0	0	324549,7	18655,09
2010	44064	Cascante del Río	Presupuestos	Consolidada	226466	2250	127657	14280	56000	0	26279
2010	44065	Castejón de Tornos	Presupuestos	Sin información							
2010	44066	Castel de Cabra	Presupuestos	Consolidada	411600	2000	216000	10000	44000	0	139600
2010	44067	Castelnou	Presupuestos	Consolidada	1783711,14	500	250164,57	28580	906852,5	310944,07	286670
2010	44068	Castelserás	Presupuestos	Consolidada	769960	19000	0	65300	9000	2000	674660
2010	44070	Castellar (El)	Presupuestos	Consolidada	248051,38	3503,38	174000	6500	0	0	64048
2010	44071	Castellote	Presupuestos	Consolidada	1344100	43213,35	40200	126744	911998,65	73672	148272
2010	44074	Cedrillas	Presupuestos	Consolidada	1140000	32838,92	778195,42	30000	32532,8	39000	227432,86
2010	44075	Celadas	Presupuestos	Sin información							
2010	44076	Cella	Presupuestos	Consolidada	2738500	17000	887600	518000	961100	10100	344700
2010	44077	Cerollera (La)	Presupuestos	Sin información							
2010	44080	Codoñera (La)	Presupuestos	Sin información							
2010	44082	Corbalán	Presupuestos	Sin información							
2010	44084	Cortes de Aragón	Presupuestos	Sin información							
2010	44085	Cosa	Presupuestos	Consolidada	198500	0	150959,34	3757,84	5400	2500	35882,82
2010	44086	Cretas	Presupuestos	Consolidada	655024	34500	0	32000	216200	270324	102000
2010	44087	Crivillén	Presupuestos	Consolidada	375904,69	235	98936,45	12365,79	76084,09	134576,8	53706,56
2010	44088	Cuba (La)	Presupuestos	Consolidada	544350	3700	2800	6500	0	0	531350
2010	44089	Cubla	Presupuestos	Consolidada	267135,22	0	154918,32	11887,66	61969,01	0	38360,23
2010	44090	Cucalón	Presupuestos	Sin información							
2010	44092	Cuervo (El)	Presupuestos	Sin información							
2010	44093	Cuevas de Almudén	Presupuestos	Consolidada	590000	63024	387097	0	68003	0	71876
2010	44094	Cuevas Labradas	Presupuestos	Sin información							
2010	44096	Ejulve	Presupuestos	Sin información							
2010	44097	Escorihuela	Presupuestos	Consolidada	261000	500	159600	0	9000	3000	88900
2010	44099	Escucha	Presupuestos	Sin información							
2010	44100	Estercuel	Presupuestos	Consolidada	1367407,22	161516,38	0	31000	912102,19	100000	162788,65
2010	44101	Ferreruela de Huerva	Presupuestos	Sin información							
2010	44102	Fonfría	Presupuestos	Consolidada	184300	500	158900	0	0	0	24900
2010	44103	Formiche Alto	Presupuestos	Consolidada	527771,32	13500	392886,84	23879,78	0	0	97504,7
2010	44105	Fórnoles	Presupuestos	Sin información							
2010	44106	Fortanete	Presupuestos	Sin información							
2010	44107	Foz-Calanda	Presupuestos	Sin información							
2010	44108	Fresneda (La)	Presupuestos	Consolidada	813700	64000	9000	96380	120000	0	524320
2010	44109	Frías de Albarracín	Presupuestos	Consolidada	543510	5250	98760	17000	232500	56000	134000
2010	44110	Fuenferrada	Presupuestos	Consolidada	110000	2000	74813,9	0	1200	0	31986,1
2010	44111	Fuentes Calientes	Presupuestos	Sin información							
2010	44112	Fuentes Claras	Presupuestos	Consolidada	1266667,64	315000	266590,08	1080	19000	448606	216391,56
2010	44113	Fuentes de Rubielos	Presupuestos	Sin información							
2010	44114	Fuentespalda	Presupuestos	Consolidada	1099254	86000	23000	28000	7000	0	955254
2010	44115	Galve	Presupuestos	Sin información							
2010	44116	Gargallo	Presupuestos	Sin información							
2010	44117	Gea de Albarracín	Presupuestos	Sin información							
2010	44118	Ginebrosa (La)	Presupuestos	Sin información							
