Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con superficie >= 0,1 y <5 hectáreas	Explotaciones con superficie >=5 y <10 hectáreas	Explotaciones con superficie >=10 y <20 hectáreas	Explotaciones con superficie >= 20 y <50 hectáreas	Explotaciones con superficie >= 50 y <100 hectáreas	Explotaciones con superficie >= 100 hectáreas	Explotaciones con tierras
1999	50201	Paracuellos de Jiloca	157	0	111	21	11	8	0	6	157
1999	50202	Paracuellos de la Ribera	145	0	96	32	12	3	0	2	145
1999	50203	Pastriz	95	1	62	11	10	5	3	3	94
1999	50204	Pedrola	324	2	148	39	28	49	35	23	322
1999	50205	Pedrosas (Las)	26	2	9	1	1	4	2	7	24
1999	50206	Perdiguera	106	3	12	3	9	34	19	26	103
1999	50207	Piedratajada	23	0	1	2	7	2	2	9	23
1999	50208	Pina de Ebro	485	13	189	55	62	78	48	40	472
1999	50209	Pinseque	146	1	100	21	11	5	5	3	145
1999	50210	Pintanos (Los)	47	3	6	6	5	8	10	9	44
1999	50211	Plasencia de Jalón	92	0	57	18	3	4	1	9	92
1999	50212	Pleitas	18	0	11	3	2	1	1	0	18
1999	50213	Plenas	68	0	36	5	4	4	7	12	68
1999	50214	Pomer	5	2	1	0	0	0	0	2	3
1999	50215	Pozuel de Ariza	7	0	1	0	0	1	4	1	7
1999	50216	Pozuelo de Aragón	69	1	19	2	4	18	14	11	68
1999	50217	Pradilla de Ebro	119	1	48	22	25	14	3	6	118
1999	50218	Puebla de Albortón	56	2	4	1	4	3	21	21	54
1999	50219	Puebla de Alfindén (La)	74	1	34	9	12	12	2	4	73
1999	50220	Puendeluna	16	0	8	0	1	2	2	3	16
1999	50221	Purujosa	7	2	2	0	0	1	0	2	5
1999	50222	Quinto	271	15	110	32	31	41	21	21	256
1999	50223	Remolinos	95	4	50	15	9	11	3	3	91
1999	50224	Retascón	41	0	3	8	4	10	8	8	41
1999	50225	Ricla	532	6	317	79	77	30	14	9	526
1999	50227	Romanos	37	0	2	0	10	12	8	5	37
1999	50228	Rueda de Jalón	174	1	55	17	26	36	21	18	173
1999	50229	Ruesca	30	1	8	8	7	4	0	2	29
1999	50230	Sádaba	254	9	39	25	51	73	32	25	245
1999	50231	Salillas de Jalón	36	0	29	4	1	2	0	0	36
1999	50232	Salvatierra de Esca	36	1	2	4	5	6	7	11	35
1999	50233	Samper del Salz	14	0	11	0	0	0	0	3	14
1999	50234	San Martín de la Virgen de Moncayo	25	3	12	4	2	3	0	1	22
1999	50235	San Mateo de Gállego	208	1	87	24	25	38	21	12	207
1999	50236	Santa Cruz de Grío	108	1	70	23	10	2	0	2	107
1999	50237	Santa Cruz de Moncayo	40	2	35	2	0	0	0	1	38
1999	50238	Santa Eulalia de Gállego	27	0	8	2	7	7	1	2	27
1999	50239	Santed	23	0	2	1	4	5	6	5	23
1999	50240	Sástago	238	15	67	5	13	38	35	65	223
1999	50241	Saviñán	162	4	119	20	11	7	0	1	158
1999	50242	Sediles	37	0	15	10	5	6	0	1	37
1999	50243	Sestrica	188	1	120	37	21	3	3	3	187
1999	50244	Sierra de Luna	70	0	21	8	9	11	11	10	70
1999	50245	Sigüés	39	2	8	8	5	6	3	7	37
1999	50246	Sisamón	18	1	1	1	1	1	3	10	17
1999	50247	Sobradiel	86	2	55	13	10	3	0	3	84
1999	50248	Sos del Rey Católico	254	3	40	42	41	54	31	43	251
1999	50249	Tabuenca	189	2	45	45	34	52	10	1	187
1999	50250	Talamantes	16	1	3	6	0	3	1	2	15
1999	50251	Tarazona	910	5	655	80	43	65	42	20	905
1999	50252	Tauste	1337	32	427	213	260	272	89	44	1305
1999	50253	Terrer	109	1	52	24	16	9	3	4	108
1999	50254	Tierga	110	3	39	20	17	20	5	6	107
1999	50255	Tobed	100	1	67	21	8	1	0	2	99
1999	50256	Torralba de los Frailes	38	3	5	2	1	9	2	16	35
1999	50257	Torralba de Ribota	122	1	78	20	13	4	4	2	121
1999	50258	Torralbilla	18	1	1	0	3	3	5	5	17
1999	50259	Torrehermosa	19	1	1	1	0	1	7	8	18
1999	50260	Torrelapaja	9	1	0	0	1	2	3	2	8
1999	50261	Torrellas	42	0	39	2	0	0	1	0	42
1999	50262	Torres de Berrellén	197	2	137	28	13	9	4	4	195
1999	50263	Torrijo de la Cañada	135	7	80	23	7	9	3	6	128
1999	50264	Tosos	153	1	78	21	17	18	5	13	152
1999	50265	Trasmoz	44	1	16	9	7	7	2	2	43
1999	50266	Trasobares	108	0	78	12	2	10	3	3	108
1999	50267	Uncastillo	118	7	14	16	11	15	16	39	111
1999	50268	Undués de Lerda	24	1	2	5	2	4	1	9	23
1999	50269	Urrea de Jalón	82	0	45	10	8	7	9	3	82
1999	50270	Urriés	26	0	2	3	6	5	4	6	26
1999	50271	Used	139	2	4	16	30	44	13	30	137
1999	50272	Utebo	121	1	81	12	11	12	3	1	120
1999	50273	Valdehorna	53	0	34	11	4	2	0	2	53
1999	50274	Val de San Martín	30	0	12	5	2	1	5	5	30
1999	50275	Valmadrid	24	1	1	0	7	8	3	4	23
1999	50276	Valpalmas	53	1	24	2	2	7	7	10	52
1999	50277	Valtorres	20	0	12	6	0	0	0	2	20
1999	50278	Velilla de Ebro	43	2	9	2	1	7	9	13	41
1999	50279	Velilla de Jiloca	39	3	23	3	5	2	0	3	36
1999	50280	Vera de Moncayo	144	0	65	31	20	15	11	2	144
1999	50281	Vierlas	24	0	19	3	2	0	0	0	24
1999	50282	Vilueña (La)	63	0	29	17	10	4	0	3	63
1999	50283	Villadoz	32	0	4	3	3	13	7	2	32
1999	50284	Villafeliche	44	1	26	6	2	4	2	3	43
1999	50285	Villafranca de Ebro	128	2	76	18	14	14	3	1	126
1999	50286	Villalba de Perejil	48	1	26	11	8	1	0	1	47
1999	50287	Villalengua	131	3	54	34	25	5	5	5	128
1999	50288	Villanueva de Gállego	151	0	34	23	36	27	16	15	151
1999	50289	Villanueva de Jiloca	49	0	24	14	10	0	1	0	49
1999	50290	Villanueva de Huerva	172	3	89	31	5	20	13	11	169
1999	50291	Villar de los Navarros	65	3	20	6	3	8	6	19	62
1999	50292	Villarreal de Huerva	30	0	6	1	3	11	4	5	30
1999	50293	Villarroya de la Sierra	261	3	94	69	66	22	0	7	258
1999	50294	Villarroya del Campo	25	0	7	1	2	8	1	6	25
1999	50295	Vistabella	14	0	4	5	1	3	0	1	14
1999	50296	Zaida (La)	61	1	23	5	6	20	4	2	60
1999	50297	Zaragoza	1839	48	957	232	203	194	119	86	1791
1999	50298	Zuera	489	11	114	41	92	108	74	49	478
1999	50901	Biel	44	1	2	2	4	5	7	23	43
1999	50902	Marracos	19	0	2	2	0	2	6	7	19
