Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
05	Cinco Villas	2008	8	17	PACMA
05	Cinco Villas	2008	9	12	C's
05	Cinco Villas	2008	10	6	Cenb
05	Cinco Villas	2008	11	4	PUM+J
05	Cinco Villas	2008	12	2	pCUA
05	Cinco Villas	2008	13	2	DN
05	Cinco Villas	2008	14	17	PSD-FIA
05	Cinco Villas	2008	15	12	FE de las JONS
05	Cinco Villas	2008	16	1	PFyV
05	Cinco Villas	2008	17	2	PCPE
05	Cinco Villas	2008	18	2	AuN
05	Cinco Villas	2008	19	3	FA
05	Cinco Villas	2008	20	1	PH
05	Cinco Villas	2008	21	2	AES
05	Cinco Villas	2008	22	4	FRENTE
05	Cinco Villas	2008	23	1	E-2000
05	Cinco Villas	2008	24	0	PCTR
06	Hoya de Huesca / Plana de Uesca	2008	1	17945	PSOE
06	Hoya de Huesca / Plana de Uesca	2008	2	14955	PP
06	Hoya de Huesca / Plana de Uesca	2008	3	1692	PAR
06	Hoya de Huesca / Plana de Uesca	2008	4	1153	CHA
06	Hoya de Huesca / Plana de Uesca	2008	5	1255	IU
06	Hoya de Huesca / Plana de Uesca	2008	6	875	UPyD
06	Hoya de Huesca / Plana de Uesca	2008	7	247	LV
06	Hoya de Huesca / Plana de Uesca	2008	8	46	PACMA
06	Hoya de Huesca / Plana de Uesca	2008	9	39	C's
06	Hoya de Huesca / Plana de Uesca	2008	10	74	Cenb
06	Hoya de Huesca / Plana de Uesca	2008	11	35	PUM+J
06	Hoya de Huesca / Plana de Uesca	2008	12	16	pCUA
06	Hoya de Huesca / Plana de Uesca	2008	13	21	DN
06	Hoya de Huesca / Plana de Uesca	2008	14	20	PSD-FIA
06	Hoya de Huesca / Plana de Uesca	2008	15	18	FE de las JONS
06	Hoya de Huesca / Plana de Uesca	2008	16	16	PFyV
06	Hoya de Huesca / Plana de Uesca	2008	17	13	PCPE
06	Hoya de Huesca / Plana de Uesca	2008	18	13	AuN
06	Hoya de Huesca / Plana de Uesca	2008	19	10	FA
06	Hoya de Huesca / Plana de Uesca	2008	20	9	PH
06	Hoya de Huesca / Plana de Uesca	2008	21	4	AES
06	Hoya de Huesca / Plana de Uesca	2008	22	0	FRENTE
06	Hoya de Huesca / Plana de Uesca	2008	23	0	E-2000
06	Hoya de Huesca / Plana de Uesca	2008	24	0	PCTR
07	Somontano de Barbastro	2008	1	6939	PSOE
07	Somontano de Barbastro	2008	2	5844	PP
07	Somontano de Barbastro	2008	3	495	PAR
07	Somontano de Barbastro	2008	4	493	CHA
07	Somontano de Barbastro	2008	5	298	IU
07	Somontano de Barbastro	2008	6	190	UPyD
07	Somontano de Barbastro	2008	7	58	LV
07	Somontano de Barbastro	2008	8	11	PACMA
07	Somontano de Barbastro	2008	9	17	C's
07	Somontano de Barbastro	2008	10	16	Cenb
07	Somontano de Barbastro	2008	11	9	PUM+J
07	Somontano de Barbastro	2008	12	6	pCUA
07	Somontano de Barbastro	2008	13	11	DN
07	Somontano de Barbastro	2008	14	5	PSD-FIA
07	Somontano de Barbastro	2008	15	4	FE de las JONS
07	Somontano de Barbastro	2008	16	6	PFyV
07	Somontano de Barbastro	2008	17	9	PCPE
07	Somontano de Barbastro	2008	18	5	AuN
07	Somontano de Barbastro	2008	19	1	FA
07	Somontano de Barbastro	2008	20	4	PH
07	Somontano de Barbastro	2008	21	3	AES
07	Somontano de Barbastro	2008	22	0	FRENTE
07	Somontano de Barbastro	2008	23	0	E-2000
07	Somontano de Barbastro	2008	24	0	PCTR
08	Cinca Medio	2008	1	6510	PSOE
08	Cinca Medio	2008	2	4976	PP
08	Cinca Medio	2008	3	633	PAR
08	Cinca Medio	2008	4	408	CHA
08	Cinca Medio	2008	5	528	IU
08	Cinca Medio	2008	6	125	UPyD
08	Cinca Medio	2008	7	30	LV
08	Cinca Medio	2008	8	20	PACMA
08	Cinca Medio	2008	9	11	C's
08	Cinca Medio	2008	10	11	Cenb
08	Cinca Medio	2008	11	6	PUM+J
08	Cinca Medio	2008	12	6	pCUA
08	Cinca Medio	2008	13	19	DN
08	Cinca Medio	2008	14	7	PSD-FIA
08	Cinca Medio	2008	15	6	FE de las JONS
08	Cinca Medio	2008	16	3	PFyV
08	Cinca Medio	2008	17	6	PCPE
08	Cinca Medio	2008	18	2	AuN
08	Cinca Medio	2008	19	7	FA
08	Cinca Medio	2008	20	3	PH
08	Cinca Medio	2008	21	0	AES
08	Cinca Medio	2008	22	0	FRENTE
08	Cinca Medio	2008	23	0	E-2000
08	Cinca Medio	2008	24	0	PCTR
09	La Litera / La Llitera	2008	1	5326	PSOE
09	La Litera / La Llitera	2008	2	4214	PP
09	La Litera / La Llitera	2008	3	515	PAR
09	La Litera / La Llitera	2008	4	324	CHA
09	La Litera / La Llitera	2008	5	199	IU
09	La Litera / La Llitera	2008	6	63	UPyD
09	La Litera / La Llitera	2008	7	39	LV
09	La Litera / La Llitera	2008	8	18	PACMA
09	La Litera / La Llitera	2008	9	13	C's
09	La Litera / La Llitera	2008	10	16	Cenb
09	La Litera / La Llitera	2008	11	4	PUM+J
09	La Litera / La Llitera	2008	12	3	pCUA
09	La Litera / La Llitera	2008	13	3	DN
09	La Litera / La Llitera	2008	14	4	PSD-FIA
09	La Litera / La Llitera	2008	15	6	FE de las JONS
09	La Litera / La Llitera	2008	16	1	PFyV
09	La Litera / La Llitera	2008	17	6	PCPE
09	La Litera / La Llitera	2008	18	1	AuN
09	La Litera / La Llitera	2008	19	7	FA
09	La Litera / La Llitera	2008	20	0	PH
09	La Litera / La Llitera	2008	21	0	AES
09	La Litera / La Llitera	2008	22	0	FRENTE
09	La Litera / La Llitera	2008	23	0	E-2000
09	La Litera / La Llitera	2008	24	0	PCTR
10	Los Monegros	2008	1	6634	PSOE
10	Los Monegros	2008	2	5067	PP
10	Los Monegros	2008	3	1361	PAR
10	Los Monegros	2008	4	312	CHA
10	Los Monegros	2008	5	255	IU
10	Los Monegros	2008	6	92	UPyD
10	Los Monegros	2008	7	25	LV
10	Los Monegros	2008	8	9	PACMA
10	Los Monegros	2008	9	3	C's
10	Los Monegros	2008	10	5	Cenb
10	Los Monegros	2008	11	8	PUM+J
10	Los Monegros	2008	12	1	pCUA
10	Los Monegros	2008	13	2	DN
10	Los Monegros	2008	14	17	PSD-FIA
10	Los Monegros	2008	15	2	FE de las JONS
10	Los Monegros	2008	16	3	PFyV
10	Los Monegros	2008	17	3	PCPE
10	Los Monegros	2008	18	0	AuN
10	Los Monegros	2008	19	8	FA
10	Los Monegros	2008	20	2	PH
10	Los Monegros	2008	21	4	AES
10	Los Monegros	2008	22	1	FRENTE
10	Los Monegros	2008	23	0	E-2000
10	Los Monegros	2008	24	0	PCTR
11	Bajo Cinca / Baix Cinca	2008	1	6341	PSOE
11	Bajo Cinca / Baix Cinca	2008	2	5537	PP
11	Bajo Cinca / Baix Cinca	2008	3	626	PAR
11	Bajo Cinca / Baix Cinca	2008	4	147	CHA
11	Bajo Cinca / Baix Cinca	2008	5	327	IU
11	Bajo Cinca / Baix Cinca	2008	6	57	UPyD
11	Bajo Cinca / Baix Cinca	2008	7	38	LV
11	Bajo Cinca / Baix Cinca	2008	8	7	PACMA
11	Bajo Cinca / Baix Cinca	2008	9	12	C's
11	Bajo Cinca / Baix Cinca	2008	10	9	Cenb
11	Bajo Cinca / Baix Cinca	2008	11	7	PUM+J
11	Bajo Cinca / Baix Cinca	2008	12	6	pCUA
11	Bajo Cinca / Baix Cinca	2008	13	7	DN
11	Bajo Cinca / Baix Cinca	2008	14	4	PSD-FIA
11	Bajo Cinca / Baix Cinca	2008	15	13	FE de las JONS
11	Bajo Cinca / Baix Cinca	2008	16	11	PFyV
11	Bajo Cinca / Baix Cinca	2008	17	2	PCPE
11	Bajo Cinca / Baix Cinca	2008	18	1	AuN
11	Bajo Cinca / Baix Cinca	2008	19	1	FA
11	Bajo Cinca / Baix Cinca	2008	20	4	PH
11	Bajo Cinca / Baix Cinca	2008	21	4	AES
11	Bajo Cinca / Baix Cinca	2008	22	0	FRENTE
11	Bajo Cinca / Baix Cinca	2008	23	1	E-2000
11	Bajo Cinca / Baix Cinca	2008	24	0	PCTR
12	Tarazona y el Moncayo	2008	1	4145	PSOE
12	Tarazona y el Moncayo	2008	2	3522	PP
12	Tarazona y el Moncayo	2008	3	421	PAR
12	Tarazona y el Moncayo	2008	4	607	CHA
12	Tarazona y el Moncayo	2008	5	226	IU
12	Tarazona y el Moncayo	2008	6	54	UPyD
12	Tarazona y el Moncayo	2008	7	21	LV
12	Tarazona y el Moncayo	2008	8	5	PACMA
12	Tarazona y el Moncayo	2008	9	6	C's
12	Tarazona y el Moncayo	2008	10	5	Cenb
12	Tarazona y el Moncayo	2008	11	7	PUM+J
12	Tarazona y el Moncayo	2008	12	1	pCUA
12	Tarazona y el Moncayo	2008	13	0	DN
12	Tarazona y el Moncayo	2008	14	3	PSD-FIA
12	Tarazona y el Moncayo	2008	15	4	FE de las JONS
12	Tarazona y el Moncayo	2008	16	2	PFyV
12	Tarazona y el Moncayo	2008	17	5	PCPE
12	Tarazona y el Moncayo	2008	18	1	AuN
12	Tarazona y el Moncayo	2008	19	6	FA
12	Tarazona y el Moncayo	2008	20	2	PH
12	Tarazona y el Moncayo	2008	21	1	AES
12	Tarazona y el Moncayo	2008	22	0	FRENTE
12	Tarazona y el Moncayo	2008	23	2	E-2000
12	Tarazona y el Moncayo	2008	24	0	PCTR
13	Campo de Borja	2008	1	4665	PSOE
13	Campo de Borja	2008	2	2978	PP
13	Campo de Borja	2008	3	626	PAR
13	Campo de Borja	2008	4	509	CHA
13	Campo de Borja	2008	5	127	IU
13	Campo de Borja	2008	6	37	UPyD
13	Campo de Borja	2008	7	19	LV
13	Campo de Borja	2008	8	8	PACMA
13	Campo de Borja	2008	9	1	C's
13	Campo de Borja	2008	10	1	Cenb
13	Campo de Borja	2008	11	5	PUM+J
13	Campo de Borja	2008	12	1	pCUA
13	Campo de Borja	2008	13	4	DN
13	Campo de Borja	2008	14	8	PSD-FIA
13	Campo de Borja	2008	15	5	FE de las JONS
13	Campo de Borja	2008	16	3	PFyV
13	Campo de Borja	2008	17	2	PCPE
13	Campo de Borja	2008	18	1	AuN
13	Campo de Borja	2008	19	1	FA
13	Campo de Borja	2008	20	1	PH
13	Campo de Borja	2008	21	1	AES
13	Campo de Borja	2008	22	0	FRENTE
13	Campo de Borja	2008	23	1	E-2000
13	Campo de Borja	2008	24	0	PCTR
14	Aranda	2008	1	2010	PSOE
14	Aranda	2008	2	1840	PP
14	Aranda	2008	3	400	PAR
14	Aranda	2008	4	358	CHA
14	Aranda	2008	5	53	IU
14	Aranda	2008	6	12	UPyD
14	Aranda	2008	7	3	LV
14	Aranda	2008	8	2	PACMA
14	Aranda	2008	9	2	C's
14	Aranda	2008	10	2	Cenb
14	Aranda	2008	11	4	PUM+J
14	Aranda	2008	12	0	pCUA
14	Aranda	2008	13	1	DN
14	Aranda	2008	14	2	PSD-FIA
14	Aranda	2008	15	0	FE de las JONS
14	Aranda	2008	16	0	PFyV
14	Aranda	2008	17	3	PCPE
14	Aranda	2008	18	0	AuN
14	Aranda	2008	19	0	FA
14	Aranda	2008	20	0	PH
14	Aranda	2008	21	0	AES
14	Aranda	2008	22	0	FRENTE
14	Aranda	2008	23	0	E-2000
14	Aranda	2008	24	0	PCTR
15	Ribera Alta del Ebro	2008	1	8101	PSOE
15	Ribera Alta del Ebro	2008	2	4560	PP
15	Ribera Alta del Ebro	2008	3	1019	PAR
15	Ribera Alta del Ebro	2008	4	1001	CHA
15	Ribera Alta del Ebro	2008	5	445	IU
15	Ribera Alta del Ebro	2008	6	69	UPyD
15	Ribera Alta del Ebro	2008	7	24	LV
15	Ribera Alta del Ebro	2008	8	15	PACMA
15	Ribera Alta del Ebro	2008	9	11	C's
15	Ribera Alta del Ebro	2008	10	6	Cenb
15	Ribera Alta del Ebro	2008	11	4	PUM+J
15	Ribera Alta del Ebro	2008	12	4	pCUA
15	Ribera Alta del Ebro	2008	13	10	DN
15	Ribera Alta del Ebro	2008	14	3	PSD-FIA
15	Ribera Alta del Ebro	2008	15	12	FE de las JONS
15	Ribera Alta del Ebro	2008	16	6	PFyV
15	Ribera Alta del Ebro	2008	17	3	PCPE
15	Ribera Alta del Ebro	2008	18	0	AuN
15	Ribera Alta del Ebro	2008	19	3	FA
15	Ribera Alta del Ebro	2008	20	4	PH
15	Ribera Alta del Ebro	2008	21	0	AES
15	Ribera Alta del Ebro	2008	22	3	FRENTE
15	Ribera Alta del Ebro	2008	23	1	E-2000
15	Ribera Alta del Ebro	2008	24	0	PCTR
16	Valdejalón	2008	1	6596	PSOE
16	Valdejalón	2008	2	6022	PP
16	Valdejalón	2008	3	1012	PAR
16	Valdejalón	2008	4	996	CHA
16	Valdejalón	2008	5	239	IU
16	Valdejalón	2008	6	63	UPyD
16	Valdejalón	2008	7	29	LV
16	Valdejalón	2008	8	13	PACMA
16	Valdejalón	2008	9	13	C's
16	Valdejalón	2008	10	8	Cenb
16	Valdejalón	2008	11	2	PUM+J
16	Valdejalón	2008	12	9	pCUA
16	Valdejalón	2008	13	7	DN
16	Valdejalón	2008	14	5	PSD-FIA
16	Valdejalón	2008	15	6	FE de las JONS
16	Valdejalón	2008	16	3	PFyV
16	Valdejalón	2008	17	8	PCPE
16	Valdejalón	2008	18	6	AuN
16	Valdejalón	2008	19	3	FA
16	Valdejalón	2008	20	0	PH
16	Valdejalón	2008	21	4	AES
16	Valdejalón	2008	22	3	FRENTE
16	Valdejalón	2008	23	2	E-2000
16	Valdejalón	2008	24	0	PCTR
17	D.C. Zaragoza	2008	1	189489	PSOE
17	D.C. Zaragoza	2008	2	152634	PP
17	D.C. Zaragoza	2008	3	15925	PAR
17	D.C. Zaragoza	2008	4	25101	CHA
17	D.C. Zaragoza	2008	5	13059	IU
17	D.C. Zaragoza	2008	6	6010	UPyD
17	D.C. Zaragoza	2008	7	1472	LV
17	D.C. Zaragoza	2008	8	813	PACMA
17	D.C. Zaragoza	2008	9	690	C's
17	D.C. Zaragoza	2008	10	329	Cenb
17	D.C. Zaragoza	2008	11	312	PUM+J
17	D.C. Zaragoza	2008	12	350	pCUA
17	D.C. Zaragoza	2008	13	271	DN
17	D.C. Zaragoza	2008	14	218	PSD-FIA
17	D.C. Zaragoza	2008	15	159	FE de las JONS
17	D.C. Zaragoza	2008	16	219	PFyV
17	D.C. Zaragoza	2008	17	149	PCPE
17	D.C. Zaragoza	2008	18	104	AuN
17	D.C. Zaragoza	2008	19	103	FA
17	D.C. Zaragoza	2008	20	71	PH
17	D.C. Zaragoza	2008	21	61	AES
17	D.C. Zaragoza	2008	22	94	FRENTE
17	D.C. Zaragoza	2008	23	55	E-2000
17	D.C. Zaragoza	2008	24	0	PCTR
18	Ribera Baja del Ebro	2008	1	3091	PSOE
18	Ribera Baja del Ebro	2008	2	1617	PP
18	Ribera Baja del Ebro	2008	3	411	PAR
18	Ribera Baja del Ebro	2008	4	425	CHA
18	Ribera Baja del Ebro	2008	5	53	IU
18	Ribera Baja del Ebro	2008	6	28	UPyD
18	Ribera Baja del Ebro	2008	7	9	LV
18	Ribera Baja del Ebro	2008	8	4	PACMA
18	Ribera Baja del Ebro	2008	9	1	C's
18	Ribera Baja del Ebro	2008	10	3	Cenb
18	Ribera Baja del Ebro	2008	11	0	PUM+J
18	Ribera Baja del Ebro	2008	12	1	pCUA
18	Ribera Baja del Ebro	2008	13	0	DN
18	Ribera Baja del Ebro	2008	14	2	PSD-FIA
18	Ribera Baja del Ebro	2008	15	5	FE de las JONS
18	Ribera Baja del Ebro	2008	16	1	PFyV
18	Ribera Baja del Ebro	2008	17	4	PCPE
18	Ribera Baja del Ebro	2008	18	1	AuN
18	Ribera Baja del Ebro	2008	19	0	FA
18	Ribera Baja del Ebro	2008	20	0	PH
18	Ribera Baja del Ebro	2008	21	4	AES
18	Ribera Baja del Ebro	2008	22	0	FRENTE
18	Ribera Baja del Ebro	2008	23	0	E-2000
18	Ribera Baja del Ebro	2008	24	0	PCTR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	1	4041	PSOE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	2	2716	PP
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	3	731	PAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	4	397	CHA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	5	120	IU
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	6	29	UPyD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	7	17	LV
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	8	9	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	9	2	C's
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	10	4	Cenb
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	11	3	PUM+J
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	12	1	pCUA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	13	4	DN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	14	6	PSD-FIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	15	7	FE de las JONS
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	16	4	PFyV
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	17	5	PCPE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	18	0	AuN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	19	1	FA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	20	0	PH
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	21	0	AES
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	22	2	FRENTE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	23	1	E-2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2008	24	0	PCTR
20	Comunidad de Calatayud	2008	1	11009	PSOE
20	Comunidad de Calatayud	2008	2	9171	PP
20	Comunidad de Calatayud	2008	3	2103	PAR
20	Comunidad de Calatayud	2008	4	1114	CHA
20	Comunidad de Calatayud	2008	5	338	IU
20	Comunidad de Calatayud	2008	6	94	UPyD
20	Comunidad de Calatayud	2008	7	44	LV
20	Comunidad de Calatayud	2008	8	22	PACMA
20	Comunidad de Calatayud	2008	9	10	C's
20	Comunidad de Calatayud	2008	10	4	Cenb
20	Comunidad de Calatayud	2008	11	11	PUM+J
20	Comunidad de Calatayud	2008	12	6	pCUA
20	Comunidad de Calatayud	2008	13	9	DN
20	Comunidad de Calatayud	2008	14	10	PSD-FIA
20	Comunidad de Calatayud	2008	15	11	FE de las JONS
20	Comunidad de Calatayud	2008	16	2	PFyV
20	Comunidad de Calatayud	2008	17	3	PCPE
20	Comunidad de Calatayud	2008	18	9	AuN
20	Comunidad de Calatayud	2008	19	5	FA
20	Comunidad de Calatayud	2008	20	3	PH
20	Comunidad de Calatayud	2008	21	0	AES
20	Comunidad de Calatayud	2008	22	3	FRENTE
20	Comunidad de Calatayud	2008	23	4	E-2000
20	Comunidad de Calatayud	2008	24	0	PCTR
21	Campo de Cariñena	2008	1	3009	PSOE
21	Campo de Cariñena	2008	2	2356	PP
21	Campo de Cariñena	2008	3	356	PAR
21	Campo de Cariñena	2008	4	479	CHA
21	Campo de Cariñena	2008	5	87	IU
21	Campo de Cariñena	2008	6	18	UPyD
21	Campo de Cariñena	2008	7	7	LV
21	Campo de Cariñena	2008	8	7	PACMA
21	Campo de Cariñena	2008	9	1	C's
21	Campo de Cariñena	2008	10	0	Cenb
21	Campo de Cariñena	2008	11	0	PUM+J
21	Campo de Cariñena	2008	12	0	pCUA
21	Campo de Cariñena	2008	13	1	DN
21	Campo de Cariñena	2008	14	0	PSD-FIA
21	Campo de Cariñena	2008	15	2	FE de las JONS
21	Campo de Cariñena	2008	16	2	PFyV
21	Campo de Cariñena	2008	17	1	PCPE
21	Campo de Cariñena	2008	18	0	AuN
21	Campo de Cariñena	2008	19	7	FA
21	Campo de Cariñena	2008	20	0	PH
21	Campo de Cariñena	2008	21	0	AES
21	Campo de Cariñena	2008	22	1	FRENTE
21	Campo de Cariñena	2008	23	1	E-2000
21	Campo de Cariñena	2008	24	0	PCTR
22	Campo de Belchite	2008	1	1538	PSOE
22	Campo de Belchite	2008	2	1544	PP
22	Campo de Belchite	2008	3	427	PAR
22	Campo de Belchite	2008	4	100	CHA
22	Campo de Belchite	2008	5	59	IU
22	Campo de Belchite	2008	6	7	UPyD
22	Campo de Belchite	2008	7	6	LV
22	Campo de Belchite	2008	8	3	PACMA
22	Campo de Belchite	2008	9	2	C's
22	Campo de Belchite	2008	10	1	Cenb
22	Campo de Belchite	2008	11	0	PUM+J
22	Campo de Belchite	2008	12	0	pCUA
22	Campo de Belchite	2008	13	0	DN
22	Campo de Belchite	2008	14	1	PSD-FIA
22	Campo de Belchite	2008	15	4	FE de las JONS
22	Campo de Belchite	2008	16	1	PFyV
22	Campo de Belchite	2008	17	4	PCPE
22	Campo de Belchite	2008	18	1	AuN
22	Campo de Belchite	2008	19	1	FA
22	Campo de Belchite	2008	20	0	PH
22	Campo de Belchite	2008	21	0	AES
22	Campo de Belchite	2008	22	1	FRENTE
22	Campo de Belchite	2008	23	0	E-2000
22	Campo de Belchite	2008	24	0	PCTR
23	Bajo Martín	2008	1	2258	PSOE
23	Bajo Martín	2008	2	1720	PP
23	Bajo Martín	2008	3	250	PAR
23	Bajo Martín	2008	4	172	CHA
23	Bajo Martín	2008	5	137	IU
23	Bajo Martín	2008	6	13	UPyD
23	Bajo Martín	2008	7	12	LV
23	Bajo Martín	2008	8	1	PACMA
23	Bajo Martín	2008	9	4	C's
23	Bajo Martín	2008	10	0	Cenb
23	Bajo Martín	2008	11	3	PUM+J
23	Bajo Martín	2008	12	3	pCUA
23	Bajo Martín	2008	13	1	DN
23	Bajo Martín	2008	14	3	PSD-FIA
23	Bajo Martín	2008	15	3	FE de las JONS
23	Bajo Martín	2008	16	2	PFyV
23	Bajo Martín	2008	17	0	PCPE
23	Bajo Martín	2008	18	1	AuN
23	Bajo Martín	2008	19	0	FA
23	Bajo Martín	2008	20	0	PH
23	Bajo Martín	2008	21	0	AES
23	Bajo Martín	2008	22	0	FRENTE
23	Bajo Martín	2008	23	0	E-2000
23	Bajo Martín	2008	24	0	PCTR
24	Campo de Daroca	2008	1	1466	PSOE
24	Campo de Daroca	2008	2	1719	PP
24	Campo de Daroca	2008	3	745	PAR
24	Campo de Daroca	2008	4	172	CHA
24	Campo de Daroca	2008	5	31	IU
24	Campo de Daroca	2008	6	13	UPyD
24	Campo de Daroca	2008	7	9	LV
24	Campo de Daroca	2008	8	4	PACMA
24	Campo de Daroca	2008	9	3	C's
24	Campo de Daroca	2008	10	1	Cenb
24	Campo de Daroca	2008	11	4	PUM+J
24	Campo de Daroca	2008	12	0	pCUA
24	Campo de Daroca	2008	13	7	DN
24	Campo de Daroca	2008	14	1	PSD-FIA
24	Campo de Daroca	2008	15	4	FE de las JONS
24	Campo de Daroca	2008	16	5	PFyV
24	Campo de Daroca	2008	17	2	PCPE
24	Campo de Daroca	2008	18	2	AuN
24	Campo de Daroca	2008	19	0	FA
24	Campo de Daroca	2008	20	0	PH
24	Campo de Daroca	2008	21	0	AES
