Municipio nombre	Municipio código	Año	Sistema de cultivo	Total (A+B+C+D+E+F+G)	(A) CEREALES. Total	Trigo	Cebada	Avena	Centeno	Trigo escaña o Escaña	Tranquillón o Morcajo	Arroz	Maíz	Sorgo	Mijo y Panizo	Alpiste	Otros cereales	Triticale	Trigo espelta o Espelta	Mezcla de cereales	(B) LEGUMINOSAS. Total	Judías secas	Habas secas	Lentejas	Garbanzos	Guisantes secos	Veza	Almortas	Altramuz	Alhova	Yeros	Otras leguminosas	(C) TUBÉRCULOS. Total	Patata temprana	Patata media estación	Patata tardía	Chufa	(D) CULTIVOS INDUSTRIALES. Total	Cáñamo textil	Remolacha	Lino textil	Lino oleaginoso	Cominos	Girasol	Soja	Pimiento para pimentón	Cártamo	Azafrán	Otros cultivos industriales	Colza	Lavanda y lavandín	(E) FLORES Y ORNAMENTALES. Total	(F) FORRAJES. Total	Maíz forrajero	Sorgo forrajero	Vallico	Otras gramíneas forrajeras	Alfalfa	Trébol	Esparceta	Veza forrajera	Zulla	Habas forrajeras	Nabo forrajero	Remolacha forrajera	Praderas polifitas	Calabaza forrajera	Cardo y Otras	(G) HORTALIZAS. Total	Col y Repollo	Berza	Espárragos	Apio	Lechuga	Escarola	Espinacas	Acelga	Cardo	Achicoria verde	Sandía	Melón	Calabazas y Calabacín	Pepino	Pepinillo	Berenjena	Tomates	Pimiento	Fresa y Fresón	Alcachofa	Coliflor	Ajo	Cebolla	Cebolleta	Puerros	Remolacha de mesa	Zanahoria	Rábano	Nabo y Otras	Judías verdes	Guisantes verdes	Habas verdes	Setas	Otras hortalizas	Mezcla de hortalizas	Endivias	Borraja
Acered	50002	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Acered	50002	2014	Secano	96	96	40	29	0	0			0	0	0		0	0	27			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Adahuesca	22003	2014	Regadío	1	1	0	1	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Adahuesca	22003	2014	Secano	646	538	140	395	2	0			0	0	0		0	0	1			45	0	0	0	0	40	5	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	63			16	0	29		0	0		0	0		17		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aguarón	50004	2014	Regadío	17	13	6	7	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	4			0	4	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aguarón	50004	2014	Secano	128	108	51	50	7	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	20			0	19	1		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aguatón	44003	2014	Regadío	2	2	0	2	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aguatón	44003	2014	Secano	314	308	6	270	0	20			0	0	0		0	0	12			6	0	0	0	0	6	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aguaviva	44004	2014	Regadío	288	265	49	104	1	0			0	110	0		0	0	1			4	0	0	0	0	0	4	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	17			0	0	11		0	1		0	0		0		5	2	0		1	0	0	0	0	0	0		0	0	1	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aguaviva	44004	2014	Secano	340	324	2	317	0	0			0	1	0		0	0	4			5	0	0	0	0	0	5	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	11			0	0	5		1	0		0	0		0		5	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aguilar del Alfambra	44005	2014	Regadío	68	67	47	20	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	0	0		0	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aguilar del Alfambra	44005	2014	Secano	718	661	446	203	0	12			0	0	0		0	0	0			19	0	0	0	0	0	0	0		0	19	0	0		0	0		11		0			0	11			0	0	0	0	0	0	27			0	0	0		16	4		0	0		0		7	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aguilón	50005	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aguilón	50005	2014	Secano	2394	1893	817	1058	10	0			0	0	0		0	0	8			468	0	0	0	0	31	83	0		0	316	38	0		0	0		0		0			0	0			0	0	0	0	0	0	33			0	0	0		0	0		0	11		11		11	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Agón	50003	2014	Regadío	359	327	164	147	0	0			0	16	0		0	0	0			14	0	8	0	0	2	4	0		0	0	0	0		0	0		12		0			0	12			0	0	0	0	0	0	4			0	1	0		0	0		0	1		1		1	2	0		2	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Agón	50003	2014	Secano	450	373	148	224	1	0			0	0	0		0	0	0			28	0	0	0	0	0	1	0		0	27	0	0		0	0		0		0			0	0			0	0	0	0	0	0	49			0	0	0		0	13		0	12		12		12	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Agüero	22004	2014	Regadío	3	2	0	2	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	0	0		0	0		0	0		1		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Agüero	22004	2014	Secano	143	130	55	74	1	0			0	0	0		0	0	0			2	0	0	0	0	2	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	11			0	0	0		0	1		0	0		9		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Ainzón	50006	2014	Regadío	53	51	18	32	0	0			0	1	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	1	0		0	0		0	0		0		0	1	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	1			0
Ainzón	50006	2014	Secano	301	284	58	226	0	0			0	0	0		0	0	0			15	0	0	0	0	0	0	0		0	15	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	2	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alacón	44006	2014	Regadío	27	21	0	20	0	0			0	0	0		0	0	1			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	6			0	0	1		0	0		0	0		0		5	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alacón	44006	2014	Secano	907	675	19	597	2	0			0	0	0		0	0	57			76	0	0	0	0	0	66	0		0	0	10	0		0	0		0		0			0	0			0	0	0	0	0	0	156			0	0	75		6	68		0	0		0		7	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Aladrén	50007	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Aladrén	50007	2014	Secano	46	37	10	27	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	9			0	3	0		6	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alagón	50008	2014	Regadío	1426	959	405	70	0	0			0	484	0		0	0	0			41	0	34	0	0	1	2	0		0	0	4	0		0	0		0		0			0	0			0	0	0	0	0	2	418			6	0	384		0	9		1	6		6		6	6	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	6			0
Alagón	50008	2014	Secano	4	4	1	0	0	0			0	3	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alarba	50009	2014	Regadío	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alarba	50009	2014	Secano	37	29	5	24	0	0			0	0	0		0	0	0			8	0	0	0	0	0	8	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alba	44007	2014	Regadío	541	522	117	271	31	37			0	0	0		0	0	66			1	0	0	0	0	0	1	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	18			0	0	6		0	0		0	0		0		12	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alba	44007	2014	Secano	1089	1015	83	540	24	181			0	0	0		0	0	187			20	0	0	0	0	20	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	54			0	0	0		5	0		0	0		0		49	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albalate de Cinca	22007	2014	Regadío	1935	1537	433	541	5	0			0	529	0		0	0	29			12	0	0	0	0	4	0	0		0	0	8	0		0	0		0		0			0	0			0	0	0	0	0	0	382			7	37	304		3	1		0	1		27		2	4	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	4			0
Albalate de Cinca	22007	2014	Secano	40	33	4	28	1	0			0	0	0		0	0	0			3	0	0	0	0	0	0	0		0	0	3	0		0	0		0		0			0	0			0	0	0	0	0	0	4			0	0	2		0	0		0	0		2		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albalate del Arzobispo	44008	2014	Regadío	53	36	19	11	0	0			0	4	0		0	0	2			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	16			0	2	7		0	0		0	0		0		7	1	0		0	0	0	0	0	0	0		0	0	0	0		0	1	0		0	0	0	0	0	0				0	0	0		0	0			0
Albalate del Arzobispo	44008	2014	Secano	3869	3066	228	883	1841	113			0	0	0		0	0	1			621	0	0	3	0	0	6	0		0	608	4	0		0	0		0		0			0	0			0	0	0	0	0	0	180			0	0	177		0	0		0	0		0		3	2	0		0	0	0	0	0	0	0		0	2	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albalatillo	22008	2014	Regadío	435	176	5	98	0	0			0	73	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	139			14	16	106		0	0		0	0		3		0	120	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	60	0	0				0	0	0		0	60			0
Albalatillo	22008	2014	Secano	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albarracín	44009	2014	Regadío	43	22	3	11	0	2			0	6	0		0	0	0			8	0	0	0	0	8	0	0		0	0	0	2		0	2		0		0			0	0			0	0	0	0	0	0	10			0	0	4		4	0		0	0		0		2	1	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	1			0
Albarracín	44009	2014	Secano	1999	1455	781	525	24	97			0	1	0		0	0	27			187	0	0	0	0	23	50	0		0	109	5	1		0	1		78		0			0	78			0	0	0	0	0	0	278			0	8	161		67	19		0	0		0		23	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albelda	22009	2014	Regadío	1707	1336	301	426	0	0			0	606	3		0	0	0			2	0	0	0	0	0	0	0		0	0	2	0		0	0		0		0			0	0			0	0	0	0	0	0	368			45	1	321		0	0		0	0		1		0	1	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	1			0
Albelda	22009	2014	Secano	750	700	16	679	5	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	50			0	0	5		1	23		0	0		19		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albentosa	44010	2014	Regadío	7	5	2	2	1	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	0	0		1	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Albentosa	44010	2014	Secano	413	263	20	166	72	0			0	5	0		0	0	0			49	0	0	0	0	15	30	0		0	4	0	0		0	0		0		0			0	0			0	0	0	0	0	0	101			0	0	10		26	0		0	0		0		65	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alberite de San Juan	50010	2014	Regadío	15	13	4	9	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	1	0		0	0		0	0		0		0	1	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	1			0
Alberite de San Juan	50010	2014	Secano	216	202	91	111	0	0			0	0	0		0	0	0			14	0	0	0	0	0	0	0		0	14	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albero Alto	22011	2014	Regadío	90	54	5	38	0	0			0	11	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	36			0	17	19		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Albero Alto	22011	2014	Secano	1373	1319	335	984	0	0			0	0	0		0	0	0			36	0	0	0	0	36	0	0		0	0	0	0		0	0		18		0			0	0			0	0	0	18	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albero Bajo	22012	2014	Regadío	1231	763	82	507	8	0			19	147	0		0	0	0			61	0	0	0	0	61	0	0		0	0	0	0		0	0		8		0			0	8			0	0	0	0	0	0	395			8	48	333		0	5		0	0		1		0	4	0		0	0	0	0	0	0	0		0	0	0	0		0	1	0		0	0	0	0	0	0				0	0	0		0	3			0
Albero Bajo	22012	2014	Secano	497	462	16	445	1	0			0	0	0		0	0	0			23	0	0	0	0	23	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	12			9	0	2		0	1		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alberuela de Tubo	22013	2014	Regadío	1288	863	7	595	0	0			8	223	22		0	0	8			27	0	0	0	0	0	0	0		0	0	27	0		0	0		0		0			0	0			0	0	0	0	0	0	388			162	37	168		0	6		0	0		14		1	10	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	10		0	0			0
Alberuela de Tubo	22013	2014	Secano	17	8	0	8	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	9			0	0	9		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Albeta	50011	2014	Regadío	4	3	0	2	0	0			0	1	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	1	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	1			0
Albeta	50011	2014	Secano	10	9	0	9	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	1			0	1	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alborge	50012	2014	Regadío	89	51	21	29	0	0			0	1	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	38			0	0	38		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alborge	50012	2014	Secano	66	61	53	0	8	0			0	0	0		0	0	0			5	0	0	0	0	0	0	0		0	5	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alcaine	44011	2014	Regadío	1	1	0	1	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alcaine	44011	2014	Secano	301	186	0	152	0	0			0	0	0		0	0	34			6	0	0	0	0	0	0	0		0	5	1	0		0	0		0		0			0	0			0	0	0	0	0	0	109			0	0	108		0	0		0	0		0		1	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alcalá de Ebro	50013	2014	Regadío	503	223	125	35	0	0			0	63	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	277			3	3	206		0	2		6	19		19		19	3	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	1	0	0				0	0	0		0	2			0
Alcalá de Ebro	50013	2014	Secano	0	0	0	0	0	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	0			0	0	0		0	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alcalá de Gurrea	22014	2014	Regadío	531	342	41	271	0	0			0	30	0		0	0	0			104	0	0	0	0	102	2	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	85			0	21	49		0	4		11	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alcalá de Gurrea	22014	2014	Secano	3469	3310	233	3037	0	39			0	0	0		0	0	1			100	0	0	0	0	100	0	0		0	0	0	0		0	0		54		0			0	0			0	0	0	54	0	0	5			0	0	2		3	0		0	0		0		0	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alcalá de la Selva	44012	2014	Regadío	5	3	0	0	3	0			0	0	0		0	0	0			0	0	0	0	0	0	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	2			0	0	0		0	0		0	0		0		2	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	0			0
Alcalá de la Selva	44012	2014	Secano	425	194	114	33	36	11			0	0	0		0	0	0			11	0	0	0	0	0	0	0		0	0	11	0		0	0		0		0			0	0			0	0	0	0	0	0	220			0	0	6		69	21		0	0		0		124	0	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0	0	0	0			0
Alcalá de Moncayo	50014	2014	Regadío	76	50	9	37	0	0			0	4	0		0	0	0			1	0	0	0	0	1	0	0		0	0	0	0		0	0		0		0			0	0			0	0	0	0	0	0	22			0	0	4		0	0		0	6		6		6	3	0		0	0	0	0	0	0	0		0	0	0	0		0	0	0		0	0	0	0	0	0				0	0	0		0	3			0
