Municipio codigo	Municipio nombre	Tipo de edificio	Tipo de edificio, código	Nº edificios
44212	Seno	Destinado a otros fines	2	1
44215	Terriente	Destinado a otros fines	2	1
44216	Teruel	Destinado a otros fines	2	35
44220	Torralba de los Sisones	Destinado a otros fines	2	1
44221	Torrecilla de Alcañiz	Destinado a otros fines	2	1
44232	Torrijo del Campo	Destinado a otros fines	2	1
44237	Urrea de Gaén	Destinado a otros fines	2	1
44238	Utrillas	Destinado a otros fines	2	2
44241	Valdealgorfa	Destinado a otros fines	2	5
44243	Valdecuenca	Destinado a otros fines	2	1
44245	Valdeltormo	Destinado a otros fines	2	1
44246	Valderrobres	Destinado a otros fines	2	2
44258	Villar del Salz	Destinado a otros fines	2	1
44261	Villarquemado	Destinado a otros fines	2	1
50002	Acered	Destinado a otros fines	2	1
50003	Agón	Destinado a otros fines	2	1
50004	Aguarón	Destinado a otros fines	2	4
50005	Aguilón	Destinado a otros fines	2	1
50006	Ainzón	Destinado a otros fines	2	2
50008	Alagón	Destinado a otros fines	2	60
50014	Alcalá de Moncayo	Destinado a otros fines	2	1
50017	Alfajarín	Destinado a otros fines	2	3
50018	Alfamén	Destinado a otros fines	2	6
50019	Alforque	Destinado a otros fines	2	1
50020	Alhama de Aragón	Destinado a otros fines	2	2
50027	Ambel	Destinado a otros fines	2	2
50028	Anento	Destinado a otros fines	2	1
50030	Añón de Moncayo	Destinado a otros fines	2	2
50031	Aranda de Moncayo	Destinado a otros fines	2	1
50034	Ariza	Destinado a otros fines	2	3
50038	Ateca	Destinado a otros fines	2	2
50041	Bagüés	Destinado a otros fines	2	2
50043	Bárboles	Destinado a otros fines	2	1
50045	Belchite	Destinado a otros fines	2	8
50047	Berdejo	Destinado a otros fines	2	2
50051	Biota	Destinado a otros fines	2	1
50055	Borja	Destinado a otros fines	2	14
50067	Calatayud	Destinado a otros fines	2	14
50068	Calatorao	Destinado a otros fines	2	11
50072	Carenas	Destinado a otros fines	2	4
50074	Caspe	Destinado a otros fines	2	31
50077	Castejón de Valdejasa	Destinado a otros fines	2	2
50078	Castiliscar	Destinado a otros fines	2	5
50081	Cetina	Destinado a otros fines	2	1
50082	Cimballa	Destinado a otros fines	2	2
50085	Codo	Destinado a otros fines	2	1
50090	Cubel	Destinado a otros fines	2	1
50092	Chiprana	Destinado a otros fines	2	1
50094	Daroca	Destinado a otros fines	2	8
50095	Ejea de los Caballeros	Destinado a otros fines	2	79
50098	Encinacorba	Destinado a otros fines	2	2
50099	Épila	Destinado a otros fines	2	4
50101	Escatrón	Destinado a otros fines	2	3
50102	Fabara	Destinado a otros fines	2	3
50108	Fombuena	Destinado a otros fines	2	1
50115	Fuentes de Ebro	Destinado a otros fines	2	31
50118	Gallur	Destinado a otros fines	2	14
50121	Gotor	Destinado a otros fines	2	2
50124	Herrera de los Navarros	Destinado a otros fines	2	1
50125	Ibdes	Destinado a otros fines	2	1
50128	Isuerre	Destinado a otros fines	2	1
50130	Jarque	Destinado a otros fines	2	2
50133	Lagata	Destinado a otros fines	2	1
50135	Layana	Destinado a otros fines	2	2
50136	Lécera	Destinado a otros fines	2	2
50137	Leciñena	Destinado a otros fines	2	4
50139	Letux	Destinado a otros fines	2	1
50148	Luesia	Destinado a otros fines	2	7
50150	Lumpiaque	Destinado a otros fines	2	4
50151	Luna	Destinado a otros fines	2	1
50152	Maella	Destinado a otros fines	2	1
50157	Malón	Destinado a otros fines	2	1
50160	Mallén	Destinado a otros fines	2	8
50163	María de Huerva	Destinado a otros fines	2	1
50165	Mequinenza	Destinado a otros fines	2	2
50166	Mesones de Isuela	Destinado a otros fines	2	1
50169	Miedes de Aragón	Destinado a otros fines	2	1
50175	Morata de Jalón	Destinado a otros fines	2	1
50183	Munébrega	Destinado a otros fines	2	1
50185	Murillo de Gállego	Destinado a otros fines	2	1
50189	Nonaspe	Destinado a otros fines	2	2
50191	Novillas	Destinado a otros fines	2	2
50192	Nuévalos	Destinado a otros fines	2	3
50193	Nuez de Ebro	Destinado a otros fines	2	2
50197	Orés	Destinado a otros fines	2	1
50202	Paracuellos de la Ribera	Destinado a otros fines	2	1
50204	Pedrola	Destinado a otros fines	2	2
50208	Pina de Ebro	Destinado a otros fines	2	1
50211	Plasencia de Jalón	Destinado a otros fines	2	1
50213	Plenas	Destinado a otros fines	2	1
50223	Remolinos	Destinado a otros fines	2	1
50229	Ruesca	Destinado a otros fines	2	1
50231	Salillas de Jalón	Destinado a otros fines	2	1
50232	Salvatierra de Esca	Destinado a otros fines	2	1
50234	San Martín de la Virgen de Moncayo	Destinado a otros fines	2	1
50235	San Mateo de Gállego	Destinado a otros fines	2	1
50236	Santa Cruz de Grío	Destinado a otros fines	2	1
50240	Sástago	Destinado a otros fines	2	6
50244	Sierra de Luna	Destinado a otros fines	2	3
50245	Sigüés	Destinado a otros fines	2	1
50248	Sos del Rey Católico	Destinado a otros fines	2	5
50251	Tarazona	Destinado a otros fines	2	9
50253	Terrer	Destinado a otros fines	2	5
50262	Torres de Berrellén	Destinado a otros fines	2	17
50264	Tosos	Destinado a otros fines	2	3
50271	Used	Destinado a otros fines	2	1
50272	Utebo	Destinado a otros fines	2	56
50274	Val de San Martín	Destinado a otros fines	2	1
50276	Valpalmas	Destinado a otros fines	2	2
50278	Velilla de Ebro	Destinado a otros fines	2	1
50284	Villafeliche	Destinado a otros fines	2	2
50288	Villanueva de Gállego	Destinado a otros fines	2	6
50292	Villarreal de Huerva	Destinado a otros fines	2	1
50293	Villarroya de la Sierra	Destinado a otros fines	2	1
50296	Zaida (La)	Destinado a otros fines	2	2
50297	Zaragoza	Destinado a otros fines	2	767
50298	Zuera	Destinado a otros fines	2	1
