Provincia código	Provincia nombre	Municipio código	Municipio nombre	Año	Saldo migratorio
22	Huesca	22133	Labuerda	2017	6
22	Huesca	22135	Laluenga	2017	-11
22	Huesca	22136	Lalueza	2017	-15
22	Huesca	22137	Lanaja	2017	12
22	Huesca	22139	Laperdiguera	2017	-1
22	Huesca	22141	Lascellas-Ponzano	2017	-1
22	Huesca	22142	Lascuarre	2017	3
22	Huesca	22143	Laspaúles	2017	-7
22	Huesca	22144	Laspuña	2017	11
22	Huesca	22149	Loarre	2017	5
22	Huesca	22150	Loporzano	2017	1
22	Huesca	22151	Loscorrales	2017	7
22	Huesca	22155	Monesma y Cajigar	2017	-2
22	Huesca	22156	Monflorite-Lascasas	2017	22
22	Huesca	22157	Montanuy	2017	-3
22	Huesca	22158	Monzón	2017	-60
22	Huesca	22160	Naval	2017	-4
22	Huesca	22162	Novales	2017	-4
22	Huesca	22163	Nueno	2017	-2
22	Huesca	22164	Olvena	2017	2
22	Huesca	22165	Ontiñena	2017	-5
22	Huesca	22167	Osso de Cinca	2017	3
22	Huesca	22168	Palo	2017	1
22	Huesca	22170	Panticosa	2017	-46
22	Huesca	22172	Peñalba	2017	-21
22	Huesca	22173	Peñas de Riglos (Las)	2017	0
22	Huesca	22174	Peralta de Alcofea	2017	4
22	Huesca	22175	Peralta de Calasanz	2017	2
22	Huesca	22176	Peraltilla	2017	1
22	Huesca	22177	Perarrúa	2017	-3
22	Huesca	22178	Pertusa	2017	-1
22	Huesca	22181	Piracés	2017	-4
22	Huesca	22182	Plan	2017	4
22	Huesca	22184	Poleñino	2017	-4
22	Huesca	22186	Pozán de Vero	2017	3
22	Huesca	22187	Puebla de Castro (La)	2017	16
22	Huesca	22188	Puente de Montañana	2017	0
22	Huesca	22189	Puértolas	2017	1
22	Huesca	22190	Pueyo de Araguás (El)	2017	5
22	Huesca	22193	Pueyo de Santa Cruz	2017	-11
22	Huesca	22195	Quicena	2017	4
22	Huesca	22197	Robres	2017	-13
22	Huesca	22199	Sabiñánigo	2017	23
22	Huesca	22200	Sahún	2017	-6
22	Huesca	22201	Salas Altas	2017	4
22	Huesca	22202	Salas Bajas	2017	1
22	Huesca	22203	Salillas	2017	-1
22	Huesca	22204	Sallent de Gállego	2017	-18
22	Huesca	22205	San Esteban de Litera	2017	30
22	Huesca	22206	Sangarrén	2017	2
22	Huesca	22207	San Juan de Plan	2017	10
22	Huesca	22208	Santa Cilia	2017	-2
22	Huesca	22209	Santa Cruz de la Serós	2017	4
22	Huesca	22212	Santaliestra y San Quílez	2017	-7
22	Huesca	22213	Sariñena	2017	14
22	Huesca	22214	Secastilla	2017	-4
22	Huesca	22215	Seira	2017	9
22	Huesca	22217	Sena	2017	14
22	Huesca	22218	Senés de Alcubierre	2017	-1
22	Huesca	22220	Sesa	2017	-2
22	Huesca	22221	Sesué	2017	2
22	Huesca	22222	Siétamo	2017	-17
22	Huesca	22223	Sopeira	2017	-3
22	Huesca	22225	Tamarite de Litera	2017	45
22	Huesca	22226	Tardienta	2017	-7
22	Huesca	22227	Tella-Sin	2017	0
22	Huesca	22228	Tierz	2017	3
22	Huesca	22229	Tolva	2017	0
22	Huesca	22230	Torla-Ordesa	2017	-1
22	Huesca	22232	Torralba de Aragón	2017	-7
22	Huesca	22233	Torre la Ribera	2017	-1
22	Huesca	22234	Torrente de Cinca	2017	54
22	Huesca	22235	Torres de Alcanadre	2017	-1
22	Huesca	22236	Torres de Barbués	2017	-1
22	Huesca	22239	Tramaced	2017	-6
22	Huesca	22242	Valfarta	2017	3
22	Huesca	22243	Valle de Bardají	2017	-1
22	Huesca	22244	Valle de Lierp	2017	-3
22	Huesca	22245	Velilla de Cinca	2017	17
22	Huesca	22246	Beranuy	2017	2
22	Huesca	22247	Viacamp y Litera	2017	1
22	Huesca	22248	Vicién	2017	-7
22	Huesca	22249	Villanova	2017	-4
22	Huesca	22250	Villanúa	2017	-30
22	Huesca	22251	Villanueva de Sigena	2017	-7
22	Huesca	22252	Yebra de Basa	2017	0
22	Huesca	22253	Yésero	2017	4
22	Huesca	22254	Zaidín	2017	39
22	Huesca	22901	Valle de Hecho	2017	-5
22	Huesca	22902	Puente la Reina de Jaca	2017	1
22	Huesca	22903	San Miguel del Cinca	2017	1
22	Huesca	22904	Sotonera (La)	2017	-17
22	Huesca	22905	Lupiñén-Ortilla	2017	14
22	Huesca	22906	Santa María de Dulcis	2017	-3
22	Huesca	22907	Aínsa-Sobrarbe	2017	-6
22	Huesca	22908	Hoz y Costeán	2017	6
22	Huesca	22909	Vencillón	2017	10
44	Teruel	44001	Ababuj	2017	2
44	Teruel	44002	Abejuela	2017	-1
44	Teruel	44003	Aguatón	2017	-1
44	Teruel	44004	Aguaviva	2017	-8
44	Teruel	44005	Aguilar del Alfambra	2017	-1
44	Teruel	44006	Alacón	2017	-4
44	Teruel	44007	Alba	2017	-6
44	Teruel	44008	Albalate del Arzobispo	2017	47
44	Teruel	44009	Albarracín	2017	-16
44	Teruel	44010	Albentosa	2017	4
44	Teruel	44011	Alcaine	2017	2
44	Teruel	44012	Alcalá de la Selva	2017	-21
44	Teruel	44013	Alcañiz	2017	-8
44	Teruel	44014	Alcorisa	2017	-18
44	Teruel	44016	Alfambra	2017	-8
44	Teruel	44017	Aliaga	2017	14
44	Teruel	44018	Almohaja	2017	-2
44	Teruel	44019	Alobras	2017	-3
44	Teruel	44020	Alpeñés	2017	-1
44	Teruel	44021	Allepuz	2017	1
44	Teruel	44022	Alloza	2017	-9
44	Teruel	44023	Allueva	2017	-1
44	Teruel	44024	Anadón	2017	0
44	Teruel	44025	Andorra	2017	-156
44	Teruel	44026	Arcos de las Salinas	2017	1
44	Teruel	44027	Arens de Lledó	2017	6
44	Teruel	44028	Argente	2017	-2
44	Teruel	44029	Ariño	2017	-15
44	Teruel	44031	Azaila	2017	1
44	Teruel	44032	Bádenas	2017	3
44	Teruel	44033	Báguena	2017	2
44	Teruel	44034	Bañón	2017	7
44	Teruel	44035	Barrachina	2017	1
44	Teruel	44037	Beceite	2017	6
44	Teruel	44038	Belmonte de San José	2017	1
44	Teruel	44039	Bello	2017	-10
44	Teruel	44040	Berge	2017	-1
44	Teruel	44041	Bezas	2017	8
44	Teruel	44042	Blancas	2017	-6
44	Teruel	44043	Blesa	2017	0
44	Teruel	44044	Bordón	2017	-3
44	Teruel	44045	Bronchales	2017	5
44	Teruel	44046	Bueña	2017	6
44	Teruel	44047	Burbáguena	2017	0
44	Teruel	44048	Cabra de Mora	2017	-7
44	Teruel	44049	Calaceite	2017	-4
44	Teruel	44050	Calamocha	2017	-11
44	Teruel	44051	Calanda	2017	5
44	Teruel	44052	Calomarde	2017	-2
44	Teruel	44053	Camañas	2017	0
44	Teruel	44054	Camarena de la Sierra	2017	-4
44	Teruel	44055	Camarillas	2017	-4
44	Teruel	44056	Caminreal	2017	17
44	Teruel	44059	Cantavieja	2017	-5
44	Teruel	44060	Cañada de Benatanduz	2017	-2
44	Teruel	44061	Cañada de Verich (La)	2017	3
44	Teruel	44063	Cañizar del Olivar	2017	4
44	Teruel	44064	Cascante del Río	2017	-1
44	Teruel	44065	Castejón de Tornos	2017	2
44	Teruel	44066	Castel de Cabra	2017	-4
44	Teruel	44067	Castelnou	2017	14
44	Teruel	44068	Castelserás	2017	12
44	Teruel	44070	Castellar (El)	2017	-2
44	Teruel	44071	Castellote	2017	0
44	Teruel	44074	Cedrillas	2017	23
44	Teruel	44075	Celadas	2017	-1
44	Teruel	44076	Cella	2017	-15
44	Teruel	44077	Cerollera (La)	2017	2
44	Teruel	44080	Codoñera (La)	2017	-12
44	Teruel	44082	Corbalán	2017	-2
44	Teruel	44084	Cortes de Aragón	2017	3
44	Teruel	44085	Cosa	2017	-2
44	Teruel	44086	Cretas	2017	-2
44	Teruel	44087	Crivillén	2017	-3
44	Teruel	44088	Cuba (La)	2017	5
44	Teruel	44089	Cubla	2017	0
44	Teruel	44090	Cucalón	2017	-8
44	Teruel	44092	Cuervo (El)	2017	-5
44	Teruel	44093	Cuevas de Almudén	2017	-17
44	Teruel	44094	Cuevas Labradas	2017	5
44	Teruel	44096	Ejulve	2017	-5
44	Teruel	44097	Escorihuela	2017	-3
44	Teruel	44099	Escucha	2017	-24
44	Teruel	44100	Estercuel	2017	-12
44	Teruel	44101	Ferreruela de Huerva	2017	-1
44	Teruel	44103	Formiche Alto	2017	-1
44	Teruel	44105	Fórnoles	2017	-5
44	Teruel	44106	Fortanete	2017	3
44	Teruel	44107	Foz-Calanda	2017	-14
44	Teruel	44108	Fresneda (La)	2017	4
44	Teruel	44109	Frías de Albarracín	2017	-7
44	Teruel	44110	Fuenferrada	2017	-8
44	Teruel	44111	Fuentes Calientes	2017	-7
44	Teruel	44112	Fuentes Claras	2017	-13
44	Teruel	44113	Fuentes de Rubielos	2017	2
44	Teruel	44114	Fuentespalda	2017	-6
44	Teruel	44115	Galve	2017	-1
44	Teruel	44116	Gargallo	2017	-6
44	Teruel	44117	Gea de Albarracín	2017	4
44	Teruel	44118	Ginebrosa (La)	2017	5
44	Teruel	44119	Griegos	2017	-5
44	Teruel	44120	Guadalaviar	2017	6
44	Teruel	44121	Gúdar	2017	-8
44	Teruel	44122	Híjar	2017	19
44	Teruel	44123	Hinojosa de Jarque	2017	-15
44	Teruel	44124	Hoz de la Vieja (La)	2017	-1
44	Teruel	44125	Huesa del Común	2017	-1
44	Teruel	44126	Iglesuela del Cid (La)	2017	10
44	Teruel	44127	Jabaloyas	2017	-1
44	Teruel	44128	Jarque de la Val	2017	-1
44	Teruel	44129	Jatiel	2017	-1
44	Teruel	44130	Jorcas	2017	2
44	Teruel	44131	Josa	2017	2
44	Teruel	44132	Lagueruela	2017	-5
44	Teruel	44133	Lanzuela	2017	-3
44	Teruel	44135	Libros	2017	0
44	Teruel	44136	Lidón	2017	2
44	Teruel	44137	Linares de Mora	2017	-3
44	Teruel	44138	Loscos	2017	-7
44	Teruel	44141	Lledó	2017	1
44	Teruel	44142	Maicas	2017	-4
44	Teruel	44143	Manzanera	2017	15
44	Teruel	44144	Martín del Río	2017	-5
44	Teruel	44145	Mas de las Matas	2017	18
44	Teruel	44146	Mata de los Olmos (La)	2017	-8
44	Teruel	44147	Mazaleón	2017	-2
44	Teruel	44148	Mezquita de Jarque	2017	-4
44	Teruel	44149	Mirambel	2017	-4
44	Teruel	44150	Miravete de la Sierra	2017	4
44	Teruel	44151	Molinos	2017	-1
44	Teruel	44152	Monforte de Moyuela	2017	1
44	Teruel	44153	Monreal del Campo	2017	-23
44	Teruel	44154	Monroyo	2017	4
44	Teruel	44155	Montalbán	2017	-4
44	Teruel	44156	Monteagudo del Castillo	2017	0
44	Teruel	44157	Monterde de Albarracín	2017	1
44	Teruel	44158	Mora de Rubielos	2017	-8
44	Teruel	44159	Moscardón	2017	-1
44	Teruel	44160	Mosqueruela	2017	2
44	Teruel	44161	Muniesa	2017	-18
44	Teruel	44163	Noguera de Albarracín	2017	-1
44	Teruel	44164	Nogueras	2017	-2
44	Teruel	44165	Nogueruelas	2017	11
44	Teruel	44167	Obón	2017	0
44	Teruel	44168	Odón	2017	-21
44	Teruel	44169	Ojos Negros	2017	-15
44	Teruel	44171	Olba	2017	-2
44	Teruel	44172	Oliete	2017	7
44	Teruel	44173	Olmos (Los)	2017	1
44	Teruel	44174	Orihuela del Tremedal	2017	-4
44	Teruel	44175	Orrios	2017	-4
44	Teruel	44176	Palomar de Arroyos	2017	1
44	Teruel	44177	Pancrudo	2017	-15
44	Teruel	44178	Parras de Castellote (Las)	2017	-6
44	Teruel	44179	Peñarroya de Tastavins	2017	-14
44	Teruel	44180	Peracense	2017	3
44	Teruel	44181	Peralejos	2017	2
44	Teruel	44182	Perales del Alfambra	2017	2
44	Teruel	44183	Pitarque	2017	-3
44	Teruel	44184	Plou	2017	-1
44	Teruel	44185	Pobo (El)	2017	-12
44	Teruel	44187	Portellada (La)	2017	-3
44	Teruel	44189	Pozondón	2017	-4
44	Teruel	44190	Pozuel del Campo	2017	-2
44	Teruel	44191	Puebla de Híjar (La)	2017	-22
44	Teruel	44192	Puebla de Valverde (La)	2017	1
44	Teruel	44193	Puertomingalvo	2017	6
44	Teruel	44194	Ráfales	2017	0
44	Teruel	44195	Rillo	2017	3
44	Teruel	44196	Riodeva	2017	-5
44	Teruel	44197	Ródenas	2017	3
44	Teruel	44198	Royuela	2017	-3
44	Teruel	44199	Rubiales	2017	-4
44	Teruel	44201	Rubielos de Mora	2017	9
44	Teruel	44203	Salcedillo	2017	1
44	Teruel	44205	Samper de Calanda	2017	-34
44	Teruel	44206	San Agustín	2017	-6
44	Teruel	44207	San Martín del Río	2017	-1
44	Teruel	44208	Santa Cruz de Nogueras	2017	1
44	Teruel	44209	Santa Eulalia	2017	8
44	Teruel	44210	Sarrión	2017	5
44	Teruel	44211	Segura de los Baños	2017	-1
44	Teruel	44213	Singra	2017	2
44	Teruel	44215	Terriente	2017	11
44	Teruel	44216	Teruel	2017	308
44	Teruel	44217	Toril y Masegoso	2017	1
44	Teruel	44218	Tormón	2017	-3
44	Teruel	44219	Tornos	2017	-5
44	Teruel	44220	Torralba de los Sisones	2017	-4
44	Teruel	44221	Torrecilla de Alcañiz	2017	2
44	Teruel	44222	Torrecilla del Rebollar	2017	-8
44	Teruel	44223	Torre de Arcas	2017	6
44	Teruel	44224	Torre de las Arcas	2017	1
44	Teruel	44225	Torre del Compte	2017	7
44	Teruel	44226	Torrelacárcel	2017	-10
44	Teruel	44227	Torre los Negros	2017	2
44	Teruel	44228	Torremocha de Jiloca	2017	1
44	Teruel	44229	Torres de Albarracín	2017	0
44	Teruel	44230	Torrevelilla	2017	-1
44	Teruel	44231	Torrijas	2017	-3
44	Teruel	44232	Torrijo del Campo	2017	6
44	Teruel	44234	Tramacastiel	2017	0
44	Teruel	44235	Tramacastilla	2017	0
44	Teruel	44236	Tronchón	2017	0
44	Teruel	44237	Urrea de Gaén	2017	-16
44	Teruel	44238	Utrillas	2017	-44
44	Teruel	44239	Valacloche	2017	-2
44	Teruel	44240	Valbona	2017	-2
44	Teruel	44241	Valdealgorfa	2017	-3
44	Teruel	44243	Valdecuenca	2017	-2
44	Teruel	44244	Valdelinares	2017	-2
44	Teruel	44245	Valdeltormo	2017	-18
44	Teruel	44246	Valderrobres	2017	55
44	Teruel	44247	Valjunquera	2017	-11
44	Teruel	44249	Vallecillo (El)	2017	-1
44	Teruel	44250	Veguillas de la Sierra	2017	1
44	Teruel	44251	Villafranca del Campo	2017	9
44	Teruel	44252	Villahermosa del Campo	2017	0
44	Teruel	44256	Villanueva del Rebollar de la Sierra	2017	3
44	Teruel	44257	Villar del Cobo	2017	-10
44	Teruel	44258	Villar del Salz	2017	2
44	Teruel	44260	Villarluengo	2017	6
44	Teruel	44261	Villarquemado	2017	-10
44	Teruel	44262	Villarroya de los Pinares	2017	5
44	Teruel	44263	Villastar	2017	-4
44	Teruel	44264	Villel	2017	-3
44	Teruel	44265	Vinaceite	2017	-6
44	Teruel	44266	Visiedo	2017	-6
44	Teruel	44267	Vivel del Río Martín	2017	9
50	Zaragoza	50001	Abanto	2017	1
50	Zaragoza	50002	Acered	2017	-4
50	Zaragoza	50003	Agón	2017	8
50	Zaragoza	50004	Aguarón	2017	-23
50	Zaragoza	50005	Aguilón	2017	-1
50	Zaragoza	50006	Ainzón	2017	8
50	Zaragoza	50007	Aladrén	2017	5
50	Zaragoza	50008	Alagón	2017	99
50	Zaragoza	50009	Alarba	2017	-3
50	Zaragoza	50010	Alberite de San Juan	2017	-4
50	Zaragoza	50011	Albeta	2017	0
50	Zaragoza	50012	Alborge	2017	3
50	Zaragoza	50013	Alcalá de Ebro	2017	-17
50	Zaragoza	50014	Alcalá de Moncayo	2017	-3
50	Zaragoza	50015	Alconchel de Ariza	2017	-3
50	Zaragoza	50016	Aldehuela de Liestos	2017	-3
50	Zaragoza	50017	Alfajarín	2017	38
50	Zaragoza	50018	Alfamén	2017	-8
50	Zaragoza	50019	Alforque	2017	7
50	Zaragoza	50020	Alhama de Aragón	2017	-12
50	Zaragoza	50021	Almochuel	2017	0
50	Zaragoza	50022	Almolda (La)	2017	7
50	Zaragoza	50023	Almonacid de la Cuba	2017	-4
50	Zaragoza	50024	Almonacid de la Sierra	2017	0
50	Zaragoza	50025	Almunia de Doña Godina (La)	2017	171
50	Zaragoza	50026	Alpartir	2017	33
50	Zaragoza	50027	Ambel	2017	3
50	Zaragoza	50028	Anento	2017	-2
50	Zaragoza	50029	Aniñón	2017	3
50	Zaragoza	50030	Añón de Moncayo	2017	4
50	Zaragoza	50031	Aranda de Moncayo	2017	-13
50	Zaragoza	50032	Arándiga	2017	8
50	Zaragoza	50033	Ardisa	2017	0
50	Zaragoza	50034	Ariza	2017	11
50	Zaragoza	50035	Artieda	2017	-1
50	Zaragoza	50036	Asín	2017	-1
50	Zaragoza	50037	Atea	2017	12
50	Zaragoza	50038	Ateca	2017	-4
50	Zaragoza	50039	Azuara	2017	-3
50	Zaragoza	50040	Badules	2017	-2
50	Zaragoza	50041	Bagüés	2017	1
50	Zaragoza	50042	Balconchán	2017	2
50	Zaragoza	50043	Bárboles	2017	-9
50	Zaragoza	50044	Bardallur	2017	10
50	Zaragoza	50045	Belchite	2017	-5
50	Zaragoza	50046	Belmonte de Gracián	2017	-2
50	Zaragoza	50047	Berdejo	2017	-3
50	Zaragoza	50048	Berrueco	2017	0
50	Zaragoza	50050	Bijuesca	2017	3
50	Zaragoza	50051	Biota	2017	10
50	Zaragoza	50052	Bisimbre	2017	2
50	Zaragoza	50053	Boquiñeni	2017	-26
50	Zaragoza	50054	Bordalba	2017	-1
50	Zaragoza	50055	Borja	2017	20
50	Zaragoza	50056	Botorrita	2017	-7
50	Zaragoza	50057	Brea de Aragón	2017	-11
50	Zaragoza	50058	Bubierca	2017	-1
50	Zaragoza	50059	Bujaraloz	2017	-3
50	Zaragoza	50060	Bulbuente	2017	1
50	Zaragoza	50061	Bureta	2017	-4
50	Zaragoza	50062	Burgo de Ebro (El)	2017	18
50	Zaragoza	50063	Buste (El)	2017	2
50	Zaragoza	50064	Cabañas de Ebro	2017	6
50	Zaragoza	50065	Cabolafuente	2017	-3
50	Zaragoza	50066	Cadrete	2017	111
50	Zaragoza	50067	Calatayud	2017	171
50	Zaragoza	50068	Calatorao	2017	21
50	Zaragoza	50069	Calcena	2017	0
50	Zaragoza	50070	Calmarza	2017	-3
50	Zaragoza	50071	Campillo de Aragón	2017	1
50	Zaragoza	50072	Carenas	2017	8
50	Zaragoza	50073	Cariñena	2017	-4
50	Zaragoza	50074	Caspe	2017	57
50	Zaragoza	50075	Castejón de Alarba	2017	3
50	Zaragoza	50076	Castejón de las Armas	2017	5
50	Zaragoza	50077	Castejón de Valdejasa	2017	-3
50	Zaragoza	50078	Castiliscar	2017	4
50	Zaragoza	50079	Cervera de la Cañada	2017	-13
50	Zaragoza	50080	Cerveruela	2017	-2
50	Zaragoza	50081	Cetina	2017	-7
50	Zaragoza	50082	Cimballa	2017	-6
50	Zaragoza	50083	Cinco Olivas	2017	1
50	Zaragoza	50084	Clarés de Ribota	2017	-5
50	Zaragoza	50085	Codo	2017	3
50	Zaragoza	50086	Codos	2017	-9
50	Zaragoza	50087	Contamina	2017	2
50	Zaragoza	50088	Cosuenda	2017	-1
50	Zaragoza	50089	Cuarte de Huerva	2017	31
50	Zaragoza	50090	Cubel	2017	-1
50	Zaragoza	50091	Cuerlas (Las)	2017	-4
50	Zaragoza	50092	Chiprana	2017	25
50	Zaragoza	50093	Chodes	2017	6
50	Zaragoza	50094	Daroca	2017	-6
50	Zaragoza	50095	Ejea de los Caballeros	2017	82
50	Zaragoza	50096	Embid de Ariza	2017	-1
50	Zaragoza	50098	Encinacorba	2017	-5
50	Zaragoza	50099	Épila	2017	-22
50	Zaragoza	50100	Erla	2017	-7
50	Zaragoza	50101	Escatrón	2017	-5
50	Zaragoza	50102	Fabara	2017	-12
50	Zaragoza	50104	Farlete	2017	-5
50	Zaragoza	50105	Fayón	2017	10
50	Zaragoza	50106	Fayos (Los)	2017	8
50	Zaragoza	50107	Figueruelas	2017	13
50	Zaragoza	50108	Fombuena	2017	3
50	Zaragoza	50109	Frago (El)	2017	-6
50	Zaragoza	50110	Frasno (El)	2017	-2
50	Zaragoza	50111	Fréscano	2017	1
50	Zaragoza	50113	Fuendejalón	2017	5
50	Zaragoza	50114	Fuendetodos	2017	-2
50	Zaragoza	50115	Fuentes de Ebro	2017	29
50	Zaragoza	50116	Fuentes de Jiloca	2017	-2
50	Zaragoza	50117	Gallocanta	2017	-9
50	Zaragoza	50118	Gallur	2017	-12
50	Zaragoza	50119	Gelsa	2017	-31
50	Zaragoza	50120	Godojos	2017	2
50	Zaragoza	50121	Gotor	2017	-5
50	Zaragoza	50122	Grisel	2017	-8
50	Zaragoza	50123	Grisén	2017	-47
50	Zaragoza	50124	Herrera de los Navarros	2017	-15
50	Zaragoza	50125	Ibdes	2017	-4
50	Zaragoza	50126	Illueca	2017	-59
50	Zaragoza	50128	Isuerre	2017	1
50	Zaragoza	50129	Jaraba	2017	-13
50	Zaragoza	50130	Jarque de Moncayo	2017	1
50	Zaragoza	50131	Jaulín	2017	-6
50	Zaragoza	50132	Joyosa (La)	2017	12
50	Zaragoza	50133	Lagata	2017	-6
50	Zaragoza	50134	Langa del Castillo	2017	1
50	Zaragoza	50135	Layana	2017	1
50	Zaragoza	50136	Lécera	2017	-9
50	Zaragoza	50137	Leciñena	2017	-8
50	Zaragoza	50138	Lechón	2017	2
50	Zaragoza	50139	Letux	2017	0
50	Zaragoza	50140	Litago	2017	-5
50	Zaragoza	50141	Lituénigo	2017	7
50	Zaragoza	50142	Lobera de Onsella	2017	-4
50	Zaragoza	50143	Longares	2017	-17
50	Zaragoza	50144	Longás	2017	4
50	Zaragoza	50146	Lucena de Jalón	2017	-2
50	Zaragoza	50147	Luceni	2017	-23
50	Zaragoza	50148	Luesia	2017	-3
50	Zaragoza	50150	Lumpiaque	2017	3
50	Zaragoza	50151	Luna	2017	-6
50	Zaragoza	50152	Maella	2017	9
50	Zaragoza	50153	Magallón	2017	8
50	Zaragoza	50154	Mainar	2017	4
50	Zaragoza	50155	Malanquilla	2017	-4
50	Zaragoza	50156	Maleján	2017	1
50	Zaragoza	50157	Malón	2017	-17
50	Zaragoza	50159	Maluenda	2017	16
50	Zaragoza	50160	Mallén	2017	38
50	Zaragoza	50161	Manchones	2017	-2
50	Zaragoza	50162	Mara	2017	2
50	Zaragoza	50163	María de Huerva	2017	68
50	Zaragoza	50164	Mediana de Aragón	2017	-1
50	Zaragoza	50165	Mequinenza	2017	-7
50	Zaragoza	50166	Mesones de Isuela	2017	-2
50	Zaragoza	50167	Mezalocha	2017	0
50	Zaragoza	50169	Miedes de Aragón	2017	-1
50	Zaragoza	50170	Monegrillo	2017	-3
50	Zaragoza	50171	Moneva	2017	-6
50	Zaragoza	50172	Monreal de Ariza	2017	4
50	Zaragoza	50173	Monterde	2017	-7
50	Zaragoza	50174	Montón	2017	-1
