Año	Comarca código	Comarca nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2019	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2019	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	128	7
2019	22	Campo de Belchite	IAEST	Viviendas de turismo rural	189	22
2019	22	Campo de Belchite	IAEST	Viviendas de uso turístico	0	0
2019	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2019	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2019	23	Bajo Martín	IAEST	Hoteles, hostales y similares	186	6
2019	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2019	23	Bajo Martín	IAEST	Viviendas de uso turístico	27	3
2019	24	Campo de Daroca	IAEST	Apartamentos turísticos	0	0
2019	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2019	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	182	7
2019	24	Campo de Daroca	IAEST	Viviendas de turismo rural	210	31
2019	24	Campo de Daroca	IAEST	Viviendas de uso turístico	8	1
2019	25	Jiloca	IAEST	Apartamentos turísticos	32	7
2019	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2019	25	Jiloca	IAEST	Hoteles, hostales y similares	471	18
2019	25	Jiloca	IAEST	Viviendas de turismo rural	292	34
2019	25	Jiloca	IAEST	Viviendas de uso turístico	8	2
2019	26	Cuencas Mineras	IAEST	Apartamentos turísticos	17	4
2019	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2019	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	307	12
2019	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	136	18
2019	26	Cuencas Mineras	IAEST	Viviendas de uso turístico	25	3
2019	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	49	10
2019	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2019	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	475	11
2019	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	79	10
2019	27	Andorra-Sierra de Arcos	IAEST	Viviendas de uso turístico	0	0
2019	28	Bajo Aragón	IAEST	Apartamentos turísticos	148	35
2019	28	Bajo Aragón	IAEST	Campings y áreas de acampada	500	1
2019	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	812	22
2019	28	Bajo Aragón	IAEST	Viviendas de turismo rural	354	47
2019	28	Bajo Aragón	IAEST	Viviendas de uso turístico	249	43
2019	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	638	145
2019	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2019	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2154	47
2019	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	504	62
2019	29	Comunidad de Teruel	IAEST	Viviendas de uso turístico	591	100
2019	30	Maestrazgo	IAEST	Apartamentos turísticos	42	10
2019	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2019	30	Maestrazgo	IAEST	Hoteles, hostales y similares	771	24
2019	30	Maestrazgo	IAEST	Viviendas de turismo rural	449	62
2019	30	Maestrazgo	IAEST	Viviendas de uso turístico	8	1
2019	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	398	96
2019	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2019	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1152	49
2019	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	554	70
2019	31	Sierra de Albarracín	IAEST	Viviendas de uso turístico	255	47
2019	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	708	162
2019	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	2016	6
2019	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1712	53
2019	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	878	105
2019	32	Gúdar-Javalambre	IAEST	Viviendas de uso turístico	291	45
2019	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	436	107
2019	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	616	4
2019	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	732	34
2019	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	639	84
2019	33	Matarraña / Matarranya	IAEST	Viviendas de uso turístico	155	28
2020	01	La Jacetania	IAEST	Apartamentos turísticos	506	135
2020	01	La Jacetania	IAEST	Campings y áreas de acampada	3683	12
2020	01	La Jacetania	IAEST	Hoteles, hostales y similares	3754	54
2020	01	La Jacetania	IAEST	Viviendas de turismo rural	882	111
2020	01	La Jacetania	IAEST	Viviendas de uso turístico	1832	259
2020	02	Alto Gállego	IAEST	Apartamentos turísticos	1020	239
2020	02	Alto Gállego	IAEST	Campings y áreas de acampada	2725	6
2020	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4752	68
2020	02	Alto Gállego	IAEST	Viviendas de turismo rural	397	53
2020	02	Alto Gállego	IAEST	Viviendas de uso turístico	2746	433
2020	03	Sobrarbe	IAEST	Apartamentos turísticos	1654	402
2020	03	Sobrarbe	IAEST	Campings y áreas de acampada	11122	25
2020	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3469	80
2020	03	Sobrarbe	IAEST	Viviendas de turismo rural	2186	305
2020	03	Sobrarbe	IAEST	Viviendas de uso turístico	620	90
2020	04	La Ribagorza	IAEST	Apartamentos turísticos	1203	259
2020	04	La Ribagorza	IAEST	Campings y áreas de acampada	5187	13
2020	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3164	78
2020	04	La Ribagorza	IAEST	Viviendas de turismo rural	1434	187
2020	04	La Ribagorza	IAEST	Viviendas de uso turístico	2139	346
2020	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2020	05	Cinco Villas	IAEST	Campings y áreas de acampada	548	2
2020	05	Cinco Villas	IAEST	Hoteles, hostales y similares	715	24
2020	05	Cinco Villas	IAEST	Viviendas de turismo rural	486	52
2020	05	Cinco Villas	IAEST	Viviendas de uso turístico	42	6
2020	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	196	47
2020	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1983	8
2020	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1591	35
2020	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	734	96
2020	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de uso turístico	234	27
2020	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	247	55
2020	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1489	4
2020	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1190	34
2020	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	744	89
2020	07	Somontano de Barbastro	IAEST	Viviendas de uso turístico	43	7
2020	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2020	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2020	08	Cinca Medio	IAEST	Hoteles, hostales y similares	328	14
2020	08	Cinca Medio	IAEST	Viviendas de turismo rural	77	8
2020	08	Cinca Medio	IAEST	Viviendas de uso turístico	0	0
2020	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	12	4
2020	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2020	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	106	4
2020	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	111	15
2020	09	La Litera / La Llitera	IAEST	Viviendas de uso turístico	16	1
2020	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2020	10	Los Monegros	IAEST	Campings y áreas de acampada	205	2
2020	10	Los Monegros	IAEST	Hoteles, hostales y similares	250	14
2020	10	Los Monegros	IAEST	Viviendas de turismo rural	208	26
2020	10	Los Monegros	IAEST	Viviendas de uso turístico	0	0
2020	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	115	34
2020	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2020	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	409	11
2020	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	51	7
2020	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de uso turístico	36	6
2020	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	20	10
2020	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2020	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	350	9
2020	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	298	38
2020	12	Tarazona y el Moncayo	IAEST	Viviendas de uso turístico	94	10
2020	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2020	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2020	13	Campo de Borja	IAEST	Hoteles, hostales y similares	158	8
2020	13	Campo de Borja	IAEST	Viviendas de turismo rural	91	13
2020	13	Campo de Borja	IAEST	Viviendas de uso turístico	3	1
2020	14	Aranda	IAEST	Apartamentos turísticos	16	3
2020	14	Aranda	IAEST	Campings y áreas de acampada	120	1
2020	14	Aranda	IAEST	Hoteles, hostales y similares	83	4
2020	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2020	14	Aranda	IAEST	Viviendas de uso turístico	14	2
2020	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2020	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2020	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	377	15
2020	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	95	11
2020	15	Ribera Alta del Ebro	IAEST	Viviendas de uso turístico	35	5
2020	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2020	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2020	16	Valdejalón	IAEST	Hoteles, hostales y similares	446	13
2020	16	Valdejalón	IAEST	Viviendas de turismo rural	52	7
2020	16	Valdejalón	IAEST	Viviendas de uso turístico	16	2
2020	17	Central	IAEST	Apartamentos turísticos	868	222
2020	17	Central	IAEST	Campings y áreas de acampada	700	1
2020	17	Central	IAEST	Hoteles, hostales y similares	11936	122
2020	17	Central	IAEST	Viviendas de turismo rural	56	7
2020	17	Central	IAEST	Viviendas de uso turístico	2553	424
2020	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2020	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2020	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	211	8
2020	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2020	18	Ribera Baja del Ebro	IAEST	Viviendas de uso turístico	7	1
2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	122	28
2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1304	4
2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	345	13
2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	55	8
2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de uso turístico	87	10
2020	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	206	59
2020	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2020	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2281	32
2020	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	621	74
2020	20	Comunidad de Calatayud	IAEST	Viviendas de uso turístico	143	21
2020	21	Campo de Cariñena	IAEST	Apartamentos turísticos	41	12
2020	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2020	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	234	8
2020	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	86	9
2020	21	Campo de Cariñena	IAEST	Viviendas de uso turístico	18	2
2020	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2020	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2020	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	128	7
2020	22	Campo de Belchite	IAEST	Viviendas de turismo rural	201	23
2020	22	Campo de Belchite	IAEST	Viviendas de uso turístico	0	0
2020	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2020	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2020	23	Bajo Martín	IAEST	Hoteles, hostales y similares	206	6
2020	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2020	23	Bajo Martín	IAEST	Viviendas de uso turístico	27	3
2020	24	Campo de Daroca	IAEST	Apartamentos turísticos	0	0
2020	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2020	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	182	7
2020	24	Campo de Daroca	IAEST	Viviendas de turismo rural	204	30
2020	24	Campo de Daroca	IAEST	Viviendas de uso turístico	17	2
2020	25	Jiloca	IAEST	Apartamentos turísticos	32	7
2020	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2020	25	Jiloca	IAEST	Hoteles, hostales y similares	469	18
2020	25	Jiloca	IAEST	Viviendas de turismo rural	280	33
2020	25	Jiloca	IAEST	Viviendas de uso turístico	25	5
2020	26	Cuencas Mineras	IAEST	Apartamentos turísticos	17	4
2020	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2020	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	307	12
2020	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	141	18
2020	26	Cuencas Mineras	IAEST	Viviendas de uso turístico	25	3
2020	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	49	10
2020	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2020	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	498	11
2020	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	79	10
2020	27	Andorra-Sierra de Arcos	IAEST	Viviendas de uso turístico	0	0
2020	28	Bajo Aragón	IAEST	Apartamentos turísticos	151	35
2020	28	Bajo Aragón	IAEST	Campings y áreas de acampada	500	1
2020	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	812	22
2020	28	Bajo Aragón	IAEST	Viviendas de turismo rural	366	49
2020	28	Bajo Aragón	IAEST	Viviendas de uso turístico	280	49
2020	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	680	154
2020	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2020	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2156	47
2020	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	504	62
2020	29	Comunidad de Teruel	IAEST	Viviendas de uso turístico	701	118
2020	30	Maestrazgo	IAEST	Apartamentos turísticos	42	10
2020	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2020	30	Maestrazgo	IAEST	Hoteles, hostales y similares	741	22
2020	30	Maestrazgo	IAEST	Viviendas de turismo rural	452	61
2020	30	Maestrazgo	IAEST	Viviendas de uso turístico	8	1
2020	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	417	100
2020	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2020	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1172	50
2020	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	548	69
2020	31	Sierra de Albarracín	IAEST	Viviendas de uso turístico	293	56
2020	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	698	162
2020	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1993	6
2020	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1712	53
2020	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	904	109
2020	32	Gúdar-Javalambre	IAEST	Viviendas de uso turístico	384	62
2020	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	436	107
2020	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	812	4
2020	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	812	36
2020	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	661	89
2020	33	Matarraña / Matarranya	IAEST	Viviendas de uso turístico	170	30
