Año	Comarca código	Comarca nombre	Origen	Tipo de alojamiento	Plazas	Establecimientos
2014	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	149	19
2014	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2014	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2014	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	371	12
2014	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	66	8
2014	28	Bajo Aragón	IAEST	Apartamentos turísticos	72	18
2014	28	Bajo Aragón	IAEST	Campings y áreas de acampada	800	1
2014	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	816	20
2014	28	Bajo Aragón	IAEST	Viviendas de turismo rural	294	37
2014	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	396	105
2014	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2014	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2069	46
2014	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	366	42
2014	30	Maestrazgo	IAEST	Apartamentos turísticos	44	9
2014	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2014	30	Maestrazgo	IAEST	Hoteles, hostales y similares	785	25
2014	30	Maestrazgo	IAEST	Viviendas de turismo rural	390	55
2014	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	357	90
2014	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2014	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1088	44
2014	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	470	58
2014	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	566	138
2014	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1093	5
2014	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1641	49
2014	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	760	90
2014	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	402	99
2014	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	256	2
2014	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	739	35
2014	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	490	63
2015	01	La Jacetania	IAEST	Apartamentos turísticos	440	108
2015	01	La Jacetania	IAEST	Campings y áreas de acampada	3935	12
2015	01	La Jacetania	IAEST	Hoteles, hostales y similares	3675	56
2015	01	La Jacetania	IAEST	Viviendas de turismo rural	762	98
2015	02	Alto Gállego	IAEST	Apartamentos turísticos	903	212
2015	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2015	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4580	74
2015	02	Alto Gállego	IAEST	Viviendas de turismo rural	277	37
2015	03	Sobrarbe	IAEST	Apartamentos turísticos	1318	297
2015	03	Sobrarbe	IAEST	Campings y áreas de acampada	10863	25
2015	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3556	79
2015	03	Sobrarbe	IAEST	Viviendas de turismo rural	1924	278
2015	04	La Ribagorza	IAEST	Apartamentos turísticos	1046	217
2015	04	La Ribagorza	IAEST	Campings y áreas de acampada	4504	11
2015	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3275	82
2015	04	La Ribagorza	IAEST	Viviendas de turismo rural	1240	165
2015	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2015	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2015	05	Cinco Villas	IAEST	Hoteles, hostales y similares	655	23
2015	05	Cinco Villas	IAEST	Viviendas de turismo rural	424	48
2015	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	179	45
2015	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1925	8
2015	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1705	42
2015	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	704	88
2015	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	195	47
2015	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1449	4
2015	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1338	36
2015	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	632	81
2015	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2015	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2015	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2015	08	Cinca Medio	IAEST	Viviendas de turismo rural	69	8
2015	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	0	0
2015	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2015	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	148	4
2015	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	91	13
2015	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2015	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2015	10	Los Monegros	IAEST	Hoteles, hostales y similares	278	16
2015	10	Los Monegros	IAEST	Viviendas de turismo rural	181	24
2015	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	96	29
2015	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2015	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	476	13
2015	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	46	6
2015	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	28	12
2015	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2015	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	377	11
2015	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	244	30
2015	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2015	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2015	13	Campo de Borja	IAEST	Hoteles, hostales y similares	133	7
2015	13	Campo de Borja	IAEST	Viviendas de turismo rural	43	7
2015	14	Aranda	IAEST	Apartamentos turísticos	16	3
2015	14	Aranda	IAEST	Campings y áreas de acampada	0	0
2015	14	Aranda	IAEST	Hoteles, hostales y similares	88	3
2015	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2015	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2015	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2015	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	371	14
2015	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	71	8
2015	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2015	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2015	16	Valdejalón	IAEST	Hoteles, hostales y similares	477	14
2015	16	Valdejalón	IAEST	Viviendas de turismo rural	40	6
2015	17	Central	IAEST	Apartamentos turísticos	567	154
2015	17	Central	IAEST	Campings y áreas de acampada	700	1
2015	17	Central	IAEST	Hoteles, hostales y similares	11528	132
2015	17	Central	IAEST	Viviendas de turismo rural	52	6
2015	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2015	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2015	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2015	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	70	17
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1104	3
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	288	12
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	43	6
2015	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	189	46
2015	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2015	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2579	39
2015	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	502	57
2015	21	Campo de Cariñena	IAEST	Apartamentos turísticos	39	7
2015	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2015	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	243	10
2015	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	58	6
2015	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2015	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2015	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	103	5
2015	22	Campo de Belchite	IAEST	Viviendas de turismo rural	174	20
2015	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2015	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2015	23	Bajo Martín	IAEST	Hoteles, hostales y similares	138	5
2015	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2015	24	Campo de Daroca	IAEST	Apartamentos turísticos	8	3
2015	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2015	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	178	6
2015	24	Campo de Daroca	IAEST	Viviendas de turismo rural	213	31
2015	25	Jiloca	IAEST	Apartamentos turísticos	34	7
2015	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2015	25	Jiloca	IAEST	Hoteles, hostales y similares	479	19
2015	25	Jiloca	IAEST	Viviendas de turismo rural	219	27
2015	26	Cuencas Mineras	IAEST	Apartamentos turísticos	13	4
2015	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2015	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	208	11
2015	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	128	15
2015	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2015	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2015	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	463	13
2015	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	66	8
2015	28	Bajo Aragón	IAEST	Apartamentos turísticos	105	25
2015	28	Bajo Aragón	IAEST	Campings y áreas de acampada	800	1
2015	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	822	20
2015	28	Bajo Aragón	IAEST	Viviendas de turismo rural	316	40
2015	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	414	109
2015	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2015	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2153	47
2015	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	404	48
2015	30	Maestrazgo	IAEST	Apartamentos turísticos	44	9
2015	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2015	30	Maestrazgo	IAEST	Hoteles, hostales y similares	769	25
2015	30	Maestrazgo	IAEST	Viviendas de turismo rural	380	51
2015	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	372	94
2015	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2015	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1094	45
2015	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	495	61
2015	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	576	140
2015	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1093	5
2015	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1720	52
2015	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	823	98
2015	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	418	103
2015	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	274	3
2015	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	773	36
2015	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	529	69
2016	01	La Jacetania	IAEST	Apartamentos turísticos	447	111
2016	01	La Jacetania	IAEST	Campings y áreas de acampada	3935	12
2016	01	La Jacetania	IAEST	Hoteles, hostales y similares	3655	55
2016	01	La Jacetania	IAEST	Viviendas de turismo rural	775	100
2016	01	La Jacetania	IAEST	Viviendas de uso turístico	320	42
2016	02	Alto Gállego	IAEST	Apartamentos turísticos	903	212
2016	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2016	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4657	75
2016	02	Alto Gállego	IAEST	Viviendas de turismo rural	271	37
2016	02	Alto Gállego	IAEST	Viviendas de uso turístico	1160	191
2016	03	Sobrarbe	IAEST	Apartamentos turísticos	1318	298
2016	03	Sobrarbe	IAEST	Campings y áreas de acampada	10776	25
2016	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3591	79
2016	03	Sobrarbe	IAEST	Viviendas de turismo rural	2017	289
2016	03	Sobrarbe	IAEST	Viviendas de uso turístico	180	27
2016	04	La Ribagorza	IAEST	Apartamentos turísticos	1037	227
2016	04	La Ribagorza	IAEST	Campings y áreas de acampada	4374	11
2016	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3272	81
2016	04	La Ribagorza	IAEST	Viviendas de turismo rural	1321	174
2016	04	La Ribagorza	IAEST	Viviendas de uso turístico	924	151
2016	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2016	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2016	05	Cinco Villas	IAEST	Hoteles, hostales y similares	659	23
2016	05	Cinco Villas	IAEST	Viviendas de turismo rural	447	50
2016	05	Cinco Villas	IAEST	Viviendas de uso turístico	34	5
2016	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	179	45
2016	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1965	8
2016	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1692	40
2016	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	716	90
2016	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de uso turístico	118	14
2016	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	187	45
2016	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1449	4
2016	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1338	36
2016	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	647	82
2016	07	Somontano de Barbastro	IAEST	Viviendas de uso turístico	16	3
2016	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2016	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2016	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2016	08	Cinca Medio	IAEST	Viviendas de turismo rural	69	8
2016	08	Cinca Medio	IAEST	Viviendas de uso turístico	0	0
2016	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	12	4
2016	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2016	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	148	4
2016	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	91	13
2016	09	La Litera / La Llitera	IAEST	Viviendas de uso turístico	0	0
2016	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2016	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2016	10	Los Monegros	IAEST	Hoteles, hostales y similares	278	16
2016	10	Los Monegros	IAEST	Viviendas de turismo rural	196	26
2016	10	Los Monegros	IAEST	Viviendas de uso turístico	0	0
2016	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	96	29
2016	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2016	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	476	13
2016	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	46	6
2016	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de uso turístico	16	2
2016	12	Tarazona y el Moncayo	IAEST	Apartamentos turísticos	24	10
2016	12	Tarazona y el Moncayo	IAEST	Campings y áreas de acampada	300	1
2016	12	Tarazona y el Moncayo	IAEST	Hoteles, hostales y similares	270	9
2016	12	Tarazona y el Moncayo	IAEST	Viviendas de turismo rural	261	32
2016	12	Tarazona y el Moncayo	IAEST	Viviendas de uso turístico	40	5
2016	13	Campo de Borja	IAEST	Apartamentos turísticos	0	0
2016	13	Campo de Borja	IAEST	Campings y áreas de acampada	92	1
2016	13	Campo de Borja	IAEST	Hoteles, hostales y similares	133	7
2016	13	Campo de Borja	IAEST	Viviendas de turismo rural	46	7
2016	13	Campo de Borja	IAEST	Viviendas de uso turístico	3	1
2016	14	Aranda	IAEST	Apartamentos turísticos	16	3
2016	14	Aranda	IAEST	Campings y áreas de acampada	120	1
2016	14	Aranda	IAEST	Hoteles, hostales y similares	90	4
2016	14	Aranda	IAEST	Viviendas de turismo rural	17	2
2016	14	Aranda	IAEST	Viviendas de uso turístico	0	0
2016	15	Ribera Alta del Ebro	IAEST	Apartamentos turísticos	0	0
2016	15	Ribera Alta del Ebro	IAEST	Campings y áreas de acampada	0	0
2016	15	Ribera Alta del Ebro	IAEST	Hoteles, hostales y similares	376	15
2016	15	Ribera Alta del Ebro	IAEST	Viviendas de turismo rural	75	9
2016	15	Ribera Alta del Ebro	IAEST	Viviendas de uso turístico	9	1
2016	16	Valdejalón	IAEST	Apartamentos turísticos	0	0
2016	16	Valdejalón	IAEST	Campings y áreas de acampada	0	0
2016	16	Valdejalón	IAEST	Hoteles, hostales y similares	483	14
2016	16	Valdejalón	IAEST	Viviendas de turismo rural	40	6
2016	16	Valdejalón	IAEST	Viviendas de uso turístico	0	0
2016	17	Central	IAEST	Apartamentos turísticos	628	171
2016	17	Central	IAEST	Campings y áreas de acampada	700	1
2016	17	Central	IAEST	Hoteles, hostales y similares	11904	129
2016	17	Central	IAEST	Viviendas de turismo rural	52	6
2016	17	Central	IAEST	Viviendas de uso turístico	455	69
2016	18	Ribera Baja del Ebro	IAEST	Apartamentos turísticos	0	0
2016	18	Ribera Baja del Ebro	IAEST	Campings y áreas de acampada	0	0
2016	18	Ribera Baja del Ebro	IAEST	Hoteles, hostales y similares	213	8
2016	18	Ribera Baja del Ebro	IAEST	Viviendas de turismo rural	22	2
2016	18	Ribera Baja del Ebro	IAEST	Viviendas de uso turístico	7	1
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Apartamentos turísticos	94	23
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Campings y áreas de acampada	1304	4
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Hoteles, hostales y similares	294	13
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de turismo rural	43	6
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	IAEST	Viviendas de uso turístico	33	5
2016	20	Comunidad de Calatayud	IAEST	Apartamentos turísticos	173	43
2016	20	Comunidad de Calatayud	IAEST	Campings y áreas de acampada	1084	4
2016	20	Comunidad de Calatayud	IAEST	Hoteles, hostales y similares	2433	37
2016	20	Comunidad de Calatayud	IAEST	Viviendas de turismo rural	516	59
2016	20	Comunidad de Calatayud	IAEST	Viviendas de uso turístico	19	3
2016	21	Campo de Cariñena	IAEST	Apartamentos turísticos	53	14
2016	21	Campo de Cariñena	IAEST	Campings y áreas de acampada	0	0
2016	21	Campo de Cariñena	IAEST	Hoteles, hostales y similares	228	8
2016	21	Campo de Cariñena	IAEST	Viviendas de turismo rural	58	6
2016	21	Campo de Cariñena	IAEST	Viviendas de uso turístico	10	1
2016	22	Campo de Belchite	IAEST	Apartamentos turísticos	0	0
2016	22	Campo de Belchite	IAEST	Campings y áreas de acampada	0	0
2016	22	Campo de Belchite	IAEST	Hoteles, hostales y similares	103	5
2016	22	Campo de Belchite	IAEST	Viviendas de turismo rural	174	20
2016	22	Campo de Belchite	IAEST	Viviendas de uso turístico	0	0
2016	23	Bajo Martín	IAEST	Apartamentos turísticos	0	0
2016	23	Bajo Martín	IAEST	Campings y áreas de acampada	0	0
2016	23	Bajo Martín	IAEST	Hoteles, hostales y similares	138	5
2016	23	Bajo Martín	IAEST	Viviendas de turismo rural	50	6
2016	23	Bajo Martín	IAEST	Viviendas de uso turístico	27	3
2016	24	Campo de Daroca	IAEST	Apartamentos turísticos	0	0
2016	24	Campo de Daroca	IAEST	Campings y áreas de acampada	0	0
2016	24	Campo de Daroca	IAEST	Hoteles, hostales y similares	170	5
2016	24	Campo de Daroca	IAEST	Viviendas de turismo rural	213	31
2016	24	Campo de Daroca	IAEST	Viviendas de uso turístico	0	0
2016	25	Jiloca	IAEST	Apartamentos turísticos	34	7
2016	25	Jiloca	IAEST	Campings y áreas de acampada	0	0
2016	25	Jiloca	IAEST	Hoteles, hostales y similares	479	19
2016	25	Jiloca	IAEST	Viviendas de turismo rural	255	29
2016	25	Jiloca	IAEST	Viviendas de uso turístico	4	1
2016	26	Cuencas Mineras	IAEST	Apartamentos turísticos	13	4
2016	26	Cuencas Mineras	IAEST	Campings y áreas de acampada	610	3
2016	26	Cuencas Mineras	IAEST	Hoteles, hostales y similares	208	11
2016	26	Cuencas Mineras	IAEST	Viviendas de turismo rural	126	15
2016	26	Cuencas Mineras	IAEST	Viviendas de uso turístico	7	1
2016	27	Andorra-Sierra de Arcos	IAEST	Apartamentos turísticos	0	0
2016	27	Andorra-Sierra de Arcos	IAEST	Campings y áreas de acampada	0	0
2016	27	Andorra-Sierra de Arcos	IAEST	Hoteles, hostales y similares	463	13
2016	27	Andorra-Sierra de Arcos	IAEST	Viviendas de turismo rural	66	8
2016	27	Andorra-Sierra de Arcos	IAEST	Viviendas de uso turístico	0	0
2016	28	Bajo Aragón	IAEST	Apartamentos turísticos	105	25
2016	28	Bajo Aragón	IAEST	Campings y áreas de acampada	800	1
2016	28	Bajo Aragón	IAEST	Hoteles, hostales y similares	822	20
2016	28	Bajo Aragón	IAEST	Viviendas de turismo rural	322	42
2016	28	Bajo Aragón	IAEST	Viviendas de uso turístico	177	30
2016	29	Comunidad de Teruel	IAEST	Apartamentos turísticos	433	112
2016	29	Comunidad de Teruel	IAEST	Campings y áreas de acampada	0	0
2016	29	Comunidad de Teruel	IAEST	Hoteles, hostales y similares	2189	48
2016	29	Comunidad de Teruel	IAEST	Viviendas de turismo rural	413	49
2016	29	Comunidad de Teruel	IAEST	Viviendas de uso turístico	128	25
2016	30	Maestrazgo	IAEST	Apartamentos turísticos	44	9
2016	30	Maestrazgo	IAEST	Campings y áreas de acampada	150	1
2016	30	Maestrazgo	IAEST	Hoteles, hostales y similares	769	25
2016	30	Maestrazgo	IAEST	Viviendas de turismo rural	389	52
2016	30	Maestrazgo	IAEST	Viviendas de uso turístico	0	0
2016	31	Sierra de Albarracín	IAEST	Apartamentos turísticos	384	97
2016	31	Sierra de Albarracín	IAEST	Campings y áreas de acampada	1200	5
2016	31	Sierra de Albarracín	IAEST	Hoteles, hostales y similares	1098	45
2016	31	Sierra de Albarracín	IAEST	Viviendas de turismo rural	503	62
2016	31	Sierra de Albarracín	IAEST	Viviendas de uso turístico	143	26
2016	32	Gúdar-Javalambre	IAEST	Apartamentos turísticos	576	140
2016	32	Gúdar-Javalambre	IAEST	Campings y áreas de acampada	1093	5
2016	32	Gúdar-Javalambre	IAEST	Hoteles, hostales y similares	1729	52
2016	32	Gúdar-Javalambre	IAEST	Viviendas de turismo rural	824	97
2016	32	Gúdar-Javalambre	IAEST	Viviendas de uso turístico	91	15
2016	33	Matarraña / Matarranya	IAEST	Apartamentos turísticos	416	101
2016	33	Matarraña / Matarranya	IAEST	Campings y áreas de acampada	318	3
2016	33	Matarraña / Matarranya	IAEST	Hoteles, hostales y similares	755	35
2016	33	Matarraña / Matarranya	IAEST	Viviendas de turismo rural	536	70
2016	33	Matarraña / Matarranya	IAEST	Viviendas de uso turístico	54	12
2017	01	La Jacetania	IAEST	Apartamentos turísticos	471	114
2017	01	La Jacetania	IAEST	Campings y áreas de acampada	3775	12
2017	01	La Jacetania	IAEST	Hoteles, hostales y similares	3585	56
2017	01	La Jacetania	IAEST	Viviendas de turismo rural	824	105
2017	01	La Jacetania	IAEST	Viviendas de uso turístico	692	96
2017	02	Alto Gállego	IAEST	Apartamentos turísticos	912	217
2017	02	Alto Gállego	IAEST	Campings y áreas de acampada	2779	6
2017	02	Alto Gállego	IAEST	Hoteles, hostales y similares	4597	72
2017	02	Alto Gállego	IAEST	Viviendas de turismo rural	294	40
2017	02	Alto Gállego	IAEST	Viviendas de uso turístico	1516	245
2017	03	Sobrarbe	IAEST	Apartamentos turísticos	1465	354
2017	03	Sobrarbe	IAEST	Campings y áreas de acampada	11100	25
2017	03	Sobrarbe	IAEST	Hoteles, hostales y similares	3572	79
2017	03	Sobrarbe	IAEST	Viviendas de turismo rural	2096	297
2017	03	Sobrarbe	IAEST	Viviendas de uso turístico	317	46
2017	04	La Ribagorza	IAEST	Apartamentos turísticos	1154	236
2017	04	La Ribagorza	IAEST	Campings y áreas de acampada	4566	11
2017	04	La Ribagorza	IAEST	Hoteles, hostales y similares	3218	80
2017	04	La Ribagorza	IAEST	Viviendas de turismo rural	1383	181
2017	04	La Ribagorza	IAEST	Viviendas de uso turístico	1283	205
2017	05	Cinco Villas	IAEST	Apartamentos turísticos	20	4
2017	05	Cinco Villas	IAEST	Campings y áreas de acampada	418	2
2017	05	Cinco Villas	IAEST	Hoteles, hostales y similares	684	24
2017	05	Cinco Villas	IAEST	Viviendas de turismo rural	450	50
2017	05	Cinco Villas	IAEST	Viviendas de uso turístico	34	5
2017	06	Hoya de Huesca / Plana de Uesca	IAEST	Apartamentos turísticos	191	45
2017	06	Hoya de Huesca / Plana de Uesca	IAEST	Campings y áreas de acampada	1965	8
2017	06	Hoya de Huesca / Plana de Uesca	IAEST	Hoteles, hostales y similares	1704	40
2017	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de turismo rural	741	94
2017	06	Hoya de Huesca / Plana de Uesca	IAEST	Viviendas de uso turístico	109	13
2017	07	Somontano de Barbastro	IAEST	Apartamentos turísticos	212	49
2017	07	Somontano de Barbastro	IAEST	Campings y áreas de acampada	1449	4
2017	07	Somontano de Barbastro	IAEST	Hoteles, hostales y similares	1314	35
2017	07	Somontano de Barbastro	IAEST	Viviendas de turismo rural	673	86
2017	07	Somontano de Barbastro	IAEST	Viviendas de uso turístico	29	5
2017	08	Cinca Medio	IAEST	Apartamentos turísticos	0	0
2017	08	Cinca Medio	IAEST	Campings y áreas de acampada	0	0
2017	08	Cinca Medio	IAEST	Hoteles, hostales y similares	478	16
2017	08	Cinca Medio	IAEST	Viviendas de turismo rural	69	8
2017	08	Cinca Medio	IAEST	Viviendas de uso turístico	0	0
2017	09	La Litera / La Llitera	IAEST	Apartamentos turísticos	12	4
2017	09	La Litera / La Llitera	IAEST	Campings y áreas de acampada	164	1
2017	09	La Litera / La Llitera	IAEST	Hoteles, hostales y similares	106	4
2017	09	La Litera / La Llitera	IAEST	Viviendas de turismo rural	85	12
2017	09	La Litera / La Llitera	IAEST	Viviendas de uso turístico	0	0
2017	10	Los Monegros	IAEST	Apartamentos turísticos	30	4
2017	10	Los Monegros	IAEST	Campings y áreas de acampada	193	2
2017	10	Los Monegros	IAEST	Hoteles, hostales y similares	270	15
2017	10	Los Monegros	IAEST	Viviendas de turismo rural	193	25
2017	10	Los Monegros	IAEST	Viviendas de uso turístico	12	1
2017	11	Bajo Cinca / Baix Cinca	IAEST	Apartamentos turísticos	104	31
2017	11	Bajo Cinca / Baix Cinca	IAEST	Campings y áreas de acampada	384	3
2017	11	Bajo Cinca / Baix Cinca	IAEST	Hoteles, hostales y similares	471	13
2017	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de turismo rural	46	6
2017	11	Bajo Cinca / Baix Cinca	IAEST	Viviendas de uso turístico	16	2
