Municipio codigo	Municipio nombre	Superficie útil agrupada (m2)	Nº viviendas
22243	Valle de Bardají	151 o más	2,5801601276
22244	Valle de Lierp	046 - 060	1,0301768346
22244	Valle de Lierp	061 - 075	2,8059445699
22244	Valle de Lierp	076 - 090	2,5420079285
22244	Valle de Lierp	091 - 105	4,7664760533
22244	Valle de Lierp	106 - 120	1,4173390137
22244	Valle de Lierp	121 - 150	1,0962813043
22244	Valle de Lierp	151 o más	8,5176204544
22245	Velilla de Cinca	046 - 060	11,5563206414
22245	Velilla de Cinca	061 - 075	8,9410351527
22245	Velilla de Cinca	076 - 090	43,3715903163
22245	Velilla de Cinca	091 - 105	27,2422132889
22245	Velilla de Cinca	106 - 120	24,8357537836
22245	Velilla de Cinca	121 - 150	17,9809956601
22245	Velilla de Cinca	151 o más	24,3313675708
22246	Beranuy	045 o menos	0,9764866111
22246	Beranuy	046 - 060	2,3436255385
22246	Beranuy	061 - 075	1,9529732222
22246	Beranuy	076 - 090	9,231572923
22246	Beranuy	091 - 105	7,0699959776
22246	Beranuy	106 - 120	6,5735458211
22246	Beranuy	121 - 150	6,641740955
22246	Beranuy	151 o más	9,0395734196
22247	Viacamp y Litera	046 - 060	6,2587767432
22247	Viacamp y Litera	061 - 075	3,7080481518
22247	Viacamp y Litera	076 - 090	2,4027772518
22247	Viacamp y Litera	091 - 105	8,3148681166
22247	Viacamp y Litera	151 o más	3,0628609798
22248	Vicién	045 o menos	1,7116933027
22248	Vicién	046 - 060	1,7116933027
22248	Vicién	061 - 075	6,7095008029
22248	Vicién	076 - 090	7,2310863285
22248	Vicién	091 - 105	7,3688597429
22248	Vicién	106 - 120	4,1101419012
22248	Vicién	121 - 150	8,5836617258
22248	Vicién	151 o más	12,4755107483
22249	Villanova	045 o menos	2,6008094863
22249	Villanova	046 - 060	11,3911913629
22249	Villanova	061 - 075	2,6531244104
22249	Villanova	076 - 090	20,3822183461
22249	Villanova	091 - 105	9,1540621164
22249	Villanova	106 - 120	2,5025709213
22249	Villanova	121 - 150	5,2749525149
22249	Villanova	151 o más	5,9162230492
22250	Villanúa	045 o menos	34,6974070807
22250	Villanúa	046 - 060	20,943795813
22250	Villanúa	061 - 075	23,9271185084
22250	Villanúa	076 - 090	65,904910874
22250	Villanúa	091 - 105	28,6179276073
22250	Villanúa	106 - 120	13,0430633716
22250	Villanúa	121 - 150	8,2170913291
22250	Villanúa	151 o más	28,6142741207
22251	Villanueva de Sigena	045 o menos	4,4304982636
22251	Villanueva de Sigena	046 - 060	3,6466884962
22251	Villanueva de Sigena	061 - 075	3,284055204
22251	Villanueva de Sigena	076 - 090	51,9382102812
22251	Villanueva de Sigena	091 - 105	21,6288960679
22251	Villanueva de Sigena	106 - 120	18,7762777959
22251	Villanueva de Sigena	121 - 150	19,5476255116
22251	Villanueva de Sigena	151 o más	31,763194636
22252	Yebra de Basa	046 - 060	7,8900696649
22252	Yebra de Basa	061 - 075	2,4402534474
22252	Yebra de Basa	076 - 090	11,123665952
22252	Yebra de Basa	091 - 105	12,6630062904
22252	Yebra de Basa	106 - 120	11,625421825
22252	Yebra de Basa	121 - 150	9,4114486496
22252	Yebra de Basa	151 o más	7,7966459031
22253	Yésero	046 - 060	3,8316011533
22253	Yésero	061 - 075	5,9244615377
22253	Yésero	076 - 090	10,4899096361
22253	Yésero	091 - 105	2,6240055305
22253	Yésero	106 - 120	3,2449029244
22253	Yésero	121 - 150	1,7648587831
22253	Yésero	151 o más	4,6296424893
22254	Zaidín	045 o menos	25,7667819827
22254	Zaidín	046 - 060	52,5877134812
22254	Zaidín	061 - 075	37,5423846639
22254	Zaidín	076 - 090	144,1879444813
22254	Zaidín	091 - 105	154,9979929619
22254	Zaidín	106 - 120	92,6260594646
22254	Zaidín	121 - 150	79,3054752874
22254	Zaidín	151 o más	20,7813392896
22901	Valle de Hecho	045 o menos	16,4783965321
22901	Valle de Hecho	046 - 060	17,8916793629
22901	Valle de Hecho	061 - 075	57,7076275718
22901	Valle de Hecho	076 - 090	88,4050899634
22901	Valle de Hecho	091 - 105	47,4641667012
22901	Valle de Hecho	106 - 120	32,4556468435
22901	Valle de Hecho	121 - 150	38,9606776122
22901	Valle de Hecho	151 o más	56,9876841729
22902	Puente la Reina de Jaca	045 o menos	1,3873226394
22902	Puente la Reina de Jaca	046 - 060	11,1744555085
22902	Puente la Reina de Jaca	061 - 075	8,9569187455
22902	Puente la Reina de Jaca	076 - 090	18,8798081666
22902	Puente la Reina de Jaca	091 - 105	17,3915257673
22902	Puente la Reina de Jaca	106 - 120	9,596815232
22902	Puente la Reina de Jaca	121 - 150	21,0951467578
22902	Puente la Reina de Jaca	151 o más	23,2847747654
22903	San Miguel del Cinca	046 - 060	11,6537617895
22903	San Miguel del Cinca	061 - 075	8,1487490207
22903	San Miguel del Cinca	076 - 090	80,4932805499
22903	San Miguel del Cinca	091 - 105	83,7624796097
22903	San Miguel del Cinca	106 - 120	31,061627407
22903	San Miguel del Cinca	121 - 150	54,9934285697
22903	San Miguel del Cinca	151 o más	54,550528973
22904	Sotonera (La)	046 - 060	35,0511895341
22904	Sotonera (La)	061 - 075	21,8016199055
22904	Sotonera (La)	076 - 090	85,0669609795
22904	Sotonera (La)	091 - 105	47,6826840313
22904	Sotonera (La)	106 - 120	59,0025174254
22904	Sotonera (La)	121 - 150	51,8356019801
22904	Sotonera (La)	151 o más	125,5303773023
22905	Lupiñén-Ortilla	045 o menos	6,0485562884
22905	Lupiñén-Ortilla	046 - 060	7,9856577704
22905	Lupiñén-Ortilla	061 - 075	5,0020790493
22905	Lupiñén-Ortilla	076 - 090	17,1719251153
22905	Lupiñén-Ortilla	091 - 105	12,872442074
22905	Lupiñén-Ortilla	106 - 120	22,432067935
22905	Lupiñén-Ortilla	121 - 150	34,8176669168
22905	Lupiñén-Ortilla	151 o más	38,7216620834
22906	Santa María de Dulcis	046 - 060	0,7815746719
22906	Santa María de Dulcis	061 - 075	0,9461115629
22906	Santa María de Dulcis	076 - 090	14,147498169
22906	Santa María de Dulcis	091 - 105	6,9281048517
22906	Santa María de Dulcis	106 - 120	16,5867024156
22906	Santa María de Dulcis	121 - 150	19,2000737866
22906	Santa María de Dulcis	151 o más	18,7853527956
22907	Aínsa-Sobrarbe	045 o menos	3,8803904821
22907	Aínsa-Sobrarbe	046 - 060	122,1896139529
22907	Aínsa-Sobrarbe	061 - 075	113,9439654028
22907	Aínsa-Sobrarbe	076 - 090	222,9367992774
22907	Aínsa-Sobrarbe	091 - 105	148,7193729604
22907	Aínsa-Sobrarbe	106 - 120	140,0172333238
22907	Aínsa-Sobrarbe	121 - 150	38,7906221746
22907	Aínsa-Sobrarbe	151 o más	72,3480785961
22908	Hoz y Costeán	061 - 075	5,2466880528
22908	Hoz y Costeán	076 - 090	13,627761186
22908	Hoz y Costeán	091 - 105	14,5132971467
22908	Hoz y Costeán	106 - 120	8,0563300763
22908	Hoz y Costeán	121 - 150	5,200624561
22908	Hoz y Costeán	151 o más	35,4442405785
22909	Vencillón	045 o menos	3,3887256274
22909	Vencillón	046 - 060	16,4857508339
22909	Vencillón	061 - 075	32,9524887195
22909	Vencillón	076 - 090	45,6887179615
22909	Vencillón	091 - 105	23,0369230947
22909	Vencillón	106 - 120	25,7161869687
22909	Vencillón	121 - 150	14,7312556388
22909	Vencillón	151 o más	8,3129944638
44001	Ababuj	045 o menos	3,5670653861
44001	Ababuj	061 - 075	2,0531205605
44001	Ababuj	076 - 090	4,5623582219
44001	Ababuj	091 - 105	4,6480329979
44001	Ababuj	106 - 120	6,1121390763
44001	Ababuj	121 - 150	2,3729776149
44001	Ababuj	151 o más	7,018165243
44002	Abejuela	046 - 060	1,2720378035
44002	Abejuela	061 - 075	5,0781701494
44002	Abejuela	076 - 090	7,2669139147
44002	Abejuela	091 - 105	1,4586692733
44002	Abejuela	106 - 120	6,052110572
44002	Abejuela	121 - 150	5,3926824461
44002	Abejuela	151 o más	4,9417324403
44003	Aguatón	076 - 090	1,6129804942
44003	Aguatón	106 - 120	3,4278753817
44003	Aguatón	151 o más	1,6835390372
44004	Aguaviva	046 - 060	19,9830982854
44004	Aguaviva	061 - 075	8,1029381953
44004	Aguaviva	076 - 090	80,8104778945
44004	Aguaviva	091 - 105	66,4825161946
44004	Aguaviva	106 - 120	12,8700157436
44004	Aguaviva	121 - 150	33,2817087314
44004	Aguaviva	151 o más	36,5811343896
44005	Aguilar del Alfambra	046 - 060	4,1160111495
44005	Aguilar del Alfambra	061 - 075	3,2146136614
44005	Aguilar del Alfambra	076 - 090	2,5905973895
44005	Aguilar del Alfambra	091 - 105	4,5067788614
44005	Aguilar del Alfambra	106 - 120	5,450886278
44005	Aguilar del Alfambra	121 - 150	2,1643906597
44005	Aguilar del Alfambra	151 o más	10,2385272453
44006	Alacón	046 - 060	3,5435042286
44006	Alacón	061 - 075	13,6217446704
44006	Alacón	076 - 090	30,6511753308
44006	Alacón	091 - 105	37,3203145521
44006	Alacón	106 - 120	18,103603603
44006	Alacón	121 - 150	23,8034588636
44006	Alacón	151 o más	14,1291031474
44007	Alba	045 o menos	2,8558666908
44007	Alba	046 - 060	3,3854323421
44007	Alba	061 - 075	5,7381586982
44007	Alba	076 - 090	21,0715468808
44007	Alba	091 - 105	18,4758797849
44007	Alba	106 - 120	9,5943324408
44007	Alba	121 - 150	23,6961867237
44007	Alba	151 o más	17,2352593687
44008	Albalate del Arzobispo	045 o menos	9,6463856141
44008	Albalate del Arzobispo	046 - 060	79,8695474035
44008	Albalate del Arzobispo	061 - 075	81,5311115796
44008	Albalate del Arzobispo	076 - 090	367,3128403257
44008	Albalate del Arzobispo	091 - 105	57,8622033788
44008	Albalate del Arzobispo	106 - 120	86,4135986351
44008	Albalate del Arzobispo	121 - 150	82,0289335388
44008	Albalate del Arzobispo	151 o más	83,8952977995
44009	Albarracín	045 o menos	13,5047084729
44009	Albarracín	046 - 060	30,4688842155
44009	Albarracín	061 - 075	102,0753453009
44009	Albarracín	076 - 090	97,3009398989
44009	Albarracín	091 - 105	65,0005371734
44009	Albarracín	106 - 120	38,8793364836
44009	Albarracín	121 - 150	23,5117897114
44009	Albarracín	151 o más	27,9673084747
44010	Albentosa	045 o menos	5,9390261833
44010	Albentosa	046 - 060	2,3309806999
44010	Albentosa	061 - 075	8,6624110289
44010	Albentosa	076 - 090	38,1739323773
44010	Albentosa	091 - 105	16,2776215417
44010	Albentosa	106 - 120	11,0844133974
44010	Albentosa	121 - 150	7,5940711619
44010	Albentosa	151 o más	23,8579757053
44011	Alcaine	046 - 060	4,8888186697
44011	Alcaine	061 - 075	2,1704109462
44011	Alcaine	076 - 090	3,3857516999
44011	Alcaine	091 - 105	7,6236282226
44011	Alcaine	106 - 120	5,9931510733
44011	Alcaine	121 - 150	2,5383177378
44011	Alcaine	151 o más	9,3971425141
44012	Alcalá de la Selva	045 o menos	8,0590911726
44012	Alcalá de la Selva	046 - 060	14,622139605
44012	Alcalá de la Selva	061 - 075	22,6188835092
44012	Alcalá de la Selva	076 - 090	71,0342456539
44012	Alcalá de la Selva	091 - 105	16,1231693186
44012	Alcalá de la Selva	106 - 120	17,287904332
44012	Alcalá de la Selva	121 - 150	24,5997680153
44012	Alcalá de la Selva	151 o más	15,6463834237
44013	Alcañiz	045 o menos	157,5838850361
44013	Alcañiz	046 - 060	603,5483075182
44013	Alcañiz	061 - 075	1224,1522987074
44013	Alcañiz	076 - 090	2726,2565832234
44013	Alcañiz	091 - 105	554,1900513949
44013	Alcañiz	106 - 120	494,6854076334
44013	Alcañiz	121 - 150	369,176089958
44013	Alcañiz	151 o más	327,4811195699
44014	Alcorisa	045 o menos	5,3934119916
44014	Alcorisa	046 - 060	41,2745446905
44014	Alcorisa	061 - 075	134,1101157846
44014	Alcorisa	076 - 090	431,5725754712
44014	Alcorisa	091 - 105	256,0725663809
44014	Alcorisa	106 - 120	119,311249616
44014	Alcorisa	121 - 150	98,0805292777
44014	Alcorisa	151 o más	172,2832752101
44016	Alfambra	046 - 060	15,819814353
44016	Alfambra	061 - 075	17,5430967777
44016	Alfambra	076 - 090	75,6571067037
44016	Alfambra	091 - 105	44,8686534381
44016	Alfambra	106 - 120	38,818971808
44016	Alfambra	121 - 150	27,341045399
44016	Alfambra	151 o más	33,614342487
44017	Aliaga	045 o menos	7,3512108472
44017	Aliaga	046 - 060	2,8616750327
44017	Aliaga	061 - 075	23,5531850046
44017	Aliaga	076 - 090	39,9287976401
44017	Aliaga	091 - 105	20,3176923037
44017	Aliaga	106 - 120	28,9949657128
44017	Aliaga	121 - 150	19,1994563301
44017	Aliaga	151 o más	31,9999627099
44018	Almohaja	091 - 105	14,5
44019	Alobras	046 - 060	0,7888998319
44019	Alobras	061 - 075	1,1652579682
44019	Alobras	076 - 090	4,3696721102
44019	Alobras	106 - 120	10,1037699077
44019	Alobras	121 - 150	5,4700413571
44019	Alobras	151 o más	10,1575755341
44020	Alpeñés	076 - 090	1,9696623116
44020	Alpeñés	091 - 105	0,6618221266
44020	Alpeñés	106 - 120	3,3598107803
44020	Alpeñés	121 - 150	3,208326486
44020	Alpeñés	151 o más	0,6411397043
44021	Allepuz	045 o menos	2,3926348931
44021	Allepuz	061 - 075	4,8027237243
44021	Allepuz	076 - 090	13,4886545626
44021	Allepuz	091 - 105	15,071110708
44021	Allepuz	106 - 120	1,0071488793
44021	Allepuz	121 - 150	5,0747976833
44021	Allepuz	151 o más	7,4237700942
44022	Alloza	045 o menos	4,4304672694
44022	Alloza	046 - 060	14,9209568402
44022	Alloza	061 - 075	21,8153292781
44022	Alloza	076 - 090	62,2794941237
44022	Alloza	091 - 105	73,0383431256
44022	Alloza	106 - 120	33,76206873
44022	Alloza	121 - 150	67,4394868014
44022	Alloza	151 o más	23,4798261613
44023	Allueva	076 - 090	3,8125826212
44023	Allueva	091 - 105	5,0165517142
44023	Allueva	121 - 150	1,3902885549
44024	Anadón	061 - 075	3,0656544875
44024	Anadón	076 - 090	2,6220354515
44024	Anadón	106 - 120	2,3541123329
44024	Anadón	121 - 150	2,1804073692
44024	Anadón	151 o más	1,7346957517
44025	Andorra	045 o menos	28,0767395349
44025	Andorra	046 - 060	89,3688322308
44025	Andorra	061 - 075	426,5140883833
44025	Andorra	076 - 090	1140,4610913217
44025	Andorra	091 - 105	428,6051026192
44025	Andorra	106 - 120	569,192357328
44025	Andorra	121 - 150	247,2770633588
44025	Andorra	151 o más	211,2573714248
44026	Arcos de las Salinas	046 - 060	2,9767709984
44026	Arcos de las Salinas	061 - 075	5,4348139429
44026	Arcos de las Salinas	076 - 090	7,7587423139
44026	Arcos de las Salinas	091 - 105	8,3260626781
44026	Arcos de las Salinas	106 - 120	3,8207771301
44026	Arcos de las Salinas	121 - 150	11,229114306
44026	Arcos de las Salinas	151 o más	8,3225085759
44027	Arens de Lledó	045 o menos	2,1629497202
44027	Arens de Lledó	046 - 060	3,3284259456
44027	Arens de Lledó	061 - 075	3,3012205719
44027	Arens de Lledó	076 - 090	14,4867012408
44027	Arens de Lledó	091 - 105	9,8867183998
44027	Arens de Lledó	106 - 120	7,117277696
44027	Arens de Lledó	121 - 150	16,4432224453
44027	Arens de Lledó	151 o más	15,7512317386
44028	Argente	045 o menos	1,9574892339
44028	Argente	046 - 060	4,3111686002
44028	Argente	061 - 075	10,4784387581
44028	Argente	076 - 090	7,4984343253
44028	Argente	091 - 105	14,3070314164
44028	Argente	106 - 120	14,2534842899
44028	Argente	121 - 150	15,9204037411
44028	Argente	151 o más	17,389109498
44029	Ariño	045 o menos	10,4236591165
44029	Ariño	046 - 060	31,720242009
44029	Ariño	061 - 075	43,7363274465
44029	Ariño	076 - 090	133,7810516778
44029	Ariño	091 - 105	34,4673830801
44029	Ariño	106 - 120	19,401158572
44029	Ariño	121 - 150	40,4618041196
44029	Ariño	151 o más	36,9660559551
44031	Azaila	045 o menos	1,1156202054
44031	Azaila	061 - 075	6,5783403767
44031	Azaila	076 - 090	7,7596806846
44031	Azaila	091 - 105	12,3918653513
44031	Azaila	106 - 120	11,7655506033
44031	Azaila	121 - 150	14,8914585783
44031	Azaila	151 o más	15,8371626846
44032	Bádenas	061 - 075	2,3721529338
44032	Bádenas	076 - 090	2,0208194873
44032	Bádenas	106 - 120	2,4507103394
44032	Bádenas	151 o más	3,7642350867
44033	Báguena	046 - 060	3,7350594572
44033	Báguena	061 - 075	5,5191756506
44033	Báguena	076 - 090	46,8542172672
44033	Báguena	091 - 105	44,9413677162
44033	Báguena	106 - 120	19,0805057461
44033	Báguena	121 - 150	10,1782408092
44033	Báguena	151 o más	28,8648156329
44034	Bañón	046 - 060	2,9459961059
44034	Bañón	061 - 075	2,2634277
44034	Bañón	076 - 090	9,9487653405
44034	Bañón	091 - 105	7,1683276195
44034	Bañón	106 - 120	10,6812466843
44034	Bañón	121 - 150	16,4959205222
44034	Bañón	151 o más	22,2297430959
44035	Barrachina	045 o menos	1,7979144766
44035	Barrachina	061 - 075	4,1241718291
44035	Barrachina	076 - 090	11,746229169
44035	Barrachina	091 - 105	14,0777075007
44035	Barrachina	106 - 120	12,134184374
44035	Barrachina	121 - 150	5,9740430539
44035	Barrachina	151 o más	15,6580030791
44036	Bea	076 - 090	5,0955763094
44036	Bea	091 - 105	1,5781048112
44036	Bea	106 - 120	1,116313584
44036	Bea	121 - 150	5,2492519889
44036	Bea	151 o más	3,474733191
44037	Beceite	045 o menos	1,8217093834
44037	Beceite	046 - 060	8,4557575485
44037	Beceite	061 - 075	5,7242443096
44037	Beceite	076 - 090	52,5562167255
44037	Beceite	091 - 105	45,1071884429
44037	Beceite	106 - 120	57,6540125778
44037	Beceite	121 - 150	20,5572514463
44037	Beceite	151 o más	28,4371528497
44038	Belmonte de San José	046 - 060	2,7216104519
44038	Belmonte de San José	061 - 075	8,3553337122
44038	Belmonte de San José	076 - 090	15,3572335697
44038	Belmonte de San José	091 - 105	7,0439583439
44038	Belmonte de San José	106 - 120	2,1941012284
44038	Belmonte de San José	121 - 150	12,2229753605
44038	Belmonte de San José	151 o más	17,1595221576
44039	Bello	046 - 060	3,9150232739
44039	Bello	061 - 075	3,3004661209
44039	Bello	076 - 090	16,9472048787
44039	Bello	091 - 105	17,6121536695
44039	Bello	106 - 120	32,5458800592
44039	Bello	121 - 150	23,2301963498
44039	Bello	151 o más	25,6104319645
44040	Berge	046 - 060	11,6960899109
44040	Berge	061 - 075	16,5555872689
44040	Berge	076 - 090	36,4452684745
44040	Berge	091 - 105	20,1488031514
44040	Berge	106 - 120	3,7235110581
44040	Berge	121 - 150	12,9724582268
44040	Berge	151 o más	12,8082518627
44041	Bezas	045 o menos	3,6813562676
44041	Bezas	046 - 060	3,1197847894
44041	Bezas	061 - 075	1,9652925278
44041	Bezas	076 - 090	2,95346441
44041	Bezas	091 - 105	9,2183956339
44041	Bezas	106 - 120	8,7667298772
44041	Bezas	151 o más	9,002446598
44042	Blancas	045 o menos	1,8869752936
44042	Blancas	046 - 060	1,1410176838
44042	Blancas	061 - 075	7,5996440912
44042	Blancas	076 - 090	15,0615171376
44042	Blancas	091 - 105	11,5225550985
44042	Blancas	106 - 120	11,6445150602
44042	Blancas	121 - 150	4,7235008229
44042	Blancas	151 o más	19,4461351315
44043	Blesa	046 - 060	5,3674383588
44043	Blesa	061 - 075	6,9840426213
44043	Blesa	076 - 090	14,4753565276
44043	Blesa	091 - 105	7,4809670068
44043	Blesa	106 - 120	6,9022818408
44043	Blesa	121 - 150	8,8859631808
44043	Blesa	151 o más	19,5341287388
44044	Bordón	046 - 060	2,7987731861
44044	Bordón	061 - 075	5,9986412239
44044	Bordón	076 - 090	12,5251392783
44044	Bordón	091 - 105	14,985521258
44044	Bordón	106 - 120	11,3886777217
44044	Bordón	121 - 150	4,0887857963
44044	Bordón	151 o más	4,1230342376
44045	Bronchales	045 o menos	1,9581885772
44045	Bronchales	046 - 060	2,0968784601
44045	Bronchales	061 - 075	52,5531176974
44045	Bronchales	076 - 090	66,9051902642
44045	Bronchales	091 - 105	43,2403519292
44045	Bronchales	106 - 120	29,9878533175
44045	Bronchales	121 - 150	15,8628704742
44045	Bronchales	151 o más	19,6266429961
44046	Bueña	045 o menos	2,1698789583
44046	Bueña	061 - 075	0,9074248232
44046	Bueña	076 - 090	8,7006103146
44046	Bueña	091 - 105	9,9392905665
44046	Bueña	106 - 120	5,5566555532
44046	Bueña	121 - 150	7,6891799814
44046	Bueña	151 o más	1,2075145309
44047	Burbáguena	046 - 060	1,804812474
44047	Burbáguena	061 - 075	3,3228457723
44047	Burbáguena	076 - 090	19,3994089785
44047	Burbáguena	091 - 105	14,5968488309
44047	Burbáguena	106 - 120	6,0084652433
44047	Burbáguena	121 - 150	21,0198661236
44047	Burbáguena	151 o más	23,6269929507
44048	Cabra de Mora	061 - 075	4,8423917609
44048	Cabra de Mora	076 - 090	9,8525172216
44048	Cabra de Mora	091 - 105	3,3519462857
44048	Cabra de Mora	106 - 120	2,6963250532
44048	Cabra de Mora	121 - 150	2,4863595784
44048	Cabra de Mora	151 o más	2,628655604
44049	Calaceite	045 o menos	8,4786442222
44049	Calaceite	046 - 060	25,1908900192
44049	Calaceite	061 - 075	44,4829778813
44049	Calaceite	076 - 090	119,4208594071
44049	Calaceite	091 - 105	60,639896384
44049	Calaceite	106 - 120	36,0917514373
44049	Calaceite	121 - 150	56,0765480947
44049	Calaceite	151 o más	93,1474368699
44050	Calamocha	046 - 060	91,6058675261
44050	Calamocha	061 - 075	212,9527857406
44050	Calamocha	076 - 090	419,8945044235
44050	Calamocha	091 - 105	382,4651672615
44050	Calamocha	106 - 120	195,1581191106
44050	Calamocha	121 - 150	183,4414007873
44050	Calamocha	151 o más	296,5558279103
44051	Calanda	045 o menos	40,143891723
44051	Calanda	046 - 060	78,3096313842
44051	Calanda	061 - 075	96,5060401611
44051	Calanda	076 - 090	507,6073139784
44051	Calanda	091 - 105	239,256749917
44051	Calanda	106 - 120	235,0040166337
44051	Calanda	121 - 150	123,8458553977
44051	Calanda	151 o más	107,1677864494
44052	Calomarde	045 o menos	2,0078639543
44052	Calomarde	061 - 075	4,5747399308
44052	Calomarde	076 - 090	6,7113593163
44052	Calomarde	091 - 105	1,6884282649
44052	Calomarde	106 - 120	10,9475600949
44052	Calomarde	121 - 150	10,3787268009
44052	Calomarde	151 o más	9,2394019813
44053	Camañas	046 - 060	7,7237898347
44053	Camañas	076 - 090	12,6333152261
44053	Camañas	091 - 105	5,4976319361
44053	Camañas	106 - 120	9,8871354837
44053	Camañas	121 - 150	3,2353950431
44053	Camañas	151 o más	17,567311768
44054	Camarena de la Sierra	045 o menos	3,0597138203
44054	Camarena de la Sierra	046 - 060	9,0003807416
44054	Camarena de la Sierra	061 - 075	7,0342228452
44054	Camarena de la Sierra	076 - 090	13,2346443712
44054	Camarena de la Sierra	091 - 105	3,799901404
44054	Camarena de la Sierra	106 - 120	2,63821258
44054	Camarena de la Sierra	121 - 150	6,7348187955
44054	Camarena de la Sierra	151 o más	16,9090702616
44055	Camarillas	046 - 060	3,4596133277
44055	Camarillas	076 - 090	10,6977327992
44055	Camarillas	091 - 105	6,3591351068
44055	Camarillas	106 - 120	5,5436266168
44055	Camarillas	121 - 150	13,3334388426
44055	Camarillas	151 o más	10,5017661253
44056	Caminreal	046 - 060	12,7192197554
44056	Caminreal	061 - 075	8,6414966972
44056	Caminreal	076 - 090	45,7206818205
44056	Caminreal	091 - 105	38,4460626717
44056	Caminreal	106 - 120	82,3381737005
44056	Caminreal	121 - 150	52,6022229773
44056	Caminreal	151 o más	55,2686461217
44059	Cantavieja	045 o menos	6,4356367652
44059	Cantavieja	046 - 060	10,9677746751
44059	Cantavieja	061 - 075	22,3348830661
44059	Cantavieja	076 - 090	89,9253155399
44059	Cantavieja	091 - 105	49,5320300106
44059	Cantavieja	106 - 120	27,9937260063
44059	Cantavieja	121 - 150	28,0469656526
44059	Cantavieja	151 o más	36,866566693
44060	Cañada de Benatanduz	045 o menos	2,1551489532
44060	Cañada de Benatanduz	046 - 060	1,5814809344
44060	Cañada de Benatanduz	061 - 075	2,2310744267
44060	Cañada de Benatanduz	076 - 090	1,8136401739
44060	Cañada de Benatanduz	091 - 105	3,9853350195
44060	Cañada de Benatanduz	106 - 120	2,3344070254
44060	Cañada de Benatanduz	151 o más	6,4317328896
44061	Cañada de Verich (La)	046 - 060	6,9367833721
44061	Cañada de Verich (La)	076 - 090	8,6848814459
44061	Cañada de Verich (La)	091 - 105	11,4558111463
44061	Cañada de Verich (La)	106 - 120	1,043520516
44061	Cañada de Verich (La)	121 - 150	6,0572025693
44061	Cañada de Verich (La)	151 o más	9,3079950335
44062	Cañada Vellida	046 - 060	1,1055188009
44062	Cañada Vellida	076 - 090	4,0591905762
44062	Cañada Vellida	091 - 105	1,5077063018
44062	Cañada Vellida	106 - 120	4,787688656
44062	Cañada Vellida	121 - 150	2,749858837
44062	Cañada Vellida	151 o más	5,021256283
44063	Cañizar del Olivar	046 - 060	1,2670212557
44063	Cañizar del Olivar	061 - 075	7,4111242688
44063	Cañizar del Olivar	076 - 090	11,8949336314
44063	Cañizar del Olivar	091 - 105	2,4323783793
44063	Cañizar del Olivar	106 - 120	5,6360722995
44063	Cañizar del Olivar	121 - 150	0,677195374
44063	Cañizar del Olivar	151 o más	6,214839353
44064	Cascante del Río	046 - 060	1,7316398211
44064	Cascante del Río	061 - 075	5,0341460641
44064	Cascante del Río	076 - 090	13,1918252365
44064	Cascante del Río	091 - 105	5,5171966711
44064	Cascante del Río	106 - 120	3,6505058201
44064	Cascante del Río	121 - 150	3,1670268135
44064	Cascante del Río	151 o más	9,3076264012
44065	Castejón de Tornos	076 - 090	2,4982527365
44065	Castejón de Tornos	091 - 105	5,9365103196
44065	Castejón de Tornos	121 - 150	5,6155057034
44065	Castejón de Tornos	151 o más	15,3509203628
44066	Castel de Cabra	045 o menos	1,2298604601
44066	Castel de Cabra	046 - 060	3,7753274833
44066	Castel de Cabra	061 - 075	2,933012341
44066	Castel de Cabra	076 - 090	9,0295294996
44066	Castel de Cabra	091 - 105	9,5449341097
44066	Castel de Cabra	106 - 120	8,8083741818
44066	Castel de Cabra	121 - 150	3,5146512345
44066	Castel de Cabra	151 o más	11,2146503916
44067	Castelnou	046 - 060	3,2166831747
44067	Castelnou	061 - 075	3,0460104452
44067	Castelnou	076 - 090	9,5937485785
44067	Castelnou	091 - 105	10,2626709293
44067	Castelnou	106 - 120	12,6808436637
44067	Castelnou	121 - 150	16,1482531418
44067	Castelnou	151 o más	15,0423083114
44068	Castelserás	045 o menos	2,6062562845
44068	Castelserás	046 - 060	11,9467549639
44068	Castelserás	061 - 075	19,3586668159
44068	Castelserás	076 - 090	77,5895389986
44068	Castelserás	091 - 105	59,7799705551
44068	Castelserás	106 - 120	29,0384514829
44068	Castelserás	121 - 150	46,1856562178
44068	Castelserás	151 o más	54,8271405149
44070	Castellar (El)	046 - 060	1,016185576
44070	Castellar (El)	076 - 090	4,8029518183
44070	Castellar (El)	091 - 105	7,7239225473
44070	Castellar (El)	106 - 120	6,2595099828
44070	Castellar (El)	121 - 150	4,4322695482
44070	Castellar (El)	151 o más	0,8488352426
44071	Castellote	045 o menos	12,6047067994
44071	Castellote	046 - 060	30,7317400987
44071	Castellote	061 - 075	29,993635212
44071	Castellote	076 - 090	60,9963187916
44071	Castellote	091 - 105	48,4966990191
44071	Castellote	106 - 120	58,1552281094
44071	Castellote	121 - 150	43,0872291905
44071	Castellote	151 o más	48,7513834688
44074	Cedrillas	046 - 060	6,0724096723
44074	Cedrillas	061 - 075	19,1926803206
44074	Cedrillas	076 - 090	39,6859048726
44074	Cedrillas	091 - 105	60,4034863008
44074	Cedrillas	106 - 120	25,868283663
44074	Cedrillas	121 - 150	31,0175968496
