Municipio codigo	Municipio nombre	Superficie útil agrupada (m2)	Nº viviendas
44074	Cedrillas	151 o más	24,4882875435
44075	Celadas	046 - 060	9,9481267325
44075	Celadas	061 - 075	3,02965451
44075	Celadas	076 - 090	25,8405036924
44075	Celadas	091 - 105	30,0847018705
44075	Celadas	106 - 120	12,2192640962
44075	Celadas	121 - 150	26,1951688074
44075	Celadas	151 o más	31,091367172
44076	Cella	045 o menos	18,8277437115
44076	Cella	046 - 060	39,5263864675
44076	Cella	061 - 075	98,5855642217
44076	Cella	076 - 090	264,4915109804
44076	Cella	091 - 105	302,2513362354
44076	Cella	106 - 120	97,8193201455
44076	Cella	121 - 150	146,5949203814
44076	Cella	151 o más	157,1611551578
44077	Cerollera (La)	061 - 075	1,0362236402
44077	Cerollera (La)	076 - 090	10,2262201577
44077	Cerollera (La)	091 - 105	6,5255917802
44077	Cerollera (La)	106 - 120	5,7109923468
44077	Cerollera (La)	121 - 150	8,7676994166
44077	Cerollera (La)	151 o más	10,2686003241
44080	Codoñera (La)	046 - 060	14,5590383395
44080	Codoñera (La)	061 - 075	22,1158837698
44080	Codoñera (La)	076 - 090	27,627401835
44080	Codoñera (La)	091 - 105	33,9906021981
44080	Codoñera (La)	106 - 120	22,157788323
44080	Codoñera (La)	121 - 150	20,9591300099
44080	Codoñera (La)	151 o más	13,2938050336
44082	Corbalán	046 - 060	2,5938970655
44082	Corbalán	061 - 075	5,486299463
44082	Corbalán	076 - 090	4,2987248644
44082	Corbalán	091 - 105	5,8472312771
44082	Corbalán	106 - 120	8,1396551488
44082	Corbalán	121 - 150	9,7614856744
44082	Corbalán	151 o más	9,1195922662
44084	Cortes de Aragón	076 - 090	8,329264877
44084	Cortes de Aragón	091 - 105	5,2351954894
44084	Cortes de Aragón	106 - 120	11,1410514668
44084	Cortes de Aragón	121 - 150	5,0863396123
44084	Cortes de Aragón	151 o más	1,9254504955
44085	Cosa	061 - 075	1,0381362451
44085	Cosa	076 - 090	8,9191992001
44085	Cosa	091 - 105	4,2577905075
44085	Cosa	106 - 120	2,2479615323
44085	Cosa	121 - 150	3,1991255766
44085	Cosa	151 o más	7,5045983272
44086	Cretas	045 o menos	4,3395806894
44086	Cretas	046 - 060	15,8017111157
44086	Cretas	061 - 075	15,495642383
44086	Cretas	076 - 090	42,3097094186
44086	Cretas	091 - 105	30,1231792678
44086	Cretas	106 - 120	22,7093887787
44086	Cretas	121 - 150	36,7360648523
44086	Cretas	151 o más	55,6469273565
44087	Crivillén	046 - 060	1,1885105596
44087	Crivillén	061 - 075	1,1027916618
44087	Crivillén	076 - 090	6,9791152309
44087	Crivillén	091 - 105	8,0454791918
44087	Crivillén	106 - 120	8,8010621992
44087	Crivillén	121 - 150	3,523995072
44087	Crivillén	151 o más	4,5537438102
44088	Cuba (La)	046 - 060	1,4724998628
44088	Cuba (La)	076 - 090	4,3648189533
44088	Cuba (La)	091 - 105	6,4026745168
44088	Cuba (La)	106 - 120	2,5469758972
44088	Cuba (La)	121 - 150	3,0158191051
44088	Cuba (La)	151 o más	2,435933037
44089	Cubla	045 o menos	1,3085741387
44089	Cubla	061 - 075	1,2428369193
44089	Cubla	076 - 090	6,699965493
44089	Cubla	091 - 105	2,6244039841
44089	Cubla	106 - 120	5,9158666453
44089	Cubla	121 - 150	2,2756635223
44089	Cubla	151 o más	9,4647572388
44090	Cucalón	046 - 060	5,8260356274
44090	Cucalón	061 - 075	1,432383704
44090	Cucalón	076 - 090	14,4142134123
44090	Cucalón	091 - 105	5,5635406156
44090	Cucalón	106 - 120	4,8175005325
44090	Cucalón	121 - 150	8,14630133
44090	Cucalón	151 o más	8,296451677
44092	Cuervo (El)	045 o menos	1,6605678245
44092	Cuervo (El)	046 - 060	10,1223117137
44092	Cuervo (El)	061 - 075	2,2896378088
44092	Cuervo (El)	076 - 090	7,9258260555
44092	Cuervo (El)	091 - 105	11,5809726261
44092	Cuervo (El)	106 - 120	1,756624808
44092	Cuervo (El)	121 - 150	5,953606138
44092	Cuervo (El)	151 o más	3,2128015408
44093	Cuevas de Almudén	045 o menos	1,0180819783
44093	Cuevas de Almudén	046 - 060	2,8097373226
44093	Cuevas de Almudén	061 - 075	5,8906290284
44093	Cuevas de Almudén	076 - 090	1,8922794021
44093	Cuevas de Almudén	091 - 105	4,9406202871
44093	Cuevas de Almudén	106 - 120	15,6467455207
44093	Cuevas de Almudén	121 - 150	10,2632443152
44093	Cuevas de Almudén	151 o más	9,3793602495
44094	Cuevas Labradas	045 o menos	1,2366257674
44094	Cuevas Labradas	061 - 075	7,881306962
44094	Cuevas Labradas	076 - 090	16,6649320656
44094	Cuevas Labradas	091 - 105	11,5362656565
44094	Cuevas Labradas	106 - 120	3,636167649
44094	Cuevas Labradas	121 - 150	1,9653065751
44094	Cuevas Labradas	151 o más	10,7038657634
44096	Ejulve	045 o menos	2,8751346357
44096	Ejulve	046 - 060	1,4590847464
44096	Ejulve	061 - 075	2,3821229715
44096	Ejulve	076 - 090	13,6018381636
44096	Ejulve	091 - 105	16,6372041194
44096	Ejulve	106 - 120	8,3514797884
44096	Ejulve	121 - 150	18,3491470063
44096	Ejulve	151 o más	19,7421906994
44097	Escorihuela	046 - 060	2,689563039
44097	Escorihuela	061 - 075	9,4372265754
44097	Escorihuela	076 - 090	15,8271643038
44097	Escorihuela	091 - 105	12,2109445545
44097	Escorihuela	106 - 120	13,977326386
44097	Escorihuela	121 - 150	10,1893193087
44097	Escorihuela	151 o más	20,1760699433
44099	Escucha	045 o menos	1,9637642449
44099	Escucha	046 - 060	26,4643212849
44099	Escucha	061 - 075	69,8649984677
44099	Escucha	076 - 090	140,4694770547
44099	Escucha	091 - 105	71,0746505722
44099	Escucha	106 - 120	13,1207828612
44099	Escucha	121 - 150	11,8342499777
44099	Escucha	151 o más	12,3161271427
44100	Estercuel	045 o menos	2,2056091614
44100	Estercuel	046 - 060	5,8006607406
44100	Estercuel	061 - 075	11,5215682208
44100	Estercuel	076 - 090	37,2909539366
44100	Estercuel	091 - 105	10,1181228716
44100	Estercuel	106 - 120	7,7370346809
44100	Estercuel	121 - 150	10,3679473812
44100	Estercuel	151 o más	7,2023186029
44101	Ferreruela de Huerva	045 o menos	2,5381788619
44101	Ferreruela de Huerva	046 - 060	2,078645786
44101	Ferreruela de Huerva	061 - 075	2,1534486178
44101	Ferreruela de Huerva	076 - 090	3,8824860226
44101	Ferreruela de Huerva	091 - 105	2,6362146035
44101	Ferreruela de Huerva	106 - 120	5,1516474451
44101	Ferreruela de Huerva	121 - 150	8,2069109688
44101	Ferreruela de Huerva	151 o más	6,9055828088
44102	Fonfría	076 - 090	1,7340965768
44102	Fonfría	091 - 105	2,3355836705
44102	Fonfría	106 - 120	1,9209703441
44102	Fonfría	121 - 150	2,7071296963
44102	Fonfría	151 o más	4,9172203293
44103	Formiche Alto	045 o menos	1,4779078861
44103	Formiche Alto	061 - 075	8,8624779631
44103	Formiche Alto	076 - 090	17,9725048238
44103	Formiche Alto	091 - 105	11,1420572682
44103	Formiche Alto	106 - 120	12,8512004061
44103	Formiche Alto	121 - 150	11,7658610035
44103	Formiche Alto	151 o más	3,4822103719
44105	Fórnoles	046 - 060	2,8008470388
44105	Fórnoles	061 - 075	1,6319811958
44105	Fórnoles	076 - 090	16,7178161097
44105	Fórnoles	091 - 105	11,215643197
44105	Fórnoles	106 - 120	8,8758982456
44105	Fórnoles	121 - 150	1,0046413793
44105	Fórnoles	151 o más	6,8547736885
44106	Fortanete	045 o menos	8,2831856438
44106	Fortanete	046 - 060	6,1107921232
44106	Fortanete	061 - 075	5,0119116375
44106	Fortanete	076 - 090	19,8039485212
44106	Fortanete	091 - 105	19,3722978594
44106	Fortanete	106 - 120	12,0066085096
44106	Fortanete	121 - 150	5,8092913833
44106	Fortanete	151 o más	22,7217865737
44107	Foz-Calanda	045 o menos	1,9442500817
44107	Foz-Calanda	046 - 060	15,7405802032
44107	Foz-Calanda	061 - 075	16,3057795808
44107	Foz-Calanda	076 - 090	28,0388152962
44107	Foz-Calanda	091 - 105	13,4791107703
44107	Foz-Calanda	106 - 120	19,1997521623
44107	Foz-Calanda	121 - 150	6,6194637077
44107	Foz-Calanda	151 o más	19,3608480039
44108	Fresneda (La)	046 - 060	32,1185238647
44108	Fresneda (La)	061 - 075	12,2935854145
44108	Fresneda (La)	076 - 090	44,4856149683
44108	Fresneda (La)	091 - 105	51,803139332
44108	Fresneda (La)	106 - 120	27,658892452
44108	Fresneda (La)	121 - 150	23,872857347
44108	Fresneda (La)	151 o más	14,7128941994
44109	Frías de Albarracín	045 o menos	0,6194813254
44109	Frías de Albarracín	046 - 060	2,3679749534
44109	Frías de Albarracín	061 - 075	13,136767858
44109	Frías de Albarracín	076 - 090	17,3334847826
44109	Frías de Albarracín	091 - 105	6,5478474442
44109	Frías de Albarracín	106 - 120	5,8925301074
44109	Frías de Albarracín	121 - 150	7,0798588429
44109	Frías de Albarracín	151 o más	4,7514797152
44110	Fuenferrada	061 - 075	1,5142371989
44110	Fuenferrada	076 - 090	2,8636453633
44110	Fuenferrada	091 - 105	8,265646604
44110	Fuenferrada	106 - 120	4,4036068291
44110	Fuenferrada	121 - 150	1,0711847083
44110	Fuenferrada	151 o más	8,9413586557
44111	Fuentes Calientes	076 - 090	9,6096206768
44111	Fuentes Calientes	091 - 105	9,9966914726
44111	Fuentes Calientes	106 - 120	4,0865441649
44111	Fuentes Calientes	121 - 150	12,6307466222
44111	Fuentes Calientes	151 o más	8,28030591
44112	Fuentes Claras	045 o menos	9,0826758171
44112	Fuentes Claras	046 - 060	5,8827341038
44112	Fuentes Claras	061 - 075	9,9440248607
44112	Fuentes Claras	076 - 090	46,133191305
44112	Fuentes Claras	091 - 105	44,4089525244
44112	Fuentes Claras	106 - 120	31,7096238052
44112	Fuentes Claras	121 - 150	53,4838720775
44112	Fuentes Claras	151 o más	55,9325141555
44113	Fuentes de Rubielos	045 o menos	2,7582736288
44113	Fuentes de Rubielos	046 - 060	8,1584322519
44113	Fuentes de Rubielos	061 - 075	3,2896584794
44113	Fuentes de Rubielos	076 - 090	9,5703104023
44113	Fuentes de Rubielos	091 - 105	18,0526094717
44113	Fuentes de Rubielos	106 - 120	3,0614364323
44113	Fuentes de Rubielos	121 - 150	3,5275302017
44113	Fuentes de Rubielos	151 o más	5,1159676582
44114	Fuentespalda	045 o menos	8,2260191295
44114	Fuentespalda	046 - 060	8,1761922964
44114	Fuentespalda	061 - 075	8,6091239704
44114	Fuentespalda	076 - 090	36,408526676
44114	Fuentespalda	091 - 105	27,1825346095
44114	Fuentespalda	106 - 120	23,0370848484
44114	Fuentespalda	121 - 150	18,8754241279
44114	Fuentespalda	151 o más	4,326651481
44115	Galve	045 o menos	1,6995871362
44115	Galve	046 - 060	2,8114144814
44115	Galve	061 - 075	5,2080411971
44115	Galve	076 - 090	15,5427310725
44115	Galve	091 - 105	3,420100019
44115	Galve	106 - 120	7,119619426
44115	Galve	121 - 150	12,6539091793
44115	Galve	151 o más	19,2572949424
44116	Gargallo	045 o menos	3,2411351095
44116	Gargallo	046 - 060	3,9787943656
44116	Gargallo	061 - 075	5,4433994665
44116	Gargallo	076 - 090	16,1081207434
44116	Gargallo	091 - 105	3,5531214521
44116	Gargallo	106 - 120	6,5656930645
44116	Gargallo	121 - 150	4,1053995437
44116	Gargallo	151 o más	3,6909900942
44117	Gea de Albarracín	046 - 060	8,8888866946
44117	Gea de Albarracín	061 - 075	27,2202501495
44117	Gea de Albarracín	076 - 090	31,448838874
44117	Gea de Albarracín	091 - 105	19,6135049103
44117	Gea de Albarracín	106 - 120	32,549542045
44117	Gea de Albarracín	121 - 150	27,179075586
44117	Gea de Albarracín	151 o más	19,0839121631
44118	Ginebrosa (La)	045 o menos	3,1335380768
44118	Ginebrosa (La)	046 - 060	4,5011864404
44118	Ginebrosa (La)	061 - 075	10,585327958
44118	Ginebrosa (La)	076 - 090	37,0386498735
44118	Ginebrosa (La)	091 - 105	9,9470008279
44118	Ginebrosa (La)	106 - 120	4,8341001035
44118	Ginebrosa (La)	121 - 150	7,6336648505
44118	Ginebrosa (La)	151 o más	17,6920458771
44119	Griegos	045 o menos	0,8704340319
44119	Griegos	046 - 060	8,1318192376
44119	Griegos	061 - 075	8,9511809675
44119	Griegos	076 - 090	14,5442460108
44119	Griegos	091 - 105	6,8440834737
44119	Griegos	106 - 120	6,3385290866
44119	Griegos	121 - 150	4,3474385591
44119	Griegos	151 o más	11,2520421107
44120	Guadalaviar	045 o menos	3,0211543157
44120	Guadalaviar	046 - 060	8,6930697855
44120	Guadalaviar	061 - 075	7,9832772524
44120	Guadalaviar	076 - 090	17,4871007962
44120	Guadalaviar	091 - 105	12,770255019
44120	Guadalaviar	106 - 120	23,8418953048
44120	Guadalaviar	121 - 150	8,6359118671
44120	Guadalaviar	151 o más	23,2000878336
44121	Gúdar	045 o menos	1,9671917634
44121	Gúdar	046 - 060	2,3556174151
44121	Gúdar	061 - 075	2,1190174637
44121	Gúdar	076 - 090	6,6624533391
44121	Gúdar	091 - 105	3,6109954928
44121	Gúdar	106 - 120	3,5680821362
44121	Gúdar	121 - 150	3,8127014586
44121	Gúdar	151 o más	5,4051042393
44122	Híjar	045 o menos	6,4112524957
44122	Híjar	046 - 060	31,1023504273
44122	Híjar	061 - 075	37,4301007607
44122	Híjar	076 - 090	273,3473183905
44122	Híjar	091 - 105	126,5986690247
44122	Híjar	106 - 120	136,6792279175
44122	Híjar	121 - 150	44,7759202344
44122	Híjar	151 o más	68,5838864581
44123	Hinojosa de Jarque	045 o menos	4,6354017446
44123	Hinojosa de Jarque	046 - 060	1,4481536364
44123	Hinojosa de Jarque	076 - 090	12,705067411
44123	Hinojosa de Jarque	091 - 105	4,4806010658
44123	Hinojosa de Jarque	106 - 120	10,2525958176
44123	Hinojosa de Jarque	121 - 150	8,2285946839
44123	Hinojosa de Jarque	151 o más	15,2146314574
44124	Hoz de la Vieja (La)	046 - 060	3,3136797027
44124	Hoz de la Vieja (La)	061 - 075	2,6960420523
44124	Hoz de la Vieja (La)	076 - 090	9,0841726968
44124	Hoz de la Vieja (La)	091 - 105	4,8986712198
44124	Hoz de la Vieja (La)	106 - 120	7,4754294346
44124	Hoz de la Vieja (La)	121 - 150	5,7101017159
44124	Hoz de la Vieja (La)	151 o más	6,3037904309
44125	Huesa del Común	046 - 060	6,2403637304
44125	Huesa del Común	061 - 075	3,1715618565
44125	Huesa del Común	076 - 090	13,7518555308
44125	Huesa del Común	091 - 105	4,2879568322
44125	Huesa del Común	106 - 120	7,2689932338
44125	Huesa del Común	121 - 150	4,4012382147
44125	Huesa del Común	151 o más	8,7461695984
44126	Iglesuela del Cid (La)	046 - 060	9,8191437768
44126	Iglesuela del Cid (La)	061 - 075	28,2653375392
44126	Iglesuela del Cid (La)	076 - 090	50,568911647
44126	Iglesuela del Cid (La)	091 - 105	34,8064980585
44126	Iglesuela del Cid (La)	106 - 120	25,4683103437
44126	Iglesuela del Cid (La)	121 - 150	19,8184454072
44126	Iglesuela del Cid (La)	151 o más	21,9374052594
44127	Jabaloyas	061 - 075	1,765480808
44127	Jabaloyas	076 - 090	5,1976965993
44127	Jabaloyas	091 - 105	10,4622022701
44127	Jabaloyas	121 - 150	15,6196021745
44127	Jabaloyas	151 o más	7,3288329599
44128	Jarque de la Val	061 - 075	6,3820578273
44128	Jarque de la Val	076 - 090	4,6494583795
44128	Jarque de la Val	091 - 105	6,5349006128
44128	Jarque de la Val	106 - 120	4,8653224713
44128	Jarque de la Val	121 - 150	5,6194989742
44128	Jarque de la Val	151 o más	10,021071846
44129	Jatiel	046 - 060	1,7391213914
44129	Jatiel	076 - 090	4,9263433223
44129	Jatiel	091 - 105	4,4662691514
44129	Jatiel	106 - 120	5,408242829
44129	Jatiel	121 - 150	3,6767285892
44129	Jatiel	151 o más	1,1535603529
44130	Jorcas	061 - 075	1,052992785
44130	Jorcas	091 - 105	3,8986455497
44130	Jorcas	106 - 120	3,2315450184
44130	Jorcas	121 - 150	3,3270481957
44130	Jorcas	151 o más	7,8763163811
44131	Josa	076 - 090	6,7305936384
44131	Josa	091 - 105	1,7178462218
44131	Josa	106 - 120	1,005859831
44131	Josa	151 o más	5,5163270577
44132	Lagueruela	045 o menos	3,5200189795
44132	Lagueruela	046 - 060	1,8868740157
44132	Lagueruela	061 - 075	7,1583595463
44132	Lagueruela	076 - 090	7,0827014203
44132	Lagueruela	091 - 105	7,1111823318
44132	Lagueruela	106 - 120	3,5759524512
44132	Lagueruela	121 - 150	9,0996632697
44133	Lanzuela	076 - 090	4,1840599299
44133	Lanzuela	091 - 105	1,2359562381
44133	Lanzuela	106 - 120	2,2493717638
44133	Lanzuela	121 - 150	4,8178185419
44133	Lanzuela	151 o más	3,1034327267
44135	Libros	045 o menos	1,4640449793
44135	Libros	046 - 060	11,6296473346
44135	Libros	061 - 075	11,9129116074
44135	Libros	076 - 090	26,4513592431
44135	Libros	091 - 105	12,4965438223
44135	Libros	106 - 120	6,9801525235
44135	Libros	121 - 150	8,8640107943
44135	Libros	151 o más	2,2368439984
44136	Lidón	046 - 060	1,2061677589
44136	Lidón	061 - 075	1,0851206588
44136	Lidón	091 - 105	2,0590351084
44136	Lidón	106 - 120	1,880380553
44136	Lidón	121 - 150	2,6512050276
44136	Lidón	151 o más	12,1905557942
44137	Linares de Mora	045 o menos	1,4874772976
44137	Linares de Mora	046 - 060	22,5252681451
44137	Linares de Mora	061 - 075	11,343901294
44137	Linares de Mora	076 - 090	31,5504708612
44137	Linares de Mora	091 - 105	17,7888116185
44137	Linares de Mora	106 - 120	1,3194755573
44137	Linares de Mora	121 - 150	15,6362105357
44137	Linares de Mora	151 o más	13,6159739657
44138	Loscos	046 - 060	1,536606657
44138	Loscos	061 - 075	5,6779682185
44138	Loscos	076 - 090	24,9766568177
44138	Loscos	091 - 105	16,0924608871
44138	Loscos	106 - 120	17,1824075483
44138	Loscos	121 - 150	7,8151138393
44138	Loscos	151 o más	12,5319160965
44141	Lledó	046 - 060	0,8260103128
44141	Lledó	061 - 075	9,2906394539
44141	Lledó	076 - 090	10,5642009859
44141	Lledó	091 - 105	8,7571731593
44141	Lledó	106 - 120	11,116840138
44141	Lledó	121 - 150	13,809213669
44141	Lledó	151 o más	8,5285056466
44142	Maicas	046 - 060	1,3429877557
44142	Maicas	061 - 075	3,9363344587
44142	Maicas	076 - 090	3,7970900363
44142	Maicas	091 - 105	3,0568507743
44142	Maicas	106 - 120	1,3429877557
44142	Maicas	121 - 150	6,1252728147
44142	Maicas	151 o más	2,8161561364
44143	Manzanera	045 o menos	24,4316958906
44143	Manzanera	046 - 060	28,5311113548
44143	Manzanera	061 - 075	39,7794684147
44143	Manzanera	076 - 090	59,0774186763
44143	Manzanera	091 - 105	13,9179328561
44143	Manzanera	106 - 120	11,1428329293
44143	Manzanera	121 - 150	16,5183557018
44143	Manzanera	151 o más	31,1392036358
44144	Martín del Río	045 o menos	2,135517976
44144	Martín del Río	046 - 060	1,6211589434
44144	Martín del Río	061 - 075	18,8165780278
44144	Martín del Río	076 - 090	54,6868503211
44144	Martín del Río	091 - 105	30,963928139
44144	Martín del Río	106 - 120	19,3251017517
44144	Martín del Río	121 - 150	22,6778839111
44144	Martín del Río	151 o más	18,6217548582
44145	Mas de las Matas	045 o menos	3,2812860825
44145	Mas de las Matas	046 - 060	58,7261568896
44145	Mas de las Matas	061 - 075	43,529113741
44145	Mas de las Matas	076 - 090	150,1771422447
44145	Mas de las Matas	091 - 105	97,5935750411
44145	Mas de las Matas	106 - 120	58,5948764384
44145	Mas de las Matas	121 - 150	45,6044342761
44145	Mas de las Matas	151 o más	63,5408295861
44146	Mata de los Olmos (La)	045 o menos	0,7978900856
44146	Mata de los Olmos (La)	046 - 060	2,4128493555
44146	Mata de los Olmos (La)	061 - 075	15,4562104988
44146	Mata de los Olmos (La)	076 - 090	27,8924746446
44146	Mata de los Olmos (La)	091 - 105	9,9237944757
44146	Mata de los Olmos (La)	106 - 120	15,5241906713
44146	Mata de los Olmos (La)	121 - 150	11,1302979628
44146	Mata de los Olmos (La)	151 o más	8,1923416044
44147	Mazaleón	045 o menos	3,5018842174
44147	Mazaleón	046 - 060	24,5350251713
44147	Mazaleón	061 - 075	20,3057958168
44147	Mazaleón	076 - 090	48,688579158
44147	Mazaleón	091 - 105	31,4847591758
44147	Mazaleón	106 - 120	22,3906354299
44147	Mazaleón	121 - 150	31,6964750835
44147	Mazaleón	151 o más	33,1920314488
44148	Mezquita de Jarque	046 - 060	3,5477968294
44148	Mezquita de Jarque	061 - 075	0,8001792666
44148	Mezquita de Jarque	076 - 090	12,494847243
