Año de construcción	Año de construcción, código	Municipio codigo	Municipio nombre	Nº edificios
2004	13	44022	Alloza	5
2004	13	44025	Andorra	77
2004	13	44026	Arcos de las Salinas	24
2004	13	44027	Arens de Lledó	4
2004	13	44029	Ariño	2
2004	13	44033	Báguena	1
2004	13	44037	Beceite	23
2004	13	44041	Bezas	2
2004	13	44045	Bronchales	3
2004	13	44046	Bueña	3
2004	13	44050	Calamocha	16
2004	13	44051	Calanda	18
2004	13	44052	Calomarde	1
2004	13	44054	Camarena de la Sierra	4
2004	13	44059	Cantavieja	7
2004	13	44064	Cascante del Río	1
2004	13	44065	Castejón de Tornos	1
2004	13	44070	Castellar (El)	1
2004	13	44074	Cedrillas	4
2004	13	44075	Celadas	1
2004	13	44076	Cella	6
2004	13	44077	Cerollera (La)	4
2004	13	44080	Codoñera (La)	1
2004	13	44085	Cosa	1
2004	13	44086	Cretas	6
2004	13	44087	Crivillén	1
2004	13	44090	Cucalón	1
2004	13	44094	Cuevas Labradas	2
2004	13	44096	Ejulve	8
2004	13	44097	Escorihuela	2
2004	13	44099	Escucha	1
2004	13	44100	Estercuel	2
2004	13	44102	Fonfría	1
2004	13	44103	Formiche Alto	3
2004	13	44105	Fórnoles	3
2004	13	44109	Frías de Albarracín	1
2004	13	44110	Fuenferrada	1
2004	13	44112	Fuentes Claras	2
2004	13	44113	Fuentes de Rubielos	5
2004	13	44114	Fuentespalda	4
2004	13	44115	Galve	3
2004	13	44118	Ginebrosa (La)	3
2004	13	44119	Griegos	3
2004	13	44121	Gúdar	11
2004	13	44122	Híjar	8
2004	13	44123	Hinojosa de Jarque	1
2004	13	44125	Huesa del Común	2
2004	13	44135	Libros	1
2004	13	44137	Linares de Mora	6
2004	13	44138	Loscos	1
2004	13	44141	Lledó	9
2004	13	44143	Manzanera	25
2004	13	44144	Martín del Río	1
2004	13	44145	Mas de las Matas	5
2004	13	44149	Mirambel	3
2004	13	44151	Molinos	1
2004	13	44153	Monreal del Campo	9
2004	13	44155	Montalbán	1
2004	13	44158	Mora de Rubielos	33
2004	13	44160	Mosqueruela	2
2004	13	44161	Muniesa	1
2004	13	44165	Nogueruelas	7
2004	13	44169	Ojos Negros	1
2004	13	44171	Olba	16
2004	13	44172	Oliete	1
2004	13	44178	Parras de Castellote (Las)	1
2004	13	44179	Peñarroya de Tastavins	5
2004	13	44180	Peracense	1
2004	13	44185	Pobo (El)	2
2004	13	44189	Pozondón	2
2004	13	44191	Puebla de Híjar (La)	4
2004	13	44192	Puebla de Valverde (La)	13
2004	13	44193	Puertomingalvo	2
2004	13	44194	Ráfales	1
2004	13	44195	Rillo	1
2004	13	44196	Riodeva	1
2004	13	44197	Ródenas	6
2004	13	44201	Rubielos de Mora	32
2004	13	44204	Saldón	4
2004	13	44205	Samper de Calanda	2
2004	13	44206	San Agustín	15
2004	13	44209	Santa Eulalia	1
2004	13	44210	Sarrión	4
2004	13	44213	Singra	1
2004	13	44216	Teruel	152
2004	13	44219	Tornos	3
2004	13	44221	Torrecilla de Alcañiz	2
2004	13	44222	Torrecilla del Rebollar	1
2004	13	44225	Torre del Compte	2
2004	13	44227	Torre los Negros	1
2004	13	44228	Torremocha de Jiloca	4
2004	13	44229	Torres de Albarracín	4
2004	13	44231	Torrijas	10
2004	13	44232	Torrijo del Campo	4
2004	13	44234	Tramacastiel	2
2004	13	44235	Tramacastilla	1
2004	13	44237	Urrea de Gaén	1
2004	13	44238	Utrillas	4
2004	13	44240	Valbona	5
2004	13	44244	Valdelinares	4
2004	13	44245	Valdeltormo	1
2004	13	44246	Valderrobres	35
2004	13	44247	Valjunquera	2
2004	13	44249	Vallecillo (El)	2
2004	13	44251	Villafranca del Campo	5
2004	13	44257	Villar del Cobo	2
2004	13	44260	Villarluengo	2
2004	13	44261	Villarquemado	5
2004	13	44262	Villarroya de los Pinares	1
2004	13	44263	Villastar	7
2004	13	44264	Villel	4
2004	13	50002	Acered	4
2004	13	50006	Ainzón	3
2004	13	50007	Aladrén	3
2004	13	50008	Alagón	12
2004	13	50012	Alborge	1
2004	13	50013	Alcalá de Ebro	3
2004	13	50014	Alcalá de Moncayo	3
2004	13	50015	Alconchel de Ariza	1
2004	13	50017	Alfajarín	11
2004	13	50018	Alfamén	4
2004	13	50020	Alhama de Aragón	7
2004	13	50021	Almochuel	1
2004	13	50024	Almonacid de la Sierra	4
2004	13	50025	Almunia de Doña Godina (La)	4
2004	13	50028	Anento	3
2004	13	50029	Aniñón	4
2004	13	50032	Arándiga	1
2004	13	50034	Ariza	1
2004	13	50035	Artieda	2
2004	13	50038	Ateca	8
2004	13	50040	Badules	1
2004	13	50041	Bagüés	1
2004	13	50043	Bárboles	1
2004	13	50044	Bardallur	1
2004	13	50051	Biota	12
2004	13	50053	Boquiñeni	8
2004	13	50055	Borja	10
2004	13	50059	Bujaraloz	1
2004	13	50062	Burgo de Ebro (El)	3
2004	13	50063	Buste (El)	1
2004	13	50064	Cabañas de Ebro	1
2004	13	50066	Cadrete	30
2004	13	50067	Calatayud	102
2004	13	50068	Calatorao	2
2004	13	50073	Cariñena	30
2004	13	50074	Caspe	22
2004	13	50079	Cervera de la Cañada	5
2004	13	50081	Cetina	1
2004	13	50082	Cimballa	3
2004	13	50088	Cosuenda	3
2004	13	50089	Cuarte de Huerva	91
2004	13	50090	Cubel	2
2004	13	50092	Chiprana	1
2004	13	50094	Daroca	10
2004	13	50095	Ejea de los Caballeros	38
2004	13	50096	Embid de Ariza	1
2004	13	50098	Encinacorba	1
2004	13	50099	Épila	1
2004	13	50101	Escatrón	1
2004	13	50102	Fabara	1
2004	13	50105	Fayón	1
2004	13	50106	Fayos (Los)	2
2004	13	50107	Figueruelas	6
2004	13	50110	Frasno (El)	6
2004	13	50111	Fréscano	2
2004	13	50113	Fuendejalón	4
2004	13	50114	Fuendetodos	2
2004	13	50115	Fuentes de Ebro	10
2004	13	50118	Gallur	11
2004	13	50123	Grisén	2
2004	13	50126	Illueca	2
2004	13	50129	Jaraba	3
2004	13	50132	Joyosa (La)	7
2004	13	50140	Litago	1
2004	13	50141	Lituénigo	2
2004	13	50143	Longares	5
2004	13	50147	Luceni	5
2004	13	50150	Lumpiaque	2
2004	13	50152	Maella	3
2004	13	50153	Magallón	6
2004	13	50157	Malón	3
2004	13	50159	Maluenda	1
2004	13	50160	Mallén	5
2004	13	50161	Manchones	1
2004	13	50162	Mara	2
2004	13	50163	María de Huerva	26
2004	13	50164	Mediana de Aragón	1
2004	13	50169	Miedes de Aragón	2
2004	13	50170	Monegrillo	1
2004	13	50171	Moneva	1
2004	13	50173	Monterde	11
2004	13	50177	Morés	3
2004	13	50178	Moros	2
2004	13	50179	Moyuela	1
2004	13	50181	Muel	6
2004	13	50182	Muela (La)	35
2004	13	50184	Murero	1
2004	13	50185	Murillo de Gállego	9
2004	13	50190	Novallas	1
2004	13	50192	Nuévalos	7
2004	13	50193	Nuez de Ebro	14
2004	13	50198	Oseja	1
2004	13	50200	Paniza	2
2004	13	50201	Paracuellos de Jiloca	1
2004	13	50203	Pastriz	10
2004	13	50204	Pedrola	2
2004	13	50206	Perdiguera	2
2004	13	50208	Pina de Ebro	17
2004	13	50209	Pinseque	28
2004	13	50211	Plasencia de Jalón	6
2004	13	50216	Pozuelo de Aragón	1
2004	13	50219	Puebla de Alfindén (La)	50
2004	13	50222	Quinto	3
2004	13	50223	Remolinos	5
2004	13	50224	Retascón	1
2004	13	50225	Ricla	6
2004	13	50228	Rueda de Jalón	2
2004	13	50230	Sádaba	2
2004	13	50233	Samper del Salz	1
2004	13	50235	San Mateo de Gállego	46
2004	13	50237	Santa Cruz de Moncayo	3
2004	13	50240	Sástago	3
2004	13	50241	Saviñán	6
2004	13	50243	Sestrica	7
2004	13	50251	Tarazona	48
2004	13	50252	Tauste	8
2004	13	50253	Terrer	7
2004	13	50257	Torralba de Ribota	1
2004	13	50259	Torrehermosa	1
2004	13	50260	Torrelapaja	4
2004	13	50261	Torrellas	1
2004	13	50262	Torres de Berrellén	13
2004	13	50264	Tosos	1
2004	13	50272	Utebo	52
2004	13	50279	Velilla de Jiloca	1
2004	13	50280	Vera de Moncayo	1
2004	13	50285	Villafranca de Ebro	1
2004	13	50286	Villalba de Perejil	4
2004	13	50287	Villalengua	2
2004	13	50288	Villanueva de Gállego	21
2004	13	50290	Villanueva de Huerva	3
2004	13	50291	Villar de los Navarros	2
2004	13	50292	Villarreal de Huerva	2
2004	13	50293	Villarroya de la Sierra	9
2004	13	50297	Zaragoza	548
2004	13	50298	Zuera	31
2004	13	50903	Villamayor de Gállego	6
2005	14	22001	Abiego	1
2005	14	22002	Abizanda	1
2005	14	22003	Adahuesca	1
2005	14	22006	Aísa	5
2005	14	22007	Albalate de Cinca	11
2005	14	22009	Albelda	1
2005	14	22011	Albero Alto	1
2005	14	22012	Albero Bajo	1
2005	14	22014	Alcalá de Gurrea	1
2005	14	22015	Alcalá del Obispo	6
2005	14	22017	Alcolea de Cinca	2
2005	14	22019	Alerre	2
2005	14	22020	Alfántega	6
2005	14	22021	Almudévar	24
2005	14	22022	Almunia de San Juan	20
2005	14	22025	Altorricón	5
2005	14	22027	Angüés	1
2005	14	22032	Aragüés del Puerto	4
2005	14	22035	Arén	2
2005	14	22036	Argavieso	1
2005	14	22039	Ayerbe	1
2005	14	22040	Azanuy-Alins	1
2005	14	22041	Azara	1
2005	14	22044	Bailo	4
2005	14	22045	Baldellou	1
2005	14	22047	Banastás	7
2005	14	22048	Barbastro	42
2005	14	22052	Belver de Cinca	1
2005	14	22053	Benabarre	23
2005	14	22054	Benasque	17
2005	14	22055	Berbegal	1
2005	14	22057	Bielsa	8
2005	14	22058	Bierge	8
2005	14	22059	Biescas	51
2005	14	22060	Binaced	22
2005	14	22061	Binéfar	11
2005	14	22062	Bisaurri	2
2005	14	22063	Biscarrués	2
2005	14	22064	Blecua y Torres	2
2005	14	22066	Boltaña	11
2005	14	22068	Borau	2
2005	14	22069	Broto	3
2005	14	22074	Campo	5
2005	14	22076	Canal de Berdún	11
2005	14	22077	Candasnos	1
2005	14	22078	Canfranc	2
2005	14	22079	Capdesaso	2
2005	14	22082	Castejón del Puente	4
2005	14	22084	Castejón de Sos	11
2005	14	22086	Castiello de Jaca	35
2005	14	22087	Castigaleu	1
2005	14	22088	Castillazuelo	1
2005	14	22089	Castillonroy	24
2005	14	22094	Chalamera	1
2005	14	22095	Chía	2
2005	14	22096	Chimillas	5
2005	14	22099	Esplús	7
2005	14	22102	Estada	1
2005	14	22103	Estadilla	1
2005	14	22107	Fanlo	1
2005	14	22109	Fiscal	4
2005	14	22110	Fonz	8
2005	14	22111	Foradada del Toscar	3
2005	14	22112	Fraga	22
2005	14	22113	Fueva (La)	3
2005	14	22114	Gistaín	1
2005	14	22115	Grado (El)	4
2005	14	22116	Grañén	7
2005	14	22117	Graus	12
2005	14	22119	Gurrea de Gállego	16
2005	14	22122	Hoz de Jaca	7
2005	14	22124	Huerto	4
2005	14	22125	Huesca	45
2005	14	22127	Igriés	30
2005	14	22128	Ilche	1
2005	14	22130	Jaca	26
2005	14	22131	Jasa	5
2005	14	22133	Labuerda	1
2005	14	22136	Lalueza	6
2005	14	22137	Lanaja	1
2005	14	22144	Laspuña	80
2005	14	22149	Loarre	3
2005	14	22150	Loporzano	1
2005	14	22156	Monflorite-Lascasas	11
2005	14	22157	Montanuy	4
2005	14	22158	Monzón	57
2005	14	22163	Nueno	8
2005	14	22167	Osso de Cinca	1
2005	14	22170	Panticosa	20
2005	14	22172	Peñalba	3
2005	14	22173	Peñas de Riglos (Las)	15
2005	14	22174	Peralta de Alcofea	3
2005	14	22188	Puente de Montañana	2
2005	14	22193	Pueyo de Santa Cruz	6
2005	14	22195	Quicena	33
2005	14	22199	Sabiñánigo	54
2005	14	22200	Sahún	15
2005	14	22201	Salas Altas	3
2005	14	22204	Sallent de Gállego	26
2005	14	22205	San Esteban de Litera	1
2005	14	22207	San Juan de Plan	9
2005	14	22213	Sariñena	36
2005	14	22215	Seira	1
2005	14	22221	Sesué	3
2005	14	22222	Siétamo	13
2005	14	22223	Sopeira	7
2005	14	22225	Tamarite de Litera	6
2005	14	22226	Tardienta	2
2005	14	22227	Tella-Sin	2
2005	14	22228	Tierz	27
2005	14	22229	Tolva	3
2005	14	22230	Torla	2
2005	14	22234	Torrente de Cinca	4
2005	14	22244	Valle de Lierp	2
2005	14	22245	Velilla de Cinca	3
2005	14	22246	Beranuy	3
2005	14	22249	Villanova	2
2005	14	22250	Villanúa	35
2005	14	22252	Yebra de Basa	1
2005	14	22254	Zaidín	5
2005	14	22901	Valle de Hecho	7
2005	14	22902	Puente la Reina de Jaca	9
2005	14	22903	San Miguel del Cinca	3
2005	14	22904	Sotonera (La)	5
2005	14	22905	Lupiñén-Ortilla	15
2005	14	22906	Santa María de Dulcis	2
2005	14	22907	Aínsa-Sobrarbe	1
2005	14	22908	Hoz y Costeán	1
2005	14	44004	Aguaviva	1
2005	14	44005	Aguilar del Alfambra	2
2005	14	44007	Alba	11
2005	14	44008	Albalate del Arzobispo	5
2005	14	44009	Albarracín	5
2005	14	44010	Albentosa	6
2005	14	44012	Alcalá de la Selva	40
2005	14	44013	Alcañiz	57
2005	14	44014	Alcorisa	12
2005	14	44016	Alfambra	1
2005	14	44020	Alpeñés	1
2005	14	44022	Alloza	3
2005	14	44025	Andorra	25
2005	14	44026	Arcos de las Salinas	18
2005	14	44027	Arens de Lledó	4
2005	14	44028	Argente	1
2005	14	44029	Ariño	2
2005	14	44033	Báguena	1
2005	14	44035	Barrachina	1
2005	14	44037	Beceite	16
2005	14	44040	Berge	7
2005	14	44041	Bezas	3
2005	14	44044	Bordón	1
2005	14	44045	Bronchales	4
2005	14	44050	Calamocha	9
2005	14	44051	Calanda	9
2005	14	44052	Calomarde	1
2005	14	44056	Caminreal	1
2005	14	44059	Cantavieja	5
2005	14	44068	Castelserás	1
2005	14	44074	Cedrillas	4
2005	14	44075	Celadas	1
2005	14	44076	Cella	4
2005	14	44082	Corbalán	2
2005	14	44086	Cretas	7
2005	14	44087	Crivillén	1
2005	14	44093	Cuevas de Almudén	1
2005	14	44096	Ejulve	3
2005	14	44097	Escorihuela	3
2005	14	44099	Escucha	1
2005	14	44100	Estercuel	1
2005	14	44103	Formiche Alto	6
2005	14	44105	Fórnoles	1
2005	14	44109	Frías de Albarracín	2
2005	14	44113	Fuentes de Rubielos	6
2005	14	44114	Fuentespalda	5
2005	14	44115	Galve	3
2005	14	44116	Gargallo	1
2005	14	44118	Ginebrosa (La)	2
2005	14	44119	Griegos	3
2005	14	44121	Gúdar	7
2005	14	44122	Híjar	12
2005	14	44123	Hinojosa de Jarque	1
2005	14	44137	Linares de Mora	8
2005	14	44141	Lledó	3
2005	14	44143	Manzanera	20
2005	14	44144	Martín del Río	4
2005	14	44145	Mas de las Matas	2
2005	14	44147	Mazaleón	1
2005	14	44149	Mirambel	1
2005	14	44153	Monreal del Campo	19
2005	14	44154	Monroyo	3
2005	14	44155	Montalbán	14
2005	14	44158	Mora de Rubielos	30
2005	14	44160	Mosqueruela	2
2005	14	44163	Noguera de Albarracín	1
2005	14	44165	Nogueruelas	7
2005	14	44171	Olba	14
2005	14	44172	Oliete	1
2005	14	44173	Olmos (Los)	1
2005	14	44174	Orihuela del Tremedal	1
2005	14	44178	Parras de Castellote (Las)	1
2005	14	44179	Peñarroya de Tastavins	2
2005	14	44180	Peracense	1
2005	14	44182	Perales del Alfambra	1
2005	14	44187	Portellada (La)	1
2005	14	44189	Pozondón	2
2005	14	44191	Puebla de Híjar (La)	9
2005	14	44192	Puebla de Valverde (La)	7
2005	14	44193	Puertomingalvo	3
2005	14	44194	Ráfales	1
2005	14	44197	Ródenas	6
2005	14	44201	Rubielos de Mora	24
2005	14	44204	Saldón	3
2005	14	44205	Samper de Calanda	3
2005	14	44206	San Agustín	10
2005	14	44209	Santa Eulalia	15
2005	14	44210	Sarrión	6
2005	14	44213	Singra	2
2005	14	44216	Teruel	105
2005	14	44219	Tornos	4
2005	14	44221	Torrecilla de Alcañiz	2
2005	14	44222	Torrecilla del Rebollar	2
2005	14	44225	Torre del Compte	2
2005	14	44229	Torres de Albarracín	7
2005	14	44231	Torrijas	9
2005	14	44232	Torrijo del Campo	1
2005	14	44234	Tramacastiel	1
2005	14	44235	Tramacastilla	1
2005	14	44237	Urrea de Gaén	1
2005	14	44238	Utrillas	5
2005	14	44240	Valbona	9
2005	14	44241	Valdealgorfa	1
2005	14	44244	Valdelinares	9
2005	14	44245	Valdeltormo	3
2005	14	44246	Valderrobres	28
2005	14	44249	Vallecillo (El)	1
2005	14	44251	Villafranca del Campo	1
2005	14	44257	Villar del Cobo	3
2005	14	44261	Villarquemado	11
2005	14	44262	Villarroya de los Pinares	2
2005	14	44263	Villastar	7
2005	14	44264	Villel	3
2005	14	44268	Zoma (La)	2
2005	14	50002	Acered	11
2005	14	50004	Aguarón	1
2005	14	50006	Ainzón	11
2005	14	50007	Aladrén	8
2005	14	50008	Alagón	43
2005	14	50011	Albeta	2
2005	14	50012	Alborge	1
2005	14	50013	Alcalá de Ebro	2
2005	14	50014	Alcalá de Moncayo	6
2005	14	50015	Alconchel de Ariza	2
2005	14	50017	Alfajarín	26
2005	14	50018	Alfamén	2
2005	14	50020	Alhama de Aragón	12
2005	14	50024	Almonacid de la Sierra	5
2005	14	50025	Almunia de Doña Godina (La)	1
2005	14	50028	Anento	4
2005	14	50029	Aniñón	10
2005	14	50033	Ardisa	1
2005	14	50034	Ariza	1
2005	14	50035	Artieda	2
2005	14	50038	Ateca	6
2005	14	50039	Azuara	3
2005	14	50041	Bagüés	2
2005	14	50043	Bárboles	4
2005	14	50045	Belchite	1
2005	14	50046	Belmonte de Gracián	1
2005	14	50048	Berrueco	3
2005	14	50051	Biota	20
2005	14	50053	Boquiñeni	6
2005	14	50055	Borja	13
2005	14	50056	Botorrita	2
2005	14	50057	Brea de Aragón	5
2005	14	50059	Bujaraloz	8
2005	14	50062	Burgo de Ebro (El)	7
2005	14	50066	Cadrete	72
2005	14	50067	Calatayud	131
2005	14	50068	Calatorao	18
2005	14	50073	Cariñena	29
2005	14	50074	Caspe	45
2005	14	50076	Castejón de las Armas	1
2005	14	50078	Castiliscar	1
2005	14	50079	Cervera de la Cañada	8
2005	14	50080	Cerveruela	1
2005	14	50082	Cimballa	7
2005	14	50088	Cosuenda	2
2005	14	50089	Cuarte de Huerva	250
2005	14	50090	Cubel	5
2005	14	50092	Chiprana	4
2005	14	50094	Daroca	15
2005	14	50095	Ejea de los Caballeros	43
2005	14	50096	Embid de Ariza	4
2005	14	50098	Encinacorba	1
2005	14	50099	Épila	7
2005	14	50100	Erla	1
2005	14	50101	Escatrón	1
2005	14	50102	Fabara	1
2005	14	50105	Fayón	5
2005	14	50106	Fayos (Los)	6
2005	14	50107	Figueruelas	4
2005	14	50110	Frasno (El)	12
2005	14	50111	Fréscano	3
2005	14	50113	Fuendejalón	10
2005	14	50114	Fuendetodos	1
2005	14	50115	Fuentes de Ebro	19
2005	14	50116	Fuentes de Jiloca	2
2005	14	50118	Gallur	5
2005	14	50121	Gotor	1
2005	14	50122	Grisel	1
2005	14	50123	Grisén	3
2005	14	50126	Illueca	6
2005	14	50129	Jaraba	9
2005	14	50132	Joyosa (La)	13
2005	14	50134	Langa del Castillo	2
2005	14	50136	Lécera	6
2005	14	50137	Leciñena	3
2005	14	50138	Lechón	1
2005	14	50139	Letux	3
2005	14	50140	Litago	2
2005	14	50141	Lituénigo	5
2005	14	50146	Lucena de Jalón	1
2005	14	50147	Luceni	9
2005	14	50150	Lumpiaque	1
2005	14	50152	Maella	11
2005	14	50153	Magallón	15
2005	14	50154	Mainar	2
2005	14	50157	Malón	9
2005	14	50160	Mallén	11
2005	14	50161	Manchones	3
2005	14	50162	Mara	7
2005	14	50163	María de Huerva	155
2005	14	50164	Mediana de Aragón	14
2005	14	50165	Mequinenza	1
2005	14	50168	Mianos	3
2005	14	50169	Miedes de Aragón	3
2005	14	50170	Monegrillo	2
2005	14	50173	Monterde	21
2005	14	50174	Montón	5
2005	14	50177	Morés	10
2005	14	50178	Moros	7
2005	14	50179	Moyuela	2
2005	14	50181	Muel	2
2005	14	50182	Muela (La)	38
2005	14	50183	Munébrega	3
2005	14	50184	Murero	5
2005	14	50185	Murillo de Gállego	6
2005	14	50189	Nonaspe	4
2005	14	50191	Novillas	1
2005	14	50192	Nuévalos	12
2005	14	50193	Nuez de Ebro	30
2005	14	50198	Oseja	2
2005	14	50199	Osera de Ebro	1
2005	14	50200	Paniza	3
2005	14	50203	Pastriz	9
2005	14	50204	Pedrola	6
2005	14	50206	Perdiguera	6
2005	14	50208	Pina de Ebro	29
2005	14	50209	Pinseque	77
2005	14	50211	Plasencia de Jalón	4
2005	14	50217	Pradilla de Ebro	3
2005	14	50219	Puebla de Alfindén (La)	184
2005	14	50222	Quinto	1
2005	14	50223	Remolinos	8
2005	14	50224	Retascón	1
2005	14	50225	Ricla	15
2005	14	50228	Rueda de Jalón	7
2005	14	50230	Sádaba	3
2005	14	50234	San Martín de la Virgen de Moncayo	1
2005	14	50235	San Mateo de Gállego	54
2005	14	50237	Santa Cruz de Moncayo	9
2005	14	50238	Santa Eulalia de Gállego	4
2005	14	50240	Sástago	13
2005	14	50241	Saviñán	8
2005	14	50242	Sediles	5
2005	14	50243	Sestrica	15
2005	14	50244	Sierra de Luna	1
2005	14	50245	Sigüés	2
2005	14	50247	Sobradiel	1
2005	14	50251	Tarazona	33
2005	14	50252	Tauste	12
2005	14	50253	Terrer	2
2005	14	50256	Torralba de los Frailes	1
2005	14	50257	Torralba de Ribota	6
2005	14	50259	Torrehermosa	7
2005	14	50260	Torrelapaja	3
2005	14	50261	Torrellas	4
2005	14	50262	Torres de Berrellén	9
2005	14	50267	Uncastillo	2
2005	14	50269	Urrea de Jalón	1
2005	14	50272	Utebo	279
2005	14	50275	Valmadrid	1
2005	14	50279	Velilla de Jiloca	1
2005	14	50280	Vera de Moncayo	17
2005	14	50285	Villafranca de Ebro	26
2005	14	50286	Villalba de Perejil	1
2005	14	50287	Villalengua	4
2005	14	50288	Villanueva de Gállego	27
2005	14	50290	Villanueva de Huerva	7
2005	14	50291	Villar de los Navarros	9
2005	14	50292	Villarreal de Huerva	1
2005	14	50293	Villarroya de la Sierra	10
2005	14	50295	Vistabella	1
2005	14	50296	Zaida (La)	1
2005	14	50297	Zaragoza	789
2005	14	50298	Zuera	88
2005	14	50903	Villamayor de Gállego	38
2006	15	22001	Abiego	10
2006	15	22002	Abizanda	2
2006	15	22004	Agüero	1
2006	15	22006	Aísa	2
2006	15	22007	Albalate de Cinca	7
2006	15	22011	Albero Alto	1
2006	15	22013	Alberuela de Tubo	2
2006	15	22014	Alcalá de Gurrea	7
2006	15	22015	Alcalá del Obispo	11
2006	15	22017	Alcolea de Cinca	5
2006	15	22019	Alerre	2
2006	15	22020	Alfántega	2
2006	15	22021	Almudévar	19
2006	15	22022	Almunia de San Juan	2
2006	15	22023	Almuniente	1
2006	15	22024	Alquézar	2
2006	15	22025	Altorricón	8
2006	15	22027	Angüés	4
2006	15	22032	Aragüés del Puerto	3
2006	15	22035	Arén	1
2006	15	22037	Arguis	1
2006	15	22039	Ayerbe	1
2006	15	22040	Azanuy-Alins	1
2006	15	22041	Azara	1
2006	15	22044	Bailo	6
2006	15	22047	Banastás	7
2006	15	22048	Barbastro	32
2006	15	22051	Bárcabo	1
2006	15	22052	Belver de Cinca	1
2006	15	22053	Benabarre	9
2006	15	22054	Benasque	45
2006	15	22057	Bielsa	14
2006	15	22058	Bierge	6
2006	15	22059	Biescas	11
2006	15	22060	Binaced	9
2006	15	22061	Binéfar	41
2006	15	22064	Blecua y Torres	2
2006	15	22066	Boltaña	8
2006	15	22068	Borau	2
2006	15	22069	Broto	5
2006	15	22074	Campo	8
2006	15	22076	Canal de Berdún	5
2006	15	22077	Candasnos	3
2006	15	22078	Canfranc	7
2006	15	22081	Casbas de Huesca	1
2006	15	22082	Castejón del Puente	4
2006	15	22084	Castejón de Sos	9
2006	15	22086	Castiello de Jaca	13
2006	15	22087	Castigaleu	2
2006	15	22088	Castillazuelo	1
2006	15	22089	Castillonroy	6
2006	15	22094	Chalamera	2
2006	15	22095	Chía	1
2006	15	22096	Chimillas	9
2006	15	22103	Estadilla	1
2006	15	22105	Estopiñán del Castillo	1
2006	15	22109	Fiscal	7
2006	15	22110	Fonz	4
2006	15	22111	Foradada del Toscar	3
2006	15	22112	Fraga	18
2006	15	22113	Fueva (La)	18
2006	15	22115	Grado (El)	4
2006	15	22116	Grañén	4
2006	15	22117	Graus	7
2006	15	22119	Gurrea de Gállego	5
2006	15	22122	Hoz de Jaca	1
2006	15	22124	Huerto	4
2006	15	22125	Huesca	40
2006	15	22126	Ibieca	1
2006	15	22127	Igriés	3
2006	15	22129	Isábena	1
2006	15	22130	Jaca	103
2006	15	22131	Jasa	7
2006	15	22135	Laluenga	1
2006	15	22136	Lalueza	9
2006	15	22144	Laspuña	2
2006	15	22149	Loarre	3
2006	15	22156	Monflorite-Lascasas	6
2006	15	22157	Montanuy	1
2006	15	22158	Monzón	41
2006	15	22160	Naval	1
2006	15	22163	Nueno	3
2006	15	22165	Ontiñena	1
2006	15	22167	Osso de Cinca	2
2006	15	22170	Panticosa	13
2006	15	22172	Peñalba	5
2006	15	22173	Peñas de Riglos (Las)	11
2006	15	22174	Peralta de Alcofea	2
2006	15	22175	Peralta de Calasanz	4
2006	15	22178	Pertusa	1
2006	15	22182	Plan	1
2006	15	22186	Pozán de Vero	2
2006	15	22187	Puebla de Castro (La)	1
2006	15	22188	Puente de Montañana	4
2006	15	22193	Pueyo de Santa Cruz	5
2006	15	22197	Robres	1
2006	15	22199	Sabiñánigo	42
2006	15	22200	Sahún	8
2006	15	22201	Salas Altas	1
2006	15	22204	Sallent de Gállego	28
2006	15	22205	San Esteban de Litera	2
2006	15	22207	San Juan de Plan	2
2006	15	22208	Santa Cilia	2
2006	15	22212	Santaliestra y San Quílez	2
2006	15	22213	Sariñena	12
2006	15	22214	Secastilla	4
2006	15	22217	Sena	1
2006	15	22221	Sesué	3
2006	15	22222	Siétamo	11
2006	15	22223	Sopeira	5
2006	15	22225	Tamarite de Litera	12
2006	15	22226	Tardienta	2
2006	15	22227	Tella-Sin	2
2006	15	22228	Tierz	16
2006	15	22229	Tolva	3
2006	15	22230	Torla	1
2006	15	22234	Torrente de Cinca	2
2006	15	22244	Valle de Lierp	2
2006	15	22245	Velilla de Cinca	3
2006	15	22249	Villanova	4
2006	15	22250	Villanúa	10
2006	15	22254	Zaidín	1
2006	15	22901	Valle de Hecho	1
2006	15	22902	Puente la Reina de Jaca	8
2006	15	22904	Sotonera (La)	2
2006	15	22905	Lupiñén-Ortilla	6
2006	15	22906	Santa María de Dulcis	1
2006	15	44001	Ababuj	2
2006	15	44004	Aguaviva	3
2006	15	44007	Alba	6
2006	15	44008	Albalate del Arzobispo	6
2006	15	44009	Albarracín	14
2006	15	44010	Albentosa	6
2006	15	44012	Alcalá de la Selva	55
2006	15	44013	Alcañiz	46
2006	15	44014	Alcorisa	19
2006	15	44016	Alfambra	1
2006	15	44020	Alpeñés	1
2006	15	44021	Allepuz	1
2006	15	44022	Alloza	1
2006	15	44025	Andorra	31
2006	15	44026	Arcos de las Salinas	17
2006	15	44027	Arens de Lledó	4
2006	15	44029	Ariño	1
2006	15	44033	Báguena	1
2006	15	44037	Beceite	21
2006	15	44039	Bello	1
2006	15	44040	Berge	5
2006	15	44041	Bezas	2
2006	15	44045	Bronchales	2
2006	15	44046	Bueña	1
2006	15	44049	Calaceite	4
2006	15	44050	Calamocha	14
2006	15	44051	Calanda	51
2006	15	44054	Camarena de la Sierra	1
