Municipio código	Municipio nombre	Edad (grupos quinquenales)	Sexo	Personas
22018	Alcubierre	20 a 24	Hombres	17
22018	Alcubierre	25 a 29	Hombres	14
22018	Alcubierre	30 a 34	Hombres	17
22018	Alcubierre	35 a 39	Hombres	18
22018	Alcubierre	40 a 44	Hombres	18
22018	Alcubierre	45 a 49	Hombres	10
22018	Alcubierre	50 a 54	Hombres	18
22018	Alcubierre	55 a 59	Hombres	11
22018	Alcubierre	60 a 64	Hombres	20
22018	Alcubierre	65 a 69	Hombres	26
22018	Alcubierre	70 a 74	Hombres	19
22018	Alcubierre	75 a 79	Hombres	13
22018	Alcubierre	80 a 84	Hombres	9
22018	Alcubierre	85 a 90	Hombres	3
22019	Alerre	00 a 04	Mujeres	3
22019	Alerre	05 a 09	Mujeres	2
22019	Alerre	10 a 14	Mujeres	9
22019	Alerre	15 a 19	Mujeres	7
22019	Alerre	20 a 24	Mujeres	11
22019	Alerre	25 a 29	Mujeres	5
22019	Alerre	30 a 34	Mujeres	4
22019	Alerre	35 a 39	Mujeres	5
22019	Alerre	40 a 44	Mujeres	8
22019	Alerre	45 a 49	Mujeres	13
22019	Alerre	50 a 54	Mujeres	4
22019	Alerre	55 a 59	Mujeres	9
22019	Alerre	60 a 64	Mujeres	2
22019	Alerre	65 a 69	Mujeres	9
22019	Alerre	70 a 74	Mujeres	4
22019	Alerre	75 a 79	Mujeres	5
22019	Alerre	80 a 84	Mujeres	2
22019	Alerre	85 a 90	Mujeres	1
22019	Alerre	00 a 04	Hombres	3
22019	Alerre	05 a 09	Hombres	3
22019	Alerre	10 a 14	Hombres	6
22019	Alerre	15 a 19	Hombres	5
22019	Alerre	20 a 24	Hombres	11
22019	Alerre	25 a 29	Hombres	8
22019	Alerre	30 a 34	Hombres	4
22019	Alerre	35 a 39	Hombres	6
22019	Alerre	40 a 44	Hombres	7
22019	Alerre	45 a 49	Hombres	8
22019	Alerre	50 a 54	Hombres	11
22019	Alerre	55 a 59	Hombres	12
22019	Alerre	60 a 64	Hombres	2
22019	Alerre	65 a 69	Hombres	5
22019	Alerre	70 a 74	Hombres	4
22019	Alerre	75 a 79	Hombres	6
22019	Alerre	85 a 90	Hombres	1
22020	Alfántega	05 a 09	Mujeres	1
22020	Alfántega	10 a 14	Mujeres	5
22020	Alfántega	20 a 24	Mujeres	3
22020	Alfántega	25 a 29	Mujeres	1
22020	Alfántega	30 a 34	Mujeres	2
22020	Alfántega	35 a 39	Mujeres	2
22020	Alfántega	40 a 44	Mujeres	4
22020	Alfántega	45 a 49	Mujeres	4
22020	Alfántega	50 a 54	Mujeres	3
22020	Alfántega	55 a 59	Mujeres	6
22020	Alfántega	60 a 64	Mujeres	2
22020	Alfántega	65 a 69	Mujeres	4
22020	Alfántega	70 a 74	Mujeres	3
22020	Alfántega	75 a 79	Mujeres	7
22020	Alfántega	80 a 84	Mujeres	5
22020	Alfántega	85 a 90	Mujeres	2
22020	Alfántega	00 a 04	Hombres	2
22020	Alfántega	05 a 09	Hombres	2
22020	Alfántega	10 a 14	Hombres	2
22020	Alfántega	15 a 19	Hombres	1
22020	Alfántega	20 a 24	Hombres	3
22020	Alfántega	25 a 29	Hombres	6
22020	Alfántega	30 a 34	Hombres	4
22020	Alfántega	35 a 39	Hombres	5
22020	Alfántega	40 a 44	Hombres	4
22020	Alfántega	45 a 49	Hombres	4
22020	Alfántega	50 a 54	Hombres	4
22020	Alfántega	55 a 59	Hombres	4
22020	Alfántega	60 a 64	Hombres	3
22020	Alfántega	65 a 69	Hombres	5
22020	Alfántega	70 a 74	Hombres	3
22020	Alfántega	75 a 79	Hombres	2
22020	Alfántega	80 a 84	Hombres	5
22020	Alfántega	85 a 90	Hombres	2
22021	Almudévar	00 a 04	Mujeres	31
22021	Almudévar	05 a 09	Mujeres	38
22021	Almudévar	10 a 14	Mujeres	35
22021	Almudévar	15 a 19	Mujeres	47
22021	Almudévar	20 a 24	Mujeres	55
22021	Almudévar	25 a 29	Mujeres	60
22021	Almudévar	30 a 34	Mujeres	71
22021	Almudévar	35 a 39	Mujeres	75
22021	Almudévar	40 a 44	Mujeres	71
22021	Almudévar	45 a 49	Mujeres	59
22021	Almudévar	50 a 54	Mujeres	57
22021	Almudévar	55 a 59	Mujeres	70
22021	Almudévar	60 a 64	Mujeres	68
22021	Almudévar	65 a 69	Mujeres	97
22021	Almudévar	70 a 74	Mujeres	81
22021	Almudévar	75 a 79	Mujeres	82
22021	Almudévar	80 a 84	Mujeres	52
22021	Almudévar	85 a 90	Mujeres	33
22021	Almudévar	90 ó más	Mujeres	19
22021	Almudévar	00 a 04	Hombres	35
22021	Almudévar	05 a 09	Hombres	40
22021	Almudévar	10 a 14	Hombres	41
22021	Almudévar	15 a 19	Hombres	67
22021	Almudévar	20 a 24	Hombres	79
22021	Almudévar	25 a 29	Hombres	66
22021	Almudévar	30 a 34	Hombres	85
22021	Almudévar	35 a 39	Hombres	76
22021	Almudévar	40 a 44	Hombres	83
22021	Almudévar	45 a 49	Hombres	67
22021	Almudévar	50 a 54	Hombres	74
22021	Almudévar	55 a 59	Hombres	87
22021	Almudévar	60 a 64	Hombres	76
22021	Almudévar	65 a 69	Hombres	84
22021	Almudévar	70 a 74	Hombres	93
22021	Almudévar	75 a 79	Hombres	74
22021	Almudévar	80 a 84	Hombres	35
22021	Almudévar	85 a 90	Hombres	10
22021	Almudévar	90 ó más	Hombres	7
22022	Almunia de San Juan	00 a 04	Mujeres	7
22022	Almunia de San Juan	05 a 09	Mujeres	12
22022	Almunia de San Juan	10 a 14	Mujeres	11
22022	Almunia de San Juan	15 a 19	Mujeres	14
22022	Almunia de San Juan	20 a 24	Mujeres	19
22022	Almunia de San Juan	25 a 29	Mujeres	15
22022	Almunia de San Juan	30 a 34	Mujeres	12
22022	Almunia de San Juan	35 a 39	Mujeres	22
22022	Almunia de San Juan	40 a 44	Mujeres	24
22022	Almunia de San Juan	45 a 49	Mujeres	24
22022	Almunia de San Juan	50 a 54	Mujeres	18
22022	Almunia de San Juan	55 a 59	Mujeres	6
22022	Almunia de San Juan	60 a 64	Mujeres	23
22022	Almunia de San Juan	65 a 69	Mujeres	21
22022	Almunia de San Juan	70 a 74	Mujeres	30
22022	Almunia de San Juan	75 a 79	Mujeres	31
22022	Almunia de San Juan	80 a 84	Mujeres	20
22022	Almunia de San Juan	85 a 90	Mujeres	12
22022	Almunia de San Juan	90 ó más	Mujeres	11
22022	Almunia de San Juan	00 a 04	Hombres	16
22022	Almunia de San Juan	05 a 09	Hombres	7
22022	Almunia de San Juan	10 a 14	Hombres	10
22022	Almunia de San Juan	15 a 19	Hombres	27
22022	Almunia de San Juan	20 a 24	Hombres	23
22022	Almunia de San Juan	25 a 29	Hombres	19
22022	Almunia de San Juan	30 a 34	Hombres	23
22022	Almunia de San Juan	35 a 39	Hombres	25
22022	Almunia de San Juan	40 a 44	Hombres	20
22022	Almunia de San Juan	45 a 49	Hombres	20
22022	Almunia de San Juan	50 a 54	Hombres	23
22022	Almunia de San Juan	55 a 59	Hombres	17
22022	Almunia de San Juan	60 a 64	Hombres	16
22022	Almunia de San Juan	65 a 69	Hombres	31
22022	Almunia de San Juan	70 a 74	Hombres	24
22022	Almunia de San Juan	75 a 79	Hombres	22
22022	Almunia de San Juan	80 a 84	Hombres	13
22022	Almunia de San Juan	85 a 90	Hombres	7
22022	Almunia de San Juan	90 ó más	Hombres	3
22023	Almuniente	00 a 04	Mujeres	12
22023	Almuniente	05 a 09	Mujeres	9
22023	Almuniente	10 a 14	Mujeres	9
22023	Almuniente	15 a 19	Mujeres	21
22023	Almuniente	20 a 24	Mujeres	28
22023	Almuniente	25 a 29	Mujeres	19
22023	Almuniente	30 a 34	Mujeres	11
22023	Almuniente	35 a 39	Mujeres	17
22023	Almuniente	40 a 44	Mujeres	21
22023	Almuniente	45 a 49	Mujeres	17
22023	Almuniente	50 a 54	Mujeres	24
22023	Almuniente	55 a 59	Mujeres	17
22023	Almuniente	60 a 64	Mujeres	9
22023	Almuniente	65 a 69	Mujeres	12
22023	Almuniente	70 a 74	Mujeres	15
22023	Almuniente	75 a 79	Mujeres	24
22023	Almuniente	80 a 84	Mujeres	17
22023	Almuniente	85 a 90	Mujeres	6
22023	Almuniente	90 ó más	Mujeres	4
22023	Almuniente	00 a 04	Hombres	4
22023	Almuniente	05 a 09	Hombres	7
22023	Almuniente	10 a 14	Hombres	5
22023	Almuniente	15 a 19	Hombres	21
22023	Almuniente	20 a 24	Hombres	32
22023	Almuniente	25 a 29	Hombres	28
22023	Almuniente	30 a 34	Hombres	16
22023	Almuniente	35 a 39	Hombres	12
22023	Almuniente	40 a 44	Hombres	18
22023	Almuniente	45 a 49	Hombres	22
22023	Almuniente	50 a 54	Hombres	28
22023	Almuniente	55 a 59	Hombres	23
22023	Almuniente	60 a 64	Hombres	14
22023	Almuniente	65 a 69	Hombres	12
22023	Almuniente	70 a 74	Hombres	15
22023	Almuniente	75 a 79	Hombres	20
22023	Almuniente	80 a 84	Hombres	10
22023	Almuniente	85 a 90	Hombres	4
22023	Almuniente	90 ó más	Hombres	4
22024	Alquézar	00 a 04	Mujeres	5
22024	Alquézar	05 a 09	Mujeres	5
22024	Alquézar	10 a 14	Mujeres	1
22024	Alquézar	15 a 19	Mujeres	5
22024	Alquézar	20 a 24	Mujeres	6
22024	Alquézar	25 a 29	Mujeres	3
22024	Alquézar	30 a 34	Mujeres	12
22024	Alquézar	35 a 39	Mujeres	14
22024	Alquézar	40 a 44	Mujeres	10
22024	Alquézar	45 a 49	Mujeres	6
22024	Alquézar	50 a 54	Mujeres	9
22024	Alquézar	55 a 59	Mujeres	8
22024	Alquézar	60 a 64	Mujeres	9
22024	Alquézar	65 a 69	Mujeres	6
22024	Alquézar	70 a 74	Mujeres	10
22024	Alquézar	75 a 79	Mujeres	12
22024	Alquézar	80 a 84	Mujeres	6
22024	Alquézar	85 a 90	Mujeres	7
22024	Alquézar	90 ó más	Mujeres	2
22024	Alquézar	00 a 04	Hombres	3
22024	Alquézar	05 a 09	Hombres	3
22024	Alquézar	10 a 14	Hombres	3
22024	Alquézar	15 a 19	Hombres	1
22024	Alquézar	20 a 24	Hombres	12
22024	Alquézar	25 a 29	Hombres	10
22024	Alquézar	30 a 34	Hombres	6
22024	Alquézar	35 a 39	Hombres	13
22024	Alquézar	40 a 44	Hombres	8
22024	Alquézar	45 a 49	Hombres	13
22024	Alquézar	50 a 54	Hombres	5
22024	Alquézar	55 a 59	Hombres	12
22024	Alquézar	60 a 64	Hombres	9
22024	Alquézar	65 a 69	Hombres	14
22024	Alquézar	70 a 74	Hombres	13
22024	Alquézar	75 a 79	Hombres	13
22024	Alquézar	80 a 84	Hombres	8
22024	Alquézar	85 a 90	Hombres	7
22024	Alquézar	90 ó más	Hombres	1
22025	Altorricón	00 a 04	Mujeres	22
22025	Altorricón	05 a 09	Mujeres	29
22025	Altorricón	10 a 14	Mujeres	24
22025	Altorricón	15 a 19	Mujeres	19
22025	Altorricón	20 a 24	Mujeres	43
22025	Altorricón	25 a 29	Mujeres	52
22025	Altorricón	30 a 34	Mujeres	52
22025	Altorricón	35 a 39	Mujeres	41
22025	Altorricón	40 a 44	Mujeres	36
22025	Altorricón	45 a 49	Mujeres	33
22025	Altorricón	50 a 54	Mujeres	42
22025	Altorricón	55 a 59	Mujeres	45
22025	Altorricón	60 a 64	Mujeres	33
22025	Altorricón	65 a 69	Mujeres	58
22025	Altorricón	70 a 74	Mujeres	63
22025	Altorricón	75 a 79	Mujeres	47
22025	Altorricón	80 a 84	Mujeres	25
22025	Altorricón	85 a 90	Mujeres	10
22025	Altorricón	90 ó más	Mujeres	9
22025	Altorricón	00 a 04	Hombres	27
22025	Altorricón	05 a 09	Hombres	31
22025	Altorricón	10 a 14	Hombres	17
22025	Altorricón	15 a 19	Hombres	42
22025	Altorricón	20 a 24	Hombres	56
22025	Altorricón	25 a 29	Hombres	76
22025	Altorricón	30 a 34	Hombres	54
22025	Altorricón	35 a 39	Hombres	64
22025	Altorricón	40 a 44	Hombres	53
22025	Altorricón	45 a 49	Hombres	44
22025	Altorricón	50 a 54	Hombres	44
22025	Altorricón	55 a 59	Hombres	44
22025	Altorricón	60 a 64	Hombres	36
22025	Altorricón	65 a 69	Hombres	49
22025	Altorricón	70 a 74	Hombres	57
22025	Altorricón	75 a 79	Hombres	40
22025	Altorricón	80 a 84	Hombres	25
22025	Altorricón	85 a 90	Hombres	8
22025	Altorricón	90 ó más	Hombres	7
22027	Angüés	00 a 04	Mujeres	8
22027	Angüés	05 a 09	Mujeres	4
22027	Angüés	10 a 14	Mujeres	4
22027	Angüés	15 a 19	Mujeres	6
22027	Angüés	20 a 24	Mujeres	14
22027	Angüés	25 a 29	Mujeres	13
22027	Angüés	30 a 34	Mujeres	10
22027	Angüés	35 a 39	Mujeres	10
22027	Angüés	40 a 44	Mujeres	14
22027	Angüés	45 a 49	Mujeres	10
22027	Angüés	50 a 54	Mujeres	10
22027	Angüés	55 a 59	Mujeres	13
22027	Angüés	60 a 64	Mujeres	7
22027	Angüés	65 a 69	Mujeres	16
22027	Angüés	70 a 74	Mujeres	28
22027	Angüés	75 a 79	Mujeres	13
22027	Angüés	80 a 84	Mujeres	11
22027	Angüés	85 a 90	Mujeres	5
22027	Angüés	90 ó más	Mujeres	4
22027	Angüés	00 a 04	Hombres	7
22027	Angüés	05 a 09	Hombres	7
22027	Angüés	10 a 14	Hombres	12
22027	Angüés	15 a 19	Hombres	6
22027	Angüés	20 a 24	Hombres	13
22027	Angüés	25 a 29	Hombres	19
22027	Angüés	30 a 34	Hombres	13
22027	Angüés	35 a 39	Hombres	12
22027	Angüés	40 a 44	Hombres	17
22027	Angüés	45 a 49	Hombres	14
22027	Angüés	50 a 54	Hombres	10
22027	Angüés	55 a 59	Hombres	11
22027	Angüés	60 a 64	Hombres	12
22027	Angüés	65 a 69	Hombres	23
22027	Angüés	70 a 74	Hombres	21
22027	Angüés	75 a 79	Hombres	23
22027	Angüés	80 a 84	Hombres	5
22027	Angüés	85 a 90	Hombres	3
22027	Angüés	90 ó más	Hombres	2
22028	Ansó	00 a 04	Mujeres	10
22028	Ansó	05 a 09	Mujeres	6
22028	Ansó	10 a 14	Mujeres	11
22028	Ansó	15 a 19	Mujeres	8
22028	Ansó	20 a 24	Mujeres	23
22028	Ansó	25 a 29	Mujeres	22
22028	Ansó	30 a 34	Mujeres	14
22028	Ansó	35 a 39	Mujeres	15
22028	Ansó	40 a 44	Mujeres	14
22028	Ansó	45 a 49	Mujeres	16
22028	Ansó	50 a 54	Mujeres	11
22028	Ansó	55 a 59	Mujeres	23
22028	Ansó	60 a 64	Mujeres	8
22028	Ansó	65 a 69	Mujeres	19
22028	Ansó	70 a 74	Mujeres	21
22028	Ansó	75 a 79	Mujeres	15
22028	Ansó	80 a 84	Mujeres	19
22028	Ansó	85 a 90	Mujeres	5
22028	Ansó	90 ó más	Mujeres	4
22028	Ansó	00 a 04	Hombres	7
22028	Ansó	05 a 09	Hombres	10
22028	Ansó	10 a 14	Hombres	6
22028	Ansó	15 a 19	Hombres	8
22028	Ansó	20 a 24	Hombres	9
22028	Ansó	25 a 29	Hombres	24
22028	Ansó	30 a 34	Hombres	22
22028	Ansó	35 a 39	Hombres	17
22028	Ansó	40 a 44	Hombres	17
22028	Ansó	45 a 49	Hombres	11
22028	Ansó	50 a 54	Hombres	16
22028	Ansó	55 a 59	Hombres	22
22028	Ansó	60 a 64	Hombres	20
22028	Ansó	65 a 69	Hombres	21
22028	Ansó	70 a 74	Hombres	20
22028	Ansó	75 a 79	Hombres	10
22028	Ansó	80 a 84	Hombres	10
22028	Ansó	85 a 90	Hombres	2
22028	Ansó	90 ó más	Hombres	7
22029	Antillón	00 a 04	Mujeres	1
22029	Antillón	05 a 09	Mujeres	3
22029	Antillón	10 a 14	Mujeres	1
22029	Antillón	15 a 19	Mujeres	2
22029	Antillón	20 a 24	Mujeres	6
22029	Antillón	25 a 29	Mujeres	7
22029	Antillón	30 a 34	Mujeres	2
22029	Antillón	35 a 39	Mujeres	2
22029	Antillón	40 a 44	Mujeres	6
22029	Antillón	45 a 49	Mujeres	10
22029	Antillón	50 a 54	Mujeres	5
22029	Antillón	55 a 59	Mujeres	4
22029	Antillón	60 a 64	Mujeres	5
22029	Antillón	65 a 69	Mujeres	2
22029	Antillón	70 a 74	Mujeres	4
22029	Antillón	75 a 79	Mujeres	7
22029	Antillón	80 a 84	Mujeres	3
22029	Antillón	85 a 90	Mujeres	3
22029	Antillón	90 ó más	Mujeres	3
22029	Antillón	05 a 09	Hombres	2
22029	Antillón	10 a 14	Hombres	5
22029	Antillón	15 a 19	Hombres	4
22029	Antillón	20 a 24	Hombres	7
22029	Antillón	25 a 29	Hombres	5
22029	Antillón	30 a 34	Hombres	2
22029	Antillón	35 a 39	Hombres	1
22029	Antillón	40 a 44	Hombres	8
22029	Antillón	45 a 49	Hombres	10
22029	Antillón	50 a 54	Hombres	7
22029	Antillón	55 a 59	Hombres	6
22029	Antillón	60 a 64	Hombres	2
22029	Antillón	65 a 69	Hombres	6
22029	Antillón	70 a 74	Hombres	6
22029	Antillón	75 a 79	Hombres	5
22029	Antillón	80 a 84	Hombres	4
22029	Antillón	85 a 90	Hombres	3
22029	Antillón	90 ó más	Hombres	1
22032	Aragüés del Puerto	10 a 14	Mujeres	2
22032	Aragüés del Puerto	15 a 19	Mujeres	2
22032	Aragüés del Puerto	20 a 24	Mujeres	2
22032	Aragüés del Puerto	25 a 29	Mujeres	4
22032	Aragüés del Puerto	30 a 34	Mujeres	3
22032	Aragüés del Puerto	35 a 39	Mujeres	3
22032	Aragüés del Puerto	40 a 44	Mujeres	2
22032	Aragüés del Puerto	45 a 49	Mujeres	5
22032	Aragüés del Puerto	50 a 54	Mujeres	3
22032	Aragüés del Puerto	55 a 59	Mujeres	9
22032	Aragüés del Puerto	60 a 64	Mujeres	7
22032	Aragüés del Puerto	65 a 69	Mujeres	5
22032	Aragüés del Puerto	70 a 74	Mujeres	7
22032	Aragüés del Puerto	75 a 79	Mujeres	1
22032	Aragüés del Puerto	80 a 84	Mujeres	3
22032	Aragüés del Puerto	85 a 90	Mujeres	2
22032	Aragüés del Puerto	00 a 04	Hombres	1
22032	Aragüés del Puerto	05 a 09	Hombres	2
22032	Aragüés del Puerto	10 a 14	Hombres	2
22032	Aragüés del Puerto	15 a 19	Hombres	3
22032	Aragüés del Puerto	20 a 24	Hombres	9
22032	Aragüés del Puerto	25 a 29	Hombres	12
22032	Aragüés del Puerto	30 a 34	Hombres	4
22032	Aragüés del Puerto	35 a 39	Hombres	3
22032	Aragüés del Puerto	40 a 44	Hombres	6
22032	Aragüés del Puerto	45 a 49	Hombres	2
22032	Aragüés del Puerto	50 a 54	Hombres	2
22032	Aragüés del Puerto	55 a 59	Hombres	10
22032	Aragüés del Puerto	60 a 64	Hombres	3
22032	Aragüés del Puerto	65 a 69	Hombres	9
22032	Aragüés del Puerto	70 a 74	Hombres	11
22032	Aragüés del Puerto	75 a 79	Hombres	7
22032	Aragüés del Puerto	80 a 84	Hombres	1
22032	Aragüés del Puerto	90 ó más	Hombres	1
22035	Arén	00 a 04	Mujeres	7
22035	Arén	05 a 09	Mujeres	8
22035	Arén	10 a 14	Mujeres	6
22035	Arén	15 a 19	Mujeres	8
22035	Arén	20 a 24	Mujeres	4
22035	Arén	25 a 29	Mujeres	11
22035	Arén	30 a 34	Mujeres	12
22035	Arén	35 a 39	Mujeres	11
22035	Arén	40 a 44	Mujeres	14
22035	Arén	45 a 49	Mujeres	9
22035	Arén	50 a 54	Mujeres	4
22035	Arén	55 a 59	Mujeres	7
22035	Arén	60 a 64	Mujeres	13
22035	Arén	65 a 69	Mujeres	21
22035	Arén	70 a 74	Mujeres	12
22035	Arén	75 a 79	Mujeres	13
22035	Arén	80 a 84	Mujeres	6
22035	Arén	85 a 90	Mujeres	6
22035	Arén	90 ó más	Mujeres	4
22035	Arén	00 a 04	Hombres	4
22035	Arén	05 a 09	Hombres	6
22035	Arén	10 a 14	Hombres	10
22035	Arén	15 a 19	Hombres	5
22035	Arén	20 a 24	Hombres	9
22035	Arén	25 a 29	Hombres	10
22035	Arén	30 a 34	Hombres	10
22035	Arén	35 a 39	Hombres	14
22035	Arén	40 a 44	Hombres	14
22035	Arén	45 a 49	Hombres	13
22035	Arén	50 a 54	Hombres	13
22035	Arén	55 a 59	Hombres	6
22035	Arén	60 a 64	Hombres	9
22035	Arén	65 a 69	Hombres	15
22035	Arén	70 a 74	Hombres	20
22035	Arén	75 a 79	Hombres	21
22035	Arén	80 a 84	Hombres	6
22035	Arén	85 a 90	Hombres	3
22035	Arén	90 ó más	Hombres	2
22036	Argavieso	00 a 04	Mujeres	1
22036	Argavieso	05 a 09	Mujeres	1
22036	Argavieso	10 a 14	Mujeres	4
22036	Argavieso	15 a 19	Mujeres	1
22036	Argavieso	20 a 24	Mujeres	2
22036	Argavieso	30 a 34	Mujeres	4
22036	Argavieso	35 a 39	Mujeres	4
22036	Argavieso	40 a 44	Mujeres	3
22036	Argavieso	45 a 49	Mujeres	2
22036	Argavieso	50 a 54	Mujeres	4
22036	Argavieso	55 a 59	Mujeres	3
22036	Argavieso	60 a 64	Mujeres	3
22036	Argavieso	65 a 69	Mujeres	5
22036	Argavieso	70 a 74	Mujeres	6
22036	Argavieso	75 a 79	Mujeres	4
22036	Argavieso	80 a 84	Mujeres	3
22036	Argavieso	85 a 90	Mujeres	4
22036	Argavieso	05 a 09	Hombres	5
22036	Argavieso	10 a 14	Hombres	2
22036	Argavieso	15 a 19	Hombres	3
22036	Argavieso	20 a 24	Hombres	2
22036	Argavieso	25 a 29	Hombres	5
22036	Argavieso	30 a 34	Hombres	2
22036	Argavieso	35 a 39	Hombres	3
22036	Argavieso	40 a 44	Hombres	5
22036	Argavieso	45 a 49	Hombres	2
22036	Argavieso	50 a 54	Hombres	5
22036	Argavieso	55 a 59	Hombres	6
22036	Argavieso	60 a 64	Hombres	4
22036	Argavieso	65 a 69	Hombres	7
22036	Argavieso	70 a 74	Hombres	7
22036	Argavieso	75 a 79	Hombres	3
22036	Argavieso	80 a 84	Hombres	2
22036	Argavieso	85 a 90	Hombres	3
22036	Argavieso	90 ó más	Hombres	3
22037	Arguis	15 a 19	Mujeres	1
22037	Arguis	20 a 24	Mujeres	1
22037	Arguis	30 a 34	Mujeres	3
22037	Arguis	35 a 39	Mujeres	4
22037	Arguis	40 a 44	Mujeres	1
22037	Arguis	45 a 49	Mujeres	3
22037	Arguis	50 a 54	Mujeres	2
22037	Arguis	60 a 64	Mujeres	5
22037	Arguis	65 a 69	Mujeres	5
22037	Arguis	70 a 74	Mujeres	2
22037	Arguis	80 a 84	Mujeres	2
22037	Arguis	90 ó más	Mujeres	1
22037	Arguis	05 a 09	Hombres	2
22037	Arguis	10 a 14	Hombres	1
22037	Arguis	15 a 19	Hombres	1
22037	Arguis	20 a 24	Hombres	3
22037	Arguis	35 a 39	Hombres	6
22037	Arguis	40 a 44	Hombres	5
22037	Arguis	45 a 49	Hombres	1
22037	Arguis	50 a 54	Hombres	5
22037	Arguis	55 a 59	Hombres	2
22037	Arguis	60 a 64	Hombres	1
22037	Arguis	65 a 69	Hombres	1
22037	Arguis	70 a 74	Hombres	7
22037	Arguis	75 a 79	Hombres	1
22037	Arguis	85 a 90	Hombres	1
22039	Ayerbe	00 a 04	Mujeres	16
22039	Ayerbe	05 a 09	Mujeres	13
22039	Ayerbe	10 a 14	Mujeres	15
22039	Ayerbe	15 a 19	Mujeres	14
22039	Ayerbe	20 a 24	Mujeres	30
22039	Ayerbe	25 a 29	Mujeres	39
22039	Ayerbe	30 a 34	Mujeres	27
22039	Ayerbe	35 a 39	Mujeres	23
22039	Ayerbe	40 a 44	Mujeres	27
22039	Ayerbe	45 a 49	Mujeres	27
22039	Ayerbe	50 a 54	Mujeres	28
22039	Ayerbe	55 a 59	Mujeres	40
22039	Ayerbe	60 a 64	Mujeres	20
22039	Ayerbe	65 a 69	Mujeres	53
22039	Ayerbe	70 a 74	Mujeres	49
22039	Ayerbe	75 a 79	Mujeres	49
22039	Ayerbe	80 a 84	Mujeres	38
22039	Ayerbe	85 a 90	Mujeres	29
22039	Ayerbe	90 ó más	Mujeres	13
22039	Ayerbe	00 a 04	Hombres	12
22039	Ayerbe	05 a 09	Hombres	16
22039	Ayerbe	10 a 14	Hombres	18
22039	Ayerbe	15 a 19	Hombres	22
22039	Ayerbe	20 a 24	Hombres	25
22039	Ayerbe	25 a 29	Hombres	36
22039	Ayerbe	30 a 34	Hombres	45
22039	Ayerbe	35 a 39	Hombres	30
22039	Ayerbe	40 a 44	Hombres	37
22039	Ayerbe	45 a 49	Hombres	33
22039	Ayerbe	50 a 54	Hombres	41
22039	Ayerbe	55 a 59	Hombres	37
22039	Ayerbe	60 a 64	Hombres	32
22039	Ayerbe	65 a 69	Hombres	46
22039	Ayerbe	70 a 74	Hombres	43
22039	Ayerbe	75 a 79	Hombres	39
22039	Ayerbe	80 a 84	Hombres	29
22039	Ayerbe	85 a 90	Hombres	14
22039	Ayerbe	90 ó más	Hombres	5
22040	Azanuy-Alins	00 a 04	Mujeres	1
22040	Azanuy-Alins	05 a 09	Mujeres	2
22040	Azanuy-Alins	10 a 14	Mujeres	3
22040	Azanuy-Alins	15 a 19	Mujeres	2
22040	Azanuy-Alins	20 a 24	Mujeres	5
22040	Azanuy-Alins	25 a 29	Mujeres	6
22040	Azanuy-Alins	30 a 34	Mujeres	5
22040	Azanuy-Alins	35 a 39	Mujeres	4
22040	Azanuy-Alins	40 a 44	Mujeres	2
22040	Azanuy-Alins	45 a 49	Mujeres	4
22040	Azanuy-Alins	50 a 54	Mujeres	8
22040	Azanuy-Alins	55 a 59	Mujeres	7
22040	Azanuy-Alins	60 a 64	Mujeres	3
22040	Azanuy-Alins	65 a 69	Mujeres	8
22040	Azanuy-Alins	70 a 74	Mujeres	9
22040	Azanuy-Alins	75 a 79	Mujeres	11
22040	Azanuy-Alins	80 a 84	Mujeres	7
22040	Azanuy-Alins	85 a 90	Mujeres	6
22040	Azanuy-Alins	90 ó más	Mujeres	1
22040	Azanuy-Alins	00 a 04	Hombres	2
22040	Azanuy-Alins	10 a 14	Hombres	1
22040	Azanuy-Alins	15 a 19	Hombres	5
22040	Azanuy-Alins	20 a 24	Hombres	5
22040	Azanuy-Alins	25 a 29	Hombres	5
22040	Azanuy-Alins	30 a 34	Hombres	6
22040	Azanuy-Alins	35 a 39	Hombres	5
22040	Azanuy-Alins	40 a 44	Hombres	3
22040	Azanuy-Alins	45 a 49	Hombres	3
22040	Azanuy-Alins	50 a 54	Hombres	7
22040	Azanuy-Alins	55 a 59	Hombres	3
22040	Azanuy-Alins	60 a 64	Hombres	6
22040	Azanuy-Alins	65 a 69	Hombres	6
22040	Azanuy-Alins	70 a 74	Hombres	11
22040	Azanuy-Alins	75 a 79	Hombres	6
22040	Azanuy-Alins	80 a 84	Hombres	6
22040	Azanuy-Alins	85 a 90	Hombres	2
22040	Azanuy-Alins	90 ó más	Hombres	1
22041	Azara	00 a 04	Mujeres	3
22041	Azara	05 a 09	Mujeres	6
22041	Azara	10 a 14	Mujeres	5
22041	Azara	15 a 19	Mujeres	2
22041	Azara	20 a 24	Mujeres	6
22041	Azara	25 a 29	Mujeres	7
22041	Azara	30 a 34	Mujeres	9
22041	Azara	35 a 39	Mujeres	5
22041	Azara	40 a 44	Mujeres	9
22041	Azara	45 a 49	Mujeres	8
22041	Azara	50 a 54	Mujeres	4
22041	Azara	55 a 59	Mujeres	5
22041	Azara	60 a 64	Mujeres	6
22041	Azara	65 a 69	Mujeres	10
22041	Azara	70 a 74	Mujeres	11
