Año	Código del municipio	Nombre del municipio	Superficie total regada	Superficie regada por aspersión	Superficie regada por riego localizado (goteo, microaspersión, etc.)	Superficie regada por gravedad	Superficie regada por otros métodos	Superficie regada con aguas subterráneas de pozo o sondeo	Superficie regada con aguas superficiales	Superficie regada con aguas depuradas	Superficie regada con concesión integrada en una Comunidad de Regantes	Superficie regada con concesión individual	Superficie regada con agua suficiente	Superficie regada con agua insuficiente	Superficie no regada, disponiendo la explotación de instalaciones y agua
1999	22150	Loporzano	169,94	18,81	0,54	150,07	0,52	15,9	147,01	7,03	142,53	27,41	104,04	65,9	26,27
1999	22151	Loscorrales	183,46	0	0	179,31	4,15	0,13	183,33	0	166,85	16,61	98,73	84,73	14,72
1999	22155	Monesma y Cajigar	825,76	300	491,39	34,16	0,21	0,21	825,55	0	822,09	3,67	825,76	0	3
1999	22156	Monflorite-Lascasas	1047,91	215,87	34,98	788,08	8,98	0	982,38	65,53	1023,25	24,66	458,13	589,78	135,31
1999	22157	Montanuy	34,34	16,35	1,18	16,81	0	0,08	34,21	0,05	20,77	13,57	34,32	0,02	0
1999	22158	Monzón	8500,84	2207,12	207,63	6046,85	39,24	63,07	8413,7	24,07	8498,9	1,94	7515,71	985,13	880,96
1999	22160	Naval	14,56	0,01	0	14,55	0	0,04	14,52	0	10,28	4,28	8,76	5,8	0
1999	22162	Novales	286,56	56,7	8,98	220,8	0,08	0	286,5	0,06	286,5	0,06	160,03	126,53	11,01
1999	22163	Nueno	196,03	0,5	0,38	195,15	0	0	196,03	0	185,12	10,91	148,54	47,49	8,29
1999	22164	Olvena	30,04	0,03	0,07	29,91	0,03	1,27	26,7	2,07	26,34	3,7	29,42	0,62	1,11
1999	22165	Ontiñena	554,69	27,91	13,35	497,9	15,53	0	546,72	7,97	545,33	9,36	554,69	0	22,8
1999	22167	Osso de Cinca	1820,15	151,79	369,16	1299,2	0	28,01	1792,14	0	1809,86	10,29	1557,52	262,63	169,44
1999	22168	Palo	0,37	0	0	0,37	0	0,04	0,33	0	0	0,37	0,37	0	0
1999	22170	Panticosa	68,59	3,83	0,82	63,93	0,01	1	67,59	0	67,52	1,07	68,59	0	0
1999	22172	Peñalba	2595,51	2316,43	38,85	233,11	7,12	0	2595,51	0	2366,9	228,61	2595,51	0	87,27
1999	22173	Peñas de Riglos (Las)	42,58	23,27	0,91	18,37	0,03	1,48	41,1	0	12,55	30,03	41,83	0,75	24,27
1999	22174	Peralta de Alcofea	2218,4	1973,48	16,77	228,15	0	85,44	2132,96	0	2218,29	0,11	2218,4	0	243,99
1999	22175	Peralta de Calasanz	216,36	56,25	4,12	155,72	0,27	2,09	214,26	0,01	203,21	13,15	213,84	2,52	10,96
1999	22176	Peraltilla	97,22	42,79	24,45	29,98	0	0	77,22	20	97,21	0,01	96,26	0,96	22,72
1999	22177	Perarrúa	103,36	0,04	0	103,32	0	0	103,23	0,13	101,22	2,14	37,74	65,62	2,94
1999	22178	Pertusa	698,87	588,3	0	110,57	0	0,06	698,79	0,02	698,79	0,08	541,29	157,58	51,8
1999	22181	Piracés	471,68	222,97	0,22	248,49	0	3,77	467,87	0,04	471,57	0,11	346,48	125,2	48,03
1999	22182	Plan	28,82	23,73	0	1,1	3,99	0,38	28,44	0	0	28,82	28,82	0	0
1999	22184	Poleñino	1664,34	0	7,9	1656,28	0,16	0	1664,34	0	1664,18	0,16	1531,8	132,54	231,8
1999	22186	Pozán de Vero	19,27	0,76	1,81	15,94	0,76	0,11	8,93	10,23	5,05	14,22	16,95	2,32	0
1999	22187	Puebla de Castro (La)	1,39	0,08	0,08	1,16	0,07	0,22	1,01	0,16	0,6	0,79	1,25	0,14	0,77
1999	22188	Puente de Montañana	14,3	0,06	0	14,19	0,05	0	14,3	0	0	14,3	9,38	4,92	6,48
1999	22189	Puértolas	11,83	0	0	11,83	0	0,5	11,33	0	6,11	5,72	11,83	0	0
1999	22190	Pueyo de Araguás (El)	129,3	50,11	0	79,19	0	20,56	105,21	3,53	81,07	48,23	121,09	8,21	6,5
1999	22193	Pueyo de Santa Cruz	455,09	72,5	28,37	354,22	0	4,67	450,42	0	450,42	4,67	343,05	112,04	16,48
1999	22195	Quicena	91,01	0	0	91,01	0	0	91,01	0	91,01	0	90,76	0,25	18,54
1999	22197	Robres	1350,38	61	0	1289,35	0,03	0	1350,38	0	1350,35	0,03	1347,49	2,89	221,35
1999	22199	Sabiñánigo	345,4	97,16	0,41	225,76	22,07	41,08	303,59	0,73	300,28	45,12	301,78	43,62	122,25
1999	22200	Sahún	22,56	4,5	0	18,06	0	0,03	20,96	1,57	19,76	2,8	21,52	1,04	13,1
1999	22201	Salas Altas	3,57	0,02	0,14	3,11	0,3	0,7	2,64	0,23	2,46	1,11	3,47	0,1	2
1999	22202	Salas Bajas	22,63	0	17,8	4,66	0,17	3,26	19,31	0,06	18,26	4,37	22,63	0	0
1999	22203	Salillas	617,14	369,12	0	248,02	0	0	617,14	0	617,14	0	617,09	0,05	75,25
1999	22204	Sallent de Gállego	8,8	0,23	1,84	6,73	0	4,04	4,76	0	0,66	8,14	8,8	0	57,75
1999	22205	San Esteban de Litera	2209,64	1049,02	21,08	1120,04	19,5	101,25	2108,39	0	2209,64	0	2184,64	25	3,98
1999	22206	Sangarrén	1373,96	50,56	91,69	1221,62	10,09	0	1373,96	0	1373,96	0	1221,16	152,8	225,34
1999	22207	San Juan de Plan	29,83	10,77	0	0	19,06	2,14	27,69	0	0	29,83	29,83	0	0
1999	22208	Santa Cilia	64,75	0,44	10	53,88	0,43	0,22	64,53	0	64,41	0,34	63,85	0,9	0,17
1999	22209	Santa Cruz de la Serós	49,53	0	0	49,53	0	0	49,53	0	49,38	0,15	49,53	0	0
1999	22212	Santaliestra y San Quílez	9,26	0,03	0,11	9,09	0,03	0,19	9,05	0,02	2,57	6,69	6,86	2,4	0
1999	22213	Sariñena	11091,35	6120,44	450,33	4348,8	171,78	74,08	11010,88	6,39	11000,17	91,18	10198,37	892,98	970,53
1999	22214	Secastilla	1,24	0,05	0	1,15	0,04	0,05	1,17	0,02	1,18	0,06	1,18	0,06	0
1999	22215	Seira	12,53	0,76	0	11,77	0	0,05	12,48	0	2,48	10,05	11,33	1,2	2,4
1999	22217	Sena	2643,36	2095,1	110,06	438,2	0	115,13	2528,23	0	2493,51	149,85	2621,02	22,34	311,77
1999	22218	Senés de Alcubierre	412,82	137,47	2	273,35	0	0	412,82	0	412,82	0	293,35	119,47	69,23
1999	22220	Sesa	261,41	1,6	0	259,81	0	0	261,41	0	261,41	0	255,61	5,8	28,24
1999	22221	Sesué	22,31	2,92	0,88	8,84	9,67	6,06	16,25	0	16,16	6,15	13,33	8,98	4
1999	22222	Siétamo	54,35	0	0,06	54,29	0	0,4	53,94	0,01	45,46	8,89	38,3	16,05	2,51
1999	22223	Sopeira	4,32	0	0	4,32	0	0	4,32	0	4,04	0,28	0,39	3,93	0
1999	22225	Tamarite de Litera	7004,93	3448,04	105,44	3451,44	0,01	37,85	6965,83	1,25	6549,99	454,94	4455,32	2549,61	246,19
1999	22226	Tardienta	1135,27	25,69	2,56	1107,02	0	1	1118,63	15,64	1134,58	0,69	1068,77	66,5	234
1999	22227	Tella-Sin	0,09	0	0	0,09	0	0	0,09	0	0,09	0	0,09	0	0
1999	22228	Tierz	265,71	0	0	265,71	0	0	265,71	0	253,78	11,93	265,69	0,02	6,61
1999	22229	Tolva	10,29	0	0,01	10,26	0,02	0,04	10,25	0	9,41	0,88	10,26	0,03	0
1999	22230	Torla-Ordesa	20,54	0,04	0	20,5	0	0	20,54	0	20,5	0,04	20,5	0,04	0
1999	22232	Torralba de Aragón	784,82	18,79	18,14	747,89	0	0,17	784,23	0,42	784,82	0	784,82	0	126,66
1999	22233	Torre la Ribera	9,62	0,09	0	9,53	0	0,03	9,59	0	3,73	5,89	8,27	1,35	11,01
1999	22234	Torrente de Cinca	842,83	2,99	629,49	210,35	0	32	810,83	0	741,33	101,5	839,83	3	6,01
1999	22235	Torres de Alcanadre	1040,53	916,82	38,14	85,57	0	141,99	898,54	0	1039,96	0,57	827,07	213,46	183,24
1999	22236	Torres de Barbués	920,23	0	44,33	875,9	0	8,39	911,84	0	920,23	0	911,84	8,39	92,18
1999	22239	Tramaced	736,58	15,33	62,15	659,1	0	29,2	707,38	0	736,48	0,1	711,87	24,71	119,03
1999	22242	Valfarta	1097,93	913,22	5	111	68,71	74,41	1023,52	0	1097,93	0	1023,52	74,41	72,74
1999	22243	Valle de Bardají	7,8	0,53	0	7,27	0	0	7,78	0,02	7,31	0,49	7,7	0,1	4,65
1999	22244	Valle de Lierp	0,09	0,01	0	0,02	0,06	0,01	0,02	0,06	0,01	0,08	0,06	0,03	0,09
1999	22245	Velilla de Cinca	337,63	148,91	70,2	114,27	4,25	2	335,62	0,01	180,12	157,51	337,63	0	56,11
1999	22246	Beranuy	12,66	1,07	0,56	11,03	0	0,03	12,62	0,01	9,88	2,78	12,62	0,04	0,34
1999	22247	Viacamp y Litera	96,18	19,61	5,45	71,12	0	0	96,18	0	93,03	3,15	94,18	2	5,69
1999	22248	Vicién	501,46	0	1,5	499,96	0	0	501,46	0	501,46	0	232,55	268,91	61,63
1999	22249	Villanova	16,55	0,1	0	16,45	0	0	16,41	0,14	16,41	0,14	7,34	9,21	0
1999	22250	Villanúa	15,03	0	0	15,03	0	0	15,03	0	0	15,03	15,03	0	0
1999	22251	Villanueva de Sigena	2755,36	1681,03	96,6	977,56	0,17	215,16	2540,2	0	2655,1	100,26	2548,8	206,56	314,47
1999	22252	Yebra de Basa	29,63	0	0	29,38	0,25	0,04	29,59	0	24,91	4,72	27,3	2,33	12,49
1999	22253	Yésero	0,04	0	0	0	0,04	0	0,04	0	0	0,04	0,04	0	0
1999	22254	Zaidín	5023,92	1339,05	674,08	3010,79	0	21,85	4963,06	39,01	5023,88	0,04	4834,76	189,16	568,49
1999	22901	Valle de Hecho	290,66	0,76	5,17	283,97	0,76	1,71	284,1	4,85	283,31	7,35	258,46	32,2	86,01
1999	22902	Puente la Reina de Jaca	48,37	0,48	0	47,89	0	0,54	47,83	0	38,76	9,61	48,37	0	62,87
1999	22903	San Miguel del Cinca	7977,13	2966,24	52,73	4955,21	2,95	0,01	7976,56	0,56	7973,67	3,46	7651,16	325,97	586,54
1999	22904	Sotonera (La)	291,17	35,43	3,78	251,96	0	6,11	285,06	0	259,69	31,48	233,82	57,35	27,85
1999	22905	Lupiñén-Ortilla	1064,13	412,09	79,12	572,92	0	1,96	1054,68	7,49	885,33	178,8	532,96	531,17	149,31
1999	22906	Santa María de Dulcis	8,99	0	0,05	8,94	0	0,12	7,46	1,41	4,41	4,58	8,1	0,89	0
1999	22907	Aínsa-Sobrarbe	247,24	162,67	0	84,27	0,3	11,31	235,62	0,31	204,18	43,06	245,44	1,8	0,2
1999	22908	Hoz y Costeán	158,7	97,66	11,17	49,87	0	1,75	156,63	0,32	154,93	3,77	157,57	1,13	0,16
1999	22909	Vencillón	890,43	656,95	36,8	188,68	8	34,59	855,84	0	890,43	0	875,03	15,4	3,05
1999	44001	Ababuj	13,01	0	0	13,01	0	0,15	12,86	0	7,91	5,1	6,36	6,65	0
1999	44002	Abejuela	0,33	0	0	0,33	0	0	0,33	0	0,33	0	0,33	0	0
1999	44003	Aguatón	2,68	0	0	2,68	0	0	2,68	0	0	2,68	1,56	1,12	0
1999	44004	Aguaviva	225,1	0,12	0	224,98	0	1,5	223,6	0	223,6	1,5	209,99	15,11	18,62
1999	44005	Aguilar del Alfambra	62,25	0	0	62,25	0	0	62,25	0	31	31,25	24,68	37,57	2,02
1999	44006	Alacón	44,47	0	0,05	44,42	0	0	44,47	0	4,08	40,39	42,9	1,57	0
1999	44007	Alba	614,12	246,68	5,49	357,22	4,73	296,86	317,17	0,09	564,61	49,51	493,18	120,94	45,35
1999	44008	Albalate del Arzobispo	449,2	0,12	23,41	420,72	4,95	4,41	444,79	0	442,04	7,16	446,35	2,85	21,49
1999	44009	Albarracín	102,94	5,49	0,18	93,18	4,09	0,16	102,78	0	90,17	12,77	102,27	0,67	2,21
1999	44010	Albentosa	33,14	17	0,5	15,64	0	1,29	31,85	0	26,55	6,59	30,84	2,3	0,25
1999	44011	Alcaine	4,61	0	0,89	3,72	0	0,89	3,72	0	2,79	1,82	4,61	0	0
1999	44012	Alcalá de la Selva	2,37	0	0,74	1,63	0	0,74	1,63	0	0	2,37	1,66	0,71	0,55
1999	44013	Alcañiz	3441,71	106,46	95	3212,02	28,23	20,38	3419,05	2,28	3380,58	61,13	3176,44	265,27	537,69
1999	44014	Alcorisa	313,33	0,27	13,91	298,95	0,2	18,42	294,71	0,2	287,3	26,03	121,36	191,97	36,58
1999	44016	Alfambra	290,31	5,23	1,06	279,9	4,12	1,75	288,51	0,05	265,76	24,55	46,44	243,87	15,61
1999	44017	Aliaga	5,67	0,15	0	5,48	0,04	0,03	5,64	0	2,95	2,72	1,65	4,02	8,61
1999	44018	Almohaja	0,5	0	0	0,5	0	0,5	0	0	0,5	0	0,5	0	0
1999	44019	Alobras	0,23	0	0,01	0,22	0	0,04	0,19	0	0,06	0,17	0,02	0,21	0
1999	44020	Alpeñés	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44021	Allepuz	29,11	0	0,53	28,58	0	0,53	28,58	0	1,74	27,37	12,62	16,49	10,8
1999	44022	Alloza	88,53	0,64	13,82	69,7	4,37	11,13	77,33	0,07	73,78	14,75	48,35	40,18	6,54
1999	44023	Allueva	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44024	Anadón	0	0	0	0	0	0	0	0	0	0	0	0	3,62
1999	44025	Andorra	155,36	1,55	21,21	132,41	0,19	33,97	121,3	0,09	78,62	76,74	84,7	70,66	8,55
1999	44026	Arcos de las Salinas	12,97	0,01	0	12,96	0	0,01	12,96	0	6,88	6,09	12,96	0,01	0
1999	44027	Arens de Lledó	14,29	0	0,8	13,49	0	0,67	13,62	0	13,18	1,11	9,91	4,38	6,2
1999	44028	Argente	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44029	Ariño	28,2	0	0	28,2	0	0	28,2	0	28,2	0	28,2	0	0,82
1999	44031	Azaila	150,28	0,94	0,23	148	1,11	0,88	149,34	0,06	149,61	0,67	19,82	130,46	48,65
1999	44032	Bádenas	18,27	0	0	18,27	0	0	18,27	0	0	18,27	18,27	0	0
1999	44033	Báguena	104,33	0,37	8,45	94,76	0,75	1,41	101,53	1,39	102,28	2,05	95,54	8,79	28,52
1999	44034	Bañón	21,02	0	0,32	19,5	1,2	1,52	19,5	0	18,67	2,35	20,99	0,03	0
1999	44035	Barrachina	39	1	0	32,82	5,18	1	38	0	37,69	1,31	11,89	27,11	4,06
1999	44036	Bea	3,88	0	0	3,88	0	0	3,88	0	3,88	0	3,88	0	0
1999	44037	Beceite	66,14	26	1,22	38,92	0	26,65	39,47	0,02	61,73	4,41	65,61	0,53	25,21
1999	44038	Belmonte de San José	9,1	0,14	0	2,72	6,24	0	9,1	0	4,2	4,9	2,56	6,54	15,71
1999	44039	Bello	166,42	159,73	0	4,12	2,57	160,38	6,04	0	12,08	154,34	153,15	13,27	26,1
1999	44040	Berge	105,34	0,04	5,31	99,99	0	5,35	99,99	0	93,28	12,06	72,45	32,89	6,18
1999	44041	Bezas	0,57	0	0	0,57	0	0	0,57	0	0,54	0,03	0,56	0,01	0
1999	44042	Blancas	24,52	0,65	0	23,87	0	23,89	0,63	0	22,65	1,87	24,52	0	0,59
1999	44043	Blesa	6,16	0	0	6,12	0,04	0	6,16	0	5,74	0,42	2,09	4,07	0
1999	44044	Bordón	51,16	0	0	51,16	0	0	51,16	0	51,16	0	51,16	0	0
1999	44045	Bronchales	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44046	Bueña	14,97	0,01	0	14,63	0,33	13,63	1,34	0	14,54	0,43	14,64	0,33	2,77
1999	44047	Burbáguena	154,74	35	0	119,18	0,56	35,35	119,39	0	119,11	35,63	119,74	35	0,23
1999	44048	Cabra de Mora	37,92	0	0	31,6	6,32	0	37,92	0	5,33	32,59	37,92	0	0,11
1999	44049	Calaceite	68,07	0,03	8,62	59,32	0,1	6,74	61,32	0,01	61,41	6,66	51,42	16,65	5,66
1999	44050	Calamocha	1082,66	18,16	12,82	1038,11	13,57	51,38	1031,28	0	1038,56	44,1	1059,86	22,8	2,24
1999	44051	Calanda	873,14	1,14	14,53	856,25	1,22	2,51	870,37	0,26	856,47	16,67	871,43	1,71	82,9
1999	44052	Calomarde	1,61	0	0	1,61	0	0	1,61	0	0,35	1,26	0,15	1,46	0
1999	44053	Camañas	11,13	8,84	0	2,29	0	11,13	0	0	2,29	8,84	11,13	0	1
1999	44054	Camarena de la Sierra	22,26	0	0	22,26	0	0	22,26	0	22,26	0	22,26	0	0
1999	44055	Camarillas	0,41	0	0	0,35	0,06	0,04	0,35	0,02	0,1	0,31	0,12	0,29	0
1999	44056	Caminreal	387,02	21,02	6,48	359,35	0,17	25,6	360,44	0,98	374,01	13,01	351,16	35,86	1,6
1999	44059	Cantavieja	10,04	0	8,89	1,15	0	8,89	1,15	0	8,89	1,15	10,04	0	0
1999	44060	Cañada de Benatanduz	0,29	0	0	0,29	0	0,29	0	0	0	0,29	0,27	0,02	0,57
1999	44061	Cañada de Verich (La)	1,88	0	0,04	1,84	0	0	1,88	0	1,31	0,57	0,64	1,24	0
1999	44062	Cañada Vellida	0,17	0	0	0,14	0,03	0,03	0,14	0	0,14	0,03	0,17	0	0
1999	44063	Cañizar del Olivar	10,81	0	0	10,81	0	0,3	10,51	0	10,51	0,3	10,81	0	1,9
1999	44064	Cascante del Río	38,77	0	0	38,77	0	0	38,77	0	37,58	1,19	1,1	37,67	0
1999	44065	Castejón de Tornos	2,79	0	0,65	2,07	0,07	0,19	2,6	0	2,29	0,5	2,79	0	0,26
1999	44066	Castel de Cabra	5,05	0,02	0	5,03	0	0	5,05	0	5,05	0	5,03	0,02	0
1999	44067	Castelnou	407,64	171,56	0,68	235,4	0	0	407,64	0	146,61	261,03	377,37	30,27	0,46
1999	44068	Castelserás	123,54	0	3,52	120,02	0	0,09	122,84	0,61	121,62	1,92	120,51	3,03	56,4
1999	44070	Castellar (El)	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44071	Castellote	416,18	12,3	53,54	347,16	3,18	47,43	366,98	1,77	354,07	62,11	323,36	92,82	25,53
1999	44074	Cedrillas	21,56	21,1	0,07	0,39	0	0,03	21,52	0,01	0,23	21,33	21,3	0,26	0,12
1999	44075	Celadas	34,1	8,93	0,47	24,43	0,27	16,7	17,4	0	27,69	6,41	15,94	18,16	3,06
1999	44076	Cella	1338,84	435,81	24,53	875,23	3,27	450,89	871,27	16,68	873,94	464,9	488,79	850,05	99,39
1999	44077	Cerollera (La)	0,45	0	0	0,45	0	0	0,45	0	0,4	0,05	0,45	0	0,4
1999	44080	Codoñera (La)	5,82	0	0,23	5,54	0,05	0,03	5,76	0,03	5,21	0,61	5,41	0,41	0
1999	44082	Corbalán	0,33	0	0	0,33	0	0	0,33	0	0,33	0	0,27	0,06	0
1999	44084	Cortes de Aragón	12,42	0,43	1,11	10,43	0,45	0,1	12,19	0,13	12,31	0,11	2,24	10,18	0
1999	44085	Cosa	1,11	0	0	0,81	0,3	0,24	0,85	0,02	0,67	0,44	0,72	0,39	0
1999	44086	Cretas	20,34	4,02	8,69	7,03	0,6	6,99	13,34	0,01	3,35	16,99	7,4	12,94	1,42
1999	44087	Crivillén	6,47	0	0,04	5,8	0,63	1,46	5	0,01	3,97	2,5	4,3	2,17	3,57
1999	44088	Cuba (La)	2,66	0	0	2,66	0	2	0,66	0	0	2,66	2,26	0,4	0
1999	44089	Cubla	11,94	0	0	11,94	0	0,01	11,93	0	10,66	1,28	8,77	3,17	0
1999	44090	Cucalón	84,6	5,5	0	79,1	0	0	84,6	0	14,22	70,38	79,25	5,35	0
1999	44092	Cuervo (El)	22,51	0	0	22,51	0	1,02	21,47	0,02	2,21	20,3	22,51	0	0
1999	44093	Cuevas de Almudén	43,57	0	0	43,57	0	0	43,57	0	36,17	7,4	14,25	29,32	0,72
1999	44094	Cuevas Labradas	71,33	0	0	71,33	0	0	71,33	0	71,33	0	2,26	69,07	0
1999	44096	Ejulve	10,14	6,76	0,02	3,36	0	0,23	9,91	0	7,61	2,53	9,33	0,81	0
1999	44097	Escorihuela	49,26	0,18	0,02	49,05	0,01	0,48	48,78	0	11,36	37,9	7,43	41,83	0,12
1999	44099	Escucha	3,02	0,01	0	3,01	0	2,6	0,42	0	0,25	2,77	2,78	0,24	0
1999	44100	Estercuel	7,45	0	0,09	7,36	0	0	7,45	0	7,07	0,38	7,39	0,06	0
1999	44101	Ferreruela de Huerva	48,32	0	0	48,32	0	0	48,32	0	0,62	47,7	21,07	27,25	0
1999	44102	Fonfría	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44103	Formiche Alto	4,02	0	0	4	0,02	1,02	3	0	2,87	1,15	4	0,02	0
1999	44105	Fórnoles	2,45	0	0	2,39	0,06	0,15	2,3	0	1,84	0,61	1,63	0,82	0,79
1999	44106	Fortanete	2,73	0,02	2,08	0,63	0	2,73	0	0	0	2,73	2,7	0,03	0,37
1999	44107	Foz-Calanda	91,26	0	7,15	84,11	0	4,48	82,84	3,94	88,78	2,48	52,38	38,88	1,75
1999	44108	Fresneda (La)	43,03	0,02	7,1	35,58	0,33	0,01	42,86	0,16	42,07	0,96	37,9	5,13	1,21
1999	44109	Frías de Albarracín	2,86	0	0	2,86	0	0	2,86	0	2,86	0	0	2,86	0,2
1999	44110	Fuenferrada	36,84	0	1	35,84	0	0	36,84	0	36,84	0	36,84	0	0
1999	44111	Fuentes Calientes	0,2	0	0	0,2	0	0	0,2	0	0,18	0,02	0,04	0,16	0
1999	44112	Fuentes Claras	346,52	7,78	0,2	338,54	0	123,21	223,31	0	330,56	15,96	338,48	8,04	8,59
1999	44113	Fuentes de Rubielos	1,94	0	0	1,94	0	0	1,94	0	1,72	0,22	1,94	0	0
1999	44114	Fuentespalda	21,53	0,71	10,88	9,26	0,68	9,46	9,78	2,29	2,01	19,52	11,39	10,14	0,65
1999	44115	Galve	58,72	3,97	10,32	44,32	0,11	8,33	50,39	0	50,57	8,15	13,18	45,54	8,64
1999	44116	Gargallo	2,06	0	0	2,06	0	0,24	1,71	0,11	1,47	0,59	1,88	0,18	0,64
1999	44117	Gea de Albarracín	63,63	0,5	0	63,13	0	0	63,63	0	63,53	0,1	63,43	0,2	6,25
1999	44118	Ginebrosa (La)	213,97	5,5	3,78	204,65	0,04	7,78	205,18	1,01	205,92	8,05	141,06	72,91	10,11
1999	44119	Griegos	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44120	Guadalaviar	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	44121	Gúdar	6,9	0	0,01	6,89	0	0	6,9	0	3,54	3,36	6,89	0,01	1,14
1999	44122	Híjar	1449,3	106,8	57,3	1284,5	0,7	48,06	1401,19	0,05	1223,01	226,29	1224,36	224,94	225,69
1999	44123	Hinojosa de Jarque	7,21	0	0,04	7,17	0	0,41	6,8	0	6,33	0,88	0,46	6,75	0
1999	44124	Hoz de la Vieja (La)	0,91	0	0	0,91	0	0	0,91	0	0,87	0,04	0,15	0,76	0
1999	44125	Huesa del Común	128,54	0,65	0,23	123,96	3,7	0,01	128,53	0	121,49	7,05	28,9	99,64	0,28
1999	44126	Iglesuela del Cid (La)	0,39	0,04	0,04	0,29	0,02	0	0,38	0,01	0,11	0,28	0,25	0,14	0
1999	44127	Jabaloyas	3	0	0	3	0	0	3	0	3	0	3	0	0
1999	44128	Jarque de la Val	104,26	0	10,91	93,35	0	0	104,26	0	101,15	3,11	67,24	37,02	18,01
1999	44129	Jatiel	56	0	0	56	0	0	52	4	56	0	22,92	33,08	2,6
1999	44130	Jorcas	32,24	0,68	0	30,88	0,68	0	30,52	1,72	3,25	28,99	3,78	28,46	7,19
1999	44131	Josa	0,05	0	0,05	0	0	0	0,05	0	0	0,05	0,05	0	0
1999	44132	Lagueruela	7,45	0	0	7,45	0	0,2	7,25	0	0,1	7,35	0,23	7,22	1
1999	44133	Lanzuela	0,08	0	0	0,08	0	0	0,08	0	0	0,08	0	0,08	0
1999	44135	Libros	36,99	0	0,21	36,78	0	0	36,91	0,08	36,99	0	36,65	0,34	0
1999	44136	Lidón	0,22	0	0	0,02	0,2	0,21	0,01	0	0,01	0,21	0,1	0,12	0
1999	44137	Linares de Mora	4,29	0	0	4,29	0	0,43	3,86	0	1,9	2,39	4,29	0	0
1999	44138	Loscos	3,44	0,01	1	2,43	0	0,98	2,46	0	1,23	2,21	2,95	0,49	0,04
1999	44141	Lledó	16,83	0	7,79	8,8	0,24	2,19	14,62	0,02	5,08	11,75	15,6	1,23	0
1999	44142	Maicas	15,56	0	0	15,56	0	0	15,56	0	15,55	0,01	0,01	15,55	0
1999	44143	Manzanera	17,2	0	0,03	17,17	0	0	17,2	0	17,2	0	17,18	0,02	15,03
1999	44144	Martín del Río	96,76	0	0	96,76	0	0	96,76	0	96,76	0	96,76	0	0
1999	44145	Mas de las Matas	191,5	0,14	11,5	175,88	3,98	0,01	191,49	0	191,5	0	191,5	0	15,02
1999	44146	Mata de los Olmos (La)	2,92	0	0,01	2,7	0,21	0,97	1,95	0	1,99	0,93	2,26	0,66	1,59
1999	44147	Mazaleón	185,63	0	6,57	178,39	0,67	2,82	160,71	22,1	174,87	10,76	117,64	67,99	2,35
1999	44148	Mezquita de Jarque	0,61	0,02	0	0,57	0,02	0,02	0,59	0	0,52	0,09	0,61	0	0
1999	44149	Mirambel	0,09	0	0	0,09	0	0	0,07	0,02	0,05	0,04	0,03	0,06	0
1999	44150	Miravete de la Sierra	30,4	0	0	30,4	0	0	30,4	0	0	30,4	14,84	15,56	0
1999	44151	Molinos	49,31	4,07	0	45,24	0	0	49,31	0	48,64	0,67	41,12	8,19	54,17
1999	44152	Monforte de Moyuela	16,71	0	0	16,71	0	0	16,71	0	14,48	2,23	1,74	14,97	1
1999	44153	Monreal del Campo	531,54	167,95	32,09	331,5	0	292,4	239,14	0	309,98	221,56	505,77	25,77	37,8
1999	44154	Monroyo	13,53	3	0	6,16	4,37	0	13,53	0	8,34	5,19	8,9	4,63	0
1999	44155	Montalbán	38,29	0,04	1	37,25	0	1,04	37,25	0	38,26	0,03	31,6	6,69	0
1999	44156	Monteagudo del Castillo	0,06	0	0	0,06	0	0	0,06	0	0,06	0	0,02	0,04	0
1999	44157	Monterde de Albarracín	1,06	1	0	0,06	0	1	0,06	0	1,06	0	0,06	1	0
1999	44158	Mora de Rubielos	86,39	0,02	0,37	85,98	0,02	0,11	76,63	9,65	85,86	0,53	82,75	3,64	4,05
1999	44159	Moscardón	1,59	0	0	1,59	0	0	1,59	0	0	1,59	1,54	0,05	0
1999	44160	Mosqueruela	1,66	0,27	0,35	0,75	0,29	0,86	0,8	0	0,72	0,94	1,35	0,31	0
1999	44161	Muniesa	1,68	0,55	0,09	1,04	0	0,1	1,58	0	0,02	1,66	1,62	0,06	0
1999	44163	Noguera de Albarracín	4,46	0	0	4,46	0	0	4,46	0	0,15	4,31	4,46	0	0
1999	44164	Nogueras	11,32	0	0	10,47	0,85	0,02	11,3	0	0,02	11,3	11,3	0,02	0
1999	44165	Nogueruelas	10,63	3,03	0,24	4,36	3	0,06	10,27	0,3	9,69	0,94	10,57	0,06	2,35
1999	44167	Obón	1,49	0	0	1,19	0,3	0,3	1,19	0	0,05	1,44	1,49	0	0
1999	44168	Odón	41,17	28,8	0	12,37	0	28,96	12,21	0	12,17	29	29,37	11,8	0
1999	44169	Ojos Negros	40,42	0,15	0,5	39,71	0,06	10,5	29,89	0,03	39,73	0,69	37,14	3,28	3,66
