Año	Residencia área código	Residencia continente nombre	Residencia país código	Residencia país nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2009	01	Europa	110	Francia	UE-27	22	Huesca	22130	Jaca	6	Hombre	63
2009	01	Europa	110	Francia	UE-27	22	Huesca	22130	Jaca	6	Mujer	84
2009	01	Europa	110	Francia	UE-27	22	Huesca	22158	Monzón	6	Hombre	24
2009	01	Europa	110	Francia	UE-27	22	Huesca	22158	Monzón	6	Mujer	32
2009	01	Europa	110	Francia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	31
2009	01	Europa	110	Francia	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	43
2009	01	Europa	110	Francia	UE-27	44	Teruel	44216	Teruel	7	Hombre	86
2009	01	Europa	110	Francia	UE-27	44	Teruel	44216	Teruel	7	Mujer	85
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	11
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	14
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	5
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	3
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	21
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	36
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	6
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	9
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	11
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	6
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	824
2009	01	Europa	110	Francia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	916
2009	01	Europa	111	Grecia	UE-27	22	Huesca	22125	Huesca	7	Hombre	2
2009	01	Europa	111	Grecia	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2009	01	Europa	111	Grecia	UE-27	22	Huesca	22158	Monzón	6	Mujer	3
2009	01	Europa	111	Grecia	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2009	01	Europa	111	Grecia	UE-27	44	Teruel	44216	Teruel	7	Mujer	1
2009	01	Europa	111	Grecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	01	Europa	111	Grecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	01	Europa	111	Grecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	10
2009	01	Europa	111	Grecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	24
2009	01	Europa	112	Hungría	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	1
2009	01	Europa	112	Hungría	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	5
2009	01	Europa	112	Hungría	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22048	Barbastro	6	Hombre	2
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22048	Barbastro	6	Mujer	2
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22112	Fraga	6	Hombre	1
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22125	Huesca	7	Mujer	6
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22130	Jaca	6	Hombre	3
2009	01	Europa	113	Irlanda	UE-27	22	Huesca	22130	Jaca	6	Mujer	2
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	2
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	27
2009	01	Europa	113	Irlanda	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	28
2009	01	Europa	115	Italia	UE-27	22	Huesca	22048	Barbastro	6	Hombre	1
2009	01	Europa	115	Italia	UE-27	22	Huesca	22048	Barbastro	6	Mujer	1
2009	01	Europa	115	Italia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	115	Italia	UE-27	22	Huesca	22125	Huesca	7	Mujer	12
2009	01	Europa	115	Italia	UE-27	22	Huesca	22130	Jaca	6	Hombre	2
2009	01	Europa	115	Italia	UE-27	22	Huesca	22130	Jaca	6	Mujer	1
2009	01	Europa	115	Italia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	01	Europa	115	Italia	UE-27	44	Teruel	44216	Teruel	7	Hombre	1
2009	01	Europa	115	Italia	UE-27	44	Teruel	44216	Teruel	7	Mujer	2
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	3
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	69
2009	01	Europa	115	Italia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	181
2009	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2009	01	Europa	117	Luxemburgo	UE-27	22	Huesca	22130	Jaca	6	Hombre	1
2009	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	1
2009	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	19
2009	01	Europa	117	Luxemburgo	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	29
2009	01	Europa	121	Países Bajos	UE-27	22	Huesca	22112	Fraga	6	Mujer	1
2009	01	Europa	121	Países Bajos	UE-27	22	Huesca	22125	Huesca	7	Hombre	7
2009	01	Europa	121	Países Bajos	UE-27	22	Huesca	22125	Huesca	7	Mujer	10
2009	01	Europa	121	Países Bajos	UE-27	22	Huesca	22130	Jaca	6	Mujer	2
2009	01	Europa	121	Países Bajos	UE-27	22	Huesca	22158	Monzón	6	Mujer	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	74
2009	01	Europa	121	Países Bajos	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	110
2009	01	Europa	122	Polonia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	122	Polonia	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2009	01	Europa	122	Polonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	6
2009	01	Europa	122	Polonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	4
2009	01	Europa	123	Portugal	UE-27	22	Huesca	22112	Fraga	6	Hombre	2
2009	01	Europa	123	Portugal	UE-27	22	Huesca	22112	Fraga	6	Mujer	1
2009	01	Europa	123	Portugal	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	123	Portugal	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	51
2009	01	Europa	123	Portugal	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	53
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Hombre	3
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22048	Barbastro	6	Mujer	6
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22112	Fraga	6	Mujer	5
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Hombre	30
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22125	Huesca	7	Mujer	35
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Hombre	4
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22130	Jaca	6	Mujer	8
2009	01	Europa	125	Reino Unido	UE-27	22	Huesca	22158	Monzón	6	Mujer	3
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	2
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	5
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Hombre	25
2009	01	Europa	125	Reino Unido	UE-27	44	Teruel	44216	Teruel	7	Mujer	15
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	3
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	9
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	1
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	5
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	2
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	3
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	307
2009	01	Europa	125	Reino Unido	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	356
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22048	Barbastro	6	Hombre	2
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22048	Barbastro	6	Mujer	2
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22112	Fraga	6	Hombre	4
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22112	Fraga	6	Mujer	3
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22125	Huesca	7	Hombre	19
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22125	Huesca	7	Mujer	24
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22130	Jaca	6	Hombre	8
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22130	Jaca	6	Mujer	7
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22158	Monzón	6	Hombre	12
2009	01	Europa	126	Alemania	UE-27	22	Huesca	22158	Monzón	6	Mujer	12
2009	01	Europa	126	Alemania	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	7
2009	01	Europa	126	Alemania	UE-27	44	Teruel	44216	Teruel	7	Hombre	11
2009	01	Europa	126	Alemania	UE-27	44	Teruel	44216	Teruel	7	Mujer	18
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	11
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	7
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	10
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	8
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	12
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	1
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	7
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	552
2009	01	Europa	126	Alemania	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	612
2009	01	Europa	128	Rumanía	UE-27	22	Huesca	22125	Huesca	7	Mujer	1
2009	01	Europa	128	Rumanía	UE-27	22	Huesca	22158	Monzón	6	Hombre	1
2009	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2009	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	4
2009	01	Europa	128	Rumanía	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22048	Barbastro	6	Hombre	1
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22048	Barbastro	6	Mujer	1
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22112	Fraga	6	Hombre	1
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22125	Huesca	7	Mujer	2
2009	01	Europa	131	Suecia	UE-27	22	Huesca	22130	Jaca	6	Mujer	1
2009	01	Europa	131	Suecia	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	01	Europa	131	Suecia	UE-27	44	Teruel	44216	Teruel	7	Hombre	2
2009	01	Europa	131	Suecia	UE-27	44	Teruel	44216	Teruel	7	Mujer	1
2009	01	Europa	131	Suecia	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	01	Europa	131	Suecia	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	1
2009	01	Europa	131	Suecia	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	1
2009	01	Europa	131	Suecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	23
2009	01	Europa	131	Suecia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	25
2009	01	Europa	141	Estonia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	01	Europa	142	Lituania	UE-27	22	Huesca	22125	Huesca	7	Hombre	1
2009	01	Europa	142	Lituania	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	01	Europa	143	República Checa	UE-27	44	Teruel	44216	Teruel	7	Mujer	1
2009	01	Europa	143	República Checa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	1
2009	01	Europa	143	República Checa	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	6
2009	01	Europa	143	República Checa	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	2
2009	01	Europa	144	Eslovaquia	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	01	Europa	144	Eslovaquia	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	02	Europa	120	Noruega	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	1
2009	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	2
2009	02	Europa	120	Noruega	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	1
2009	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	5
2009	02	Europa	120	Noruega	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	11
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	12
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	10
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	15
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	13
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	12
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	12
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	4
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	5
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	9
2009	02	Europa	124	Andorra	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	9
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	6
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	5
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	6
2009	02	Europa	124	Andorra	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	6
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	5
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	6
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	3
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	3
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	2
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	121
2009	02	Europa	124	Andorra	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	110
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	4
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	1
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	1
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	1
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	8
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	10
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	1
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	3
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	4
2009	02	Europa	132	Suiza	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	4
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	5
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	7
2009	02	Europa	132	Suiza	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	13
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	7
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	6
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	2
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	2
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	4
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	2
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50272	Utebo	6	Mujer	2
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	211
2009	02	Europa	132	Suiza	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	274
2009	02	Europa	135	Ucrania	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	02	Europa	145	Bosnia-Herzegovina	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	2
2009	02	Europa	145	Bosnia-Herzegovina	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	02	Europa	145	Bosnia-Herzegovina	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	02	Europa	146	Croacia	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	1
2009	02	Europa	146	Croacia	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	02	Europa	154	Rusia	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	1
2009	02	Europa	154	Rusia	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	7
2009	02	Europa	154	Rusia	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	10
2009	02	Europa	156	Macedonia	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	02	Europa	157	Serbia	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	1
2009	02	Europa	157	Serbia	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	2
2009	02	Europa	436	Turquía	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	1
2009	03	África	203	Argelia	Magreb	22	Huesca	22125	Huesca	7	Hombre	1
2009	03	África	203	Argelia	Magreb	50	Zaragoza	50297	Zaragoza	7	Hombre	1
