Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
44185	Pobo (El)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44185	Pobo (El)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	15
44185	Pobo (El)	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44185	Pobo (El)	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44185	Pobo (El)	Varones	Industria y energía	05	Madera y papel	1
44185	Pobo (El)	Varones	Industria y energía	07	Metal	3
44185	Pobo (El)	Varones	Construcción	09	Construcción	3
44185	Pobo (El)	Varones	Servicios	10	Comercio y reparación	1
44185	Pobo (El)	Varones	Servicios	12	Transporte y comunicaciones	1
44185	Pobo (El)	Varones	Servicios	14	Administración pública	2
44185	Pobo (El)	Varones	Servicios	16	Sanidad	1
44187	Portellada (La)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	24
44187	Portellada (La)	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	3
44187	Portellada (La)	Mujeres	Industria y energía	04	Textil y calzado	5
44187	Portellada (La)	Mujeres	Servicios	10	Comercio y reparación	3
44187	Portellada (La)	Mujeres	Servicios	11	Hostelería	4
44187	Portellada (La)	Mujeres	Servicios	12	Transporte y comunicaciones	2
44187	Portellada (La)	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44187	Portellada (La)	Mujeres	Servicios	15	Educación	1
44187	Portellada (La)	Mujeres	Servicios	16	Sanidad	4
44187	Portellada (La)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44187	Portellada (La)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	40
44187	Portellada (La)	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44187	Portellada (La)	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44187	Portellada (La)	Varones	Construcción	09	Construcción	13
44187	Portellada (La)	Varones	Servicios	10	Comercio y reparación	4
44187	Portellada (La)	Varones	Servicios	11	Hostelería	1
44187	Portellada (La)	Varones	Servicios	12	Transporte y comunicaciones	2
44187	Portellada (La)	Varones	Servicios	13	Finanzas y servicios a empresas	2
44187	Portellada (La)	Varones	Servicios	14	Administración pública	2
44187	Portellada (La)	Varones	Servicios	15	Educación	1
44187	Portellada (La)	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44189	Pozondón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44189	Pozondón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44189	Pozondón	Mujeres	Servicios	10	Comercio y reparación	1
44189	Pozondón	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44189	Pozondón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	7
44189	Pozondón	Varones	Construcción	09	Construcción	2
44189	Pozondón	Varones	Servicios	10	Comercio y reparación	2
44189	Pozondón	Varones	Servicios	12	Transporte y comunicaciones	1
44189	Pozondón	Varones	Servicios	13	Finanzas y servicios a empresas	2
44190	Pozuel del Campo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
44190	Pozuel del Campo	Mujeres	Servicios	11	Hostelería	1
44190	Pozuel del Campo	Mujeres	Servicios	14	Administración pública	1
44190	Pozuel del Campo	Mujeres	Servicios	15	Educación	1
44190	Pozuel del Campo	Mujeres	Servicios	16	Sanidad	4
44190	Pozuel del Campo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	9
44190	Pozuel del Campo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44190	Pozuel del Campo	Varones	Construcción	09	Construcción	3
44190	Pozuel del Campo	Varones	Servicios	12	Transporte y comunicaciones	2
44190	Pozuel del Campo	Varones	Servicios	14	Administración pública	2
44190	Pozuel del Campo	Varones	Servicios	15	Educación	2
44191	Puebla de Híjar (La)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	11
44191	Puebla de Híjar (La)	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44191	Puebla de Híjar (La)	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	10
44191	Puebla de Híjar (La)	Mujeres	Industria y energía	04	Textil y calzado	24
44191	Puebla de Híjar (La)	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	12
44191	Puebla de Híjar (La)	Mujeres	Industria y energía	07	Metal	3
44191	Puebla de Híjar (La)	Mujeres	Servicios	10	Comercio y reparación	21
44191	Puebla de Híjar (La)	Mujeres	Servicios	11	Hostelería	12
44191	Puebla de Híjar (La)	Mujeres	Servicios	12	Transporte y comunicaciones	5
44191	Puebla de Híjar (La)	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44191	Puebla de Híjar (La)	Mujeres	Servicios	14	Administración pública	3
44191	Puebla de Híjar (La)	Mujeres	Servicios	15	Educación	3
44191	Puebla de Híjar (La)	Mujeres	Servicios	16	Sanidad	4
44191	Puebla de Híjar (La)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	11
44191	Puebla de Híjar (La)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	32
44191	Puebla de Híjar (La)	Varones	Industria y energía	02	Extractivas, energía, gas y agua	25
44191	Puebla de Híjar (La)	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	20
44191	Puebla de Híjar (La)	Varones	Industria y energía	05	Madera y papel	5
44191	Puebla de Híjar (La)	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	35
44191	Puebla de Híjar (La)	Varones	Industria y energía	07	Metal	17
44191	Puebla de Híjar (La)	Varones	Industria y energía	08	Manufactureras diversas	2
44191	Puebla de Híjar (La)	Varones	Construcción	09	Construcción	53
44191	Puebla de Híjar (La)	Varones	Servicios	10	Comercio y reparación	18
44191	Puebla de Híjar (La)	Varones	Servicios	11	Hostelería	4
44191	Puebla de Híjar (La)	Varones	Servicios	12	Transporte y comunicaciones	16
44191	Puebla de Híjar (La)	Varones	Servicios	13	Finanzas y servicios a empresas	10
44191	Puebla de Híjar (La)	Varones	Servicios	14	Administración pública	13
44191	Puebla de Híjar (La)	Varones	Servicios	15	Educación	3
44191	Puebla de Híjar (La)	Varones	Servicios	16	Sanidad	1
44192	Puebla de Valverde (La)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44192	Puebla de Valverde (La)	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44192	Puebla de Valverde (La)	Mujeres	Industria y energía	04	Textil y calzado	6
44192	Puebla de Valverde (La)	Mujeres	Construcción	09	Construcción	2
44192	Puebla de Valverde (La)	Mujeres	Servicios	10	Comercio y reparación	9
44192	Puebla de Valverde (La)	Mujeres	Servicios	11	Hostelería	14
44192	Puebla de Valverde (La)	Mujeres	Servicios	12	Transporte y comunicaciones	1
44192	Puebla de Valverde (La)	Mujeres	Servicios	13	Finanzas y servicios a empresas	7
44192	Puebla de Valverde (La)	Mujeres	Servicios	14	Administración pública	7
44192	Puebla de Valverde (La)	Mujeres	Servicios	15	Educación	1
44192	Puebla de Valverde (La)	Mujeres	Servicios	16	Sanidad	10
44192	Puebla de Valverde (La)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	4
44192	Puebla de Valverde (La)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	33
44192	Puebla de Valverde (La)	Varones	Industria y energía	02	Extractivas, energía, gas y agua	2
44192	Puebla de Valverde (La)	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	11
44192	Puebla de Valverde (La)	Varones	Industria y energía	05	Madera y papel	2
44192	Puebla de Valverde (La)	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	4
44192	Puebla de Valverde (La)	Varones	Industria y energía	07	Metal	5
44192	Puebla de Valverde (La)	Varones	Construcción	09	Construcción	17
44192	Puebla de Valverde (La)	Varones	Servicios	10	Comercio y reparación	16
44192	Puebla de Valverde (La)	Varones	Servicios	11	Hostelería	2
44192	Puebla de Valverde (La)	Varones	Servicios	12	Transporte y comunicaciones	14
44192	Puebla de Valverde (La)	Varones	Servicios	13	Finanzas y servicios a empresas	6
44192	Puebla de Valverde (La)	Varones	Servicios	14	Administración pública	5
44192	Puebla de Valverde (La)	Varones	Servicios	15	Educación	3
44192	Puebla de Valverde (La)	Varones	Servicios	16	Sanidad	3
44192	Puebla de Valverde (La)	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44193	Puertomingalvo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44193	Puertomingalvo	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44193	Puertomingalvo	Mujeres	Industria y energía	04	Textil y calzado	2
44193	Puertomingalvo	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44193	Puertomingalvo	Mujeres	Industria y energía	07	Metal	2
44193	Puertomingalvo	Mujeres	Servicios	10	Comercio y reparación	3
44193	Puertomingalvo	Mujeres	Servicios	11	Hostelería	2
44193	Puertomingalvo	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44193	Puertomingalvo	Mujeres	Servicios	14	Administración pública	3
44193	Puertomingalvo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44193	Puertomingalvo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	14
44193	Puertomingalvo	Varones	Industria y energía	02	Extractivas, energía, gas y agua	4
44193	Puertomingalvo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44193	Puertomingalvo	Varones	Industria y energía	07	Metal	4
44193	Puertomingalvo	Varones	Industria y energía	08	Manufactureras diversas	1
44193	Puertomingalvo	Varones	Construcción	09	Construcción	9
44193	Puertomingalvo	Varones	Servicios	10	Comercio y reparación	1
44193	Puertomingalvo	Varones	Servicios	11	Hostelería	3
44193	Puertomingalvo	Varones	Servicios	12	Transporte y comunicaciones	1
44193	Puertomingalvo	Varones	Servicios	13	Finanzas y servicios a empresas	2
44193	Puertomingalvo	Varones	Servicios	14	Administración pública	1
44193	Puertomingalvo	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44194	Ráfales	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	15
44194	Ráfales	Mujeres	Servicios	10	Comercio y reparación	3
44194	Ráfales	Mujeres	Servicios	11	Hostelería	2
44194	Ráfales	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44194	Ráfales	Mujeres	Servicios	14	Administración pública	1
44194	Ráfales	Mujeres	Servicios	15	Educación	1
44194	Ráfales	Mujeres	Servicios	16	Sanidad	1
44194	Ráfales	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	20
44194	Ráfales	Varones	Industria y energía	05	Madera y papel	2
44194	Ráfales	Varones	Industria y energía	07	Metal	2
44194	Ráfales	Varones	Industria y energía	08	Manufactureras diversas	1
44194	Ráfales	Varones	Construcción	09	Construcción	9
44194	Ráfales	Varones	Servicios	10	Comercio y reparación	1
44194	Ráfales	Varones	Servicios	11	Hostelería	1
44194	Ráfales	Varones	Servicios	12	Transporte y comunicaciones	1
44194	Ráfales	Varones	Servicios	13	Finanzas y servicios a empresas	1
44194	Ráfales	Varones	Servicios	14	Administración pública	3
44194	Ráfales	Varones	Servicios	15	Educación	1
44194	Ráfales	Varones	Servicios	16	Sanidad	1
44195	Rillo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44195	Rillo	Mujeres	Industria y energía	07	Metal	1
44195	Rillo	Mujeres	Servicios	10	Comercio y reparación	2
44195	Rillo	Mujeres	Servicios	11	Hostelería	1
44195	Rillo	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44195	Rillo	Mujeres	Servicios	14	Administración pública	2
44195	Rillo	Mujeres	Servicios	15	Educación	1
44195	Rillo	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44195	Rillo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	13
44195	Rillo	Varones	Construcción	09	Construcción	2
44195	Rillo	Varones	Servicios	10	Comercio y reparación	5
44195	Rillo	Varones	Servicios	12	Transporte y comunicaciones	3
44195	Rillo	Varones	Servicios	14	Administración pública	2
44195	Rillo	Varones	Servicios	15	Educación	1
44195	Rillo	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44196	Riodeva	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44196	Riodeva	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	4
44196	Riodeva	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44196	Riodeva	Mujeres	Construcción	09	Construcción	1
44196	Riodeva	Mujeres	Servicios	10	Comercio y reparación	4
44196	Riodeva	Mujeres	Servicios	11	Hostelería	3
44196	Riodeva	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44196	Riodeva	Mujeres	Servicios	15	Educación	1
44196	Riodeva	Mujeres	Servicios	16	Sanidad	3
44196	Riodeva	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44196	Riodeva	Varones	Industria y energía	02	Extractivas, energía, gas y agua	21
44196	Riodeva	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44196	Riodeva	Varones	Industria y energía	05	Madera y papel	1
44196	Riodeva	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44196	Riodeva	Varones	Industria y energía	08	Manufactureras diversas	1
44196	Riodeva	Varones	Construcción	09	Construcción	2
44196	Riodeva	Varones	Servicios	10	Comercio y reparación	3
44196	Riodeva	Varones	Servicios	11	Hostelería	1
44196	Riodeva	Varones	Servicios	12	Transporte y comunicaciones	2
44197	Ródenas	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44197	Ródenas	Mujeres	Industria y energía	07	Metal	1
44197	Ródenas	Mujeres	Servicios	10	Comercio y reparación	1
44197	Ródenas	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44197	Ródenas	Mujeres	Servicios	14	Administración pública	1
44197	Ródenas	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	7
44197	Ródenas	Varones	Industria y energía	07	Metal	5
44197	Ródenas	Varones	Construcción	09	Construcción	1
44198	Royuela	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44198	Royuela	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44198	Royuela	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44198	Royuela	Mujeres	Construcción	09	Construcción	1
44198	Royuela	Mujeres	Servicios	10	Comercio y reparación	5
44198	Royuela	Mujeres	Servicios	11	Hostelería	5
44198	Royuela	Mujeres	Servicios	14	Administración pública	12
44198	Royuela	Mujeres	Servicios	15	Educación	2
44198	Royuela	Mujeres	Servicios	16	Sanidad	1
44198	Royuela	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	24
44198	Royuela	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44198	Royuela	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44198	Royuela	Varones	Industria y energía	05	Madera y papel	9
44198	Royuela	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
44198	Royuela	Varones	Industria y energía	07	Metal	8
44198	Royuela	Varones	Construcción	09	Construcción	6
44198	Royuela	Varones	Servicios	10	Comercio y reparación	4
44198	Royuela	Varones	Servicios	11	Hostelería	2
44198	Royuela	Varones	Servicios	12	Transporte y comunicaciones	5
44198	Royuela	Varones	Servicios	13	Finanzas y servicios a empresas	1
44198	Royuela	Varones	Servicios	14	Administración pública	3
44198	Royuela	Varones	Servicios	15	Educación	2
44198	Royuela	Varones	Servicios	16	Sanidad	1
44199	Rubiales	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44199	Rubiales	Mujeres	Servicios	11	Hostelería	1
44199	Rubiales	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44199	Rubiales	Mujeres	Servicios	16	Sanidad	1
44199	Rubiales	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44199	Rubiales	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44199	Rubiales	Varones	Industria y energía	08	Manufactureras diversas	1
44199	Rubiales	Varones	Servicios	10	Comercio y reparación	2
44199	Rubiales	Varones	Servicios	11	Hostelería	1
44199	Rubiales	Varones	Servicios	13	Finanzas y servicios a empresas	1
44199	Rubiales	Varones	Servicios	15	Educación	1
44199	Rubiales	Varones	Servicios	16	Sanidad	1
44200	Rubielos de la Cérida	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
