Municipio código	Municipio nombre	Sexo	Sector actividad	Rama actividad, código	Rama actividad, descripción	Personas residentes viviendas familiares
44160	Mosqueruela	Varones	Servicios	14	Administración pública	7
44160	Mosqueruela	Varones	Servicios	15	Educación	3
44160	Mosqueruela	Varones	Servicios	16	Sanidad	8
44160	Mosqueruela	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	4
44161	Muniesa	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	4
44161	Muniesa	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44161	Muniesa	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44161	Muniesa	Mujeres	Industria y energía	05	Madera y papel	2
44161	Muniesa	Mujeres	Industria y energía	07	Metal	2
44161	Muniesa	Mujeres	Construcción	09	Construcción	2
44161	Muniesa	Mujeres	Servicios	10	Comercio y reparación	11
44161	Muniesa	Mujeres	Servicios	11	Hostelería	4
44161	Muniesa	Mujeres	Servicios	12	Transporte y comunicaciones	2
44161	Muniesa	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
44161	Muniesa	Mujeres	Servicios	14	Administración pública	4
44161	Muniesa	Mujeres	Servicios	15	Educación	4
44161	Muniesa	Mujeres	Servicios	16	Sanidad	2
44161	Muniesa	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	8
44161	Muniesa	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	46
44161	Muniesa	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	5
44161	Muniesa	Varones	Industria y energía	05	Madera y papel	13
44161	Muniesa	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44161	Muniesa	Varones	Industria y energía	07	Metal	8
44161	Muniesa	Varones	Industria y energía	08	Manufactureras diversas	4
44161	Muniesa	Varones	Construcción	09	Construcción	28
44161	Muniesa	Varones	Servicios	10	Comercio y reparación	14
44161	Muniesa	Varones	Servicios	11	Hostelería	5
44161	Muniesa	Varones	Servicios	12	Transporte y comunicaciones	3
44161	Muniesa	Varones	Servicios	13	Finanzas y servicios a empresas	3
44161	Muniesa	Varones	Servicios	14	Administración pública	11
44161	Muniesa	Varones	Servicios	15	Educación	4
44161	Muniesa	Varones	Servicios	16	Sanidad	2
44161	Muniesa	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44163	Noguera de Albarracín	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44163	Noguera de Albarracín	Mujeres	Construcción	09	Construcción	3
44163	Noguera de Albarracín	Mujeres	Servicios	10	Comercio y reparación	4
44163	Noguera de Albarracín	Mujeres	Servicios	12	Transporte y comunicaciones	1
44163	Noguera de Albarracín	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44163	Noguera de Albarracín	Mujeres	Servicios	14	Administración pública	1
44163	Noguera de Albarracín	Mujeres	Servicios	15	Educación	2
44163	Noguera de Albarracín	Mujeres	Servicios	16	Sanidad	1
44163	Noguera de Albarracín	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	16
44163	Noguera de Albarracín	Varones	Industria y energía	05	Madera y papel	1
44163	Noguera de Albarracín	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44163	Noguera de Albarracín	Varones	Construcción	09	Construcción	11
44163	Noguera de Albarracín	Varones	Servicios	11	Hostelería	1
44163	Noguera de Albarracín	Varones	Servicios	13	Finanzas y servicios a empresas	2
44163	Noguera de Albarracín	Varones	Servicios	14	Administración pública	6
44163	Noguera de Albarracín	Varones	Servicios	16	Sanidad	1
44164	Nogueras	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44164	Nogueras	Mujeres	Servicios	16	Sanidad	1
44164	Nogueras	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44164	Nogueras	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44164	Nogueras	Varones	Construcción	09	Construcción	2
44165	Nogueruelas	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44165	Nogueruelas	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44165	Nogueruelas	Mujeres	Industria y energía	04	Textil y calzado	1
44165	Nogueruelas	Mujeres	Servicios	10	Comercio y reparación	2
44165	Nogueruelas	Mujeres	Servicios	11	Hostelería	3
44165	Nogueruelas	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44165	Nogueruelas	Mujeres	Servicios	14	Administración pública	6
44165	Nogueruelas	Mujeres	Servicios	15	Educación	1
44165	Nogueruelas	Mujeres	Servicios	16	Sanidad	4
44165	Nogueruelas	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
44165	Nogueruelas	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	13
44165	Nogueruelas	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44165	Nogueruelas	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
44165	Nogueruelas	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
44165	Nogueruelas	Varones	Industria y energía	07	Metal	1
44165	Nogueruelas	Varones	Construcción	09	Construcción	16
44165	Nogueruelas	Varones	Servicios	10	Comercio y reparación	3
44165	Nogueruelas	Varones	Servicios	11	Hostelería	3
44165	Nogueruelas	Varones	Servicios	12	Transporte y comunicaciones	8
44165	Nogueruelas	Varones	Servicios	13	Finanzas y servicios a empresas	2
44165	Nogueruelas	Varones	Servicios	14	Administración pública	4
44165	Nogueruelas	Varones	Servicios	15	Educación	1
44165	Nogueruelas	Varones	Servicios	16	Sanidad	1
44165	Nogueruelas	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44167	Obón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44167	Obón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44167	Obón	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
44167	Obón	Mujeres	Industria y energía	07	Metal	1
44167	Obón	Mujeres	Servicios	10	Comercio y reparación	1
44167	Obón	Mujeres	Servicios	11	Hostelería	3
44167	Obón	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44167	Obón	Mujeres	Servicios	14	Administración pública	2
44167	Obón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
44167	Obón	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
44167	Obón	Varones	Industria y energía	07	Metal	2
44167	Obón	Varones	Construcción	09	Construcción	6
44167	Obón	Varones	Servicios	11	Hostelería	1
44167	Obón	Varones	Servicios	12	Transporte y comunicaciones	1
44167	Obón	Varones	Servicios	13	Finanzas y servicios a empresas	1
44167	Obón	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44168	Odón	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	25
44168	Odón	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
44168	Odón	Mujeres	Servicios	10	Comercio y reparación	3
44168	Odón	Mujeres	Servicios	11	Hostelería	2
44168	Odón	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44168	Odón	Mujeres	Servicios	14	Administración pública	5
44168	Odón	Mujeres	Servicios	15	Educación	1
44168	Odón	Mujeres	Servicios	16	Sanidad	4
44168	Odón	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44168	Odón	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	52
44168	Odón	Varones	Industria y energía	07	Metal	3
44168	Odón	Varones	Construcción	09	Construcción	3
44168	Odón	Varones	Servicios	10	Comercio y reparación	2
44168	Odón	Varones	Servicios	12	Transporte y comunicaciones	2
44168	Odón	Varones	Servicios	13	Finanzas y servicios a empresas	4
44169	Ojos Negros	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	14
44169	Ojos Negros	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	4
44169	Ojos Negros	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44169	Ojos Negros	Mujeres	Industria y energía	07	Metal	12
44169	Ojos Negros	Mujeres	Construcción	09	Construcción	1
44169	Ojos Negros	Mujeres	Servicios	10	Comercio y reparación	12
44169	Ojos Negros	Mujeres	Servicios	11	Hostelería	4
44169	Ojos Negros	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44169	Ojos Negros	Mujeres	Servicios	14	Administración pública	6
44169	Ojos Negros	Mujeres	Servicios	15	Educación	2
44169	Ojos Negros	Mujeres	Servicios	16	Sanidad	1
44169	Ojos Negros	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
44169	Ojos Negros	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	29
44169	Ojos Negros	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	4
44169	Ojos Negros	Varones	Industria y energía	07	Metal	31
44169	Ojos Negros	Varones	Construcción	09	Construcción	16
44169	Ojos Negros	Varones	Servicios	10	Comercio y reparación	12
44169	Ojos Negros	Varones	Servicios	11	Hostelería	3
44169	Ojos Negros	Varones	Servicios	12	Transporte y comunicaciones	8
44169	Ojos Negros	Varones	Servicios	13	Finanzas y servicios a empresas	2
44169	Ojos Negros	Varones	Servicios	14	Administración pública	6
44169	Ojos Negros	Varones	Servicios	15	Educación	4
44169	Ojos Negros	Varones	Servicios	16	Sanidad	3
44169	Ojos Negros	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44171	Olba	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	1
44171	Olba	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44171	Olba	Mujeres	Servicios	10	Comercio y reparación	1
44171	Olba	Mujeres	Servicios	11	Hostelería	2
44171	Olba	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44171	Olba	Mujeres	Servicios	14	Administración pública	4
44171	Olba	Mujeres	Servicios	15	Educación	1
44171	Olba	Mujeres	Servicios	16	Sanidad	1
44171	Olba	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
44171	Olba	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44171	Olba	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	2
44171	Olba	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
44171	Olba	Varones	Construcción	09	Construcción	21
44171	Olba	Varones	Servicios	12	Transporte y comunicaciones	1
44171	Olba	Varones	Servicios	13	Finanzas y servicios a empresas	1
44171	Olba	Varones	Servicios	14	Administración pública	5
44172	Oliete	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44172	Oliete	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44172	Oliete	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44172	Oliete	Mujeres	Industria y energía	07	Metal	2
44172	Oliete	Mujeres	Construcción	09	Construcción	1
44172	Oliete	Mujeres	Servicios	10	Comercio y reparación	7
44172	Oliete	Mujeres	Servicios	11	Hostelería	2
44172	Oliete	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
44172	Oliete	Mujeres	Servicios	14	Administración pública	2
44172	Oliete	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
44172	Oliete	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	20
44172	Oliete	Varones	Industria y energía	02	Extractivas, energía, gas y agua	12
44172	Oliete	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44172	Oliete	Varones	Industria y energía	05	Madera y papel	1
44172	Oliete	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44172	Oliete	Varones	Industria y energía	07	Metal	1
44172	Oliete	Varones	Construcción	09	Construcción	16
44172	Oliete	Varones	Servicios	10	Comercio y reparación	4
44172	Oliete	Varones	Servicios	11	Hostelería	3
44172	Oliete	Varones	Servicios	12	Transporte y comunicaciones	5
44172	Oliete	Varones	Servicios	13	Finanzas y servicios a empresas	5
44172	Oliete	Varones	Servicios	14	Administración pública	5
44172	Oliete	Varones	Servicios	16	Sanidad	1
44172	Oliete	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44173	Olmos (Los)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44173	Olmos (Los)	Mujeres	Industria y energía	07	Metal	1
44173	Olmos (Los)	Mujeres	Servicios	11	Hostelería	1
44173	Olmos (Los)	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44173	Olmos (Los)	Mujeres	Servicios	14	Administración pública	3
44173	Olmos (Los)	Mujeres	Servicios	16	Sanidad	2
44173	Olmos (Los)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44173	Olmos (Los)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	9
44173	Olmos (Los)	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44173	Olmos (Los)	Varones	Industria y energía	05	Madera y papel	1
44173	Olmos (Los)	Varones	Industria y energía	07	Metal	1
44173	Olmos (Los)	Varones	Construcción	09	Construcción	18
44173	Olmos (Los)	Varones	Servicios	12	Transporte y comunicaciones	1
44174	Orihuela del Tremedal	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44174	Orihuela del Tremedal	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	4
44174	Orihuela del Tremedal	Mujeres	Industria y energía	05	Madera y papel	5
44174	Orihuela del Tremedal	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44174	Orihuela del Tremedal	Mujeres	Industria y energía	07	Metal	1
44174	Orihuela del Tremedal	Mujeres	Servicios	10	Comercio y reparación	11
44174	Orihuela del Tremedal	Mujeres	Servicios	11	Hostelería	17
44174	Orihuela del Tremedal	Mujeres	Servicios	13	Finanzas y servicios a empresas	5
44174	Orihuela del Tremedal	Mujeres	Servicios	14	Administración pública	25
44174	Orihuela del Tremedal	Mujeres	Servicios	15	Educación	5
44174	Orihuela del Tremedal	Mujeres	Servicios	16	Sanidad	3
44174	Orihuela del Tremedal	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	11
44174	Orihuela del Tremedal	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	21
44174	Orihuela del Tremedal	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	3
44174	Orihuela del Tremedal	Varones	Industria y energía	04	Textil y calzado	1
44174	Orihuela del Tremedal	Varones	Industria y energía	05	Madera y papel	45
44174	Orihuela del Tremedal	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	3
44174	Orihuela del Tremedal	Varones	Industria y energía	07	Metal	2
44174	Orihuela del Tremedal	Varones	Industria y energía	08	Manufactureras diversas	5
44174	Orihuela del Tremedal	Varones	Construcción	09	Construcción	32
44174	Orihuela del Tremedal	Varones	Servicios	10	Comercio y reparación	12
44174	Orihuela del Tremedal	Varones	Servicios	11	Hostelería	5
44174	Orihuela del Tremedal	Varones	Servicios	12	Transporte y comunicaciones	1
44174	Orihuela del Tremedal	Varones	Servicios	13	Finanzas y servicios a empresas	3
44174	Orihuela del Tremedal	Varones	Servicios	14	Administración pública	13
44174	Orihuela del Tremedal	Varones	Servicios	15	Educación	5
44175	Orrios	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44175	Orrios	Mujeres	Servicios	10	Comercio y reparación	4
44175	Orrios	Mujeres	Servicios	11	Hostelería	1
44175	Orrios	Mujeres	Servicios	14	Administración pública	1
44175	Orrios	Mujeres	Servicios	15	Educación	3
44175	Orrios	Mujeres	Servicios	16	Sanidad	4
44175	Orrios	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44175	Orrios	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	21
44175	Orrios	Varones	Industria y energía	02	Extractivas, energía, gas y agua	3
44175	Orrios	Varones	Industria y energía	05	Madera y papel	2
44175	Orrios	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44175	Orrios	Varones	Industria y energía	07	Metal	2
44175	Orrios	Varones	Industria y energía	08	Manufactureras diversas	1
44175	Orrios	Varones	Construcción	09	Construcción	5
44175	Orrios	Varones	Servicios	10	Comercio y reparación	1
44175	Orrios	Varones	Servicios	11	Hostelería	2
44175	Orrios	Varones	Servicios	12	Transporte y comunicaciones	2
44175	Orrios	Varones	Servicios	15	Educación	1
44175	Orrios	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44176	Palomar de Arroyos	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44176	Palomar de Arroyos	Mujeres	Industria y energía	05	Madera y papel	1
44176	Palomar de Arroyos	Mujeres	Industria y energía	08	Manufactureras diversas	1
44176	Palomar de Arroyos	Mujeres	Servicios	10	Comercio y reparación	3
44176	Palomar de Arroyos	Mujeres	Servicios	11	Hostelería	2
44176	Palomar de Arroyos	Mujeres	Servicios	12	Transporte y comunicaciones	1
44176	Palomar de Arroyos	Mujeres	Servicios	13	Finanzas y servicios a empresas	1
44176	Palomar de Arroyos	Mujeres	Servicios	15	Educación	3
44176	Palomar de Arroyos	Mujeres	Servicios	16	Sanidad	5
44176	Palomar de Arroyos	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	9
44176	Palomar de Arroyos	Varones	Industria y energía	02	Extractivas, energía, gas y agua	9
44176	Palomar de Arroyos	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44176	Palomar de Arroyos	Varones	Industria y energía	05	Madera y papel	2
44176	Palomar de Arroyos	Varones	Industria y energía	07	Metal	12
44176	Palomar de Arroyos	Varones	Construcción	09	Construcción	7
44176	Palomar de Arroyos	Varones	Servicios	12	Transporte y comunicaciones	3
44176	Palomar de Arroyos	Varones	Servicios	13	Finanzas y servicios a empresas	2
44176	Palomar de Arroyos	Varones	Servicios	14	Administración pública	2
44176	Palomar de Arroyos	Varones	Servicios	15	Educación	1
44176	Palomar de Arroyos	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44177	Pancrudo	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44177	Pancrudo	Mujeres	Industria y energía	04	Textil y calzado	1
44177	Pancrudo	Mujeres	Servicios	10	Comercio y reparación	3
44177	Pancrudo	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44177	Pancrudo	Mujeres	Servicios	14	Administración pública	1
44177	Pancrudo	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	15
44177	Pancrudo	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44177	Pancrudo	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	2
44177	Pancrudo	Varones	Industria y energía	07	Metal	1
44177	Pancrudo	Varones	Construcción	09	Construcción	4
44177	Pancrudo	Varones	Servicios	10	Comercio y reparación	2
44177	Pancrudo	Varones	Servicios	11	Hostelería	1
44177	Pancrudo	Varones	Servicios	12	Transporte y comunicaciones	1
44177	Pancrudo	Varones	Servicios	15	Educación	1
44178	Parras de Castellote (Las)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	3
44178	Parras de Castellote (Las)	Mujeres	Servicios	16	Sanidad	1
44178	Parras de Castellote (Las)	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44178	Parras de Castellote (Las)	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	8
44178	Parras de Castellote (Las)	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44178	Parras de Castellote (Las)	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44178	Parras de Castellote (Las)	Varones	Industria y energía	07	Metal	1
44178	Parras de Castellote (Las)	Varones	Construcción	09	Construcción	8
44179	Peñarroya de Tastavins	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	31
44179	Peñarroya de Tastavins	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44179	Peñarroya de Tastavins	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	2
44179	Peñarroya de Tastavins	Mujeres	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44179	Peñarroya de Tastavins	Mujeres	Construcción	09	Construcción	1
44179	Peñarroya de Tastavins	Mujeres	Servicios	10	Comercio y reparación	5
44179	Peñarroya de Tastavins	Mujeres	Servicios	11	Hostelería	3
44179	Peñarroya de Tastavins	Mujeres	Servicios	12	Transporte y comunicaciones	1
44179	Peñarroya de Tastavins	Mujeres	Servicios	13	Finanzas y servicios a empresas	3
44179	Peñarroya de Tastavins	Mujeres	Servicios	14	Administración pública	3
44179	Peñarroya de Tastavins	Mujeres	Servicios	15	Educación	3
44179	Peñarroya de Tastavins	Mujeres	Servicios	16	Sanidad	2
44179	Peñarroya de Tastavins	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	3
44179	Peñarroya de Tastavins	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	95
44179	Peñarroya de Tastavins	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	4
44179	Peñarroya de Tastavins	Varones	Industria y energía	04	Textil y calzado	1
44179	Peñarroya de Tastavins	Varones	Industria y energía	05	Madera y papel	1
44179	Peñarroya de Tastavins	Varones	Industria y energía	06	Química, plásticos y otros productos minerales no metálicos	1
44179	Peñarroya de Tastavins	Varones	Industria y energía	07	Metal	2
44179	Peñarroya de Tastavins	Varones	Construcción	09	Construcción	20
44179	Peñarroya de Tastavins	Varones	Servicios	10	Comercio y reparación	6
44179	Peñarroya de Tastavins	Varones	Servicios	11	Hostelería	1
44179	Peñarroya de Tastavins	Varones	Servicios	12	Transporte y comunicaciones	2
44179	Peñarroya de Tastavins	Varones	Servicios	13	Finanzas y servicios a empresas	4
44179	Peñarroya de Tastavins	Varones	Servicios	14	Administración pública	3
44179	Peñarroya de Tastavins	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44180	Peracense	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	8
44180	Peracense	Mujeres	Servicios	10	Comercio y reparación	3
44180	Peracense	Mujeres	Servicios	11	Hostelería	1
44180	Peracense	Mujeres	Servicios	14	Administración pública	1
44180	Peracense	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44180	Peracense	Varones	Industria y energía	05	Madera y papel	1
44180	Peracense	Varones	Industria y energía	07	Metal	2
44180	Peracense	Varones	Construcción	09	Construcción	2
44180	Peracense	Varones	Servicios	10	Comercio y reparación	1
44180	Peracense	Varones	Servicios	11	Hostelería	1
44180	Peracense	Varones	Servicios	12	Transporte y comunicaciones	2
44180	Peracense	Varones	Servicios	13	Finanzas y servicios a empresas	3
44180	Peracense	Varones	Servicios	14	Administración pública	2
44180	Peracense	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44181	Peralejos	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44181	Peralejos	Mujeres	Servicios	11	Hostelería	1
44181	Peralejos	Mujeres	Servicios	14	Administración pública	4
44181	Peralejos	Mujeres	Servicios	16	Sanidad	1
44181	Peralejos	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44181	Peralejos	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	6
44181	Peralejos	Varones	Construcción	09	Construcción	3
44181	Peralejos	Varones	Servicios	10	Comercio y reparación	2
44181	Peralejos	Varones	Servicios	12	Transporte y comunicaciones	5
44181	Peralejos	Varones	Servicios	14	Administración pública	2
44182	Perales del Alfambra	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44182	Perales del Alfambra	Mujeres	Industria y energía	03	Alimentación, bebidas y tabaco	1
44182	Perales del Alfambra	Mujeres	Industria y energía	04	Textil y calzado	2
44182	Perales del Alfambra	Mujeres	Industria y energía	05	Madera y papel	1
44182	Perales del Alfambra	Mujeres	Construcción	09	Construcción	1
44182	Perales del Alfambra	Mujeres	Servicios	10	Comercio y reparación	6
44182	Perales del Alfambra	Mujeres	Servicios	11	Hostelería	3
44182	Perales del Alfambra	Mujeres	Servicios	13	Finanzas y servicios a empresas	4
44182	Perales del Alfambra	Mujeres	Servicios	14	Administración pública	6
44182	Perales del Alfambra	Mujeres	Servicios	15	Educación	2
44182	Perales del Alfambra	Mujeres	Servicios	16	Sanidad	3
44182	Perales del Alfambra	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44182	Perales del Alfambra	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	31
44182	Perales del Alfambra	Varones	Industria y energía	02	Extractivas, energía, gas y agua	1
44182	Perales del Alfambra	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	3
44182	Perales del Alfambra	Varones	Industria y energía	05	Madera y papel	2
44182	Perales del Alfambra	Varones	Industria y energía	07	Metal	3
44182	Perales del Alfambra	Varones	Construcción	09	Construcción	9
44182	Perales del Alfambra	Varones	Servicios	10	Comercio y reparación	8
44182	Perales del Alfambra	Varones	Servicios	11	Hostelería	2
44182	Perales del Alfambra	Varones	Servicios	12	Transporte y comunicaciones	6
44182	Perales del Alfambra	Varones	Servicios	13	Finanzas y servicios a empresas	5
44182	Perales del Alfambra	Varones	Servicios	14	Administración pública	4
44182	Perales del Alfambra	Varones	Servicios	15	Educación	2
44182	Perales del Alfambra	Varones	Servicios	16	Sanidad	3
44182	Perales del Alfambra	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44183	Pitarque	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	2
44183	Pitarque	Mujeres	Servicios	11	Hostelería	2
44183	Pitarque	Mujeres	Servicios	12	Transporte y comunicaciones	1
44183	Pitarque	Mujeres	Servicios	15	Educación	1
44183	Pitarque	Mujeres	Servicios	16	Sanidad	1
44183	Pitarque	Mujeres	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	2
44183	Pitarque	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	10
44183	Pitarque	Varones	Industria y energía	03	Alimentación, bebidas y tabaco	1
44183	Pitarque	Varones	Construcción	09	Construcción	5
44183	Pitarque	Varones	Servicios	10	Comercio y reparación	1
44183	Pitarque	Varones	Servicios	11	Hostelería	2
44183	Pitarque	Varones	Servicios	12	Transporte y comunicaciones	1
44183	Pitarque	Varones	Servicios	14	Administración pública	1
44184	Plou	Mujeres	Industria y energía	04	Textil y calzado	1
44184	Plou	Mujeres	Servicios	10	Comercio y reparación	1
44184	Plou	Mujeres	Servicios	14	Administración pública	1
44184	Plou	Varones	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	5
44184	Plou	Varones	Industria y energía	07	Metal	3
44184	Plou	Varones	Construcción	09	Construcción	1
44184	Plou	Varones	Servicios	10	Comercio y reparación	1
44184	Plou	Varones	Servicios	17	Actividades asociativas, recreativas, servicios personales, ...	1
44185	Pobo (El)	Mujeres	Agricultura, ganadería y pesca	01	Agricultura, ganadería y pesca	10
44185	Pobo (El)	Mujeres	Industria y energía	02	Extractivas, energía, gas y agua	1
44185	Pobo (El)	Mujeres	Servicios	11	Hostelería	2
44185	Pobo (El)	Mujeres	Servicios	13	Finanzas y servicios a empresas	2
44185	Pobo (El)	Mujeres	Servicios	15	Educación	1
44185	Pobo (El)	Mujeres	Servicios	16	Sanidad	1
