Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
22044	Bailo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
22044	Bailo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
22044	Bailo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22044	Bailo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	23
22044	Bailo	Sin calefacción	Sin ningún medio	 No aplicable	3
22045	Baldellou	Con calefacción	Con calefacción individual	Gas	1
22045	Baldellou	Con calefacción	Con calefacción individual	Electricidad	1
22045	Baldellou	Con calefacción	Con calefacción individual	Derivados del petróleo	28
22045	Baldellou	Con calefacción	Con calefacción individual	Madera	2
22045	Baldellou	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22045	Baldellou	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	6
22045	Baldellou	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	14
22045	Baldellou	Sin calefacción	Sin ningún medio	 No aplicable	2
22046	Ballobar	Con calefacción	Con calefacción colectiva	Derivados del petróleo	13
22046	Ballobar	Con calefacción	Con calefacción colectiva	Madera	4
22046	Ballobar	Con calefacción	Con calefacción individual	Gas	5
22046	Ballobar	Con calefacción	Con calefacción individual	Electricidad	8
22046	Ballobar	Con calefacción	Con calefacción individual	Derivados del petróleo	173
22046	Ballobar	Con calefacción	Con calefacción individual	Madera	14
22046	Ballobar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
22046	Ballobar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	7
22046	Ballobar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	13
22046	Ballobar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	78
22046	Ballobar	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
22046	Ballobar	Sin calefacción	Sin ningún medio	 No aplicable	6
22047	Banastás	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22047	Banastás	Con calefacción	Con calefacción colectiva	Otros	1
22047	Banastás	Con calefacción	Con calefacción individual	Gas	3
22047	Banastás	Con calefacción	Con calefacción individual	Electricidad	1
22047	Banastás	Con calefacción	Con calefacción individual	Derivados del petróleo	44
22047	Banastás	Con calefacción	Con calefacción individual	Madera	3
22047	Banastás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
22047	Banastás	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
22047	Banastás	Sin calefacción	Sin ningún medio	 No aplicable	2
22048	Barbastro	Con calefacción	Con calefacción colectiva	Gas	94
22048	Barbastro	Con calefacción	Con calefacción colectiva	Electricidad	6
22048	Barbastro	Con calefacción	Con calefacción colectiva	Derivados del petróleo	547
22048	Barbastro	Con calefacción	Con calefacción colectiva	Madera	4
22048	Barbastro	Con calefacción	Con calefacción colectiva	Otros	2
22048	Barbastro	Con calefacción	Con calefacción individual	Gas	2883
22048	Barbastro	Con calefacción	Con calefacción individual	Electricidad	265
22048	Barbastro	Con calefacción	Con calefacción individual	Derivados del petróleo	612
22048	Barbastro	Con calefacción	Con calefacción individual	Madera	44
22048	Barbastro	Con calefacción	Con calefacción individual	Derivados del carbón	5
22048	Barbastro	Con calefacción	Con calefacción individual	Otros	7
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	246
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	263
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	57
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	91
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	3
22048	Barbastro	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	9
22048	Barbastro	Sin calefacción	Sin ningún medio	 No aplicable	173
22049	Barbués	Con calefacción	Con calefacción individual	Derivados del petróleo	28
22049	Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
22049	Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
22049	Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22049	Barbués	Sin calefacción	Sin ningún medio	 No aplicable	2
22050	Barbuñales	Con calefacción	Con calefacción individual	Derivados del petróleo	29
22050	Barbuñales	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22050	Barbuñales	Sin calefacción	Sin ningún medio	 No aplicable	21
22051	Bárcabo	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22051	Bárcabo	Con calefacción	Con calefacción individual	Gas	3
22051	Bárcabo	Con calefacción	Con calefacción individual	Electricidad	1
22051	Bárcabo	Con calefacción	Con calefacción individual	Derivados del petróleo	10
22051	Bárcabo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
22051	Bárcabo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
22051	Bárcabo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22051	Bárcabo	Sin calefacción	Sin ningún medio	 No aplicable	9
22052	Belver de Cinca	Con calefacción	Con calefacción colectiva	Electricidad	1
22052	Belver de Cinca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
22052	Belver de Cinca	Con calefacción	Con calefacción colectiva	Madera	1
22052	Belver de Cinca	Con calefacción	Con calefacción individual	Gas	6
22052	Belver de Cinca	Con calefacción	Con calefacción individual	Electricidad	28
22052	Belver de Cinca	Con calefacción	Con calefacción individual	Derivados del petróleo	226
22052	Belver de Cinca	Con calefacción	Con calefacción individual	Madera	146
22052	Belver de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
22052	Belver de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	21
22052	Belver de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	4
22052	Belver de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	5
22052	Belver de Cinca	Sin calefacción	Sin ningún medio	 No aplicable	3
22053	Benabarre	Con calefacción	Con calefacción colectiva	Gas	1
22053	Benabarre	Con calefacción	Con calefacción colectiva	Derivados del petróleo	18
22053	Benabarre	Con calefacción	Con calefacción colectiva	Madera	3
22053	Benabarre	Con calefacción	Con calefacción individual	Gas	43
22053	Benabarre	Con calefacción	Con calefacción individual	Electricidad	9
22053	Benabarre	Con calefacción	Con calefacción individual	Derivados del petróleo	206
22053	Benabarre	Con calefacción	Con calefacción individual	Madera	16
22053	Benabarre	Con calefacción	Con calefacción individual	Otros	1
22053	Benabarre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	28
22053	Benabarre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
22053	Benabarre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	7
22053	Benabarre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	56
22053	Benabarre	Sin calefacción	Sin ningún medio	 No aplicable	11
22054	Benasque	Con calefacción	Con calefacción colectiva	Gas	30
22054	Benasque	Con calefacción	Con calefacción colectiva	Derivados del petróleo	124
22054	Benasque	Con calefacción	Con calefacción colectiva	Madera	1
22054	Benasque	Con calefacción	Con calefacción colectiva	Derivados del carbón	1
22054	Benasque	Con calefacción	Con calefacción individual	Gas	80
22054	Benasque	Con calefacción	Con calefacción individual	Electricidad	78
22054	Benasque	Con calefacción	Con calefacción individual	Derivados del petróleo	174
22054	Benasque	Con calefacción	Con calefacción individual	Madera	4
22054	Benasque	Con calefacción	Con calefacción individual	Derivados del carbón	1
22054	Benasque	Con calefacción	Con calefacción individual	Otros	1
22054	Benasque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	22
22054	Benasque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	64
22054	Benasque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22054	Benasque	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	23
22054	Benasque	Sin calefacción	Sin ningún medio	 No aplicable	26
22055	Berbegal	Con calefacción	Con calefacción colectiva	Derivados del petróleo	6
22055	Berbegal	Con calefacción	Con calefacción individual	Electricidad	1
22055	Berbegal	Con calefacción	Con calefacción individual	Derivados del petróleo	107
22055	Berbegal	Con calefacción	Con calefacción individual	Madera	2
22055	Berbegal	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	20
22055	Berbegal	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	12
22055	Berbegal	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	6
22055	Berbegal	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	17
22055	Berbegal	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22055	Berbegal	Sin calefacción	Sin ningún medio	 No aplicable	3
22057	Bielsa	Con calefacción	Con calefacción colectiva	Gas	2
22057	Bielsa	Con calefacción	Con calefacción colectiva	Electricidad	1
22057	Bielsa	Con calefacción	Con calefacción colectiva	Derivados del petróleo	8
22057	Bielsa	Con calefacción	Con calefacción individual	Gas	8
22057	Bielsa	Con calefacción	Con calefacción individual	Electricidad	20
22057	Bielsa	Con calefacción	Con calefacción individual	Derivados del petróleo	92
22057	Bielsa	Con calefacción	Con calefacción individual	Madera	16
22057	Bielsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	11
22057	Bielsa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	10
22057	Bielsa	Sin calefacción	Sin ningún medio	 No aplicable	4
22058	Bierge	Con calefacción	Con calefacción colectiva	Derivados del petróleo	3
22058	Bierge	Con calefacción	Con calefacción individual	Gas	6
22058	Bierge	Con calefacción	Con calefacción individual	Electricidad	2
22058	Bierge	Con calefacción	Con calefacción individual	Derivados del petróleo	23
22058	Bierge	Con calefacción	Con calefacción individual	Madera	6
22058	Bierge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	27
22058	Bierge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	9
22058	Bierge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22058	Bierge	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22058	Bierge	Sin calefacción	Sin ningún medio	 No aplicable	16
22059	Biescas	Con calefacción	Con calefacción colectiva	Gas	10
22059	Biescas	Con calefacción	Con calefacción colectiva	Electricidad	1
22059	Biescas	Con calefacción	Con calefacción colectiva	Derivados del petróleo	27
22059	Biescas	Con calefacción	Con calefacción colectiva	Madera	2
