Municipio código	Municipio nombre	Calefacción (agregado)	Calefacción (detalle)	Combustible usado	Número hogares
22220	Sesa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	21
22221	Sesué	Con calefacción	Con calefacción colectiva	Gas	1
22221	Sesué	Con calefacción	Con calefacción colectiva	Derivados del petróleo	5
22221	Sesué	Con calefacción	Con calefacción individual	Gas	1
22221	Sesué	Con calefacción	Con calefacción individual	Derivados del petróleo	24
22221	Sesué	Con calefacción	Con calefacción individual	Madera	2
22221	Sesué	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	7
22221	Sesué	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
22221	Sesué	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22221	Sesué	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
22221	Sesué	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
22221	Sesué	Sin calefacción	Sin ningún medio	 No aplicable	2
22222	Siétamo	Con calefacción	Con calefacción colectiva	Gas	2
22222	Siétamo	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
22222	Siétamo	Con calefacción	Con calefacción individual	Gas	41
22222	Siétamo	Con calefacción	Con calefacción individual	Electricidad	10
22222	Siétamo	Con calefacción	Con calefacción individual	Derivados del petróleo	65
22222	Siétamo	Con calefacción	Con calefacción individual	Madera	9
22222	Siétamo	Con calefacción	Con calefacción individual	Derivados del carbón	1
22222	Siétamo	Con calefacción	Con calefacción individual	Otros	1
22222	Siétamo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	8
22222	Siétamo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	12
22222	Siétamo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22222	Siétamo	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	14
22222	Siétamo	Sin calefacción	Sin ningún medio	 No aplicable	6
22223	Sopeira	Con calefacción	Con calefacción individual	Gas	2
22223	Sopeira	Con calefacción	Con calefacción individual	Electricidad	3
22223	Sopeira	Con calefacción	Con calefacción individual	Derivados del petróleo	15
22223	Sopeira	Con calefacción	Con calefacción individual	Madera	5
22223	Sopeira	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22223	Sopeira	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
22223	Sopeira	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22223	Sopeira	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	4
22225	Tamarite de Litera	Con calefacción	Con calefacción colectiva	Gas	11
22225	Tamarite de Litera	Con calefacción	Con calefacción colectiva	Derivados del petróleo	116
22225	Tamarite de Litera	Con calefacción	Con calefacción colectiva	Madera	3
22225	Tamarite de Litera	Con calefacción	Con calefacción individual	Gas	253
22225	Tamarite de Litera	Con calefacción	Con calefacción individual	Electricidad	68
22225	Tamarite de Litera	Con calefacción	Con calefacción individual	Derivados del petróleo	467
22225	Tamarite de Litera	Con calefacción	Con calefacción individual	Madera	32
22225	Tamarite de Litera	Con calefacción	Con calefacción individual	Otros	3
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	60
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	88
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	25
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	70
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22225	Tamarite de Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	4
22225	Tamarite de Litera	Sin calefacción	Sin ningún medio	 No aplicable	87
22226	Tardienta	Con calefacción	Con calefacción colectiva	Gas	4
22226	Tardienta	Con calefacción	Con calefacción colectiva	Derivados del petróleo	46
22226	Tardienta	Con calefacción	Con calefacción individual	Gas	73
22226	Tardienta	Con calefacción	Con calefacción individual	Electricidad	8
22226	Tardienta	Con calefacción	Con calefacción individual	Derivados del petróleo	155
22226	Tardienta	Con calefacción	Con calefacción individual	Madera	4
22226	Tardienta	Con calefacción	Con calefacción individual	Derivados del carbón	3
22226	Tardienta	Con calefacción	Con calefacción individual	Otros	1
22226	Tardienta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	33
22226	Tardienta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	36
22226	Tardienta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	4
22226	Tardienta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	19
22226	Tardienta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	5
22226	Tardienta	Sin calefacción	Sin ningún medio	 No aplicable	18
22227	Tella-Sin	Con calefacción	Con calefacción individual	Gas	7
22227	Tella-Sin	Con calefacción	Con calefacción individual	Electricidad	33
22227	Tella-Sin	Con calefacción	Con calefacción individual	Derivados del petróleo	23
22227	Tella-Sin	Con calefacción	Con calefacción individual	Madera	7
22227	Tella-Sin	Con calefacción	Con calefacción individual	Otros	1
22227	Tella-Sin	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22227	Tella-Sin	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
22227	Tella-Sin	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	25
22227	Tella-Sin	Sin calefacción	Sin ningún medio	 No aplicable	1
22228	Tierz	Con calefacción	Con calefacción colectiva	Derivados del petróleo	5
22228	Tierz	Con calefacción	Con calefacción individual	Gas	5
22228	Tierz	Con calefacción	Con calefacción individual	Electricidad	3
22228	Tierz	Con calefacción	Con calefacción individual	Derivados del petróleo	39
22228	Tierz	Con calefacción	Con calefacción individual	Madera	1
22228	Tierz	Con calefacción	Con calefacción individual	Derivados del carbón	1
22228	Tierz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22228	Tierz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
22228	Tierz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22228	Tierz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	1
22228	Tierz	Sin calefacción	Sin ningún medio	 No aplicable	3
22229	Tolva	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22229	Tolva	Con calefacción	Con calefacción individual	Gas	1
22229	Tolva	Con calefacción	Con calefacción individual	Derivados del petróleo	36
22229	Tolva	Con calefacción	Con calefacción individual	Madera	9
22229	Tolva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22229	Tolva	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22229	Tolva	Sin calefacción	Sin ningún medio	 No aplicable	24
22230	Torla	Con calefacción	Con calefacción colectiva	Derivados del petróleo	9
22230	Torla	Con calefacción	Con calefacción individual	Gas	6
22230	Torla	Con calefacción	Con calefacción individual	Electricidad	10
22230	Torla	Con calefacción	Con calefacción individual	Derivados del petróleo	62
22230	Torla	Con calefacción	Con calefacción individual	Madera	2
22230	Torla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
22230	Torla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	10
22230	Torla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
22230	Torla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	7
22230	Torla	Sin calefacción	Sin ningún medio	 No aplicable	12
22232	Torralba de Aragón	Con calefacción	Con calefacción individual	Electricidad	3
22232	Torralba de Aragón	Con calefacción	Con calefacción individual	Derivados del petróleo	22
22232	Torralba de Aragón	Con calefacción	Con calefacción individual	Madera	3
22232	Torralba de Aragón	Con calefacción	Con calefacción individual	Otros	3
22232	Torralba de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	6
22232	Torralba de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
22232	Torralba de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
22232	Torralba de Aragón	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	7
22232	Torralba de Aragón	Sin calefacción	Sin ningún medio	 No aplicable	1
22233	Torre la Ribera	Con calefacción	Con calefacción individual	Derivados del petróleo	4
22233	Torre la Ribera	Con calefacción	Con calefacción individual	Madera	4
22233	Torre la Ribera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22233	Torre la Ribera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
22233	Torre la Ribera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	13
22233	Torre la Ribera	Sin calefacción	Sin ningún medio	 No aplicable	4
22234	Torrente de Cinca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	23
22234	Torrente de Cinca	Con calefacción	Con calefacción individual	Gas	3
22234	Torrente de Cinca	Con calefacción	Con calefacción individual	Electricidad	15
22234	Torrente de Cinca	Con calefacción	Con calefacción individual	Derivados del petróleo	174
22234	Torrente de Cinca	Con calefacción	Con calefacción individual	Madera	6
22234	Torrente de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	21
22234	Torrente de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	46
22234	Torrente de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	3
22234	Torrente de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	83
22234	Torrente de Cinca	Sin calefacción	Sin ningún medio	 No aplicable	1
22235	Torres de Alcanadre	Con calefacción	Con calefacción individual	Derivados del petróleo	33
22235	Torres de Alcanadre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22235	Torres de Alcanadre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	6
22235	Torres de Alcanadre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22235	Torres de Alcanadre	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
22235	Torres de Alcanadre	Sin calefacción	Sin ningún medio	 No aplicable	5
22236	Torres de Barbués	Con calefacción	Con calefacción individual	Derivados del petróleo	85
22236	Torres de Barbués	Con calefacción	Con calefacción individual	Madera	4
22236	Torres de Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22236	Torres de Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	13
22236	Torres de Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	5
22236	Torres de Barbués	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	10
22236	Torres de Barbués	Sin calefacción	Sin ningún medio	 No aplicable	3
22239	Tramaced	Con calefacción	Con calefacción individual	Gas	1
22239	Tramaced	Con calefacción	Con calefacción individual	Derivados del petróleo	21
22239	Tramaced	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22239	Tramaced	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
22239	Tramaced	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
22239	Tramaced	Sin calefacción	Sin ningún medio	 No aplicable	6
22242	Valfarta	Con calefacción	Con calefacción individual	Derivados del petróleo	19
22242	Valfarta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	7
22242	Valfarta	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	8
22243	Valle de Bardají	Con calefacción	Con calefacción individual	Gas	1
22243	Valle de Bardají	Con calefacción	Con calefacción individual	Derivados del petróleo	5
22243	Valle de Bardají	Con calefacción	Con calefacción individual	Madera	2
22243	Valle de Bardají	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
22243	Valle de Bardají	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22243	Valle de Bardají	Sin calefacción	Sin ningún medio	 No aplicable	1
22244	Valle de Lierp	Con calefacción	Con calefacción individual	Electricidad	2
22244	Valle de Lierp	Con calefacción	Con calefacción individual	Derivados del petróleo	11
22244	Valle de Lierp	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	1
22244	Valle de Lierp	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22244	Valle de Lierp	Sin calefacción	Sin ningún medio	 No aplicable	1
22245	Velilla de Cinca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	8
22245	Velilla de Cinca	Con calefacción	Con calefacción colectiva	Madera	7
22245	Velilla de Cinca	Con calefacción	Con calefacción individual	Gas	1
22245	Velilla de Cinca	Con calefacción	Con calefacción individual	Derivados del petróleo	59
22245	Velilla de Cinca	Con calefacción	Con calefacción individual	Madera	10
22245	Velilla de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
22245	Velilla de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	2
22245	Velilla de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22245	Velilla de Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	6
22245	Velilla de Cinca	Sin calefacción	Sin ningún medio	 No aplicable	64
22246	Veracruz	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22246	Veracruz	Con calefacción	Con calefacción individual	Gas	1
22246	Veracruz	Con calefacción	Con calefacción individual	Electricidad	2
22246	Veracruz	Con calefacción	Con calefacción individual	Derivados del petróleo	19
22246	Veracruz	Con calefacción	Con calefacción individual	Madera	2
22246	Veracruz	Con calefacción	Con calefacción individual	Otros	1
22246	Veracruz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	3
22246	Veracruz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	4
22246	Veracruz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22246	Veracruz	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	10
22246	Veracruz	Sin calefacción	Sin ningún medio	 No aplicable	4
22247	Viacamp y Litera	Con calefacción	Con calefacción individual	Electricidad	1
22247	Viacamp y Litera	Con calefacción	Con calefacción individual	Derivados del petróleo	5
22247	Viacamp y Litera	Con calefacción	Con calefacción individual	Madera	4
22247	Viacamp y Litera	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	3
22248	Vicién	Con calefacción	Con calefacción individual	Gas	2
22248	Vicién	Con calefacción	Con calefacción individual	Electricidad	1
22248	Vicién	Con calefacción	Con calefacción individual	Derivados del petróleo	24
22248	Vicién	Con calefacción	Con calefacción individual	Madera	2
22248	Vicién	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22248	Vicién	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	5
22248	Vicién	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
22248	Vicién	Sin calefacción	Sin ningún medio	 No aplicable	5
22249	Villanova	Con calefacción	Con calefacción individual	Gas	4
22249	Villanova	Con calefacción	Con calefacción individual	Electricidad	9
22249	Villanova	Con calefacción	Con calefacción individual	Derivados del petróleo	25
22249	Villanova	Con calefacción	Con calefacción individual	Madera	1
22249	Villanova	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	3
22249	Villanova	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22249	Villanova	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	7
22249	Villanova	Sin calefacción	Sin ningún medio	 No aplicable	1
22250	Villanúa	Con calefacción	Con calefacción colectiva	Electricidad	3
22250	Villanúa	Con calefacción	Con calefacción colectiva	Derivados del petróleo	2
22250	Villanúa	Con calefacción	Con calefacción individual	Gas	10
22250	Villanúa	Con calefacción	Con calefacción individual	Electricidad	20
22250	Villanúa	Con calefacción	Con calefacción individual	Derivados del petróleo	60
22250	Villanúa	Con calefacción	Con calefacción individual	Madera	9
22250	Villanúa	Con calefacción	Con calefacción individual	Otros	1
22250	Villanúa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
22250	Villanúa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	14
22250	Villanúa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22250	Villanúa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	8
22250	Villanúa	Sin calefacción	Sin ningún medio	 No aplicable	11
22251	Villanueva de Sigena	Con calefacción	Con calefacción colectiva	Derivados del petróleo	8
22251	Villanueva de Sigena	Con calefacción	Con calefacción individual	Gas	4
22251	Villanueva de Sigena	Con calefacción	Con calefacción individual	Electricidad	4
22251	Villanueva de Sigena	Con calefacción	Con calefacción individual	Derivados del petróleo	72
22251	Villanueva de Sigena	Con calefacción	Con calefacción individual	Madera	1
22251	Villanueva de Sigena	Con calefacción	Con calefacción individual	Derivados del carbón	1
22251	Villanueva de Sigena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22251	Villanueva de Sigena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
22251	Villanueva de Sigena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	11
22251	Villanueva de Sigena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	9
22251	Villanueva de Sigena	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22251	Villanueva de Sigena	Sin calefacción	Sin ningún medio	 No aplicable	26
22252	Yebra de Basa	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22252	Yebra de Basa	Con calefacción	Con calefacción individual	Electricidad	6
22252	Yebra de Basa	Con calefacción	Con calefacción individual	Derivados del petróleo	24
22252	Yebra de Basa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	1
22252	Yebra de Basa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	6
22252	Yebra de Basa	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	15
22252	Yebra de Basa	Sin calefacción	Sin ningún medio	 No aplicable	1
22253	Yésero	Con calefacción	Con calefacción individual	Gas	1
22253	Yésero	Con calefacción	Con calefacción individual	Derivados del petróleo	7
22253	Yésero	Con calefacción	Con calefacción individual	Madera	1
22253	Yésero	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	5
22253	Yésero	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
22253	Yésero	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	1
22253	Yésero	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	9
22253	Yésero	Sin calefacción	Sin ningún medio	 No aplicable	1
22254	Zaidín	Con calefacción	Con calefacción colectiva	Gas	4
22254	Zaidín	Con calefacción	Con calefacción colectiva	Derivados del petróleo	13
22254	Zaidín	Con calefacción	Con calefacción colectiva	Madera	7
22254	Zaidín	Con calefacción	Con calefacción individual	Gas	12
22254	Zaidín	Con calefacción	Con calefacción individual	Electricidad	68
22254	Zaidín	Con calefacción	Con calefacción individual	Derivados del petróleo	227
22254	Zaidín	Con calefacción	Con calefacción individual	Madera	40
22254	Zaidín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	19
22254	Zaidín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	33
22254	Zaidín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	28
22254	Zaidín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	108
22254	Zaidín	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Otros	1
22254	Zaidín	Sin calefacción	Sin ningún medio	 No aplicable	5
22901	Valle de Hecho	Con calefacción	Con calefacción colectiva	Gas	2
22901	Valle de Hecho	Con calefacción	Con calefacción colectiva	Derivados del petróleo	18
22901	Valle de Hecho	Con calefacción	Con calefacción colectiva	Madera	1
22901	Valle de Hecho	Con calefacción	Con calefacción individual	Gas	20
22901	Valle de Hecho	Con calefacción	Con calefacción individual	Electricidad	11
22901	Valle de Hecho	Con calefacción	Con calefacción individual	Derivados del petróleo	170
22901	Valle de Hecho	Con calefacción	Con calefacción individual	Madera	29
22901	Valle de Hecho	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	22
22901	Valle de Hecho	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	20
22901	Valle de Hecho	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22901	Valle de Hecho	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	46
22901	Valle de Hecho	Sin calefacción	Sin ningún medio	 No aplicable	9
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción colectiva	Madera	1
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción individual	Gas	5
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción individual	Electricidad	6
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción individual	Derivados del petróleo	49
22902	Puente la Reina de Jaca	Con calefacción	Con calefacción individual	Madera	8
22902	Puente la Reina de Jaca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	2
22902	Puente la Reina de Jaca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	10
22902	Puente la Reina de Jaca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	8
22902	Puente la Reina de Jaca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	2
22902	Puente la Reina de Jaca	Sin calefacción	Sin ningún medio	 No aplicable	2
22903	San Miguel del Cinca	Con calefacción	Con calefacción colectiva	Derivados del petróleo	5
22903	San Miguel del Cinca	Con calefacción	Con calefacción colectiva	Madera	2
22903	San Miguel del Cinca	Con calefacción	Con calefacción individual	Gas	11
22903	San Miguel del Cinca	Con calefacción	Con calefacción individual	Electricidad	5
22903	San Miguel del Cinca	Con calefacción	Con calefacción individual	Derivados del petróleo	189
22903	San Miguel del Cinca	Con calefacción	Con calefacción individual	Madera	9
22903	San Miguel del Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	10
22903	San Miguel del Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	22
22903	San Miguel del Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	10
22903	San Miguel del Cinca	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	18
22903	San Miguel del Cinca	Sin calefacción	Sin ningún medio	 No aplicable	15
22904	Sotonera (La)	Con calefacción	Con calefacción colectiva	Gas	1
22904	Sotonera (La)	Con calefacción	Con calefacción colectiva	Derivados del petróleo	5
22904	Sotonera (La)	Con calefacción	Con calefacción colectiva	Madera	3
22904	Sotonera (La)	Con calefacción	Con calefacción individual	Gas	7
22904	Sotonera (La)	Con calefacción	Con calefacción individual	Electricidad	10
22904	Sotonera (La)	Con calefacción	Con calefacción individual	Derivados del petróleo	181
22904	Sotonera (La)	Con calefacción	Con calefacción individual	Madera	34
22904	Sotonera (La)	Con calefacción	Con calefacción individual	Otros	1
22904	Sotonera (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	42
22904	Sotonera (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	51
22904	Sotonera (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	2
22904	Sotonera (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	68
22904	Sotonera (La)	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22904	Sotonera (La)	Sin calefacción	Sin ningún medio	 No aplicable	23
22905	Lupiñén-Ortilla	Con calefacción	Con calefacción colectiva	Derivados del petróleo	1
22905	Lupiñén-Ortilla	Con calefacción	Con calefacción individual	Gas	2
22905	Lupiñén-Ortilla	Con calefacción	Con calefacción individual	Electricidad	1
22905	Lupiñén-Ortilla	Con calefacción	Con calefacción individual	Derivados del petróleo	73
22905	Lupiñén-Ortilla	Con calefacción	Con calefacción individual	Madera	7
22905	Lupiñén-Ortilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	4
22905	Lupiñén-Ortilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	16
22905	Lupiñén-Ortilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del petróleo	4
22905	Lupiñén-Ortilla	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	14
22905	Lupiñén-Ortilla	Sin calefacción	Sin ningún medio	 No aplicable	1
22906	Santa María de Dulcis	Con calefacción	Con calefacción colectiva	Gas	3
22906	Santa María de Dulcis	Con calefacción	Con calefacción colectiva	Madera	1
22906	Santa María de Dulcis	Con calefacción	Con calefacción individual	Gas	17
22906	Santa María de Dulcis	Con calefacción	Con calefacción individual	Electricidad	1
22906	Santa María de Dulcis	Con calefacción	Con calefacción individual	Derivados del petróleo	14
22906	Santa María de Dulcis	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Gas	12
22906	Santa María de Dulcis	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Electricidad	8
22906	Santa María de Dulcis	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Madera	26
22906	Santa María de Dulcis	Sin calefacción	Sin instalación pero con aparatos que permiten calentar alguna habitación	Derivados del carbón	1
22906	Santa María de Dulcis	Sin calefacción	Sin ningún medio	 No aplicable	3
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción colectiva	Gas	10
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción colectiva	Derivados del petróleo	27
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción individual	Gas	103
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción individual	Electricidad	54
22907	Aínsa-Sobrarbe	Con calefacción	Con calefacción individual	Derivados del petróleo	229
