Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sector código	Sector descripción	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración media contrato
Enero 2009	200901	Enero	2009	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	7	1065	152,142857142857142857142857142857142857
Enero 2009	200901	Enero	2009	22	Huesca	2	Industria y energía	Hombres	Temporal	0	61	0	0
Enero 2009	200901	Enero	2009	22	Huesca	2	Industria y energía	Hombres	Temporal	1	100	31525	315,25
Enero 2009	200901	Enero	2009	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	40	0	0
Enero 2009	200901	Enero	2009	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	22	3354	152,454545454545454545454545454545454545
Enero 2009	200901	Enero	2009	22	Huesca	3	Construcción	Hombres	Temporal	0	407	0	0
Enero 2009	200901	Enero	2009	22	Huesca	3	Construcción	Hombres	Temporal	1	92	15548	169
Enero 2009	200901	Enero	2009	22	Huesca	3	Construcción	Mujeres	Temporal	0	13	0	0
Enero 2009	200901	Enero	2009	22	Huesca	3	Construcción	Mujeres	Temporal	1	12	1521	126,75
Enero 2009	200901	Enero	2009	22	Huesca	4	Servicios	Hombres	Temporal	0	412	0	0
Enero 2009	200901	Enero	2009	22	Huesca	4	Servicios	Hombres	Temporal	1	650	59618	91,72
Enero 2009	200901	Enero	2009	22	Huesca	4	Servicios	Mujeres	Temporal	0	733	0	0
Enero 2009	200901	Enero	2009	22	Huesca	4	Servicios	Mujeres	Temporal	1	773	48392	62,60284605433376455368693402328589909444
Enero 2009	200901	Enero	2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	138	0	0
Enero 2009	200901	Enero	2009	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	34	5066	149
Enero 2009	200901	Enero	2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	14	0	0
Enero 2009	200901	Enero	2009	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	11	2190	199,090909090909090909090909090909090909
Enero 2009	200901	Enero	2009	44	Teruel	2	Industria y energía	Hombres	Temporal	0	61	0	0
Enero 2009	200901	Enero	2009	44	Teruel	2	Industria y energía	Hombres	Temporal	1	84	9141	108,821428571428571428571428571428571429
Enero 2009	200901	Enero	2009	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	14	0	0
Enero 2009	200901	Enero	2009	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	28	2737	97,75
Enero 2009	200901	Enero	2009	44	Teruel	3	Construcción	Hombres	Temporal	0	272	0	0
Enero 2009	200901	Enero	2009	44	Teruel	3	Construcción	Hombres	Temporal	1	89	10710	120,337078651685393258426966292134831461
Enero 2009	200901	Enero	2009	44	Teruel	3	Construcción	Mujeres	Temporal	0	8	0	0
Enero 2009	200901	Enero	2009	44	Teruel	3	Construcción	Mujeres	Temporal	1	7	627	89,57142857142857142857142857142857142857
Enero 2009	200901	Enero	2009	44	Teruel	4	Servicios	Hombres	Temporal	0	120	0	0
Enero 2009	200901	Enero	2009	44	Teruel	4	Servicios	Hombres	Temporal	1	320	30041	93,878125
Enero 2009	200901	Enero	2009	44	Teruel	4	Servicios	Mujeres	Temporal	0	255	0	0
Enero 2009	200901	Enero	2009	44	Teruel	4	Servicios	Mujeres	Temporal	1	387	28416	73,42635658914728682170542635658914728682
Enero 2009	200901	Enero	2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	327	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	287	14063	49
Enero 2009	200901	Enero	2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	84	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	66	3282	49,72727272727272727272727272727272727273
Enero 2009	200901	Enero	2009	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	354	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	438	132179	301,778538812785388127853881278538812785
Enero 2009	200901	Enero	2009	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	272	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	271	26225	96,77121771217712177121771217712177121771
Enero 2009	200901	Enero	2009	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1641	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	3	Construcción	Hombres	Temporal	1	284	46853	164,975352112676056338028169014084507042
Enero 2009	200901	Enero	2009	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	76	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	42	5553	132,214285714285714285714285714285714286
Enero 2009	200901	Enero	2009	50	Zaragoza	4	Servicios	Hombres	Temporal	0	1820	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	4	Servicios	Hombres	Temporal	1	2653	271793	102,447418017338861666038447041085563513
Enero 2009	200901	Enero	2009	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3601	0	0
Enero 2009	200901	Enero	2009	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	4367	311816	71,40279367987176551408289443553927181131
Diciembre 2008	200812	Diciembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	159	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	56	11481	205,017857142857142857142857142857142857
Diciembre 2008	200812	Diciembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	31	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	6	962	160,333333333333333333333333333333333333
Diciembre 2008	200812	Diciembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	0	48	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	1	52	22979	441,903846153846153846153846153846153846
Diciembre 2008	200812	Diciembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	27	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	22	4662	211,909090909090909090909090909090909091
Diciembre 2008	200812	Diciembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	0	206	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	1	67	29332	437,791044776119402985074626865671641791
Diciembre 2008	200812	Diciembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	0	11	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	1	7	969	138,428571428571428571428571428571428571
Diciembre 2008	200812	Diciembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	0	589	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	1	665	53354	80,23157894736842105263157894736842105263
Diciembre 2008	200812	Diciembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	0	889	0	0
Diciembre 2008	200812	Diciembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	1	946	57816	61,11627906976744186046511627906976744186
Diciembre 2008	200812	Diciembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	174	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	24	2665	111,041666666666666666666666666666666667
Diciembre 2008	200812	Diciembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	12	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	5	2058	411,6
Diciembre 2008	200812	Diciembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	0	44	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	1	71	21277	299,676056338028169014084507042253521127
Diciembre 2008	200812	Diciembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	15	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	5	239	47,8
Diciembre 2008	200812	Diciembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	0	138	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	1	54	16438	304,407407407407407407407407407407407407
Diciembre 2008	200812	Diciembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	0	2	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	1	11	1281	116,454545454545454545454545454545454545
Diciembre 2008	200812	Diciembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	0	134	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	1	285	29176	102,371929824561403508771929824561403509
Diciembre 2008	200812	Diciembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	0	273	0	0
Diciembre 2008	200812	Diciembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	1	551	27151	49,2758620689655172413793103448275862069
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	280	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	293	13193	45,02730375426621160409556313993174061433
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	73	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	67	4272	63,76119402985074626865671641791044776119
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	273	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	382	225554	590,455497382198952879581151832460732984
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	161	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	191	52499	274,863874345549738219895287958115183246
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	0	977	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	1	247	59937	242,659919028340080971659919028340080972
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	31	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	40	7764	194,1
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	0	1730	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	1	2984	279623	93,70743967828418230563002680965147453083
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3360	0	0
Diciembre 2008	200812	Diciembre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	5066	324843	64,12218712988551125148045795499407816818
Noviembre 2008	200811	Noviembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	266	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	89	14486	162,764044943820224719101123595505617978
Noviembre 2008	200811	Noviembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	45	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	14	828	59,14285714285714285714285714285714285714
Noviembre 2008	200811	Noviembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	0	67	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	1	107	39844	372,373831775700934579439252336448598131
Noviembre 2008	200811	Noviembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	30	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	17	2601	153
Noviembre 2008	200811	Noviembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	0	334	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	1	109	18352	168,366972477064220183486238532110091743
Noviembre 2008	200811	Noviembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	0	12	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	1	20	2808	140,4
Noviembre 2008	200811	Noviembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	0	286	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	1	534	47874	89,6516853932584269662921348314606741573
Noviembre 2008	200811	Noviembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	0	740	0	0
Noviembre 2008	200811	Noviembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	1	856	79470	92,83878504672897196261682242990654205607
Noviembre 2008	200811	Noviembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	131	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	28	4854	173,357142857142857142857142857142857143
Noviembre 2008	200811	Noviembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	11	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	4	469	117,25
Noviembre 2008	200811	Noviembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	0	59	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	1	79	16024	202,83544303797468354430379746835443038
Noviembre 2008	200811	Noviembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	17	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	24	4385	182,708333333333333333333333333333333333
Noviembre 2008	200811	Noviembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	0	202	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	1	68	8177	120,25
Noviembre 2008	200811	Noviembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	0	8	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	1	7	997	142,428571428571428571428571428571428571
Noviembre 2008	200811	Noviembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	0	147	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	1	245	32842	134,048979591836734693877551020408163265
Noviembre 2008	200811	Noviembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	0	291	0	0
Noviembre 2008	200811	Noviembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	1	525	39332	74,91809523809523809523809523809523809524
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	426	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	437	13101	29,97940503432494279176201372997711670481
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	83	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	98	2946	30,06122448979591836734693877551020408163
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	477	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	510	212779	417,213725490196078431372549019607843137
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	293	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	254	50704	199,622047244094488188976377952755905512
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1542	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	1	308	54638	177,396103896103896103896103896103896104
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	46	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	54	6480	120
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	0	2387	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	1	3549	354259	99,81938574246266553958861651169343477036
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	3914	0	0
Noviembre 2008	200811	Noviembre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	5450	367575	67,44495412844036697247706422018348623853
Octubre 2008	200810	Octubre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	177	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	118	13620	115,423728813559322033898305084745762712
Octubre 2008	200810	Octubre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	44	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	18	2602	144,555555555555555555555555555555555556
Octubre 2008	200810	Octubre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	0	75	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	1	126	34235	271,706349206349206349206349206349206349
Octubre 2008	200810	Octubre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	51	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	25	4941	197,64
Octubre 2008	200810	Octubre	2008	22	Huesca	3	Construcción	Hombres	Temporal	0	477	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	3	Construcción	Hombres	Temporal	1	120	16628	138,566666666666666666666666666666666667
Octubre 2008	200810	Octubre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	0	16	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	1	20	2034	101,7
Octubre 2008	200810	Octubre	2008	22	Huesca	4	Servicios	Hombres	Temporal	0	477	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	4	Servicios	Hombres	Temporal	1	710	85949	121,054929577464788732394366197183098592
Octubre 2008	200810	Octubre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	0	968	0	0
Octubre 2008	200810	Octubre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	1	1003	112716	112,378863409770687936191425722831505484
Octubre 2008	200810	Octubre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	274	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	38	5061	133,184210526315789473684210526315789474
Octubre 2008	200810	Octubre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	44	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	4	360	90
Octubre 2008	200810	Octubre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	0	101	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	1	152	37547	247,019736842105263157894736842105263158
Octubre 2008	200810	Octubre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	23	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	29	3894	134,275862068965517241379310344827586207
Octubre 2008	200810	Octubre	2008	44	Teruel	3	Construcción	Hombres	Temporal	0	322	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	3	Construcción	Hombres	Temporal	1	131	19549	149,229007633587786259541984732824427481
Octubre 2008	200810	Octubre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	0	11	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	1	11	2544	231,272727272727272727272727272727272727
Octubre 2008	200810	Octubre	2008	44	Teruel	4	Servicios	Hombres	Temporal	0	184	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	4	Servicios	Hombres	Temporal	1	404	51353	127,111386138613861386138613861386138614
Octubre 2008	200810	Octubre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	0	408	0	0
Octubre 2008	200810	Octubre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	1	710	67262	94,73521126760563380281690140845070422535
Octubre 2008	200810	Octubre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1321	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	680	17582	25,85588235294117647058823529411764705882
Octubre 2008	200810	Octubre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	343	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	161	5911	36,71428571428571428571428571428571428571
Octubre 2008	200810	Octubre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	0	500	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	2	Industria y energía	Hombres	Temporal	1	767	240116	313,058670143415906127770534550195567145
Octubre 2008	200810	Octubre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	0	367	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	2	Industria y energía	Mujeres	Temporal	1	384	64550	168,098958333333333333333333333333333333
Octubre 2008	200810	Octubre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	0	1824	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	3	Construcción	Hombres	Temporal	1	401	82643	206,092269326683291770573566084788029925
Octubre 2008	200810	Octubre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	0	35	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	3	Construcción	Mujeres	Temporal	1	70	12513	178,757142857142857142857142857142857143
Octubre 2008	200810	Octubre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	0	3269	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	4	Servicios	Hombres	Temporal	1	5130	413479	80,6001949317738791423001949317738791423
Octubre 2008	200810	Octubre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	0	5091	0	0
Octubre 2008	200810	Octubre	2008	50	Zaragoza	4	Servicios	Mujeres	Temporal	1	7581	568717	75,01873103812161983907136261706898826012
Septiembre 2008	200809	Septiembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	298	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	133	10468	78,70676691729323308270676691729323308271
Septiembre 2008	200809	Septiembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	59	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	24	1267	52,79166666666666666666666666666666666667
Septiembre 2008	200809	Septiembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	0	69	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	2	Industria y energía	Hombres	Temporal	1	147	37185	252,959183673469387755102040816326530612
Septiembre 2008	200809	Septiembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	0	53	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	2	Industria y energía	Mujeres	Temporal	1	29	3726	128,482758620689655172413793103448275862
Septiembre 2008	200809	Septiembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	0	547	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	3	Construcción	Hombres	Temporal	1	122	16217	132,92622950819672131147540983606557377
Septiembre 2008	200809	Septiembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	0	8	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	3	Construcción	Mujeres	Temporal	1	15	1626	108,4
Septiembre 2008	200809	Septiembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	0	427	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	4	Servicios	Hombres	Temporal	1	730	94562	129,53698630136986301369863013698630137
Septiembre 2008	200809	Septiembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	0	775	0	0
Septiembre 2008	200809	Septiembre	2008	22	Huesca	4	Servicios	Mujeres	Temporal	1	1050	128738	122,607619047619047619047619047619047619
Septiembre 2008	200809	Septiembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	193	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	31	5423	174,935483870967741935483870967741935484
Septiembre 2008	200809	Septiembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	77	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	1	Agricultura, ganadería y pesca	Mujeres	Temporal	1	3	450	150
Septiembre 2008	200809	Septiembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	0	54	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	2	Industria y energía	Hombres	Temporal	1	165	40296	244,218181818181818181818181818181818182
Septiembre 2008	200809	Septiembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	0	17	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	2	Industria y energía	Mujeres	Temporal	1	55	8839	160,709090909090909090909090909090909091
Septiembre 2008	200809	Septiembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	0	343	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	3	Construcción	Hombres	Temporal	1	152	19635	129,177631578947368421052631578947368421
Septiembre 2008	200809	Septiembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	0	10	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	3	Construcción	Mujeres	Temporal	1	14	964	68,85714285714285714285714285714285714286
Septiembre 2008	200809	Septiembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	0	228	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	4	Servicios	Hombres	Temporal	1	499	59239	118,715430861723446893787575150300601202
Septiembre 2008	200809	Septiembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	0	413	0	0
Septiembre 2008	200809	Septiembre	2008	44	Teruel	4	Servicios	Mujeres	Temporal	1	620	60111	96,95322580645161290322580645161290322581
Septiembre 2008	200809	Septiembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	0	1880	0	0
Septiembre 2008	200809	Septiembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Hombres	Temporal	1	803	22625	28,17559153175591531755915317559153175592
Septiembre 2008	200809	Septiembre	2008	50	Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	Temporal	0	572	0	0
