Municipio código	Municipio nombre	CCAA 2ª residencia, código	CCAA 2ª residencia, nombre	Número hogares
22001	Abiego	02	Aragón	11
22001	Abiego	09	Cataluña	2
22002	Abizanda	02	Aragón	22
22003	Adahuesca	02	Aragón	6
22003	Adahuesca	01	Andalucía	1
22003	Adahuesca	09	Cataluña	1
22004	Agüero	02	Aragón	10
22006	Aísa	02	Aragón	52
22006	Aísa	15	Navarra (Comunidad Foral de)	2
22006	Aísa	16	País Vasco	2
22006	Aísa	13	Madrid (Comunidad de)	1
22007	Albalate de Cinca	09	Cataluña	8
22007	Albalate de Cinca	02	Aragón	6
22007	Albalate de Cinca	10	Comunitat Valenciana	4
22008	Albalatillo	02	Aragón	15
22008	Albalatillo	09	Cataluña	6
22009	Albelda	02	Aragón	27
22009	Albelda	09	Cataluña	21
22009	Albelda	12	Galicia	1
22011	Albero Alto	02	Aragón	14
22012	Albero Bajo	02	Aragón	2
22013	Alberuela de Tubo	02	Aragón	47
22013	Alberuela de Tubo	10	Comunitat Valenciana	1
22013	Alberuela de Tubo	13	Madrid (Comunidad de)	1
22014	Alcalá de Gurrea	02	Aragón	35
22014	Alcalá de Gurrea	15	Navarra (Comunidad Foral de)	1
22015	Alcalá del Obispo	02	Aragón	25
22016	Alcampell	02	Aragón	13
22016	Alcampell	09	Cataluña	11
22017	Alcolea de Cinca	02	Aragón	14
22017	Alcolea de Cinca	09	Cataluña	12
22017	Alcolea de Cinca	10	Comunitat Valenciana	7
22017	Alcolea de Cinca	01	Andalucía	1
22018	Alcubierre	02	Aragón	28
22018	Alcubierre	09	Cataluña	6
22018	Alcubierre	07	Castilla y León	1
22018	Alcubierre	13	Madrid (Comunidad de)	1
22019	Alerre	02	Aragón	9
22019	Alerre	09	Cataluña	4
22020	Alfántega	02	Aragón	8
22020	Alfántega	09	Cataluña	1
22021	Almudévar	02	Aragón	86
22021	Almudévar	09	Cataluña	6
22021	Almudévar	10	Comunitat Valenciana	1
22021	Almudévar	11	Extremadura	1
22021	Almudévar	15	Navarra (Comunidad Foral de)	1
22021	Almudévar	16	País Vasco	1
22022	Almunia de San Juan	02	Aragón	36
22022	Almunia de San Juan	09	Cataluña	13
22022	Almunia de San Juan	10	Comunitat Valenciana	1
22023	Almuniente	02	Aragón	37
22023	Almuniente	09	Cataluña	5
22023	Almuniente	01	Andalucía	2
22024	Alquézar	02	Aragón	16
22024	Alquézar	09	Cataluña	3
22024	Alquézar	07	Castilla y León	2
22025	Altorricón	09	Cataluña	56
22025	Altorricón	02	Aragón	38
22025	Altorricón	01	Andalucía	2
22025	Altorricón	10	Comunitat Valenciana	2
22025	Altorricón	07	Castilla y León	1
22025	Altorricón	12	Galicia	1
22025	Altorricón	13	Madrid (Comunidad de)	1
22025	Altorricón	16	País Vasco	1
22027	Angüés	02	Aragón	17
22027	Angüés	01	Andalucía	2
22027	Angüés	09	Cataluña	2
22027	Angüés	10	Comunitat Valenciana	2
22027	Angüés	14	Murcia (Región de)	1
22028	Ansó	02	Aragón	44
22028	Ansó	13	Madrid (Comunidad de)	3
22028	Ansó	01	Andalucía	1
22028	Ansó	09	Cataluña	1
22028	Ansó	10	Comunitat Valenciana	1
22028	Ansó	15	Navarra (Comunidad Foral de)	1
22029	Antillón	02	Aragón	7
22032	Aragüés del Puerto	02	Aragón	22
22032	Aragüés del Puerto	09	Cataluña	2
22032	Aragüés del Puerto	10	Comunitat Valenciana	1
22035	Arén	02	Aragón	2
22035	Arén	09	Cataluña	2
22036	Argavieso	02	Aragón	12
22036	Argavieso	09	Cataluña	1
22037	Arguis	02	Aragón	12
22037	Arguis	09	Cataluña	1
22039	Ayerbe	02	Aragón	47
22039	Ayerbe	01	Andalucía	1
22039	Ayerbe	08	Castilla-La Mancha	1
22039	Ayerbe	09	Cataluña	1
22039	Ayerbe	13	Madrid (Comunidad de)	1
22040	Azanuy-Alins	02	Aragón	8
22040	Azanuy-Alins	09	Cataluña	6
22041	Azara	02	Aragón	15
22042	Azlor	02	Aragón	16
22042	Azlor	09	Cataluña	1
22043	Baells	09	Cataluña	17
22043	Baells	02	Aragón	2
22043	Baells	13	Madrid (Comunidad de)	1
22044	Bailo	02	Aragón	16
22044	Bailo	10	Comunitat Valenciana	1
22045	Baldellou	09	Cataluña	11
22045	Baldellou	02	Aragón	5
22046	Ballobar	09	Cataluña	4
22046	Ballobar	13	Madrid (Comunidad de)	2
22046	Ballobar	02	Aragón	1
22046	Ballobar	11	Extremadura	1
22047	Banastás	02	Aragón	10
22047	Banastás	09	Cataluña	2
22048	Barbastro	02	Aragón	526
22048	Barbastro	09	Cataluña	99
22048	Barbastro	10	Comunitat Valenciana	10
22048	Barbastro	07	Castilla y León	9
22048	Barbastro	01	Andalucía	6
22048	Barbastro	12	Galicia	4
22048	Barbastro	13	Madrid (Comunidad de)	3
22048	Barbastro	19	Ciudad Autónoma de Melilla	3
22048	Barbastro	11	Extremadura	2
22048	Barbastro	14	Murcia (Región de)	2
22048	Barbastro	15	Navarra (Comunidad Foral de)	2
22048	Barbastro	03	Asturias (Principado de)	1
22048	Barbastro	17	Rioja (La)	1
22049	Barbués	02	Aragón	6
22050	Barbuñales	02	Aragón	6
22051	Bárcabo	02	Aragón	11
22051	Bárcabo	09	Cataluña	1
22052	Belver de Cinca	09	Cataluña	11
22052	Belver de Cinca	02	Aragón	7
22052	Belver de Cinca	10	Comunitat Valenciana	1
22052	Belver de Cinca	11	Extremadura	1
22053	Benabarre	02	Aragón	29
22053	Benabarre	09	Cataluña	20
22053	Benabarre	13	Madrid (Comunidad de)	2
22054	Benasque	02	Aragón	86
22054	Benasque	09	Cataluña	31
22054	Benasque	13	Madrid (Comunidad de)	14
22054	Benasque	01	Andalucía	3
22054	Benasque	08	Castilla-La Mancha	3
22054	Benasque	12	Galicia	3
22054	Benasque	15	Navarra (Comunidad Foral de)	3
22054	Benasque	07	Castilla y León	2
22054	Benasque	10	Comunitat Valenciana	2
22054	Benasque	14	Murcia (Región de)	2
22054	Benasque	16	País Vasco	2
22054	Benasque	11	Extremadura	1
22055	Berbegal	02	Aragón	18
22055	Berbegal	09	Cataluña	6
22055	Berbegal	10	Comunitat Valenciana	1
22057	Bielsa	02	Aragón	37
22057	Bielsa	09	Cataluña	8
22057	Bielsa	12	Galicia	1
22057	Bielsa	13	Madrid (Comunidad de)	1
22057	Bielsa	17	Rioja (La)	1
22058	Bierge	02	Aragón	12
22058	Bierge	09	Cataluña	2
22059	Biescas	02	Aragón	114
22059	Biescas	10	Comunitat Valenciana	4
22059	Biescas	12	Galicia	3
22059	Biescas	13	Madrid (Comunidad de)	3
22059	Biescas	16	País Vasco	2
22059	Biescas	08	Castilla-La Mancha	1
22059	Biescas	09	Cataluña	1
22060	Binaced	02	Aragón	43
22060	Binaced	09	Cataluña	20
22060	Binaced	13	Madrid (Comunidad de)	1
22061	Binéfar	02	Aragón	252
22061	Binéfar	09	Cataluña	98
22061	Binéfar	10	Comunitat Valenciana	10
22061	Binéfar	01	Andalucía	5
22061	Binéfar	11	Extremadura	2
22061	Binéfar	14	Murcia (Región de)	2
22061	Binéfar	07	Castilla y León	1
22061	Binéfar	08	Castilla-La Mancha	1
22061	Binéfar	12	Galicia	1
22061	Binéfar	15	Navarra (Comunidad Foral de)	1
22061	Binéfar	17	Rioja (La)	1
22062	Bisaurri	02	Aragón	19
22062	Bisaurri	09	Cataluña	1
22063	Biscarrués	02	Aragón	22
22063	Biscarrués	07	Castilla y León	1
22063	Biscarrués	15	Navarra (Comunidad Foral de)	1
22064	Blecua y Torres	02	Aragón	26
22064	Blecua y Torres	09	Cataluña	2
22064	Blecua y Torres	01	Andalucía	1
22066	Boltaña	02	Aragón	65
22066	Boltaña	09	Cataluña	14
22066	Boltaña	13	Madrid (Comunidad de)	8
22066	Boltaña	10	Comunitat Valenciana	2
22066	Boltaña	06	Cantabria	1
22066	Boltaña	16	País Vasco	1
22067	Bonansa	09	Cataluña	6
22067	Bonansa	02	Aragón	1
22068	Borau	02	Aragón	9
22069	Broto	02	Aragón	24
22069	Broto	09	Cataluña	1
22072	Caldearenas	02	Aragón	44
22072	Caldearenas	09	Cataluña	2
22074	Campo	02	Aragón	7
22074	Campo	09	Cataluña	5
22074	Campo	01	Andalucía	1
22075	Camporrells	09	Cataluña	24
22075	Camporrells	02	Aragón	10
22076	Canal de Berdún	02	Aragón	20
22076	Canal de Berdún	09	Cataluña	3
22076	Canal de Berdún	06	Cantabria	2
22077	Candasnos	02	Aragón	18
22077	Candasnos	09	Cataluña	6
22077	Candasnos	08	Castilla-La Mancha	1
22077	Candasnos	10	Comunitat Valenciana	1
22077	Candasnos	12	Galicia	1
22078	Canfranc	02	Aragón	60
22078	Canfranc	13	Madrid (Comunidad de)	4
22078	Canfranc	06	Cantabria	3
22078	Canfranc	10	Comunitat Valenciana	2
22078	Canfranc	15	Navarra (Comunidad Foral de)	2
22078	Canfranc	01	Andalucía	1
22078	Canfranc	09	Cataluña	1
22078	Canfranc	16	País Vasco	1
22079	Capdesaso	02	Aragón	6
22079	Capdesaso	09	Cataluña	2
22080	Capella	02	Aragón	25
22080	Capella	09	Cataluña	3
22081	Casbas de Huesca	02	Aragón	44
22081	Casbas de Huesca	09	Cataluña	3
22081	Casbas de Huesca	10	Comunitat Valenciana	2
22082	Castejón del Puente	02	Aragón	26
22082	Castejón del Puente	09	Cataluña	4
22082	Castejón del Puente	07	Castilla y León	1
22082	Castejón del Puente	10	Comunitat Valenciana	1
22082	Castejón del Puente	14	Murcia (Región de)	1
22083	Castejón de Monegros	02	Aragón	57
22083	Castejón de Monegros	09	Cataluña	8
22083	Castejón de Monegros	10	Comunitat Valenciana	2
22083	Castejón de Monegros	07	Castilla y León	1
22084	Castejón de Sos	02	Aragón	36
22084	Castejón de Sos	09	Cataluña	15
22084	Castejón de Sos	10	Comunitat Valenciana	3
22084	Castejón de Sos	12	Galicia	2
22084	Castejón de Sos	03	Asturias (Principado de)	1
22084	Castejón de Sos	13	Madrid (Comunidad de)	1
22084	Castejón de Sos	15	Navarra (Comunidad Foral de)	1
22085	Castelflorite	02	Aragón	19
22085	Castelflorite	15	Navarra (Comunidad Foral de)	1
22086	Castiello de Jaca	02	Aragón	7
22086	Castiello de Jaca	05	Canarias	1
22087	Castigaleu	02	Aragón	6
22087	Castigaleu	09	Cataluña	5
22088	Castillazuelo	09	Cataluña	5
22088	Castillazuelo	02	Aragón	1
22088	Castillazuelo	15	Navarra (Comunidad Foral de)	1
22089	Castillonroy	09	Cataluña	12
22089	Castillonroy	02	Aragón	2
22089	Castillonroy	13	Madrid (Comunidad de)	1
22090	Colungo	02	Aragón	6
22090	Colungo	09	Cataluña	1
22090	Colungo	13	Madrid (Comunidad de)	1
22094	Chalamera	09	Cataluña	3
22095	Chía	02	Aragón	2
22095	Chía	10	Comunitat Valenciana	2
22095	Chía	09	Cataluña	1
22096	Chimillas	02	Aragón	17
22096	Chimillas	03	Asturias (Principado de)	1
22096	Chimillas	09	Cataluña	1
22099	Esplús	02	Aragón	11
22102	Estada	02	Aragón	14
22102	Estada	13	Madrid (Comunidad de)	2
22102	Estada	09	Cataluña	1
22103	Estadilla	02	Aragón	40
22103	Estadilla	09	Cataluña	9
22103	Estadilla	01	Andalucía	2
22103	Estadilla	17	Rioja (La)	1
22105	Estopiñán del Castillo	09	Cataluña	17
22105	Estopiñán del Castillo	02	Aragón	8
22105	Estopiñán del Castillo	10	Comunitat Valenciana	1
22107	Fanlo	02	Aragón	23
22107	Fanlo	16	País Vasco	10
22107	Fanlo	09	Cataluña	3
22107	Fanlo	08	Castilla-La Mancha	2
22109	Fiscal	02	Aragón	15
22109	Fiscal	09	Cataluña	2
22110	Fonz	02	Aragón	28
22110	Fonz	09	Cataluña	19
22110	Fonz	10	Comunitat Valenciana	1
22110	Fonz	13	Madrid (Comunidad de)	1
22110	Fonz	15	Navarra (Comunidad Foral de)	1
22111	Foradada del Toscar	02	Aragón	9
22111	Foradada del Toscar	09	Cataluña	6
22112	Fraga	02	Aragón	129
22112	Fraga	09	Cataluña	124
22112	Fraga	01	Andalucía	6
22112	Fraga	10	Comunitat Valenciana	5
22112	Fraga	07	Castilla y León	3
22112	Fraga	08	Castilla-La Mancha	2
22112	Fraga	12	Galicia	2
22112	Fraga	13	Madrid (Comunidad de)	2
22112	Fraga	04	Balears (Illes)	1
22112	Fraga	06	Cantabria	1
22112	Fraga	11	Extremadura	1
22113	Fueva (La)	02	Aragón	24
22113	Fueva (La)	09	Cataluña	1
22113	Fueva (La)	10	Comunitat Valenciana	1
22113	Fueva (La)	13	Madrid (Comunidad de)	1
22114	Gistaín	02	Aragón	5
22115	Grado (El)	02	Aragón	30
22115	Grado (El)	09	Cataluña	3
22115	Grado (El)	01	Andalucía	1
22115	Grado (El)	10	Comunitat Valenciana	1
22115	Grado (El)	12	Galicia	1
22116	Grañén	02	Aragón	69
22116	Grañén	09	Cataluña	3
22116	Grañén	06	Cantabria	2
22116	Grañén	10	Comunitat Valenciana	1
22116	Grañén	12	Galicia	1
22116	Grañén	13	Madrid (Comunidad de)	1
22117	Graus	02	Aragón	74
22117	Graus	09	Cataluña	38
22117	Graus	13	Madrid (Comunidad de)	4
22117	Graus	07	Castilla y León	2
22117	Graus	01	Andalucía	1
22117	Graus	08	Castilla-La Mancha	1
22117	Graus	15	Navarra (Comunidad Foral de)	1
22119	Gurrea de Gállego	02	Aragón	68
22119	Gurrea de Gállego	10	Comunitat Valenciana	4
22119	Gurrea de Gállego	03	Asturias (Principado de)	2
22119	Gurrea de Gállego	01	Andalucía	1
22119	Gurrea de Gállego	08	Castilla-La Mancha	1
22119	Gurrea de Gállego	09	Cataluña	1
22122	Hoz de Jaca	02	Aragón	6
22122	Hoz de Jaca	13	Madrid (Comunidad de)	1
22124	Huerto	02	Aragón	47
22124	Huerto	09	Cataluña	4
22124	Huerto	01	Andalucía	1
22125	Huesca	02	Aragón	2640
22125	Huesca	09	Cataluña	240
22125	Huesca	10	Comunitat Valenciana	57
22125	Huesca	07	Castilla y León	33
22125	Huesca	01	Andalucía	24
22125	Huesca	13	Madrid (Comunidad de)	21
22125	Huesca	12	Galicia	18
22125	Huesca	08	Castilla-La Mancha	13
22125	Huesca	11	Extremadura	12
22125	Huesca	16	País Vasco	10
22125	Huesca	15	Navarra (Comunidad Foral de)	8
22125	Huesca	03	Asturias (Principado de)	4
22125	Huesca	04	Balears (Illes)	4
22125	Huesca	05	Canarias	2
22125	Huesca	14	Murcia (Región de)	2
22125	Huesca	17	Rioja (La)	2
22125	Huesca	06	Cantabria	1
22125	Huesca	19	Ciudad Autónoma de Melilla	1
22126	Ibieca	02	Aragón	8
22126	Ibieca	09	Cataluña	1
22127	Igriés	02	Aragón	20
22127	Igriés	09	Cataluña	1
22128	Ilche	02	Aragón	10
22128	Ilche	09	Cataluña	3
22129	Isábena	02	Aragón	6
22129	Isábena	13	Madrid (Comunidad de)	2
22129	Isábena	15	Navarra (Comunidad Foral de)	2
22129	Isábena	01	Andalucía	1
22130	Jaca	02	Aragón	392
22130	Jaca	09	Cataluña	37
22130	Jaca	10	Comunitat Valenciana	27
22130	Jaca	13	Madrid (Comunidad de)	24
22130	Jaca	01	Andalucía	14
22130	Jaca	16	País Vasco	12
22130	Jaca	15	Navarra (Comunidad Foral de)	11
22130	Jaca	07	Castilla y León	9
22130	Jaca	14	Murcia (Región de)	7
22130	Jaca	03	Asturias (Principado de)	4
22130	Jaca	11	Extremadura	4
22130	Jaca	12	Galicia	2
22130	Jaca	17	Rioja (La)	1
22131	Jasa	02	Aragón	10
22131	Jasa	09	Cataluña	1
22133	Labuerda	02	Aragón	5
22133	Labuerda	09	Cataluña	5
22133	Labuerda	01	Andalucía	2
22135	Laluenga	02	Aragón	12
22135	Laluenga	09	Cataluña	1
22136	Lalueza	02	Aragón	65
22136	Lalueza	09	Cataluña	10
22136	Lalueza	06	Cantabria	1
22137	Lanaja	02	Aragón	54
22137	Lanaja	09	Cataluña	5
22137	Lanaja	08	Castilla-La Mancha	3
22139	Laperdiguera	02	Aragón	7
22141	Lascellas-Ponzano	02	Aragón	6
22141	Lascellas-Ponzano	09	Cataluña	1
22142	Lascuarre	02	Aragón	12
22142	Lascuarre	09	Cataluña	2
22142	Lascuarre	13	Madrid (Comunidad de)	1
22143	Laspaúles	02	Aragón	21
22143	Laspaúles	09	Cataluña	6
22144	Laspuña	02	Aragón	24
22144	Laspuña	09	Cataluña	8
22144	Laspuña	13	Madrid (Comunidad de)	3
22149	Loarre	02	Aragón	42
22150	Loporzano	02	Aragón	79
22150	Loporzano	09	Cataluña	2
22150	Loporzano	06	Cantabria	1
22151	Loscorrales	02	Aragón	18
22155	Monesma y Cajigar	02	Aragón	19
22155	Monesma y Cajigar	09	Cataluña	2
22156	Monflorite-Lascasas	02	Aragón	23
22156	Monflorite-Lascasas	09	Cataluña	1
22157	Montanuy	09	Cataluña	10
22157	Montanuy	02	Aragón	9
22157	Montanuy	07	Castilla y León	1
22157	Montanuy	13	Madrid (Comunidad de)	1
22158	Monzón	02	Aragón	501
22158	Monzón	09	Cataluña	216
22158	Monzón	08	Castilla-La Mancha	18
22158	Monzón	10	Comunitat Valenciana	15
22158	Monzón	01	Andalucía	11
22158	Monzón	07	Castilla y León	6
22158	Monzón	12	Galicia	4
22158	Monzón	13	Madrid (Comunidad de)	4
22158	Monzón	11	Extremadura	3
22158	Monzón	15	Navarra (Comunidad Foral de)	3
22158	Monzón	04	Balears (Illes)	1
22158	Monzón	05	Canarias	1
22158	Monzón	06	Cantabria	1
22158	Monzón	14	Murcia (Región de)	1
22160	Naval	02	Aragón	24
22160	Naval	09	Cataluña	9
22162	Novales	02	Aragón	13
22163	Nueno	02	Aragón	25
22163	Nueno	09	Cataluña	3
22164	Olvena	02	Aragón	5
22164	Olvena	09	Cataluña	1
22165	Ontiñena	02	Aragón	7
22165	Ontiñena	09	Cataluña	6
22167	Osso de Cinca	09	Cataluña	8
22167	Osso de Cinca	02	Aragón	6
22168	Palo	02	Aragón	2
22170	Panticosa	02	Aragón	53
22170	Panticosa	13	Madrid (Comunidad de)	4
22170	Panticosa	09	Cataluña	3
22170	Panticosa	14	Murcia (Región de)	1
22170	Panticosa	16	País Vasco	1
22172	Peñalba	02	Aragón	11
22172	Peñalba	09	Cataluña	5
22173	Peñas de Riglos (Las)	02	Aragón	36
22173	Peñas de Riglos (Las)	09	Cataluña	1
22174	Peralta de Alcofea	02	Aragón	40
22174	Peralta de Alcofea	09	Cataluña	12
22174	Peralta de Alcofea	13	Madrid (Comunidad de)	1
22175	Peralta de Calasanz	02	Aragón	16
22175	Peralta de Calasanz	09	Cataluña	4
22176	Peraltilla	02	Aragón	7
22176	Peraltilla	09	Cataluña	3
22177	Perarrúa	02	Aragón	3
22177	Perarrúa	09	Cataluña	3
22178	Pertusa	02	Aragón	9
22181	Piracés	02	Aragón	12
22182	Plan	02	Aragón	13
22182	Plan	09	Cataluña	3
22182	Plan	10	Comunitat Valenciana	1
22182	Plan	16	País Vasco	1
22184	Poleñino	02	Aragón	6
22184	Poleñino	09	Cataluña	2
22186	Pozán de Vero	02	Aragón	1
22186	Pozán de Vero	12	Galicia	1
22187	Puebla de Castro (La)	02	Aragón	10
22187	Puebla de Castro (La)	09	Cataluña	3
22187	Puebla de Castro (La)	11	Extremadura	1
22187	Puebla de Castro (La)	16	País Vasco	1
22188	Puente de Montañana	09	Cataluña	9
22188	Puente de Montañana	02	Aragón	1
22189	Puértolas	02	Aragón	13
22189	Puértolas	09	Cataluña	1
22190	Pueyo de Araguás (El)	02	Aragón	12
22190	Pueyo de Araguás (El)	09	Cataluña	3
22193	Pueyo de Santa Cruz	02	Aragón	20
22193	Pueyo de Santa Cruz	09	Cataluña	11
22193	Pueyo de Santa Cruz	10	Comunitat Valenciana	2
22193	Pueyo de Santa Cruz	11	Extremadura	2
22195	Quicena	02	Aragón	14
22197	Robres	02	Aragón	16
22197	Robres	09	Cataluña	1
22199	Sabiñánigo	02	Aragón	356
22199	Sabiñánigo	09	Cataluña	27
22199	Sabiñánigo	10	Comunitat Valenciana	12
22199	Sabiñánigo	01	Andalucía	10
22199	Sabiñánigo	07	Castilla y León	6
22199	Sabiñánigo	06	Cantabria	3
22199	Sabiñánigo	13	Madrid (Comunidad de)	3
22199	Sabiñánigo	08	Castilla-La Mancha	2
22199	Sabiñánigo	12	Galicia	2
22199	Sabiñánigo	14	Murcia (Región de)	2
22199	Sabiñánigo	15	Navarra (Comunidad Foral de)	2
22199	Sabiñánigo	04	Balears (Illes)	1
22199	Sabiñánigo	16	País Vasco	1
22200	Sahún	02	Aragón	10
22200	Sahún	09	Cataluña	3
22201	Salas Altas	02	Aragón	8
22201	Salas Altas	09	Cataluña	1
22202	Salas Bajas	02	Aragón	6
22202	Salas Bajas	09	Cataluña	2
22203	Salillas	02	Aragón	15
22204	Sallent de Gállego	02	Aragón	46
22204	Sallent de Gállego	16	País Vasco	7
22204	Sallent de Gállego	09	Cataluña	4
22204	Sallent de Gállego	13	Madrid (Comunidad de)	4
22204	Sallent de Gállego	07	Castilla y León	3
22204	Sallent de Gállego	15	Navarra (Comunidad Foral de)	2
22204	Sallent de Gállego	01	Andalucía	1
22204	Sallent de Gállego	11	Extremadura	1
22205	San Esteban de Litera	02	Aragón	17
22205	San Esteban de Litera	09	Cataluña	16
22205	San Esteban de Litera	10	Comunitat Valenciana	1
22205	San Esteban de Litera	13	Madrid (Comunidad de)	1
22206	Sangarrén	02	Aragón	16
22206	Sangarrén	06	Cantabria	1
22206	Sangarrén	09	Cataluña	1
22207	San Juan de Plan	02	Aragón	9
22207	San Juan de Plan	15	Navarra (Comunidad Foral de)	2
22208	Santa Cilia	02	Aragón	9
22208	Santa Cilia	04	Balears (Illes)	1
22209	Santa Cruz de la Serós	02	Aragón	12
22209	Santa Cruz de la Serós	09	Cataluña	2
22212	Santaliestra y San Quílez	02	Aragón	3
22212	Santaliestra y San Quílez	09	Cataluña	3
22213	Sariñena	02	Aragón	184
22213	Sariñena	09	Cataluña	25
22213	Sariñena	10	Comunitat Valenciana	4
22213	Sariñena	13	Madrid (Comunidad de)	3
22213	Sariñena	03	Asturias (Principado de)	2
22213	Sariñena	06	Cantabria	2
22213	Sariñena	15	Navarra (Comunidad Foral de)	2
22214	Secastilla	02	Aragón	4
22214	Secastilla	10	Comunitat Valenciana	2
22215	Seira	02	Aragón	34
22215	Seira	09	Cataluña	6
22215	Seira	13	Madrid (Comunidad de)	1
22217	Sena	02	Aragón	18
22217	Sena	09	Cataluña	4
22217	Sena	11	Extremadura	1
22217	Sena	15	Navarra (Comunidad Foral de)	1
22218	Senés de Alcubierre	02	Aragón	7
22220	Sesa	02	Aragón	11
22220	Sesa	09	Cataluña	1
22221	Sesué	09	Cataluña	9
22221	Sesué	02	Aragón	8
22222	Siétamo	02	Aragón	39
22222	Siétamo	09	Cataluña	4
22222	Siétamo	01	Andalucía	1
22222	Siétamo	04	Balears (Illes)	1
22222	Siétamo	06	Cantabria	1
22222	Siétamo	10	Comunitat Valenciana	1
22223	Sopeira	02	Aragón	2
22225	Tamarite de Litera	02	Aragón	86
22225	Tamarite de Litera	09	Cataluña	36
22225	Tamarite de Litera	10	Comunitat Valenciana	1
22225	Tamarite de Litera	14	Murcia (Región de)	1
22225	Tamarite de Litera	19	Ciudad Autónoma de Melilla	1
22226	Tardienta	02	Aragón	55
22226	Tardienta	09	Cataluña	4
22226	Tardienta	10	Comunitat Valenciana	3
22226	Tardienta	13	Madrid (Comunidad de)	2
22226	Tardienta	11	Extremadura	1
22226	Tardienta	15	Navarra (Comunidad Foral de)	1
22227	Tella-Sin	02	Aragón	35
22227	Tella-Sin	09	Cataluña	1
22227	Tella-Sin	10	Comunitat Valenciana	1
22227	Tella-Sin	15	Navarra (Comunidad Foral de)	1
22228	Tierz	02	Aragón	22
22229	Tolva	02	Aragón	13
22229	Tolva	09	Cataluña	6
22229	Tolva	10	Comunitat Valenciana	2
22230	Torla	02	Aragón	13
22230	Torla	09	Cataluña	4
22230	Torla	01	Andalucía	1
22230	Torla	12	Galicia	1
22230	Torla	16	País Vasco	1
22232	Torralba de Aragón	02	Aragón	11
22233	Torre la Ribera	02	Aragón	9
22233	Torre la Ribera	09	Cataluña	1
22234	Torrente de Cinca	09	Cataluña	12
22234	Torrente de Cinca	02	Aragón	7
22234	Torrente de Cinca	01	Andalucía	1
22235	Torres de Alcanadre	02	Aragón	3
22235	Torres de Alcanadre	09	Cataluña	2
22236	Torres de Barbués	02	Aragón	11
22236	Torres de Barbués	08	Castilla-La Mancha	1
22239	Tramaced	02	Aragón	8
22242	Valfarta	02	Aragón	2
22244	Valle de Lierp	02	Aragón	3
22245	Velilla de Cinca	09	Cataluña	3
22245	Velilla de Cinca	04	Balears (Illes)	2
22245	Velilla de Cinca	02	Aragón	1
22246	Veracruz	02	Aragón	4
22246	Veracruz	09	Cataluña	1
22248	Vicién	02	Aragón	18
22248	Vicién	09	Cataluña	1
22249	Villanova	02	Aragón	12
22249	Villanova	09	Cataluña	8
22250	Villanúa	02	Aragón	41
22250	Villanúa	13	Madrid (Comunidad de)	4
22250	Villanúa	09	Cataluña	1
22250	Villanúa	12	Galicia	1
22251	Villanueva de Sigena	02	Aragón	9
22251	Villanueva de Sigena	09	Cataluña	5
22252	Yebra de Basa	02	Aragón	15
22253	Yésero	02	Aragón	20
22253	Yésero	09	Cataluña	1
22254	Zaidín	02	Aragón	36
22254	Zaidín	09	Cataluña	22
22254	Zaidín	07	Castilla y León	1
22254	Zaidín	15	Navarra (Comunidad Foral de)	1
22901	Valle de Hecho	02	Aragón	49
22901	Valle de Hecho	09	Cataluña	6
22901	Valle de Hecho	07	Castilla y León	2
22902	Puente la Reina de Jaca	02	Aragón	10
22902	Puente la Reina de Jaca	09	Cataluña	1
22903	San Miguel del Cinca	02	Aragón	33
22903	San Miguel del Cinca	09	Cataluña	9
22903	San Miguel del Cinca	07	Castilla y León	1
22904	Sotonera (La)	02	Aragón	87
22904	Sotonera (La)	09	Cataluña	5
22904	Sotonera (La)	06	Cantabria	1
22905	Lupiñén-Ortilla	02	Aragón	38
22905	Lupiñén-Ortilla	09	Cataluña	3
22905	Lupiñén-Ortilla	13	Madrid (Comunidad de)	1
22906	Santa María de Dulcis	02	Aragón	6
22906	Santa María de Dulcis	09	Cataluña	1
22907	Aínsa-Sobrarbe	02	Aragón	76
22907	Aínsa-Sobrarbe	09	Cataluña	24
22907	Aínsa-Sobrarbe	12	Galicia	6
22907	Aínsa-Sobrarbe	13	Madrid (Comunidad de)	4
22907	Aínsa-Sobrarbe	01	Andalucía	1
22907	Aínsa-Sobrarbe	06	Cantabria	1
22907	Aínsa-Sobrarbe	07	Castilla y León	1
22907	Aínsa-Sobrarbe	16	País Vasco	1
22908	Hoz y Costeán	02	Aragón	16
22908	Hoz y Costeán	09	Cataluña	1
22909	Vencillón	09	Cataluña	17
22909	Vencillón	02	Aragón	10
44001	Ababuj	10	Comunitat Valenciana	3
44001	Ababuj	02	Aragón	2
44002	Abejuela	10	Comunitat Valenciana	20
44003	Aguatón	02	Aragón	1
44003	Aguatón	09	Cataluña	1
44004	Aguaviva	09	Cataluña	9
44004	Aguaviva	02	Aragón	8
44004	Aguaviva	10	Comunitat Valenciana	3
44005	Aguilar del Alfambra	02	Aragón	6
44005	Aguilar del Alfambra	10	Comunitat Valenciana	1
44006	Alacón	02	Aragón	51
44006	Alacón	09	Cataluña	2
44007	Alba	02	Aragón	15
44007	Alba	10	Comunitat Valenciana	6
44008	Albalate del Arzobispo	02	Aragón	41
44008	Albalate del Arzobispo	10	Comunitat Valenciana	10
44008	Albalate del Arzobispo	09	Cataluña	4
44009	Albarracín	02	Aragón	94
