Municipio código	Municipio nombre	Explotaciones	Porcentaje de SAU en propiedad del titular
44246	Valderrobres	24	b) < 10% de la SAU en propiedad
44246	Valderrobres	12	c) >=10% a < 25%  de la SAU en propiedad
44246	Valderrobres	9	d) >=25% a < 50%  de la SAU en propiedad
44246	Valderrobres	15	e) >=50% a < 75%  de la SAU en propiedad
44246	Valderrobres	10	f) >= 75% a < 90%  de la SAU en propiedad
44246	Valderrobres	160	g) >= 90%  de la SAU en propiedad
44247	Valjunquera	1	a) No hay SAU
44247	Valjunquera	11	b) < 10% de la SAU en propiedad
44247	Valjunquera	4	c) >=10% a < 25%  de la SAU en propiedad
44247	Valjunquera	3	d) >=25% a < 50%  de la SAU en propiedad
44247	Valjunquera	5	e) >=50% a < 75%  de la SAU en propiedad
44247	Valjunquera	8	f) >= 75% a < 90%  de la SAU en propiedad
44247	Valjunquera	68	g) >= 90%  de la SAU en propiedad
44249	Vallecillo (El)	1	a) No hay SAU
44249	Vallecillo (El)	1	g) >= 90%  de la SAU en propiedad
44250	Veguillas de la Sierra	2	b) < 10% de la SAU en propiedad
44250	Veguillas de la Sierra	1	c) >=10% a < 25%  de la SAU en propiedad
44250	Veguillas de la Sierra	1	d) >=25% a < 50%  de la SAU en propiedad
44250	Veguillas de la Sierra	1	g) >= 90%  de la SAU en propiedad
44251	Villafranca del Campo	17	b) < 10% de la SAU en propiedad
44251	Villafranca del Campo	7	c) >=10% a < 25%  de la SAU en propiedad
44251	Villafranca del Campo	5	d) >=25% a < 50%  de la SAU en propiedad
44251	Villafranca del Campo	11	e) >=50% a < 75%  de la SAU en propiedad
44251	Villafranca del Campo	8	f) >= 75% a < 90%  de la SAU en propiedad
44251	Villafranca del Campo	14	g) >= 90%  de la SAU en propiedad
44252	Villahermosa del Campo	1	a) No hay SAU
44252	Villahermosa del Campo	2	b) < 10% de la SAU en propiedad
44252	Villahermosa del Campo	1	c) >=10% a < 25%  de la SAU en propiedad
44252	Villahermosa del Campo	2	d) >=25% a < 50%  de la SAU en propiedad
44252	Villahermosa del Campo	1	e) >=50% a < 75%  de la SAU en propiedad
44252	Villahermosa del Campo	2	f) >= 75% a < 90%  de la SAU en propiedad
44252	Villahermosa del Campo	9	g) >= 90%  de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	2	b) < 10% de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	1	c) >=10% a < 25%  de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	2	d) >=25% a < 50%  de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	3	e) >=50% a < 75%  de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	1	f) >= 75% a < 90%  de la SAU en propiedad
44256	Villanueva del Rebollar de la Sierra	1	g) >= 90%  de la SAU en propiedad
44257	Villar del Cobo	7	a) No hay SAU
44257	Villar del Cobo	9	b) < 10% de la SAU en propiedad
44257	Villar del Cobo	2	c) >=10% a < 25%  de la SAU en propiedad
44257	Villar del Cobo	1	d) >=25% a < 50%  de la SAU en propiedad
44257	Villar del Cobo	2	e) >=50% a < 75%  de la SAU en propiedad
44257	Villar del Cobo	11	g) >= 90%  de la SAU en propiedad
44258	Villar del Salz	6	b) < 10% de la SAU en propiedad
44258	Villar del Salz	1	d) >=25% a < 50%  de la SAU en propiedad
44258	Villar del Salz	3	e) >=50% a < 75%  de la SAU en propiedad
44258	Villar del Salz	4	g) >= 90%  de la SAU en propiedad
44260	Villarluengo	11	b) < 10% de la SAU en propiedad
44260	Villarluengo	1	c) >=10% a < 25%  de la SAU en propiedad
44260	Villarluengo	5	d) >=25% a < 50%  de la SAU en propiedad
44260	Villarluengo	3	e) >=50% a < 75%  de la SAU en propiedad
44260	Villarluengo	11	g) >= 90%  de la SAU en propiedad
44261	Villarquemado	4	a) No hay SAU
44261	Villarquemado	23	b) < 10% de la SAU en propiedad
44261	Villarquemado	10	c) >=10% a < 25%  de la SAU en propiedad
44261	Villarquemado	10	d) >=25% a < 50%  de la SAU en propiedad
44261	Villarquemado	20	e) >=50% a < 75%  de la SAU en propiedad
44261	Villarquemado	12	f) >= 75% a < 90%  de la SAU en propiedad
44261	Villarquemado	50	g) >= 90%  de la SAU en propiedad
44262	Villarroya de los Pinares	2	a) No hay SAU
44262	Villarroya de los Pinares	10	b) < 10% de la SAU en propiedad
44262	Villarroya de los Pinares	2	c) >=10% a < 25%  de la SAU en propiedad
44262	Villarroya de los Pinares	1	d) >=25% a < 50%  de la SAU en propiedad
44262	Villarroya de los Pinares	1	e) >=50% a < 75%  de la SAU en propiedad
44262	Villarroya de los Pinares	15	g) >= 90%  de la SAU en propiedad
44263	Villastar	3	b) < 10% de la SAU en propiedad
44263	Villastar	1	c) >=10% a < 25%  de la SAU en propiedad
44263	Villastar	2	d) >=25% a < 50%  de la SAU en propiedad
44263	Villastar	5	e) >=50% a < 75%  de la SAU en propiedad
44263	Villastar	1	f) >= 75% a < 90%  de la SAU en propiedad
44263	Villastar	18	g) >= 90%  de la SAU en propiedad
44264	Villel	1	a) No hay SAU
44264	Villel	4	b) < 10% de la SAU en propiedad
44264	Villel	1	c) >=10% a < 25%  de la SAU en propiedad
44264	Villel	4	d) >=25% a < 50%  de la SAU en propiedad
44264	Villel	1	e) >=50% a < 75%  de la SAU en propiedad
44264	Villel	22	g) >= 90%  de la SAU en propiedad
44265	Vinaceite	1	a) No hay SAU
44265	Vinaceite	8	b) < 10% de la SAU en propiedad
44265	Vinaceite	2	c) >=10% a < 25%  de la SAU en propiedad
44265	Vinaceite	9	d) >=25% a < 50%  de la SAU en propiedad
44265	Vinaceite	10	e) >=50% a < 75%  de la SAU en propiedad
44265	Vinaceite	3	f) >= 75% a < 90%  de la SAU en propiedad
44265	Vinaceite	17	g) >= 90%  de la SAU en propiedad
44266	Visiedo	1	a) No hay SAU
44266	Visiedo	5	b) < 10% de la SAU en propiedad
44266	Visiedo	4	c) >=10% a < 25%  de la SAU en propiedad
44266	Visiedo	8	d) >=25% a < 50%  de la SAU en propiedad
44266	Visiedo	10	e) >=50% a < 75%  de la SAU en propiedad
44266	Visiedo	2	f) >= 75% a < 90%  de la SAU en propiedad
44266	Visiedo	20	g) >= 90%  de la SAU en propiedad
44267	Vivel del Río Martín	2	b) < 10% de la SAU en propiedad
44267	Vivel del Río Martín	2	c) >=10% a < 25%  de la SAU en propiedad
44267	Vivel del Río Martín	1	d) >=25% a < 50%  de la SAU en propiedad
44267	Vivel del Río Martín	3	e) >=50% a < 75%  de la SAU en propiedad
44267	Vivel del Río Martín	9	g) >= 90%  de la SAU en propiedad
44268	Zoma (La)	1	d) >=25% a < 50%  de la SAU en propiedad
44268	Zoma (La)	4	g) >= 90%  de la SAU en propiedad
50001	Abanto	5	b) < 10% de la SAU en propiedad
50001	Abanto	2	c) >=10% a < 25%  de la SAU en propiedad
50001	Abanto	3	d) >=25% a < 50%  de la SAU en propiedad
50001	Abanto	2	e) >=50% a < 75%  de la SAU en propiedad
50001	Abanto	3	f) >= 75% a < 90%  de la SAU en propiedad
50001	Abanto	3	g) >= 90%  de la SAU en propiedad
50002	Acered	6	b) < 10% de la SAU en propiedad
50002	Acered	2	c) >=10% a < 25%  de la SAU en propiedad
50002	Acered	2	d) >=25% a < 50%  de la SAU en propiedad
50002	Acered	7	e) >=50% a < 75%  de la SAU en propiedad
50002	Acered	8	f) >= 75% a < 90%  de la SAU en propiedad
50002	Acered	50	g) >= 90%  de la SAU en propiedad
50003	Agón	4	b) < 10% de la SAU en propiedad
50003	Agón	2	c) >=10% a < 25%  de la SAU en propiedad
50003	Agón	2	d) >=25% a < 50%  de la SAU en propiedad
50003	Agón	2	e) >=50% a < 75%  de la SAU en propiedad
50003	Agón	2	f) >= 75% a < 90%  de la SAU en propiedad
50003	Agón	25	g) >= 90%  de la SAU en propiedad
50004	Aguarón	2	a) No hay SAU
50004	Aguarón	6	b) < 10% de la SAU en propiedad
50004	Aguarón	2	c) >=10% a < 25%  de la SAU en propiedad
50004	Aguarón	6	d) >=25% a < 50%  de la SAU en propiedad
50004	Aguarón	12	e) >=50% a < 75%  de la SAU en propiedad
50004	Aguarón	3	f) >= 75% a < 90%  de la SAU en propiedad
50004	Aguarón	187	g) >= 90%  de la SAU en propiedad
50005	Aguilón	1	a) No hay SAU
50005	Aguilón	2	b) < 10% de la SAU en propiedad
50005	Aguilón	2	c) >=10% a < 25%  de la SAU en propiedad
50005	Aguilón	3	d) >=25% a < 50%  de la SAU en propiedad
50005	Aguilón	5	e) >=50% a < 75%  de la SAU en propiedad
50005	Aguilón	1	f) >= 75% a < 90%  de la SAU en propiedad
50005	Aguilón	49	g) >= 90%  de la SAU en propiedad
50006	Ainzón	2	a) No hay SAU
50006	Ainzón	10	b) < 10% de la SAU en propiedad
50006	Ainzón	1	c) >=10% a < 25%  de la SAU en propiedad
50006	Ainzón	6	d) >=25% a < 50%  de la SAU en propiedad
50006	Ainzón	10	e) >=50% a < 75%  de la SAU en propiedad
50006	Ainzón	9	f) >= 75% a < 90%  de la SAU en propiedad
50006	Ainzón	117	g) >= 90%  de la SAU en propiedad
50007	Aladrén	1	b) < 10% de la SAU en propiedad
50007	Aladrén	3	d) >=25% a < 50%  de la SAU en propiedad
50007	Aladrén	1	e) >=50% a < 75%  de la SAU en propiedad
50007	Aladrén	26	g) >= 90%  de la SAU en propiedad
50008	Alagón	3	a) No hay SAU
50008	Alagón	27	b) < 10% de la SAU en propiedad
50008	Alagón	8	c) >=10% a < 25%  de la SAU en propiedad
50008	Alagón	14	d) >=25% a < 50%  de la SAU en propiedad
50008	Alagón	19	e) >=50% a < 75%  de la SAU en propiedad
50008	Alagón	11	f) >= 75% a < 90%  de la SAU en propiedad
50008	Alagón	80	g) >= 90%  de la SAU en propiedad
50009	Alarba	2	b) < 10% de la SAU en propiedad
50009	Alarba	1	c) >=10% a < 25%  de la SAU en propiedad
50009	Alarba	9	e) >=50% a < 75%  de la SAU en propiedad
50009	Alarba	2	f) >= 75% a < 90%  de la SAU en propiedad
50009	Alarba	26	g) >= 90%  de la SAU en propiedad
50010	Alberite de San Juan	1	a) No hay SAU
50010	Alberite de San Juan	1	b) < 10% de la SAU en propiedad
50010	Alberite de San Juan	1	e) >=50% a < 75%  de la SAU en propiedad
50010	Alberite de San Juan	2	f) >= 75% a < 90%  de la SAU en propiedad
50010	Alberite de San Juan	18	g) >= 90%  de la SAU en propiedad
50011	Albeta	1	e) >=50% a < 75%  de la SAU en propiedad
50011	Albeta	11	g) >= 90%  de la SAU en propiedad
50012	Alborge	1	b) < 10% de la SAU en propiedad
50012	Alborge	1	c) >=10% a < 25%  de la SAU en propiedad
50012	Alborge	1	d) >=25% a < 50%  de la SAU en propiedad
50012	Alborge	3	e) >=50% a < 75%  de la SAU en propiedad
50013	Alcalá de Ebro	6	b) < 10% de la SAU en propiedad
50013	Alcalá de Ebro	2	c) >=10% a < 25%  de la SAU en propiedad
50013	Alcalá de Ebro	5	d) >=25% a < 50%  de la SAU en propiedad
50013	Alcalá de Ebro	5	e) >=50% a < 75%  de la SAU en propiedad
50013	Alcalá de Ebro	3	f) >= 75% a < 90%  de la SAU en propiedad
50013	Alcalá de Ebro	20	g) >= 90%  de la SAU en propiedad
50014	Alcalá de Moncayo	4	b) < 10% de la SAU en propiedad
50014	Alcalá de Moncayo	4	d) >=25% a < 50%  de la SAU en propiedad
50014	Alcalá de Moncayo	5	e) >=50% a < 75%  de la SAU en propiedad
50014	Alcalá de Moncayo	3	f) >= 75% a < 90%  de la SAU en propiedad
50014	Alcalá de Moncayo	25	g) >= 90%  de la SAU en propiedad
50015	Alconchel de Ariza	3	a) No hay SAU
50015	Alconchel de Ariza	10	b) < 10% de la SAU en propiedad
50015	Alconchel de Ariza	4	c) >=10% a < 25%  de la SAU en propiedad
50015	Alconchel de Ariza	6	d) >=25% a < 50%  de la SAU en propiedad
50015	Alconchel de Ariza	2	e) >=50% a < 75%  de la SAU en propiedad
50015	Alconchel de Ariza	2	g) >= 90%  de la SAU en propiedad
50016	Aldehuela de Liestos	2	b) < 10% de la SAU en propiedad
50016	Aldehuela de Liestos	2	c) >=10% a < 25%  de la SAU en propiedad
50016	Aldehuela de Liestos	3	d) >=25% a < 50%  de la SAU en propiedad
50016	Aldehuela de Liestos	11	g) >= 90%  de la SAU en propiedad
50017	Alfajarín	1	a) No hay SAU
50017	Alfajarín	17	b) < 10% de la SAU en propiedad
50017	Alfajarín	7	c) >=10% a < 25%  de la SAU en propiedad
50017	Alfajarín	14	d) >=25% a < 50%  de la SAU en propiedad
50017	Alfajarín	11	e) >=50% a < 75%  de la SAU en propiedad
50017	Alfajarín	5	f) >= 75% a < 90%  de la SAU en propiedad
50017	Alfajarín	58	g) >= 90%  de la SAU en propiedad
50018	Alfamén	39	b) < 10% de la SAU en propiedad
50018	Alfamén	10	c) >=10% a < 25%  de la SAU en propiedad
50018	Alfamén	10	d) >=25% a < 50%  de la SAU en propiedad
50018	Alfamén	21	e) >=50% a < 75%  de la SAU en propiedad
50018	Alfamén	13	f) >= 75% a < 90%  de la SAU en propiedad
50018	Alfamén	204	g) >= 90%  de la SAU en propiedad
50019	Alforque	1	b) < 10% de la SAU en propiedad
50019	Alforque	2	c) >=10% a < 25%  de la SAU en propiedad
50019	Alforque	1	f) >= 75% a < 90%  de la SAU en propiedad
50019	Alforque	3	g) >= 90%  de la SAU en propiedad
50020	Alhama de Aragón	1	a) No hay SAU
50020	Alhama de Aragón	7	b) < 10% de la SAU en propiedad
50020	Alhama de Aragón	3	c) >=10% a < 25%  de la SAU en propiedad
50020	Alhama de Aragón	1	d) >=25% a < 50%  de la SAU en propiedad
50020	Alhama de Aragón	3	f) >= 75% a < 90%  de la SAU en propiedad
50020	Alhama de Aragón	14	g) >= 90%  de la SAU en propiedad
50021	Almochuel	5	b) < 10% de la SAU en propiedad
50021	Almochuel	1	d) >=25% a < 50%  de la SAU en propiedad
50021	Almochuel	3	e) >=50% a < 75%  de la SAU en propiedad
50021	Almochuel	1	f) >= 75% a < 90%  de la SAU en propiedad
50022	Almolda (La)	5	a) No hay SAU
50022	Almolda (La)	18	b) < 10% de la SAU en propiedad
50022	Almolda (La)	10	c) >=10% a < 25%  de la SAU en propiedad
50022	Almolda (La)	19	d) >=25% a < 50%  de la SAU en propiedad
50022	Almolda (La)	19	e) >=50% a < 75%  de la SAU en propiedad
50022	Almolda (La)	19	f) >= 75% a < 90%  de la SAU en propiedad
50022	Almolda (La)	55	g) >= 90%  de la SAU en propiedad
50023	Almonacid de la Cuba	2	a) No hay SAU
50023	Almonacid de la Cuba	14	b) < 10% de la SAU en propiedad
50023	Almonacid de la Cuba	3	c) >=10% a < 25%  de la SAU en propiedad
50023	Almonacid de la Cuba	5	d) >=25% a < 50%  de la SAU en propiedad
50023	Almonacid de la Cuba	7	e) >=50% a < 75%  de la SAU en propiedad
50023	Almonacid de la Cuba	3	f) >= 75% a < 90%  de la SAU en propiedad
50023	Almonacid de la Cuba	45	g) >= 90%  de la SAU en propiedad
50024	Almonacid de la Sierra	14	b) < 10% de la SAU en propiedad
50024	Almonacid de la Sierra	4	c) >=10% a < 25%  de la SAU en propiedad
50024	Almonacid de la Sierra	5	d) >=25% a < 50%  de la SAU en propiedad
50024	Almonacid de la Sierra	5	e) >=50% a < 75%  de la SAU en propiedad
50024	Almonacid de la Sierra	10	f) >= 75% a < 90%  de la SAU en propiedad
50024	Almonacid de la Sierra	176	g) >= 90%  de la SAU en propiedad
50025	Almunia de Doña Godina (La)	7	a) No hay SAU
50025	Almunia de Doña Godina (La)	37	b) < 10% de la SAU en propiedad
50025	Almunia de Doña Godina (La)	7	c) >=10% a < 25%  de la SAU en propiedad
50025	Almunia de Doña Godina (La)	16	d) >=25% a < 50%  de la SAU en propiedad
50025	Almunia de Doña Godina (La)	26	e) >=50% a < 75%  de la SAU en propiedad
50025	Almunia de Doña Godina (La)	16	f) >= 75% a < 90%  de la SAU en propiedad
50025	Almunia de Doña Godina (La)	269	g) >= 90%  de la SAU en propiedad
50026	Alpartir	1	a) No hay SAU
50026	Alpartir	15	b) < 10% de la SAU en propiedad
50026	Alpartir	1	d) >=25% a < 50%  de la SAU en propiedad
50026	Alpartir	1	e) >=50% a < 75%  de la SAU en propiedad
50026	Alpartir	2	f) >= 75% a < 90%  de la SAU en propiedad
50026	Alpartir	144	g) >= 90%  de la SAU en propiedad
50027	Ambel	6	a) No hay SAU
50027	Ambel	9	b) < 10% de la SAU en propiedad
50027	Ambel	2	c) >=10% a < 25%  de la SAU en propiedad
50027	Ambel	3	d) >=25% a < 50%  de la SAU en propiedad
50027	Ambel	8	e) >=50% a < 75%  de la SAU en propiedad
50027	Ambel	5	f) >= 75% a < 90%  de la SAU en propiedad
50027	Ambel	84	g) >= 90%  de la SAU en propiedad
50028	Anento	5	b) < 10% de la SAU en propiedad
50028	Anento	1	c) >=10% a < 25%  de la SAU en propiedad
50028	Anento	1	e) >=50% a < 75%  de la SAU en propiedad
50028	Anento	2	f) >= 75% a < 90%  de la SAU en propiedad
50028	Anento	13	g) >= 90%  de la SAU en propiedad
50029	Aniñón	3	a) No hay SAU
50029	Aniñón	2	b) < 10% de la SAU en propiedad
50029	Aniñón	1	c) >=10% a < 25%  de la SAU en propiedad
50029	Aniñón	1	d) >=25% a < 50%  de la SAU en propiedad
50029	Aniñón	5	e) >=50% a < 75%  de la SAU en propiedad
50029	Aniñón	4	f) >= 75% a < 90%  de la SAU en propiedad
50029	Aniñón	169	g) >= 90%  de la SAU en propiedad
50030	Añón de Moncayo	3	b) < 10% de la SAU en propiedad
50030	Añón de Moncayo	2	c) >=10% a < 25%  de la SAU en propiedad
50030	Añón de Moncayo	2	d) >=25% a < 50%  de la SAU en propiedad
50030	Añón de Moncayo	1	e) >=50% a < 75%  de la SAU en propiedad
50030	Añón de Moncayo	1	f) >= 75% a < 90%  de la SAU en propiedad
50030	Añón de Moncayo	19	g) >= 90%  de la SAU en propiedad
50031	Aranda de Moncayo	8	a) No hay SAU
50031	Aranda de Moncayo	3	b) < 10% de la SAU en propiedad
50031	Aranda de Moncayo	2	c) >=10% a < 25%  de la SAU en propiedad
50031	Aranda de Moncayo	2	d) >=25% a < 50%  de la SAU en propiedad
50031	Aranda de Moncayo	5	e) >=50% a < 75%  de la SAU en propiedad
50031	Aranda de Moncayo	1	f) >= 75% a < 90%  de la SAU en propiedad
50031	Aranda de Moncayo	26	g) >= 90%  de la SAU en propiedad
50032	Arándiga	1	a) No hay SAU
50032	Arándiga	10	b) < 10% de la SAU en propiedad
50032	Arándiga	1	c) >=10% a < 25%  de la SAU en propiedad
50032	Arándiga	6	d) >=25% a < 50%  de la SAU en propiedad
50032	Arándiga	2	e) >=50% a < 75%  de la SAU en propiedad
50032	Arándiga	1	f) >= 75% a < 90%  de la SAU en propiedad
50032	Arándiga	68	g) >= 90%  de la SAU en propiedad
50033	Ardisa	3	b) < 10% de la SAU en propiedad
50033	Ardisa	2	c) >=10% a < 25%  de la SAU en propiedad
50033	Ardisa	1	d) >=25% a < 50%  de la SAU en propiedad
50033	Ardisa	1	e) >=50% a < 75%  de la SAU en propiedad
50033	Ardisa	3	f) >= 75% a < 90%  de la SAU en propiedad
50033	Ardisa	6	g) >= 90%  de la SAU en propiedad
50034	Ariza	2	a) No hay SAU
50034	Ariza	15	b) < 10% de la SAU en propiedad
50034	Ariza	8	c) >=10% a < 25%  de la SAU en propiedad
50034	Ariza	7	d) >=25% a < 50%  de la SAU en propiedad
50034	Ariza	5	e) >=50% a < 75%  de la SAU en propiedad
50034	Ariza	27	g) >= 90%  de la SAU en propiedad
50035	Artieda	1	a) No hay SAU
50035	Artieda	4	b) < 10% de la SAU en propiedad
50035	Artieda	3	e) >=50% a < 75%  de la SAU en propiedad
50035	Artieda	2	g) >= 90%  de la SAU en propiedad
50036	Asín	3	b) < 10% de la SAU en propiedad
50036	Asín	1	c) >=10% a < 25%  de la SAU en propiedad
50036	Asín	1	d) >=25% a < 50%  de la SAU en propiedad
50036	Asín	5	g) >= 90%  de la SAU en propiedad
50037	Atea	2	b) < 10% de la SAU en propiedad
50037	Atea	5	d) >=25% a < 50%  de la SAU en propiedad
50037	Atea	3	e) >=50% a < 75%  de la SAU en propiedad
50037	Atea	4	f) >= 75% a < 90%  de la SAU en propiedad
50037	Atea	61	g) >= 90%  de la SAU en propiedad
50038	Ateca	1	a) No hay SAU
50038	Ateca	12	b) < 10% de la SAU en propiedad
50038	Ateca	4	c) >=10% a < 25%  de la SAU en propiedad
50038	Ateca	3	d) >=25% a < 50%  de la SAU en propiedad
50038	Ateca	6	e) >=50% a < 75%  de la SAU en propiedad
50038	Ateca	3	f) >= 75% a < 90%  de la SAU en propiedad
50038	Ateca	84	g) >= 90%  de la SAU en propiedad
50039	Azuara	2	a) No hay SAU
50039	Azuara	12	b) < 10% de la SAU en propiedad
50039	Azuara	4	c) >=10% a < 25%  de la SAU en propiedad
50039	Azuara	11	d) >=25% a < 50%  de la SAU en propiedad
50039	Azuara	16	e) >=50% a < 75%  de la SAU en propiedad
50039	Azuara	16	f) >= 75% a < 90%  de la SAU en propiedad
50039	Azuara	67	g) >= 90%  de la SAU en propiedad
50040	Badules	5	b) < 10% de la SAU en propiedad
50040	Badules	2	c) >=10% a < 25%  de la SAU en propiedad
50040	Badules	2	d) >=25% a < 50%  de la SAU en propiedad
50040	Badules	1	e) >=50% a < 75%  de la SAU en propiedad
50040	Badules	1	f) >= 75% a < 90%  de la SAU en propiedad
50040	Badules	15	g) >= 90%  de la SAU en propiedad
50041	Bagüés	6	b) < 10% de la SAU en propiedad
50041	Bagüés	1	c) >=10% a < 25%  de la SAU en propiedad
50041	Bagüés	1	e) >=50% a < 75%  de la SAU en propiedad
50041	Bagüés	2	g) >= 90%  de la SAU en propiedad
50042	Balconchán	2	b) < 10% de la SAU en propiedad
50042	Balconchán	2	c) >=10% a < 25%  de la SAU en propiedad
50042	Balconchán	1	d) >=25% a < 50%  de la SAU en propiedad
50042	Balconchán	1	e) >=50% a < 75%  de la SAU en propiedad
50042	Balconchán	2	f) >= 75% a < 90%  de la SAU en propiedad
50042	Balconchán	7	g) >= 90%  de la SAU en propiedad
50043	Bárboles	2	a) No hay SAU
50043	Bárboles	5	b) < 10% de la SAU en propiedad
50043	Bárboles	2	d) >=25% a < 50%  de la SAU en propiedad
50043	Bárboles	3	e) >=50% a < 75%  de la SAU en propiedad
50043	Bárboles	4	f) >= 75% a < 90%  de la SAU en propiedad
50043	Bárboles	29	g) >= 90%  de la SAU en propiedad
50044	Bardallur	6	b) < 10% de la SAU en propiedad
