Año	Tipo de nacionalidad	Residencia provincia código	Residencia provincia nombre	Índice de envejecimiento	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Tasa de masculinidad
2015	Extranjeros	22	Huesca	9,375	21,0473397570172	76,9794721407625	1,97318810222036	15,429409300377	28,5756179304566	52,7607875994973	78,7431922915794	32,8821952241307	115,103181039921
2015	Extranjeros	44	Teruel	6,62057963307631	25,581553530132	72,7247993470276	1,69364712284043	19,6163787239831	32,6962318051966	55,2373826690246	79,9959189225956	31,4539518432866	114,096403087229
2015	Extranjeros	50	Zaragoza	8,41529552348561	21,4130359901979	76,7849937506766	1,80197025912549	16,532658865674	28,1760832980681	53,0690574839338	79,0268770113472	32,612350040842	107,538807189542
2016	Extranjeros	22	Huesca	10,4675217211419	20,8218470020675	76,9986216402481	2,17953135768436	15,3902481047553	28,2219159200551	51,2922122674018	77,5671950379049	33,2375516884907	113,637618477961
2016	Extranjeros	44	Teruel	7,29661727704781	25,774607292117	72,3447182591151	1,88067444876783	19,5201037613489	32,7712926934717	53,6388528606427	78,98112119902	31,7802997550079	110,911854103343
2016	Extranjeros	50	Zaragoza	9,27446954140999	21,3687982532204	76,6493590614194	1,98184268536027	16,4199375254652	27,9902631661426	51,0337550538556	77,261567713829	33,1173069087642	105,132656122755
2017	Extranjeros	22	Huesca	11,3362068965517	20,5920205920206	77,0736253494874	2,33435405849199	15,1777393156704	27,9456796698176	49,9267740647051	76,0529001908312	33,6866151866152	112,615587846764
2017	Extranjeros	44	Teruel	8,45523698069046	25,4808409124795	72,3646936036976	2,15446548382287	19,3380050693306	32,615178172059	52,2513791561056	77,4340241538691	32,16534963471	109,038491506935
2017	Extranjeros	50	Zaragoza	10,1392784142226	21,6229828348237	76,1846027340939	2,19241443108233	16,4806249357591	28,4921369102683	50,6567992599445	76,4950149038956	33,2914893617021	101,332698714898
2018	Extranjeros	22	Huesca	12,1471879573489	20,625269512721	76,869340232859	2,50539025442001	15,1703320396723	28,0336351875809	49,2626131953428	75,2652005174644	33,9031910306166	111,471821995258
2018	Extranjeros	44	Teruel	9,25329428989751	25,2532722029136	72,409968202322	2,33675959476448	19,1229756710789	32,5075796790653	51,312578569844	76,2700584189899	32,5956888264438	106,742088365693
2018	Extranjeros	50	Zaragoza	11,1783308125945	21,82358295242	75,7369047499975	2,43951229758249	16,5714800108023	29,1321177447264	50,6756418847958	75,9259444483342	33,3945778613509	99,8341028562291
2019	Extranjeros	22	Huesca	13,0864197530864	20,9961716382198	76,2561812091243	2,74764715265593	15,7202105598979	28,617004306907	49,4416972403892	74,7048971127772	33,9125059818153	110,175173916688
2019	Extranjeros	44	Teruel	10,7349537037037	24,9620801733478	72,3582520765619	2,67966775009029	18,9093535572409	32,6760563380282	50,9859154929577	75,2834958468761	32,8547851209823	106,426121962129
2019	Extranjeros	50	Zaragoza	12,6334972029157	21,3774484045734	75,9218322491801	2,70071934624653	16,0783851854536	28,836362318578	50,0045298882024	74,7096341662288	33,8053869430502	99,3606184300834
