Año	Residencia CCAA código	Residencia CCAA nombre	Sexo	% de población de 0 a 19 años	% de población de 20 a 64 años	% de población de 65 y más años	% de población menor de 15	% de población menor de 25	% de población menor de 35	% de población menor de 45	Edad media de la población	Índice de envejecimiento	Índice de juventud	Índice de vejez	Índice de ancianidad	Índice de sobreenvejecimiento	Tasa global de dependencia	Tasa global de dependencia ancianos	Tasa global de dependencia jóvenes	Índice estructura de población activa total	Índice reemplazamiento edad activa total	Tasa de masculinidad	Tasa de feminidad	Índice de maternidad	Índice de potencialidad	Personas
2017	02	Aragón	Mujeres	17,8318033355711	58,229175309834	23,9390213545949	13,5519834654638	22,3115160932632	33,0921543927405	48,2533887501791	45,904752170535	134,249020719295	56,6104322508681	176,64588667483	34,5939337412797	22,0398157309319	59,9769756530805	38,296922364026	21,6800532890545	72,9855872873352	57,1752188963551	0		10,0294511951623	67,0155888724734	662855
2018	02	Aragón	Mujeres	17,8634862717308	58,0181837371651	24,1183299911041	13,5295448034618	22,3575531866773	32,878036277008	47,7716629223648	46,0547502374742	135,014686518789	56,0965241310328	178,26416440066	33,5677669417354	22,5381345336334	60,3794572687395	38,6808467420165	21,6986105267231	70,9518638553358	56,9072420634921	0		9,91842146985486	66,7437449312663	663230
2019	02	Aragón	Mujeres	17,8774358843967	57,987696624424	24,1348674911793	13,4185465983246	22,3931606034726	32,8200694887952	47,4548943533997	46,1450163551437	135,00184057292	55,5981780435658	179,862009006197	33,1280017351966	22,8773277972299	60,1368570306288	38,6488182488815	21,4880387817473	69,4985928956683	56,907871004978	0		9,73552645273823	67,0910812498741	668597
2020	02	Aragón	Mujeres	17,8138667973594	57,9693614619766	24,216771740664	13,2446701864599	22,3806871765169	32,7434338033817	47,0580023316774	46,2817416293524	135,943374990621	54,6921378633632	182,841636671488	32,8498712130504	23,1454679259168	59,9013521921471	38,7229454706075	21,1784067215396	68,4536115974053	56,6107359186799	0		9,4256843731228	67,7490227793503	673335
1998	02	Aragón	Hombres	20,109088174653	61,5926733597864	18,2982384655606	13,5190292236692	27,9192628591315	43,5775605030158	58,2044345269844	40,9497272795634	90,9948691190538	73,8815883786496	135,351719142111	30,8959717111865	8,33182013666555	46,6647003000846	26,8370566057093	19,8276436943753	120,217847391867	92,2897823945554		0			571831
1999	02	Aragón	Hombres	19,4553407941962	61,7744855166375	18,7701736891662	13,2144830150132	27,1950884775879	42,8078300841171	57,7326250030402	41,3005197819417	96,478256987231	70,4014956592562	142,042436831173	31,7318549506692	8,31682801769617	47,0256491466461	27,5969697124496	19,4286794341965	118,406055966658	94,11090961153		0			575626
2000	02	Aragón	Hombres	19,0460310864171	61,9941274751734	18,9598414384095	13,1112581807486	26,5609475388922	42,3237344743201	57,6784886713626	41,4538526259626	99,5474666211739	69,1527839161533	144,607338037538	32,6538527451316	8,51996500374316	47,2127466208817	27,9113033364466	19,301443284435	117,282577876121	97,6677591857858		0			584757
2001	02	Aragón	Hombres	18,4695660402226	62,5128842897842	19,0175496699932	12,8290351905861	25,8321139021909	41,9948429046005	57,6312169866477	41,6176804560954	102,966954548781	67,4589282699672	148,238346746045	33,4393631105227	8,70925035762837	46,7277902294861	27,904030386576	18,8237598429101	116,940329487852	94,5827538247566		0			591806
2002	02	Aragón	Hombres	18,213090939277	62,9485742746856	18,8383347860374	12,8209853484415	25,3793217947122	41,9801602125099	57,906611878969	41,5654248121861	103,432936500702	68,0579546656326	146,933595773335	34,1638171114323	8,6024253534036	46,3257319019612	27,565331253811	18,7604006481502	117,665362969639	96,2385853022177		0			602325
2003	02	Aragón	Hombres	18,1534225922223	63,2054538601465	18,6411235476311	12,9553760180921	25,091689746153	41,8813195457302	57,8990839219285	41,5700217957752	102,686550995721	69,4989010989011	143,887167162102	35,2668131868132	8,63296703296703	46,1913489296966	27,2517099699333	18,9396389597633	115,927509244932	93,0288375425399		0			610210
2004	02	Aragón	Hombres	18,0568037959393	63,6731446316	18,2700515724608	12,9984505712914	24,6603980839913	41,6855916015166	57,8585993293325	41,6003842969749	101,180982963161	71,1462171835605	140,555610626487	36,7173863215614	8,78131777068604	45,4937010235837	26,5817742116906	18,9119268118931	113,403546491286	86,0335760517799		0			620874
2005	02	Aragón	Hombres	17,9595601030139	64,25425691452	17,7861829824661	13,0176794041902	24,3792592873821	41,6040231085126	57,9316868834513	41,5823778608807	99,0346249042112	73,1898430204118	136,630980301613	38,1286965802464	9,11193133810646	44,5167366981999	25,7040112294306	18,8127254687693	111,135146775251	78,81875		0			632148
2006	02	Aragón	Hombres	17,9918920489618	64,2412971465101	17,766810804528	13,1544515981082	24,160343292092	41,2203393025152	57,6666630017011	41,6576008506909	98,7489851327403	74,0394646109235	135,063105231107	38,598228336015	9,57706384709231	44,7623443596577	25,7196518385797	19,042692521078	108,755177340447	76,8042347582556		0			636659
2007	02	Aragón	Hombres	18,0617809074554	64,4515576603256	17,4866614322191	13,3187840419415	24,0472893186357	41,0144730415644	57,6430147945273	41,6533378877149	96,8158207754644	76,1653909384999	131,293227498491	39,2591348618501	10,270642931641	44,5200430658989	25,2717306326309	19,248312433268	106,623408194177	74,0976897298259		0			646996
2008	02	Aragón	Hombres	18,1990448568113	64,726829951099	17,0741251920897	13,4576454350748	24,1540149577892	41,116761965253	57,9482633281307	41,488681568265	93,818798329405	78,8189455311572	126,873049780233	39,7907282199557	10,8470482453434	43,9506964590975	24,5783221283114	19,3723743307861	106,558060874257	73,8042912497831		0			664403
2009	02	Aragón	Hombres	18,3543355114652	64,7111464651487	16,9345180233861	13,7030864371589	24,1894336609683	40,9054953926796	57,8469885829874	41,4620907098197	92,2644026682838	80,9180776106846	123,58177919293	40,0524064920952	11,4444210747713	44,1703378642937	24,4145518500055	19,7557860142883	104,610847487693	71,5524056923424		0			673819
2010	02	Aragón	Hombres	18,5602003633517	64,3508319505865	17,0889676860618	13,9781959276684	24,158133744914	40,1925496563311	57,1709966323864	41,6271121859481	92,0731853725299	81,7966081068159	122,254458118132	39,9638383504724	12,0750354227697	45,0687440737867	24,7907507973451	20,2779932764417	100,344646606018	69,5262054507338		0			673177
2011	02	Aragón	Hombres	18,7046951671866	63,9847993254738	17,3105055073396	14,1695194000769	24,0456377758511	39,3976635889919	56,518235148655	41,8384503773354	92,5463117822271	81,8550295603384	122,167202842785	39,7304716745695	12,5427054378975	45,9428434772211	25,2634439576924	20,6793995195287	96,1411041089855	68,6775266143228		0			671286
2012	02	Aragón	Hombres	18,8214580189255	63,7595289761244	17,4190130049502	14,3054451717374	23,9970947971269	38,6839966780672	55,9846881520707	42,0092380093407	92,548690900752	82,1254635246672	121,764913959924	39,5153710760608	12,9701464481621	46,4653334554063	25,5128154823408	20,9525179730655	92,7005839192387	67,9772461100887		0			671898
2013	02	Aragón	Hombres	18,8772319462915	63,5115308207473	17,6112372329612	14,382219356495	23,9121057572759	37,9244671911545	55,3233122433719	42,2369292239999	93,2935362719905	81,6650140262558	122,451457570128	38,53364182621	13,4524929444967	47,0446739166219	25,8963863618905	21,1482875547313	88,8846882495516	66,2822308262625		0			669987
2014	02	Aragón	Hombres	19,040617141883	62,8058767299274	18,1535061281897	14,5243879421095	23,9477353401404	37,0819405629532	54,3189581164265	42,5696917943753	95,3409545127508	80,0087202964901	124,986376021798	36,9933423890258	13,8250238969663	48,5396195187686	26,9651489321293	21,5744705866393	84,5946872104682	65,7865542489461		0			656964
2015	02	Aragón	Hombres	19,1195779906755	62,4427941723981	18,4376278369264	14,5915270259711	23,9192752421911	36,4769024049813	53,5809660679621	42,8120454367867	96,4332363712127	79,1399368456041	126,358453122211	35,0939006149244	14,3260761176666	49,3187069616344	27,5308274804969	21,7878794811375	80,9534202419226	65,2336293468338		0			652687
2016	02	Aragón	Hombres	19,2529117468009	62,0666372067008	18,6804510464983	14,6342895461414	24,0067304691242	35,9060330095827	52,7578545316329	43,0514797452434	97,0266279312393	78,3401295274646	127,648499693815	34,6399119941109	14,7509119031274	49,9581779972242	28,0128640309923	21,9453139662319	77,068263732239	64,1164084012742		0			647206
2017	02	Aragón	Hombres	19,3960318627641	61,7643734662755	18,8395946709605	14,6889200257008	24,1879872115437	35,6491380177893	52,1998157595275	43,21293166846	97,1311802551126	77,9683442358897	128,257180500659	33,6864337135531	15,2789191676802	50,4404475748598	28,3423705442823	22,0980770305774	74,2748415421175	63,5231176732842		0			645895
2018	02	Aragón	Hombres	19,4662105846958	61,4849310145035	19,0488584008006	14,6761105379103	24,304025728972	35,4814422352974	51,6357912805307	43,3655131386929	97,8560173173954	77,044567338972	129,79500496126	32,8814248536109	15,5790500975927	50,8863872240559	28,7421342483941	22,1442529756618	72,1751452805763	63,2415010359911		0			645498
2019	02	Aragón	Hombres	19,4775117028895	61,4297964942046	19,0926918029058	14,5730558449901	24,3881148435363	35,4527627425487	51,2402142942766	43,4662929118756	98,0242861313408	76,3279269127058	131,013646046443	32,453817362257	15,8795830482553	50,7516802468764	28,7825536972382	21,9691265496382	70,7960087088559	62,6719830662827		0			650694
2020	02	Aragón	Hombres	19,4219700757252	61,433017913105	19,1450120111698	14,3972465765118	24,4210860048532	35,4291401953492	50,8049617715561	43,5824716182765	98,5739960288497	75,2010318307033	132,976898807885	32,3912039617204	15,990191238993	50,4715596330275	28,8077981651376	21,6637614678899	70,0633309965423	62,1690499787626		0			656056
