Municipio código	Municipio nombre	Nivel estudios (agregado)	Personas residentes viviendas familiares	Nivel estudios (detalle)
22906	Santa María de Dulcis	Sin estudios	33	Sin estudios
22906	Santa María de Dulcis	Primer grado	86	Primer grado
22906	Santa María de Dulcis	Segundo grado	12	FP Grado Medio
22906	Santa María de Dulcis	Segundo grado	6	FP Grado Superior
22906	Santa María de Dulcis	Segundo grado	10	Bachillerato Superior
22906	Santa María de Dulcis	Segundo grado	41	ESO, EGB, Bachillerato Ele.
22906	Santa María de Dulcis	Tercer grado	4	Diplomatura
22906	Santa María de Dulcis	Tercer grado	4	Licenciatura
22907	Aínsa-Sobrarbe	Analfabetos	7	No sabe leer o escribir
22907	Aínsa-Sobrarbe	Sin estudios	99	Sin estudios
22907	Aínsa-Sobrarbe	Primer grado	348	Primer grado
22907	Aínsa-Sobrarbe	Segundo grado	382	ESO, EGB, Bachillerato Ele.
22907	Aínsa-Sobrarbe	Segundo grado	63	FP Grado Medio
22907	Aínsa-Sobrarbe	Segundo grado	36	FP Grado Superior
22907	Aínsa-Sobrarbe	Segundo grado	172	Bachillerato Superior
22907	Aínsa-Sobrarbe	Tercer grado	124	Diplomatura
22907	Aínsa-Sobrarbe	Tercer grado	69	Licenciatura
22907	Aínsa-Sobrarbe	Tercer grado	7	Doctorado
22908	Hoz y Costeán	Analfabetos	1	No sabe leer o escribir
22908	Hoz y Costeán	Sin estudios	6	Sin estudios
22908	Hoz y Costeán	Primer grado	72	Primer grado
22908	Hoz y Costeán	Segundo grado	9	FP Grado Medio
22908	Hoz y Costeán	Segundo grado	21	Bachillerato Superior
22908	Hoz y Costeán	Segundo grado	13	FP Grado Superior
22908	Hoz y Costeán	Segundo grado	68	ESO, EGB, Bachillerato Ele.
22908	Hoz y Costeán	Tercer grado	7	Licenciatura
22908	Hoz y Costeán	Tercer grado	18	Diplomatura
22909	Vencillón	Analfabetos	11	No sabe leer o escribir
22909	Vencillón	Sin estudios	82	Sin estudios
22909	Vencillón	Primer grado	152	Primer grado
22909	Vencillón	Segundo grado	16	FP Grado Superior
22909	Vencillón	Segundo grado	19	Bachillerato Superior
22909	Vencillón	Segundo grado	102	ESO, EGB, Bachillerato Ele.
22909	Vencillón	Segundo grado	11	FP Grado Medio
22909	Vencillón	Tercer grado	5	Licenciatura
22909	Vencillón	Tercer grado	18	Diplomatura
44001	Ababuj	Sin estudios	19	Sin estudios
44001	Ababuj	Primer grado	23	Primer grado
44001	Ababuj	Segundo grado	23	ESO, EGB, Bachillerato Ele.
44001	Ababuj	Segundo grado	3	FP Grado Medio
44001	Ababuj	Segundo grado	2	Bachillerato Superior
44001	Ababuj	Segundo grado	5	FP Grado Superior
44001	Ababuj	Tercer grado	1	Licenciatura
44001	Ababuj	Tercer grado	7	Diplomatura
44002	Abejuela	Analfabetos	1	No sabe leer o escribir
44002	Abejuela	Sin estudios	16	Sin estudios
44002	Abejuela	Primer grado	9	Primer grado
44002	Abejuela	Segundo grado	1	FP Grado Superior
44002	Abejuela	Segundo grado	6	Bachillerato Superior
44002	Abejuela	Segundo grado	22	ESO, EGB, Bachillerato Ele.
44002	Abejuela	Tercer grado	1	Diplomatura
44003	Aguatón	Sin estudios	8	Sin estudios
44003	Aguatón	Primer grado	7	Primer grado
44003	Aguatón	Segundo grado	1	FP Grado Superior
44003	Aguatón	Segundo grado	4	Bachillerato Superior
44003	Aguatón	Tercer grado	5	Diplomatura
44003	Aguatón	Tercer grado	1	Licenciatura
44004	Aguaviva	Analfabetos	12	No sabe leer o escribir
44004	Aguaviva	Sin estudios	32	Sin estudios
44004	Aguaviva	Primer grado	73	Primer grado
44004	Aguaviva	Segundo grado	6	FP Grado Superior
44004	Aguaviva	Segundo grado	334	ESO, EGB, Bachillerato Ele.
44004	Aguaviva	Segundo grado	46	Bachillerato Superior
44004	Aguaviva	Segundo grado	14	FP Grado Medio
44004	Aguaviva	Tercer grado	9	Licenciatura
44004	Aguaviva	Tercer grado	1	Doctorado
44004	Aguaviva	Tercer grado	20	Diplomatura
44005	Aguilar del Alfambra	Sin estudios	14	Sin estudios
44005	Aguilar del Alfambra	Primer grado	29	Primer grado
44005	Aguilar del Alfambra	Segundo grado	4	FP Grado Superior
44005	Aguilar del Alfambra	Segundo grado	17	ESO, EGB, Bachillerato Ele.
44005	Aguilar del Alfambra	Segundo grado	1	FP Grado Medio
44005	Aguilar del Alfambra	Segundo grado	2	Bachillerato Superior
44005	Aguilar del Alfambra	Tercer grado	4	Diplomatura
44005	Aguilar del Alfambra	Tercer grado	3	Licenciatura
44006	Alacón	Analfabetos	1	No sabe leer o escribir
44006	Alacón	Sin estudios	138	Sin estudios
44006	Alacón	Primer grado	108	Primer grado
44006	Alacón	Segundo grado	70	ESO, EGB, Bachillerato Ele.
44006	Alacón	Segundo grado	9	FP Grado Superior
44006	Alacón	Segundo grado	15	Bachillerato Superior
44006	Alacón	Segundo grado	9	FP Grado Medio
44006	Alacón	Tercer grado	11	Licenciatura
44006	Alacón	Tercer grado	11	Diplomatura
44007	Alba	Analfabetos	5	No sabe leer o escribir
44007	Alba	Sin estudios	10	Sin estudios
44007	Alba	Primer grado	165	Primer grado
44007	Alba	Segundo grado	13	Bachillerato Superior
44007	Alba	Segundo grado	4	FP Grado Superior
44007	Alba	Segundo grado	7	FP Grado Medio
44007	Alba	Segundo grado	27	ESO, EGB, Bachillerato Ele.
44007	Alba	Tercer grado	6	Licenciatura
44007	Alba	Tercer grado	4	Diplomatura
44007	Alba	Tercer grado	1	Doctorado
44008	Albalate del Arzobispo	Analfabetos	52	No sabe leer o escribir
44008	Albalate del Arzobispo	Sin estudios	245	Sin estudios
44008	Albalate del Arzobispo	Primer grado	755	Primer grado
44008	Albalate del Arzobispo	Segundo grado	79	Bachillerato Superior
44008	Albalate del Arzobispo	Segundo grado	57	FP Grado Superior
44008	Albalate del Arzobispo	Segundo grado	66	FP Grado Medio
44008	Albalate del Arzobispo	Segundo grado	545	ESO, EGB, Bachillerato Ele.
44008	Albalate del Arzobispo	Tercer grado	26	Licenciatura
44008	Albalate del Arzobispo	Tercer grado	1	Doctorado
44008	Albalate del Arzobispo	Tercer grado	46	Diplomatura
44009	Albarracín	Analfabetos	25	No sabe leer o escribir
44009	Albarracín	Sin estudios	81	Sin estudios
44009	Albarracín	Primer grado	116	Primer grado
44009	Albarracín	Segundo grado	375	ESO, EGB, Bachillerato Ele.
44009	Albarracín	Segundo grado	44	FP Grado Superior
44009	Albarracín	Segundo grado	28	FP Grado Medio
44009	Albarracín	Segundo grado	75	Bachillerato Superior
44009	Albarracín	Tercer grado	56	Diplomatura
44009	Albarracín	Tercer grado	37	Licenciatura
44010	Albentosa	Analfabetos	10	No sabe leer o escribir
44010	Albentosa	Sin estudios	37	Sin estudios
44010	Albentosa	Primer grado	90	Primer grado
44010	Albentosa	Segundo grado	7	FP Grado Superior
44010	Albentosa	Segundo grado	11	Bachillerato Superior
44010	Albentosa	Segundo grado	7	FP Grado Medio
44010	Albentosa	Segundo grado	43	ESO, EGB, Bachillerato Ele.
44010	Albentosa	Tercer grado	9	Diplomatura
44010	Albentosa	Tercer grado	9	Licenciatura
44011	Alcaine	Analfabetos	2	No sabe leer o escribir
44011	Alcaine	Sin estudios	18	Sin estudios
44011	Alcaine	Primer grado	6	Primer grado
44011	Alcaine	Segundo grado	2	Bachillerato Superior
44011	Alcaine	Segundo grado	2	FP Grado Medio
44011	Alcaine	Segundo grado	28	ESO, EGB, Bachillerato Ele.
44011	Alcaine	Segundo grado	3	FP Grado Superior
44011	Alcaine	Tercer grado	10	Diplomatura
44011	Alcaine	Tercer grado	1	Doctorado
44012	Alcalá de la Selva	Analfabetos	5	No sabe leer o escribir
44012	Alcalá de la Selva	Sin estudios	87	Sin estudios
44012	Alcalá de la Selva	Primer grado	76	Primer grado
44012	Alcalá de la Selva	Segundo grado	14	FP Grado Superior
44012	Alcalá de la Selva	Segundo grado	10	FP Grado Medio
44012	Alcalá de la Selva	Segundo grado	134	ESO, EGB, Bachillerato Ele.
44012	Alcalá de la Selva	Segundo grado	58	Bachillerato Superior
44012	Alcalá de la Selva	Tercer grado	26	Diplomatura
44012	Alcalá de la Selva	Tercer grado	1	Doctorado
44012	Alcalá de la Selva	Tercer grado	24	Licenciatura
44013	Alcañiz	Analfabetos	157	No sabe leer o escribir
44013	Alcañiz	Sin estudios	1025	Sin estudios
44013	Alcañiz	Primer grado	2758	Primer grado
44013	Alcañiz	Segundo grado	3767	ESO, EGB, Bachillerato Ele.
44013	Alcañiz	Segundo grado	1043	Bachillerato Superior
44013	Alcañiz	Segundo grado	572	FP Grado Medio
44013	Alcañiz	Segundo grado	446	FP Grado Superior
44013	Alcañiz	Tercer grado	28	Doctorado
44013	Alcañiz	Tercer grado	789	Diplomatura
44013	Alcañiz	Tercer grado	430	Licenciatura
44014	Alcorisa	Analfabetos	2	No sabe leer o escribir
44014	Alcorisa	Sin estudios	42	Sin estudios
44014	Alcorisa	Primer grado	136	Primer grado
44014	Alcorisa	Segundo grado	258	Bachillerato Superior
44014	Alcorisa	Segundo grado	39	FP Grado Medio
44014	Alcorisa	Segundo grado	95	FP Grado Superior
44014	Alcorisa	Segundo grado	1904	ESO, EGB, Bachillerato Ele.
44014	Alcorisa	Tercer grado	141	Diplomatura
44014	Alcorisa	Tercer grado	1	Doctorado
44014	Alcorisa	Tercer grado	100	Licenciatura
44016	Alfambra	Analfabetos	9	No sabe leer o escribir
44016	Alfambra	Sin estudios	281	Sin estudios
44016	Alfambra	Primer grado	24	Primer grado
44016	Alfambra	Segundo grado	24	FP Grado Medio
44016	Alfambra	Segundo grado	11	FP Grado Superior
44016	Alfambra	Segundo grado	52	Bachillerato Superior
44016	Alfambra	Segundo grado	111	ESO, EGB, Bachillerato Ele.
44016	Alfambra	Tercer grado	18	Licenciatura
44016	Alfambra	Tercer grado	40	Diplomatura
44017	Aliaga	Analfabetos	3	No sabe leer o escribir
44017	Aliaga	Sin estudios	46	Sin estudios
44017	Aliaga	Primer grado	109	Primer grado
44017	Aliaga	Segundo grado	130	ESO, EGB, Bachillerato Ele.
44017	Aliaga	Segundo grado	6	FP Grado Superior
44017	Aliaga	Segundo grado	19	FP Grado Medio
44017	Aliaga	Segundo grado	25	Bachillerato Superior
44017	Aliaga	Tercer grado	8	Licenciatura
44017	Aliaga	Tercer grado	11	Diplomatura
44018	Almohaja	Sin estudios	15	Sin estudios
44018	Almohaja	Primer grado	9	Primer grado
44018	Almohaja	Segundo grado	1	Bachillerato Superior
44018	Almohaja	Segundo grado	1	FP Grado Superior
44018	Almohaja	Tercer grado	1	Diplomatura
44019	Alobras	Sin estudios	19	Sin estudios
44019	Alobras	Primer grado	33	Primer grado
44019	Alobras	Segundo grado	3	Bachillerato Superior
44019	Alobras	Segundo grado	3	FP Grado Medio
44019	Alobras	Segundo grado	21	ESO, EGB, Bachillerato Ele.
44019	Alobras	Tercer grado	2	Diplomatura
44019	Alobras	Tercer grado	2	Licenciatura
44020	Alpeñés	Analfabetos	2	No sabe leer o escribir
44020	Alpeñés	Sin estudios	1	Sin estudios
44020	Alpeñés	Primer grado	15	Primer grado
44020	Alpeñés	Segundo grado	3	ESO, EGB, Bachillerato Ele.
44020	Alpeñés	Segundo grado	3	FP Grado Medio
44020	Alpeñés	Segundo grado	1	Bachillerato Superior
44020	Alpeñés	Tercer grado	1	Licenciatura
44021	Allepuz	Sin estudios	30	Sin estudios
44021	Allepuz	Primer grado	59	Primer grado
44021	Allepuz	Segundo grado	28	ESO, EGB, Bachillerato Ele.
44021	Allepuz	Segundo grado	8	Bachillerato Superior
44021	Allepuz	Tercer grado	3	Diplomatura
44022	Alloza	Analfabetos	4	No sabe leer o escribir
44022	Alloza	Sin estudios	185	Sin estudios
44022	Alloza	Primer grado	293	Primer grado
44022	Alloza	Segundo grado	22	Bachillerato Superior
44022	Alloza	Segundo grado	86	ESO, EGB, Bachillerato Ele.
44022	Alloza	Segundo grado	13	FP Grado Superior
44022	Alloza	Segundo grado	20	FP Grado Medio
44022	Alloza	Tercer grado	16	Diplomatura
44022	Alloza	Tercer grado	7	Licenciatura
44023	Allueva	Sin estudios	1	Sin estudios
44023	Allueva	Primer grado	9	Primer grado
44023	Allueva	Segundo grado	1	ESO, EGB, Bachillerato Ele.
44023	Allueva	Segundo grado	1	FP Grado Superior
44023	Allueva	Segundo grado	1	FP Grado Medio
44024	Anadón	Sin estudios	10	Sin estudios
44024	Anadón	Primer grado	2	Primer grado
44024	Anadón	Segundo grado	3	Bachillerato Superior
44024	Anadón	Segundo grado	1	FP Grado Superior
44024	Anadón	Segundo grado	2	ESO, EGB, Bachillerato Ele.
44025	Andorra	Analfabetos	145	No sabe leer o escribir
44025	Andorra	Sin estudios	1154	Sin estudios
44025	Andorra	Primer grado	1627	Primer grado
44025	Andorra	Segundo grado	554	Bachillerato Superior
44025	Andorra	Segundo grado	388	FP Grado Superior
44025	Andorra	Segundo grado	1633	ESO, EGB, Bachillerato Ele.
44025	Andorra	Segundo grado	395	FP Grado Medio
44025	Andorra	Tercer grado	148	Licenciatura
44025	Andorra	Tercer grado	420	Diplomatura
44025	Andorra	Tercer grado	3	Doctorado
44026	Arcos de las Salinas	Analfabetos	10	No sabe leer o escribir
44026	Arcos de las Salinas	Sin estudios	14	Sin estudios
44026	Arcos de las Salinas	Primer grado	40	Primer grado
44026	Arcos de las Salinas	Segundo grado	49	ESO, EGB, Bachillerato Ele.
44026	Arcos de las Salinas	Segundo grado	1	FP Grado Superior
44026	Arcos de las Salinas	Segundo grado	9	Bachillerato Superior
44026	Arcos de las Salinas	Tercer grado	1	Doctorado
44026	Arcos de las Salinas	Tercer grado	3	Diplomatura
44026	Arcos de las Salinas	Tercer grado	1	Licenciatura
44027	Arens de Lledó	Sin estudios	45	Sin estudios
44027	Arens de Lledó	Primer grado	85	Primer grado
44027	Arens de Lledó	Segundo grado	4	FP Grado Medio
44027	Arens de Lledó	Segundo grado	3	FP Grado Superior
44027	Arens de Lledó	Segundo grado	10	Bachillerato Superior
44027	Arens de Lledó	Segundo grado	55	ESO, EGB, Bachillerato Ele.
44027	Arens de Lledó	Tercer grado	3	Diplomatura
44027	Arens de Lledó	Tercer grado	2	Licenciatura
44028	Argente	Analfabetos	1	No sabe leer o escribir
44028	Argente	Sin estudios	6	Sin estudios
44028	Argente	Primer grado	161	Primer grado
44028	Argente	Segundo grado	4	FP Grado Superior
44028	Argente	Segundo grado	22	Bachillerato Superior
44028	Argente	Segundo grado	35	ESO, EGB, Bachillerato Ele.
44028	Argente	Segundo grado	4	FP Grado Medio
44028	Argente	Tercer grado	6	Licenciatura
44028	Argente	Tercer grado	9	Diplomatura
44029	Ariño	Analfabetos	41	No sabe leer o escribir
44029	Ariño	Sin estudios	224	Sin estudios
44029	Ariño	Primer grado	142	Primer grado
44029	Ariño	Segundo grado	19	FP Grado Medio
44029	Ariño	Segundo grado	12	FP Grado Superior
44029	Ariño	Segundo grado	42	Bachillerato Superior
44029	Ariño	Segundo grado	209	ESO, EGB, Bachillerato Ele.
44029	Ariño	Tercer grado	23	Licenciatura
44029	Ariño	Tercer grado	25	Diplomatura
44031	Azaila	Analfabetos	2	No sabe leer o escribir
44031	Azaila	Sin estudios	28	Sin estudios
44031	Azaila	Primer grado	100	Primer grado
44031	Azaila	Segundo grado	10	ESO, EGB, Bachillerato Ele.
44031	Azaila	Segundo grado	6	Bachillerato Superior
44031	Azaila	Segundo grado	3	FP Grado Superior
44031	Azaila	Segundo grado	2	FP Grado Medio
44031	Azaila	Tercer grado	8	Diplomatura
44031	Azaila	Tercer grado	4	Licenciatura
44032	Bádenas	Analfabetos	1	No sabe leer o escribir
44032	Bádenas	Sin estudios	3	Sin estudios
44032	Bádenas	Primer grado	9	Primer grado
44032	Bádenas	Segundo grado	6	FP Grado Superior
44032	Bádenas	Segundo grado	5	ESO, EGB, Bachillerato Ele.
44032	Bádenas	Tercer grado	1	Licenciatura
44033	Báguena	Analfabetos	3	No sabe leer o escribir
44033	Báguena	Sin estudios	74	Sin estudios
44033	Báguena	Primer grado	267	Primer grado
44033	Báguena	Segundo grado	18	Bachillerato Superior
44033	Báguena	Segundo grado	3	FP Grado Superior
44033	Báguena	Segundo grado	1	FP Grado Medio
44033	Báguena	Segundo grado	44	ESO, EGB, Bachillerato Ele.
44033	Báguena	Tercer grado	2	Licenciatura
44033	Báguena	Tercer grado	11	Diplomatura
44033	Báguena	Tercer grado	1	Doctorado
44034	Bañón	Sin estudios	19	Sin estudios
44034	Bañón	Primer grado	79	Primer grado
44034	Bañón	Segundo grado	7	FP Grado Superior
44034	Bañón	Segundo grado	13	ESO, EGB, Bachillerato Ele.
44034	Bañón	Segundo grado	21	Bachillerato Superior
44034	Bañón	Segundo grado	6	FP Grado Medio
44034	Bañón	Tercer grado	8	Diplomatura
44034	Bañón	Tercer grado	6	Licenciatura
44034	Bañón	Tercer grado	1	Doctorado
44035	Barrachina	Analfabetos	2	No sabe leer o escribir
44035	Barrachina	Sin estudios	3	Sin estudios
44035	Barrachina	Primer grado	82	Primer grado
44035	Barrachina	Segundo grado	3	FP Grado Medio
44035	Barrachina	Segundo grado	14	Bachillerato Superior
44035	Barrachina	Segundo grado	20	ESO, EGB, Bachillerato Ele.
44035	Barrachina	Segundo grado	5	FP Grado Superior
44035	Barrachina	Tercer grado	6	Licenciatura
44035	Barrachina	Tercer grado	4	Diplomatura
44036	Bea	Analfabetos	3	No sabe leer o escribir
44036	Bea	Sin estudios	4	Sin estudios
44036	Bea	Primer grado	8	Primer grado
44036	Bea	Segundo grado	3	FP Grado Superior
44036	Bea	Segundo grado	4	Bachillerato Superior
44036	Bea	Segundo grado	14	ESO, EGB, Bachillerato Ele.
44037	Beceite	Analfabetos	5	No sabe leer o escribir
44037	Beceite	Sin estudios	163	Sin estudios
44037	Beceite	Primer grado	133	Primer grado
44037	Beceite	Segundo grado	152	ESO, EGB, Bachillerato Ele.
44037	Beceite	Segundo grado	5	FP Grado Superior
44037	Beceite	Segundo grado	12	FP Grado Medio
44037	Beceite	Segundo grado	46	Bachillerato Superior
44037	Beceite	Tercer grado	13	Licenciatura
44037	Beceite	Tercer grado	17	Diplomatura
44038	Belmonte de San José	Analfabetos	1	No sabe leer o escribir
44038	Belmonte de San José	Sin estudios	42	Sin estudios
44038	Belmonte de San José	Primer grado	39	Primer grado
44038	Belmonte de San José	Segundo grado	2	FP Grado Superior
44038	Belmonte de San José	Segundo grado	8	Bachillerato Superior
44038	Belmonte de San José	Segundo grado	18	ESO, EGB, Bachillerato Ele.
44038	Belmonte de San José	Segundo grado	1	FP Grado Medio
44038	Belmonte de San José	Tercer grado	4	Licenciatura
44038	Belmonte de San José	Tercer grado	11	Diplomatura
44038	Belmonte de San José	Tercer grado	1	Doctorado
44039	Bello	Analfabetos	2	No sabe leer o escribir
44039	Bello	Sin estudios	9	Sin estudios
44039	Bello	Primer grado	213	Primer grado
44039	Bello	Segundo grado	34	Bachillerato Superior
44039	Bello	Segundo grado	4	FP Grado Medio
44039	Bello	Segundo grado	4	FP Grado Superior
44039	Bello	Segundo grado	43	ESO, EGB, Bachillerato Ele.
44039	Bello	Tercer grado	14	Licenciatura
44039	Bello	Tercer grado	12	Diplomatura
44039	Bello	Tercer grado	1	Doctorado
44040	Berge	Analfabetos	2	No sabe leer o escribir
44040	Berge	Sin estudios	12	Sin estudios
44040	Berge	Primer grado	114	Primer grado
44040	Berge	Segundo grado	5	FP Grado Superior
44040	Berge	Segundo grado	17	Bachillerato Superior
44040	Berge	Segundo grado	47	ESO, EGB, Bachillerato Ele.
44040	Berge	Tercer grado	10	Licenciatura
44040	Berge	Tercer grado	6	Diplomatura
44041	Bezas	Analfabetos	4	No sabe leer o escribir
44041	Bezas	Sin estudios	22	Sin estudios
44041	Bezas	Primer grado	18	Primer grado
44041	Bezas	Segundo grado	3	FP Grado Superior
44041	Bezas	Segundo grado	9	ESO, EGB, Bachillerato Ele.
44041	Bezas	Segundo grado	4	Bachillerato Superior
44041	Bezas	Segundo grado	2	FP Grado Medio
44041	Bezas	Tercer grado	1	Licenciatura
44041	Bezas	Tercer grado	1	Diplomatura
44042	Blancas	Analfabetos	2	No sabe leer o escribir
44042	Blancas	Sin estudios	9	Sin estudios
44042	Blancas	Primer grado	71	Primer grado
44042	Blancas	Segundo grado	8	FP Grado Superior
44042	Blancas	Segundo grado	12	Bachillerato Superior
44042	Blancas	Segundo grado	40	ESO, EGB, Bachillerato Ele.
44042	Blancas	Segundo grado	3	FP Grado Medio
44042	Blancas	Tercer grado	6	Licenciatura
44042	Blancas	Tercer grado	10	Diplomatura
44043	Blesa	Sin estudios	2	Sin estudios
44043	Blesa	Primer grado	76	Primer grado
44043	Blesa	Segundo grado	37	ESO, EGB, Bachillerato Ele.
44043	Blesa	Segundo grado	3	Bachillerato Superior
44043	Blesa	Segundo grado	5	FP Grado Superior
44043	Blesa	Segundo grado	5	FP Grado Medio
44043	Blesa	Tercer grado	3	Diplomatura
44043	Blesa	Tercer grado	1	Licenciatura
44044	Bordón	Analfabetos	7	No sabe leer o escribir
44044	Bordón	Sin estudios	12	Sin estudios
44044	Bordón	Primer grado	59	Primer grado
44044	Bordón	Segundo grado	29	ESO, EGB, Bachillerato Ele.
44044	Bordón	Segundo grado	2	FP Grado Superior
44044	Bordón	Segundo grado	7	Bachillerato Superior
44044	Bordón	Tercer grado	1	Licenciatura
44044	Bordón	Tercer grado	1	Diplomatura
44045	Bronchales	Analfabetos	31	No sabe leer o escribir
44045	Bronchales	Sin estudios	107	Sin estudios
44045	Bronchales	Primer grado	80	Primer grado
44045	Bronchales	Segundo grado	100	ESO, EGB, Bachillerato Ele.
44045	Bronchales	Segundo grado	12	FP Grado Medio
44045	Bronchales	Segundo grado	37	Bachillerato Superior
44045	Bronchales	Segundo grado	8	FP Grado Superior
44045	Bronchales	Tercer grado	12	Licenciatura
44045	Bronchales	Tercer grado	18	Diplomatura
44046	Bueña	Analfabetos	1	No sabe leer o escribir
44046	Bueña	Sin estudios	19	Sin estudios
44046	Bueña	Primer grado	52	Primer grado
44046	Bueña	Segundo grado	8	ESO, EGB, Bachillerato Ele.
44046	Bueña	Segundo grado	6	Bachillerato Superior
44046	Bueña	Tercer grado	3	Diplomatura
44046	Bueña	Tercer grado	1	Doctorado
44047	Burbáguena	Primer grado	135	Primer grado
44047	Burbáguena	Segundo grado	2	FP Grado Superior
44047	Burbáguena	Segundo grado	48	ESO, EGB, Bachillerato Ele.
44047	Burbáguena	Segundo grado	23	Bachillerato Superior
44047	Burbáguena	Tercer grado	9	Diplomatura
44047	Burbáguena	Tercer grado	6	Licenciatura
44048	Cabra de Mora	Analfabetos	2	No sabe leer o escribir
44048	Cabra de Mora	Sin estudios	16	Sin estudios
44048	Cabra de Mora	Primer grado	19	Primer grado
44048	Cabra de Mora	Segundo grado	3	FP Grado Medio
44048	Cabra de Mora	Segundo grado	2	FP Grado Superior
44048	Cabra de Mora	Segundo grado	6	Bachillerato Superior
44048	Cabra de Mora	Segundo grado	37	ESO, EGB, Bachillerato Ele.
44048	Cabra de Mora	Tercer grado	2	Diplomatura
44048	Cabra de Mora	Tercer grado	3	Licenciatura
44049	Calaceite	Analfabetos	11	No sabe leer o escribir
44049	Calaceite	Sin estudios	561	Sin estudios
44049	Calaceite	Primer grado	54	Primer grado
44049	Calaceite	Segundo grado	34	FP Grado Medio
44049	Calaceite	Segundo grado	238	ESO, EGB, Bachillerato Ele.
44049	Calaceite	Segundo grado	56	Bachillerato Superior
44049	Calaceite	Segundo grado	16	FP Grado Superior
44049	Calaceite	Tercer grado	41	Diplomatura
44049	Calaceite	Tercer grado	3	Doctorado
44049	Calaceite	Tercer grado	14	Licenciatura
44050	Calamocha	Analfabetos	29	No sabe leer o escribir
44050	Calamocha	Sin estudios	428	Sin estudios
44050	Calamocha	Primer grado	1172	Primer grado
44050	Calamocha	Segundo grado	907	ESO, EGB, Bachillerato Ele.
44050	Calamocha	Segundo grado	43	FP Grado Medio
44050	Calamocha	Segundo grado	139	FP Grado Superior
44050	Calamocha	Segundo grado	343	Bachillerato Superior
44050	Calamocha	Tercer grado	5	Doctorado
44050	Calamocha	Tercer grado	136	Licenciatura
44050	Calamocha	Tercer grado	260	Diplomatura
44051	Calanda	Analfabetos	18	No sabe leer o escribir
44051	Calanda	Sin estudios	141	Sin estudios
44051	Calanda	Primer grado	1368	Primer grado
44051	Calanda	Segundo grado	804	ESO, EGB, Bachillerato Ele.
44051	Calanda	Segundo grado	183	Bachillerato Superior
44051	Calanda	Segundo grado	87	FP Grado Superior
44051	Calanda	Segundo grado	114	FP Grado Medio
44051	Calanda	Tercer grado	1	Doctorado
44051	Calanda	Tercer grado	136	Diplomatura
44051	Calanda	Tercer grado	67	Licenciatura
44052	Calomarde	Sin estudios	34	Sin estudios
44052	Calomarde	Primer grado	13	Primer grado
44052	Calomarde	Segundo grado	1	FP Grado Superior
44052	Calomarde	Segundo grado	3	Bachillerato Superior
44052	Calomarde	Segundo grado	2	FP Grado Medio
44052	Calomarde	Segundo grado	12	ESO, EGB, Bachillerato Ele.
44052	Calomarde	Tercer grado	2	Diplomatura
44053	Camañas	Analfabetos	3	No sabe leer o escribir
44053	Camañas	Sin estudios	9	Sin estudios
44053	Camañas	Primer grado	72	Primer grado
44053	Camañas	Segundo grado	5	Bachillerato Superior
44053	Camañas	Segundo grado	3	FP Grado Medio
44053	Camañas	Segundo grado	2	FP Grado Superior
44053	Camañas	Segundo grado	25	ESO, EGB, Bachillerato Ele.
44053	Camañas	Tercer grado	7	Diplomatura
44053	Camañas	Tercer grado	2	Licenciatura
44054	Camarena de la Sierra	Analfabetos	2	No sabe leer o escribir
44054	Camarena de la Sierra	Sin estudios	20	Sin estudios
44054	Camarena de la Sierra	Primer grado	40	Primer grado
44054	Camarena de la Sierra	Segundo grado	5	FP Grado Medio
44054	Camarena de la Sierra	Segundo grado	13	FP Grado Superior
44054	Camarena de la Sierra	Segundo grado	14	Bachillerato Superior
44054	Camarena de la Sierra	Segundo grado	41	ESO, EGB, Bachillerato Ele.
44054	Camarena de la Sierra	Tercer grado	5	Licenciatura
44054	Camarena de la Sierra	Tercer grado	10	Diplomatura
44055	Camarillas	Analfabetos	3	No sabe leer o escribir
44055	Camarillas	Sin estudios	19	Sin estudios
44055	Camarillas	Primer grado	42	Primer grado
44055	Camarillas	Segundo grado	2	FP Grado Superior
44055	Camarillas	Segundo grado	7	Bachillerato Superior
44055	Camarillas	Segundo grado	14	ESO, EGB, Bachillerato Ele.
44055	Camarillas	Segundo grado	4	FP Grado Medio
44055	Camarillas	Tercer grado	8	Diplomatura
44056	Caminreal	Analfabetos	7	No sabe leer o escribir
44056	Caminreal	Sin estudios	9	Sin estudios
44056	Caminreal	Primer grado	402	Primer grado
44056	Caminreal	Segundo grado	15	FP Grado Medio
44056	Caminreal	Segundo grado	24	FP Grado Superior
44056	Caminreal	Segundo grado	143	ESO, EGB, Bachillerato Ele.
44056	Caminreal	Segundo grado	57	Bachillerato Superior
44056	Caminreal	Tercer grado	26	Diplomatura
44056	Caminreal	Tercer grado	22	Licenciatura
44059	Cantavieja	Analfabetos	23	No sabe leer o escribir
44059	Cantavieja	Sin estudios	106	Sin estudios
44059	Cantavieja	Primer grado	162	Primer grado
44059	Cantavieja	Segundo grado	30	Bachillerato Superior
44059	Cantavieja	Segundo grado	252	ESO, EGB, Bachillerato Ele.
44059	Cantavieja	Segundo grado	11	FP Grado Medio
44059	Cantavieja	Segundo grado	16	FP Grado Superior
44059	Cantavieja	Tercer grado	27	Diplomatura
44059	Cantavieja	Tercer grado	14	Licenciatura
44060	Cañada de Benatanduz	Analfabetos	5	No sabe leer o escribir
