Municipio código	Municipio nombre	Nivel estudios (agregado)	Personas residentes viviendas familiares	Nivel estudios (detalle)
22066	Boltaña	Segundo grado	86	Bachillerato Superior
22066	Boltaña	Segundo grado	231	ESO, EGB, Bachillerato Ele.
22066	Boltaña	Tercer grado	74	Diplomatura
22066	Boltaña	Tercer grado	51	Licenciatura
22066	Boltaña	Tercer grado	1	Doctorado
22067	Bonansa	Analfabetos	1	No sabe leer o escribir
22067	Bonansa	Sin estudios	6	Sin estudios
22067	Bonansa	Primer grado	15	Primer grado
22067	Bonansa	Segundo grado	13	Bachillerato Superior
22067	Bonansa	Segundo grado	1	FP Grado Medio
22067	Bonansa	Segundo grado	22	ESO, EGB, Bachillerato Ele.
22067	Bonansa	Segundo grado	3	FP Grado Superior
22067	Bonansa	Tercer grado	3	Licenciatura
22067	Bonansa	Tercer grado	9	Diplomatura
22068	Borau	Sin estudios	7	Sin estudios
22068	Borau	Primer grado	18	Primer grado
22068	Borau	Segundo grado	20	ESO, EGB, Bachillerato Ele.
22068	Borau	Segundo grado	4	FP Grado Superior
22068	Borau	Segundo grado	9	Bachillerato Superior
22068	Borau	Segundo grado	4	FP Grado Medio
22068	Borau	Tercer grado	3	Diplomatura
22068	Borau	Tercer grado	2	Licenciatura
22068	Borau	Tercer grado	1	Doctorado
22069	Broto	Analfabetos	2	No sabe leer o escribir
22069	Broto	Sin estudios	18	Sin estudios
22069	Broto	Primer grado	138	Primer grado
22069	Broto	Segundo grado	173	ESO, EGB, Bachillerato Ele.
22069	Broto	Segundo grado	30	FP Grado Superior
22069	Broto	Segundo grado	24	FP Grado Medio
22069	Broto	Segundo grado	46	Bachillerato Superior
22069	Broto	Tercer grado	1	Doctorado
22069	Broto	Tercer grado	20	Diplomatura
22069	Broto	Tercer grado	8	Licenciatura
22072	Caldearenas	Analfabetos	2	No sabe leer o escribir
22072	Caldearenas	Sin estudios	19	Sin estudios
22072	Caldearenas	Primer grado	101	Primer grado
22072	Caldearenas	Segundo grado	50	ESO, EGB, Bachillerato Ele.
22072	Caldearenas	Segundo grado	10	FP Grado Medio
22072	Caldearenas	Segundo grado	7	FP Grado Superior
22072	Caldearenas	Segundo grado	18	Bachillerato Superior
22072	Caldearenas	Tercer grado	9	Licenciatura
22072	Caldearenas	Tercer grado	15	Diplomatura
22074	Campo	Analfabetos	3	No sabe leer o escribir
22074	Campo	Sin estudios	44	Sin estudios
22074	Campo	Primer grado	53	Primer grado
22074	Campo	Segundo grado	31	Bachillerato Superior
22074	Campo	Segundo grado	72	ESO, EGB, Bachillerato Ele.
22074	Campo	Segundo grado	31	FP Grado Medio
22074	Campo	Segundo grado	11	FP Grado Superior
22074	Campo	Tercer grado	35	Diplomatura
22074	Campo	Tercer grado	23	Licenciatura
22075	Camporrells	Analfabetos	1	No sabe leer o escribir
22075	Camporrells	Sin estudios	29	Sin estudios
22075	Camporrells	Primer grado	94	Primer grado
22075	Camporrells	Segundo grado	75	ESO, EGB, Bachillerato Ele.
22075	Camporrells	Segundo grado	3	FP Grado Superior
22075	Camporrells	Segundo grado	24	Bachillerato Superior
22075	Camporrells	Segundo grado	2	FP Grado Medio
22075	Camporrells	Tercer grado	6	Diplomatura
22075	Camporrells	Tercer grado	3	Licenciatura
22076	Canal de Berdún	Analfabetos	3	No sabe leer o escribir
22076	Canal de Berdún	Sin estudios	23	Sin estudios
22076	Canal de Berdún	Primer grado	179	Primer grado
22076	Canal de Berdún	Segundo grado	11	FP Grado Medio
22076	Canal de Berdún	Segundo grado	30	Bachillerato Superior
22076	Canal de Berdún	Segundo grado	12	FP Grado Superior
22076	Canal de Berdún	Segundo grado	94	ESO, EGB, Bachillerato Ele.
22076	Canal de Berdún	Tercer grado	7	Licenciatura
22076	Canal de Berdún	Tercer grado	19	Diplomatura
22077	Candasnos	Analfabetos	6	No sabe leer o escribir
22077	Candasnos	Sin estudios	52	Sin estudios
22077	Candasnos	Primer grado	241	Primer grado
22077	Candasnos	Segundo grado	122	ESO, EGB, Bachillerato Ele.
22077	Candasnos	Segundo grado	19	FP Grado Superior
22077	Candasnos	Segundo grado	37	Bachillerato Superior
22077	Candasnos	Segundo grado	16	FP Grado Medio
22077	Candasnos	Tercer grado	1	Doctorado
22077	Candasnos	Tercer grado	15	Licenciatura
22077	Candasnos	Tercer grado	15	Diplomatura
22078	Canfranc	Analfabetos	2	No sabe leer o escribir
22078	Canfranc	Sin estudios	31	Sin estudios
22078	Canfranc	Primer grado	93	Primer grado
22078	Canfranc	Segundo grado	17	FP Grado Medio
22078	Canfranc	Segundo grado	146	ESO, EGB, Bachillerato Ele.
22078	Canfranc	Segundo grado	26	FP Grado Superior
22078	Canfranc	Segundo grado	96	Bachillerato Superior
22078	Canfranc	Tercer grado	1	Doctorado
22078	Canfranc	Tercer grado	31	Licenciatura
22078	Canfranc	Tercer grado	42	Diplomatura
22079	Capdesaso	Sin estudios	73	Sin estudios
22079	Capdesaso	Primer grado	23	Primer grado
22079	Capdesaso	Segundo grado	12	Bachillerato Superior
22079	Capdesaso	Segundo grado	2	FP Grado Superior
22079	Capdesaso	Segundo grado	7	FP Grado Medio
22079	Capdesaso	Segundo grado	24	ESO, EGB, Bachillerato Ele.
22079	Capdesaso	Tercer grado	10	Diplomatura
22079	Capdesaso	Tercer grado	5	Licenciatura
22080	Capella	Analfabetos	4	No sabe leer o escribir
22080	Capella	Sin estudios	15	Sin estudios
22080	Capella	Primer grado	186	Primer grado
22080	Capella	Segundo grado	16	Bachillerato Superior
22080	Capella	Segundo grado	58	ESO, EGB, Bachillerato Ele.
22080	Capella	Segundo grado	12	FP Grado Superior
22080	Capella	Segundo grado	15	FP Grado Medio
22080	Capella	Tercer grado	13	Licenciatura
22080	Capella	Tercer grado	21	Diplomatura
22080	Capella	Tercer grado	1	Doctorado
22081	Casbas de Huesca	Sin estudios	34	Sin estudios
22081	Casbas de Huesca	Primer grado	132	Primer grado
22081	Casbas de Huesca	Segundo grado	9	FP Grado Superior
22081	Casbas de Huesca	Segundo grado	5	FP Grado Medio
22081	Casbas de Huesca	Segundo grado	28	Bachillerato Superior
22081	Casbas de Huesca	Segundo grado	51	ESO, EGB, Bachillerato Ele.
22081	Casbas de Huesca	Tercer grado	5	Licenciatura
22081	Casbas de Huesca	Tercer grado	16	Diplomatura
22082	Castejón del Puente	Analfabetos	5	No sabe leer o escribir
22082	Castejón del Puente	Sin estudios	11	Sin estudios
22082	Castejón del Puente	Primer grado	84	Primer grado
22082	Castejón del Puente	Segundo grado	26	Bachillerato Superior
22082	Castejón del Puente	Segundo grado	15	FP Grado Medio
22082	Castejón del Puente	Segundo grado	25	FP Grado Superior
22082	Castejón del Puente	Segundo grado	137	ESO, EGB, Bachillerato Ele.
22082	Castejón del Puente	Tercer grado	3	Doctorado
22082	Castejón del Puente	Tercer grado	31	Licenciatura
22082	Castejón del Puente	Tercer grado	12	Diplomatura
22083	Castejón de Monegros	Analfabetos	4	No sabe leer o escribir
22083	Castejón de Monegros	Sin estudios	26	Sin estudios
22083	Castejón de Monegros	Primer grado	311	Primer grado
22083	Castejón de Monegros	Segundo grado	32	Bachillerato Superior
22083	Castejón de Monegros	Segundo grado	125	ESO, EGB, Bachillerato Ele.
22083	Castejón de Monegros	Segundo grado	27	FP Grado Medio
22083	Castejón de Monegros	Segundo grado	16	FP Grado Superior
22083	Castejón de Monegros	Tercer grado	20	Licenciatura
22083	Castejón de Monegros	Tercer grado	41	Diplomatura
22084	Castejón de Sos	Analfabetos	1	No sabe leer o escribir
22084	Castejón de Sos	Sin estudios	43	Sin estudios
22084	Castejón de Sos	Primer grado	60	Primer grado
22084	Castejón de Sos	Segundo grado	27	FP Grado Superior
22084	Castejón de Sos	Segundo grado	38	FP Grado Medio
22084	Castejón de Sos	Segundo grado	141	ESO, EGB, Bachillerato Ele.
22084	Castejón de Sos	Segundo grado	91	Bachillerato Superior
22084	Castejón de Sos	Tercer grado	57	Diplomatura
22084	Castejón de Sos	Tercer grado	3	Doctorado
22084	Castejón de Sos	Tercer grado	38	Licenciatura
22085	Castelflorite	Analfabetos	1	No sabe leer o escribir
22085	Castelflorite	Sin estudios	5	Sin estudios
22085	Castelflorite	Primer grado	66	Primer grado
22085	Castelflorite	Segundo grado	18	ESO, EGB, Bachillerato Ele.
22085	Castelflorite	Segundo grado	11	FP Grado Medio
22085	Castelflorite	Segundo grado	8	Bachillerato Superior
22085	Castelflorite	Segundo grado	10	FP Grado Superior
22085	Castelflorite	Tercer grado	11	Diplomatura
22086	Castiello de Jaca	Sin estudios	4	Sin estudios
22086	Castiello de Jaca	Primer grado	46	Primer grado
22086	Castiello de Jaca	Segundo grado	9	FP Grado Medio
22086	Castiello de Jaca	Segundo grado	7	FP Grado Superior
22086	Castiello de Jaca	Segundo grado	29	Bachillerato Superior
22086	Castiello de Jaca	Segundo grado	47	ESO, EGB, Bachillerato Ele.
22086	Castiello de Jaca	Tercer grado	6	Licenciatura
22086	Castiello de Jaca	Tercer grado	19	Diplomatura
22087	Castigaleu	Sin estudios	10	Sin estudios
22087	Castigaleu	Primer grado	40	Primer grado
22087	Castigaleu	Segundo grado	2	FP Grado Superior
22087	Castigaleu	Segundo grado	9	FP Grado Medio
22087	Castigaleu	Segundo grado	16	ESO, EGB, Bachillerato Ele.
22087	Castigaleu	Segundo grado	5	Bachillerato Superior
22087	Castigaleu	Tercer grado	6	Diplomatura
22087	Castigaleu	Tercer grado	1	Licenciatura
22088	Castillazuelo	Analfabetos	2	No sabe leer o escribir
22088	Castillazuelo	Sin estudios	36	Sin estudios
22088	Castillazuelo	Primer grado	80	Primer grado
22088	Castillazuelo	Segundo grado	35	ESO, EGB, Bachillerato Ele.
22088	Castillazuelo	Segundo grado	9	FP Grado Medio
22088	Castillazuelo	Segundo grado	14	FP Grado Superior
22088	Castillazuelo	Segundo grado	20	Bachillerato Superior
22088	Castillazuelo	Tercer grado	11	Diplomatura
22088	Castillazuelo	Tercer grado	4	Licenciatura
22089	Castillonroy	Analfabetos	1	No sabe leer o escribir
22089	Castillonroy	Sin estudios	28	Sin estudios
22089	Castillonroy	Primer grado	94	Primer grado
22089	Castillonroy	Segundo grado	12	FP Grado Superior
22089	Castillonroy	Segundo grado	20	FP Grado Medio
22089	Castillonroy	Segundo grado	27	Bachillerato Superior
22089	Castillonroy	Segundo grado	185	ESO, EGB, Bachillerato Ele.
22089	Castillonroy	Tercer grado	6	Diplomatura
22089	Castillonroy	Tercer grado	8	Licenciatura
22090	Colungo	Sin estudios	9	Sin estudios
22090	Colungo	Primer grado	53	Primer grado
22090	Colungo	Segundo grado	2	FP Grado Superior
22090	Colungo	Segundo grado	8	FP Grado Medio
22090	Colungo	Segundo grado	40	ESO, EGB, Bachillerato Ele.
22090	Colungo	Segundo grado	10	Bachillerato Superior
22090	Colungo	Tercer grado	4	Diplomatura
22090	Colungo	Tercer grado	4	Licenciatura
22094	Chalamera	Analfabetos	2	No sabe leer o escribir
22094	Chalamera	Sin estudios	3	Sin estudios
22094	Chalamera	Primer grado	85	Primer grado
22094	Chalamera	Segundo grado	10	Bachillerato Superior
22094	Chalamera	Segundo grado	3	FP Grado Medio
22094	Chalamera	Segundo grado	1	FP Grado Superior
22094	Chalamera	Segundo grado	25	ESO, EGB, Bachillerato Ele.
22094	Chalamera	Tercer grado	5	Licenciatura
22094	Chalamera	Tercer grado	4	Diplomatura
22095	Chía	Sin estudios	1	Sin estudios
22095	Chía	Primer grado	55	Primer grado
22095	Chía	Segundo grado	10	Bachillerato Superior
22095	Chía	Segundo grado	6	FP Grado Medio
22095	Chía	Segundo grado	1	FP Grado Superior
22095	Chía	Segundo grado	20	ESO, EGB, Bachillerato Ele.
22095	Chía	Tercer grado	7	Licenciatura
22095	Chía	Tercer grado	3	Diplomatura
22096	Chimillas	Analfabetos	3	No sabe leer o escribir
22096	Chimillas	Sin estudios	8	Sin estudios
22096	Chimillas	Primer grado	46	Primer grado
22096	Chimillas	Segundo grado	7	FP Grado Medio
22096	Chimillas	Segundo grado	55	ESO, EGB, Bachillerato Ele.
22096	Chimillas	Segundo grado	15	Bachillerato Superior
22096	Chimillas	Segundo grado	10	FP Grado Superior
22096	Chimillas	Tercer grado	1	Doctorado
22096	Chimillas	Tercer grado	19	Diplomatura
22096	Chimillas	Tercer grado	23	Licenciatura
22099	Esplús	Analfabetos	2	No sabe leer o escribir
22099	Esplús	Sin estudios	89	Sin estudios
22099	Esplús	Primer grado	271	Primer grado
22099	Esplús	Segundo grado	28	FP Grado Medio
22099	Esplús	Segundo grado	42	FP Grado Superior
22099	Esplús	Segundo grado	100	ESO, EGB, Bachillerato Ele.
22099	Esplús	Segundo grado	76	Bachillerato Superior
22099	Esplús	Tercer grado	20	Diplomatura
22099	Esplús	Tercer grado	8	Licenciatura
22099	Esplús	Tercer grado	1	Doctorado
22102	Estada	Analfabetos	3	No sabe leer o escribir
22102	Estada	Sin estudios	35	Sin estudios
22102	Estada	Primer grado	52	Primer grado
22102	Estada	Segundo grado	16	Bachillerato Superior
22102	Estada	Segundo grado	3	FP Grado Superior
22102	Estada	Segundo grado	3	FP Grado Medio
22102	Estada	Segundo grado	33	ESO, EGB, Bachillerato Ele.
22102	Estada	Tercer grado	8	Licenciatura
22102	Estada	Tercer grado	1	Doctorado
22102	Estada	Tercer grado	12	Diplomatura
22103	Estadilla	Analfabetos	11	No sabe leer o escribir
22103	Estadilla	Sin estudios	107	Sin estudios
22103	Estadilla	Primer grado	281	Primer grado
22103	Estadilla	Segundo grado	37	FP Grado Superior
22103	Estadilla	Segundo grado	54	Bachillerato Superior
22103	Estadilla	Segundo grado	159	ESO, EGB, Bachillerato Ele.
22103	Estadilla	Segundo grado	49	FP Grado Medio
22103	Estadilla	Tercer grado	4	Doctorado
22103	Estadilla	Tercer grado	78	Diplomatura
22103	Estadilla	Tercer grado	33	Licenciatura
22105	Estopiñán del Castillo	Analfabetos	8	No sabe leer o escribir
22105	Estopiñán del Castillo	Sin estudios	37	Sin estudios
22105	Estopiñán del Castillo	Primer grado	56	Primer grado
22105	Estopiñán del Castillo	Segundo grado	8	FP Grado Medio
22105	Estopiñán del Castillo	Segundo grado	24	Bachillerato Superior
22105	Estopiñán del Castillo	Segundo grado	36	ESO, EGB, Bachillerato Ele.
22105	Estopiñán del Castillo	Segundo grado	6	FP Grado Superior
22105	Estopiñán del Castillo	Tercer grado	13	Diplomatura
22105	Estopiñán del Castillo	Tercer grado	9	Licenciatura
22105	Estopiñán del Castillo	Tercer grado	1	Doctorado
22106	Fago	Sin estudios	2	Sin estudios
22106	Fago	Primer grado	19	Primer grado
22106	Fago	Segundo grado	4	FP Grado Superior
22106	Fago	Segundo grado	2	Bachillerato Superior
22106	Fago	Segundo grado	2	ESO, EGB, Bachillerato Ele.
22106	Fago	Tercer grado	2	Diplomatura
22106	Fago	Tercer grado	2	Licenciatura
22107	Fanlo	Analfabetos	1	No sabe leer o escribir
22107	Fanlo	Sin estudios	35	Sin estudios
22107	Fanlo	Primer grado	31	Primer grado
22107	Fanlo	Segundo grado	8	FP Grado Superior
22107	Fanlo	Segundo grado	61	ESO, EGB, Bachillerato Ele.
22107	Fanlo	Segundo grado	14	Bachillerato Superior
22107	Fanlo	Segundo grado	9	FP Grado Medio
22107	Fanlo	Tercer grado	5	Diplomatura
22107	Fanlo	Tercer grado	4	Licenciatura
22109	Fiscal	Sin estudios	20	Sin estudios
22109	Fiscal	Primer grado	62	Primer grado
22109	Fiscal	Segundo grado	4	FP Grado Medio
22109	Fiscal	Segundo grado	70	ESO, EGB, Bachillerato Ele.
22109	Fiscal	Segundo grado	9	FP Grado Superior
22109	Fiscal	Segundo grado	33	Bachillerato Superior
22109	Fiscal	Tercer grado	16	Diplomatura
22109	Fiscal	Tercer grado	2	Doctorado
22109	Fiscal	Tercer grado	8	Licenciatura
22110	Fonz	Analfabetos	8	No sabe leer o escribir
22110	Fonz	Sin estudios	133	Sin estudios
22110	Fonz	Primer grado	355	Primer grado
22110	Fonz	Segundo grado	250	ESO, EGB, Bachillerato Ele.
22110	Fonz	Segundo grado	41	FP Grado Medio
22110	Fonz	Segundo grado	37	FP Grado Superior
22110	Fonz	Segundo grado	72	Bachillerato Superior
22110	Fonz	Tercer grado	47	Diplomatura
22110	Fonz	Tercer grado	21	Licenciatura
22111	Foradada del Toscar	Analfabetos	1	No sabe leer o escribir
22111	Foradada del Toscar	Sin estudios	41	Sin estudios
22111	Foradada del Toscar	Primer grado	102	Primer grado
22111	Foradada del Toscar	Segundo grado	24	Bachillerato Superior
22111	Foradada del Toscar	Segundo grado	10	FP Grado Medio
22111	Foradada del Toscar	Segundo grado	7	FP Grado Superior
22111	Foradada del Toscar	Segundo grado	23	ESO, EGB, Bachillerato Ele.
22111	Foradada del Toscar	Tercer grado	13	Diplomatura
22111	Foradada del Toscar	Tercer grado	17	Licenciatura
22112	Fraga	Analfabetos	170	No sabe leer o escribir
22112	Fraga	Sin estudios	895	Sin estudios
22112	Fraga	Primer grado	2074	Primer grado
22112	Fraga	Segundo grado	501	FP Grado Superior
22112	Fraga	Segundo grado	272	FP Grado Medio
22112	Fraga	Segundo grado	1031	Bachillerato Superior
22112	Fraga	Segundo grado	4298	ESO, EGB, Bachillerato Ele.
22112	Fraga	Tercer grado	298	Licenciatura
22112	Fraga	Tercer grado	530	Diplomatura
22112	Fraga	Tercer grado	7	Doctorado
22113	Fueva (La)	Analfabetos	8	No sabe leer o escribir
22113	Fueva (La)	Sin estudios	105	Sin estudios
22113	Fueva (La)	Primer grado	149	Primer grado
22113	Fueva (La)	Segundo grado	52	Bachillerato Superior
22113	Fueva (La)	Segundo grado	26	FP Grado Medio
22113	Fueva (La)	Segundo grado	130	ESO, EGB, Bachillerato Ele.
22113	Fueva (La)	Segundo grado	11	FP Grado Superior
22113	Fueva (La)	Tercer grado	19	Licenciatura
22113	Fueva (La)	Tercer grado	1	Doctorado
22113	Fueva (La)	Tercer grado	30	Diplomatura
22114	Gistaín	Analfabetos	2	No sabe leer o escribir
22114	Gistaín	Sin estudios	3	Sin estudios
22114	Gistaín	Primer grado	91	Primer grado
22114	Gistaín	Segundo grado	43	ESO, EGB, Bachillerato Ele.
22114	Gistaín	Segundo grado	3	FP Grado Medio
22114	Gistaín	Segundo grado	3	FP Grado Superior
22114	Gistaín	Segundo grado	13	Bachillerato Superior
22114	Gistaín	Tercer grado	4	Diplomatura
22114	Gistaín	Tercer grado	2	Licenciatura
22115	Grado (El)	Analfabetos	7	No sabe leer o escribir
22115	Grado (El)	Sin estudios	5	Sin estudios
22115	Grado (El)	Primer grado	253	Primer grado
22115	Grado (El)	Segundo grado	76	ESO, EGB, Bachillerato Ele.
22115	Grado (El)	Segundo grado	25	FP Grado Medio
22115	Grado (El)	Segundo grado	40	Bachillerato Superior
22115	Grado (El)	Segundo grado	19	FP Grado Superior
22115	Grado (El)	Tercer grado	1	Doctorado
22115	Grado (El)	Tercer grado	20	Licenciatura
22115	Grado (El)	Tercer grado	29	Diplomatura
22116	Grañén	Analfabetos	38	No sabe leer o escribir
22116	Grañén	Sin estudios	284	Sin estudios
22116	Grañén	Primer grado	500	Primer grado
22116	Grañén	Segundo grado	125	Bachillerato Superior
22116	Grañén	Segundo grado	39	FP Grado Superior
22116	Grañén	Segundo grado	71	FP Grado Medio
22116	Grañén	Segundo grado	517	ESO, EGB, Bachillerato Ele.
22116	Grañén	Tercer grado	3	Doctorado
22116	Grañén	Tercer grado	35	Licenciatura
22116	Grañén	Tercer grado	65	Diplomatura
22117	Graus	Analfabetos	34	No sabe leer o escribir
22117	Graus	Sin estudios	402	Sin estudios
22117	Graus	Primer grado	932	Primer grado
22117	Graus	Segundo grado	146	FP Grado Medio
22117	Graus	Segundo grado	111	FP Grado Superior
22117	Graus	Segundo grado	520	ESO, EGB, Bachillerato Ele.
22117	Graus	Segundo grado	250	Bachillerato Superior
22117	Graus	Tercer grado	100	Licenciatura
22117	Graus	Tercer grado	5	Doctorado
22117	Graus	Tercer grado	182	Diplomatura
22119	Gurrea de Gállego	Analfabetos	5	No sabe leer o escribir
22119	Gurrea de Gállego	Sin estudios	228	Sin estudios
22119	Gurrea de Gállego	Primer grado	397	Primer grado
22119	Gurrea de Gállego	Segundo grado	135	Bachillerato Superior
22119	Gurrea de Gállego	Segundo grado	68	FP Grado Superior
22119	Gurrea de Gállego	Segundo grado	597	ESO, EGB, Bachillerato Ele.
22119	Gurrea de Gállego	Segundo grado	70	FP Grado Medio
22119	Gurrea de Gállego	Tercer grado	43	Licenciatura
22119	Gurrea de Gállego	Tercer grado	75	Diplomatura
22119	Gurrea de Gállego	Tercer grado	1	Doctorado
22122	Hoz de Jaca	Sin estudios	4	Sin estudios
22122	Hoz de Jaca	Primer grado	19	Primer grado
22122	Hoz de Jaca	Segundo grado	5	FP Grado Medio
22122	Hoz de Jaca	Segundo grado	7	Bachillerato Superior
22122	Hoz de Jaca	Segundo grado	7	FP Grado Superior
