Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Número de contratos	Temporalidad
Junio 2015	201506	50	Zaragoza	Hombres	1455	Indefinido
Junio 2015	201506	50	Zaragoza	Mujeres	1248	Indefinido
Junio 2015	201506	50	Zaragoza	Hombres	20734	Temporal
Junio 2015	201506	50	Zaragoza	Mujeres	15217	Temporal
Mayo 2015	201505	22	Huesca	Hombres	407	Indefinido
Mayo 2015	201505	22	Huesca	Mujeres	288	Indefinido
Mayo 2015	201505	22	Huesca	Hombres	6515	Temporal
Mayo 2015	201505	22	Huesca	Mujeres	3739	Temporal
Mayo 2015	201505	44	Teruel	Hombres	159	Indefinido
Mayo 2015	201505	44	Teruel	Mujeres	123	Indefinido
Mayo 2015	201505	44	Teruel	Hombres	1982	Temporal
Mayo 2015	201505	44	Teruel	Mujeres	1388	Temporal
Mayo 2015	201505	50	Zaragoza	Hombres	1494	Indefinido
Mayo 2015	201505	50	Zaragoza	Mujeres	1217	Indefinido
Mayo 2015	201505	50	Zaragoza	Hombres	18556	Temporal
Mayo 2015	201505	50	Zaragoza	Mujeres	13885	Temporal
Abril 2015	201504	22	Huesca	Hombres	338	Indefinido
Abril 2015	201504	22	Huesca	Mujeres	226	Indefinido
Abril 2015	201504	22	Huesca	Hombres	3276	Temporal
Abril 2015	201504	22	Huesca	Mujeres	2460	Temporal
Abril 2015	201504	44	Teruel	Hombres	172	Indefinido
Abril 2015	201504	44	Teruel	Mujeres	108	Indefinido
Abril 2015	201504	44	Teruel	Hombres	1697	Temporal
Abril 2015	201504	44	Teruel	Mujeres	1267	Temporal
Abril 2015	201504	50	Zaragoza	Hombres	1424	Indefinido
Abril 2015	201504	50	Zaragoza	Mujeres	1221	Indefinido
Abril 2015	201504	50	Zaragoza	Hombres	13806	Temporal
Abril 2015	201504	50	Zaragoza	Mujeres	10858	Temporal
Marzo 2015	201503	22	Huesca	Hombres	336	Indefinido
Marzo 2015	201503	22	Huesca	Mujeres	264	Indefinido
Marzo 2015	201503	22	Huesca	Hombres	2964	Temporal
Marzo 2015	201503	22	Huesca	Mujeres	2478	Temporal
Marzo 2015	201503	44	Teruel	Hombres	199	Indefinido
Marzo 2015	201503	44	Teruel	Mujeres	112	Indefinido
Marzo 2015	201503	44	Teruel	Hombres	1684	Temporal
Marzo 2015	201503	44	Teruel	Mujeres	1068	Temporal
Marzo 2015	201503	50	Zaragoza	Hombres	1395	Indefinido
Marzo 2015	201503	50	Zaragoza	Mujeres	1521	Indefinido
Marzo 2015	201503	50	Zaragoza	Hombres	13510	Temporal
Marzo 2015	201503	50	Zaragoza	Mujeres	11113	Temporal
Febrero 2015	201502	22	Huesca	Hombres	258	Indefinido
Febrero 2015	201502	22	Huesca	Mujeres	195	Indefinido
Febrero 2015	201502	22	Huesca	Hombres	2249	Temporal
Febrero 2015	201502	22	Huesca	Mujeres	1895	Temporal
Febrero 2015	201502	44	Teruel	Hombres	136	Indefinido
Febrero 2015	201502	44	Teruel	Mujeres	98	Indefinido
Febrero 2015	201502	44	Teruel	Hombres	1300	Temporal
Febrero 2015	201502	44	Teruel	Mujeres	903	Temporal
Febrero 2015	201502	50	Zaragoza	Hombres	1444	Indefinido
Febrero 2015	201502	50	Zaragoza	Mujeres	1105	Indefinido
Febrero 2015	201502	50	Zaragoza	Hombres	12057	Temporal
Febrero 2015	201502	50	Zaragoza	Mujeres	9865	Temporal
Enero 2015	201501	22	Huesca	Hombres	315	Indefinido
Enero 2015	201501	22	Huesca	Mujeres	238	Indefinido
Enero 2015	201501	22	Huesca	Hombres	2626	Temporal
Enero 2015	201501	22	Huesca	Mujeres	2335	Temporal
Enero 2015	201501	44	Teruel	Hombres	196	Indefinido
Enero 2015	201501	44	Teruel	Mujeres	100	Indefinido
Enero 2015	201501	44	Teruel	Hombres	1448	Temporal
Enero 2015	201501	44	Teruel	Mujeres	964	Temporal
Enero 2015	201501	50	Zaragoza	Hombres	1367	Indefinido
Enero 2015	201501	50	Zaragoza	Mujeres	1160	Indefinido
Enero 2015	201501	50	Zaragoza	Hombres	13151	Temporal
Enero 2015	201501	50	Zaragoza	Mujeres	11235	Temporal
Diciembre 2014	201412	22	Huesca	Hombres	333	Indefinido
Diciembre 2014	201412	22	Huesca	Mujeres	237	Indefinido
Diciembre 2014	201412	22	Huesca	Hombres	2466	Temporal
Diciembre 2014	201412	22	Huesca	Mujeres	2464	Temporal
Diciembre 2014	201412	44	Teruel	Hombres	144	Indefinido
Diciembre 2014	201412	44	Teruel	Mujeres	128	Indefinido
Diciembre 2014	201412	44	Teruel	Hombres	1388	Temporal
Diciembre 2014	201412	44	Teruel	Mujeres	1085	Temporal
Diciembre 2014	201412	50	Zaragoza	Hombres	985	Indefinido
Diciembre 2014	201412	50	Zaragoza	Mujeres	1068	Indefinido
Diciembre 2014	201412	50	Zaragoza	Hombres	11529	Temporal
Diciembre 2014	201412	50	Zaragoza	Mujeres	10784	Temporal
Noviembre 2014	201411	22	Huesca	Hombres	275	Indefinido
Noviembre 2014	201411	22	Huesca	Mujeres	207	Indefinido
Noviembre 2014	201411	22	Huesca	Hombres	2165	Temporal
Noviembre 2014	201411	22	Huesca	Mujeres	1841	Temporal
Noviembre 2014	201411	44	Teruel	Hombres	142	Indefinido
Noviembre 2014	201411	44	Teruel	Mujeres	94	Indefinido
Noviembre 2014	201411	44	Teruel	Hombres	1358	Temporal
Noviembre 2014	201411	44	Teruel	Mujeres	804	Temporal
Noviembre 2014	201411	50	Zaragoza	Hombres	1159	Indefinido
Noviembre 2014	201411	50	Zaragoza	Mujeres	1241	Indefinido
Noviembre 2014	201411	50	Zaragoza	Hombres	12983	Temporal
Noviembre 2014	201411	50	Zaragoza	Mujeres	11382	Temporal
Octubre 2014	201410	22	Huesca	Hombres	276	Indefinido
Octubre 2014	201410	22	Huesca	Mujeres	287	Indefinido
Octubre 2014	201410	22	Huesca	Hombres	2798	Temporal
Octubre 2014	201410	22	Huesca	Mujeres	2596	Temporal
Octubre 2014	201410	44	Teruel	Hombres	188	Indefinido
Octubre 2014	201410	44	Teruel	Mujeres	114	Indefinido
Octubre 2014	201410	44	Teruel	Hombres	1804	Temporal
Octubre 2014	201410	44	Teruel	Mujeres	1215	Temporal
Octubre 2014	201410	50	Zaragoza	Hombres	1306	Indefinido
Octubre 2014	201410	50	Zaragoza	Mujeres	1406	Indefinido
Octubre 2014	201410	50	Zaragoza	Hombres	16978	Temporal
Octubre 2014	201410	50	Zaragoza	Mujeres	14595	Temporal
Septiembre 2014	201409	22	Huesca	Hombres	288	Indefinido
Septiembre 2014	201409	22	Huesca	Mujeres	237	Indefinido
Septiembre 2014	201409	22	Huesca	Hombres	3103	Temporal
Septiembre 2014	201409	22	Huesca	Mujeres	2667	Temporal
Septiembre 2014	201409	44	Teruel	Hombres	186	Indefinido
Septiembre 2014	201409	44	Teruel	Mujeres	127	Indefinido
Septiembre 2014	201409	44	Teruel	Hombres	2276	Temporal
Septiembre 2014	201409	44	Teruel	Mujeres	1517	Temporal
Septiembre 2014	201409	50	Zaragoza	Hombres	1487	Indefinido
Septiembre 2014	201409	50	Zaragoza	Mujeres	1651	Indefinido
Septiembre 2014	201409	50	Zaragoza	Hombres	18778	Temporal
Septiembre 2014	201409	50	Zaragoza	Mujeres	14248	Temporal
Agosto 2014	201408	22	Huesca	Hombres	235	Indefinido
Agosto 2014	201408	22	Huesca	Mujeres	160	Indefinido
Agosto 2014	201408	22	Huesca	Hombres	3650	Temporal
Agosto 2014	201408	22	Huesca	Mujeres	2464	Temporal
Agosto 2014	201408	44	Teruel	Hombres	111	Indefinido
Agosto 2014	201408	44	Teruel	Mujeres	71	Indefinido
Agosto 2014	201408	44	Teruel	Hombres	1801	Temporal
Agosto 2014	201408	44	Teruel	Mujeres	1171	Temporal
Agosto 2014	201408	50	Zaragoza	Hombres	706	Indefinido
Agosto 2014	201408	50	Zaragoza	Mujeres	682	Indefinido
Agosto 2014	201408	50	Zaragoza	Hombres	15019	Temporal
Agosto 2014	201408	50	Zaragoza	Mujeres	10791	Temporal
Julio 2014	201407	22	Huesca	Hombres	364	Indefinido
Julio 2014	201407	22	Huesca	Mujeres	247	Indefinido
Julio 2014	201407	22	Huesca	Hombres	6002	Temporal
Julio 2014	201407	22	Huesca	Mujeres	4359	Temporal
Julio 2014	201407	44	Teruel	Hombres	141	Indefinido
Julio 2014	201407	44	Teruel	Mujeres	90	Indefinido
Julio 2014	201407	44	Teruel	Hombres	2249	Temporal
Julio 2014	201407	44	Teruel	Mujeres	1683	Temporal
Julio 2014	201407	50	Zaragoza	Hombres	1152	Indefinido
Julio 2014	201407	50	Zaragoza	Mujeres	1103	Indefinido
Julio 2014	201407	50	Zaragoza	Hombres	18365	Temporal
Julio 2014	201407	50	Zaragoza	Mujeres	14166	Temporal
Junio 2014	201406	22	Huesca	Hombres	385	Indefinido
Junio 2014	201406	22	Huesca	Mujeres	344	Indefinido
Junio 2014	201406	22	Huesca	Hombres	4627	Temporal
Junio 2014	201406	22	Huesca	Mujeres	3754	Temporal
Junio 2014	201406	44	Teruel	Hombres	143	Indefinido
Junio 2014	201406	44	Teruel	Mujeres	109	Indefinido
Junio 2014	201406	44	Teruel	Hombres	2021	Temporal
Junio 2014	201406	44	Teruel	Mujeres	1290	Temporal
Junio 2014	201406	50	Zaragoza	Hombres	1091	Indefinido
Junio 2014	201406	50	Zaragoza	Mujeres	1097	Indefinido
Junio 2014	201406	50	Zaragoza	Hombres	19405	Temporal
Junio 2014	201406	50	Zaragoza	Mujeres	14024	Temporal
Mayo 2014	201405	22	Huesca	Hombres	426	Indefinido
Mayo 2014	201405	22	Huesca	Mujeres	269	Indefinido
Mayo 2014	201405	22	Huesca	Hombres	5470	Temporal
Mayo 2014	201405	22	Huesca	Mujeres	3354	Temporal
Mayo 2014	201405	44	Teruel	Hombres	156	Indefinido
Mayo 2014	201405	44	Teruel	Mujeres	96	Indefinido
Mayo 2014	201405	44	Teruel	Hombres	2169	Temporal
Mayo 2014	201405	44	Teruel	Mujeres	1256	Temporal
Mayo 2014	201405	50	Zaragoza	Hombres	1324	Indefinido
Mayo 2014	201405	50	Zaragoza	Mujeres	1068	Indefinido
Mayo 2014	201405	50	Zaragoza	Hombres	18660	Temporal
Mayo 2014	201405	50	Zaragoza	Mujeres	14000	Temporal
Abril 2014	201404	22	Huesca	Hombres	350	Indefinido
Abril 2014	201404	22	Huesca	Mujeres	267	Indefinido
Abril 2014	201404	22	Huesca	Hombres	2910	Temporal
Abril 2014	201404	22	Huesca	Mujeres	2351	Temporal
Abril 2014	201404	44	Teruel	Hombres	167	Indefinido
Abril 2014	201404	44	Teruel	Mujeres	103	Indefinido
Abril 2014	201404	44	Teruel	Hombres	1889	Temporal
Abril 2014	201404	44	Teruel	Mujeres	1227	Temporal
Abril 2014	201404	50	Zaragoza	Hombres	1220	Indefinido
Abril 2014	201404	50	Zaragoza	Mujeres	1154	Indefinido
Abril 2014	201404	50	Zaragoza	Hombres	12573	Temporal
Abril 2014	201404	50	Zaragoza	Mujeres	10323	Temporal
Marzo 2014	201403	22	Huesca	Hombres	335	Indefinido
Marzo 2014	201403	22	Huesca	Mujeres	272	Indefinido
Marzo 2014	201403	22	Huesca	Hombres	2468	Temporal
Marzo 2014	201403	22	Huesca	Mujeres	1785	Temporal
Marzo 2014	201403	44	Teruel	Hombres	145	Indefinido
Marzo 2014	201403	44	Teruel	Mujeres	113	Indefinido
Marzo 2014	201403	44	Teruel	Hombres	1467	Temporal
Marzo 2014	201403	44	Teruel	Mujeres	826	Temporal
Marzo 2014	201403	50	Zaragoza	Hombres	1177	Indefinido
Marzo 2014	201403	50	Zaragoza	Mujeres	1224	Indefinido
Marzo 2014	201403	50	Zaragoza	Hombres	11217	Temporal
Marzo 2014	201403	50	Zaragoza	Mujeres	9029	Temporal
Febrero 2014	201402	22	Huesca	Hombres	219	Indefinido
Febrero 2014	201402	22	Huesca	Mujeres	187	Indefinido
Febrero 2014	201402	22	Huesca	Hombres	1856	Temporal
Febrero 2014	201402	22	Huesca	Mujeres	1580	Temporal
Febrero 2014	201402	44	Teruel	Hombres	99	Indefinido
Febrero 2014	201402	44	Teruel	Mujeres	80	Indefinido
Febrero 2014	201402	44	Teruel	Hombres	1289	Temporal
Febrero 2014	201402	44	Teruel	Mujeres	798	Temporal
Febrero 2014	201402	50	Zaragoza	Hombres	919	Indefinido
Febrero 2014	201402	50	Zaragoza	Mujeres	1016	Indefinido
Febrero 2014	201402	50	Zaragoza	Hombres	10980	Temporal
Febrero 2014	201402	50	Zaragoza	Mujeres	8960	Temporal
Enero 2014	201401	22	Huesca	Hombres	253	Indefinido
Enero 2014	201401	22	Huesca	Mujeres	206	Indefinido
Enero 2014	201401	22	Huesca	Hombres	2323	Temporal
Enero 2014	201401	22	Huesca	Mujeres	1900	Temporal
Enero 2014	201401	44	Teruel	Hombres	145	Indefinido
Enero 2014	201401	44	Teruel	Mujeres	110	Indefinido
Enero 2014	201401	44	Teruel	Hombres	1423	Temporal
Enero 2014	201401	44	Teruel	Mujeres	910	Temporal
Enero 2014	201401	50	Zaragoza	Hombres	997	Indefinido
Enero 2014	201401	50	Zaragoza	Mujeres	912	Indefinido
Enero 2014	201401	50	Zaragoza	Hombres	11797	Temporal
Enero 2014	201401	50	Zaragoza	Mujeres	9543	Temporal
Diciembre 2013	201312	22	Huesca	Hombres	164	Indefinido
Diciembre 2013	201312	22	Huesca	Mujeres	147	Indefinido
Diciembre 2013	201312	22	Huesca	Hombres	2397	Temporal
Diciembre 2013	201312	22	Huesca	Mujeres	2520	Temporal
Diciembre 2013	201312	44	Teruel	Hombres	74	Indefinido
Diciembre 2013	201312	44	Teruel	Mujeres	62	Indefinido
Diciembre 2013	201312	44	Teruel	Hombres	1576	Temporal
Diciembre 2013	201312	44	Teruel	Mujeres	966	Temporal
Diciembre 2013	201312	50	Zaragoza	Hombres	715	Indefinido
Diciembre 2013	201312	50	Zaragoza	Mujeres	808	Indefinido
Diciembre 2013	201312	50	Zaragoza	Hombres	10626	Temporal
Diciembre 2013	201312	50	Zaragoza	Mujeres	9822	Temporal
Noviembre 2013	201311	22	Huesca	Hombres	228	Indefinido
Noviembre 2013	201311	22	Huesca	Mujeres	191	Indefinido
Noviembre 2013	201311	22	Huesca	Hombres	2232	Temporal
Noviembre 2013	201311	22	Huesca	Mujeres	1735	Temporal
Noviembre 2013	201311	44	Teruel	Hombres	117	Indefinido
Noviembre 2013	201311	44	Teruel	Mujeres	96	Indefinido
Noviembre 2013	201311	44	Teruel	Hombres	1375	Temporal
Noviembre 2013	201311	44	Teruel	Mujeres	825	Temporal
Noviembre 2013	201311	50	Zaragoza	Hombres	896	Indefinido
Noviembre 2013	201311	50	Zaragoza	Mujeres	1046	Indefinido
Noviembre 2013	201311	50	Zaragoza	Hombres	11695	Temporal
Noviembre 2013	201311	50	Zaragoza	Mujeres	9849	Temporal
Octubre 2013	201310	22	Huesca	Hombres	222	Indefinido
Octubre 2013	201310	22	Huesca	Mujeres	221	Indefinido
Octubre 2013	201310	22	Huesca	Hombres	2597	Temporal
Octubre 2013	201310	22	Huesca	Mujeres	2211	Temporal
Octubre 2013	201310	44	Teruel	Hombres	143	Indefinido
Octubre 2013	201310	44	Teruel	Mujeres	143	Indefinido
Octubre 2013	201310	44	Teruel	Hombres	1872	Temporal
Octubre 2013	201310	44	Teruel	Mujeres	1352	Temporal
Octubre 2013	201310	50	Zaragoza	Hombres	1065	Indefinido
Octubre 2013	201310	50	Zaragoza	Mujeres	1334	Indefinido
Octubre 2013	201310	50	Zaragoza	Hombres	16735	Temporal
Octubre 2013	201310	50	Zaragoza	Mujeres	13515	Temporal
Septiembre 2013	201309	22	Huesca	Hombres	243	Indefinido
Septiembre 2013	201309	22	Huesca	Mujeres	198	Indefinido
Septiembre 2013	201309	22	Huesca	Hombres	2816	Temporal
Septiembre 2013	201309	22	Huesca	Mujeres	2254	Temporal
Septiembre 2013	201309	44	Teruel	Hombres	79	Indefinido
Septiembre 2013	201309	44	Teruel	Mujeres	92	Indefinido
Septiembre 2013	201309	44	Teruel	Hombres	2068	Temporal
Septiembre 2013	201309	44	Teruel	Mujeres	1389	Temporal
Septiembre 2013	201309	50	Zaragoza	Hombres	1043	Indefinido
Septiembre 2013	201309	50	Zaragoza	Mujeres	1342	Indefinido
Septiembre 2013	201309	50	Zaragoza	Hombres	16575	Temporal
Septiembre 2013	201309	50	Zaragoza	Mujeres	12389	Temporal
Agosto 2013	201308	22	Huesca	Hombres	186	Indefinido
Agosto 2013	201308	22	Huesca	Mujeres	123	Indefinido
Agosto 2013	201308	22	Huesca	Hombres	3761	Temporal
Agosto 2013	201308	22	Huesca	Mujeres	2252	Temporal
Agosto 2013	201308	44	Teruel	Hombres	65	Indefinido
Agosto 2013	201308	44	Teruel	Mujeres	41	Indefinido
Agosto 2013	201308	44	Teruel	Hombres	1459	Temporal
Agosto 2013	201308	44	Teruel	Mujeres	1175	Temporal
Agosto 2013	201308	50	Zaragoza	Hombres	637	Indefinido
Agosto 2013	201308	50	Zaragoza	Mujeres	613	Indefinido
Agosto 2013	201308	50	Zaragoza	Hombres	12572	Temporal
Agosto 2013	201308	50	Zaragoza	Mujeres	9328	Temporal
Julio 2013	201307	22	Huesca	Hombres	243	Indefinido
Julio 2013	201307	22	Huesca	Mujeres	149	Indefinido
Julio 2013	201307	22	Huesca	Hombres	5134	Temporal
Julio 2013	201307	22	Huesca	Mujeres	4062	Temporal
Julio 2013	201307	44	Teruel	Hombres	93	Indefinido
Julio 2013	201307	44	Teruel	Mujeres	83	Indefinido
Julio 2013	201307	44	Teruel	Hombres	2319	Temporal
Julio 2013	201307	44	Teruel	Mujeres	1663	Temporal
Julio 2013	201307	50	Zaragoza	Hombres	962	Indefinido
Julio 2013	201307	50	Zaragoza	Mujeres	922	Indefinido
Julio 2013	201307	50	Zaragoza	Hombres	17077	Temporal
Julio 2013	201307	50	Zaragoza	Mujeres	12588	Temporal
Junio 2013	201306	22	Huesca	Hombres	247	Indefinido
Junio 2013	201306	22	Huesca	Mujeres	187	Indefinido
Junio 2013	201306	22	Huesca	Hombres	3738	Temporal
Junio 2013	201306	22	Huesca	Mujeres	3086	Temporal
Junio 2013	201306	44	Teruel	Hombres	112	Indefinido
Junio 2013	201306	44	Teruel	Mujeres	116	Indefinido
Junio 2013	201306	44	Teruel	Hombres	1810	Temporal
Junio 2013	201306	44	Teruel	Mujeres	1242	Temporal
Junio 2013	201306	50	Zaragoza	Hombres	872	Indefinido
Junio 2013	201306	50	Zaragoza	Mujeres	902	Indefinido
Junio 2013	201306	50	Zaragoza	Hombres	15304	Temporal
Junio 2013	201306	50	Zaragoza	Mujeres	11211	Temporal
Mayo 2013	201305	22	Huesca	Hombres	383	Indefinido
Mayo 2013	201305	22	Huesca	Mujeres	246	Indefinido
Mayo 2013	201305	22	Huesca	Hombres	4856	Temporal
Mayo 2013	201305	22	Huesca	Mujeres	2644	Temporal
Mayo 2013	201305	44	Teruel	Hombres	102	Indefinido
Mayo 2013	201305	44	Teruel	Mujeres	100	Indefinido
Mayo 2013	201305	44	Teruel	Hombres	1744	Temporal
Mayo 2013	201305	44	Teruel	Mujeres	1105	Temporal
Mayo 2013	201305	50	Zaragoza	Hombres	982	Indefinido
Mayo 2013	201305	50	Zaragoza	Mujeres	1123	Indefinido
Mayo 2013	201305	50	Zaragoza	Hombres	14668	Temporal
Mayo 2013	201305	50	Zaragoza	Mujeres	11131	Temporal
Abril 2013	201304	22	Huesca	Hombres	273	Indefinido
Abril 2013	201304	22	Huesca	Mujeres	232	Indefinido
Abril 2013	201304	22	Huesca	Hombres	2386	Temporal
Abril 2013	201304	22	Huesca	Mujeres	1843	Temporal
Abril 2013	201304	44	Teruel	Hombres	133	Indefinido
Abril 2013	201304	44	Teruel	Mujeres	106	Indefinido
Abril 2013	201304	44	Teruel	Hombres	1409	Temporal
Abril 2013	201304	44	Teruel	Mujeres	890	Temporal
Abril 2013	201304	50	Zaragoza	Hombres	987	Indefinido
Abril 2013	201304	50	Zaragoza	Mujeres	1110	Indefinido
Abril 2013	201304	50	Zaragoza	Hombres	10391	Temporal
Abril 2013	201304	50	Zaragoza	Mujeres	8489	Temporal
Marzo 2013	201303	22	Huesca	Hombres	272	Indefinido
Marzo 2013	201303	22	Huesca	Mujeres	235	Indefinido
Marzo 2013	201303	22	Huesca	Hombres	1954	Temporal
Marzo 2013	201303	22	Huesca	Mujeres	1558	Temporal
Marzo 2013	201303	44	Teruel	Hombres	127	Indefinido
Marzo 2013	201303	44	Teruel	Mujeres	112	Indefinido
Marzo 2013	201303	44	Teruel	Hombres	1231	Temporal
Marzo 2013	201303	44	Teruel	Mujeres	841	Temporal
Marzo 2013	201303	50	Zaragoza	Hombres	910	Indefinido
Marzo 2013	201303	50	Zaragoza	Mujeres	1044	Indefinido
Marzo 2013	201303	50	Zaragoza	Hombres	8210	Temporal
Marzo 2013	201303	50	Zaragoza	Mujeres	7416	Temporal
Febrero 2013	201302	22	Huesca	Hombres	233	Indefinido
Febrero 2013	201302	22	Huesca	Mujeres	175	Indefinido
Febrero 2013	201302	22	Huesca	Hombres	1711	Temporal
Febrero 2013	201302	22	Huesca	Mujeres	1401	Temporal
Febrero 2013	201302	44	Teruel	Hombres	92	Indefinido
Febrero 2013	201302	44	Teruel	Mujeres	73	Indefinido
Febrero 2013	201302	44	Teruel	Hombres	980	Temporal
Febrero 2013	201302	44	Teruel	Mujeres	627	Temporal
Febrero 2013	201302	50	Zaragoza	Hombres	826	Indefinido
Febrero 2013	201302	50	Zaragoza	Mujeres	919	Indefinido
Febrero 2013	201302	50	Zaragoza	Hombres	7763	Temporal
Febrero 2013	201302	50	Zaragoza	Mujeres	6999	Temporal
Enero 2013	201301	22	Huesca	Hombres	280	Indefinido
Enero 2013	201301	22	Huesca	Mujeres	220	Indefinido
Enero 2013	201301	22	Huesca	Hombres	1921	Temporal
Enero 2013	201301	22	Huesca	Mujeres	1745	Temporal
Enero 2013	201301	44	Teruel	Hombres	120	Indefinido
Enero 2013	201301	44	Teruel	Mujeres	85	Indefinido
Enero 2013	201301	44	Teruel	Hombres	1225	Temporal
Enero 2013	201301	44	Teruel	Mujeres	714	Temporal
Enero 2013	201301	50	Zaragoza	Hombres	1040	Indefinido
Enero 2013	201301	50	Zaragoza	Mujeres	1082	Indefinido
Enero 2013	201301	50	Zaragoza	Hombres	9492	Temporal
Enero 2013	201301	50	Zaragoza	Mujeres	8647	Temporal
Diciembre 2012	201212	22	Huesca	Hombres	234	Indefinido
Diciembre 2012	201212	22	Huesca	Mujeres	159	Indefinido
Diciembre 2012	201212	22	Huesca	Hombres	1826	Temporal
Diciembre 2012	201212	22	Huesca	Mujeres	1955	Temporal
Diciembre 2012	201212	44	Teruel	Hombres	65	Indefinido
Diciembre 2012	201212	44	Teruel	Mujeres	66	Indefinido
Diciembre 2012	201212	44	Teruel	Hombres	988	Temporal
Diciembre 2012	201212	44	Teruel	Mujeres	846	Temporal
Diciembre 2012	201212	50	Zaragoza	Hombres	797	Indefinido
Diciembre 2012	201212	50	Zaragoza	Mujeres	893	Indefinido
Diciembre 2012	201212	50	Zaragoza	Hombres	8269	Temporal
Diciembre 2012	201212	50	Zaragoza	Mujeres	8071	Temporal
Noviembre 2012	201211	22	Huesca	Hombres	225	Indefinido
Noviembre 2012	201211	22	Huesca	Mujeres	212	Indefinido
Noviembre 2012	201211	22	Huesca	Hombres	1947	Temporal
Noviembre 2012	201211	22	Huesca	Mujeres	1611	Temporal
Noviembre 2012	201211	44	Teruel	Hombres	89	Indefinido
Noviembre 2012	201211	44	Teruel	Mujeres	80	Indefinido
Noviembre 2012	201211	44	Teruel	Hombres	1082	Temporal
Noviembre 2012	201211	44	Teruel	Mujeres	950	Temporal
Noviembre 2012	201211	50	Zaragoza	Hombres	853	Indefinido
Noviembre 2012	201211	50	Zaragoza	Mujeres	1193	Indefinido
Noviembre 2012	201211	50	Zaragoza	Hombres	10598	Temporal
Noviembre 2012	201211	50	Zaragoza	Mujeres	9585	Temporal
Octubre 2012	201210	22	Huesca	Hombres	212	Indefinido
Octubre 2012	201210	22	Huesca	Mujeres	299	Indefinido
Octubre 2012	201210	22	Huesca	Hombres	2083	Temporal
Octubre 2012	201210	22	Huesca	Mujeres	2006	Temporal
Octubre 2012	201210	44	Teruel	Hombres	103	Indefinido
Octubre 2012	201210	44	Teruel	Mujeres	115	Indefinido
Octubre 2012	201210	44	Teruel	Hombres	1800	Temporal
Octubre 2012	201210	44	Teruel	Mujeres	1274	Temporal
Octubre 2012	201210	50	Zaragoza	Hombres	1120	Indefinido
Octubre 2012	201210	50	Zaragoza	Mujeres	1742	Indefinido
Octubre 2012	201210	50	Zaragoza	Hombres	14044	Temporal
Octubre 2012	201210	50	Zaragoza	Mujeres	13136	Temporal
Septiembre 2012	201209	22	Huesca	Hombres	220	Indefinido
Septiembre 2012	201209	22	Huesca	Mujeres	284	Indefinido
Septiembre 2012	201209	22	Huesca	Hombres	2376	Temporal
Septiembre 2012	201209	22	Huesca	Mujeres	1957	Temporal
Septiembre 2012	201209	44	Teruel	Hombres	98	Indefinido
Septiembre 2012	201209	44	Teruel	Mujeres	124	Indefinido
Septiembre 2012	201209	44	Teruel	Hombres	1719	Temporal
Septiembre 2012	201209	44	Teruel	Mujeres	1030	Temporal
Septiembre 2012	201209	50	Zaragoza	Hombres	1063	Indefinido
Septiembre 2012	201209	50	Zaragoza	Mujeres	1863	Indefinido
Septiembre 2012	201209	50	Zaragoza	Hombres	14931	Temporal
Septiembre 2012	201209	50	Zaragoza	Mujeres	12377	Temporal
Agosto 2012	201208	22	Huesca	Hombres	151	Indefinido
Agosto 2012	201208	22	Huesca	Mujeres	192	Indefinido
Agosto 2012	201208	22	Huesca	Hombres	3599	Temporal
Agosto 2012	201208	22	Huesca	Mujeres	2358	Temporal
Agosto 2012	201208	44	Teruel	Hombres	61	Indefinido
Agosto 2012	201208	44	Teruel	Mujeres	75	Indefinido
Agosto 2012	201208	44	Teruel	Hombres	1205	Temporal
Agosto 2012	201208	44	Teruel	Mujeres	1084	Temporal
Agosto 2012	201208	50	Zaragoza	Hombres	742	Indefinido
Agosto 2012	201208	50	Zaragoza	Mujeres	1159	Indefinido
Agosto 2012	201208	50	Zaragoza	Hombres	13327	Temporal
Agosto 2012	201208	50	Zaragoza	Mujeres	9520	Temporal
Julio 2012	201207	22	Huesca	Hombres	252	Indefinido
Julio 2012	201207	22	Huesca	Mujeres	596	Indefinido
Julio 2012	201207	22	Huesca	Hombres	4399	Temporal
Julio 2012	201207	22	Huesca	Mujeres	3618	Temporal
Julio 2012	201207	44	Teruel	Hombres	101	Indefinido
Julio 2012	201207	44	Teruel	Mujeres	208	Indefinido
Julio 2012	201207	44	Teruel	Hombres	2068	Temporal
Julio 2012	201207	44	Teruel	Mujeres	1602	Temporal
Julio 2012	201207	50	Zaragoza	Hombres	1082	Indefinido
Julio 2012	201207	50	Zaragoza	Mujeres	3520	Indefinido
Julio 2012	201207	50	Zaragoza	Hombres	14614	Temporal
Julio 2012	201207	50	Zaragoza	Mujeres	12322	Temporal
Junio 2012	201206	22	Huesca	Hombres	269	Indefinido
Junio 2012	201206	22	Huesca	Mujeres	440	Indefinido
Junio 2012	201206	22	Huesca	Hombres	3369	Temporal
Junio 2012	201206	22	Huesca	Mujeres	3078	Temporal
Junio 2012	201206	44	Teruel	Hombres	113	Indefinido
Junio 2012	201206	44	Teruel	Mujeres	164	Indefinido
Junio 2012	201206	44	Teruel	Hombres	1789	Temporal
Junio 2012	201206	44	Teruel	Mujeres	1223	Temporal
Junio 2012	201206	50	Zaragoza	Hombres	1167	Indefinido
