Año	Residencia CCAA nombre	Nacimiento provincia código	Provincia de nacimiento	Edad (grandes grupos)	Sexo	Personas
2002	Aragón	07	Balears (Illes)	65 y más	Hombres	36
2002	Aragón	07	Balears (Illes)	65 y más	Mujeres	63
2002	Aragón	08	Barcelona	0 a 15	Hombres	788
2002	Aragón	08	Barcelona	0 a 15	Mujeres	694
2002	Aragón	08	Barcelona	16 a 64	Hombres	7218
2002	Aragón	08	Barcelona	16 a 64	Mujeres	7448
2002	Aragón	08	Barcelona	65 y más	Hombres	1238
2002	Aragón	08	Barcelona	65 y más	Mujeres	1613
2002	Aragón	09	Burgos	0 a 15	Hombres	42
2002	Aragón	09	Burgos	0 a 15	Mujeres	30
2002	Aragón	09	Burgos	16 a 64	Hombres	1451
2002	Aragón	09	Burgos	16 a 64	Mujeres	1582
2002	Aragón	09	Burgos	65 y más	Hombres	534
2002	Aragón	09	Burgos	65 y más	Mujeres	751
2002	Aragón	10	Cáceres	0 a 15	Hombres	44
2002	Aragón	10	Cáceres	0 a 15	Mujeres	28
2002	Aragón	10	Cáceres	16 a 64	Hombres	1157
2002	Aragón	10	Cáceres	16 a 64	Mujeres	1012
2002	Aragón	10	Cáceres	65 y más	Hombres	296
2002	Aragón	10	Cáceres	65 y más	Mujeres	337
2002	Aragón	11	Cádiz	0 a 15	Hombres	62
2002	Aragón	11	Cádiz	0 a 15	Mujeres	46
2002	Aragón	11	Cádiz	16 a 64	Hombres	1059
2002	Aragón	11	Cádiz	16 a 64	Mujeres	972
2002	Aragón	11	Cádiz	65 y más	Hombres	178
2002	Aragón	11	Cádiz	65 y más	Mujeres	233
2002	Aragón	12	Castellón/Castelló	0 a 15	Hombres	61
2002	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	71
2002	Aragón	12	Castellón/Castelló	16 a 64	Hombres	824
2002	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	855
2002	Aragón	12	Castellón/Castelló	65 y más	Hombres	366
2002	Aragón	12	Castellón/Castelló	65 y más	Mujeres	467
2002	Aragón	13	Ciudad Real	0 a 15	Hombres	37
2002	Aragón	13	Ciudad Real	0 a 15	Mujeres	43
2002	Aragón	13	Ciudad Real	16 a 64	Hombres	1336
2002	Aragón	13	Ciudad Real	16 a 64	Mujeres	1225
2002	Aragón	13	Ciudad Real	65 y más	Hombres	487
2002	Aragón	13	Ciudad Real	65 y más	Mujeres	617
2002	Aragón	14	Córdoba	0 a 15	Hombres	48
2002	Aragón	14	Córdoba	0 a 15	Mujeres	52
2002	Aragón	14	Córdoba	16 a 64	Hombres	2350
2002	Aragón	14	Córdoba	16 a 64	Mujeres	2344
2002	Aragón	14	Córdoba	65 y más	Hombres	888
2002	Aragón	14	Córdoba	65 y más	Mujeres	1046
2002	Aragón	15	Coruña (A)	0 a 15	Hombres	42
2002	Aragón	15	Coruña (A)	0 a 15	Mujeres	54
2002	Aragón	15	Coruña (A)	16 a 64	Hombres	628
2002	Aragón	15	Coruña (A)	16 a 64	Mujeres	553
2002	Aragón	15	Coruña (A)	65 y más	Hombres	112
2002	Aragón	15	Coruña (A)	65 y más	Mujeres	150
2002	Aragón	16	Cuenca	0 a 15	Hombres	27
2002	Aragón	16	Cuenca	0 a 15	Mujeres	23
2002	Aragón	16	Cuenca	16 a 64	Hombres	869
2002	Aragón	16	Cuenca	16 a 64	Mujeres	834
2002	Aragón	16	Cuenca	65 y más	Hombres	394
2002	Aragón	16	Cuenca	65 y más	Mujeres	437
2002	Aragón	17	Girona	0 a 15	Hombres	63
2002	Aragón	17	Girona	0 a 15	Mujeres	61
2002	Aragón	17	Girona	16 a 64	Hombres	330
2002	Aragón	17	Girona	16 a 64	Mujeres	414
2002	Aragón	17	Girona	65 y más	Hombres	60
2002	Aragón	17	Girona	65 y más	Mujeres	109
2002	Aragón	18	Granada	0 a 15	Hombres	60
2002	Aragón	18	Granada	0 a 15	Mujeres	48
2002	Aragón	18	Granada	16 a 64	Hombres	1462
2002	Aragón	18	Granada	16 a 64	Mujeres	1366
2002	Aragón	18	Granada	65 y más	Hombres	463
2002	Aragón	18	Granada	65 y más	Mujeres	575
2002	Aragón	19	Guadalajara	0 a 15	Hombres	21
2002	Aragón	19	Guadalajara	0 a 15	Mujeres	35
2002	Aragón	19	Guadalajara	16 a 64	Hombres	1936
2002	Aragón	19	Guadalajara	16 a 64	Mujeres	2081
2002	Aragón	19	Guadalajara	65 y más	Hombres	1321
2002	Aragón	19	Guadalajara	65 y más	Mujeres	1732
2002	Aragón	20	Gipuzkoa	0 a 15	Hombres	69
2002	Aragón	20	Gipuzkoa	0 a 15	Mujeres	80
2002	Aragón	20	Gipuzkoa	16 a 64	Hombres	1422
2002	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1406
2002	Aragón	20	Gipuzkoa	65 y más	Hombres	187
2002	Aragón	20	Gipuzkoa	65 y más	Mujeres	351
2002	Aragón	21	Huelva	0 a 15	Hombres	22
2002	Aragón	21	Huelva	0 a 15	Mujeres	16
2002	Aragón	21	Huelva	16 a 64	Hombres	304
2002	Aragón	21	Huelva	16 a 64	Mujeres	291
2002	Aragón	21	Huelva	65 y más	Hombres	71
2002	Aragón	21	Huelva	65 y más	Mujeres	111
2002	Aragón	22	Huesca	0 a 15	Hombres	11585
2002	Aragón	22	Huesca	0 a 15	Mujeres	11072
2002	Aragón	22	Huesca	16 a 64	Hombres	53300
2002	Aragón	22	Huesca	16 a 64	Mujeres	50210
2002	Aragón	22	Huesca	65 y más	Hombres	20941
2002	Aragón	22	Huesca	65 y más	Mujeres	26174
2002	Aragón	23	Jaén	0 a 15	Hombres	64
2002	Aragón	23	Jaén	0 a 15	Mujeres	39
2002	Aragón	23	Jaén	16 a 64	Hombres	2083
2002	Aragón	23	Jaén	16 a 64	Mujeres	1945
2002	Aragón	23	Jaén	65 y más	Hombres	648
2002	Aragón	23	Jaén	65 y más	Mujeres	853
2002	Aragón	24	León	0 a 15	Hombres	52
2002	Aragón	24	León	0 a 15	Mujeres	47
2002	Aragón	24	León	16 a 64	Hombres	1344
2002	Aragón	24	León	16 a 64	Mujeres	1229
2002	Aragón	24	León	65 y más	Hombres	270
2002	Aragón	24	León	65 y más	Mujeres	338
2002	Aragón	25	Lleida	0 a 15	Hombres	794
2002	Aragón	25	Lleida	0 a 15	Mujeres	790
2002	Aragón	25	Lleida	16 a 64	Hombres	3856
2002	Aragón	25	Lleida	16 a 64	Mujeres	4060
2002	Aragón	25	Lleida	65 y más	Hombres	441
2002	Aragón	25	Lleida	65 y más	Mujeres	595
2002	Aragón	26	Rioja (La)	0 a 15	Hombres	79
2002	Aragón	26	Rioja (La)	0 a 15	Mujeres	86
2002	Aragón	26	Rioja (La)	16 a 64	Hombres	1980
2002	Aragón	26	Rioja (La)	16 a 64	Mujeres	2456
2002	Aragón	26	Rioja (La)	65 y más	Hombres	834
2002	Aragón	26	Rioja (La)	65 y más	Mujeres	1487
2002	Aragón	27	Lugo	0 a 15	Hombres	21
2002	Aragón	27	Lugo	0 a 15	Mujeres	14
2002	Aragón	27	Lugo	16 a 64	Hombres	324
2002	Aragón	27	Lugo	16 a 64	Mujeres	274
2002	Aragón	27	Lugo	65 y más	Hombres	100
2002	Aragón	27	Lugo	65 y más	Mujeres	109
2002	Aragón	28	Madrid	0 a 15	Hombres	482
2002	Aragón	28	Madrid	0 a 15	Mujeres	509
2002	Aragón	28	Madrid	16 a 64	Hombres	5036
2002	Aragón	28	Madrid	16 a 64	Mujeres	4705
2002	Aragón	28	Madrid	65 y más	Hombres	870
2002	Aragón	28	Madrid	65 y más	Mujeres	1317
2002	Aragón	29	Málaga	0 a 15	Hombres	67
2002	Aragón	29	Málaga	0 a 15	Mujeres	50
2002	Aragón	29	Málaga	16 a 64	Hombres	928
2002	Aragón	29	Málaga	16 a 64	Mujeres	794
2002	Aragón	29	Málaga	65 y más	Hombres	289
2002	Aragón	29	Málaga	65 y más	Mujeres	369
2002	Aragón	30	Murcia	0 a 15	Hombres	86
2002	Aragón	30	Murcia	0 a 15	Mujeres	65
2002	Aragón	30	Murcia	16 a 64	Hombres	704
2002	Aragón	30	Murcia	16 a 64	Mujeres	668
2002	Aragón	30	Murcia	65 y más	Hombres	270
2002	Aragón	30	Murcia	65 y más	Mujeres	288
2002	Aragón	31	Navarra	0 a 15	Hombres	356
2002	Aragón	31	Navarra	0 a 15	Mujeres	354
2002	Aragón	31	Navarra	16 a 64	Hombres	3547
2002	Aragón	31	Navarra	16 a 64	Mujeres	4117
2002	Aragón	31	Navarra	65 y más	Hombres	1025
2002	Aragón	31	Navarra	65 y más	Mujeres	2167
2002	Aragón	32	Ourense	0 a 15	Hombres	12
2002	Aragón	32	Ourense	0 a 15	Mujeres	17
2002	Aragón	32	Ourense	16 a 64	Hombres	391
2002	Aragón	32	Ourense	16 a 64	Mujeres	361
2002	Aragón	32	Ourense	65 y más	Hombres	108
2002	Aragón	32	Ourense	65 y más	Mujeres	148
2002	Aragón	33	Asturias	0 a 15	Hombres	46
2002	Aragón	33	Asturias	0 a 15	Mujeres	63
2002	Aragón	33	Asturias	16 a 64	Hombres	992
2002	Aragón	33	Asturias	16 a 64	Mujeres	894
2002	Aragón	33	Asturias	65 y más	Hombres	215
2002	Aragón	33	Asturias	65 y más	Mujeres	322
2002	Aragón	34	Palencia	0 a 15	Hombres	14
2002	Aragón	34	Palencia	0 a 15	Mujeres	25
2002	Aragón	34	Palencia	16 a 64	Hombres	642
2002	Aragón	34	Palencia	16 a 64	Mujeres	704
2002	Aragón	34	Palencia	65 y más	Hombres	227
2002	Aragón	34	Palencia	65 y más	Mujeres	359
2002	Aragón	35	Palmas (Las)	0 a 15	Hombres	40
2002	Aragón	35	Palmas (Las)	0 a 15	Mujeres	37
2002	Aragón	35	Palmas (Las)	16 a 64	Hombres	216
2002	Aragón	35	Palmas (Las)	16 a 64	Mujeres	261
2002	Aragón	35	Palmas (Las)	65 y más	Hombres	22
2002	Aragón	35	Palmas (Las)	65 y más	Mujeres	29
2002	Aragón	36	Pontevedra	0 a 15	Hombres	41
2002	Aragón	36	Pontevedra	0 a 15	Mujeres	37
2002	Aragón	36	Pontevedra	16 a 64	Hombres	511
2002	Aragón	36	Pontevedra	16 a 64	Mujeres	453
2002	Aragón	36	Pontevedra	65 y más	Hombres	111
2002	Aragón	36	Pontevedra	65 y más	Mujeres	130
2002	Aragón	37	Salamanca	0 a 15	Hombres	46
2002	Aragón	37	Salamanca	0 a 15	Mujeres	54
2002	Aragón	37	Salamanca	16 a 64	Hombres	1106
2002	Aragón	37	Salamanca	16 a 64	Mujeres	980
2002	Aragón	37	Salamanca	65 y más	Hombres	271
2002	Aragón	37	Salamanca	65 y más	Mujeres	324
2002	Aragón	38	Santa Cruz de Tenerife	0 a 15	Hombres	28
2002	Aragón	38	Santa Cruz de Tenerife	0 a 15	Mujeres	30
2002	Aragón	38	Santa Cruz de Tenerife	16 a 64	Hombres	177
2002	Aragón	38	Santa Cruz de Tenerife	16 a 64	Mujeres	186
2002	Aragón	38	Santa Cruz de Tenerife	65 y más	Hombres	14
2002	Aragón	38	Santa Cruz de Tenerife	65 y más	Mujeres	35
2002	Aragón	39	Cantabria	0 a 15	Hombres	54
2002	Aragón	39	Cantabria	0 a 15	Mujeres	41
2002	Aragón	39	Cantabria	16 a 64	Hombres	629
2002	Aragón	39	Cantabria	16 a 64	Mujeres	701
2002	Aragón	39	Cantabria	65 y más	Hombres	228
2002	Aragón	39	Cantabria	65 y más	Mujeres	375
2002	Aragón	40	Segovia	0 a 15	Hombres	11
2002	Aragón	40	Segovia	0 a 15	Mujeres	15
2002	Aragón	40	Segovia	16 a 64	Hombres	359
2002	Aragón	40	Segovia	16 a 64	Mujeres	373
2002	Aragón	40	Segovia	65 y más	Hombres	176
2002	Aragón	40	Segovia	65 y más	Mujeres	189
2002	Aragón	41	Sevilla	0 a 15	Hombres	87
2002	Aragón	41	Sevilla	0 a 15	Mujeres	69
2002	Aragón	41	Sevilla	16 a 64	Hombres	1405
2002	Aragón	41	Sevilla	16 a 64	Mujeres	1293
2002	Aragón	41	Sevilla	65 y más	Hombres	270
2002	Aragón	41	Sevilla	65 y más	Mujeres	349
2002	Aragón	42	Soria	0 a 15	Hombres	66
2002	Aragón	42	Soria	0 a 15	Mujeres	72
2002	Aragón	42	Soria	16 a 64	Hombres	5164
2002	Aragón	42	Soria	16 a 64	Mujeres	5715
2002	Aragón	42	Soria	65 y más	Hombres	3080
2002	Aragón	42	Soria	65 y más	Mujeres	4318
2002	Aragón	43	Tarragona	0 a 15	Hombres	184
2002	Aragón	43	Tarragona	0 a 15	Mujeres	155
2002	Aragón	43	Tarragona	16 a 64	Hombres	1351
2002	Aragón	43	Tarragona	16 a 64	Mujeres	1341
2002	Aragón	43	Tarragona	65 y más	Hombres	224
2002	Aragón	43	Tarragona	65 y más	Mujeres	307
2002	Aragón	44	Teruel	0 a 15	Hombres	7626
2002	Aragón	44	Teruel	0 a 15	Mujeres	7391
2002	Aragón	44	Teruel	16 a 64	Hombres	42547
2002	Aragón	44	Teruel	16 a 64	Mujeres	39894
2002	Aragón	44	Teruel	65 y más	Hombres	20703
2002	Aragón	44	Teruel	65 y más	Mujeres	25080
2002	Aragón	45	Toledo	0 a 15	Hombres	35
2002	Aragón	45	Toledo	0 a 15	Mujeres	29
2002	Aragón	45	Toledo	16 a 64	Hombres	737
2002	Aragón	45	Toledo	16 a 64	Mujeres	624
2002	Aragón	45	Toledo	65 y más	Hombres	269
2002	Aragón	45	Toledo	65 y más	Mujeres	380
2002	Aragón	46	Valencia/València	0 a 15	Hombres	246
2002	Aragón	46	Valencia/València	0 a 15	Mujeres	243
2002	Aragón	46	Valencia/València	16 a 64	Hombres	2342
2002	Aragón	46	Valencia/València	16 a 64	Mujeres	2322
2002	Aragón	46	Valencia/València	65 y más	Hombres	439
2002	Aragón	46	Valencia/València	65 y más	Mujeres	598
2002	Aragón	47	Valladolid	0 a 15	Hombres	38
2002	Aragón	47	Valladolid	0 a 15	Mujeres	38
2002	Aragón	47	Valladolid	16 a 64	Hombres	997
2002	Aragón	47	Valladolid	16 a 64	Mujeres	1010
2002	Aragón	47	Valladolid	65 y más	Hombres	367
2002	Aragón	47	Valladolid	65 y más	Mujeres	542
2002	Aragón	48	Bizkaia	0 a 15	Hombres	84
2002	Aragón	48	Bizkaia	0 a 15	Mujeres	58
2002	Aragón	48	Bizkaia	16 a 64	Hombres	1517
2002	Aragón	48	Bizkaia	16 a 64	Mujeres	1532
2002	Aragón	48	Bizkaia	65 y más	Hombres	210
2002	Aragón	48	Bizkaia	65 y más	Mujeres	440
2002	Aragón	49	Zamora	0 a 15	Hombres	18
2002	Aragón	49	Zamora	0 a 15	Mujeres	15
2002	Aragón	49	Zamora	16 a 64	Hombres	779
2002	Aragón	49	Zamora	16 a 64	Mujeres	656
2002	Aragón	49	Zamora	65 y más	Hombres	228
2002	Aragón	49	Zamora	65 y más	Mujeres	280
2002	Aragón	50	Zaragoza	0 a 15	Hombres	56110
2002	Aragón	50	Zaragoza	0 a 15	Mujeres	53291
2002	Aragón	50	Zaragoza	16 a 64	Hombres	216738
2002	Aragón	50	Zaragoza	16 a 64	Mujeres	209164
2002	Aragón	50	Zaragoza	65 y más	Hombres	51545
2002	Aragón	50	Zaragoza	65 y más	Mujeres	68726
2002	Aragón	51	Ceuta	0 a 15	Hombres	14
2002	Aragón	51	Ceuta	0 a 15	Mujeres	21
2002	Aragón	51	Ceuta	16 a 64	Hombres	251
2002	Aragón	51	Ceuta	16 a 64	Mujeres	249
2002	Aragón	51	Ceuta	65 y más	Hombres	46
2002	Aragón	51	Ceuta	65 y más	Mujeres	76
2002	Aragón	52	Melilla	0 a 15	Hombres	10
2002	Aragón	52	Melilla	0 a 15	Mujeres	9
2002	Aragón	52	Melilla	16 a 64	Hombres	326
2002	Aragón	52	Melilla	16 a 64	Mujeres	330
2002	Aragón	52	Melilla	65 y más	Hombres	105
2002	Aragón	52	Melilla	65 y más	Mujeres	141
2003	Aragón	00	Nacidos en el extranjero	0 a 15	Hombres	4553
2003	Aragón	00	Nacidos en el extranjero	0 a 15	Mujeres	4559
2003	Aragón	00	Nacidos en el extranjero	16 a 64	Hombres	34070
2003	Aragón	00	Nacidos en el extranjero	16 a 64	Mujeres	25585
2003	Aragón	00	Nacidos en el extranjero	65 y más	Hombres	930
2003	Aragón	00	Nacidos en el extranjero	65 y más	Mujeres	1298
2003	Aragón	01	Araba/Álava	0 a 15	Hombres	32
2003	Aragón	01	Araba/Álava	0 a 15	Mujeres	36
2003	Aragón	01	Araba/Álava	16 a 64	Hombres	374
2003	Aragón	01	Araba/Álava	16 a 64	Mujeres	371
2003	Aragón	01	Araba/Álava	65 y más	Hombres	97
2003	Aragón	01	Araba/Álava	65 y más	Mujeres	131
2003	Aragón	02	Albacete	0 a 15	Hombres	35
2003	Aragón	02	Albacete	0 a 15	Mujeres	17
2003	Aragón	02	Albacete	16 a 64	Hombres	664
2003	Aragón	02	Albacete	16 a 64	Mujeres	629
2003	Aragón	02	Albacete	65 y más	Hombres	210
2003	Aragón	02	Albacete	65 y más	Mujeres	240
2003	Aragón	03	Alicante/Alacant	0 a 15	Hombres	64
2003	Aragón	03	Alicante/Alacant	0 a 15	Mujeres	78
2003	Aragón	03	Alicante/Alacant	16 a 64	Hombres	492
2003	Aragón	03	Alicante/Alacant	16 a 64	Mujeres	476
2003	Aragón	03	Alicante/Alacant	65 y más	Hombres	130
2003	Aragón	03	Alicante/Alacant	65 y más	Mujeres	156
2003	Aragón	04	Almería	0 a 15	Hombres	35
2003	Aragón	04	Almería	0 a 15	Mujeres	25
2003	Aragón	04	Almería	16 a 64	Hombres	474
2003	Aragón	04	Almería	16 a 64	Mujeres	485
2003	Aragón	04	Almería	65 y más	Hombres	285
2003	Aragón	04	Almería	65 y más	Mujeres	354
2003	Aragón	05	Ávila	0 a 15	Hombres	10
2003	Aragón	05	Ávila	0 a 15	Mujeres	12
2003	Aragón	05	Ávila	16 a 64	Hombres	412
2003	Aragón	05	Ávila	16 a 64	Mujeres	365
2003	Aragón	05	Ávila	65 y más	Hombres	160
2003	Aragón	05	Ávila	65 y más	Mujeres	195
2003	Aragón	06	Badajoz	0 a 15	Hombres	49
2003	Aragón	06	Badajoz	0 a 15	Mujeres	38
2003	Aragón	06	Badajoz	16 a 64	Hombres	2084
2003	Aragón	06	Badajoz	16 a 64	Mujeres	2000
2003	Aragón	06	Badajoz	65 y más	Hombres	589
2003	Aragón	06	Badajoz	65 y más	Mujeres	763
2003	Aragón	07	Balears (Illes)	0 a 15	Hombres	71
2003	Aragón	07	Balears (Illes)	0 a 15	Mujeres	69
2003	Aragón	07	Balears (Illes)	16 a 64	Hombres	321
2003	Aragón	07	Balears (Illes)	16 a 64	Mujeres	312
2003	Aragón	07	Balears (Illes)	65 y más	Hombres	35
2003	Aragón	07	Balears (Illes)	65 y más	Mujeres	65
2003	Aragón	08	Barcelona	0 a 15	Hombres	812
2003	Aragón	08	Barcelona	0 a 15	Mujeres	676
2003	Aragón	08	Barcelona	16 a 64	Hombres	7412
2003	Aragón	08	Barcelona	16 a 64	Mujeres	7565
2003	Aragón	08	Barcelona	65 y más	Hombres	1270
2003	Aragón	08	Barcelona	65 y más	Mujeres	1661
2003	Aragón	09	Burgos	0 a 15	Hombres	41
2003	Aragón	09	Burgos	0 a 15	Mujeres	31
2003	Aragón	09	Burgos	16 a 64	Hombres	1460
2003	Aragón	09	Burgos	16 a 64	Mujeres	1552
2003	Aragón	09	Burgos	65 y más	Hombres	547
2003	Aragón	09	Burgos	65 y más	Mujeres	781
2003	Aragón	10	Cáceres	0 a 15	Hombres	40
2003	Aragón	10	Cáceres	0 a 15	Mujeres	33
2003	Aragón	10	Cáceres	16 a 64	Hombres	1180
2003	Aragón	10	Cáceres	16 a 64	Mujeres	1019
2003	Aragón	10	Cáceres	65 y más	Hombres	303
2003	Aragón	10	Cáceres	65 y más	Mujeres	346
2003	Aragón	11	Cádiz	0 a 15	Hombres	54
2003	Aragón	11	Cádiz	0 a 15	Mujeres	45
2003	Aragón	11	Cádiz	16 a 64	Hombres	1062
2003	Aragón	11	Cádiz	16 a 64	Mujeres	965
2003	Aragón	11	Cádiz	65 y más	Hombres	184
2003	Aragón	11	Cádiz	65 y más	Mujeres	241
2003	Aragón	12	Castellón/Castelló	0 a 15	Hombres	66
2003	Aragón	12	Castellón/Castelló	0 a 15	Mujeres	71
2003	Aragón	12	Castellón/Castelló	16 a 64	Hombres	826
2003	Aragón	12	Castellón/Castelló	16 a 64	Mujeres	843
2003	Aragón	12	Castellón/Castelló	65 y más	Hombres	379
2003	Aragón	12	Castellón/Castelló	65 y más	Mujeres	474
2003	Aragón	13	Ciudad Real	0 a 15	Hombres	32
2003	Aragón	13	Ciudad Real	0 a 15	Mujeres	41
2003	Aragón	13	Ciudad Real	16 a 64	Hombres	1300
2003	Aragón	13	Ciudad Real	16 a 64	Mujeres	1183
2003	Aragón	13	Ciudad Real	65 y más	Hombres	510
2003	Aragón	13	Ciudad Real	65 y más	Mujeres	636
2003	Aragón	14	Córdoba	0 a 15	Hombres	45
2003	Aragón	14	Córdoba	0 a 15	Mujeres	58
2003	Aragón	14	Córdoba	16 a 64	Hombres	2324
2003	Aragón	14	Córdoba	16 a 64	Mujeres	2296
2003	Aragón	14	Córdoba	65 y más	Hombres	890
2003	Aragón	14	Córdoba	65 y más	Mujeres	1064
2003	Aragón	15	Coruña (A)	0 a 15	Hombres	40
2003	Aragón	15	Coruña (A)	0 a 15	Mujeres	57
2003	Aragón	15	Coruña (A)	16 a 64	Hombres	636
2003	Aragón	15	Coruña (A)	16 a 64	Mujeres	570
2003	Aragón	15	Coruña (A)	65 y más	Hombres	121
2003	Aragón	15	Coruña (A)	65 y más	Mujeres	153
2003	Aragón	16	Cuenca	0 a 15	Hombres	23
2003	Aragón	16	Cuenca	0 a 15	Mujeres	25
2003	Aragón	16	Cuenca	16 a 64	Hombres	844
2003	Aragón	16	Cuenca	16 a 64	Mujeres	813
2003	Aragón	16	Cuenca	65 y más	Hombres	395
2003	Aragón	16	Cuenca	65 y más	Mujeres	454
2003	Aragón	17	Girona	0 a 15	Hombres	72
2003	Aragón	17	Girona	0 a 15	Mujeres	66
2003	Aragón	17	Girona	16 a 64	Hombres	336
2003	Aragón	17	Girona	16 a 64	Mujeres	408
2003	Aragón	17	Girona	65 y más	Hombres	62
2003	Aragón	17	Girona	65 y más	Mujeres	112
2003	Aragón	18	Granada	0 a 15	Hombres	55
2003	Aragón	18	Granada	0 a 15	Mujeres	38
2003	Aragón	18	Granada	16 a 64	Hombres	1409
2003	Aragón	18	Granada	16 a 64	Mujeres	1340
2003	Aragón	18	Granada	65 y más	Hombres	484
2003	Aragón	18	Granada	65 y más	Mujeres	578
2003	Aragón	19	Guadalajara	0 a 15	Hombres	19
2003	Aragón	19	Guadalajara	0 a 15	Mujeres	36
2003	Aragón	19	Guadalajara	16 a 64	Hombres	1842
2003	Aragón	19	Guadalajara	16 a 64	Mujeres	2004
2003	Aragón	19	Guadalajara	65 y más	Hombres	1330
2003	Aragón	19	Guadalajara	65 y más	Mujeres	1738
2003	Aragón	20	Gipuzkoa	0 a 15	Hombres	73
2003	Aragón	20	Gipuzkoa	0 a 15	Mujeres	77
2003	Aragón	20	Gipuzkoa	16 a 64	Hombres	1431
2003	Aragón	20	Gipuzkoa	16 a 64	Mujeres	1426
2003	Aragón	20	Gipuzkoa	65 y más	Hombres	186
2003	Aragón	20	Gipuzkoa	65 y más	Mujeres	351
2003	Aragón	21	Huelva	0 a 15	Hombres	27
2003	Aragón	21	Huelva	0 a 15	Mujeres	16
2003	Aragón	21	Huelva	16 a 64	Hombres	303
2003	Aragón	21	Huelva	16 a 64	Mujeres	291
2003	Aragón	21	Huelva	65 y más	Hombres	78
2003	Aragón	21	Huelva	65 y más	Mujeres	111
2003	Aragón	22	Huesca	0 a 15	Hombres	11588
2003	Aragón	22	Huesca	0 a 15	Mujeres	10996
2003	Aragón	22	Huesca	16 a 64	Hombres	52853
2003	Aragón	22	Huesca	16 a 64	Mujeres	49834
2003	Aragón	22	Huesca	65 y más	Hombres	20809
2003	Aragón	22	Huesca	65 y más	Mujeres	26131
2003	Aragón	23	Jaén	0 a 15	Hombres	56
2003	Aragón	23	Jaén	0 a 15	Mujeres	33
2003	Aragón	23	Jaén	16 a 64	Hombres	2013
2003	Aragón	23	Jaén	16 a 64	Mujeres	1891
2003	Aragón	23	Jaén	65 y más	Hombres	688
2003	Aragón	23	Jaén	65 y más	Mujeres	881
2003	Aragón	24	León	0 a 15	Hombres	49
2003	Aragón	24	León	0 a 15	Mujeres	46
2003	Aragón	24	León	16 a 64	Hombres	1359
2003	Aragón	24	León	16 a 64	Mujeres	1245
2003	Aragón	24	León	65 y más	Hombres	276
2003	Aragón	24	León	65 y más	Mujeres	344
2003	Aragón	25	Lleida	0 a 15	Hombres	740
2003	Aragón	25	Lleida	0 a 15	Mujeres	728
2003	Aragón	25	Lleida	16 a 64	Hombres	3882
2003	Aragón	25	Lleida	16 a 64	Mujeres	4042
2003	Aragón	25	Lleida	65 y más	Hombres	440
2003	Aragón	25	Lleida	65 y más	Mujeres	609
2003	Aragón	26	Rioja (La)	0 a 15	Hombres	92
2003	Aragón	26	Rioja (La)	0 a 15	Mujeres	87
2003	Aragón	26	Rioja (La)	16 a 64	Hombres	1973
2003	Aragón	26	Rioja (La)	16 a 64	Mujeres	2467
2003	Aragón	26	Rioja (La)	65 y más	Hombres	845
2003	Aragón	26	Rioja (La)	65 y más	Mujeres	1469
2003	Aragón	27	Lugo	0 a 15	Hombres	21
2003	Aragón	27	Lugo	0 a 15	Mujeres	10
2003	Aragón	27	Lugo	16 a 64	Hombres	334
2003	Aragón	27	Lugo	16 a 64	Mujeres	280
2003	Aragón	27	Lugo	65 y más	Hombres	103
2003	Aragón	27	Lugo	65 y más	Mujeres	116
2003	Aragón	28	Madrid	0 a 15	Hombres	505
2003	Aragón	28	Madrid	0 a 15	Mujeres	520
2003	Aragón	28	Madrid	16 a 64	Hombres	5093
2003	Aragón	28	Madrid	16 a 64	Mujeres	4741
2003	Aragón	28	Madrid	65 y más	Hombres	860
2003	Aragón	28	Madrid	65 y más	Mujeres	1337
2003	Aragón	29	Málaga	0 a 15	Hombres	58
2003	Aragón	29	Málaga	0 a 15	Mujeres	49
2003	Aragón	29	Málaga	16 a 64	Hombres	918
2003	Aragón	29	Málaga	16 a 64	Mujeres	770
2003	Aragón	29	Málaga	65 y más	Hombres	293
2003	Aragón	29	Málaga	65 y más	Mujeres	383
2003	Aragón	30	Murcia	0 a 15	Hombres	84
2003	Aragón	30	Murcia	0 a 15	Mujeres	58
2003	Aragón	30	Murcia	16 a 64	Hombres	684
2003	Aragón	30	Murcia	16 a 64	Mujeres	654
2003	Aragón	30	Murcia	65 y más	Hombres	275
2003	Aragón	30	Murcia	65 y más	Mujeres	300
2003	Aragón	31	Navarra	0 a 15	Hombres	374
2003	Aragón	31	Navarra	0 a 15	Mujeres	356
2003	Aragón	31	Navarra	16 a 64	Hombres	3575
2003	Aragón	31	Navarra	16 a 64	Mujeres	4129
2003	Aragón	31	Navarra	65 y más	Hombres	1024
2003	Aragón	31	Navarra	65 y más	Mujeres	2163
2003	Aragón	32	Ourense	0 a 15	Hombres	13
2003	Aragón	32	Ourense	0 a 15	Mujeres	21
2003	Aragón	32	Ourense	16 a 64	Hombres	387
2003	Aragón	32	Ourense	16 a 64	Mujeres	357
2003	Aragón	32	Ourense	65 y más	Hombres	112
2003	Aragón	32	Ourense	65 y más	Mujeres	153
2003	Aragón	33	Asturias	0 a 15	Hombres	52
2003	Aragón	33	Asturias	0 a 15	Mujeres	65
