Mes y año	Codcom	Comarca nombre	Cuentas cotización con trabajadores
Septiembre 2011	23	Bajo Martín	237
Septiembre 2011	24	Campo de Daroca	215
Septiembre 2011	25	Jiloca	438
Septiembre 2011	26	Cuencas Mineras	247
Septiembre 2011	27	Andorra-Sierra de Arcos	316
Septiembre 2011	28	Bajo Aragón	1233
Septiembre 2011	29	Comunidad de Teruel	2173
Septiembre 2011	30	Maestrazgo	161
Septiembre 2011	31	Sierra de Albarracín	183
Septiembre 2011	32	Gúdar-Javalambre	401
Septiembre 2011	33	Matarraña / Matarranya	390
Junio 2011	01	La Jacetania	893
Junio 2011	02	Alto Gállego	638
Junio 2011	03	Sobrarbe	439
Junio 2011	04	La Ribagorza	610
Junio 2011	05	Cinco Villas	1073
Junio 2011	06	Hoya de Huesca / Plana de Uesca	3096
Junio 2011	07	Somontano de Barbastro	1013
Junio 2011	08	Cinca Medio	896
Junio 2011	09	La Litera / La Llitera	876
Junio 2011	10	Los Monegros	729
Junio 2011	11	Bajo Cinca / Baix Cinca	894
Junio 2011	12	Tarazona y el Moncayo	470
Junio 2011	13	Campo de Borja	428
Junio 2011	14	Aranda	256
Junio 2011	15	Ribera Alta del Ebro	884
Junio 2011	16	Valdejalón	1083
Junio 2011	17	Central	28459
Junio 2011	18	Ribera Baja del Ebro	311
Junio 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	493
Junio 2011	20	Comunidad de Calatayud	1281
Junio 2011	21	Campo de Cariñena	320
Junio 2011	22	Campo de Belchite	176
Junio 2011	23	Bajo Martín	239
Junio 2011	24	Campo de Daroca	210
Junio 2011	25	Jiloca	450
Junio 2011	26	Cuencas Mineras	243
Junio 2011	27	Andorra-Sierra de Arcos	311
Junio 2011	28	Bajo Aragón	1263
Junio 2011	29	Comunidad de Teruel	2173
Junio 2011	30	Maestrazgo	161
Junio 2011	31	Sierra de Albarracín	186
Junio 2011	32	Gúdar-Javalambre	413
Junio 2011	33	Matarraña / Matarranya	400
Junio 2011	99	Sin clasificar	8
Marzo 2011	01	La Jacetania	908
Marzo 2011	02	Alto Gállego	694
Marzo 2011	03	Sobrarbe	379
Marzo 2011	04	La Ribagorza	632
Marzo 2011	05	Cinco Villas	1070
Marzo 2011	06	Hoya de Huesca / Plana de Uesca	3078
Marzo 2011	07	Somontano de Barbastro	957
Marzo 2011	08	Cinca Medio	876
Marzo 2011	09	La Litera / La Llitera	871
Marzo 2011	10	Los Monegros	703
Marzo 2011	11	Bajo Cinca / Baix Cinca	887
Marzo 2011	12	Tarazona y el Moncayo	466
Marzo 2011	13	Campo de Borja	425
Marzo 2011	14	Aranda	243
Marzo 2011	15	Ribera Alta del Ebro	881
Marzo 2011	16	Valdejalón	1078
Marzo 2011	17	Central	28512
Marzo 2011	18	Ribera Baja del Ebro	306
Marzo 2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	460
Marzo 2011	20	Comunidad de Calatayud	1250
Marzo 2011	21	Campo de Cariñena	319
Marzo 2011	22	Campo de Belchite	169
Marzo 2011	23	Bajo Martín	238
Marzo 2011	24	Campo de Daroca	203
Marzo 2011	25	Jiloca	429
Marzo 2011	26	Cuencas Mineras	244
Marzo 2011	27	Andorra-Sierra de Arcos	313
Marzo 2011	28	Bajo Aragón	1268
Marzo 2011	29	Comunidad de Teruel	2141
Marzo 2011	30	Maestrazgo	158
Marzo 2011	31	Sierra de Albarracín	165
Marzo 2011	32	Gúdar-Javalambre	394
Marzo 2011	33	Matarraña / Matarranya	394
Marzo 2011	99	Sin clasificar	9
Diciembre 2010	01	La Jacetania	927
Diciembre 2010	02	Alto Gállego	710
Diciembre 2010	03	Sobrarbe	376
Diciembre 2010	04	La Ribagorza	640
Diciembre 2010	05	Cinco Villas	1081
Diciembre 2010	06	Hoya de Huesca / Plana de Uesca	3103
Diciembre 2010	07	Somontano de Barbastro	972
Diciembre 2010	08	Cinca Medio	898
Diciembre 2010	09	La Litera / La Llitera	872
Diciembre 2010	10	Los Monegros	708
Diciembre 2010	11	Bajo Cinca / Baix Cinca	903
Diciembre 2010	12	Tarazona y el Moncayo	466
Diciembre 2010	13	Campo de Borja	424
Diciembre 2010	14	Aranda	238
Diciembre 2010	15	Ribera Alta del Ebro	884
Diciembre 2010	16	Valdejalón	1075
Diciembre 2010	17	Central	28542
Diciembre 2010	18	Ribera Baja del Ebro	301
Diciembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	480
Diciembre 2010	20	Comunidad de Calatayud	1284
Diciembre 2010	21	Campo de Cariñena	326
Diciembre 2010	22	Campo de Belchite	166
Diciembre 2010	23	Bajo Martín	239
Diciembre 2010	24	Campo de Daroca	198
Diciembre 2010	25	Jiloca	429
Diciembre 2010	26	Cuencas Mineras	243
Diciembre 2010	27	Andorra-Sierra de Arcos	326
Diciembre 2010	28	Bajo Aragón	1287
Diciembre 2010	29	Comunidad de Teruel	2174
Diciembre 2010	30	Maestrazgo	157
Diciembre 2010	31	Sierra de Albarracín	178
Diciembre 2010	32	Gúdar-Javalambre	402
Diciembre 2010	33	Matarraña / Matarranya	402
Diciembre 2010	99	Sin clasificar	9
Septiembre 2010	01	La Jacetania	916
Septiembre 2010	02	Alto Gállego	663
Septiembre 2010	03	Sobrarbe	437
Septiembre 2010	04	La Ribagorza	613
Septiembre 2010	05	Cinco Villas	1098
Septiembre 2010	06	Hoya de Huesca / Plana de Uesca	3096
Septiembre 2010	07	Somontano de Barbastro	999
Septiembre 2010	08	Cinca Medio	887
Septiembre 2010	09	La Litera / La Llitera	860
Septiembre 2010	10	Los Monegros	722
Septiembre 2010	11	Bajo Cinca / Baix Cinca	923
Septiembre 2010	12	Tarazona y el Moncayo	479
Septiembre 2010	13	Campo de Borja	431
Septiembre 2010	14	Aranda	253
Septiembre 2010	15	Ribera Alta del Ebro	879
Septiembre 2010	16	Valdejalón	1090
Septiembre 2010	17	Central	28538
Septiembre 2010	18	Ribera Baja del Ebro	298
Septiembre 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	478
Septiembre 2010	20	Comunidad de Calatayud	1274
Septiembre 2010	21	Campo de Cariñena	341
Septiembre 2010	22	Campo de Belchite	166
Septiembre 2010	23	Bajo Martín	239
Septiembre 2010	24	Campo de Daroca	221
Septiembre 2010	25	Jiloca	434
Septiembre 2010	26	Cuencas Mineras	244
Septiembre 2010	27	Andorra-Sierra de Arcos	331
Septiembre 2010	28	Bajo Aragón	1305
Septiembre 2010	29	Comunidad de Teruel	2190
Septiembre 2010	30	Maestrazgo	170
Septiembre 2010	31	Sierra de Albarracín	192
Septiembre 2010	32	Gúdar-Javalambre	408
Septiembre 2010	33	Matarraña / Matarranya	401
Septiembre 2010	99	Sin clasificar	10
Junio 2010	01	La Jacetania	916
Junio 2010	02	Alto Gállego	677
Junio 2010	03	Sobrarbe	452
Junio 2010	04	La Ribagorza	630
Junio 2010	05	Cinco Villas	1116
Junio 2010	06	Hoya de Huesca / Plana de Uesca	3155
Junio 2010	07	Somontano de Barbastro	1031
Junio 2010	08	Cinca Medio	913
Junio 2010	09	La Litera / La Llitera	868
Junio 2010	10	Los Monegros	734
Junio 2010	11	Bajo Cinca / Baix Cinca	936
Junio 2010	12	Tarazona y el Moncayo	485
Junio 2010	13	Campo de Borja	440
Junio 2010	14	Aranda	265
Junio 2010	15	Ribera Alta del Ebro	894
Junio 2010	16	Valdejalón	1086
Junio 2010	17	Central	28811
Junio 2010	18	Ribera Baja del Ebro	301
Junio 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	496
Junio 2010	20	Comunidad de Calatayud	1284
Junio 2010	21	Campo de Cariñena	327
Junio 2010	22	Campo de Belchite	171
Junio 2010	23	Bajo Martín	251
Junio 2010	24	Campo de Daroca	202
Junio 2010	25	Jiloca	440
Junio 2010	26	Cuencas Mineras	242
Junio 2010	27	Andorra-Sierra de Arcos	337
Junio 2010	28	Bajo Aragón	1310
Junio 2010	29	Comunidad de Teruel	2222
Junio 2010	30	Maestrazgo	159
Junio 2010	31	Sierra de Albarracín	190
Junio 2010	32	Gúdar-Javalambre	400
Junio 2010	33	Matarraña / Matarranya	401
Junio 2010	99	Sin clasificar	10
Marzo 2010	01	La Jacetania	944
Marzo 2010	02	Alto Gállego	698
Marzo 2010	03	Sobrarbe	399
Marzo 2010	04	La Ribagorza	644
Marzo 2010	05	Cinco Villas	1104
Marzo 2010	06	Hoya de Huesca / Plana de Uesca	3128
Marzo 2010	07	Somontano de Barbastro	992
Marzo 2010	08	Cinca Medio	892
Marzo 2010	09	La Litera / La Llitera	855
Marzo 2010	10	Los Monegros	717
Marzo 2010	11	Bajo Cinca / Baix Cinca	915
Marzo 2010	12	Tarazona y el Moncayo	485
Marzo 2010	13	Campo de Borja	423
Marzo 2010	14	Aranda	247
Marzo 2010	15	Ribera Alta del Ebro	879
Marzo 2010	16	Valdejalón	1061
Marzo 2010	17	Central	28794
Marzo 2010	18	Ribera Baja del Ebro	298
Marzo 2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	484
Marzo 2010	20	Comunidad de Calatayud	1280
Marzo 2010	21	Campo de Cariñena	322
Marzo 2010	22	Campo de Belchite	163
Marzo 2010	23	Bajo Martín	253
Marzo 2010	24	Campo de Daroca	195
Marzo 2010	25	Jiloca	428
Marzo 2010	26	Cuencas Mineras	240
Marzo 2010	27	Andorra-Sierra de Arcos	329
Marzo 2010	28	Bajo Aragón	1305
Marzo 2010	29	Comunidad de Teruel	2197
Marzo 2010	30	Maestrazgo	149
Marzo 2010	31	Sierra de Albarracín	183
Marzo 2010	32	Gúdar-Javalambre	388
Marzo 2010	33	Matarraña / Matarranya	384
Marzo 2010	99	Sin clasificar	10
