Año	Sexo	Edad	Residencia CCAA código	Residencia CCAA nombre	Personas	Porcentaje
2000	Hombres	23	02	Aragón	-9234	-0,0343437617145459
2000	Mujeres	23	02	Aragón	8721	0,0324357749526267
2001	Hombres	23	02	Aragón	-9107	-0,0338714141146166
2001	Mujeres	23	02	Aragón	8668	0,0322386535132861
2002	Hombres	23	02	Aragón	-9312	-0,0346338649648962
2002	Mujeres	23	02	Aragón	8607	0,0320117778944224
2003	Hombres	23	02	Aragón	-8978	-0,0333916279698065
2003	Mujeres	23	02	Aragón	8384	0,0311823801402158
2004	Hombres	23	02	Aragón	-8871	-0,0329936658186849
2004	Mujeres	23	02	Aragón	8292	0,0308402070757001
2005	Hombres	23	02	Aragón	-8559	-0,0318332528172838
2005	Mujeres	23	02	Aragón	8012	0,0297988107923914
2006	Hombres	23	02	Aragón	-8275	-0,0307769794442135
2006	Mujeres	23	02	Aragón	7838	0,0291516573877638
2007	Hombres	23	02	Aragón	-8003	-0,0297653373404279
2007	Mujeres	23	02	Aragón	7425	0,0276155978698834
2008	Hombres	23	02	Aragón	-8405	-0,031260484861464
2008	Mujeres	23	02	Aragón	7595	0,0282478741847494
2009	Hombres	23	02	Aragón	-8304	-0,0308848383449848
2009	Mujeres	23	02	Aragón	7649	0,0284487148965304
2010	Hombres	23	02	Aragón	-7760	-0,0288615541374135
2010	Mujeres	23	02	Aragón	7539	0,0280395949280877
2011	Hombres	23	02	Aragón	-7364	-0,0273887222510197
2011	Mujeres	23	02	Aragón	7205	0,026797357932998
2012	Hombres	23	02	Aragón	-7359	-0,0273701258888178
2012	Mujeres	23	02	Aragón	7164	0,0266448677629421
2013	Hombres	23	02	Aragón	-7146	-0,0265779208590151
2013	Mujeres	23	02	Aragón	6705	0,0249377217128038
2014	Hombres	23	02	Aragón	-6520	-0,024249656311332
2014	Mujeres	23	02	Aragón	6146	0,0228586484186267
2015	Hombres	23	02	Aragón	-6234	-0,0231859443933809
2015	Mujeres	23	02	Aragón	6250	0,0232454527524271
2016	Hombres	23	02	Aragón	-6268	-0,0233123996563541
2016	Mujeres	23	02	Aragón	6218	0,0231264360343347
2017	Hombres	23	02	Aragón	-6270	-0,0233198382012349
2017	Mujeres	23	02	Aragón	5954	0,0221445481100722
2018	Hombres	23	02	Aragón	-6292	-0,0234016621949234
2018	Mujeres	23	02	Aragón	6108	0,022717316065892
1998	Hombres	22	02	Aragón	-9106	-0,0338676948421762
1998	Mujeres	22	02	Aragón	8535	0,0317439902787145
1999	Hombres	22	02	Aragón	-9111	-0,0338862912043782
1999	Mujeres	22	02	Aragón	8559	0,0318332528172838
2000	Hombres	22	02	Aragón	-8799	-0,032725878202977
2000	Mujeres	22	02	Aragón	8474	0,0315171146598508
2001	Hombres	22	02	Aragón	-8842	-0,0328858069179137
2001	Mujeres	22	02	Aragón	8276	0,0307806987166539
2002	Hombres	22	02	Aragón	-8556	-0,0318220949999626
2002	Mujeres	22	02	Aragón	8085	0,0300703176805397
2003	Hombres	22	02	Aragón	-8500	-0,0316138157433009
2003	Mujeres	22	02	Aragón	8042	0,029910388965603
2004	Hombres	22	02	Aragón	-8146	-0,0302971932994034
2004	Mujeres	22	02	Aragón	7664	0,0285045039831362
2005	Hombres	22	02	Aragón	-8006	-0,029776495157749
2005	Mujeres	22	02	Aragón	7620	0,0283408559957591
2006	Hombres	22	02	Aragón	-7622	-0,0283482945406399
2006	Mujeres	22	02	Aragón	7086	0,0263547645125918
2007	Hombres	22	02	Aragón	-7799	-0,0290066057625886
2007	Mujeres	22	02	Aragón	7169	0,026663464125144
2008	Hombres	22	02	Aragón	-7973	-0,0296537591672162
2008	Mujeres	22	02	Aragón	7392	0,0274928618793506
2009	Hombres	22	02	Aragón	-7769	-0,028895027589377
2009	Mujeres	22	02	Aragón	7425	0,0276155978698834
2010	Hombres	22	02	Aragón	-7370	-0,0274110378856621
2010	Mujeres	22	02	Aragón	7231	0,0268940590164481
2011	Hombres	22	02	Aragón	-7256	-0,0269870408274578
2011	Mujeres	22	02	Aragón	7042	0,0261911165252147
2012	Hombres	22	02	Aragón	-7133	-0,02652957031729
2012	Mujeres	22	02	Aragón	6651	0,0247368810010228
2013	Hombres	22	02	Aragón	-6571	-0,0244393392057918
2013	Mujeres	22	02	Aragón	6216	0,0231189974894539
2014	Hombres	22	02	Aragón	-6251	-0,0232491720248675
2014	Mujeres	22	02	Aragón	6238	0,0232008214831425
2015	Hombres	22	02	Aragón	-6290	-0,0233942236500426
2015	Mujeres	22	02	Aragón	6234	0,0231859443933809
2016	Hombres	22	02	Aragón	-6177	-0,0229739458642788
2016	Mujeres	22	02	Aragón	5830	0,021683358327464
2017	Hombres	22	02	Aragón	-6181	-0,0229888229540403
2017	Mujeres	22	02	Aragón	5925	0,0220366892093009
2018	Hombres	22	02	Aragón	-6185	-0,0230037000438019
2018	Mujeres	22	02	Aragón	5871	0,0218358484975199
1998	Hombres	21	02	Aragón	-9011	-0,0335143639603393
1998	Mujeres	21	02	Aragón	8482	0,0315468688393739
1999	Hombres	21	02	Aragón	-8672	-0,0322535306030477
1999	Mujeres	21	02	Aragón	8334	0,0309964165181964
2000	Hombres	21	02	Aragón	-8579	-0,0319076382660916
2000	Mujeres	21	02	Aragón	8072	0,0300219671388147
2001	Hombres	21	02	Aragón	-8190	-0,0304608412867805
2001	Mujeres	21	02	Aragón	7792	0,0289805708555059
2002	Hombres	21	02	Aragón	-8174	-0,0304013329277343
2002	Mujeres	21	02	Aragón	7759	0,0288578348649731
2003	Hombres	21	02	Aragón	-7844	-0,0291739730224061
2003	Mujeres	21	02	Aragón	7412	0,0275672473281584
2004	Hombres	21	02	Aragón	-7598	-0,0282590320020706
2004	Mujeres	21	02	Aragón	7277	0,0270651455487059
2005	Hombres	21	02	Aragón	-7399	-0,0275188967864333
2005	Mujeres	21	02	Aragón	6858	0,0255067703961832
2006	Hombres	21	02	Aragón	-7518	-0,0279614902068395
2006	Mujeres	21	02	Aragón	6878	0,025581155844991
2007	Hombres	21	02	Aragón	-7376	-0,0274333535203044
2007	Mujeres	21	02	Aragón	6864	0,0255290860308256
2008	Hombres	21	02	Aragón	-7425	-0,0276155978698834
2008	Mujeres	21	02	Aragón	7164	0,0266448677629421
2009	Hombres	21	02	Aragón	-7353	-0,0273478102541755
2009	Mujeres	21	02	Aragón	7151	0,026596517221217
2010	Hombres	21	02	Aragón	-7265	-0,0270205142794213
2010	Mujeres	21	02	Aragón	6983	0,0259716794512318
2011	Hombres	21	02	Aragón	-7037	-0,0261725201630127
2011	Mujeres	21	02	Aragón	6521	0,0242533755837724
2012	Hombres	21	02	Aragón	-6557	-0,0243872693916263
2012	Mujeres	21	02	Aragón	6172	0,0229553495020768
2013	Hombres	21	02	Aragón	-6309	-0,02346488982641
2013	Mujeres	21	02	Aragón	6287	0,0233830658327215
2014	Hombres	21	02	Aragón	-6271	-0,0233235574736753
2014	Mujeres	21	02	Aragón	6187	0,0230111385886826
2015	Hombres	21	02	Aragón	-6155	-0,0228921218705902
2015	Mujeres	21	02	Aragón	5847	0,0217465859589506
2016	Hombres	21	02	Aragón	-6121	-0,022765666607617
2016	Mujeres	21	02	Aragón	5839	0,0217168317794275
2017	Hombres	21	02	Aragón	-6068	-0,0225685451682764
2017	Mujeres	21	02	Aragón	5771	0,0214639212534811
2018	Hombres	21	02	Aragón	-6193	-0,023033454223325
2018	Mujeres	21	02	Aragón	5899	0,0219399881258508
1998	Hombres	20	02	Aragón	-8608	-0,0320154971668628
1998	Mujeres	20	02	Aragón	8244	0,0306616819985615
1999	Hombres	20	02	Aragón	-8454	-0,031442729211043
1999	Mujeres	20	02	Aragón	7942	0,0295384617215642
2000	Hombres	20	02	Aragón	-7973	-0,0296537591672162
2000	Mujeres	20	02	Aragón	7619	0,0283371367233187
2001	Hombres	20	02	Aragón	-7873	-0,0292818319231774
2001	Mujeres	20	02	Aragón	7436	0,0276565098667277
2002	Hombres	20	02	Aragón	-7577	-0,0281809272808224
2002	Mujeres	20	02	Aragón	7095	0,0263882379645553
2003	Hombres	20	02	Aragón	-7349	-0,0273329331644139
2003	Mujeres	20	02	Aragón	6977	0,0259493638165894
2004	Hombres	20	02	Aragón	-7065	-0,0262766597913436
2004	Mujeres	20	02	Aragón	6616	0,0246067064656092
2005	Hombres	20	02	Aragón	-7220	-0,0268531470196038
2005	Mujeres	20	02	Aragón	6608	0,0245769522860861
2006	Hombres	20	02	Aragón	-7076	-0,0263175717881879
2006	Mujeres	20	02	Aragón	6535	0,0243054453979378
2007	Hombres	20	02	Aragón	-6852	-0,0254844547615409
2007	Mujeres	20	02	Aragón	6705	0,0249377217128038
2008	Hombres	20	02	Aragón	-7089	-0,0263659223299129
2008	Mujeres	20	02	Aragón	6850	0,0254770162166601
2009	Hombres	20	02	Aragón	-7160	-0,0266299906731805
2009	Mujeres	20	02	Aragón	6867	0,0255402438481467
2010	Hombres	20	02	Aragón	-6943	-0,0258229085536162
2010	Mujeres	20	02	Aragón	6448	0,023981868695624
2011	Hombres	20	02	Aragón	-6472	-0,0240711312341933
2011	Mujeres	20	02	Aragón	6087	0,0226392113446438
2012	Hombres	20	02	Aragón	-6275	-0,0233384345634368
2012	Mujeres	20	02	Aragón	6229	0,023167348031179
2013	Hombres	20	02	Aragón	-6301	-0,0234351356468869
2013	Mujeres	20	02	Aragón	6201	0,0230632084028481
2014	Hombres	20	02	Aragón	-6166	-0,0229330338674345
2014	Mujeres	20	02	Aragón	5811	0,0216126921510966
2015	Hombres	20	02	Aragón	-6099	-0,0226838426139285
2015	Mujeres	20	02	Aragón	5819	0,0216424463306197
2016	Hombres	20	02	Aragón	-5970	-0,0222040564691184
2016	Mujeres	20	02	Aragón	5641	0,0209804158362306
2017	Hombres	20	02	Aragón	-6101	-0,0226912811588093
2017	Mujeres	20	02	Aragón	5769	0,0214564827086003
2018	Hombres	20	02	Aragón	-6184	-0,0229999807713615
2018	Mujeres	20	02	Aragón	5880	0,0218693219494834
1998	Hombres	19	02	Aragón	-8393	-0,0312158535921793
1998	Mujeres	19	02	Aragón	7846	0,0291814115672869
1999	Hombres	19	02	Aragón	-7881	-0,0293115861027005
1999	Mujeres	19	02	Aragón	7535	0,0280247178383261
2000	Hombres	19	02	Aragón	-7739	-0,0287834494161653
2000	Mujeres	19	02	Aragón	7286	0,0270986190006694
2001	Hombres	19	02	Aragón	-7326	-0,027247389898285
2001	Mujeres	19	02	Aragón	6884	0,0256034714796333
2002	Hombres	19	02	Aragón	-7138	-0,026548166679492
2002	Mujeres	19	02	Aragón	6730	0,0250307035238135
2003	Hombres	19	02	Aragón	-6828	-0,0253951922229716
2003	Mujeres	19	02	Aragón	6373	0,0237029232625949
2004	Hombres	19	02	Aragón	-6939	-0,0258080314638547
2004	Mujeres	19	02	Aragón	6360	0,0236545727208698
2005	Hombres	19	02	Aragón	-6828	-0,0253951922229716
2005	Mujeres	19	02	Aragón	6289	0,0233905043776023
2006	Hombres	19	02	Aragón	-6492	-0,0241455166830011
2006	Mujeres	19	02	Aragón	6373	0,0237029232625949
2007	Hombres	19	02	Aragón	-6466	-0,024048815599551
2007	Mujeres	19	02	Aragón	6361	0,0236582919933102
2008	Hombres	19	02	Aragón	-6902	-0,0256704183835603
2008	Mujeres	19	02	Aragón	6576	0,0244579355679937
2009	Hombres	19	02	Aragón	-6882	-0,0255960329347525
2009	Mujeres	19	02	Aragón	6306	0,0234537320090889
2010	Hombres	19	02	Aragón	-6415	-0,0238591327050912
2010	Mujeres	19	02	Aragón	5951	0,022133390292751
2011	Hombres	19	02	Aragón	-6242	-0,023215698572904
2011	Mujeres	19	02	Aragón	6093	0,0226615269792861
2012	Hombres	19	02	Aragón	-6282	-0,0233644694705195
2012	Mujeres	19	02	Aragón	6141	0,0228400520564248
2013	Hombres	19	02	Aragón	-6205	-0,0230780854926096
2013	Mujeres	19	02	Aragón	5822	0,0216536041479409
2014	Hombres	19	02	Aragón	-6029	-0,0224234935431013
2014	Mujeres	19	02	Aragón	5774	0,0214750790708023
2015	Hombres	19	02	Aragón	-5928	-0,0220478470266221
2015	Mujeres	19	02	Aragón	5601	0,0208316449386151
2016	Hombres	19	02	Aragón	-5991	-0,0222821611903665
2016	Mujeres	19	02	Aragón	5653	0,0210250471055153
2017	Hombres	19	02	Aragón	-6063	-0,0225499488060745
2017	Mujeres	19	02	Aragón	5747	0,0213746587149118
2018	Hombres	19	02	Aragón	-6137	-0,0228251749666632
2018	Mujeres	19	02	Aragón	5538	0,0205973307748706
1998	Hombres	18	02	Aragón	-7793	-0,0289842901279463
1998	Mujeres	18	02	Aragón	7483	0,0278313156714259
1999	Hombres	18	02	Aragón	-7685	-0,0285826087043844
1999	Mujeres	18	02	Aragón	7178	0,0266969375771075
2000	Hombres	18	02	Aragón	-7246	-0,0269498481030539
2000	Mujeres	18	02	Aragón	6815	0,0253468416812465
2001	Hombres	18	02	Aragón	-6959	-0,0258824169126624
2001	Mujeres	18	02	Aragón	6540	0,0243240417601397
2002	Hombres	18	02	Aragón	-6604	-0,0245620751963246
2002	Mujeres	18	02	Aragón	6143	0,0228474906013056
2003	Hombres	18	02	Aragón	-6726	-0,025015826434052
2003	Mujeres	18	02	Aragón	6145	0,0228549291461863
2004	Hombres	18	02	Aragón	-6561	-0,0244021464813879
2004	Mujeres	18	02	Aragón	6042	0,0224718440848263
2005	Hombres	18	02	Aragón	-6331	-0,0235467138200986
2005	Mujeres	18	02	Aragón	6128	0,0227917015146997
2006	Hombres	18	02	Aragón	-6193	-0,023033454223325
2006	Mujeres	18	02	Aragón	6034	0,0224420899053032
2007	Hombres	18	02	Aragón	-6367	-0,0236806076279526
2007	Mujeres	18	02	Aragón	6112	0,0227321931556535
2008	Hombres	18	02	Aragón	-6586	-0,0244951282923976
2008	Mujeres	18	02	Aragón	6013	0,0223639851840551
2009	Hombres	18	02	Aragón	-6308	-0,0234611705539696
2009	Mujeres	18	02	Aragón	5821	0,0216498848755005
2010	Hombres	18	02	Aragón	-6177	-0,0229739458642788
2010	Mujeres	18	02	Aragón	5982	0,022248687738403
2011	Hombres	18	02	Aragón	-6231	-0,0231747865760597
2011	Mujeres	18	02	Aragón	6045	0,0224830019021475
2012	Hombres	18	02	Aragón	-6167	-0,0229367531398749
2012	Mujeres	18	02	Aragón	5790	0,0215345874298485
2013	Hombres	18	02	Aragón	-6048	-0,0224941597194687
2013	Mujeres	18	02	Aragón	5771	0,0214639212534811
2014	Hombres	18	02	Aragón	-5871	-0,0218358484975199
2014	Mujeres	18	02	Aragón	5557	0,020667996951238
2015	Hombres	18	02	Aragón	-5916	-0,0220032157573374
2015	Mujeres	18	02	Aragón	5555	0,0206605584063572
2016	Hombres	18	02	Aragón	-5912	-0,0219883386675759
2016	Mujeres	18	02	Aragón	5601	0,0208316449386151
2017	Hombres	18	02	Aragón	-6018	-0,022382581546257
2017	Mujeres	18	02	Aragón	5408	0,0201138253576201
2018	Hombres	18	02	Aragón	-6127	-0,0227879822422593
2018	Mujeres	18	02	Aragón	5740	0,0213486238078291
1998	Hombres	17	02	Aragón	-7620	-0,0283408559957591
1998	Mujeres	17	02	Aragón	7143	0,0265667630416939
1999	Hombres	17	02	Aragón	-7176	-0,0266894990322267
1999	Mujeres	17	02	Aragón	6783	0,0252278249631541
2000	Hombres	17	02	Aragón	-6907	-0,0256890147457622
2000	Mujeres	17	02	Aragón	6540	0,0243240417601397
2001	Hombres	17	02	Aragón	-6466	-0,024048815599551
2001	Mujeres	17	02	Aragón	6060	0,0225387909887533
2002	Hombres	17	02	Aragón	-6541	-0,0243277610325801
2002	Mujeres	17	02	Aragón	6012	0,0223602659116147
2003	Hombres	17	02	Aragón	-6387	-0,0237549930767603
2003	Mujeres	17	02	Aragón	5900	0,0219437073982912
2004	Hombres	17	02	Aragón	-6154	-0,0228884025981498
2004	Mujeres	17	02	Aragón	5935	0,0220738819337048
2005	Hombres	17	02	Aragón	-6030	-0,0224272128155417
2005	Mujeres	17	02	Aragón	5867	0,0218209714077584
2006	Hombres	17	02	Aragón	-6153	-0,0228846833257094
2006	Mujeres	17	02	Aragón	5859	0,0217912172282353
2007	Hombres	17	02	Aragón	-6226	-0,0231561902138578
2007	Mujeres	17	02	Aragón	5720	0,0212742383590213
2008	Hombres	17	02	Aragón	-6129	-0,0227954207871401
2008	Mujeres	17	02	Aragón	5639	0,0209729772913498
2009	Hombres	17	02	Aragón	-6043	-0,0224755633572667
2009	Mujeres	17	02	Aragón	5886	0,0218916375841258
2010	Hombres	17	02	Aragón	-6203	-0,0230706469477289
2010	Mujeres	17	02	Aragón	6010	0,0223528273667339
2011	Hombres	17	02	Aragón	-6115	-0,0227433509729747
2011	Mujeres	17	02	Aragón	5688	0,0211552216409289
2012	Hombres	17	02	Aragón	-6022	-0,0223974586360186
2012	Mujeres	17	02	Aragón	5781	0,021501113977885
2013	Hombres	17	02	Aragón	-5898	-0,0219362688534104
2013	Mujeres	17	02	Aragón	5550	0,0206419620441553
2014	Hombres	17	02	Aragón	-5950	-0,0221296710203106
2014	Mujeres	17	02	Aragón	5560	0,0206791547685592
2015	Hombres	17	02	Aragón	-5840	-0,0217205510518679
2015	Mujeres	17	02	Aragón	5527	0,0205564187780263
2016	Hombres	17	02	Aragón	-5918	-0,0220106543022182
2016	Mujeres	17	02	Aragón	5295	0,0196935475718563
2017	Hombres	17	02	Aragón	-5997	-0,0223044768250089
2017	Mujeres	17	02	Aragón	5633	0,0209506616567075
2018	Hombres	17	02	Aragón	-6229	-0,023167348031179
2018	Mujeres	17	02	Aragón	5724	0,0212891154487828
1998	Hombres	16	02	Aragón	-7112	-0,0264514655960419
1998	Mujeres	16	02	Aragón	6719	0,0249897915269692
1999	Hombres	16	02	Aragón	-6838	-0,0254323849473755
1999	Mujeres	16	02	Aragón	6492	0,0241455166830011
2000	Hombres	16	02	Aragón	-6417	-0,023866571249972
2000	Mujeres	16	02	Aragón	6045	0,0224830019021475
2001	Hombres	16	02	Aragón	-6451	-0,0239930265129452
2001	Mujeres	16	02	Aragón	5929	0,0220515662990625
2002	Hombres	16	02	Aragón	-6275	-0,0233384345634368
2002	Mujeres	16	02	Aragón	5840	0,0217205510518679
2003	Hombres	16	02	Aragón	-6028	-0,0224197742706609
2003	Mujeres	16	02	Aragón	5806	0,0215940957888947
2004	Hombres	16	02	Aragón	-5867	-0,0218209714077584
2004	Mujeres	16	02	Aragón	5733	0,0213225889007463
2005	Hombres	16	02	Aragón	-6033	-0,0224383706328628
2005	Mujeres	16	02	Aragón	5764	0,0214378863463984
2006	Hombres	16	02	Aragón	-6118	-0,0227545087902959
2006	Mujeres	16	02	Aragón	5593	0,020801890759092
2007	Hombres	16	02	Aragón	-5926	-0,0220404084817413
2007	Mujeres	16	02	Aragón	5421	0,0201621758993452
2008	Hombres	16	02	Aragón	-5906	-0,0219660230329335
2008	Mujeres	16	02	Aragón	5792	0,0215420259747293
2009	Hombres	16	02	Aragón	-6108	-0,022717316065892
2009	Mujeres	16	02	Aragón	5935	0,0220738819337048
2010	Hombres	16	02	Aragón	-6078	-0,0226057378926803
2010	Mujeres	16	02	Aragón	5688	0,0211552216409289
2011	Hombres	16	02	Aragón	-5991	-0,0222821611903665
2011	Mujeres	16	02	Aragón	5707	0,0212258878172962
2012	Hombres	16	02	Aragón	-5907	-0,0219697423053739
2012	Mujeres	16	02	Aragón	5560	0,0206791547685592
2013	Hombres	16	02	Aragón	-5987	-0,022267284100605
2013	Mujeres	16	02	Aragón	5599	0,0208242063937343
2014	Hombres	16	02	Aragón	-5870	-0,0218321292250795
2014	Mujeres	16	02	Aragón	5576	0,0207386631276054
2015	Hombres	16	02	Aragón	-5896	-0,0219288303085296
2015	Mujeres	16	02	Aragón	5284	0,019652635575012
2016	Hombres	16	02	Aragón	-5929	-0,0220515662990625
2016	Mujeres	16	02	Aragón	5595	0,0208093293039728
2017	Hombres	16	02	Aragón	-6144	-0,022851209873746
2017	Mujeres	16	02	Aragón	5675	0,0211068710992038
2018	Hombres	16	02	Aragón	-6230	-0,0231710673036193
2018	Mujeres	16	02	Aragón	5943	0,0221036361132279
1998	Hombres	15	02	Aragón	-6766	-0,0251645973316675
1998	Mujeres	15	02	Aragón	6440	0,0239521145161009
1999	Hombres	15	02	Aragón	-6344	-0,0235950643618236
1999	Mujeres	15	02	Aragón	5972	0,0222114950139992
2000	Hombres	15	02	Aragón	-6395	-0,0237847472562834
2000	Mujeres	15	02	Aragón	5886	0,0218916375841258
2001	Hombres	15	02	Aragón	-6179	-0,0229813844091595
2001	Mujeres	15	02	Aragón	5755	0,0214044128944349
2002	Hombres	15	02	Aragón	-5920	-0,022018092847099
2002	Mujeres	15	02	Aragón	5712	0,0212444841794982
2003	Hombres	15	02	Aragón	-5750	-0,0213858165322329
2003	Mujeres	15	02	Aragón	5618	0,0208948725701017
2004	Hombres	15	02	Aragón	-5885	-0,0218879183116854
2004	Mujeres	15	02	Aragón	5663	0,0210622398299192
2005	Hombres	15	02	Aragón	-6018	-0,022382581546257
2005	Mujeres	15	02	Aragón	5519	0,0205266645985032
2006	Hombres	15	02	Aragón	-5842	-0,0217279895967487
2006	Mujeres	15	02	Aragón	5311	0,0197530559309025
2007	Hombres	15	02	Aragón	-5702	-0,0212072914550943
2007	Mujeres	15	02	Aragón	5619	0,0208985918425421
2008	Hombres	15	02	Aragón	-5979	-0,0222375299210819
2008	Mujeres	15	02	Aragón	5867	0,0218209714077584
2009	Hombres	15	02	Aragón	-6000	-0,02231563464233
2009	Mujeres	15	02	Aragón	5644	0,0209915736535518
2010	Hombres	15	02	Aragón	-5972	-0,0222114950139992
2010	Mujeres	15	02	Aragón	5719	0,0212705190865809
2011	Hombres	15	02	Aragón	-5865	-0,0218135328628776
2011	Mujeres	15	02	Aragón	5541	0,0206084885921918
2012	Hombres	15	02	Aragón	-5965	-0,0221854601069164
2012	Mujeres	15	02	Aragón	5617	0,0208911532976613
2013	Hombres	15	02	Aragón	-5978	-0,0222338106486415
2013	Mujeres	15	02	Aragón	5673	0,021099432554323
2014	Hombres	15	02	Aragón	-5950	-0,0221296710203106
2014	Mujeres	15	02	Aragón	5329	0,0198200028348295
2015	Hombres	15	02	Aragón	-5974	-0,0222189335588799
2015	Mujeres	15	02	Aragón	5620	0,0209023111149825
2016	Hombres	15	02	Aragón	-6142	-0,0228437713288652
2016	Mujeres	15	02	Aragón	5663	0,0210622398299192
2017	Hombres	15	02	Aragón	-6181	-0,0229888229540403
2017	Mujeres	15	02	Aragón	5906	0,0219660230329335
2018	Hombres	15	02	Aragón	-6197	-0,0230483313130865
2018	Mujeres	15	02	Aragón	5799	0,021568060881812
1998	Hombres	14	02	Aragón	-6240	-0,0232082600280232
1998	Mujeres	14	02	Aragón	5890	0,0219065146738873
1999	Hombres	14	02	Aragón	-6300	-0,0234314163744465
1999	Mujeres	14	02	Aragón	5787	0,0215234296125273
2000	Hombres	14	02	Aragón	-6117	-0,0227507895178555
2000	Mujeres	14	02	Aragón	5731	0,0213151503558656
2001	Hombres	14	02	Aragón	-5822	-0,0216536041479409
2001	Mujeres	14	02	Aragón	5630	0,0209395038393863
2002	Hombres	14	02	Aragón	-5652	-0,0210213278330749
2002	Mujeres	14	02	Aragón	5531	0,0205712958677879
2003	Hombres	14	02	Aragón	-5770	-0,0214602019810407
2003	Mujeres	14	02	Aragón	5551	0,0206456813165957
2004	Hombres	14	02	Aragón	-5875	-0,0218507255872815
2004	Mujeres	14	02	Aragón	5393	0,0200580362710143
2005	Hombres	14	02	Aragón	-5744	-0,0213635008975906
2005	Mujeres	14	02	Aragón	5272	0,0196080043057273
2006	Hombres	14	02	Aragón	-5590	-0,0207907329417708
2006	Mujeres	14	02	Aragón	5516	0,0205155067811821
2007	Hombres	14	02	Aragón	-5793	-0,0215457452471696
2007	Mujeres	14	02	Aragón	5744	0,0213635008975906
2008	Hombres	14	02	Aragón	-5887	-0,0218953568565661
2008	Mujeres	14	02	Aragón	5544	0,0206196464095129
2009	Hombres	14	02	Aragón	-5913	-0,0219920579400162
2009	Mujeres	14	02	Aragón	5682	0,0211329060062865
2010	Hombres	14	02	Aragón	-5845	-0,0217391474140698
2010	Mujeres	14	02	Aragón	5519	0,0205266645985032
2011	Hombres	14	02	Aragón	-5886	-0,0218916375841258
2011	Mujeres	14	02	Aragón	5602	0,0208353642110555
2012	Hombres	14	02	Aragón	-5941	-0,0220961975683471
2012	Mujeres	14	02	Aragón	5624	0,020917188204744
2013	Hombres	14	02	Aragón	-6018	-0,022382581546257
2013	Mujeres	14	02	Aragón	5413	0,0201324217198221
2014	Hombres	14	02	Aragón	-5975	-0,0222226528313203
2014	Mujeres	14	02	Aragón	5607	0,0208539605732574
2015	Hombres	14	02	Aragón	-6149	-0,0228698062359479
2015	Mujeres	14	02	Aragón	5651	0,0210176085606345
2016	Hombres	14	02	Aragón	-6125	-0,0227805436973786
2016	Mujeres	14	02	Aragón	5846	0,0217428666865102
2017	Hombres	14	02	Aragón	-6118	-0,0227545087902959
2017	Mujeres	14	02	Aragón	5762	0,0214304478015176
2018	Hombres	14	02	Aragón	-6355	-0,0236359763586679
2018	Mujeres	14	02	Aragón	6092	0,0226578077068458
1998	Hombres	13	02	Aragón	-6244	-0,0232231371177848
1998	Mujeres	13	02	Aragón	5750	0,0213858165322329
1999	Hombres	13	02	Aragón	-6006	-0,0223379502769724
1999	Mujeres	13	02	Aragón	5651	0,0210176085606345
2000	Hombres	13	02	Aragón	-5765	-0,0214416056188388
2000	Mujeres	13	02	Aragón	5605	0,0208465220283766
2001	Hombres	13	02	Aragón	-5569	-0,0207126282205227
2001	Mujeres	13	02	Aragón	5415	0,0201398602647029
2002	Hombres	13	02	Aragón	-5643	-0,0209878543811114
2002	Mujeres	13	02	Aragón	5424	0,0201733337166663
2003	Hombres	13	02	Aragón	-5756	-0,0214081321668753
2003	Mujeres	13	02	Aragón	5288	0,0196675126647735
2004	Hombres	13	02	Aragón	-5633	-0,0209506616567075
2004	Mujeres	13	02	Aragón	5174	0,0192435156065693
2005	Hombres	13	02	Aragón	-5523	-0,0205415416882648
2005	Mujeres	13	02	Aragón	5423	0,020169614444226
2006	Hombres	13	02	Aragón	-5702	-0,0212072914550943
2006	Mujeres	13	02	Aragón	5638	0,0209692580189095
2007	Hombres	13	02	Aragón	-5729	-0,0213077118109848
2007	Mujeres	13	02	Aragón	5372	0,0199799315497662
2008	Hombres	13	02	Aragón	-5807	-0,0215978150613351
2008	Mujeres	13	02	Aragón	5564	0,0206940318583207
2009	Hombres	13	02	Aragón	-5794	-0,02154946451961
2009	Mujeres	13	02	Aragón	5477	0,0203704551560069
2010	Hombres	13	02	Aragón	-5877	-0,0218581641321623
2010	Mujeres	13	02	Aragón	5587	0,0207795751244496
2011	Hombres	13	02	Aragón	-5885	-0,0218879183116854
2011	Mujeres	13	02	Aragón	5603	0,0208390834834959
2012	Hombres	13	02	Aragón	-5987	-0,022267284100605
2012	Mujeres	13	02	Aragón	5408	0,0201138253576201
2013	Hombres	13	02	Aragón	-6065	-0,0225573873509553
2013	Mujeres	13	02	Aragón	5687	0,0211515023684885
2014	Hombres	13	02	Aragón	-6174	-0,0229627880469576
2014	Mujeres	13	02	Aragón	5646	0,0209990121984326
2015	Hombres	13	02	Aragón	-6118	-0,0227545087902959
2015	Mujeres	13	02	Aragón	5877	0,0218581641321623
2016	Hombres	13	02	Aragón	-6076	-0,0225982993477995
2016	Mujeres	13	02	Aragón	5699	0,0211961336377731
2017	Hombres	13	02	Aragón	-6287	-0,0233830658327215
2017	Mujeres	13	02	Aragón	6039	0,0224606862675052
2018	Hombres	13	02	Aragón	-6471	-0,0240674119617529
2018	Mujeres	13	02	Aragón	6217	0,0231227167618943
1998	Hombres	12	02	Aragón	-5854	-0,0217726208660333
