CCAA codigo destino	CCAA nombre destino	Provincia codigo destino	Provincia nombre destino	Municipio codigo destino	Municipio nombre destino	Sexo	Año	Variaciones
02	Aragón	22	Huesca	22060	Binaced	Mujeres	2018	23
02	Aragón	22	Huesca	22061	Binéfar	Hombres	2018	286
02	Aragón	22	Huesca	22061	Binéfar	Mujeres	2018	225
02	Aragón	22	Huesca	22062	Bisaurri	Mujeres	2018	3
02	Aragón	22	Huesca	22063	Biscarrués	Hombres	2018	1
02	Aragón	22	Huesca	22063	Biscarrués	Mujeres	2018	4
02	Aragón	22	Huesca	22064	Blecua y Torres	Hombres	2018	8
02	Aragón	22	Huesca	22064	Blecua y Torres	Mujeres	2018	4
02	Aragón	22	Huesca	22066	Boltaña	Hombres	2018	44
02	Aragón	22	Huesca	22066	Boltaña	Mujeres	2018	44
02	Aragón	22	Huesca	22067	Bonansa	Hombres	2018	6
02	Aragón	22	Huesca	22067	Bonansa	Mujeres	2018	2
02	Aragón	22	Huesca	22068	Borau	Hombres	2018	1
02	Aragón	22	Huesca	22068	Borau	Mujeres	2018	1
02	Aragón	22	Huesca	22069	Broto	Hombres	2018	15
02	Aragón	22	Huesca	22069	Broto	Mujeres	2018	18
02	Aragón	22	Huesca	22072	Caldearenas	Hombres	2018	12
02	Aragón	22	Huesca	22072	Caldearenas	Mujeres	2018	8
02	Aragón	22	Huesca	22075	Camporrells	Hombres	2018	3
02	Aragón	22	Huesca	22075	Camporrells	Mujeres	2018	6
02	Aragón	22	Huesca	22076	Canal de Berdún	Hombres	2018	6
02	Aragón	22	Huesca	22076	Canal de Berdún	Mujeres	2018	5
02	Aragón	22	Huesca	22077	Candasnos	Hombres	2018	4
02	Aragón	22	Huesca	22077	Candasnos	Mujeres	2018	3
02	Aragón	22	Huesca	22078	Canfranc	Hombres	2018	33
02	Aragón	22	Huesca	22078	Canfranc	Mujeres	2018	27
02	Aragón	22	Huesca	22079	Capdesaso	Hombres	2018	6
02	Aragón	22	Huesca	22079	Capdesaso	Mujeres	2018	16
02	Aragón	22	Huesca	22080	Capella	Hombres	2018	3
02	Aragón	22	Huesca	22080	Capella	Mujeres	2018	5
02	Aragón	22	Huesca	22081	Casbas de Huesca	Hombres	2018	5
02	Aragón	22	Huesca	22081	Casbas de Huesca	Mujeres	2018	5
02	Aragón	22	Huesca	22082	Castejón del Puente	Hombres	2018	7
02	Aragón	22	Huesca	22082	Castejón del Puente	Mujeres	2018	5
02	Aragón	22	Huesca	22083	Castejón de Monegros	Hombres	2018	3
02	Aragón	22	Huesca	22083	Castejón de Monegros	Mujeres	2018	2
02	Aragón	22	Huesca	22084	Castejón de Sos	Hombres	2018	25
02	Aragón	22	Huesca	22084	Castejón de Sos	Mujeres	2018	23
02	Aragón	22	Huesca	22085	Castelflorite	Mujeres	2018	3
02	Aragón	22	Huesca	22086	Castiello de Jaca	Hombres	2018	6
02	Aragón	22	Huesca	22086	Castiello de Jaca	Mujeres	2018	2
02	Aragón	22	Huesca	22087	Castigaleu	Hombres	2018	2
02	Aragón	22	Huesca	22088	Castillazuelo	Hombres	2018	1
02	Aragón	22	Huesca	22088	Castillazuelo	Mujeres	2018	1
02	Aragón	22	Huesca	22089	Castillonroy	Hombres	2018	7
02	Aragón	22	Huesca	22089	Castillonroy	Mujeres	2018	15
02	Aragón	22	Huesca	22090	Colungo	Hombres	2018	2
02	Aragón	22	Huesca	22090	Colungo	Mujeres	2018	2
02	Aragón	22	Huesca	22094	Chalamera	Hombres	2018	2
02	Aragón	22	Huesca	22094	Chalamera	Mujeres	2018	1
02	Aragón	22	Huesca	22095	Chía	Hombres	2018	2
02	Aragón	22	Huesca	22095	Chía	Mujeres	2018	2
02	Aragón	22	Huesca	22096	Chimillas	Hombres	2018	13
02	Aragón	22	Huesca	22096	Chimillas	Mujeres	2018	11
02	Aragón	22	Huesca	22099	Esplús	Hombres	2018	19
02	Aragón	22	Huesca	22099	Esplús	Mujeres	2018	7
02	Aragón	22	Huesca	22102	Estada	Hombres	2018	11
02	Aragón	22	Huesca	22102	Estada	Mujeres	2018	3
02	Aragón	22	Huesca	22103	Estadilla	Hombres	2018	25
02	Aragón	22	Huesca	22103	Estadilla	Mujeres	2018	27
02	Aragón	22	Huesca	22105	Estopiñán del Castillo	Hombres	2018	2
02	Aragón	22	Huesca	22105	Estopiñán del Castillo	Mujeres	2018	4
02	Aragón	22	Huesca	22107	Fanlo	Hombres	2018	4
02	Aragón	22	Huesca	22107	Fanlo	Mujeres	2018	2
02	Aragón	22	Huesca	22109	Fiscal	Hombres	2018	8
02	Aragón	22	Huesca	22109	Fiscal	Mujeres	2018	2
02	Aragón	22	Huesca	22110	Fonz	Hombres	2018	19
02	Aragón	22	Huesca	22110	Fonz	Mujeres	2018	11
02	Aragón	22	Huesca	22111	Foradada del Toscar	Hombres	2018	4
02	Aragón	22	Huesca	22111	Foradada del Toscar	Mujeres	2018	7
02	Aragón	22	Huesca	22112	Fraga	Hombres	2018	423
02	Aragón	22	Huesca	22112	Fraga	Mujeres	2018	342
02	Aragón	22	Huesca	22113	Fueva (La)	Hombres	2018	12
02	Aragón	22	Huesca	22113	Fueva (La)	Mujeres	2018	13
02	Aragón	22	Huesca	22114	Gistaín	Mujeres	2018	2
02	Aragón	22	Huesca	22115	Grado (El)	Hombres	2018	13
02	Aragón	22	Huesca	22115	Grado (El)	Mujeres	2018	10
02	Aragón	22	Huesca	22116	Grañén	Hombres	2018	58
02	Aragón	22	Huesca	22116	Grañén	Mujeres	2018	54
02	Aragón	22	Huesca	22117	Graus	Hombres	2018	98
02	Aragón	22	Huesca	22117	Graus	Mujeres	2018	106
02	Aragón	22	Huesca	22119	Gurrea de Gállego	Hombres	2018	19
02	Aragón	22	Huesca	22119	Gurrea de Gállego	Mujeres	2018	36
02	Aragón	22	Huesca	22122	Hoz de Jaca	Hombres	2018	1
02	Aragón	22	Huesca	22122	Hoz de Jaca	Mujeres	2018	3
02	Aragón	22	Huesca	22124	Huerto	Hombres	2018	6
02	Aragón	22	Huesca	22124	Huerto	Mujeres	2018	1
02	Aragón	22	Huesca	22125	Huesca	Hombres	2018	1279
02	Aragón	22	Huesca	22125	Huesca	Mujeres	2018	1350
02	Aragón	22	Huesca	22127	Igriés	Hombres	2018	35
02	Aragón	22	Huesca	22127	Igriés	Mujeres	2018	30
02	Aragón	22	Huesca	22128	Ilche	Hombres	2018	2
02	Aragón	22	Huesca	22128	Ilche	Mujeres	2018	7
02	Aragón	22	Huesca	22129	Isábena	Hombres	2018	10
02	Aragón	22	Huesca	22129	Isábena	Mujeres	2018	13
02	Aragón	22	Huesca	22130	Jaca	Hombres	2018	397
02	Aragón	22	Huesca	22130	Jaca	Mujeres	2018	430
02	Aragón	22	Huesca	22131	Jasa	Hombres	2018	5
02	Aragón	22	Huesca	22131	Jasa	Mujeres	2018	3
02	Aragón	22	Huesca	22133	Labuerda	Hombres	2018	4
02	Aragón	22	Huesca	22133	Labuerda	Mujeres	2018	8
02	Aragón	22	Huesca	22135	Laluenga	Hombres	2018	6
02	Aragón	22	Huesca	22135	Laluenga	Mujeres	2018	8
02	Aragón	22	Huesca	22136	Lalueza	Hombres	2018	17
02	Aragón	22	Huesca	22136	Lalueza	Mujeres	2018	17
02	Aragón	22	Huesca	22137	Lanaja	Hombres	2018	26
02	Aragón	22	Huesca	22137	Lanaja	Mujeres	2018	18
02	Aragón	22	Huesca	22139	Laperdiguera	Hombres	2018	1
02	Aragón	22	Huesca	22139	Laperdiguera	Mujeres	2018	2
02	Aragón	22	Huesca	22141	Lascellas-Ponzano	Hombres	2018	3
02	Aragón	22	Huesca	22141	Lascellas-Ponzano	Mujeres	2018	5
02	Aragón	22	Huesca	22142	Lascuarre	Hombres	2018	2
02	Aragón	22	Huesca	22142	Lascuarre	Mujeres	2018	3
02	Aragón	22	Huesca	22143	Laspaúles	Hombres	2018	6
02	Aragón	22	Huesca	22143	Laspaúles	Mujeres	2018	7
02	Aragón	22	Huesca	22144	Laspuña	Hombres	2018	4
02	Aragón	22	Huesca	22144	Laspuña	Mujeres	2018	10
02	Aragón	22	Huesca	22149	Loarre	Hombres	2018	7
02	Aragón	22	Huesca	22149	Loarre	Mujeres	2018	8
02	Aragón	22	Huesca	22150	Loporzano	Hombres	2018	16
02	Aragón	22	Huesca	22150	Loporzano	Mujeres	2018	16
02	Aragón	22	Huesca	22151	Loscorrales	Hombres	2018	5
02	Aragón	22	Huesca	22151	Loscorrales	Mujeres	2018	1
02	Aragón	22	Huesca	22155	Monesma y Cajigar	Hombres	2018	3
02	Aragón	22	Huesca	22155	Monesma y Cajigar	Mujeres	2018	4
02	Aragón	22	Huesca	22156	Monflorite-Lascasas	Hombres	2018	42
02	Aragón	22	Huesca	22156	Monflorite-Lascasas	Mujeres	2018	45
02	Aragón	22	Huesca	22157	Montanuy	Hombres	2018	7
02	Aragón	22	Huesca	22157	Montanuy	Mujeres	2018	4
02	Aragón	22	Huesca	22158	Monzón	Hombres	2018	404
02	Aragón	22	Huesca	22158	Monzón	Mujeres	2018	393
02	Aragón	22	Huesca	22160	Naval	Hombres	2018	9
02	Aragón	22	Huesca	22160	Naval	Mujeres	2018	7
02	Aragón	22	Huesca	22162	Novales	Hombres	2018	4
02	Aragón	22	Huesca	22162	Novales	Mujeres	2018	2
02	Aragón	22	Huesca	22163	Nueno	Hombres	2018	10
02	Aragón	22	Huesca	22163	Nueno	Mujeres	2018	18
02	Aragón	22	Huesca	22164	Olvena	Hombres	2018	5
02	Aragón	22	Huesca	22164	Olvena	Mujeres	2018	1
02	Aragón	22	Huesca	22165	Ontiñena	Hombres	2018	8
02	Aragón	22	Huesca	22165	Ontiñena	Mujeres	2018	10
02	Aragón	22	Huesca	22167	Osso de Cinca	Hombres	2018	23
02	Aragón	22	Huesca	22167	Osso de Cinca	Mujeres	2018	15
02	Aragón	22	Huesca	22168	Palo	Hombres	2018	1
02	Aragón	22	Huesca	22168	Palo	Mujeres	2018	1
02	Aragón	22	Huesca	22170	Panticosa	Hombres	2018	25
02	Aragón	22	Huesca	22170	Panticosa	Mujeres	2018	15
02	Aragón	22	Huesca	22172	Peñalba	Hombres	2018	19
02	Aragón	22	Huesca	22172	Peñalba	Mujeres	2018	12
02	Aragón	22	Huesca	22173	Peñas de Riglos (Las)	Hombres	2018	10
02	Aragón	22	Huesca	22173	Peñas de Riglos (Las)	Mujeres	2018	4
02	Aragón	22	Huesca	22174	Peralta de Alcofea	Hombres	2018	11
02	Aragón	22	Huesca	22174	Peralta de Alcofea	Mujeres	2018	19
02	Aragón	22	Huesca	22175	Peralta de Calasanz	Hombres	2018	9
02	Aragón	22	Huesca	22175	Peralta de Calasanz	Mujeres	2018	4
02	Aragón	22	Huesca	22176	Peraltilla	Hombres	2018	5
02	Aragón	22	Huesca	22176	Peraltilla	Mujeres	2018	10
02	Aragón	22	Huesca	22177	Perarrúa	Hombres	2018	7
02	Aragón	22	Huesca	22177	Perarrúa	Mujeres	2018	3
02	Aragón	22	Huesca	22178	Pertusa	Hombres	2018	3
02	Aragón	22	Huesca	22178	Pertusa	Mujeres	2018	2
02	Aragón	22	Huesca	22181	Piracés	Hombres	2018	1
02	Aragón	22	Huesca	22181	Piracés	Mujeres	2018	1
02	Aragón	22	Huesca	22182	Plan	Hombres	2018	3
02	Aragón	22	Huesca	22182	Plan	Mujeres	2018	8
02	Aragón	22	Huesca	22184	Poleñino	Hombres	2018	2
02	Aragón	22	Huesca	22184	Poleñino	Mujeres	2018	4
02	Aragón	22	Huesca	22186	Pozán de Vero	Hombres	2018	6
02	Aragón	22	Huesca	22186	Pozán de Vero	Mujeres	2018	6
02	Aragón	22	Huesca	22187	Puebla de Castro (La)	Hombres	2018	11
02	Aragón	22	Huesca	22187	Puebla de Castro (La)	Mujeres	2018	11
02	Aragón	22	Huesca	22188	Puente de Montañana	Hombres	2018	2
02	Aragón	22	Huesca	22188	Puente de Montañana	Mujeres	2018	3
02	Aragón	22	Huesca	22189	Puértolas	Hombres	2018	2
02	Aragón	22	Huesca	22189	Puértolas	Mujeres	2018	5
02	Aragón	22	Huesca	22190	Pueyo de Araguás (El)	Hombres	2018	3
02	Aragón	22	Huesca	22190	Pueyo de Araguás (El)	Mujeres	2018	7
02	Aragón	22	Huesca	22193	Pueyo de Santa Cruz	Hombres	2018	5
02	Aragón	22	Huesca	22193	Pueyo de Santa Cruz	Mujeres	2018	5
02	Aragón	22	Huesca	22195	Quicena	Hombres	2018	10
02	Aragón	22	Huesca	22195	Quicena	Mujeres	2018	7
02	Aragón	22	Huesca	22197	Robres	Hombres	2018	6
02	Aragón	22	Huesca	22197	Robres	Mujeres	2018	12
02	Aragón	22	Huesca	22199	Sabiñánigo	Hombres	2018	225
02	Aragón	22	Huesca	22199	Sabiñánigo	Mujeres	2018	218
02	Aragón	22	Huesca	22200	Sahún	Hombres	2018	16
02	Aragón	22	Huesca	22200	Sahún	Mujeres	2018	20
02	Aragón	22	Huesca	22201	Salas Altas	Hombres	2018	12
02	Aragón	22	Huesca	22201	Salas Altas	Mujeres	2018	9
02	Aragón	22	Huesca	22202	Salas Bajas	Hombres	2018	7
02	Aragón	22	Huesca	22202	Salas Bajas	Mujeres	2018	7
02	Aragón	22	Huesca	22203	Salillas	Hombres	2018	2
02	Aragón	22	Huesca	22203	Salillas	Mujeres	2018	4
02	Aragón	22	Huesca	22204	Sallent de Gállego	Hombres	2018	38
02	Aragón	22	Huesca	22204	Sallent de Gállego	Mujeres	2018	55
02	Aragón	22	Huesca	22205	San Esteban de Litera	Hombres	2018	30
02	Aragón	22	Huesca	22205	San Esteban de Litera	Mujeres	2018	32
02	Aragón	22	Huesca	22206	Sangarrén	Hombres	2018	10
02	Aragón	22	Huesca	22206	Sangarrén	Mujeres	2018	7
02	Aragón	22	Huesca	22207	San Juan de Plan	Hombres	2018	4
02	Aragón	22	Huesca	22207	San Juan de Plan	Mujeres	2018	7
02	Aragón	22	Huesca	22208	Santa Cilia	Hombres	2018	8
02	Aragón	22	Huesca	22208	Santa Cilia	Mujeres	2018	20
02	Aragón	22	Huesca	22209	Santa Cruz de la Serós	Hombres	2018	6
02	Aragón	22	Huesca	22209	Santa Cruz de la Serós	Mujeres	2018	7
02	Aragón	22	Huesca	22212	Santaliestra y San Quílez	Hombres	2018	3
02	Aragón	22	Huesca	22212	Santaliestra y San Quílez	Mujeres	2018	5
02	Aragón	22	Huesca	22213	Sariñena	Hombres	2018	125
02	Aragón	22	Huesca	22213	Sariñena	Mujeres	2018	102
02	Aragón	22	Huesca	22214	Secastilla	Hombres	2018	3
02	Aragón	22	Huesca	22214	Secastilla	Mujeres	2018	6
02	Aragón	22	Huesca	22215	Seira	Hombres	2018	3
02	Aragón	22	Huesca	22215	Seira	Mujeres	2018	4
02	Aragón	22	Huesca	22217	Sena	Hombres	2018	19
02	Aragón	22	Huesca	22217	Sena	Mujeres	2018	17
02	Aragón	22	Huesca	22218	Senés de Alcubierre	Hombres	2018	4
02	Aragón	22	Huesca	22218	Senés de Alcubierre	Mujeres	2018	1
02	Aragón	22	Huesca	22220	Sesa	Hombres	2018	1
02	Aragón	22	Huesca	22220	Sesa	Mujeres	2018	1
02	Aragón	22	Huesca	22221	Sesué	Hombres	2018	2
02	Aragón	22	Huesca	22221	Sesué	Mujeres	2018	4
02	Aragón	22	Huesca	22222	Siétamo	Hombres	2018	21
02	Aragón	22	Huesca	22222	Siétamo	Mujeres	2018	31
02	Aragón	22	Huesca	22223	Sopeira	Hombres	2018	2
02	Aragón	22	Huesca	22223	Sopeira	Mujeres	2018	2
02	Aragón	22	Huesca	22225	Tamarite de Litera	Hombres	2018	74
02	Aragón	22	Huesca	22225	Tamarite de Litera	Mujeres	2018	66
02	Aragón	22	Huesca	22226	Tardienta	Hombres	2018	29
02	Aragón	22	Huesca	22226	Tardienta	Mujeres	2018	28
02	Aragón	22	Huesca	22227	Tella-Sin	Hombres	2018	7
02	Aragón	22	Huesca	22227	Tella-Sin	Mujeres	2018	4
02	Aragón	22	Huesca	22228	Tierz	Hombres	2018	19
02	Aragón	22	Huesca	22228	Tierz	Mujeres	2018	25
02	Aragón	22	Huesca	22229	Tolva	Hombres	2018	5
02	Aragón	22	Huesca	22229	Tolva	Mujeres	2018	5
02	Aragón	22	Huesca	22230	Torla-Ordesa	Hombres	2018	8
02	Aragón	22	Huesca	22230	Torla-Ordesa	Mujeres	2018	7
02	Aragón	22	Huesca	22232	Torralba de Aragón	Hombres	2018	3
02	Aragón	22	Huesca	22233	Torre la Ribera	Hombres	2018	2
02	Aragón	22	Huesca	22233	Torre la Ribera	Mujeres	2018	5
02	Aragón	22	Huesca	22234	Torrente de Cinca	Hombres	2018	68
02	Aragón	22	Huesca	22234	Torrente de Cinca	Mujeres	2018	50
02	Aragón	22	Huesca	22235	Torres de Alcanadre	Hombres	2018	2
02	Aragón	22	Huesca	22235	Torres de Alcanadre	Mujeres	2018	1
02	Aragón	22	Huesca	22236	Torres de Barbués	Hombres	2018	4
02	Aragón	22	Huesca	22236	Torres de Barbués	Mujeres	2018	5
02	Aragón	22	Huesca	22239	Tramaced	Hombres	2018	8
02	Aragón	22	Huesca	22239	Tramaced	Mujeres	2018	6
02	Aragón	22	Huesca	22242	Valfarta	Mujeres	2018	1
02	Aragón	22	Huesca	22245	Velilla de Cinca	Hombres	2018	14
02	Aragón	22	Huesca	22245	Velilla de Cinca	Mujeres	2018	12
02	Aragón	22	Huesca	22246	Beranuy	Hombres	2018	5
02	Aragón	22	Huesca	22246	Beranuy	Mujeres	2018	3
02	Aragón	22	Huesca	22248	Vicién	Hombres	2018	1
02	Aragón	22	Huesca	22248	Vicién	Mujeres	2018	4
02	Aragón	22	Huesca	22249	Villanova	Hombres	2018	7
02	Aragón	22	Huesca	22249	Villanova	Mujeres	2018	11
02	Aragón	22	Huesca	22250	Villanúa	Hombres	2018	9
02	Aragón	22	Huesca	22250	Villanúa	Mujeres	2018	11
02	Aragón	22	Huesca	22251	Villanueva de Sigena	Hombres	2018	12
02	Aragón	22	Huesca	22251	Villanueva de Sigena	Mujeres	2018	13
02	Aragón	22	Huesca	22252	Yebra de Basa	Hombres	2018	4
02	Aragón	22	Huesca	22252	Yebra de Basa	Mujeres	2018	3
02	Aragón	22	Huesca	22254	Zaidín	Hombres	2018	66
02	Aragón	22	Huesca	22254	Zaidín	Mujeres	2018	39
02	Aragón	22	Huesca	22901	Valle de Hecho	Hombres	2018	10
02	Aragón	22	Huesca	22901	Valle de Hecho	Mujeres	2018	9
02	Aragón	22	Huesca	22902	Puente la Reina de Jaca	Hombres	2018	9
02	Aragón	22	Huesca	22902	Puente la Reina de Jaca	Mujeres	2018	7
02	Aragón	22	Huesca	22903	San Miguel del Cinca	Hombres	2018	13
02	Aragón	22	Huesca	22903	San Miguel del Cinca	Mujeres	2018	11
02	Aragón	22	Huesca	22904	Sotonera (La)	Hombres	2018	19
02	Aragón	22	Huesca	22904	Sotonera (La)	Mujeres	2018	16
02	Aragón	22	Huesca	22905	Lupiñén-Ortilla	Hombres	2018	5
02	Aragón	22	Huesca	22905	Lupiñén-Ortilla	Mujeres	2018	6
02	Aragón	22	Huesca	22906	Santa María de Dulcis	Hombres	2018	3
02	Aragón	22	Huesca	22906	Santa María de Dulcis	Mujeres	2018	3
02	Aragón	22	Huesca	22907	Aínsa-Sobrarbe	Hombres	2018	77
02	Aragón	22	Huesca	22907	Aínsa-Sobrarbe	Mujeres	2018	77
02	Aragón	22	Huesca	22908	Hoz y Costeán	Hombres	2018	6
02	Aragón	22	Huesca	22908	Hoz y Costeán	Mujeres	2018	4
02	Aragón	22	Huesca	22909	Vencillón	Hombres	2018	11
02	Aragón	22	Huesca	22909	Vencillón	Mujeres	2018	10
02	Aragón	44	Teruel	44001	Ababuj	Hombres	2018	2
02	Aragón	44	Teruel	44001	Ababuj	Mujeres	2018	3
02	Aragón	44	Teruel	44002	Abejuela	Hombres	2018	1
02	Aragón	44	Teruel	44002	Abejuela	Mujeres	2018	1
02	Aragón	44	Teruel	44004	Aguaviva	Hombres	2018	10
02	Aragón	44	Teruel	44004	Aguaviva	Mujeres	2018	17
02	Aragón	44	Teruel	44005	Aguilar del Alfambra	Hombres	2018	2
02	Aragón	44	Teruel	44005	Aguilar del Alfambra	Mujeres	2018	1
02	Aragón	44	Teruel	44006	Alacón	Hombres	2018	9
02	Aragón	44	Teruel	44006	Alacón	Mujeres	2018	4
02	Aragón	44	Teruel	44007	Alba	Hombres	2018	5
02	Aragón	44	Teruel	44007	Alba	Mujeres	2018	4
02	Aragón	44	Teruel	44008	Albalate del Arzobispo	Hombres	2018	40
02	Aragón	44	Teruel	44008	Albalate del Arzobispo	Mujeres	2018	35
02	Aragón	44	Teruel	44009	Albarracín	Hombres	2018	27
02	Aragón	44	Teruel	44009	Albarracín	Mujeres	2018	37
02	Aragón	44	Teruel	44010	Albentosa	Hombres	2018	14
02	Aragón	44	Teruel	44010	Albentosa	Mujeres	2018	8
02	Aragón	44	Teruel	44011	Alcaine	Hombres	2018	2
