Año	Código del municipio	Nombre del municipio	Número total de explotaciones	Explotaciones sin tierras	Explotaciones con tierras labranza, pastos y otras	Explotaciones con tierras labranza y pastos	Explotaciones con tierras labranza y otras	Explotaciones con sólo tierras labranza	Explotaciones con pastos y otras tierras	Explotaciones con sólo pastos	Explotaciones con sólo otras tierras	Explotaciones con tierras
1999	50046	Belmonte de Gracián	95	1	0	2	39	40	1	0	12	94
1999	50047	Berdejo	11	0	0	0	2	4	1	0	4	11
1999	50048	Berrueco	20	0	0	1	0	15	0	0	4	20
1999	50050	Bijuesca	29	1	1	0	10	13	0	0	4	28
1999	50051	Biota	232	11	3	2	144	70	0	0	2	221
1999	50052	Bisimbre	37	2	0	0	15	20	0	0	0	35
1999	50053	Boquiñeni	159	0	1	1	52	76	1	0	28	159
1999	50054	Bordalba	20	0	0	0	3	15	0	0	2	20
1999	50055	Borja	609	9	4	4	241	300	1	3	47	600
1999	50056	Botorrita	42	1	0	0	7	27	1	0	6	41
1999	50057	Brea de Aragón	118	3	0	1	42	66	0	1	5	115
1999	50058	Bubierca	37	0	5	1	9	15	1	1	5	37
1999	50059	Bujaraloz	176	20	0	0	14	140	0	0	2	156
1999	50060	Bulbuente	148	0	2	1	53	87	0	0	5	148
1999	50061	Bureta	87	1	0	0	55	21	1	0	9	86
1999	50062	Burgo de Ebro (El)	108	7	0	1	12	83	0	1	4	101
1999	50063	Buste (El)	27	0	0	0	5	20	0	0	2	27
1999	50064	Cabañas de Ebro	95	2	2	0	67	9	0	1	14	93
1999	50065	Cabolafuente	19	2	0	0	8	4	1	0	4	17
1999	50066	Cadrete	34	2	0	0	2	28	0	0	2	32
1999	50067	Calatayud	491	11	6	15	139	229	2	9	80	480
1999	50068	Calatorao	485	3	4	6	142	272	0	3	55	482
1999	50069	Calcena	20	1	1	0	6	8	0	0	4	19
1999	50070	Calmarza	25	1	11	4	3	4	0	0	2	24
1999	50071	Campillo de Aragón	43	0	2	0	21	19	0	0	1	43
1999	50072	Carenas	42	2	0	1	15	14	0	0	10	40
1999	50073	Cariñena	649	4	1	5	73	534	0	2	30	645
1999	50074	Caspe	985	15	19	4	479	400	7	3	58	970
1999	50075	Castejón de Alarba	54	1	1	1	7	38	0	1	5	53
1999	50076	Castejón de las Armas	36	0	3	2	13	15	0	0	3	36
1999	50077	Castejón de Valdejasa	128	1	4	7	26	82	1	0	7	127
1999	50078	Castiliscar	112	1	2	2	61	40	0	0	6	111
1999	50079	Cervera de la Cañada	143	1	1	1	43	78	1	1	17	142
1999	50080	Cerveruela	8	0	0	0	5	0	1	0	2	8
1999	50081	Cetina	79	9	50	1	10	3	1	0	5	70
1999	50082	Cimballa	37	0	0	0	27	5	0	0	5	37
1999	50083	Cinco Olivas	15	1	0	0	1	12	0	0	1	14
1999	50084	Clarés de Ribota	68	0	0	0	28	24	0	1	15	68
1999	50085	Codo	29	0	0	1	8	19	0	0	1	29
1999	50086	Codos	121	1	10	3	85	17	1	0	4	120
1999	50087	Contamina	17	0	2	1	7	5	0	0	2	17
1999	50088	Cosuenda	253	0	1	1	102	119	0	0	30	253
1999	50089	Cuarte de Huerva	14	1	0	0	2	8	0	0	3	13
1999	50090	Cubel	73	0	1	9	7	51	0	5	0	73
1999	50091	Cuerlas (Las)	39	0	2	0	11	23	0	0	3	39
1999	50092	Chiprana	53	1	0	0	5	46	0	0	1	52
1999	50093	Chodes	71	0	4	3	32	24	3	0	5	71
1999	50094	Daroca	263	8	7	7	114	75	1	2	49	255
1999	50095	Ejea de los Caballeros	1445	43	35	15	602	705	3	5	37	1402
1999	50096	Embid de Ariza	23	1	0	1	13	5	0	0	3	22
1999	50098	Encinacorba	168	3	0	3	91	39	0	0	32	165
1999	50099	Épila	615	23	1	4	76	471	1	1	38	592
1999	50100	Erla	47	1	0	1	12	30	0	0	3	46
1999	50101	Escatrón	179	0	1	1	49	119	0	0	9	179
1999	50102	Fabara	319	7	3	0	89	184	0	0	36	312
1999	50104	Farlete	106	4	0	0	25	74	1	0	2	102
1999	50105	Fayón	123	0	2	1	55	60	0	0	5	123
1999	50106	Fayos (Los)	52	0	0	0	33	16	1	0	2	52
1999	50107	Figueruelas	98	1	1	0	33	54	1	2	6	97
1999	50108	Fombuena	8	1	1	1	0	1	2	0	2	7
1999	50109	Frago (El)	20	0	3	0	13	2	1	0	1	20
1999	50110	Frasno (El)	293	1	3	0	132	122	1	0	34	292
1999	50111	Fréscano	50	2	4	1	25	14	0	2	2	48
1999	50113	Fuendejalón	332	5	1	0	122	177	0	1	26	327
1999	50114	Fuendetodos	42	1	1	0	12	25	1	0	2	41
1999	50115	Fuentes de Ebro	568	11	1	4	84	453	0	1	14	557
1999	50116	Fuentes de Jiloca	82	2	0	1	28	43	1	0	7	80
1999	50117	Gallocanta	36	1	0	1	0	29	0	0	5	35
1999	50118	Gallur	292	0	1	1	45	218	0	0	27	292
1999	50119	Gelsa	213	13	2	1	67	120	0	0	10	200
1999	50120	Godojos	50	1	4	13	10	8	0	3	11	49
1999	50121	Gotor	113	1	0	2	8	95	0	2	5	112
1999	50122	Grisel	48	0	3	0	20	20	0	1	4	48
1999	50123	Grisén	47	0	0	0	9	32	0	0	6	47
1999	50124	Herrera de los Navarros	164	4	5	6	102	40	0	0	7	160
1999	50125	Ibdes	176	0	2	7	79	48	1	2	37	176
1999	50126	Illueca	247	1	1	3	15	213	1	10	3	246
1999	50128	Isuerre	23	0	2	1	10	1	0	1	8	23
1999	50129	Jaraba	44	2	1	7	9	22	0	0	3	42
1999	50130	Jarque de Moncayo	199	4	3	12	87	78	1	2	12	195
1999	50131	Jaulín	39	3	0	0	4	30	0	0	2	36
1999	50132	Joyosa (La)	46	2	0	1	7	29	0	0	7	44
1999	50133	Lagata	42	0	0	4	9	27	0	0	2	42
1999	50134	Langa del Castillo	89	4	0	0	4	79	0	0	2	85
1999	50135	Layana	7	4	1	0	1	0	0	0	1	3
1999	50136	Lécera	202	5	0	0	5	188	0	0	4	197
1999	50137	Leciñena	296	4	2	0	31	229	4	0	26	292
1999	50138	Lechón	14	0	1	0	3	9	0	0	1	14
1999	50139	Letux	127	3	1	0	39	76	1	0	7	124
1999	50140	Litago	49	3	13	0	25	4	0	0	4	46
1999	50141	Lituénigo	96	0	1	0	70	15	0	0	10	96
1999	50142	Lobera de Onsella	40	0	4	7	9	0	2	5	13	40
1999	50143	Longares	257	5	0	1	31	210	0	0	10	252
1999	50144	Longás	23	0	4	1	4	1	3	1	9	23
1999	50146	Lucena de Jalón	53	0	0	0	17	31	0	0	5	53
1999	50147	Luceni	143	1	3	0	50	77	1	0	11	142
1999	50148	Luesia	77	0	8	1	38	17	4	1	8	77
1999	50149	Luesma	11	0	2	3	1	1	1	0	3	11
1999	50150	Lumpiaque	173	6	0	0	17	146	0	1	3	167
1999	50151	Luna	354	8	11	7	116	201	1	0	10	346
1999	50152	Maella	576	7	3	0	353	159	2	1	51	569
1999	50153	Magallón	344	3	0	2	150	155	1	1	32	341
1999	50154	Mainar	36	0	0	0	10	23	0	0	3	36
1999	50155	Malanquilla	29	0	1	0	11	17	0	0	0	29
1999	50156	Maleján	0	0	0	0	0	0	0	0	0	0
1999	50157	Malón	88	0	0	1	33	47	0	0	7	88
1999	50159	Maluenda	245	2	2	6	112	90	0	1	32	243
1999	50160	Mallén	310	4	2	2	98	193	1	0	10	306
1999	50161	Manchones	63	1	0	0	37	14	0	0	11	62
1999	50162	Mara	90	0	0	1	22	63	1	0	3	90
1999	50163	María de Huerva	64	4	2	4	10	33	2	0	9	60
1999	50164	Mediana de Aragón	96	3	2	2	50	34	3	0	2	93
1999	50165	Mequinenza	422	4	3	3	157	248	0	1	6	418
1999	50166	Mesones de Isuela	118	4	0	0	9	102	1	0	2	114
1999	50167	Mezalocha	98	2	1	1	5	88	0	0	1	96
1999	50168	Mianos	17	0	2	0	8	1	0	0	6	17
1999	50169	Miedes de Aragón	154	0	0	0	58	90	0	0	6	154
1999	50170	Monegrillo	156	5	0	1	8	139	0	1	2	151
1999	50171	Moneva	56	2	3	1	7	32	7	1	3	54
1999	50172	Monreal de Ariza	69	5	7	0	46	8	1	0	2	64
1999	50173	Monterde	62	2	1	2	18	29	1	1	8	60
1999	50174	Montón	33	0	0	0	16	14	1	0	2	33
1999	50175	Morata de Jalón	358	5	12	6	195	110	1	0	29	353
1999	50176	Morata de Jiloca	91	0	1	0	46	40	1	0	3	91
1999	50177	Morés	141	2	1	2	45	62	1	2	26	139
1999	50178	Moros	218	1	1	6	133	32	0	0	45	217
1999	50179	Moyuela	85	5	0	0	14	58	0	0	8	80
1999	50180	Mozota	17	1	0	1	0	14	0	0	1	16
1999	50181	Muel	212	5	1	1	70	117	1	1	16	207
1999	50182	Muela (La)	204	2	3	0	51	143	2	0	3	202
1999	50183	Munébrega	209	0	2	11	77	98	0	1	20	209
1999	50184	Murero	64	0	1	1	40	16	0	0	6	64
1999	50185	Murillo de Gállego	42	1	3	0	20	11	0	1	6	41
1999	50186	Navardún	38	2	2	1	20	9	0	0	4	36
1999	50187	Nigüella	35	1	1	1	1	30	0	0	1	34
1999	50188	Nombrevilla	16	0	1	1	6	5	0	0	3	16
1999	50189	Nonaspe	233	7	0	0	88	124	0	0	14	226
1999	50190	Novallas	215	3	0	1	32	173	0	0	6	212
1999	50191	Novillas	226	6	2	0	36	174	1	0	7	220
1999	50192	Nuévalos	23	2	2	2	4	10	0	0	3	21
1999	50193	Nuez de Ebro	40	2	0	1	3	31	1	0	2	38
1999	50194	Olvés	65	0	0	1	30	30	0	0	4	65
1999	50195	Orcajo	44	0	0	1	25	14	0	0	4	44
1999	50196	Orera	64	1	1	0	31	26	0	0	5	63
1999	50197	Orés	50	1	4	3	12	27	0	1	2	49
1999	50198	Oseja	26	0	3	0	11	9	0	0	3	26
1999	50199	Osera de Ebro	42	2	0	0	8	28	0	0	4	40
1999	50200	Paniza	273	0	9	3	150	99	0	0	12	273
1999	50201	Paracuellos de Jiloca	157	0	1	1	67	51	0	0	37	157
1999	50202	Paracuellos de la Ribera	145	0	1	5	64	57	0	0	18	145
1999	50203	Pastriz	95	1	0	0	18	72	1	0	3	94
1999	50204	Pedrola	324	2	2	4	66	235	0	8	7	322
1999	50205	Pedrosas (Las)	26	2	0	1	13	10	0	0	0	24
1999	50206	Perdiguera	106	3	0	1	3	96	0	0	3	103
1999	50207	Piedratajada	23	0	0	0	18	4	0	0	1	23
1999	50208	Pina de Ebro	485	13	5	3	80	377	0	2	5	472
1999	50209	Pinseque	146	1	9	1	30	92	2	2	9	145
1999	50210	Pintanos (Los)	47	3	4	0	21	3	0	1	15	44
1999	50211	Plasencia de Jalón	92	0	4	0	10	75	1	1	1	92
1999	50212	Pleitas	18	0	0	0	4	12	0	0	2	18
1999	50213	Plenas	68	0	1	0	17	45	1	0	4	68
1999	50214	Pomer	5	2	0	0	1	0	1	0	1	3
1999	50215	Pozuel de Ariza	7	0	0	0	5	1	0	0	1	7
1999	50216	Pozuelo de Aragón	69	1	1	0	21	42	0	0	4	68
1999	50217	Pradilla de Ebro	119	1	3	1	17	92	0	1	4	118
1999	50218	Puebla de Albortón	56	2	5	4	1	36	6	1	1	54
1999	50219	Puebla de Alfindén (La)	74	1	0	1	12	58	0	1	1	73
1999	50220	Puendeluna	16	0	0	0	5	9	0	0	2	16
1999	50221	Purujosa	7	2	0	0	1	0	1	1	2	5
1999	50222	Quinto	271	15	2	11	49	189	1	2	2	256
1999	50223	Remolinos	95	4	2	1	12	70	1	1	4	91
1999	50224	Retascón	41	0	0	3	11	25	0	0	2	41
1999	50225	Ricla	532	6	1	2	39	465	1	0	18	526
1999	50227	Romanos	37	0	1	0	22	13	1	0	0	37
1999	50228	Rueda de Jalón	174	1	3	1	38	123	0	1	7	173
1999	50229	Ruesca	30	1	0	3	10	12	0	0	4	29
1999	50230	Sádaba	254	9	2	7	97	128	2	0	9	245
1999	50231	Salillas de Jalón	36	0	0	0	5	26	0	1	4	36
1999	50232	Salvatierra de Esca	36	1	6	1	17	1	2	1	7	35
1999	50233	Samper del Salz	14	0	0	0	2	10	1	0	1	14
1999	50234	San Martín de la Virgen de Moncayo	25	3	0	1	7	12	0	0	2	22
1999	50235	San Mateo de Gállego	208	1	3	0	61	119	4	0	20	207
1999	50236	Santa Cruz de Grío	108	1	0	3	56	37	1	0	10	107
1999	50237	Santa Cruz de Moncayo	40	2	0	0	23	11	0	1	3	38
1999	50238	Santa Eulalia de Gállego	27	0	1	8	8	4	0	1	5	27
1999	50239	Santed	23	0	0	0	3	19	1	0	0	23
1999	50240	Sástago	238	15	1	1	64	149	0	0	8	223
1999	50241	Saviñán	162	4	1	0	54	86	0	1	16	158
1999	50242	Sediles	37	0	0	0	18	16	1	0	2	37
1999	50243	Sestrica	188	1	9	33	35	103	1	1	5	187
1999	50244	Sierra de Luna	70	0	1	0	22	43	1	0	3	70
1999	50245	Sigüés	39	2	3	8	5	15	1	1	4	37
1999	50246	Sisamón	18	1	0	0	10	5	0	0	2	17
1999	50247	Sobradiel	86	2	0	5	1	65	1	5	7	84
1999	50248	Sos del Rey Católico	254	3	21	14	136	63	1	1	15	251
1999	50249	Tabuenca	189	2	14	4	115	43	0	0	11	187
1999	50250	Talamantes	16	1	1	1	4	2	2	1	4	15
1999	50251	Tarazona	910	5	10	4	444	381	1	0	65	905
1999	50252	Tauste	1337	32	8	25	112	1077	1	3	79	1305
1999	50253	Terrer	109	1	0	8	24	59	1	1	15	108
1999	50254	Tierga	110	3	4	0	30	70	0	0	3	107
1999	50255	Tobed	100	1	0	1	57	28	1	1	11	99
1999	50256	Torralba de los Frailes	38	3	4	2	7	16	0	0	6	35
1999	50257	Torralba de Ribota	122	1	1	0	32	73	0	0	15	121
1999	50258	Torralbilla	18	1	0	1	1	14	0	0	1	17
1999	50259	Torrehermosa	19	1	1	0	13	3	0	0	1	18
1999	50260	Torrelapaja	9	1	0	0	4	4	0	0	0	8
1999	50261	Torrellas	42	0	1	0	28	6	1	0	6	42
1999	50262	Torres de Berrellén	197	2	3	1	35	133	1	2	20	195
1999	50263	Torrijo de la Cañada	135	7	3	4	45	39	2	1	34	128
1999	50264	Tosos	153	1	2	3	18	120	0	1	8	152
1999	50265	Trasmoz	44	1	4	0	33	2	0	2	2	43
1999	50266	Trasobares	108	0	3	2	28	66	1	1	7	108
1999	50267	Uncastillo	118	7	7	7	50	33	2	2	10	111
1999	50268	Undués de Lerda	24	1	3	1	6	5	0	0	8	23
1999	50269	Urrea de Jalón	82	0	0	1	9	71	0	0	1	82
1999	50270	Urriés	26	0	0	1	17	2	0	1	5	26
1999	50271	Used	139	2	0	4	17	114	0	1	1	137
1999	50272	Utebo	121	1	0	4	6	99	1	3	7	120
1999	50273	Valdehorna	53	0	0	2	25	20	0	0	6	53
1999	50274	Val de San Martín	30	0	1	0	9	14	0	1	5	30
1999	50275	Valmadrid	24	1	0	0	2	19	0	0	2	23
1999	50276	Valpalmas	53	1	1	0	19	28	0	0	4	52
1999	50277	Valtorres	20	0	1	5	4	7	1	0	2	20
1999	50278	Velilla de Ebro	43	2	0	0	2	38	0	0	1	41
1999	50279	Velilla de Jiloca	39	3	0	1	18	11	0	0	6	36
1999	50280	Vera de Moncayo	144	0	12	2	101	23	0	0	6	144
1999	50281	Vierlas	24	0	0	1	3	19	0	0	1	24
1999	50282	Vilueña (La)	63	0	3	22	14	11	1	3	9	63
1999	50283	Villadoz	32	0	0	0	3	29	0	0	0	32
1999	50284	Villafeliche	44	1	0	1	8	29	2	1	2	43
1999	50285	Villafranca de Ebro	128	2	3	0	37	70	3	1	12	126
1999	50286	Villalba de Perejil	48	1	1	3	18	12	0	0	13	47
1999	50287	Villalengua	131	3	4	3	55	44	2	0	20	128
1999	50288	Villanueva de Gállego	151	0	3	0	54	86	0	1	7	151
1999	50289	Villanueva de Jiloca	49	0	1	1	30	2	1	0	14	49
1999	50290	Villanueva de Huerva	172	3	6	5	45	107	2	0	4	169
1999	50291	Villar de los Navarros	65	3	0	1	17	42	0	0	2	62
1999	50292	Villarreal de Huerva	30	0	0	0	2	24	1	0	3	30
1999	50293	Villarroya de la Sierra	261	3	1	3	132	67	1	1	53	258
1999	50294	Villarroya del Campo	25	0	0	1	5	19	0	0	0	25
1999	50295	Vistabella	14	0	2	0	6	3	0	0	3	14
1999	50296	Zaida (La)	61	1	0	0	2	56	0	1	1	60
1999	50297	Zaragoza	1839	48	13	36	249	1351	6	26	110	1791
1999	50298	Zuera	489	11	24	2	197	233	3	0	19	478
1999	50901	Biel	44	1	2	0	20	2	2	0	17	43
1999	50902	Marracos	19	0	0	0	15	3	0	0	1	19
