Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
22173	Peñas de Riglos (Las)	Colmenas	Colmenas	3
22173	Peñas de Riglos (Las)	Conejas madres	Conejas madres	1
22173	Peñas de Riglos (Las)	Equinos	Equinos (caballos, mulas y asnos)	2
22173	Peñas de Riglos (Las)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22173	Peñas de Riglos (Las)	Ovinos	Ovejas madres y corderas para reposición	10
22173	Peñas de Riglos (Las)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22174	Peralta de Alcofea	Aves	Gallinas ponedoras	1
22174	Peralta de Alcofea	Bovinos	Bovinos de entre uno y dos años	3
22174	Peralta de Alcofea	Bovinos	Bovinos de menos de un año	2
22174	Peralta de Alcofea	Caprinos	Cabras madres y chivas de reposición	3
22174	Peralta de Alcofea	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22174	Peralta de Alcofea	Colmenas	Colmenas	2
22174	Peralta de Alcofea	Equinos	Equinos (caballos, mulas y asnos)	1
22174	Peralta de Alcofea	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22174	Peralta de Alcofea	Ovinos	Ovejas madres y corderas para reposición	6
22174	Peralta de Alcofea	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22174	Peralta de Alcofea	Porcinos	Lechones de menos de 20 kg	3
22174	Peralta de Alcofea	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	17
22175	Peralta de Calasanz	Aves	Gallinas ponedoras	3
22175	Peralta de Calasanz	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22175	Peralta de Calasanz	Aves	Pollos de carne	1
22175	Peralta de Calasanz	Bovinos	Bovinos de menos de un año	3
22175	Peralta de Calasanz	Caprinos	Cabras madres y chivas de reposición	1
22175	Peralta de Calasanz	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22175	Peralta de Calasanz	Colmenas	Colmenas	2
22175	Peralta de Calasanz	Conejas madres	Conejas madres	2
22175	Peralta de Calasanz	Equinos	Equinos (caballos, mulas y asnos)	1
22175	Peralta de Calasanz	Otros animales no de compañía	Otros animales no de compañía	1
22175	Peralta de Calasanz	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22175	Peralta de Calasanz	Ovinos	Ovejas madres y corderas para reposición	4
22175	Peralta de Calasanz	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22175	Peralta de Calasanz	Porcinos	Lechones de menos de 20 kg	1
22175	Peralta de Calasanz	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	4
22176	Peraltilla	Aves	Gallinas ponedoras	1
22176	Peraltilla	Aves	Pollos de carne	1
22176	Peraltilla	Bovinos	Bovinos de entre uno y dos años	1
22176	Peraltilla	Bovinos	Bovinos de menos de un año	1
22176	Peraltilla	Caprinos	Cabras madres y chivas de reposición	1
22176	Peraltilla	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22176	Peraltilla	Ovinos	Ovejas madres y corderas para reposición	3
22176	Peraltilla	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22176	Peraltilla	Porcinos	Lechones de menos de 20 kg	1
22176	Peraltilla	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22177	Perarrúa	Aves	Gallinas ponedoras	1
22177	Perarrúa	Aves	Pollos de carne	2
22177	Perarrúa	Bovinos	Bovinos de menos de un año	7
22177	Perarrúa	Bovinos	Vacas	4
22177	Perarrúa	Caprinos	Cabras madres y chivas de reposición	2
22177	Perarrúa	Conejas madres	Conejas madres	1
22177	Perarrúa	Ovinos	Ovejas madres y corderas para reposición	1
22177	Perarrúa	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	6
22177	Perarrúa	Porcinos	Lechones de menos de 20 kg	6
22177	Perarrúa	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
22178	Pertusa	Bovinos	Bovinos de menos de un año	7
22178	Pertusa	Bovinos	Vacas	1
22178	Pertusa	Caprinos	Cabras madres y chivas de reposición	1
22178	Pertusa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22178	Pertusa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22178	Pertusa	Ovinos	Ovejas madres y corderas para reposición	1
22178	Pertusa	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22181	Piracés	Bovinos	Bovinos de entre uno y dos años	1
22181	Piracés	Bovinos	Bovinos de menos de un año	2
22181	Piracés	Porcinos	Lechones de menos de 20 kg	1
22181	Piracés	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22182	Plan	Aves	Gallinas ponedoras	4
22182	Plan	Aves	Pollos de carne	1
22182	Plan	Bovinos	Bovinos de entre uno y dos años	4
22182	Plan	Bovinos	Bovinos de menos de un año	6
22182	Plan	Bovinos	Otros bovinos de dos años o más	8
22182	Plan	Bovinos	Vacas	10
22182	Plan	Caprinos	Cabras madres y chivas de reposición	12
22182	Plan	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	9
22182	Plan	Conejas madres	Conejas madres	2
22182	Plan	Equinos	Equinos (caballos, mulas y asnos)	4
22182	Plan	Otros animales no de compañía	Otros animales no de compañía	1
22182	Plan	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	11
22182	Plan	Ovinos	Ovejas madres y corderas para reposición	15
22184	Poleñino	Aves	Gallinas ponedoras	1
22184	Poleñino	Aves	Pollos de carne	1
22184	Poleñino	Bovinos	Bovinos de entre uno y dos años	1
22184	Poleñino	Bovinos	Bovinos de menos de un año	1
22184	Poleñino	Bovinos	Vacas	1
22184	Poleñino	Equinos	Equinos (caballos, mulas y asnos)	1
22184	Poleñino	Ovinos	Ovejas madres y corderas para reposición	1
22184	Poleñino	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22184	Poleñino	Porcinos	Lechones de menos de 20 kg	3
22184	Poleñino	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	11
22186	Pozán de Vero	Aves	Gallinas ponedoras	2
22186	Pozán de Vero	Aves	Pollos de carne	1
22186	Pozán de Vero	Caprinos	Cabras madres y chivas de reposición	1
22186	Pozán de Vero	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22186	Pozán de Vero	Conejas madres	Conejas madres	1
22186	Pozán de Vero	Equinos	Equinos (caballos, mulas y asnos)	1
22186	Pozán de Vero	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22187	Puebla de Castro (La)	Aves	Gallinas ponedoras	2
22187	Puebla de Castro (La)	Bovinos	Bovinos de menos de un año	1
22187	Puebla de Castro (La)	Equinos	Equinos (caballos, mulas y asnos)	1
22187	Puebla de Castro (La)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
22187	Puebla de Castro (La)	Ovinos	Ovejas madres y corderas para reposición	3
22187	Puebla de Castro (La)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22188	Puente de Montañana	Caprinos	Cabras madres y chivas de reposición	1
22188	Puente de Montañana	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22188	Puente de Montañana	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22188	Puente de Montañana	Ovinos	Ovejas madres y corderas para reposición	3
22189	Puértolas	Aves	Gallinas ponedoras	3
22189	Puértolas	Aves	Pollos de carne	1
22189	Puértolas	Bovinos	Bovinos de entre uno y dos años	6
22189	Puértolas	Bovinos	Bovinos de menos de un año	8
22189	Puértolas	Bovinos	Otros bovinos de dos años o más	5
22189	Puértolas	Bovinos	Vacas	8
22189	Puértolas	Caprinos	Cabras madres y chivas de reposición	5
22189	Puértolas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22189	Puértolas	Conejas madres	Conejas madres	2
22189	Puértolas	Equinos	Equinos (caballos, mulas y asnos)	2
22189	Puértolas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22189	Puértolas	Ovinos	Ovejas madres y corderas para reposición	6
22189	Puértolas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22190	Pueyo de Araguás (El)	Aves	Gallinas ponedoras	9
22190	Pueyo de Araguás (El)	Aves	Pollos de carne	6
22190	Pueyo de Araguás (El)	Bovinos	Bovinos de entre uno y dos años	5
22190	Pueyo de Araguás (El)	Bovinos	Bovinos de menos de un año	6
22190	Pueyo de Araguás (El)	Bovinos	Otros bovinos de dos años o más	6
22190	Pueyo de Araguás (El)	Bovinos	Vacas	6
22190	Pueyo de Araguás (El)	Caprinos	Cabras madres y chivas de reposición	6
22190	Pueyo de Araguás (El)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	6
22190	Pueyo de Araguás (El)	Colmenas	Colmenas	3
22190	Pueyo de Araguás (El)	Conejas madres	Conejas madres	5
22190	Pueyo de Araguás (El)	Equinos	Equinos (caballos, mulas y asnos)	3
22190	Pueyo de Araguás (El)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
22190	Pueyo de Araguás (El)	Ovinos	Ovejas madres y corderas para reposición	13
22190	Pueyo de Araguás (El)	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22190	Pueyo de Araguás (El)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22193	Pueyo de Santa Cruz	Aves	Gallinas ponedoras	3
22193	Pueyo de Santa Cruz	Aves	Pollos de carne	1
22193	Pueyo de Santa Cruz	Bovinos	Bovinos de entre uno y dos años	1
22193	Pueyo de Santa Cruz	Bovinos	Bovinos de menos de un año	1
22193	Pueyo de Santa Cruz	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22193	Pueyo de Santa Cruz	Ovinos	Ovejas madres y corderas para reposición	2
22193	Pueyo de Santa Cruz	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22193	Pueyo de Santa Cruz	Porcinos	Lechones de menos de 20 kg	2
22193	Pueyo de Santa Cruz	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	4
22195	Quicena	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22195	Quicena	Ovinos	Ovejas madres y corderas para reposición	4
22197	Robres	Aves	Gallinas ponedoras	2
22197	Robres	Aves	Pollos de carne	3
22197	Robres	Bovinos	Bovinos de entre uno y dos años	8
22197	Robres	Bovinos	Bovinos de menos de un año	14
22197	Robres	Bovinos	Otros bovinos de dos años o más	5
22197	Robres	Bovinos	Vacas	6
22197	Robres	Caprinos	Cabras madres y chivas de reposición	5
22197	Robres	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22197	Robres	Colmenas	Colmenas	1
22197	Robres	Equinos	Equinos (caballos, mulas y asnos)	2
22197	Robres	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	15
22197	Robres	Ovinos	Ovejas madres y corderas para reposición	16
22197	Robres	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	6
22197	Robres	Porcinos	Lechones de menos de 20 kg	8
22197	Robres	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	36
22199	Sabiñánigo	Aves	Gallinas ponedoras	17
22199	Sabiñánigo	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	3
22199	Sabiñánigo	Aves	Pollos de carne	7
22199	Sabiñánigo	Bovinos	Bovinos de entre uno y dos años	9
22199	Sabiñánigo	Bovinos	Bovinos de menos de un año	15
22199	Sabiñánigo	Bovinos	Otros bovinos de dos años o más	10
22199	Sabiñánigo	Bovinos	Vacas	8
22199	Sabiñánigo	Caprinos	Cabras madres y chivas de reposición	12
22199	Sabiñánigo	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	9
22199	Sabiñánigo	Colmenas	Colmenas	3
22199	Sabiñánigo	Conejas madres	Conejas madres	9
22199	Sabiñánigo	Equinos	Equinos (caballos, mulas y asnos)	8
22199	Sabiñánigo	Otros animales no de compañía	Otros animales no de compañía	1
22199	Sabiñánigo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	31
22199	Sabiñánigo	Ovinos	Ovejas madres y corderas para reposición	40
22199	Sabiñánigo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22199	Sabiñánigo	Porcinos	Lechones de menos de 20 kg	3
22199	Sabiñánigo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22200	Sahún	Aves	Gallinas ponedoras	2
22200	Sahún	Bovinos	Bovinos de entre uno y dos años	5
22200	Sahún	Bovinos	Bovinos de menos de un año	7
22200	Sahún	Bovinos	Otros bovinos de dos años o más	6
22200	Sahún	Bovinos	Vacas	7
22200	Sahún	Caprinos	Cabras madres y chivas de reposición	1
22200	Sahún	Conejas madres	Conejas madres	1
22200	Sahún	Equinos	Equinos (caballos, mulas y asnos)	1
22200	Sahún	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22200	Sahún	Ovinos	Ovejas madres y corderas para reposición	3
22201	Salas Altas	Aves	Gallinas ponedoras	2
22201	Salas Altas	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22201	Salas Altas	Aves	Pollos de carne	1
22201	Salas Altas	Conejas madres	Conejas madres	1
22201	Salas Altas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22202	Salas Bajas	Aves	Gallinas ponedoras	1
22202	Salas Bajas	Conejas madres	Conejas madres	1
22203	Salillas	Bovinos	Bovinos de menos de un año	4
22203	Salillas	Caprinos	Cabras madres y chivas de reposición	1
22203	Salillas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22203	Salillas	Colmenas	Colmenas	1
22203	Salillas	Conejas madres	Conejas madres	1
22203	Salillas	Equinos	Equinos (caballos, mulas y asnos)	1
22203	Salillas	Otros animales no de compañía	Otros animales no de compañía	1
22203	Salillas	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22203	Salillas	Porcinos	Lechones de menos de 20 kg	3
22203	Salillas	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	4
22204	Sallent de Gállego	Aves	Gallinas ponedoras	6
22204	Sallent de Gállego	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22204	Sallent de Gállego	Aves	Pollos de carne	1
22204	Sallent de Gállego	Bovinos	Bovinos de entre uno y dos años	15
22204	Sallent de Gállego	Bovinos	Bovinos de menos de un año	19
22204	Sallent de Gállego	Bovinos	Otros bovinos de dos años o más	18
22204	Sallent de Gállego	Bovinos	Vacas	20
22204	Sallent de Gállego	Caprinos	Cabras madres y chivas de reposición	5
22204	Sallent de Gállego	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22204	Sallent de Gállego	Equinos	Equinos (caballos, mulas y asnos)	6
22204	Sallent de Gállego	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22204	Sallent de Gállego	Ovinos	Ovejas madres y corderas para reposición	7
22204	Sallent de Gállego	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
22205	San Esteban de Litera	Aves	Gallinas ponedoras	8
22205	San Esteban de Litera	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22205	San Esteban de Litera	Aves	Pollos de carne	7
22205	San Esteban de Litera	Bovinos	Bovinos de entre uno y dos años	11
22205	San Esteban de Litera	Bovinos	Bovinos de menos de un año	22
22205	San Esteban de Litera	Bovinos	Otros bovinos de dos años o más	3
22205	San Esteban de Litera	Caprinos	Cabras madres y chivas de reposición	1
22205	San Esteban de Litera	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22205	San Esteban de Litera	Conejas madres	Conejas madres	2
22205	San Esteban de Litera	Equinos	Equinos (caballos, mulas y asnos)	1
22205	San Esteban de Litera	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22205	San Esteban de Litera	Ovinos	Ovejas madres y corderas para reposición	3
22205	San Esteban de Litera	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22205	San Esteban de Litera	Porcinos	Lechones de menos de 20 kg	4
22205	San Esteban de Litera	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	13
22206	Sangarrén	Aves	Gallinas ponedoras	1
22206	Sangarrén	Bovinos	Bovinos de menos de un año	3
22206	Sangarrén	Bovinos	Otros bovinos de dos años o más	1
22206	Sangarrén	Bovinos	Vacas	1
22206	Sangarrén	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22206	Sangarrén	Ovinos	Ovejas madres y corderas para reposición	1
22206	Sangarrén	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22207	San Juan de Plan	Aves	Gallinas ponedoras	3
22207	San Juan de Plan	Bovinos	Bovinos de entre uno y dos años	6
22207	San Juan de Plan	Bovinos	Bovinos de menos de un año	5
22207	San Juan de Plan	Bovinos	Otros bovinos de dos años o más	8
22207	San Juan de Plan	Bovinos	Vacas	11
22207	San Juan de Plan	Caprinos	Cabras madres y chivas de reposición	6
22207	San Juan de Plan	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	5
22207	San Juan de Plan	Equinos	Equinos (caballos, mulas y asnos)	3
22207	San Juan de Plan	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22207	San Juan de Plan	Ovinos	Ovejas madres y corderas para reposición	8
22207	San Juan de Plan	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22208	Santa Cilia	Aves	Gallinas ponedoras	5
22208	Santa Cilia	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
22208	Santa Cilia	Aves	Pollos de carne	2
22208	Santa Cilia	Caprinos	Cabras madres y chivas de reposición	2
22208	Santa Cilia	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
22208	Santa Cilia	Conejas madres	Conejas madres	4
22208	Santa Cilia	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
22208	Santa Cilia	Ovinos	Ovejas madres y corderas para reposición	9
22209	Santa Cruz de la Serós	Aves	Gallinas ponedoras	7
22209	Santa Cruz de la Serós	Aves	Pollos de carne	2
22209	Santa Cruz de la Serós	Colmenas	Colmenas	1
22209	Santa Cruz de la Serós	Conejas madres	Conejas madres	7
22209	Santa Cruz de la Serós	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
22209	Santa Cruz de la Serós	Ovinos	Ovejas madres y corderas para reposición	10
22212	Santaliestra y San Quílez	Aves	Pollos de carne	1
22212	Santaliestra y San Quílez	Bovinos	Bovinos de menos de un año	1
22212	Santaliestra y San Quílez	Bovinos	Otros bovinos de dos años o más	1
22212	Santaliestra y San Quílez	Bovinos	Vacas	1
22213	Sariñena	Aves	Gallinas ponedoras	5
22213	Sariñena	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22213	Sariñena	Aves	Pollos de carne	9
22213	Sariñena	Bovinos	Bovinos de entre uno y dos años	14
22213	Sariñena	Bovinos	Bovinos de menos de un año	18
22213	Sariñena	Bovinos	Otros bovinos de dos años o más	8
22213	Sariñena	Bovinos	Vacas	10
22213	Sariñena	Caprinos	Cabras madres y chivas de reposición	12
22213	Sariñena	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	11
22213	Sariñena	Colmenas	Colmenas	3
22213	Sariñena	Equinos	Equinos (caballos, mulas y asnos)	1
22213	Sariñena	Otros animales no de compañía	Otros animales no de compañía	3
22213	Sariñena	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	17
22213	Sariñena	Ovinos	Ovejas madres y corderas para reposición	21
22213	Sariñena	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
22213	Sariñena	Porcinos	Lechones de menos de 20 kg	5
22213	Sariñena	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	26
22214	Secastilla	Aves	Gallinas ponedoras	1
22214	Secastilla	Aves	Pollos de carne	1
22214	Secastilla	Bovinos	Bovinos de menos de un año	1
22214	Secastilla	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22214	Secastilla	Ovinos	Ovejas madres y corderas para reposición	2
22214	Secastilla	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22214	Secastilla	Porcinos	Lechones de menos de 20 kg	1
22214	Secastilla	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22215	Seira	Aves	Gallinas ponedoras	2
22215	Seira	Aves	Pollos de carne	1
22215	Seira	Bovinos	Bovinos de entre uno y dos años	3
22215	Seira	Bovinos	Bovinos de menos de un año	6
22215	Seira	Bovinos	Otros bovinos de dos años o más	4
22215	Seira	Bovinos	Vacas	6
22215	Seira	Caprinos	Cabras madres y chivas de reposición	5
22215	Seira	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22215	Seira	Conejas madres	Conejas madres	1
22215	Seira	Equinos	Equinos (caballos, mulas y asnos)	3
22215	Seira	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22215	Seira	Ovinos	Ovejas madres y corderas para reposición	4
22217	Sena	Aves	Gallinas ponedoras	2
22217	Sena	Aves	Pollos de carne	1
22217	Sena	Bovinos	Bovinos de entre uno y dos años	4
22217	Sena	Bovinos	Bovinos de menos de un año	5
22217	Sena	Bovinos	Otros bovinos de dos años o más	1
22217	Sena	Bovinos	Vacas	2
22217	Sena	Caprinos	Cabras madres y chivas de reposición	5
22217	Sena	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22217	Sena	Colmenas	Colmenas	2
22217	Sena	Conejas madres	Conejas madres	1
22217	Sena	Equinos	Equinos (caballos, mulas y asnos)	1
22217	Sena	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
22217	Sena	Ovinos	Ovejas madres y corderas para reposición	14
22217	Sena	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22217	Sena	Porcinos	Lechones de menos de 20 kg	3
22217	Sena	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	4
22218	Senés de Alcubierre	Bovinos	Bovinos de entre uno y dos años	1
22218	Senés de Alcubierre	Bovinos	Bovinos de menos de un año	2
22218	Senés de Alcubierre	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22218	Senés de Alcubierre	Porcinos	Lechones de menos de 20 kg	2
22218	Senés de Alcubierre	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22220	Sesa	Aves	Pollos de carne	1
22220	Sesa	Bovinos	Bovinos de menos de un año	1
22220	Sesa	Caprinos	Cabras madres y chivas de reposición	1
22220	Sesa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
22220	Sesa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
22220	Sesa	Ovinos	Ovejas madres y corderas para reposición	2
22220	Sesa	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
22220	Sesa	Porcinos	Lechones de menos de 20 kg	1
22220	Sesa	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22221	Sesué	Aves	Gallinas ponedoras	1
22221	Sesué	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22221	Sesué	Bovinos	Bovinos de entre uno y dos años	4
22221	Sesué	Bovinos	Bovinos de menos de un año	8
22221	Sesué	Bovinos	Otros bovinos de dos años o más	6
22221	Sesué	Bovinos	Vacas	7
22221	Sesué	Conejas madres	Conejas madres	1
22221	Sesué	Equinos	Equinos (caballos, mulas y asnos)	2
22221	Sesué	Ovinos	Ovejas madres y corderas para reposición	1
22222	Siétamo	Aves	Gallinas ponedoras	2
22222	Siétamo	Bovinos	Bovinos de entre uno y dos años	2
22222	Siétamo	Bovinos	Bovinos de menos de un año	1
22222	Siétamo	Bovinos	Otros bovinos de dos años o más	1
22222	Siétamo	Bovinos	Vacas	1
22222	Siétamo	Caprinos	Cabras madres y chivas de reposición	5
22222	Siétamo	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22222	Siétamo	Conejas madres	Conejas madres	1
22222	Siétamo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
22222	Siétamo	Ovinos	Ovejas madres y corderas para reposición	8
22222	Siétamo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22222	Siétamo	Porcinos	Lechones de menos de 20 kg	2
22222	Siétamo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	7
22223	Sopeira	Aves	Gallinas ponedoras	4
22223	Sopeira	Aves	Pollos de carne	3
22223	Sopeira	Bovinos	Bovinos de menos de un año	4
22223	Sopeira	Bovinos	Otros bovinos de dos años o más	1
22223	Sopeira	Bovinos	Vacas	1
22223	Sopeira	Caprinos	Cabras madres y chivas de reposición	5
22223	Sopeira	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
22223	Sopeira	Colmenas	Colmenas	1
22223	Sopeira	Conejas madres	Conejas madres	3
22223	Sopeira	Equinos	Equinos (caballos, mulas y asnos)	1
22223	Sopeira	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
22223	Sopeira	Ovinos	Ovejas madres y corderas para reposición	2
22223	Sopeira	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
22223	Sopeira	Porcinos	Lechones de menos de 20 kg	2
22223	Sopeira	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
22225	Tamarite de Litera	Aves	Gallinas ponedoras	19
22225	Tamarite de Litera	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	7
22225	Tamarite de Litera	Aves	Pollos de carne	6
22225	Tamarite de Litera	Bovinos	Bovinos de entre uno y dos años	23
22225	Tamarite de Litera	Bovinos	Bovinos de menos de un año	51
22225	Tamarite de Litera	Bovinos	Otros bovinos de dos años o más	9
22225	Tamarite de Litera	Bovinos	Vacas	10
22225	Tamarite de Litera	Caprinos	Cabras madres y chivas de reposición	4
22225	Tamarite de Litera	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22225	Tamarite de Litera	Colmenas	Colmenas	1
22225	Tamarite de Litera	Conejas madres	Conejas madres	3
22225	Tamarite de Litera	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	11
22225	Tamarite de Litera	Ovinos	Ovejas madres y corderas para reposición	11
22225	Tamarite de Litera	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	21
22225	Tamarite de Litera	Porcinos	Lechones de menos de 20 kg	23
22225	Tamarite de Litera	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	78
22226	Tardienta	Aves	Gallinas ponedoras	2
22226	Tardienta	Aves	Pollos de carne	1
22226	Tardienta	Bovinos	Bovinos de entre uno y dos años	4
22226	Tardienta	Bovinos	Bovinos de menos de un año	3
22226	Tardienta	Caprinos	Cabras madres y chivas de reposición	5
22226	Tardienta	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
22226	Tardienta	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
22226	Tardienta	Ovinos	Ovejas madres y corderas para reposición	11
22226	Tardienta	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
22227	Tella-Sin	Aves	Gallinas ponedoras	1
22227	Tella-Sin	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
22227	Tella-Sin	Aves	Pollos de carne	1
22227	Tella-Sin	Bovinos	Bovinos de entre uno y dos años	3
22227	Tella-Sin	Bovinos	Bovinos de menos de un año	6
22227	Tella-Sin	Bovinos	Otros bovinos de dos años o más	4
22227	Tella-Sin	Bovinos	Vacas	10
22227	Tella-Sin	Caprinos	Cabras madres y chivas de reposición	7
