Municipio código	Municipio nombre	Especie ganadería 	Subespecie ganadería	Explotaciones ganadería
44150	Miravete de la Sierra	Bovinos	Bovinos de menos de un año	4
44150	Miravete de la Sierra	Caprinos	Cabras madres y chivas de reposición	1
44150	Miravete de la Sierra	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44150	Miravete de la Sierra	Ovinos	Ovejas madres y corderas para reposición	2
44151	Molinos	Aves	Gallinas ponedoras	2
44151	Molinos	Aves	Pollos de carne	2
44151	Molinos	Caprinos	Cabras madres y chivas de reposición	2
44151	Molinos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44151	Molinos	Colmenas	Colmenas	4
44151	Molinos	Conejas madres	Conejas madres	3
44151	Molinos	Otros animales no de compañía	Otros animales no de compañía	1
44151	Molinos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
44151	Molinos	Ovinos	Ovejas madres y corderas para reposición	13
44151	Molinos	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	2
44151	Molinos	Porcinos	Lechones de menos de 20 kg	2
44151	Molinos	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
44152	Monforte de Moyuela	Aves	Gallinas ponedoras	5
44152	Monforte de Moyuela	Aves	Pollos de carne	1
44152	Monforte de Moyuela	Caprinos	Cabras madres y chivas de reposición	3
44152	Monforte de Moyuela	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44152	Monforte de Moyuela	Conejas madres	Conejas madres	2
44152	Monforte de Moyuela	Equinos	Equinos (caballos, mulas y asnos)	2
44152	Monforte de Moyuela	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44152	Monforte de Moyuela	Ovinos	Ovejas madres y corderas para reposición	6
44153	Monreal del Campo	Aves	Gallinas ponedoras	3
44153	Monreal del Campo	Conejas madres	Conejas madres	5
44153	Monreal del Campo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
44153	Monreal del Campo	Ovinos	Ovejas madres y corderas para reposición	14
44153	Monreal del Campo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	3
44153	Monreal del Campo	Porcinos	Lechones de menos de 20 kg	2
44153	Monreal del Campo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	6
44154	Monroyo	Aves	Gallinas ponedoras	5
44154	Monroyo	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	2
44154	Monroyo	Aves	Pollos de carne	5
44154	Monroyo	Bovinos	Bovinos de entre uno y dos años	2
44154	Monroyo	Bovinos	Bovinos de menos de un año	2
44154	Monroyo	Bovinos	Otros bovinos de dos años o más	2
44154	Monroyo	Bovinos	Vacas	2
44154	Monroyo	Caprinos	Cabras madres y chivas de reposición	3
44154	Monroyo	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44154	Monroyo	Colmenas	Colmenas	3
44154	Monroyo	Conejas madres	Conejas madres	8
44154	Monroyo	Equinos	Equinos (caballos, mulas y asnos)	4
44154	Monroyo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44154	Monroyo	Ovinos	Ovejas madres y corderas para reposición	8
44154	Monroyo	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	10
44154	Monroyo	Porcinos	Lechones de menos de 20 kg	10
44154	Monroyo	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	21
44155	Montalbán	Aves	Gallinas ponedoras	1
44155	Montalbán	Aves	Pollos de carne	1
44155	Montalbán	Caprinos	Cabras madres y chivas de reposición	2
44155	Montalbán	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44155	Montalbán	Conejas madres	Conejas madres	3
44155	Montalbán	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44155	Montalbán	Ovinos	Ovejas madres y corderas para reposición	6
44156	Monteagudo del Castillo	Aves	Gallinas ponedoras	1
44156	Monteagudo del Castillo	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44156	Monteagudo del Castillo	Aves	Pollos de carne	1
44156	Monteagudo del Castillo	Bovinos	Bovinos de entre uno y dos años	1
44156	Monteagudo del Castillo	Bovinos	Otros bovinos de dos años o más	2
44156	Monteagudo del Castillo	Bovinos	Vacas	1
44156	Monteagudo del Castillo	Caprinos	Cabras madres y chivas de reposición	2
44156	Monteagudo del Castillo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44156	Monteagudo del Castillo	Ovinos	Ovejas madres y corderas para reposición	3
44157	Monterde de Albarracín	Aves	Gallinas ponedoras	2
44157	Monterde de Albarracín	Aves	Pollos de carne	1
44157	Monterde de Albarracín	Caprinos	Cabras madres y chivas de reposición	4
44157	Monterde de Albarracín	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
44157	Monterde de Albarracín	Conejas madres	Conejas madres	1
44157	Monterde de Albarracín	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44157	Monterde de Albarracín	Ovinos	Ovejas madres y corderas para reposición	4
44158	Mora de Rubielos	Aves	Gallinas ponedoras	9
44158	Mora de Rubielos	Aves	Pollos de carne	1
44158	Mora de Rubielos	Bovinos	Bovinos de entre uno y dos años	3
44158	Mora de Rubielos	Bovinos	Bovinos de menos de un año	3
44158	Mora de Rubielos	Bovinos	Otros bovinos de dos años o más	5
44158	Mora de Rubielos	Bovinos	Vacas	4
44158	Mora de Rubielos	Caprinos	Cabras madres y chivas de reposición	11
44158	Mora de Rubielos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	10
44158	Mora de Rubielos	Conejas madres	Conejas madres	2
44158	Mora de Rubielos	Otros animales no de compañía	Otros animales no de compañía	6
44158	Mora de Rubielos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	17
44158	Mora de Rubielos	Ovinos	Ovejas madres y corderas para reposición	18
44158	Mora de Rubielos	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44158	Mora de Rubielos	Porcinos	Lechones de menos de 20 kg	1
44158	Mora de Rubielos	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44159	Moscardón	Aves	Gallinas ponedoras	1
44159	Moscardón	Caprinos	Cabras madres y chivas de reposición	2
44159	Moscardón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44159	Moscardón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	2
44159	Moscardón	Ovinos	Ovejas madres y corderas para reposición	2
44160	Mosqueruela	Aves	Gallinas ponedoras	4
44160	Mosqueruela	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44160	Mosqueruela	Aves	Pollos de carne	3
44160	Mosqueruela	Bovinos	Bovinos de entre uno y dos años	9
44160	Mosqueruela	Bovinos	Bovinos de menos de un año	12
44160	Mosqueruela	Bovinos	Otros bovinos de dos años o más	16
44160	Mosqueruela	Bovinos	Vacas	12
44160	Mosqueruela	Caprinos	Cabras madres y chivas de reposición	11
44160	Mosqueruela	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	8
44160	Mosqueruela	Colmenas	Colmenas	4
44160	Mosqueruela	Conejas madres	Conejas madres	8
44160	Mosqueruela	Equinos	Equinos (caballos, mulas y asnos)	4
44160	Mosqueruela	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	13
44160	Mosqueruela	Ovinos	Ovejas madres y corderas para reposición	18
44160	Mosqueruela	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	4
44160	Mosqueruela	Porcinos	Lechones de menos de 20 kg	4
44160	Mosqueruela	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	4
44161	Muniesa	Aves	Gallinas ponedoras	4
44161	Muniesa	Bovinos	Bovinos de menos de un año	1
44161	Muniesa	Caprinos	Cabras madres y chivas de reposición	5
44161	Muniesa	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	4
44161	Muniesa	Colmenas	Colmenas	5
44161	Muniesa	Conejas madres	Conejas madres	1
44161	Muniesa	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
44161	Muniesa	Ovinos	Ovejas madres y corderas para reposición	10
44161	Muniesa	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	3
44163	Noguera de Albarracín	Caprinos	Cabras madres y chivas de reposición	1
44163	Noguera de Albarracín	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44163	Noguera de Albarracín	Ovinos	Ovejas madres y corderas para reposición	1
44164	Nogueras	Aves	Gallinas ponedoras	1
44164	Nogueras	Caprinos	Cabras madres y chivas de reposición	2
44164	Nogueras	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44164	Nogueras	Otros animales no de compañía	Otros animales no de compañía	2
44164	Nogueras	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44164	Nogueras	Ovinos	Ovejas madres y corderas para reposición	5
44165	Nogueruelas	Aves	Gallinas ponedoras	2
44165	Nogueruelas	Bovinos	Bovinos de entre uno y dos años	2
44165	Nogueruelas	Bovinos	Otros bovinos de dos años o más	1
44165	Nogueruelas	Bovinos	Vacas	1
44165	Nogueruelas	Caprinos	Cabras madres y chivas de reposición	3
44165	Nogueruelas	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44165	Nogueruelas	Conejas madres	Conejas madres	2
44165	Nogueruelas	Otros animales no de compañía	Otros animales no de compañía	1
44165	Nogueruelas	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44165	Nogueruelas	Ovinos	Ovejas madres y corderas para reposición	4
44167	Obón	Colmenas	Colmenas	1
44168	Odón	Aves	Gallinas ponedoras	1
44168	Odón	Aves	Pollos de carne	1
44168	Odón	Bovinos	Bovinos de entre uno y dos años	1
44168	Odón	Caprinos	Cabras madres y chivas de reposición	1
44168	Odón	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44168	Odón	Conejas madres	Conejas madres	3
44168	Odón	Equinos	Equinos (caballos, mulas y asnos)	1
44168	Odón	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	8
44168	Odón	Ovinos	Ovejas madres y corderas para reposición	8
44168	Odón	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44168	Odón	Porcinos	Lechones de menos de 20 kg	1
44168	Odón	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	5
44169	Ojos Negros	Aves	Gallinas ponedoras	2
44169	Ojos Negros	Bovinos	Bovinos de entre uno y dos años	1
44169	Ojos Negros	Bovinos	Bovinos de menos de un año	2
44169	Ojos Negros	Caprinos	Cabras madres y chivas de reposición	5
44169	Ojos Negros	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44169	Ojos Negros	Conejas madres	Conejas madres	3
44169	Ojos Negros	Equinos	Equinos (caballos, mulas y asnos)	3
44169	Ojos Negros	Otros animales no de compañía	Otros animales no de compañía	1
44169	Ojos Negros	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	12
44169	Ojos Negros	Ovinos	Ovejas madres y corderas para reposición	16
44169	Ojos Negros	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44169	Ojos Negros	Porcinos	Lechones de menos de 20 kg	1
44169	Ojos Negros	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44171	Olba	Aves	Gallinas ponedoras	3
44171	Olba	Caprinos	Cabras madres y chivas de reposición	1
44171	Olba	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44171	Olba	Colmenas	Colmenas	1
44171	Olba	Conejas madres	Conejas madres	1
44171	Olba	Equinos	Equinos (caballos, mulas y asnos)	1
44171	Olba	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	1
44171	Olba	Ovinos	Ovejas madres y corderas para reposición	1
44171	Olba	Porcinos	Lechones de menos de 20 kg	1
44172	Oliete	Aves	Gallinas ponedoras	1
44172	Oliete	Bovinos	Bovinos de menos de un año	1
44172	Oliete	Caprinos	Cabras madres y chivas de reposición	3
44172	Oliete	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	3
44172	Oliete	Colmenas	Colmenas	2
44172	Oliete	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	6
44172	Oliete	Ovinos	Ovejas madres y corderas para reposición	7
44172	Oliete	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44173	Olmos (Los)	Aves	Gallinas ponedoras	4
44173	Olmos (Los)	Aves	Otras aves (pavos, patos, ocas, perdices, codornices, pintadas,...)	1
44173	Olmos (Los)	Aves	Pollos de carne	2
44173	Olmos (Los)	Caprinos	Cabras madres y chivas de reposición	2
44173	Olmos (Los)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44173	Olmos (Los)	Conejas madres	Conejas madres	4
44173	Olmos (Los)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44173	Olmos (Los)	Ovinos	Ovejas madres y corderas para reposición	7
44173	Olmos (Los)	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	2
44174	Orihuela del Tremedal	Bovinos	Bovinos de entre uno y dos años	1
44174	Orihuela del Tremedal	Bovinos	Bovinos de menos de un año	1
44174	Orihuela del Tremedal	Bovinos	Otros bovinos de dos años o más	2
44174	Orihuela del Tremedal	Bovinos	Vacas	3
44174	Orihuela del Tremedal	Caprinos	Cabras madres y chivas de reposición	4
44174	Orihuela del Tremedal	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44174	Orihuela del Tremedal	Equinos	Equinos (caballos, mulas y asnos)	3
44174	Orihuela del Tremedal	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44174	Orihuela del Tremedal	Ovinos	Ovejas madres y corderas para reposición	6
44175	Orrios	Aves	Gallinas ponedoras	6
44175	Orrios	Aves	Pollos de carne	1
44175	Orrios	Caprinos	Cabras madres y chivas de reposición	1
44175	Orrios	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44175	Orrios	Conejas madres	Conejas madres	3
44175	Orrios	Otros animales no de compañía	Otros animales no de compañía	1
44175	Orrios	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
44175	Orrios	Ovinos	Ovejas madres y corderas para reposición	13
44175	Orrios	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	1
44176	Palomar de Arroyos	Aves	Gallinas ponedoras	1
44176	Palomar de Arroyos	Caprinos	Cabras madres y chivas de reposición	2
44176	Palomar de Arroyos	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44176	Palomar de Arroyos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44176	Palomar de Arroyos	Ovinos	Ovejas madres y corderas para reposición	8
44177	Pancrudo	Aves	Gallinas ponedoras	2
44177	Pancrudo	Caprinos	Cabras madres y chivas de reposición	2
44177	Pancrudo	Conejas madres	Conejas madres	2
44177	Pancrudo	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44177	Pancrudo	Ovinos	Ovejas madres y corderas para reposición	11
44178	Parras de Castellote (Las)	Aves	Gallinas ponedoras	2
44178	Parras de Castellote (Las)	Caprinos	Cabras madres y chivas de reposición	3
44178	Parras de Castellote (Las)	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44178	Parras de Castellote (Las)	Conejas madres	Conejas madres	3
44178	Parras de Castellote (Las)	Otros animales no de compañía	Otros animales no de compañía	1
44178	Parras de Castellote (Las)	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	5
44178	Parras de Castellote (Las)	Ovinos	Ovejas madres y corderas para reposición	6
44179	Peñarroya de Tastavins	Aves	Gallinas ponedoras	4
44179	Peñarroya de Tastavins	Aves	Pollos de carne	3
44179	Peñarroya de Tastavins	Bovinos	Bovinos de entre uno y dos años	4
44179	Peñarroya de Tastavins	Bovinos	Bovinos de menos de un año	5
44179	Peñarroya de Tastavins	Bovinos	Otros bovinos de dos años o más	3
44179	Peñarroya de Tastavins	Bovinos	Vacas	5
44179	Peñarroya de Tastavins	Caprinos	Cabras madres y chivas de reposición	2
44179	Peñarroya de Tastavins	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	2
44179	Peñarroya de Tastavins	Colmenas	Colmenas	1
44179	Peñarroya de Tastavins	Conejas madres	Conejas madres	4
44179	Peñarroya de Tastavins	Equinos	Equinos (caballos, mulas y asnos)	1
44179	Peñarroya de Tastavins	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	10
44179	Peñarroya de Tastavins	Ovinos	Ovejas madres y corderas para reposición	14
44179	Peñarroya de Tastavins	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	17
44179	Peñarroya de Tastavins	Porcinos	Lechones de menos de 20 kg	17
44179	Peñarroya de Tastavins	Porcinos	Otros porcinos (verracos, cebo y reproductores de desecho)	26
44180	Peracense	Bovinos	Otros bovinos de dos años o más	1
44180	Peracense	Caprinos	Cabras madres y chivas de reposición	1
44180	Peracense	Colmenas	Colmenas	2
44180	Peracense	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	3
44180	Peracense	Ovinos	Ovejas madres y corderas para reposición	2
44181	Peralejos	Aves	Gallinas ponedoras	2
44181	Peralejos	Conejas madres	Conejas madres	1
44181	Peralejos	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	4
44181	Peralejos	Ovinos	Ovejas madres y corderas para reposición	4
44182	Perales del Alfambra	Aves	Gallinas ponedoras	2
44182	Perales del Alfambra	Bovinos	Bovinos de entre uno y dos años	4
44182	Perales del Alfambra	Bovinos	Bovinos de menos de un año	3
44182	Perales del Alfambra	Bovinos	Otros bovinos de dos años o más	1
44182	Perales del Alfambra	Bovinos	Vacas	2
44182	Perales del Alfambra	Caprinos	Cabras madres y chivas de reposición	1
44182	Perales del Alfambra	Caprinos	Otros caprinos (cabritos, sementales, machos castrados)	1
44182	Perales del Alfambra	Conejas madres	Conejas madres	1
44182	Perales del Alfambra	Equinos	Equinos (caballos, mulas y asnos)	2
44182	Perales del Alfambra	Otros animales no de compañía	Otros animales no de compañía	1
44182	Perales del Alfambra	Ovinos	Otros ovinos (lechales, recentales, sementales, machos castrados)	7
44182	Perales del Alfambra	Ovinos	Ovejas madres y corderas para reposición	12
44182	Perales del Alfambra	Porcinos	Cerdas madres y cerdas para reposición de 50 kg y más	1
44182	Perales del Alfambra	Porcinos	Lechones de menos de 20 kg	1
