Mes y año	'Aragón'	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
Febrero 2008	Aragón	Mujeres	1226	5	De 2 a 3 años
Febrero 2008	Aragón	Mujeres	2208	6	Más de 3 años
Enero 2008	Aragón	Hombres	9831	1	Hasta 3 meses
Enero 2008	Aragón	Hombres	2752	2	De 3 a 6 meses
Enero 2008	Aragón	Hombres	1863	3	De 6 a 12 meses
Enero 2008	Aragón	Hombres	1434	4	De 1 a 2 años
Enero 2008	Aragón	Hombres	353	5	De 2 a 3 años
Enero 2008	Aragón	Hombres	757	6	Más de 3 años
Enero 2008	Aragón	Mujeres	10439	1	Hasta 3 meses
Enero 2008	Aragón	Mujeres	4107	2	De 3 a 6 meses
Enero 2008	Aragón	Mujeres	3292	3	De 6 a 12 meses
Enero 2008	Aragón	Mujeres	2908	4	De 1 a 2 años
Enero 2008	Aragón	Mujeres	1250	5	De 2 a 3 años
Enero 2008	Aragón	Mujeres	2206	6	Más de 3 años
Diciembre 2007	Aragón	Hombres	9105	1	Hasta 3 meses
Diciembre 2007	Aragón	Hombres	2506	2	De 3 a 6 meses
Diciembre 2007	Aragón	Hombres	1850	3	De 6 a 12 meses
Diciembre 2007	Aragón	Hombres	1339	4	De 1 a 2 años
Diciembre 2007	Aragón	Hombres	372	5	De 2 a 3 años
Diciembre 2007	Aragón	Hombres	757	6	Más de 3 años
Diciembre 2007	Aragón	Mujeres	9344	1	Hasta 3 meses
Diciembre 2007	Aragón	Mujeres	3619	2	De 3 a 6 meses
Diciembre 2007	Aragón	Mujeres	3232	3	De 6 a 12 meses
Diciembre 2007	Aragón	Mujeres	2834	4	De 1 a 2 años
Diciembre 2007	Aragón	Mujeres	1247	5	De 2 a 3 años
Diciembre 2007	Aragón	Mujeres	2173	6	Más de 3 años
Noviembre 2007	Aragón	Hombres	8324	1	Hasta 3 meses
Noviembre 2007	Aragón	Hombres	2162	2	De 3 a 6 meses
Noviembre 2007	Aragón	Hombres	1713	3	De 6 a 12 meses
Noviembre 2007	Aragón	Hombres	1349	4	De 1 a 2 años
Noviembre 2007	Aragón	Hombres	364	5	De 2 a 3 años
Noviembre 2007	Aragón	Hombres	743	6	Más de 3 años
Noviembre 2007	Aragón	Mujeres	10504	1	Hasta 3 meses
Noviembre 2007	Aragón	Mujeres	2934	2	De 3 a 6 meses
Noviembre 2007	Aragón	Mujeres	3049	3	De 6 a 12 meses
Noviembre 2007	Aragón	Mujeres	2839	4	De 1 a 2 años
Noviembre 2007	Aragón	Mujeres	1207	5	De 2 a 3 años
Noviembre 2007	Aragón	Mujeres	2183	6	Más de 3 años
Octubre 2007	Aragón	Hombres	8021	1	Hasta 3 meses
Octubre 2007	Aragón	Hombres	2062	2	De 3 a 6 meses
Octubre 2007	Aragón	Hombres	1659	3	De 6 a 12 meses
Octubre 2007	Aragón	Hombres	1358	4	De 1 a 2 años
Octubre 2007	Aragón	Hombres	384	5	De 2 a 3 años
Octubre 2007	Aragón	Hombres	731	6	Más de 3 años
Octubre 2007	Aragón	Mujeres	10251	1	Hasta 3 meses
Octubre 2007	Aragón	Mujeres	3007	2	De 3 a 6 meses
Octubre 2007	Aragón	Mujeres	2934	3	De 6 a 12 meses
Octubre 2007	Aragón	Mujeres	2795	4	De 1 a 2 años
Octubre 2007	Aragón	Mujeres	1223	5	De 2 a 3 años
Octubre 2007	Aragón	Mujeres	2160	6	Más de 3 años
Septiembre 2007	Aragón	Hombres	7702	1	Hasta 3 meses
Septiembre 2007	Aragón	Hombres	1910	2	De 3 a 6 meses
Septiembre 2007	Aragón	Hombres	1692	3	De 6 a 12 meses
Septiembre 2007	Aragón	Hombres	1344	4	De 1 a 2 años
Septiembre 2007	Aragón	Hombres	382	5	De 2 a 3 años
Septiembre 2007	Aragón	Hombres	728	6	Más de 3 años
Septiembre 2007	Aragón	Mujeres	9409	1	Hasta 3 meses
Septiembre 2007	Aragón	Mujeres	2989	2	De 3 a 6 meses
Septiembre 2007	Aragón	Mujeres	3086	3	De 6 a 12 meses
Septiembre 2007	Aragón	Mujeres	2783	4	De 1 a 2 años
Septiembre 2007	Aragón	Mujeres	1226	5	De 2 a 3 años
Septiembre 2007	Aragón	Mujeres	2134	6	Más de 3 años
Agosto 2007	Aragón	Hombres	7939	1	Hasta 3 meses
Agosto 2007	Aragón	Hombres	1875	2	De 3 a 6 meses
Agosto 2007	Aragón	Hombres	1754	3	De 6 a 12 meses
Agosto 2007	Aragón	Hombres	1346	4	De 1 a 2 años
Agosto 2007	Aragón	Hombres	379	5	De 2 a 3 años
Agosto 2007	Aragón	Hombres	726	6	Más de 3 años
Agosto 2007	Aragón	Mujeres	9279	1	Hasta 3 meses
Agosto 2007	Aragón	Mujeres	2863	2	De 3 a 6 meses
Agosto 2007	Aragón	Mujeres	3380	3	De 6 a 12 meses
Agosto 2007	Aragón	Mujeres	2759	4	De 1 a 2 años
Agosto 2007	Aragón	Mujeres	1253	5	De 2 a 3 años
Agosto 2007	Aragón	Mujeres	2102	6	Más de 3 años
Julio 2007	Aragón	Hombres	6831	1	Hasta 3 meses
Julio 2007	Aragón	Hombres	1797	2	De 3 a 6 meses
Julio 2007	Aragón	Hombres	1691	3	De 6 a 12 meses
Julio 2007	Aragón	Hombres	1325	4	De 1 a 2 años
Julio 2007	Aragón	Hombres	390	5	De 2 a 3 años
Julio 2007	Aragón	Hombres	720	6	Más de 3 años
Julio 2007	Aragón	Mujeres	8716	1	Hasta 3 meses
Julio 2007	Aragón	Mujeres	2728	2	De 3 a 6 meses
Julio 2007	Aragón	Mujeres	3359	3	De 6 a 12 meses
Julio 2007	Aragón	Mujeres	2785	4	De 1 a 2 años
Julio 2007	Aragón	Mujeres	1242	5	De 2 a 3 años
Julio 2007	Aragón	Mujeres	2117	6	Más de 3 años
Junio 2007	Aragón	Hombres	6339	1	Hasta 3 meses
Junio 2007	Aragón	Hombres	1911	2	De 3 a 6 meses
Junio 2007	Aragón	Hombres	1603	3	De 6 a 12 meses
Junio 2007	Aragón	Hombres	1374	4	De 1 a 2 años
Junio 2007	Aragón	Hombres	379	5	De 2 a 3 años
Junio 2007	Aragón	Hombres	729	6	Más de 3 años
Junio 2007	Aragón	Mujeres	8210	1	Hasta 3 meses
Junio 2007	Aragón	Mujeres	3115	2	De 3 a 6 meses
Junio 2007	Aragón	Mujeres	3289	3	De 6 a 12 meses
Junio 2007	Aragón	Mujeres	2813	4	De 1 a 2 años
Junio 2007	Aragón	Mujeres	1284	5	De 2 a 3 años
Junio 2007	Aragón	Mujeres	2119	6	Más de 3 años
Mayo 2007	Aragón	Hombres	6325	1	Hasta 3 meses
Mayo 2007	Aragón	Hombres	2048	2	De 3 a 6 meses
Mayo 2007	Aragón	Hombres	1763	3	De 6 a 12 meses
Mayo 2007	Aragón	Hombres	1401	4	De 1 a 2 años
Mayo 2007	Aragón	Hombres	413	5	De 2 a 3 años
Mayo 2007	Aragón	Hombres	730	6	Más de 3 años
Mayo 2007	Aragón	Mujeres	8347	1	Hasta 3 meses
Mayo 2007	Aragón	Mujeres	3318	2	De 3 a 6 meses
Mayo 2007	Aragón	Mujeres	3648	3	De 6 a 12 meses
Mayo 2007	Aragón	Mujeres	2888	4	De 1 a 2 años
Mayo 2007	Aragón	Mujeres	1332	5	De 2 a 3 años
Mayo 2007	Aragón	Mujeres	2098	6	Más de 3 años
Abril 2007	Aragón	Hombres	6910	1	Hasta 3 meses
Abril 2007	Aragón	Hombres	2230	2	De 3 a 6 meses
Abril 2007	Aragón	Hombres	1826	3	De 6 a 12 meses
Abril 2007	Aragón	Hombres	1483	4	De 1 a 2 años
Abril 2007	Aragón	Hombres	413	5	De 2 a 3 años
Abril 2007	Aragón	Hombres	721	6	Más de 3 años
Abril 2007	Aragón	Mujeres	8721	1	Hasta 3 meses
Abril 2007	Aragón	Mujeres	3578	2	De 3 a 6 meses
Abril 2007	Aragón	Mujeres	3593	3	De 6 a 12 meses
Abril 2007	Aragón	Mujeres	2899	4	De 1 a 2 años
Abril 2007	Aragón	Mujeres	1395	5	De 2 a 3 años
Abril 2007	Aragón	Mujeres	2079	6	Más de 3 años
Marzo 2007	Aragón	Hombres	7136	1	Hasta 3 meses
Marzo 2007	Aragón	Hombres	2207	2	De 3 a 6 meses
Marzo 2007	Aragón	Hombres	1746	3	De 6 a 12 meses
Marzo 2007	Aragón	Hombres	1514	4	De 1 a 2 años
Marzo 2007	Aragón	Hombres	393	5	De 2 a 3 años
Marzo 2007	Aragón	Hombres	716	6	Más de 3 años
Marzo 2007	Aragón	Mujeres	9331	1	Hasta 3 meses
Marzo 2007	Aragón	Mujeres	3560	2	De 3 a 6 meses
Marzo 2007	Aragón	Mujeres	3249	3	De 6 a 12 meses
Marzo 2007	Aragón	Mujeres	3071	4	De 1 a 2 años
Marzo 2007	Aragón	Mujeres	1262	5	De 2 a 3 años
Marzo 2007	Aragón	Mujeres	2090	6	Más de 3 años
Febrero 2007	Aragón	Hombres	7265	1	Hasta 3 meses
Febrero 2007	Aragón	Hombres	2418	2	De 3 a 6 meses
Febrero 2007	Aragón	Hombres	1670	3	De 6 a 12 meses
Febrero 2007	Aragón	Hombres	1531	4	De 1 a 2 años
Febrero 2007	Aragón	Hombres	397	5	De 2 a 3 años
Febrero 2007	Aragón	Hombres	713	6	Más de 3 años
Febrero 2007	Aragón	Mujeres	9145	1	Hasta 3 meses
Febrero 2007	Aragón	Mujeres	3978	2	De 3 a 6 meses
Febrero 2007	Aragón	Mujeres	2860	3	De 6 a 12 meses
Febrero 2007	Aragón	Mujeres	3145	4	De 1 a 2 años
Febrero 2007	Aragón	Mujeres	1217	5	De 2 a 3 años
Febrero 2007	Aragón	Mujeres	2050	6	Más de 3 años
Enero 2007	Aragón	Hombres	7776	1	Hasta 3 meses
Enero 2007	Aragón	Hombres	2375	2	De 3 a 6 meses
Enero 2007	Aragón	Hombres	1801	3	De 6 a 12 meses
Enero 2007	Aragón	Hombres	1562	4	De 1 a 2 años
Enero 2007	Aragón	Hombres	414	5	De 2 a 3 años
Enero 2007	Aragón	Hombres	721	6	Más de 3 años
Enero 2007	Aragón	Mujeres	9518	1	Hasta 3 meses
Enero 2007	Aragón	Mujeres	3716	2	De 3 a 6 meses
Enero 2007	Aragón	Mujeres	3014	3	De 6 a 12 meses
Enero 2007	Aragón	Mujeres	3187	4	De 1 a 2 años
Enero 2007	Aragón	Mujeres	1234	5	De 2 a 3 años
Enero 2007	Aragón	Mujeres	2047	6	Más de 3 años
Diciembre 2006	Aragón	Hombres	7940	1	Hasta 3 meses
Diciembre 2006	Aragón	Hombres	2249	2	De 3 a 6 meses
Diciembre 2006	Aragón	Hombres	1805	3	De 6 a 12 meses
Diciembre 2006	Aragón	Hombres	1617	4	De 1 a 2 años
Diciembre 2006	Aragón	Hombres	383	5	De 2 a 3 años
Diciembre 2006	Aragón	Hombres	731	6	Más de 3 años
Diciembre 2006	Aragón	Mujeres	8893	1	Hasta 3 meses
Diciembre 2006	Aragón	Mujeres	3272	2	De 3 a 6 meses
Diciembre 2006	Aragón	Mujeres	3143	3	De 6 a 12 meses
Diciembre 2006	Aragón	Mujeres	3208	4	De 1 a 2 años
Diciembre 2006	Aragón	Mujeres	1209	5	De 2 a 3 años
Diciembre 2006	Aragón	Mujeres	2057	6	Más de 3 años
Noviembre 2006	Aragón	Hombres	7539	1	Hasta 3 meses
Noviembre 2006	Aragón	Hombres	1847	2	De 3 a 6 meses
Noviembre 2006	Aragón	Hombres	1759	3	De 6 a 12 meses
Noviembre 2006	Aragón	Hombres	1572	4	De 1 a 2 años
Noviembre 2006	Aragón	Hombres	378	5	De 2 a 3 años
Noviembre 2006	Aragón	Hombres	723	6	Más de 3 años
Noviembre 2006	Aragón	Mujeres	10215	1	Hasta 3 meses
Noviembre 2006	Aragón	Mujeres	2722	2	De 3 a 6 meses
Noviembre 2006	Aragón	Mujeres	3073	3	De 6 a 12 meses
Noviembre 2006	Aragón	Mujeres	3181	4	De 1 a 2 años
Noviembre 2006	Aragón	Mujeres	1231	5	De 2 a 3 años
Noviembre 2006	Aragón	Mujeres	2045	6	Más de 3 años
Octubre 2006	Aragón	Hombres	7376	1	Hasta 3 meses
Octubre 2006	Aragón	Hombres	1925	2	De 3 a 6 meses
Octubre 2006	Aragón	Hombres	1755	3	De 6 a 12 meses
Octubre 2006	Aragón	Hombres	1571	4	De 1 a 2 años
Octubre 2006	Aragón	Hombres	371	5	De 2 a 3 años
Octubre 2006	Aragón	Hombres	731	6	Más de 3 años
Octubre 2006	Aragón	Mujeres	9955	1	Hasta 3 meses
Octubre 2006	Aragón	Mujeres	2768	2	De 3 a 6 meses
Octubre 2006	Aragón	Mujeres	3054	3	De 6 a 12 meses
Octubre 2006	Aragón	Mujeres	3172	4	De 1 a 2 años
Octubre 2006	Aragón	Mujeres	1224	5	De 2 a 3 años
Octubre 2006	Aragón	Mujeres	2050	6	Más de 3 años
Septiembre 2006	Aragón	Hombres	7099	1	Hasta 3 meses
Septiembre 2006	Aragón	Hombres	1851	2	De 3 a 6 meses
Septiembre 2006	Aragón	Hombres	1900	3	De 6 a 12 meses
Septiembre 2006	Aragón	Hombres	1569	4	De 1 a 2 años
Septiembre 2006	Aragón	Hombres	369	5	De 2 a 3 años
Septiembre 2006	Aragón	Hombres	729	6	Más de 3 años
Septiembre 2006	Aragón	Mujeres	8998	1	Hasta 3 meses
Septiembre 2006	Aragón	Mujeres	2790	2	De 3 a 6 meses
Septiembre 2006	Aragón	Mujeres	3369	3	De 6 a 12 meses
Septiembre 2006	Aragón	Mujeres	3170	4	De 1 a 2 años
Septiembre 2006	Aragón	Mujeres	1187	5	De 2 a 3 años
Septiembre 2006	Aragón	Mujeres	2037	6	Más de 3 años
Agosto 2006	Aragón	Hombres	7027	1	Hasta 3 meses
Agosto 2006	Aragón	Hombres	1838	2	De 3 a 6 meses
Agosto 2006	Aragón	Hombres	2057	3	De 6 a 12 meses
Agosto 2006	Aragón	Hombres	1540	4	De 1 a 2 años
Agosto 2006	Aragón	Hombres	377	5	De 2 a 3 años
Agosto 2006	Aragón	Hombres	722	6	Más de 3 años
Agosto 2006	Aragón	Mujeres	8574	1	Hasta 3 meses
Agosto 2006	Aragón	Mujeres	2768	2	De 3 a 6 meses
Agosto 2006	Aragón	Mujeres	3695	3	De 6 a 12 meses
Agosto 2006	Aragón	Mujeres	3135	4	De 1 a 2 años
Agosto 2006	Aragón	Mujeres	1144	5	De 2 a 3 años
Agosto 2006	Aragón	Mujeres	2035	6	Más de 3 años
Julio 2006	Aragón	Hombres	6503	1	Hasta 3 meses
Julio 2006	Aragón	Hombres	1829	2	De 3 a 6 meses
Julio 2006	Aragón	Hombres	2029	3	De 6 a 12 meses
Julio 2006	Aragón	Hombres	1540	4	De 1 a 2 años
Julio 2006	Aragón	Hombres	372	5	De 2 a 3 años
Julio 2006	Aragón	Hombres	721	6	Más de 3 años
Julio 2006	Aragón	Mujeres	8235	1	Hasta 3 meses
Julio 2006	Aragón	Mujeres	2880	2	De 3 a 6 meses
Julio 2006	Aragón	Mujeres	3642	3	De 6 a 12 meses
Julio 2006	Aragón	Mujeres	3055	4	De 1 a 2 años
Julio 2006	Aragón	Mujeres	1147	5	De 2 a 3 años
Julio 2006	Aragón	Mujeres	2080	6	Más de 3 años
Junio 2006	Aragón	Hombres	6103	1	Hasta 3 meses
Junio 2006	Aragón	Hombres	2140	2	De 3 a 6 meses
Junio 2006	Aragón	Hombres	2088	3	De 6 a 12 meses
Junio 2006	Aragón	Hombres	1479	4	De 1 a 2 años
Junio 2006	Aragón	Hombres	375	5	De 2 a 3 años
Junio 2006	Aragón	Hombres	730	6	Más de 3 años
Junio 2006	Aragón	Mujeres	7902	1	Hasta 3 meses
Junio 2006	Aragón	Mujeres	3418	2	De 3 a 6 meses
Junio 2006	Aragón	Mujeres	3787	3	De 6 a 12 meses
Junio 2006	Aragón	Mujeres	3119	4	De 1 a 2 años
Junio 2006	Aragón	Mujeres	1145	5	De 2 a 3 años
Junio 2006	Aragón	Mujeres	2127	6	Más de 3 años
Mayo 2006	Aragón	Hombres	6603	1	Hasta 3 meses
Mayo 2006	Aragón	Hombres	2574	2	De 3 a 6 meses
Mayo 2006	Aragón	Hombres	2333	3	De 6 a 12 meses
Mayo 2006	Aragón	Hombres	1572	4	De 1 a 2 años
Mayo 2006	Aragón	Hombres	396	5	De 2 a 3 años
Mayo 2006	Aragón	Hombres	740	6	Más de 3 años
Mayo 2006	Aragón	Mujeres	8458	1	Hasta 3 meses
Mayo 2006	Aragón	Mujeres	3951	2	De 3 a 6 meses
Mayo 2006	Aragón	Mujeres	4389	3	De 6 a 12 meses
Mayo 2006	Aragón	Mujeres	3366	4	De 1 a 2 años
Mayo 2006	Aragón	Mujeres	1130	5	De 2 a 3 años
Mayo 2006	Aragón	Mujeres	2179	6	Más de 3 años
Abril 2006	Aragón	Hombres	7482	1	Hasta 3 meses
Abril 2006	Aragón	Hombres	2905	2	De 3 a 6 meses
Abril 2006	Aragón	Hombres	2437	3	De 6 a 12 meses
Abril 2006	Aragón	Hombres	1588	4	De 1 a 2 años
Abril 2006	Aragón	Hombres	390	5	De 2 a 3 años
Abril 2006	Aragón	Hombres	740	6	Más de 3 años
Abril 2006	Aragón	Mujeres	8918	1	Hasta 3 meses
Abril 2006	Aragón	Mujeres	4264	2	De 3 a 6 meses
Abril 2006	Aragón	Mujeres	4355	3	De 6 a 12 meses
Abril 2006	Aragón	Mujeres	3374	4	De 1 a 2 años
Abril 2006	Aragón	Mujeres	1123	5	De 2 a 3 años
Abril 2006	Aragón	Mujeres	2178	6	Más de 3 años
Marzo 2006	Aragón	Hombres	8456	1	Hasta 3 meses
Marzo 2006	Aragón	Hombres	3034	2	De 3 a 6 meses
Marzo 2006	Aragón	Hombres	2238	3	De 6 a 12 meses
Marzo 2006	Aragón	Hombres	1634	4	De 1 a 2 años
Marzo 2006	Aragón	Hombres	399	5	De 2 a 3 años
Marzo 2006	Aragón	Hombres	751	6	Más de 3 años
Marzo 2006	Aragón	Mujeres	10229	1	Hasta 3 meses
Marzo 2006	Aragón	Mujeres	4416	2	De 3 a 6 meses
Marzo 2006	Aragón	Mujeres	4116	3	De 6 a 12 meses
Marzo 2006	Aragón	Mujeres	3251	4	De 1 a 2 años
Marzo 2006	Aragón	Mujeres	1135	5	De 2 a 3 años
Marzo 2006	Aragón	Mujeres	2216	6	Más de 3 años
Febrero 2006	Aragón	Hombres	8938	1	Hasta 3 meses
Febrero 2006	Aragón	Hombres	3138	2	De 3 a 6 meses
Febrero 2006	Aragón	Hombres	1972	3	De 6 a 12 meses
Febrero 2006	Aragón	Hombres	1622	4	De 1 a 2 años
Febrero 2006	Aragón	Hombres	407	5	De 2 a 3 años
Febrero 2006	Aragón	Hombres	750	6	Más de 3 años
Febrero 2006	Aragón	Mujeres	10283	1	Hasta 3 meses
Febrero 2006	Aragón	Mujeres	5096	2	De 3 a 6 meses
Febrero 2006	Aragón	Mujeres	3686	3	De 6 a 12 meses
Febrero 2006	Aragón	Mujeres	3044	4	De 1 a 2 años
Febrero 2006	Aragón	Mujeres	1131	5	De 2 a 3 años
Febrero 2006	Aragón	Mujeres	2226	6	Más de 3 años
Enero 2006	Aragón	Hombres	9490	1	Hasta 3 meses
Enero 2006	Aragón	Hombres	2982	2	De 3 a 6 meses
Enero 2006	Aragón	Hombres	2082	3	De 6 a 12 meses
Enero 2006	Aragón	Hombres	1648	4	De 1 a 2 años
Enero 2006	Aragón	Hombres	438	5	De 2 a 3 años
Enero 2006	Aragón	Hombres	754	6	Más de 3 años
Enero 2006	Aragón	Mujeres	10817	1	Hasta 3 meses
Enero 2006	Aragón	Mujeres	4763	2	De 3 a 6 meses
Enero 2006	Aragón	Mujeres	3763	3	De 6 a 12 meses
Enero 2006	Aragón	Mujeres	3058	4	De 1 a 2 años
Enero 2006	Aragón	Mujeres	1145	5	De 2 a 3 años
Enero 2006	Aragón	Mujeres	2226	6	Más de 3 años
Diciembre 2005	Aragón	Hombres	9561	1	Hasta 3 meses
Diciembre 2005	Aragón	Hombres	2770	2	De 3 a 6 meses
Diciembre 2005	Aragón	Hombres	2075	3	De 6 a 12 meses
Diciembre 2005	Aragón	Hombres	1604	4	De 1 a 2 años
Diciembre 2005	Aragón	Hombres	397	5	De 2 a 3 años
Diciembre 2005	Aragón	Hombres	752	6	Más de 3 años
Diciembre 2005	Aragón	Mujeres	10253	1	Hasta 3 meses
Diciembre 2005	Aragón	Mujeres	4115	2	De 3 a 6 meses
Diciembre 2005	Aragón	Mujeres	3685	3	De 6 a 12 meses
Diciembre 2005	Aragón	Mujeres	2983	4	De 1 a 2 años
Diciembre 2005	Aragón	Mujeres	1118	5	De 2 a 3 años
Diciembre 2005	Aragón	Mujeres	2195	6	Más de 3 años
Noviembre 2005	Aragón	Hombres	9164	1	Hasta 3 meses
Noviembre 2005	Aragón	Hombres	2252	2	De 3 a 6 meses
Noviembre 2005	Aragón	Hombres	2003	3	De 6 a 12 meses
Noviembre 2005	Aragón	Hombres	1626	4	De 1 a 2 años
Noviembre 2005	Aragón	Hombres	387	5	De 2 a 3 años
Noviembre 2005	Aragón	Hombres	749	6	Más de 3 años
Noviembre 2005	Aragón	Mujeres	12014	1	Hasta 3 meses
Noviembre 2005	Aragón	Mujeres	3160	2	De 3 a 6 meses
Noviembre 2005	Aragón	Mujeres	3645	3	De 6 a 12 meses
Noviembre 2005	Aragón	Mujeres	2986	4	De 1 a 2 años
Noviembre 2005	Aragón	Mujeres	1086	5	De 2 a 3 años
Noviembre 2005	Aragón	Mujeres	2202	6	Más de 3 años
Octubre 2005	Aragón	Hombres	9206	1	Hasta 3 meses
Octubre 2005	Aragón	Hombres	2375	2	De 3 a 6 meses
Octubre 2005	Aragón	Hombres	1962	3	De 6 a 12 meses
Octubre 2005	Aragón	Hombres	1588	4	De 1 a 2 años
Octubre 2005	Aragón	Hombres	449	5	De 2 a 3 años
Octubre 2005	Aragón	Hombres	751	6	Más de 3 años
Octubre 2005	Aragón	Mujeres	11985	1	Hasta 3 meses
Octubre 2005	Aragón	Mujeres	3213	2	De 3 a 6 meses
Octubre 2005	Aragón	Mujeres	3649	3	De 6 a 12 meses
Octubre 2005	Aragón	Mujeres	2994	4	De 1 a 2 años
Octubre 2005	Aragón	Mujeres	1096	5	De 2 a 3 años
Octubre 2005	Aragón	Mujeres	2195	6	Más de 3 años
Septiembre 2005	Aragón	Hombres	8382	1	Hasta 3 meses
Septiembre 2005	Aragón	Hombres	2155	2	De 3 a 6 meses
Septiembre 2005	Aragón	Hombres	2008	3	De 6 a 12 meses
Septiembre 2005	Aragón	Hombres	1618	4	De 1 a 2 años
Septiembre 2005	Aragón	Hombres	381	5	De 2 a 3 años
Septiembre 2005	Aragón	Hombres	762	6	Más de 3 años
Septiembre 2005	Aragón	Mujeres	10564	1	Hasta 3 meses
Septiembre 2005	Aragón	Mujeres	3359	2	De 3 a 6 meses
Septiembre 2005	Aragón	Mujeres	3593	3	De 6 a 12 meses
Septiembre 2005	Aragón	Mujeres	2924	4	De 1 a 2 años
Septiembre 2005	Aragón	Mujeres	1037	5	De 2 a 3 años
Septiembre 2005	Aragón	Mujeres	2186	6	Más de 3 años
Agosto 2005	Aragón	Hombres	8082	1	Hasta 3 meses
Agosto 2005	Aragón	Hombres	2161	2	De 3 a 6 meses
Agosto 2005	Aragón	Hombres	2101	3	De 6 a 12 meses
Agosto 2005	Aragón	Hombres	1580	4	De 1 a 2 años
Agosto 2005	Aragón	Hombres	387	5	De 2 a 3 años
Agosto 2005	Aragón	Hombres	766	6	Más de 3 años
Agosto 2005	Aragón	Mujeres	9854	1	Hasta 3 meses
Agosto 2005	Aragón	Mujeres	3560	2	De 3 a 6 meses
Agosto 2005	Aragón	Mujeres	3699	3	De 6 a 12 meses
Agosto 2005	Aragón	Mujeres	2813	4	De 1 a 2 años
Agosto 2005	Aragón	Mujeres	1083	5	De 2 a 3 años
Agosto 2005	Aragón	Mujeres	2136	6	Más de 3 años
Julio 2005	Aragón	Hombres	7315	1	Hasta 3 meses
Julio 2005	Aragón	Hombres	1959	2	De 3 a 6 meses
Julio 2005	Aragón	Hombres	1955	3	De 6 a 12 meses
Julio 2005	Aragón	Hombres	1557	4	De 1 a 2 años
Julio 2005	Aragón	Hombres	382	5	De 2 a 3 años
Julio 2005	Aragón	Hombres	769	6	Más de 3 años
Julio 2005	Aragón	Mujeres	9434	1	Hasta 3 meses
Julio 2005	Aragón	Mujeres	3544	2	De 3 a 6 meses
Julio 2005	Aragón	Mujeres	3408	3	De 6 a 12 meses
Julio 2005	Aragón	Mujeres	2720	4	De 1 a 2 años
Julio 2005	Aragón	Mujeres	1072	5	De 2 a 3 años
Julio 2005	Aragón	Mujeres	2127	6	Más de 3 años
Junio 2005	Aragón	Hombres	6688	1	Hasta 3 meses
Junio 2005	Aragón	Hombres	2107	2	De 3 a 6 meses
Junio 2005	Aragón	Hombres	1882	3	De 6 a 12 meses
Junio 2005	Aragón	Hombres	1551	4	De 1 a 2 años
Junio 2005	Aragón	Hombres	382	5	De 2 a 3 años
Junio 2005	Aragón	Hombres	778	6	Más de 3 años
Junio 2005	Aragón	Mujeres	9200	1	Hasta 3 meses
Junio 2005	Aragón	Mujeres	3517	2	De 3 a 6 meses
Junio 2005	Aragón	Mujeres	3686	3	De 6 a 12 meses
Junio 2005	Aragón	Mujeres	2675	4	De 1 a 2 años
Junio 2005	Aragón	Mujeres	1100	5	De 2 a 3 años
Junio 2005	Aragón	Mujeres	2175	6	Más de 3 años
Mayo 2005	Aragón	Hombres	6964	1	Hasta 3 meses
Mayo 2005	Aragón	Hombres	2295	2	De 3 a 6 meses
Mayo 2005	Aragón	Hombres	2143	3	De 6 a 12 meses
Mayo 2005	Aragón	Hombres	1589	4	De 1 a 2 años
Mayo 2005	Aragón	Hombres	365	5	De 2 a 3 años
Mayo 2005	Aragón	Hombres	790	6	Más de 3 años
Mayo 2005	Aragón	Mujeres	9394	1	Hasta 3 meses
Mayo 2005	Aragón	Mujeres	3633	2	De 3 a 6 meses
Mayo 2005	Aragón	Mujeres	4151	3	De 6 a 12 meses
Mayo 2005	Aragón	Mujeres	2702	4	De 1 a 2 años
Mayo 2005	Aragón	Mujeres	1097	5	De 2 a 3 años
Mayo 2005	Aragón	Mujeres	2208	6	Más de 3 años
Abril 2005	Aragón	Hombres	8005	1	Hasta 3 meses
Abril 2005	Aragón	Hombres	2685	2	De 3 a 6 meses
Abril 2005	Aragón	Hombres	2204	3	De 6 a 12 meses
Abril 2005	Aragón	Hombres	1683	4	De 1 a 2 años
Abril 2005	Aragón	Hombres	389	5	De 2 a 3 años
Abril 2005	Aragón	Hombres	809	6	Más de 3 años
Abril 2005	Aragón	Mujeres	10663	1	Hasta 3 meses
Abril 2005	Aragón	Mujeres	4064	2	De 3 a 6 meses
Abril 2005	Aragón	Mujeres	4174	3	De 6 a 12 meses
Abril 2005	Aragón	Mujeres	2858	4	De 1 a 2 años
Abril 2005	Aragón	Mujeres	1099	5	De 2 a 3 años
Abril 2005	Aragón	Mujeres	2278	6	Más de 3 años
Marzo 2005	Aragón	Hombres	8304	1	Hasta 3 meses
Marzo 2005	Aragón	Hombres	2865	2	De 3 a 6 meses
Marzo 2005	Aragón	Hombres	2079	3	De 6 a 12 meses
Marzo 2005	Aragón	Hombres	1727	4	De 1 a 2 años
Marzo 2005	Aragón	Hombres	391	5	De 2 a 3 años
Marzo 2005	Aragón	Hombres	820	6	Más de 3 años
Marzo 2005	Aragón	Mujeres	10651	1	Hasta 3 meses
Marzo 2005	Aragón	Mujeres	4420	2	De 3 a 6 meses
Marzo 2005	Aragón	Mujeres	3802	3	De 6 a 12 meses
