Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Temporalidad	Modalidad	Grupo de tipo de contrato	CCAA nombre
Marzo 2018	201803	Marzo	2018	Mujeres	26	Temporal	Ligados a la formación	Formación	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	69	Temporal	Ligados a la formación	Prácticas	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	15	Temporal	Otros	Otros	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	2	Temporal	Otros	Temp. Inserción	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	7	Temporal	Otros	Otros	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	7	Temporal	Otros	Temp. Inserción	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	1614	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	1460	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	1191	Indefinido	Indefinido	Indef. Fomento	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	1266	Indefinido	Indefinido	Indef. Ordinario	Aragón
Marzo 2018	201803	Marzo	2018	Hombres	26	Indefinido	Discapacitados	Minusválidos	Aragón
Marzo 2018	201803	Marzo	2018	Mujeres	15	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	7457	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	5090	Temporal	Obra o servicio	Obra o servicio	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	11265	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	9255	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	839	Temporal	Interinidad	Interinidad	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	3047	Temporal	Interinidad	Interinidad	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	43	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	20	Temporal	Discapacitados	Temp. Minusv	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	141	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	23	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	35	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	15	Temporal	Ligados a la jubilación	Relevo	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	183	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	94	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	236	Temporal	Ligados a la formación	Formación	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	67	Temporal	Ligados a la formación	Prácticas	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	16	Temporal	Otros	Otros	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	5	Temporal	Otros	Temp. Inserción	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	19	Temporal	Otros	Otros	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	6	Temporal	Otros	Temp. Inserción	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	1297	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	1462	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	899	Indefinido	Indefinido	Indef. Fomento	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	1195	Indefinido	Indefinido	Indef. Ordinario	Aragón
Febrero 2018	201802	Febrero	2018	Hombres	14	Indefinido	Discapacitados	Minusválidos	Aragón
Febrero 2018	201802	Febrero	2018	Mujeres	15	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2018	201801	Enero	2018	Hombres	8265	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2018	201801	Enero	2018	Mujeres	5257	Temporal	Obra o servicio	Obra o servicio	Aragón
Enero 2018	201801	Enero	2018	Hombres	13141	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2018	201801	Enero	2018	Mujeres	9890	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Enero 2018	201801	Enero	2018	Hombres	914	Temporal	Interinidad	Interinidad	Aragón
Enero 2018	201801	Enero	2018	Mujeres	3318	Temporal	Interinidad	Interinidad	Aragón
Enero 2018	201801	Enero	2018	Hombres	45	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2018	201801	Enero	2018	Mujeres	29	Temporal	Discapacitados	Temp. Minusv	Aragón
Enero 2018	201801	Enero	2018	Hombres	110	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2018	201801	Enero	2018	Hombres	44	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2018	201801	Enero	2018	Hombres	5	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Enero 2018	201801	Enero	2018	Mujeres	46	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Enero 2018	201801	Enero	2018	Mujeres	26	Temporal	Ligados a la jubilación	Relevo	Aragón
Enero 2018	201801	Enero	2018	Mujeres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Enero 2018	201801	Enero	2018	Hombres	71	Temporal	Ligados a la formación	Formación	Aragón
Enero 2018	201801	Enero	2018	Hombres	86	Temporal	Ligados a la formación	Prácticas	Aragón
Enero 2018	201801	Enero	2018	Mujeres	106	Temporal	Ligados a la formación	Formación	Aragón
Enero 2018	201801	Enero	2018	Mujeres	70	Temporal	Ligados a la formación	Prácticas	Aragón
Enero 2018	201801	Enero	2018	Hombres	27	Temporal	Otros	Otros	Aragón
Enero 2018	201801	Enero	2018	Hombres	3	Temporal	Otros	Temp. Inserción	Aragón
Enero 2018	201801	Enero	2018	Mujeres	6	Temporal	Otros	Otros	Aragón
Enero 2018	201801	Enero	2018	Mujeres	6	Temporal	Otros	Temp. Inserción	Aragón
Enero 2018	201801	Enero	2018	Hombres	1243	Indefinido	Indefinido	Indef. Fomento	Aragón
Enero 2018	201801	Enero	2018	Hombres	1555	Indefinido	Indefinido	Indef. Ordinario	Aragón
Enero 2018	201801	Enero	2018	Mujeres	900	Indefinido	Indefinido	Indef. Fomento	Aragón
Enero 2018	201801	Enero	2018	Mujeres	1169	Indefinido	Indefinido	Indef. Ordinario	Aragón
Enero 2018	201801	Enero	2018	Hombres	20	Indefinido	Discapacitados	Minusválidos	Aragón
Enero 2018	201801	Enero	2018	Mujeres	16	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	6767	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	5067	Temporal	Obra o servicio	Obra o servicio	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	12127	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	10165	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	701	Temporal	Interinidad	Interinidad	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	3077	Temporal	Interinidad	Interinidad	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	34	Temporal	Discapacitados	Temp. Minusv	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	31	Temporal	Discapacitados	Temp. Minusv	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	102	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	14	Temporal	Ligados a la jubilación	Relevo	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	38	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	12	Temporal	Ligados a la jubilación	Relevo	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	30	Temporal	Ligados a la formación	Formación	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	78	Temporal	Ligados a la formación	Prácticas	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	18	Temporal	Ligados a la formación	Formación	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	67	Temporal	Ligados a la formación	Prácticas	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	40	Temporal	Otros	Otros	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	4	Temporal	Otros	Temp. Inserción	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	12	Temporal	Otros	Otros	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	9	Temporal	Otros	Temp. Inserción	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	1084	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	1093	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	697	Indefinido	Indefinido	Indef. Fomento	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	949	Indefinido	Indefinido	Indef. Ordinario	Aragón
Diciembre 2017	201712	Diciembre	2017	Hombres	16	Indefinido	Discapacitados	Minusválidos	Aragón
Diciembre 2017	201712	Diciembre	2017	Mujeres	8	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	8434	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	5364	Temporal	Obra o servicio	Obra o servicio	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	13459	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	11420	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	906	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	3470	Temporal	Interinidad	Interinidad	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	56	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	28	Temporal	Discapacitados	Temp. Minusv	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	121	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	27	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	30	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	17	Temporal	Ligados a la jubilación	Relevo	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	25	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	127	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	30	Temporal	Ligados a la formación	Formación	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	81	Temporal	Ligados a la formación	Prácticas	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	15	Temporal	Otros	Otros	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	3	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	18	Temporal	Otros	Otros	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	5	Temporal	Otros	Temp. Inserción	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	1182	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	1544	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	829	Indefinido	Indefinido	Indef. Fomento	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	1288	Indefinido	Indefinido	Indef. Ordinario	Aragón
Noviembre 2017	201711	Noviembre	2017	Hombres	22	Indefinido	Discapacitados	Minusválidos	Aragón
Noviembre 2017	201711	Noviembre	2017	Mujeres	12	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	10879	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	7867	Temporal	Obra o servicio	Obra o servicio	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	16328	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	13150	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	992	Temporal	Interinidad	Interinidad	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	3499	Temporal	Interinidad	Interinidad	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	54	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	32	Temporal	Discapacitados	Temp. Minusv	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	103	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	18	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	42	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	22	Temporal	Ligados a la jubilación	Relevo	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	47	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	149	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	13	Temporal	Ligados a la formación	Formación	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	129	Temporal	Ligados a la formación	Prácticas	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	39	Temporal	Otros	Otros	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	3	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	27	Temporal	Otros	Otros	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	7	Temporal	Otros	Temp. Inserción	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	1090	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	1657	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	925	Indefinido	Indefinido	Indef. Fomento	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	1800	Indefinido	Indefinido	Indef. Ordinario	Aragón
Octubre 2017	201710	Octubre	2017	Hombres	23	Indefinido	Discapacitados	Minusválidos	Aragón
Octubre 2017	201710	Octubre	2017	Mujeres	7	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	12675	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	8650	Temporal	Obra o servicio	Obra o servicio	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	16017	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	12872	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	1008	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	3276	Temporal	Interinidad	Interinidad	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	40	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	21	Temporal	Discapacitados	Temp. Minusv	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	118	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	31	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	3	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	53	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	35	Temporal	Ligados a la jubilación	Relevo	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	7	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	115	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	125	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	37	Temporal	Ligados a la formación	Formación	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	138	Temporal	Ligados a la formación	Prácticas	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	39	Temporal	Otros	Otros	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	7	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	12	Temporal	Otros	Otros	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	11	Temporal	Otros	Temp. Inserción	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	1155	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	1711	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	858	Indefinido	Indefinido	Indef. Fomento	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	1772	Indefinido	Indefinido	Indef. Ordinario	Aragón
Septiembre 2017	201709	Septiembre	2017	Hombres	21	Indefinido	Discapacitados	Minusválidos	Aragón
Septiembre 2017	201709	Septiembre	2017	Mujeres	22	Indefinido	Discapacitados	Minusválidos	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	12741	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	6645	Temporal	Obra o servicio	Obra o servicio	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	14573	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	10635	Temporal	Eventual por circunstancias de la producción	Eventual producción	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	861	Temporal	Interinidad	Interinidad	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	2813	Temporal	Interinidad	Interinidad	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	38	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	17	Temporal	Discapacitados	Temp. Minusv	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	121	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	19	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	2	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	28	Temporal	Ligados a la jubilación	Jubilación parcial	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	16	Temporal	Ligados a la jubilación	Relevo	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	1	Temporal	Ligados a la jubilación	Sust. Jubilación	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	14	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	71	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	15	Temporal	Ligados a la formación	Formación	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	58	Temporal	Ligados a la formación	Prácticas	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	68	Temporal	Otros	Otros	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	9	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	6	Temporal	Otros	Otros	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	8	Temporal	Otros	Temp. Inserción	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	755	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2017	201708	Agosto	2017	Hombres	1100	Indefinido	Indefinido	Indef. Ordinario	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	567	Indefinido	Indefinido	Indef. Fomento	Aragón
Agosto 2017	201708	Agosto	2017	Mujeres	712	Indefinido	Indefinido	Indef. Ordinario	Aragón
