Año	Municipio código	Municipio nombre	Incendios	Superficie forestal afectada
2007	22090	Colungo	0	0
2007	22094	Chalamera	0	0
2007	22095	Chía	0	0
2007	22096	Chimillas	0	0
2007	22099	Esplús	0	0
2007	22102	Estada	0	0
2007	22103	Estadilla	1	1
2007	22105	Estopiñán del Castillo	0	0
2007	22106	Fago	0	0
2007	22107	Fanlo	0	0
2007	22109	Fiscal	1	0,4
2007	22110	Fonz	0	0
2007	22111	Foradada del Toscar	0	0
2007	22112	Fraga	3	1,76
2007	22113	Fueva (La)	0	0
2007	22114	Gistaín	0	0
2007	22115	Grado (El)	0	0
2007	22116	Grañén	2	5,86
2007	22117	Graus	0	0
2007	22119	Gurrea de Gállego	2	5,55
2007	22122	Hoz de Jaca	0	0
2007	22124	Huerto	1	2,66
2007	22125	Huesca	2	186,32
2007	22126	Ibieca	0	0
2007	22127	Igriés	0	0
2007	22128	Ilche	0	0
2007	22129	Isábena	0	0
2007	22130	Jaca	8	15,98
2007	22131	Jasa	0	0
2007	22133	Labuerda	1	0,01
2007	22135	Laluenga	0	0
2007	22136	Lalueza	2	47,82
2007	22137	Lanaja	2	5
2007	22139	Laperdiguera	0	0
2007	22141	Lascellas-Ponzano	1	0,73
2007	22142	Lascuarre	0	0
2007	22143	Laspaúles	0	0
2007	22144	Laspuña	0	0
2007	22149	Loarre	1	0,01
2007	22150	Loporzano	7	19,3
2007	22151	Loscorrales	1	4
2007	22155	Monesma y Cajigar	0	0
2007	22156	Monflorite-Lascasas	0	0
2007	22157	Montanuy	1	3,8
2007	22158	Monzón	4	20,24
2007	22160	Naval	0	0
2007	22162	Novales	0	0
2007	22163	Nueno	2	0,18
2007	22164	Olvena	0	0
2007	22165	Ontiñena	0	0
2007	22167	Osso de Cinca	0	0
2007	22168	Palo	0	0
2007	22170	Panticosa	0	0
2007	22172	Peñalba	1	1,13
2007	22173	Peñas de Riglos (Las)	0	0
2007	22174	Peralta de Alcofea	0	0
2007	22175	Peralta de Calasanz	0	0
2007	22176	Peraltilla	1	50
2007	22177	Perarrúa	0	0
2007	22178	Pertusa	0	0
2007	22181	Piracés	0	0
2007	22182	Plan	0	0
2007	22184	Poleñino	1	1,95
2007	22186	Pozán de Vero	0	0
2007	22187	Puebla de Castro (La)	0	0
2007	22188	Puente de Montañana	0	0
2007	22189	Puértolas	0	0
2007	22190	Pueyo de Araguás (El)	0	0
2007	22193	Pueyo de Santa Cruz	0	0
2007	22195	Quicena	0	0
2007	22197	Robres	1	1,19
2007	22199	Sabiñánigo	1	0,01
2007	22200	Sahún	1	0,01
2007	22201	Salas Altas	0	0
2007	22202	Salas Bajas	1	0,05
2007	22203	Salillas	0	0
2007	22204	Sallent de Gállego	0	0
2007	22205	San Esteban de Litera	1	0,95
2007	22206	Sangarrén	0	0
2007	22207	San Juan de Plan	1	0,01
2007	22208	Santa Cilia	0	0
2007	22209	Santa Cruz de la Serós	0	0
2007	22212	Santaliestra y San Quílez	0	0
2007	22213	Sariñena	5	3,94
2007	22214	Secastilla	0	0
2007	22215	Seira	1	0,01
2007	22217	Sena	0	0
2007	22218	Senés de Alcubierre	1	2,15
2007	22220	Sesa	0	0
2007	22221	Sesué	0	0
2007	22222	Siétamo	1	0,17
2007	22223	Sopeira	0	0
2007	22225	Tamarite de Litera	2	2,6
2007	22226	Tardienta	0	0
2007	22227	Tella-Sin	0	0
2007	22228	Tierz	1	1
2007	22229	Tolva	0	0
2007	22230	Torla-Ordesa	0	0
2007	22232	Torralba de Aragón	0	0
2007	22233	Torre la Ribera	0	0
2007	22234	Torrente de Cinca	1	4,17
2007	22235	Torres de Alcanadre	1	2,6
2007	22236	Torres de Barbués	0	0
2007	22239	Tramaced	0	0
2007	22242	Valfarta	0	0
2007	22243	Valle de Bardají	0	0
2007	22244	Valle de Lierp	0	0
2007	22245	Velilla de Cinca	0	0
2007	22246	Beranuy	0	0
2007	22247	Viacamp y Litera	0	0
2007	22248	Vicién	0	0
2007	22249	Villanova	0	0
2007	22250	Villanúa	0	0
2007	22251	Villanueva de Sigena	0	0
2007	22252	Yebra de Basa	1	1,63
2007	22253	Yésero	0	0
2007	22254	Zaidín	0	0
2007	22901	Valle de Hecho	1	0,02
2007	22902	Puente la Reina de Jaca	0	0
2007	22903	San Miguel del Cinca	1	5,2
2007	22904	Sotonera (La)	2	0,33
2007	22905	Lupiñén-Ortilla	3	2,7
2007	22906	Santa María de Dulcis	0	0
2007	22907	Aínsa-Sobrarbe	0	0
2007	22908	Hoz y Costeán	0	0
2007	22909	Vencillón	0	0
2007	44001	Ababuj	0	0
2007	44002	Abejuela	0	0
2007	44003	Aguatón	0	0
2007	44004	Aguaviva	1	2,18
2007	44005	Aguilar del Alfambra	0	0
2007	44006	Alacón	0	0
2007	44007	Alba	0	0
2007	44008	Albalate del Arzobispo	2	5,65
2007	44009	Albarracín	1	0,05
2007	44010	Albentosa	0	0
2007	44011	Alcaine	0	0
2007	44012	Alcalá de la Selva	0	0
2007	44013	Alcañiz	8	1,87
2007	44014	Alcorisa	2	0,13
2007	44016	Alfambra	0	0
2007	44017	Aliaga	0	0
2007	44018	Almohaja	0	0
2007	44019	Alobras	0	0
2007	44020	Alpeñés	0	0
2007	44021	Allepuz	0	0
2007	44022	Alloza	0	0
2007	44023	Allueva	0	0
2007	44024	Anadón	0	0
2007	44025	Andorra	1	0,01
2007	44026	Arcos de las Salinas	0	0
2007	44027	Arens de Lledó	2	2,18
2007	44028	Argente	0	0
2007	44029	Ariño	2	1,66
2007	44031	Azaila	1	0,15
2007	44032	Bádenas	0	0
2007	44033	Báguena	6	6,21
2007	44034	Bañón	0	0
2007	44035	Barrachina	1	0,2
2007	44036	Bea	0	0
2007	44037	Beceite	1	2,02
2007	44038	Belmonte de San José	1	0,12
2007	44039	Bello	0	0
2007	44040	Berge	1	0,01
2007	44041	Bezas	0	0
2007	44042	Blancas	1	5,48
2007	44043	Blesa	0	0
2007	44044	Bordón	0	0
2007	44045	Bronchales	1	2
2007	44046	Bueña	0	0
2007	44047	Burbáguena	3	2,47
2007	44048	Cabra de Mora	0	0
2007	44049	Calaceite	0	0
2007	44050	Calamocha	3	7,54
2007	44051	Calanda	1	24
2007	44052	Calomarde	0	0
2007	44053	Camañas	0	0
2007	44054	Camarena de la Sierra	1	0,01
2007	44055	Camarillas	1	6,1
2007	44056	Caminreal	3	4,56
2007	44059	Cantavieja	0	0
2007	44060	Cañada de Benatanduz	0	0
2007	44061	Cañada de Verich (La)	0	0
2007	44062	Cañada Vellida	0	0
2007	44063	Cañizar del Olivar	0	0
2007	44064	Cascante del Río	1	0,25
2007	44065	Castejón de Tornos	1	6,14
2007	44066	Castel de Cabra	0	0
2007	44067	Castelnou	1	0,25
2007	44068	Castelserás	0	0
2007	44070	Castellar (El)	1	0,19
2007	44071	Castellote	1	0,01
2007	44074	Cedrillas	0	0
2007	44075	Celadas	0	0
2007	44076	Cella	3	15,7
2007	44077	Cerollera (La)	0	0
2007	44080	Codoñera (La)	1	0,72
2007	44082	Corbalán	0	0
2007	44084	Cortes de Aragón	0	0
2007	44085	Cosa	0	0
2007	44086	Cretas	1	0,45
2007	44087	Crivillén	0	0
2007	44088	Cuba (La)	0	0
2007	44089	Cubla	0	0
2007	44090	Cucalón	0	0
2007	44092	Cuervo (El)	0	0
2007	44093	Cuevas de Almudén	0	0
2007	44094	Cuevas Labradas	0	0
2007	44096	Ejulve	2	3,01
2007	44097	Escorihuela	0	0
2007	44099	Escucha	1	0,62
2007	44100	Estercuel	1	0,01
2007	44101	Ferreruela de Huerva	0	0
2007	44102	Fonfría	0	0
2007	44103	Formiche Alto	1	0,01
2007	44105	Fórnoles	1	0,02
2007	44106	Fortanete	1	0,05
2007	44107	Foz-Calanda	0	0
2007	44108	Fresneda (La)	0	0
2007	44109	Frías de Albarracín	0	0
2007	44110	Fuenferrada	0	0
2007	44111	Fuentes Calientes	0	0
2007	44112	Fuentes Claras	0	0
2007	44113	Fuentes de Rubielos	0	0
2007	44114	Fuentespalda	1	4,51
2007	44115	Galve	0	0
2007	44116	Gargallo	0	0
2007	44117	Gea de Albarracín	0	0
2007	44118	Ginebrosa (La)	0	0
2007	44119	Griegos	0	0
2007	44120	Guadalaviar	0	0
2007	44121	Gúdar	0	0
2007	44122	Híjar	4	6,05
2007	44123	Hinojosa de Jarque	0	0
2007	44124	Hoz de la Vieja (La)	0	0
2007	44125	Huesa del Común	0	0
2007	44126	Iglesuela del Cid (La)	0	0
2007	44127	Jabaloyas	0	0
2007	44128	Jarque de la Val	1	2,45
2007	44129	Jatiel	1	0,5
2007	44130	Jorcas	0	0
2007	44131	Josa	0	0
2007	44132	Lagueruela	0	0
2007	44133	Lanzuela	0	0
2007	44135	Libros	0	0
2007	44136	Lidón	0	0
2007	44137	Linares de Mora	0	0
2007	44138	Loscos	0	0
2007	44141	Lledó	0	0
2007	44142	Maicas	0	0
2007	44143	Manzanera	1	0,13
2007	44144	Martín del Río	1	0,01
2007	44145	Mas de las Matas	1	0,11
2007	44146	Mata de los Olmos (La)	0	0
2007	44147	Mazaleón	2	0,5
2007	44148	Mezquita de Jarque	0	0
2007	44149	Mirambel	0	0
2007	44150	Miravete de la Sierra	0	0
2007	44151	Molinos	2	0,02
2007	44152	Monforte de Moyuela	1	0,67
2007	44153	Monreal del Campo	2	0,41
2007	44154	Monroyo	1	0,02
2007	44155	Montalbán	2	0,81
2007	44156	Monteagudo del Castillo	0	0
2007	44157	Monterde de Albarracín	0	0
2007	44158	Mora de Rubielos	0	0
2007	44159	Moscardón	0	0
2007	44160	Mosqueruela	0	0
2007	44161	Muniesa	0	0
2007	44163	Noguera de Albarracín	0	0
2007	44164	Nogueras	0	0
2007	44165	Nogueruelas	0	0
2007	44167	Obón	2	0,51
2007	44168	Odón	0	0
2007	44169	Ojos Negros	0	0
2007	44171	Olba	1	0,62
2007	44172	Oliete	2	0,18
2007	44173	Olmos (Los)	1	0,1
2007	44174	Orihuela del Tremedal	0	0
2007	44175	Orrios	0	0
2007	44176	Palomar de Arroyos	0	0
2007	44177	Pancrudo	0	0
2007	44178	Parras de Castellote (Las)	1	0,1
2007	44179	Peñarroya de Tastavins	0	0
2007	44180	Peracense	0	0
2007	44181	Peralejos	0	0
2007	44182	Perales del Alfambra	0	0
2007	44183	Pitarque	1	0,01
2007	44184	Plou	0	0
2007	44185	Pobo (El)	0	0
2007	44187	Portellada (La)	0	0
2007	44189	Pozondón	1	0,02
2007	44190	Pozuel del Campo	0	0
2007	44191	Puebla de Híjar (La)	4	2,68
2007	44192	Puebla de Valverde (La)	0	0
2007	44193	Puertomingalvo	0	0
2007	44194	Ráfales	1	0,27
2007	44195	Rillo	0	0
2007	44196	Riodeva	0	0
2007	44197	Ródenas	0	0
2007	44198	Royuela	0	0
2007	44199	Rubiales	0	0
2007	44200	Rubielos de la Cérida	0	0
2007	44201	Rubielos de Mora	0	0
2007	44203	Salcedillo	0	0
2007	44204	Saldón	0	0
2007	44205	Samper de Calanda	5	11,4
2007	44206	San Agustín	0	0
2007	44207	San Martín del Río	2	3,32
2007	44208	Santa Cruz de Nogueras	0	0
2007	44209	Santa Eulalia	1	8,4
2007	44210	Sarrión	0	0
2007	44211	Segura de los Baños	0	0
2007	44212	Seno	0	0
2007	44213	Singra	1	3,3
2007	44215	Terriente	0	0
2007	44216	Teruel	0	0
2007	44217	Toril y Masegoso	0	0
2007	44218	Tormón	1	0,02
2007	44219	Tornos	0	0
2007	44220	Torralba de los Sisones	0	0
2007	44221	Torrecilla de Alcañiz	0	0
2007	44222	Torrecilla del Rebollar	0	0
2007	44223	Torre de Arcas	0	0
2007	44224	Torre de las Arcas	1	1472,91
2007	44225	Torre del Compte	0	0
2007	44226	Torrelacárcel	0	0
2007	44227	Torre los Negros	0	0
2007	44228	Torremocha de Jiloca	0	0
2007	44229	Torres de Albarracín	0	0
2007	44230	Torrevelilla	0	0
2007	44231	Torrijas	1	0,12
2007	44232	Torrijo del Campo	0	0
2007	44234	Tramacastiel	1	1,85
2007	44235	Tramacastilla	1	0,07
2007	44236	Tronchón	0	0
2007	44237	Urrea de Gaén	2	3
2007	44238	Utrillas	0	0
2007	44239	Valacloche	0	0
2007	44240	Valbona	0	0
2007	44241	Valdealgorfa	0	0
2007	44243	Valdecuenca	0	0
2007	44244	Valdelinares	0	0
2007	44245	Valdeltormo	1	0,34
2007	44246	Valderrobres	3	0,04
2007	44247	Valjunquera	1	0,28
2007	44249	Vallecillo (El)	0	0
2007	44250	Veguillas de la Sierra	0	0
2007	44251	Villafranca del Campo	0	0
2007	44252	Villahermosa del Campo	0	0
2007	44256	Villanueva del Rebollar de la Sierra	0	0
2007	44257	Villar del Cobo	2	0,03
2007	44258	Villar del Salz	1	0,88
2007	44260	Villarluengo	0	0
2007	44261	Villarquemado	0	0
2007	44262	Villarroya de los Pinares	0	0
2007	44263	Villastar	0	0
2007	44264	Villel	0	0
2007	44265	Vinaceite	0	0
2007	44266	Visiedo	0	0
2007	44267	Vivel del Río Martín	0	0
2007	44268	Zoma (La)	0	0
2007	50001	Abanto	0	0
2007	50002	Acered	0	0
2007	50003	Agón	0	0
2007	50004	Aguarón	0	0
2007	50005	Aguilón	0	0
2007	50006	Ainzón	2	0,16
2007	50007	Aladrén	1	0,08
2007	50008	Alagón	0	0
2007	50009	Alarba	0	0
2007	50010	Alberite de San Juan	0	0
2007	50011	Albeta	1	2
2007	50012	Alborge	0	0
2007	50013	Alcalá de Ebro	2	0,06
2007	50014	Alcalá de Moncayo	0	0
2007	50015	Alconchel de Ariza	0	0
2007	50016	Aldehuela de Liestos	0	0
2007	50017	Alfajarín	1	0,34
2007	50018	Alfamén	0	0
2007	50019	Alforque	0	0
2007	50020	Alhama de Aragón	1	0,01
2007	50021	Almochuel	0	0
2007	50022	Almolda (La)	1	0,2
2007	50023	Almonacid de la Cuba	1	0,12
2007	50024	Almonacid de la Sierra	0	0
2007	50025	Almunia de Doña Godina (La)	0	0
2007	50026	Alpartir	0	0
2007	50027	Ambel	0	0
2007	50028	Anento	1	0,15
2007	50029	Aniñón	0	0
2007	50030	Añón de Moncayo	0	0
2007	50031	Aranda de Moncayo	0	0
2007	50032	Arándiga	0	0
2007	50033	Ardisa	0	0
2007	50034	Ariza	0	0
2007	50035	Artieda	0	0
2007	50036	Asín	2	11,4
2007	50037	Atea	0	0
2007	50038	Ateca	3	11,92
2007	50039	Azuara	0	0
2007	50040	Badules	2	25,45
2007	50041	Bagüés	2	0,04
2007	50042	Balconchán	1	0,7
2007	50043	Bárboles	0	0
2007	50044	Bardallur	1	1,1
2007	50045	Belchite	1	0,1
2007	50046	Belmonte de Gracián	0	0
2007	50047	Berdejo	0	0
2007	50048	Berrueco	0	0
2007	50050	Bijuesca	2	1,8
2007	50051	Biota	2	0,48
2007	50052	Bisimbre	0	0
2007	50053	Boquiñeni	0	0
2007	50054	Bordalba	0	0
2007	50055	Borja	2	0,04
2007	50056	Botorrita	1	0,93
2007	50057	Brea de Aragón	0	0
2007	50058	Bubierca	1	0,6
2007	50059	Bujaraloz	0	0
2007	50060	Bulbuente	0	0
2007	50061	Bureta	0	0
2007	50062	Burgo de Ebro (El)	0	0
2007	50063	Buste (El)	0	0
2007	50064	Cabañas de Ebro	1	0,01
2007	50065	Cabolafuente	0	0
2007	50066	Cadrete	1	0,07
2007	50067	Calatayud	4	0,04
2007	50068	Calatorao	0	0
2007	50069	Calcena	0	0
2007	50070	Calmarza	0	0
2007	50071	Campillo de Aragón	0	0
2007	50072	Carenas	4	9,26
2007	50073	Cariñena	0	0
2007	50074	Caspe	9	6,91
2007	50075	Castejón de Alarba	0	0
2007	50076	Castejón de las Armas	2	2
2007	50077	Castejón de Valdejasa	0	0
2007	50078	Castiliscar	1	0,15
2007	50079	Cervera de la Cañada	4	1,87
2007	50080	Cerveruela	0	0
2007	50081	Cetina	4	1,21
2007	50082	Cimballa	0	0
2007	50083	Cinco Olivas	1	0,42
2007	50084	Clarés de Ribota	0	0
2007	50085	Codo	1	5,8
2007	50086	Codos	0	0
2007	50087	Contamina	0	0
2007	50088	Cosuenda	1	0,95
2007	50089	Cuarte de Huerva	0	0
2007	50090	Cubel	0	0
2007	50091	Cuerlas (Las)	0	0
2007	50092	Chiprana	0	0
2007	50093	Chodes	0	0
2007	50094	Daroca	1	2,1
2007	50095	Ejea de los Caballeros	8	16,53
2007	50096	Embid de Ariza	0	0
2007	50098	Encinacorba	1	1,3
2007	50099	Épila	0	0
2007	50100	Erla	1	0,5
2007	50101	Escatrón	1	0,44
2007	50102	Fabara	0	0
2007	50104	Farlete	0	0
2007	50105	Fayón	0	0
2007	50106	Fayos (Los)	0	0
2007	50107	Figueruelas	1	1
2007	50108	Fombuena	0	0
2007	50109	Frago (El)	0	0
2007	50110	Frasno (El)	2	0,81
2007	50111	Fréscano	0	0
2007	50113	Fuendejalón	0	0
2007	50114	Fuendetodos	0	0
2007	50115	Fuentes de Ebro	6	4,78
2007	50116	Fuentes de Jiloca	0	0
2007	50117	Gallocanta	0	0
2007	50118	Gallur	0	0
2007	50119	Gelsa	1	0,43
2007	50120	Godojos	1	0,15
2007	50121	Gotor	0	0
2007	50122	Grisel	0	0
2007	50123	Grisén	0	0
2007	50124	Herrera de los Navarros	0	0
2007	50125	Ibdes	1	0,5
2007	50126	Illueca	0	0
2007	50128	Isuerre	0	0
2007	50129	Jaraba	0	0
2007	50130	Jarque de Moncayo	1	0,7
2007	50131	Jaulín	0	0
2007	50132	Joyosa (La)	0	0
2007	50133	Lagata	1	2,21
2007	50134	Langa del Castillo	0	0
2007	50135	Layana	0	0
2007	50136	Lécera	0	0
2007	50137	Leciñena	1	1,15
2007	50138	Lechón	0	0
2007	50139	Letux	2	0,11
2007	50140	Litago	0	0
2007	50141	Lituénigo	0	0
2007	50142	Lobera de Onsella	0	0
2007	50143	Longares	0	0
2007	50144	Longás	0	0
2007	50146	Lucena de Jalón	0	0
2007	50147	Luceni	1	0,05
2007	50148	Luesia	1	1,5
2007	50149	Luesma	0	0
2007	50150	Lumpiaque	0	0
2007	50151	Luna	0	0
2007	50152	Maella	2	0,25
2007	50153	Magallón	2	10,36
2007	50154	Mainar	0	0
2007	50155	Malanquilla	0	0
2007	50156	Maleján	0	0
2007	50157	Malón	0	0
2007	50159	Maluenda	0	0
2007	50160	Mallén	3	25,05
2007	50161	Manchones	0	0
2007	50162	Mara	0	0
2007	50163	María de Huerva	4	1,84
2007	50164	Mediana de Aragón	1	0,04
2007	50165	Mequinenza	2	0,14
2007	50166	Mesones de Isuela	0	0
2007	50167	Mezalocha	1	0,05
2007	50168	Mianos	0	0
2007	50169	Miedes de Aragón	0	0
2007	50170	Monegrillo	0	0
2007	50171	Moneva	0	0
2007	50172	Monreal de Ariza	0	0
2007	50173	Monterde	0	0
2007	50174	Montón	0	0
2007	50175	Morata de Jalón	0	0
2007	50176	Morata de Jiloca	0	0
2007	50177	Morés	1	0,13
2007	50178	Moros	2	1,51
2007	50179	Moyuela	0	0
2007	50180	Mozota	0	0
2007	50181	Muel	1	0,1
2007	50182	Muela (La)	0	0
2007	50183	Munébrega	2	1,2
2007	50184	Murero	0	0
2007	50185	Murillo de Gállego	1	0,2
2007	50186	Navardún	1	4,41
2007	50187	Nigüella	0	0
2007	50188	Nombrevilla	1	0,79
2007	50189	Nonaspe	2	2,53
2007	50190	Novallas	0	0
2007	50191	Novillas	0	0
2007	50192	Nuévalos	1	14
2007	50193	Nuez de Ebro	0	0
2007	50194	Olvés	0	0
2007	50195	Orcajo	0	0
2007	50196	Orera	0	0
2007	50197	Orés	0	0
2007	50198	Oseja	0	0
2007	50199	Osera de Ebro	3	4,12
2007	50200	Paniza	0	0
2007	50201	Paracuellos de Jiloca	1	0,03
2007	50202	Paracuellos de la Ribera	0	0
2007	50203	Pastriz	1	0,03
2007	50204	Pedrola	0	0
2007	50205	Pedrosas (Las)	0	0
2007	50206	Perdiguera	0	0
2007	50207	Piedratajada	0	0
2007	50208	Pina de Ebro	1	0,14
2007	50209	Pinseque	0	0
2007	50210	Pintanos (Los)	0	0
2007	50211	Plasencia de Jalón	1	0,39
2007	50212	Pleitas	0	0
2007	50213	Plenas	0	0
2007	50214	Pomer	0	0
2007	50215	Pozuel de Ariza	0	0
2007	50216	Pozuelo de Aragón	0	0
2007	50217	Pradilla de Ebro	1	0,01
2007	50218	Puebla de Albortón	0	0
2007	50219	Puebla de Alfindén (La)	0	0
2007	50220	Puendeluna	0	0
2007	50221	Purujosa	0	0
2007	50222	Quinto	1	19,5
2007	50223	Remolinos	0	0
2007	50224	Retascón	0	0
2007	50225	Ricla	1	0,23
2007	50227	Romanos	0	0
2007	50228	Rueda de Jalón	2	0,42
2007	50229	Ruesca	0	0
2007	50230	Sádaba	2	15,2
2007	50231	Salillas de Jalón	0	0
2007	50232	Salvatierra de Esca	0	0
2007	50233	Samper del Salz	1	2
2007	50234	San Martín de la Virgen de Moncayo	0	0
2007	50235	San Mateo de Gállego	1	0,1
2007	50236	Santa Cruz de Grío	1	0,5
2007	50237	Santa Cruz de Moncayo	0	0
2007	50238	Santa Eulalia de Gállego	0	0
2007	50239	Santed	0	0
2007	50240	Sástago	1	0,47
2007	50241	Saviñán	1	0,02
2007	50242	Sediles	0	0
2007	50243	Sestrica	0	0
2007	50244	Sierra de Luna	1	1
2007	50245	Sigüés	2	0,9
2007	50246	Sisamón	0	0
2007	50247	Sobradiel	0	0
2007	50248	Sos del Rey Católico	3	2,63
2007	50249	Tabuenca	1	2,05
2007	50250	Talamantes	0	0
2007	50251	Tarazona	2	1,8
2007	50252	Tauste	6	1,41
2007	50253	Terrer	1	0,1
2007	50254	Tierga	0	0
2007	50255	Tobed	1	4
2007	50256	Torralba de los Frailes	0	0
2007	50257	Torralba de Ribota	0	0
2007	50258	Torralbilla	0	0
2007	50259	Torrehermosa	0	0
2007	50260	Torrelapaja	0	0
2007	50261	Torrellas	0	0
2007	50262	Torres de Berrellén	2	0,42
2007	50263	Torrijo de la Cañada	0	0
2007	50264	Tosos	1	0,15
2007	50265	Trasmoz	0	0
2007	50266	Trasobares	0	0
2007	50267	Uncastillo	1	0,08
2007	50268	Undués de Lerda	0	0
2007	50269	Urrea de Jalón	1	0,09
2007	50270	Urriés	0	0
2007	50271	Used	0	0
2007	50272	Utebo	2	0,24
2007	50273	Valdehorna	0	0
2007	50274	Val de San Martín	1	2,2
2007	50275	Valmadrid	0	0
2007	50276	Valpalmas	0	0
2007	50277	Valtorres	0	0
2007	50278	Velilla de Ebro	0	0
2007	50279	Velilla de Jiloca	0	0
2007	50280	Vera de Moncayo	1	0,18
2007	50281	Vierlas	0	0
2007	50282	Vilueña (La)	0	0
2007	50283	Villadoz	0	0
2007	50284	Villafeliche	0	0
2007	50285	Villafranca de Ebro	2	2,61
2007	50286	Villalba de Perejil	0	0
2007	50287	Villalengua	0	0
2007	50288	Villanueva de Gállego	0	0
2007	50289	Villanueva de Jiloca	0	0
2007	50290	Villanueva de Huerva	1	6,2
2007	50291	Villar de los Navarros	0	0
2007	50292	Villarreal de Huerva	0	0
2007	50293	Villarroya de la Sierra	2	0,09
2007	50294	Villarroya del Campo	0	0
2007	50295	Vistabella	1	0,7
2007	50296	Zaida (La)	1	1,5
2007	50297	Zaragoza	13	19,67
2007	50298	Zuera	8	17,84
2007	50901	Biel	0	0
2007	50902	Marracos	0	0
2007	50903	Villamayor de Gállego	1	1,05
2008	22001	Abiego	1	0,01
2008	22002	Abizanda	0	0
2008	22003	Adahuesca	1	0,1
2008	22004	Agüero	0	0
2008	22006	Aísa	1	0,01
2008	22007	Albalate de Cinca	1	3
2008	22008	Albalatillo	0	0
2008	22009	Albelda	0	0
2008	22011	Albero Alto	0	0
2008	22012	Albero Bajo	2	1
2008	22013	Alberuela de Tubo	0	0
2008	22014	Alcalá de Gurrea	4	4,1
2008	22015	Alcalá del Obispo	0	0
2008	22016	Alcampell	0	0
2008	22017	Alcolea de Cinca	1	5,8
2008	22018	Alcubierre	1	0,02
2008	22019	Alerre	0	0
2008	22020	Alfántega	0	0
2008	22021	Almudévar	3	2,86
2008	22022	Almunia de San Juan	0	0
2008	22023	Almuniente	1	0,18
2008	22024	Alquézar	1	1,8
2008	22025	Altorricón	0	0
2008	22027	Angüés	0	0
2008	22028	Ansó	0	0
2008	22029	Antillón	0	0
2008	22032	Aragüés del Puerto	0	0
2008	22035	Arén	0	0
2008	22036	Argavieso	0	0
2008	22037	Arguis	1	0,5
2008	22039	Ayerbe	0	0
2008	22040	Azanuy-Alins	0	0
2008	22041	Azara	0	0
2008	22042	Azlor	0	0
2008	22043	Baells	0	0
2008	22044	Bailo	1	0,01
2008	22045	Baldellou	0	0
2008	22046	Ballobar	2	3,19
2008	22047	Banastás	0	0
2008	22048	Barbastro	5	3,07
2008	22049	Barbués	1	0,25
2008	22050	Barbuñales	0	0
2008	22051	Bárcabo	0	0
2008	22052	Belver de Cinca	1	0,1
2008	22053	Benabarre	0	0
2008	22054	Benasque	1	0,6
2008	22055	Berbegal	0	0
2008	22057	Bielsa	0	0
2008	22058	Bierge	0	0
