Año	Municipio código	Municipio nombre	Incendios	Superficie forestal afectada
2009	22133	Labuerda	0	0
2009	22135	Laluenga	0	0
2009	22136	Lalueza	3	2,92
2009	22137	Lanaja	2	2,4
2009	22139	Laperdiguera	0	0
2009	22141	Lascellas-Ponzano	0	0
2009	22142	Lascuarre	0	0
2009	22143	Laspaúles	0	0
2009	22144	Laspuña	1	2,5
2009	22149	Loarre	1	0,02
2009	22150	Loporzano	1	0,04
2009	22151	Loscorrales	0	0
2009	22155	Monesma y Cajigar	0	0
2009	22156	Monflorite-Lascasas	0	0
2009	22157	Montanuy	0	0
2009	22158	Monzón	5	1,25
2009	22160	Naval	0	0
2009	22162	Novales	0	0
2009	22163	Nueno	1	0,01
2009	22164	Olvena	0	0
2009	22165	Ontiñena	1	0,35
2009	22167	Osso de Cinca	1	0,01
2009	22168	Palo	0	0
2009	22170	Panticosa	0	0
2009	22172	Peñalba	3	3,57
2009	22173	Peñas de Riglos (Las)	1	0,1
2009	22174	Peralta de Alcofea	0	0
2009	22175	Peralta de Calasanz	0	0
2009	22176	Peraltilla	0	0
2009	22177	Perarrúa	0	0
2009	22178	Pertusa	0	0
2009	22181	Piracés	0	0
2009	22182	Plan	0	0
2009	22184	Poleñino	1	8,5
2009	22186	Pozán de Vero	0	0
2009	22187	Puebla de Castro (La)	1	0,1
2009	22188	Puente de Montañana	0	0
2009	22189	Puértolas	0	0
2009	22190	Pueyo de Araguás (El)	0	0
2009	22193	Pueyo de Santa Cruz	0	0
2009	22195	Quicena	0	0
2009	22197	Robres	0	0
2009	22199	Sabiñánigo	2	0,05
2009	22200	Sahún	0	0
2009	22201	Salas Altas	0	0
2009	22202	Salas Bajas	0	0
2009	22203	Salillas	0	0
2009	22204	Sallent de Gállego	1	0,02
2009	22205	San Esteban de Litera	0	0
2009	22206	Sangarrén	1	1,7
2009	22207	San Juan de Plan	0	0
2009	22208	Santa Cilia	0	0
2009	22209	Santa Cruz de la Serós	0	0
2009	22212	Santaliestra y San Quílez	1	0,01
2009	22213	Sariñena	6	9,47
2009	22214	Secastilla	0	0
2009	22215	Seira	2	0,06
2009	22217	Sena	0	0
2009	22218	Senés de Alcubierre	0	0
2009	22220	Sesa	1	0,22
2009	22221	Sesué	0	0
2009	22222	Siétamo	1	0,08
2009	22223	Sopeira	0	0
2009	22225	Tamarite de Litera	1	0,15
2009	22226	Tardienta	1	1,8
2009	22227	Tella-Sin	1	0,5
2009	22228	Tierz	1	0,01
2009	22229	Tolva	0	0
2009	22230	Torla-Ordesa	1	0,01
2009	22232	Torralba de Aragón	0	0
2009	22233	Torre la Ribera	0	0
2009	22234	Torrente de Cinca	0	0
2009	22235	Torres de Alcanadre	0	0
2009	22236	Torres de Barbués	0	0
2009	22239	Tramaced	0	0
2009	22242	Valfarta	0	0
2009	22243	Valle de Bardají	0	0
2009	22244	Valle de Lierp	0	0
2009	22245	Velilla de Cinca	1	0,15
2009	22246	Beranuy	0	0
2009	22247	Viacamp y Litera	0	0
2009	22248	Vicién	0	0
2009	22249	Villanova	0	0
2009	22250	Villanúa	0	0
2009	22251	Villanueva de Sigena	1	0,85
2009	22252	Yebra de Basa	0	0
2009	22253	Yésero	0	0
2009	22254	Zaidín	0	0
2009	22901	Valle de Hecho	0	0
2009	22902	Puente la Reina de Jaca	0	0
2009	22903	San Miguel del Cinca	1	1,55
2009	22904	Sotonera (La)	0	0
2009	22905	Lupiñén-Ortilla	0	0
2009	22906	Santa María de Dulcis	0	0
2009	22907	Aínsa-Sobrarbe	1	0,01
2009	22908	Hoz y Costeán	0	0
2009	22909	Vencillón	0	0
2009	44001	Ababuj	0	0
2009	44002	Abejuela	0	0
2009	44003	Aguatón	0	0
2009	44004	Aguaviva	0	0
2009	44005	Aguilar del Alfambra	0	0
2009	44006	Alacón	0	0
2009	44007	Alba	0	0
2009	44008	Albalate del Arzobispo	0	0
2009	44009	Albarracín	5	3,62
2009	44010	Albentosa	0	0
2009	44011	Alcaine	0	0
2009	44012	Alcalá de la Selva	1	0,01
2009	44013	Alcañiz	2	0,06
2009	44014	Alcorisa	2	0,31
2009	44016	Alfambra	0	0
2009	44017	Aliaga	3	6694,2
2009	44018	Almohaja	0	0
2009	44019	Alobras	0	0
2009	44020	Alpeñés	0	0
2009	44021	Allepuz	0	0
2009	44022	Alloza	1	1142,78
2009	44023	Allueva	0	0
2009	44024	Anadón	0	0
2009	44025	Andorra	2	1,73
2009	44026	Arcos de las Salinas	0	0
2009	44027	Arens de Lledó	1	0,01
2009	44028	Argente	0	0
2009	44029	Ariño	1	1
2009	44031	Azaila	0	0
2009	44032	Bádenas	0	0
2009	44033	Báguena	0	0
2009	44034	Bañón	0	0
2009	44035	Barrachina	0	0
2009	44036	Bea	0	0
2009	44037	Beceite	2	0,4
2009	44038	Belmonte de San José	0	0
2009	44039	Bello	0	0
2009	44040	Berge	1	0,01
2009	44041	Bezas	0	0
2009	44042	Blancas	0	0
2009	44043	Blesa	0	0
2009	44044	Bordón	2	1,3
2009	44045	Bronchales	0	0
2009	44046	Bueña	0	0
2009	44047	Burbáguena	2	4,6
2009	44048	Cabra de Mora	0	0
2009	44049	Calaceite	3	1,05
2009	44050	Calamocha	0	0
2009	44051	Calanda	5	1,28
2009	44052	Calomarde	0	0
2009	44053	Camañas	0	0
2009	44054	Camarena de la Sierra	0	0
2009	44055	Camarillas	0	0
2009	44056	Caminreal	2	3,03
2009	44059	Cantavieja	0	0
2009	44060	Cañada de Benatanduz	0	0
2009	44061	Cañada de Verich (La)	0	0
2009	44062	Cañada Vellida	0	0
2009	44063	Cañizar del Olivar	1	0,61
2009	44064	Cascante del Río	0	0
2009	44065	Castejón de Tornos	0	0
2009	44066	Castel de Cabra	0	0
2009	44067	Castelnou	1	1
2009	44068	Castelserás	1	0,2
2009	44070	Castellar (El)	1	0,01
2009	44071	Castellote	3	0,03
2009	44074	Cedrillas	0	0
2009	44075	Celadas	0	0
2009	44076	Cella	3	13,3
2009	44077	Cerollera (La)	0	0
2009	44080	Codoñera (La)	0	0
2009	44082	Corbalán	1	1047,64
2009	44084	Cortes de Aragón	0	0
2009	44085	Cosa	0	0
2009	44086	Cretas	1	0,23
2009	44087	Crivillén	1	1,6
2009	44088	Cuba (La)	0	0
2009	44089	Cubla	0	0
2009	44090	Cucalón	0	0
2009	44092	Cuervo (El)	0	0
2009	44093	Cuevas de Almudén	0	0
2009	44094	Cuevas Labradas	1	0,02
2009	44096	Ejulve	2	0,12
2009	44097	Escorihuela	0	0
2009	44099	Escucha	0	0
2009	44100	Estercuel	0	0
2009	44101	Ferreruela de Huerva	0	0
2009	44102	Fonfría	0	0
2009	44103	Formiche Alto	1	0,23
2009	44105	Fórnoles	0	0
2009	44106	Fortanete	0	0
2009	44107	Foz-Calanda	0	0
2009	44108	Fresneda (La)	2	0,06
2009	44109	Frías de Albarracín	0	0
2009	44110	Fuenferrada	0	0
2009	44111	Fuentes Calientes	0	0
2009	44112	Fuentes Claras	0	0
2009	44113	Fuentes de Rubielos	0	0
2009	44114	Fuentespalda	2	0,26
2009	44115	Galve	0	0
2009	44116	Gargallo	0	0
2009	44117	Gea de Albarracín	0	0
2009	44118	Ginebrosa (La)	0	0
2009	44119	Griegos	0	0
2009	44120	Guadalaviar	0	0
2009	44121	Gúdar	0	0
2009	44122	Híjar	1	0,3
2009	44123	Hinojosa de Jarque	0	0
2009	44124	Hoz de la Vieja (La)	0	0
2009	44125	Huesa del Común	0	0
2009	44126	Iglesuela del Cid (La)	0	0
2009	44127	Jabaloyas	2	0,02
2009	44128	Jarque de la Val	1	0,2
2009	44129	Jatiel	1	3
2009	44130	Jorcas	0	0
2009	44131	Josa	1	0,95
2009	44132	Lagueruela	0	0
2009	44133	Lanzuela	0	0
2009	44135	Libros	0	0
2009	44136	Lidón	0	0
2009	44137	Linares de Mora	1	0,02
2009	44138	Loscos	1	10,6
2009	44141	Lledó	1	0,4
2009	44142	Maicas	0	0
2009	44143	Manzanera	1	0,32
2009	44144	Martín del Río	2	0,04
2009	44145	Mas de las Matas	3	0,07
2009	44146	Mata de los Olmos (La)	0	0
2009	44147	Mazaleón	1	31,3
2009	44148	Mezquita de Jarque	0	0
2009	44149	Mirambel	0	0
2009	44150	Miravete de la Sierra	0	0
2009	44151	Molinos	2	0,02
2009	44152	Monforte de Moyuela	0	0
2009	44153	Monreal del Campo	1	0,5
2009	44154	Monroyo	3	12,25
2009	44155	Montalbán	2	0,14
2009	44156	Monteagudo del Castillo	0	0
2009	44157	Monterde de Albarracín	0	0
2009	44158	Mora de Rubielos	0	0
2009	44159	Moscardón	0	0
2009	44160	Mosqueruela	5	0,16
2009	44161	Muniesa	0	0
2009	44163	Noguera de Albarracín	0	0
2009	44164	Nogueras	0	0
2009	44165	Nogueruelas	0	0
2009	44167	Obón	0	0
2009	44168	Odón	0	0
2009	44169	Ojos Negros	1	0,2
2009	44171	Olba	0	0
2009	44172	Oliete	1	0,3
2009	44173	Olmos (Los)	3	529,52
2009	44174	Orihuela del Tremedal	0	0
2009	44175	Orrios	0	0
2009	44176	Palomar de Arroyos	1	6,6
2009	44177	Pancrudo	0	0
2009	44178	Parras de Castellote (Las)	0	0
2009	44179	Peñarroya de Tastavins	0	0
2009	44180	Peracense	0	0
2009	44181	Peralejos	0	0
2009	44182	Perales del Alfambra	0	0
2009	44183	Pitarque	1	0,01
2009	44184	Plou	0	0
2009	44185	Pobo (El)	0	0
2009	44187	Portellada (La)	1	0,01
2009	44189	Pozondón	0	0
2009	44190	Pozuel del Campo	0	0
2009	44191	Puebla de Híjar (La)	0	0
2009	44192	Puebla de Valverde (La)	1	0,01
2009	44193	Puertomingalvo	1	0,01
2009	44194	Ráfales	0	0
2009	44195	Rillo	0	0
2009	44196	Riodeva	0	0
2009	44197	Ródenas	0	0
2009	44198	Royuela	0	0
2009	44199	Rubiales	0	0
2009	44200	Rubielos de la Cérida	0	0
2009	44201	Rubielos de Mora	0	0
2009	44203	Salcedillo	0	0
2009	44204	Saldón	0	0
2009	44205	Samper de Calanda	4	1,9
2009	44206	San Agustín	0	0
2009	44207	San Martín del Río	0	0
2009	44208	Santa Cruz de Nogueras	0	0
2009	44209	Santa Eulalia	0	0
2009	44210	Sarrión	0	0
2009	44211	Segura de los Baños	3	1,35
2009	44212	Seno	0	0
2009	44213	Singra	0	0
2009	44215	Terriente	0	0
2009	44216	Teruel	5	0,66
2009	44217	Toril y Masegoso	0	0
2009	44218	Tormón	0	0
2009	44219	Tornos	0	0
2009	44220	Torralba de los Sisones	0	0
2009	44221	Torrecilla de Alcañiz	0	0
2009	44222	Torrecilla del Rebollar	2	0,16
2009	44223	Torre de Arcas	0	0
2009	44224	Torre de las Arcas	0	0
2009	44225	Torre del Compte	0	0
2009	44226	Torrelacárcel	0	0
2009	44227	Torre los Negros	0	0
2009	44228	Torremocha de Jiloca	0	0
2009	44229	Torres de Albarracín	0	0
2009	44230	Torrevelilla	0	0
2009	44231	Torrijas	0	0
2009	44232	Torrijo del Campo	0	0
2009	44234	Tramacastiel	0	0
2009	44235	Tramacastilla	0	0
2009	44236	Tronchón	0	0
2009	44237	Urrea de Gaén	0	0
2009	44238	Utrillas	0	0
2009	44239	Valacloche	0	0
2009	44240	Valbona	0	0
2009	44241	Valdealgorfa	0	0
2009	44243	Valdecuenca	0	0
2009	44244	Valdelinares	0	0
2009	44245	Valdeltormo	2	175,51
2009	44246	Valderrobres	5	1,3
2009	44247	Valjunquera	1	0,01
2009	44249	Vallecillo (El)	0	0
2009	44250	Veguillas de la Sierra	0	0
2009	44251	Villafranca del Campo	0	0
2009	44252	Villahermosa del Campo	1	1,2
2009	44256	Villanueva del Rebollar de la Sierra	0	0
2009	44257	Villar del Cobo	0	0
2009	44258	Villar del Salz	1	0,03
2009	44260	Villarluengo	0	0
2009	44261	Villarquemado	0	0
2009	44262	Villarroya de los Pinares	0	0
2009	44263	Villastar	0	0
2009	44264	Villel	2	0,76
2009	44265	Vinaceite	0	0
2009	44266	Visiedo	0	0
2009	44267	Vivel del Río Martín	0	0
2009	44268	Zoma (La)	0	0
2009	50001	Abanto	2	0,31
2009	50002	Acered	0	0
2009	50003	Agón	0	0
2009	50004	Aguarón	2	1,12
2009	50005	Aguilón	0	0
2009	50006	Ainzón	4	2,04
2009	50007	Aladrén	0	0
2009	50008	Alagón	2	0,39
2009	50009	Alarba	1	0,5
2009	50010	Alberite de San Juan	1	0,9
2009	50011	Albeta	1	0,2
2009	50012	Alborge	1	0,21
2009	50013	Alcalá de Ebro	1	0,22
2009	50014	Alcalá de Moncayo	1	0,01
2009	50015	Alconchel de Ariza	0	0
2009	50016	Aldehuela de Liestos	0	0
2009	50017	Alfajarín	0	0
2009	50018	Alfamén	1	6,82
2009	50019	Alforque	0	0
2009	50020	Alhama de Aragón	3	0,33
2009	50021	Almochuel	0	0
2009	50022	Almolda (La)	1	0,09
2009	50023	Almonacid de la Cuba	1	0,26
2009	50024	Almonacid de la Sierra	1	0,01
2009	50025	Almunia de Doña Godina (La)	0	0
2009	50026	Alpartir	0	0
2009	50027	Ambel	0	0
2009	50028	Anento	0	0
2009	50029	Aniñón	1	0,81
2009	50030	Añón de Moncayo	1	6,4
2009	50031	Aranda de Moncayo	3	13,15
2009	50032	Arándiga	0	0
2009	50033	Ardisa	0	0
2009	50034	Ariza	0	0
2009	50035	Artieda	0	0
2009	50036	Asín	0	0
2009	50037	Atea	2	5,68
2009	50038	Ateca	0	0
2009	50039	Azuara	1	0,4
2009	50040	Badules	1	0,27
2009	50041	Bagüés	1	0,05
2009	50042	Balconchán	0	0
2009	50043	Bárboles	1	0,3
2009	50044	Bardallur	0	0
2009	50045	Belchite	0	0
2009	50046	Belmonte de Gracián	0	0
2009	50047	Berdejo	0	0
2009	50048	Berrueco	0	0
2009	50050	Bijuesca	0	0
2009	50051	Biota	1	0,14
2009	50052	Bisimbre	0	0
2009	50053	Boquiñeni	1	4,2
2009	50054	Bordalba	0	0
2009	50055	Borja	1	0,04
2009	50056	Botorrita	1	0,02
2009	50057	Brea de Aragón	0	0
2009	50058	Bubierca	1	0,5
2009	50059	Bujaraloz	0	0
2009	50060	Bulbuente	1	0,47
2009	50061	Bureta	1	0,05
2009	50062	Burgo de Ebro (El)	2	0,55
2009	50063	Buste (El)	0	0
2009	50064	Cabañas de Ebro	1	1,21
2009	50065	Cabolafuente	0	0
2009	50066	Cadrete	1	0,02
2009	50067	Calatayud	6	2,16
2009	50068	Calatorao	1	0,5
2009	50069	Calcena	2	0,18
2009	50070	Calmarza	0	0
2009	50071	Campillo de Aragón	0	0
2009	50072	Carenas	1	3,5
2009	50073	Cariñena	0	0
2009	50074	Caspe	3	0,58
2009	50075	Castejón de Alarba	1	0,25
2009	50076	Castejón de las Armas	3	2,37
2009	50077	Castejón de Valdejasa	0	0
2009	50078	Castiliscar	1	3,22
2009	50079	Cervera de la Cañada	0	0
2009	50080	Cerveruela	0	0
2009	50081	Cetina	0	0
2009	50082	Cimballa	0	0
2009	50083	Cinco Olivas	0	0
2009	50084	Clarés de Ribota	1	0,5
2009	50085	Codo	1	0,02
2009	50086	Codos	1	0,01
2009	50087	Contamina	2	0,47
2009	50088	Cosuenda	1	1,93
2009	50089	Cuarte de Huerva	0	0
2009	50090	Cubel	0	0
2009	50091	Cuerlas (Las)	0	0
2009	50092	Chiprana	0	0
2009	50093	Chodes	1	0,05
2009	50094	Daroca	1	1
2009	50095	Ejea de los Caballeros	12	4,35
2009	50096	Embid de Ariza	1	0,42
2009	50098	Encinacorba	3	0,51
2009	50099	Épila	5	1,44
2009	50100	Erla	0	0
2009	50101	Escatrón	0	0
2009	50102	Fabara	1	0,04
2009	50104	Farlete	0	0
2009	50105	Fayón	0	0
2009	50106	Fayos (Los)	0	0
2009	50107	Figueruelas	3	1
2009	50108	Fombuena	0	0
2009	50109	Frago (El)	0	0
2009	50110	Frasno (El)	0	0
2009	50111	Fréscano	0	0
2009	50113	Fuendejalón	0	0
2009	50114	Fuendetodos	1	1
2009	50115	Fuentes de Ebro	1	0,82
2009	50116	Fuentes de Jiloca	0	0
2009	50117	Gallocanta	0	0
2009	50118	Gallur	2	0,08
2009	50119	Gelsa	0	0
2009	50120	Godojos	0	0
2009	50121	Gotor	2	0,27
2009	50122	Grisel	0	0
2009	50123	Grisén	0	0
2009	50124	Herrera de los Navarros	1	0,01
2009	50125	Ibdes	1	0,13
2009	50126	Illueca	3	0,14
2009	50128	Isuerre	0	0
2009	50129	Jaraba	1	1,3
2009	50130	Jarque de Moncayo	1	3
2009	50131	Jaulín	1	1283,07
2009	50132	Joyosa (La)	0	0
2009	50133	Lagata	2	1,2
2009	50134	Langa del Castillo	0	0
2009	50135	Layana	0	0
2009	50136	Lécera	0	0
2009	50137	Leciñena	0	0
2009	50138	Lechón	0	0
2009	50139	Letux	2	0,29
2009	50140	Litago	0	0
2009	50141	Lituénigo	1	1
2009	50142	Lobera de Onsella	2	1,9
2009	50143	Longares	0	0
2009	50144	Longás	0	0
2009	50146	Lucena de Jalón	0	0
2009	50147	Luceni	5	12,86
2009	50148	Luesia	1	0,11
2009	50149	Luesma	0	0
2009	50150	Lumpiaque	0	0
2009	50151	Luna	4	0,04
2009	50152	Maella	1	0,08
2009	50153	Magallón	1	0,1
2009	50154	Mainar	0	0
2009	50155	Malanquilla	2	6,66
2009	50156	Maleján	0	0
2009	50157	Malón	0	0
2009	50159	Maluenda	0	0
2009	50160	Mallén	5	1,77
2009	50161	Manchones	0	0
2009	50162	Mara	1	0,05
2009	50163	María de Huerva	1	6,2
2009	50164	Mediana de Aragón	1	0,73
2009	50165	Mequinenza	3	813,36
2009	50166	Mesones de Isuela	0	0
2009	50167	Mezalocha	1	0,07
2009	50168	Mianos	0	0
2009	50169	Miedes de Aragón	0	0
2009	50170	Monegrillo	0	0
2009	50171	Moneva	1	2,65
2009	50172	Monreal de Ariza	2	0,15
2009	50173	Monterde	0	0
2009	50174	Montón	0	0
2009	50175	Morata de Jalón	3	1,41
2009	50176	Morata de Jiloca	0	0
2009	50177	Morés	4	499,13
2009	50178	Moros	0	0
2009	50179	Moyuela	0	0
2009	50180	Mozota	1	0,42
2009	50181	Muel	2	0,87
2009	50182	Muela (La)	0	0
2009	50183	Munébrega	0	0
2009	50184	Murero	0	0
2009	50185	Murillo de Gállego	1	0,05
2009	50186	Navardún	0	0
2009	50187	Nigüella	0	0
2009	50188	Nombrevilla	0	0
2009	50189	Nonaspe	0	0
2009	50190	Novallas	1	0,46
2009	50191	Novillas	0	0
2009	50192	Nuévalos	1	0,15
2009	50193	Nuez de Ebro	0	0
2009	50194	Olvés	0	0
2009	50195	Orcajo	0	0
2009	50196	Orera	0	0
2009	50197	Orés	0	0
2009	50198	Oseja	0	0
2009	50199	Osera de Ebro	1	0,15
2009	50200	Paniza	1	0,5
2009	50201	Paracuellos de Jiloca	0	0
2009	50202	Paracuellos de la Ribera	0	0
2009	50203	Pastriz	2	0,38
2009	50204	Pedrola	2	3,6
2009	50205	Pedrosas (Las)	0	0
2009	50206	Perdiguera	0	0
2009	50207	Piedratajada	1	27
2009	50208	Pina de Ebro	2	2,25
2009	50209	Pinseque	1	0,12
2009	50210	Pintanos (Los)	1	0,3
2009	50211	Plasencia de Jalón	0	0
2009	50212	Pleitas	0	0
2009	50213	Plenas	0	0
2009	50214	Pomer	0	0
2009	50215	Pozuel de Ariza	0	0
2009	50216	Pozuelo de Aragón	1	0,63
2009	50217	Pradilla de Ebro	0	0
2009	50218	Puebla de Albortón	0	0
2009	50219	Puebla de Alfindén (La)	0	0
2009	50220	Puendeluna	0	0
2009	50221	Purujosa	0	0
2009	50222	Quinto	2	7,12
2009	50223	Remolinos	0	0
2009	50224	Retascón	0	0
2009	50225	Ricla	4	2,43
2009	50227	Romanos	0	0
2009	50228	Rueda de Jalón	0	0
2009	50229	Ruesca	0	0
2009	50230	Sádaba	0	0
2009	50231	Salillas de Jalón	0	0
2009	50232	Salvatierra de Esca	1	1
2009	50233	Samper del Salz	0	0
2009	50234	San Martín de la Virgen de Moncayo	0	0
2009	50235	San Mateo de Gállego	1	0,3
2009	50236	Santa Cruz de Grío	0	0
2009	50237	Santa Cruz de Moncayo	0	0
2009	50238	Santa Eulalia de Gállego	0	0
2009	50239	Santed	0	0
2009	50240	Sástago	3	0,91
2009	50241	Saviñán	1	0,15
2009	50242	Sediles	1	0,01
2009	50243	Sestrica	0	0
2009	50244	Sierra de Luna	0	0
2009	50245	Sigüés	0	0
2009	50246	Sisamón	0	0
2009	50247	Sobradiel	1	0,15
2009	50248	Sos del Rey Católico	4	5,56
2009	50249	Tabuenca	1	1,16
2009	50250	Talamantes	1	1,99
2009	50251	Tarazona	2	1,65
2009	50252	Tauste	0	0
2009	50253	Terrer	2	606,65
2009	50254	Tierga	1	2,09
2009	50255	Tobed	0	0
2009	50256	Torralba de los Frailes	0	0
2009	50257	Torralba de Ribota	0	0
2009	50258	Torralbilla	0	0
2009	50259	Torrehermosa	0	0
2009	50260	Torrelapaja	0	0
2009	50261	Torrellas	0	0
2009	50262	Torres de Berrellén	0	0
2009	50263	Torrijo de la Cañada	0	0
2009	50264	Tosos	0	0
2009	50265	Trasmoz	0	0
2009	50266	Trasobares	1	0,01
2009	50267	Uncastillo	1	0,01
2009	50268	Undués de Lerda	0	0
2009	50269	Urrea de Jalón	0	0
2009	50270	Urriés	0	0
2009	50271	Used	1	1
2009	50272	Utebo	0	0
2009	50273	Valdehorna	0	0
2009	50274	Val de San Martín	0	0
2009	50275	Valmadrid	0	0
2009	50276	Valpalmas	0	0
2009	50277	Valtorres	0	0
2009	50278	Velilla de Ebro	2	0,45
2009	50279	Velilla de Jiloca	0	0
2009	50280	Vera de Moncayo	1	0,01
2009	50281	Vierlas	0	0
2009	50282	Vilueña (La)	1	0,12
2009	50283	Villadoz	0	0
2009	50284	Villafeliche	0	0
2009	50285	Villafranca de Ebro	0	0
2009	50286	Villalba de Perejil	0	0
2009	50287	Villalengua	0	0
2009	50288	Villanueva de Gállego	1	0,17
2009	50289	Villanueva de Jiloca	0	0
2009	50290	Villanueva de Huerva	2	0,49
2009	50291	Villar de los Navarros	0	0
2009	50292	Villarreal de Huerva	0	0
2009	50293	Villarroya de la Sierra	2	2,52
2009	50294	Villarroya del Campo	0	0
2009	50295	Vistabella	0	0
2009	50296	Zaida (La)	0	0
2009	50297	Zaragoza	10	6461,16
2009	50298	Zuera	6	2,52
2009	50901	Biel	0	0
2009	50902	Marracos	0	0
2009	50903	Villamayor de Gállego	0	0
2010	22001	Abiego	0	0
2010	22002	Abizanda	0	0
2010	22003	Adahuesca	0	0
2010	22004	Agüero	0	0
2010	22006	Aísa	0	0
2010	22007	Albalate de Cinca	2	2,5
2010	22008	Albalatillo	0	0
2010	22009	Albelda	0	0
2010	22011	Albero Alto	1	1
2010	22012	Albero Bajo	0	0
2010	22013	Alberuela de Tubo	0	0
2010	22014	Alcalá de Gurrea	2	3
2010	22015	Alcalá del Obispo	1	0,15
2010	22016	Alcampell	0	0
2010	22017	Alcolea de Cinca	0	0
2010	22018	Alcubierre	2	0,25
2010	22019	Alerre	0	0
2010	22020	Alfántega	0	0
2010	22021	Almudévar	2	0,67
2010	22022	Almunia de San Juan	0	0
2010	22023	Almuniente	2	15,12
2010	22024	Alquézar	0	0
2010	22025	Altorricón	0	0
2010	22027	Angüés	0	0
2010	22028	Ansó	0	0
2010	22029	Antillón	0	0
2010	22032	Aragüés del Puerto	1	0,8
2010	22035	Arén	0	0
2010	22036	Argavieso	0	0
2010	22037	Arguis	0	0
2010	22039	Ayerbe	0	0
2010	22040	Azanuy-Alins	0	0
2010	22041	Azara	0	0
2010	22042	Azlor	0	0
2010	22043	Baells	0	0
2010	22044	Bailo	0	0
2010	22045	Baldellou	0	0
2010	22046	Ballobar	0	0
2010	22047	Banastás	1	0,6
2010	22048	Barbastro	2	3,56
2010	22049	Barbués	0	0
2010	22050	Barbuñales	0	0
2010	22051	Bárcabo	0	0
2010	22052	Belver de Cinca	1	0,07
2010	22053	Benabarre	0	0
2010	22054	Benasque	0	0
2010	22055	Berbegal	0	0
2010	22057	Bielsa	0	0
2010	22058	Bierge	0	0
2010	22059	Biescas	0	0
2010	22060	Binaced	0	0
2010	22061	Binéfar	0	0
2010	22062	Bisaurri	0	0
2010	22063	Biscarrués	0	0
2010	22064	Blecua y Torres	0	0
2010	22066	Boltaña	0	0
2010	22067	Bonansa	0	0
2010	22068	Borau	0	0
2010	22069	Broto	1	0,07
2010	22072	Caldearenas	0	0
2010	22074	Campo	0	0
2010	22075	Camporrells	0	0
2010	22076	Canal de Berdún	1	1
2010	22077	Candasnos	0	0
2010	22078	Canfranc	0	0
2010	22079	Capdesaso	1	2,2
2010	22080	Capella	0	0
2010	22081	Casbas de Huesca	0	0
2010	22082	Castejón del Puente	0	0
2010	22083	Castejón de Monegros	0	0
2010	22084	Castejón de Sos	0	0
2010	22085	Castelflorite	0	0
2010	22086	Castiello de Jaca	0	0
2010	22087	Castigaleu	0	0
2010	22088	Castillazuelo	0	0
2010	22089	Castillonroy	1	0,3
2010	22090	Colungo	0	0
2010	22094	Chalamera	0	0
2010	22095	Chía	0	0
2010	22096	Chimillas	0	0
2010	22099	Esplús	1	0,03
2010	22102	Estada	0	0
2010	22103	Estadilla	0	0
2010	22105	Estopiñán del Castillo	0	0
2010	22106	Fago	0	0
2010	22107	Fanlo	0	0
2010	22109	Fiscal	0	0
2010	22110	Fonz	0	0
2010	22111	Foradada del Toscar	0	0
2010	22112	Fraga	3	2,94
2010	22113	Fueva (La)	0	0
2010	22114	Gistaín	0	0
2010	22115	Grado (El)	0	0
2010	22116	Grañén	2	1
2010	22117	Graus	2	1,32
2010	22119	Gurrea de Gállego	1	1
2010	22122	Hoz de Jaca	0	0
2010	22124	Huerto	1	2
2010	22125	Huesca	3	0,41
2010	22126	Ibieca	0	0
2010	22127	Igriés	1	0,09
2010	22128	Ilche	0	0
2010	22129	Isábena	0	0
2010	22130	Jaca	1	0,21
2010	22131	Jasa	0	0
2010	22133	Labuerda	0	0
2010	22135	Laluenga	1	0,01
2010	22136	Lalueza	3	2,33
2010	22137	Lanaja	1	0,2
2010	22139	Laperdiguera	0	0
2010	22141	Lascellas-Ponzano	0	0
2010	22142	Lascuarre	0	0
2010	22143	Laspaúles	0	0
2010	22144	Laspuña	0	0
2010	22149	Loarre	0	0
2010	22150	Loporzano	1	0,25
2010	22151	Loscorrales	0	0
2010	22155	Monesma y Cajigar	0	0
2010	22156	Monflorite-Lascasas	0	0
2010	22157	Montanuy	1	0,5
2010	22158	Monzón	5	2,6
2010	22160	Naval	0	0
2010	22162	Novales	0	0
2010	22163	Nueno	1	0,02
2010	22164	Olvena	0	0
2010	22165	Ontiñena	0	0
2010	22167	Osso de Cinca	2	1,6
2010	22168	Palo	0	0
2010	22170	Panticosa	0	0
2010	22172	Peñalba	0	0
2010	22173	Peñas de Riglos (Las)	2	0,07
2010	22174	Peralta de Alcofea	0	0
2010	22175	Peralta de Calasanz	0	0
2010	22176	Peraltilla	0	0
2010	22177	Perarrúa	0	0
2010	22178	Pertusa	1	0,15
2010	22181	Piracés	0	0
2010	22182	Plan	0	0
2010	22184	Poleñino	0	0
2010	22186	Pozán de Vero	0	0
2010	22187	Puebla de Castro (La)	1	0,5
2010	22188	Puente de Montañana	0	0
2010	22189	Puértolas	0	0
2010	22190	Pueyo de Araguás (El)	0	0
2010	22193	Pueyo de Santa Cruz	0	0
2010	22195	Quicena	0	0
2010	22197	Robres	2	4,05
2010	22199	Sabiñánigo	1	0,01
2010	22200	Sahún	1	0,02
2010	22201	Salas Altas	0	0
2010	22202	Salas Bajas	0	0
2010	22203	Salillas	0	0
2010	22204	Sallent de Gállego	0	0
