Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Fondo de contingencia
2014	44228	Torremocha de Jiloca	Liquidaciones	Consolidado	259976,12	26805,28	51673,43	1395	8867,23	164981,43	0	0	6253,75	0
2014	44229	Torres de Albarracín	Liquidaciones	Consolidado	265449,5	63378,36	77354,42	2237,74	7970,78	112033,95	0	0	2474,25	0
2014	44230	Torrevelilla	Liquidaciones	Consolidado	350588,19	37016,46	165159,77	783,49	44723,45	90285,17	0	0	12619,85	0
2014	44231	Torrijas	Liquidaciones	Consolidado	248514,9	33762,82	43720,5	0	13563,89	157467,69	0	0	0	0
2014	44232	Torrijo del Campo	Liquidaciones	Consolidado	507016,51	199721,7	211656,75	1258,97	12266,45	79862,64	0	0	2250	0
2014	44234	Tramacastiel	Liquidaciones	Consolidado	159854,94	13808,07	35147,02	0	7713,44	103186,41	0	0	0	0
2014	44235	Tramacastilla	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	44236	Tronchón	Liquidaciones	Consolidado	213774,47	29983,54	77378,32	2839,87	4000	97322,74	0	0	2250	0
2014	44237	Urrea de Gaén	Liquidaciones	Consolidado	483845,07	114777,91	164154,55	330,5	22025,79	138072,01	0	0	44484,31	0
2014	44238	Utrillas	Liquidaciones	Consolidado	3233301,33	510357,24	887560	2994,13	178098,61	1654291,35	0	0	0	0
2014	44239	Valacloche	Liquidaciones	Consolidado	59489,8	12639,13	24596,47	0	2182,55	20071,65	0	0	0	0
2014	44240	Valbona	Liquidaciones	Consolidado	286527,54	61870,39	104469,37	0	3299,52	116888,26	0	0	0	0
2014	44241	Valdealgorfa	Liquidaciones	Consolidado	706637,98	138474,17	254728,86	9514,14	43230,54	255842,31	0	0	4847,96	0
2014	44243	Valdecuenca	Liquidaciones	Consolidado	98801,23	13840,26	35676,69	0	2073,1	46554,06	0	0	657,12	0
2014	44244	Valdelinares	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	44245	Valdeltormo	Liquidaciones	Consolidado	328537,25	48093,74	157614,01	438,81	24904,71	55879,65	0	0	41606,33	0
2014	44246	Valderrobres	Liquidaciones	Consolidado	2265016,09	517188,81	553580,02	5261,98	330703,52	662911,49	0	0	195370,27	0
2014	44247	Valjunquera	Liquidaciones	Consolidado	384252,87	117415,02	117238,44	0	28338,09	119011,32	0	0	2250	0
2014	44249	Vallecillo (El)	Liquidaciones	Consolidado	163609,89	27344,33	26569,53	100,04	2545,6	104800,39	0	0	2250	0
2014	44250	Veguillas de la Sierra	Liquidaciones	Consolidado	87712,54	8837,03	26173,45	0	2749,91	49952,15	0	0	0	0
2014	44251	Villafranca del Campo	Liquidaciones	Consolidado	439410,33	96495,78	125816,33	1185,33	9560,9	196611,05	9740,94	0	0	0
2014	44252	Villahermosa del Campo	Liquidaciones	Consolidado	187198,21	6390,71	46691,69	711,01	9984,45	119420,39	0	0	3999,96	0
2014	44256	Villanueva del Rebollar de la Sierra	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	44257	Villar del Cobo	Liquidaciones	Consolidado	280094,02	64639,05	95627,2	106,92	941,7	118779,15	0	0	0	0
2014	44258	Villar del Salz	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	44260	Villarluengo	Liquidaciones	Consolidado	428355,8	83203,67	108841,77	9499,76	9150,47	189245,08	0	0	28415,05	0
2014	44261	Villarquemado	Liquidaciones	Consolidado	650303,27	207241,05	255812,25	0	49598,16	137651,81	0	0	0	0
2014	44262	Villarroya de los Pinares	Liquidaciones	Clasificación Económica de la Administración General	349390,34	39528,46	89706,78	157,19	215,77	219782,14	0	0	0	0
2014	44263	Villastar	Liquidaciones	Consolidado	423183,52	98943,55	93953,51	342,66	48960,88	151969,74	0	0	29013,18	0
2014	44264	Villel	Liquidaciones	Consolidado	387487,59	94520,57	107904,42	1348,14	22119,16	152701,3	0	0	8894	0
2014	44265	Vinaceite	Liquidaciones	Consolidado	376796,76	52018,08	150583,7	1236,94	12741,26	160216,78	0	0	0	0
2014	44266	Visiedo	Liquidaciones	Consolidado	185797,61	20448,73	36766,52	1510	21257,14	103661,12	0	0	2154,1	0
2014	44267	Vivel del Río Martín	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	44268	Zoma (La)	Liquidaciones	Consolidado	82954,95	2307,76	17171,21	54,43	3037,98	60383,57	0	0	0	0
2014	50001	Abanto	Liquidaciones	Consolidado	178853,44	16658,54	50427,69	0	11526,73	100240,48	0	0	0	0
2014	50002	Acered	Liquidaciones	Consolidado	176887,65	34692,96	63247,89	1112,92	0	67548,17	0	0	10285,71	0
2014	50003	Agón	Liquidaciones	Consolidado	171952,86	36327,08	66447,33	0	7312,18	61866,27	0	0	0	0
2014	50004	Aguarón	Liquidaciones	Consolidado	757399,07	240071,92	330058,71	16914,56	11273,58	106326,7	0	0	52753,6	0
2014	50005	Aguilón	Liquidaciones	Consolidado	717971,62	132115,89	218222,98	4769,62	50915,14	265314,07	0	0	46633,92	0
2014	50006	Ainzón	Liquidaciones	Consolidado	961902,19	256473,79	306723,85	23623,36	59794,53	226549,95	0	0	88736,71	0
2014	50007	Aladrén	Liquidaciones	Consolidado	132221,06	6907,92	37702,05	237,82	3952,61	81920,66	1500	0	0	0
2014	50008	Alagón	Liquidaciones	Consolidado	4920473,89	1789040,16	1979885,38	37710,59	308926,79	687506,92	0	0	117404,05	0
2014	50009	Alarba	Liquidaciones	Consolidado	171625,34	36291,53	66612,54	3684,43	1124,32	56737,3	0	0	7175,22	0
2014	50010	Alberite de San Juan	Liquidaciones	Consolidado	241313,74	34117,9	71761,65	0	4135,71	131298,48	0	0	0	0
2014	50011	Albeta	Liquidaciones	Consolidado	265291,24	50361,34	47912,86	4344,47	6508,35	132138,07	0	0	24026,15	0
2014	50012	Alborge	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50013	Alcalá de Ebro	Liquidaciones	Consolidado	271369,37	94524,91	77706,89	759,41	20747,59	72569,54	0	0	5061,03	0
2014	50014	Alcalá de Moncayo	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50015	Alconchel de Ariza	Liquidaciones	Consolidado	139119,62	15989,84	48346,18	0	9111,29	65672,31	0	0	0	0
2014	50016	Aldehuela de Liestos	Liquidaciones	Consolidado	125575,1	8743,29	31047,49	0	3373,22	82411,1	0	0	0	0
2014	50017	Alfajarín	Liquidaciones	Consolidado	2891492,99	1048467,46	1321620,99	0	175526,17	345878,37	0	0	0	0
2014	50018	Alfamén	Liquidaciones	Consolidado	1889745,17	489406,7	688614,87	4566,09	14091,41	637984,92	0	0	55081,18	0
2014	50019	Alforque	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50020	Alhama de Aragón	Liquidaciones	Consolidado	1104267,38	267585,64	428832,07	16458,76	15969,64	336319,97	0	0	39101,3	0
2014	50021	Almochuel	Liquidaciones	Consolidado	80906,43	0	45891,56	94,37	4924,7	29995,8	0	0	0	0
2014	50022	Almolda (La)	Liquidaciones	Consolidado	603538,47	127970,26	366099,24	0	25825,01	83643,96	0	0	0	0
2014	50023	Almonacid de la Cuba	Liquidaciones	Consolidado	349573,6	69761,48	139890,68	911,55	10968,9	125627,9	0	0	2413,09	0
2014	50024	Almonacid de la Sierra	Liquidaciones	Consolidado	866806,76	223362,49	317295,58	341,61	42883,67	282923,41	0	0	0	0
2014	50025	Almunia de Doña Godina (La)	Liquidaciones	Consolidado	9816319,94	4970459,05	2490706,36	150041,54	511239,52	631606,44	8000	0	1054267,03	0
2014	50026	Alpartir	Liquidaciones	Consolidado	511349,79	184068,54	193479,24	5282,63	32312,54	69388,96	0	0	26817,88	0
2014	50027	Ambel	Liquidaciones	Consolidado	365872,43	61837,78	117514,24	0	6717,38	179803,03	0	0	0	0
2014	50028	Anento	Liquidaciones	Consolidado	140630,7	54756,53	62053,44	0	1518,94	22301,79	0	0	0	0
2014	50029	Aniñón	Liquidaciones	Consolidado	793778,86	105275,32	210280,57	21714,02	10219,54	389955,56	0	0	56333,85	0
2014	50030	Añón de Moncayo	Liquidaciones	Consolidado	937333,61	387222,52	304033,87	15564,18	12169,7	216416,03	0	0	1927,31	0
2014	50031	Aranda de Moncayo	Liquidaciones	Consolidado	247460,04	64054,03	91156,01	3138,65	8639,39	66617,82	0	0	13854,14	0
2014	50032	Arándiga	Liquidaciones	Consolidado	313411,41	73112,05	125359,61	11666,4	17951,88	71227,2	0	0	14094,27	0
2014	50033	Ardisa	Liquidaciones	Consolidado	259897,03	39003,04	75077,13	0	1340,12	138751,29	5725,45	0	0	0
2014	50034	Ariza	Liquidaciones	Consolidado	1084976,37	329643,68	298995,36	35051,16	73169,24	181487,46	0	0	166629,47	0
2014	50035	Artieda	Liquidaciones	Consolidado	203622,04	14241,06	85093,25	33,14	6014,09	95586,06	0	0	2654,44	0
2014	50036	Asín	Liquidaciones	Consolidado	342878,82	189213,05	119292,47	699,8	1351,58	32321,92	0	0	0	0
2014	50037	Atea	Liquidaciones	Consolidado	217558,18	22412,28	93816,89	1290,1	10870,27	89168,64	0	0	0	0
2014	50038	Ateca	Liquidaciones	Consolidado	1711380,1	484435,22	694189,25	60378,73	59049,06	315688,78	0	0	97639,06	0
2014	50039	Azuara	Liquidaciones	Consolidado	715757,99	160828,56	296567,87	3855,91	29311,33	225194,32	0	0	0	0
2014	50040	Badules	Liquidaciones	Consolidado	219617,32	12660,1	42136,08	778,69	6631,09	157411,36	0	0	0	0
2014	50041	Bagüés	Liquidaciones	Consolidado	160797,96	21090,37	38129,1	187,22	3757,62	97633,65	0	0	0	0
2014	50042	Balconchán	Liquidaciones	Consolidado	61778,05	5827,38	21839,58	205,67	7294,03	26611,39	0	0	0	0
2014	50043	Bárboles	Liquidaciones	Consolidado	414309,56	82860,4	159385,15	38,1	15812,53	156213,38	0	0	0	0
2014	50044	Bardallur	Liquidaciones	Consolidado	343597,53	69724,83	105164,32	205,56	3864,48	157372,8	0	0	7265,54	0
2014	50045	Belchite	Liquidaciones	Consolidado	1646381,31	417716,94	692914,03	1760,76	129308,15	392661,21	0	0	12020,22	0
2014	50046	Belmonte de Gracián	Liquidaciones	Consolidado	373311,63	43480,51	91849,86	1326,14	12107,62	220646,38	0	0	3901,12	0
2014	50047	Berdejo	Liquidaciones	Consolidado	276766,16	7200	52653,45	172,33	370	216370,38	0	0	0	0
2014	50048	Berrueco	Liquidaciones	Consolidado	72517,84	7652,47	27903,21	91,75	2410,57	34459,84	0	0	0	0
2014	50050	Bijuesca	Liquidaciones	Consolidado	191736,52	9744,85	55093,41	199,17	671,36	126027,73	0	0	0	0
2014	50051	Biota	Liquidaciones	Consolidado	1312310,39	381042,02	411908,27	1109,49	59826,92	424972,79	33450,9	0	0	0
2014	50052	Bisimbre	Liquidaciones	Consolidado	271896,77	33290,02	68833,18	289,59	4805,92	160283,97	0	0	4394,09	0
2014	50053	Boquiñeni	Liquidaciones	Consolidado	683187,58	288745,39	202964,98	20421,29	52546,82	62600	0	0	55909,1	0
2014	50054	Bordalba	Liquidaciones	Consolidado	103550,96	3641,16	51667,33	0	4968,91	43273,56	0	0	0	0
2014	50055	Borja	Liquidaciones	Consolidado	4618821,59	1948710,33	1695247,55	40073,91	217678,21	540283,38	0	0	176828,21	0
2014	50056	Botorrita	Liquidaciones	Consolidado	530977,86	90597,21	204559,28	4928,95	23034,27	181936,32	0	0	25921,83	0
2014	50057	Brea de Aragón	Liquidaciones	Consolidado	1417135,01	379660,01	493207,86	14922,58	30889,6	343825,83	0	0	154629,13	0
2014	50058	Bubierca	Liquidaciones	Consolidado	195141,94	13098,22	64187,36	0	636	117220,36	0	0	0	0
2014	50059	Bujaraloz	Liquidaciones	Consolidado	1088376,53	194467,74	343460,99	4021,49	38831,08	350158,87	0	0	157436,36	0
2014	50060	Bulbuente	Liquidaciones	Consolidado	314278,78	54233,2	119790,69	0	4131,18	136123,71	0	0	0	0
2014	50061	Bureta	Liquidaciones	Consolidado	313379,64	57016,86	95029,01	970,82	9024,97	102689,78	0	0	48648,2	0
2014	50062	Burgo de Ebro (El)	Liquidaciones	Consolidado	2825159,49	583702,62	1521332,19	346,09	74842,53	511387,64	133548,42	0	0	0
2014	50063	Buste (El)	Liquidaciones	Consolidado	149130,43	27465,85	42786,67	1928,78	0	70442,84	0	0	6506,29	0
2014	50064	Cabañas de Ebro	Liquidaciones	Consolidado	492670,28	147239,74	179160,31	9076,39	22145,38	103255,13	0	0	31793,33	0
2014	50065	Cabolafuente	Liquidaciones	Consolidado	99494,01	10604,24	41229,45	0	6429,13	41231,19	0	0	0	0
2014	50066	Cadrete	Liquidaciones	Consolidado	5131911,86	1005950,03	1758917,46	27949,74	49539,85	1124916,2	9052,98	0	1155585,6	0
2014	50067	Calatayud	Liquidaciones	Consolidado	21533553,99	8130503,04	5264333,66	204367,98	829268,38	4669284,27	1263154,66	79220	1093422	0
2014	50068	Calatorao	Liquidaciones	Consolidado	2251180,61	688470,58	998657,15	43,02	89961	451613,04	0	0	22435,82	0
2014	50069	Calcena	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50070	Calmarza	Liquidaciones	Consolidado	116415,15	13923,43	29381,16	0	6416,26	66694,3	0	0	0	0
2014	50071	Campillo de Aragón	Liquidaciones	Consolidado	294910,49	38921,66	51243,78	0	17662,47	187082,58	0	0	0	0
2014	50072	Carenas	Liquidaciones	Consolidado	367994,6	50871,61	144777,81	1253,29	1320	169771,89	0	0	0	0
2014	50073	Cariñena	Liquidaciones	Consolidado	2787336,88	1049379,24	958579,68	63690,78	113559,44	443457,9	28846,55	0	129823,29	0
2014	50074	Caspe	Liquidaciones	Clasificación Económica de la Administración General	7678813,77	3414161,41	2088436,15	9877,63	246913,68	1919424,9	0	0	0	0
2014	50075	Castejón de Alarba	Liquidaciones	Consolidado	277749,91	11437,76	67751,58	2023,82	3227,88	180308,87	0	0	13000	0
2014	50076	Castejón de las Armas	Liquidaciones	Consolidado	175108,79	35529,69	63111,3	4887,99	848	60601,81	0	0	10130	0
2014	50077	Castejón de Valdejasa	Liquidaciones	Consolidado	378737,44	95473,88	143850,36	5418,73	4363,22	118569,35	0	0	11061,9	0
2014	50078	Castiliscar	Liquidaciones	Consolidado	406979,66	95316,08	124447,84	2634,73	23220,7	124712,17	0	0	36648,14	0
2014	50079	Cervera de la Cañada	Liquidaciones	Consolidado	230011,78	77341,86	80471,13	4693,77	4571,32	55786,15	0	0	7147,55	0
2014	50080	Cerveruela	Liquidaciones	Consolidado	89459,23	4120	33518,61	0	6321,94	45498,68	0	0	0	0
2014	50081	Cetina	Liquidaciones	Consolidado	667611,54	103108,45	198004,62	1725,63	5376	352984,02	6412,82	0	0	0
2014	50082	Cimballa	Liquidaciones	Consolidado	216145,71	20550,64	41348,15	0	7704,64	146542,28	0	0	0	0
2014	50083	Cinco Olivas	Liquidaciones	Consolidado	168219,36	26832,6	66306,42	203,72	8585,33	66291,29	0	0	0	0
2014	50084	Clarés de Ribota	Liquidaciones	Consolidado	157404,93	9721,75	49332,49	109,95	907,32	97333,42	0	0	0	0
2014	50085	Codo	Liquidaciones	Consolidado	171442,88	29958,59	82481,88	659,4	7985,95	46358,74	3998,32	0	0	0
2014	50086	Codos	Liquidaciones	Consolidado	275636,26	64445,79	125072	1080,62	3802,48	81235,37	0	0	0	0
2014	50087	Contamina	Liquidaciones	Consolidado	154657	15554,64	42501,88	173,81	374	96052,67	0	0	0	0
2014	50088	Cosuenda	Liquidaciones	Consolidado	641859,21	118531,14	218108,36	19178,5	22398,27	214589,23	0	0	49053,71	0
2014	50089	Cuarte de Huerva	Liquidaciones	Consolidado	11082021,09	3587048,93	4072426,58	1813,33	1534697,69	1491380,63	0	0	394653,93	0
2014	50090	Cubel	Liquidaciones	Consolidado	220024,95	37612,25	73273,73	1115,2	13907,82	94115,95	0	0	0	0
2014	50091	Cuerlas (Las)	Liquidaciones	Consolidado	156787,76	6759,17	73406,36	0	6448,1	70174,13	0	0	0	0
2014	50092	Chiprana	Liquidaciones	Consolidado	595552,09	211493,5	185444,01	268,5	12847,39	185498,69	0	0	0	0
2014	50093	Chodes	Liquidaciones	Consolidado	157824,41	22100	55359,21	0	7689,63	72675,57	0	0	0	0
2014	50094	Daroca	Liquidaciones	Consolidado	3956108,6	2216961,5	1018680,99	75259,68	53786,55	387717,18	0	0	203702,7	0
2014	50095	Ejea de los Caballeros	Liquidaciones	Consolidado	20915371,11	5632119,38	6738492,86	160795,51	1206077,13	4334858,79	221180,75	111673,74	2510172,95	0
2014	50096	Embid de Ariza	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50098	Encinacorba	Liquidaciones	Consolidado	245434,49	63348,47	99515,08	1266,77	8167,47	73136,7	0	0	0	0
2014	50099	Épila	Liquidaciones	Consolidado	4054057,14	1223777,55	1227192,47	42869,38	219144,02	519766,23	430000	0	391307,49	0
2014	50100	Erla	Liquidaciones	Consolidado	407302,44	144255,76	114984,04	1189,45	18289,74	128583,45	0	0	0	0
2014	50101	Escatrón	Liquidaciones	Consolidado	2855477,15	518932,01	925416,71	1978,97	127260,06	887340,94	123969,86	0	270578,6	0
2014	50102	Fabara	Liquidaciones	Consolidado	1219553,96	475867,4	386711,43	16377,01	4238,4	294050,17	0	0	42309,55	0
2014	50104	Farlete	Liquidaciones	Consolidado	367221,53	100567,21	198492,9	0	14171,29	53990,13	0	0	0	0
2014	50105	Fayón	Liquidaciones	Consolidado	775549,3	219386,3	265940,53	8543,02	1213,73	280465,72	0	0	0	0
2014	50106	Fayos (Los)	Liquidaciones	Consolidado	338221,34	61173,95	60259,69	308,36	0	203521,23	0	0	12958,11	0
2014	50107	Figueruelas	Liquidaciones	Consolidado	4004909,32	626025,23	1186471,9	0	411936,08	1770887,3	9588,81	0	0	0
2014	50108	Fombuena	Liquidaciones	Consolidado	76645,16	4273,91	22514,38	0	6349,72	43507,15	0	0	0	0
2014	50109	Frago (El)	Liquidaciones	Consolidado	232730,42	8637,17	49199,49	1483,18	35953,17	132457,37	0	0	5000,04	0
2014	50110	Frasno (El)	Liquidaciones	Consolidado	507796,47	125832,29	133189,19	5570,41	21093,66	215310,92	0	0	6800	0
2014	50111	Fréscano	Liquidaciones	Consolidado	380283,11	47915,54	98352,56	560,66	0	226075,64	0	0	7378,71	0
2014	50113	Fuendejalón	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50114	Fuendetodos	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50115	Fuentes de Ebro	Liquidaciones	Consolidado	4204500,27	1567040,56	1152379,51	1833,45	57687,82	1355092,93	30466	0	40000	0
2014	50116	Fuentes de Jiloca	Liquidaciones	Consolidado	286204,79	31185,46	120795,67	15903,48	6495,49	105071,67	0	0	6753,02	0
2014	50117	Gallocanta	Liquidaciones	Consolidado	410326,18	19236,28	96744,69	1467,44	9570,41	283307,36	0	0	0	0
2014	50118	Gallur	Liquidaciones	Consolidado	2056881,89	642158,86	675185,13	2677,51	146538,75	511059,92	0	0	79261,72	0
2014	50119	Gelsa	Liquidaciones	Consolidado	1483137,5	255206,99	618211,15	3561,32	71365,88	443608,58	0	0	91183,58	0
2014	50120	Godojos	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50121	Gotor	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50122	Grisel	Liquidaciones	Consolidado	355761,45	71271,96	136458,03	543,33	2676,09	144812,04	0	0	0	0
2014	50123	Grisén	Liquidaciones	Consolidado	540097,38	106853,28	206795,13	0	25238,53	201210,44	0	0	0	0
2014	50124	Herrera de los Navarros	Liquidaciones	Consolidado	521250,95	138096,28	136984,84	48655,91	100770,37	53814,11	0	0	42929,44	0
2014	50125	Ibdes	Liquidaciones	Consolidado	438046,41	94373,28	187035,23	4158,93	5194	136742,75	0	0	10542,22	0
2014	50126	Illueca	Liquidaciones	Consolidado	2468952,31	617460,46	747729,52	60350,5	161185,18	503780,66	0	0	378445,99	0
2014	50128	Isuerre	Liquidaciones	Consolidado	148975,59	21262,49	31339,86	2939,86	10162,57	69461,92	0	0	13808,89	0
2014	50129	Jaraba	Liquidaciones	Consolidado	628178,05	142002,37	187063,57	2131,98	50977,08	192904,07	0	0	53098,98	0
2014	50130	Jarque de Moncayo	Liquidaciones	Consolidado	421496,13	92048,03	170040,34	8024,39	39529,87	111853,5	0	0	0	0
2014	50131	Jaulín	Liquidaciones	Consolidado	365343,63	85241,53	116190,15	5959,14	14707,68	135959,22	0	0	7285,91	0
2014	50132	Joyosa (La)	Liquidaciones	Consolidado	1021331,34	316008,4	376062,4	0	118381,92	210878,62	0	0	0	0
2014	50133	Lagata	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50134	Langa del Castillo	Liquidaciones	Consolidado	185893,68	23805,53	72098,78	0	8702,58	81286,79	0	0	0	0
2014	50135	Layana	Liquidaciones	Consolidado	252031,21	18655,69	45711,12	2694,3	27037,03	148347,37	0	0	9585,7	0
2014	50136	Lécera	Liquidaciones	Consolidado	673660,91	127123,97	320918,03	2512,79	29534,14	193571,98	0	0	0	0
2014	50137	Leciñena	Liquidaciones	Consolidado	1189297,76	206508,88	592865,71	979,15	81885,98	307058,04	0	0	0	0
2014	50138	Lechón	Liquidaciones	Consolidado	147838,55	7409,82	52467,49	361,1	0	87600,14	0	0	0	0
2014	50139	Letux	Liquidaciones	Consolidado	450314,03	87420,07	179980,21	1445,17	0	170677,28	0	0	10791,3	0
2014	50140	Litago	Liquidaciones	Consolidado	421740,03	59676,53	59841,63	7303,66	0	280822,38	0	0	14095,83	0
2014	50141	Lituénigo	Liquidaciones	Consolidado	329823,33	35253,53	70440,55	46,9	2315,41	221766,94	0	0	0	0
2014	50142	Lobera de Onsella	Liquidaciones	Consolidado	117577	34336,19	26162,63	2310,16	4242,64	50525,38	0	0	0	0
2014	50143	Longares	Liquidaciones	Consolidado	663217,37	203207,74	220714,71	13375,22	36919,22	155414,62	0	0	33585,86	0
2014	50144	Longás	Liquidaciones	Consolidado	141407,59	11166,34	39506,91	263,06	10002,21	80469,07	0	0	0	0
2014	50146	Lucena de Jalón	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50147	Luceni	Liquidaciones	Consolidado	878901,21	248255,79	276025,16	2651,29	67198,38	250236,99	0	0	34533,6	0
2014	50148	Luesia	Liquidaciones	Consolidado	525332,2	148033,99	228407,4	10400,72	11897,38	91711,6	0	0	34881,11	0
2014	50149	Luesma	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50150	Lumpiaque	Liquidaciones	Consolidado	1025144,59	246809,13	385042,79	0	16054,62	377238,05	0	0	0	0
2014	50151	Luna	Liquidaciones	Consolidado	1361490,64	318698,81	487276,42	200	48938,88	300876,4	195000,01	0	10500,12	0
2014	50152	Maella	Liquidaciones	Consolidado	1692536,85	623124,24	650895,53	23338,91	24343	280782,15	0	0	90053,02	0
2014	50153	Magallón	Liquidaciones	Consolidado	1471658,62	418355,69	580921,49	6992,91	92446,2	324299,67	0	0	48642,66	0
2014	50154	Mainar	Liquidaciones	Consolidado	230288,66	7623,32	88575,06	612,47	21021,31	112456,5	0	0	0	0
2014	50155	Malanquilla	Liquidaciones	Consolidado	285420,69	9330	78584,3	217,08	702	196587,31	0	0	0	0
2014	50156	Maleján	Liquidaciones	Consolidado	287733,85	69332,08	64267,15	2203,83	12977,69	132280,76	0	0	6672,34	0
2014	50157	Malón	Liquidaciones	Consolidado	496034,25	67774,94	84248,02	311,59	8336,28	304577,3	0	0	30786,12	0
2014	50159	Maluenda	Liquidaciones	Consolidado	953322,24	321530,78	266654,09	22335,85	34992,94	273550,56	0	0	34258,02	0
2014	50160	Mallén	Liquidaciones	Consolidado	2205754,05	684657,57	812040,54	16242,51	113446,92	272863,7	0	0	306502,81	0
2014	50161	Manchones	Liquidaciones	Consolidado	148622,86	17435,79	71908,6	1571,98	3409,53	51601,58	0	0	2695,38	0
2014	50162	Mara	Liquidaciones	Consolidado	208500,57	46727,21	63822,25	8135,53	10257,8	70170,5	0	0	9387,28	0
2014	50163	María de Huerva	Liquidaciones	Consolidado	5412115,93	924009,43	1467128,42	42788,62	517338,94	784438,43	0	0	1676412,09	0
2014	50164	Mediana de Aragón	Liquidaciones	Consolidado	463956,86	140784,86	178355,71	3426,87	2337,72	119725,13	0	0	19326,57	0
2014	50165	Mequinenza	Liquidaciones	Consolidado	3002865,81	689019,91	1062305,34	9460,06	175418,93	1046797,23	0	0	19864,34	0
2014	50166	Mesones de Isuela	Liquidaciones	Consolidado	304016,88	76112,37	102023,81	1500	0	116380,7	0	0	8000	0
2014	50167	Mezalocha	Liquidaciones	Consolidado	411339,43	45691,33	107350,8	1482,26	20820,91	225967,05	0	0	10027,08	0
2014	50168	Mianos	Liquidaciones	Consolidado	107384,08	9404,8	31016,08	0	4802,24	62160,96	0	0	0	0
2014	50169	Miedes de Aragón	Liquidaciones	Consolidado	484733,04	85036,54	161888,74	6470,37	24650,12	184264,75	0	0	22422,52	0
2014	50170	Monegrillo	Liquidaciones	Consolidado	751663,71	125226,01	246304,01	0	76092,03	304041,66	0	0	0	0
2014	50171	Moneva	Liquidaciones	Sin información	0	0	0	0	0	0	0	0	0	0
2014	50172	Monreal de Ariza	Liquidaciones	Consolidado	275516,55	68842,54	115378,63	11829,14	192,9	71091,16	0	0	8182,18	0
2014	50173	Monterde	Liquidaciones	Consolidado	481557,15	24243,63	165348,69	2843,61	2771,69	275349,53	0	0	11000	0
2014	50174	Montón	Liquidaciones	Consolidado	166265,1	17517,99	51406,88	4590,45	11955	71000	0	0	9794,78	0
2014	50175	Morata de Jalón	Liquidaciones	Consolidado	1196961,52	444934,35	440237,48	15586,94	107481,42	152477,37	0	0	36243,96	0
2014	50176	Morata de Jiloca	Liquidaciones	Consolidado	725177,13	68605,35	114588,72	28756,91	8938,45	364928,92	0	0	139358,78	0
2014	50177	Morés	Liquidaciones	Consolidado	441954,13	111464,98	145972,64	27844,69	25357,02	115531,46	0	0	15783,34	0
2014	50178	Moros	Liquidaciones	Consolidado	409403,1	100024,08	123145,47	38803,74	3383,87	126339,18	0	0	17706,76	0
2014	50179	Moyuela	Liquidaciones	Consolidado	336966,38	86767,77	146221,23	0	10299,06	93678,32	0	0	0	0
2014	50180	Mozota	Liquidaciones	Consolidado	196780,99	17989,34	38800,33	1178,04	10589,79	106936,12	0	0	21287,37	0
2014	50181	Muel	Liquidaciones	Consolidado	1663886,25	362676,61	761517,63	2501,17	102814,54	411665,46	10710,84	0	12000	0
2014	50182	Muela (La)	Liquidaciones	Consolidado	6411052,77	2230737,55	2622268,29	891978,4	38945,21	570504,93	0	0	56618,39	0
2014	50183	Munébrega	Liquidaciones	Consolidado	530450,49	98397,73	176531,48	12287,3	4059,32	239174,66	0	0	0	0
2014	50184	Murero	Liquidaciones	Consolidado	159241,3	35671,85	45117,95	2345,52	3694,95	68411,03	0	0	4000	0
2014	50185	Murillo de Gállego	Liquidaciones	Consolidado	374696,49	116889,32	95932,72	9899,63	0	144731,63	0	0	7243,19	0
2014	50186	Navardún	Liquidaciones	Consolidado	140045,19	25430,95	32452,8	6152,4	10846,6	52410,59	0	0	12751,85	0
2014	50187	Nigüella	Liquidaciones	Consolidado	167165,61	20007,24	49464,17	0	0	97694,2	0	0	0	0
2014	50188	Nombrevilla	Liquidaciones	Consolidado	111290,95	4810,91	44764,99	0	2221,34	59493,71	0	0	0	0
