Año	Mes (código)	Mes y año	Mes nombre	Comarca código	Comarca nombre	Grupo de tipo de jornada	Sexo	Número de contratos
2013	201306	Junio 2013	Junio	14	Aranda	2 - Jornada Parcial	Hombres	26
2013	201306	Junio 2013	Junio	14	Aranda	2 - Jornada Parcial	Mujeres	27
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	1 - Jornada Completa	Hombres	463
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	1 - Jornada Completa	Mujeres	206
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	2 - Jornada Parcial	Hombres	100
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	2 - Jornada Parcial	Mujeres	93
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Hombres	3
2013	201306	Junio 2013	Junio	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Mujeres	1
2013	201306	Junio 2013	Junio	16	Valdejalón	1 - Jornada Completa	Hombres	2355
2013	201306	Junio 2013	Junio	16	Valdejalón	1 - Jornada Completa	Mujeres	1116
2013	201306	Junio 2013	Junio	16	Valdejalón	2 - Jornada Parcial	Hombres	79
2013	201306	Junio 2013	Junio	16	Valdejalón	2 - Jornada Parcial	Mujeres	116
2013	201306	Junio 2013	Junio	16	Valdejalón	3 - Fijos Discontinuos	Hombres	13
2013	201306	Junio 2013	Junio	16	Valdejalón	3 - Fijos Discontinuos	Mujeres	20
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	1 - Jornada Completa	Hombres	6425
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	1 - Jornada Completa	Mujeres	4181
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	2 - Jornada Parcial	Hombres	2999
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	2 - Jornada Parcial	Mujeres	4531
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	3 - Fijos Discontinuos	Hombres	16
2013	201306	Junio 2013	Junio	17	D.C. Zaragoza	3 - Fijos Discontinuos	Mujeres	27
2013	201306	Junio 2013	Junio	18	Ribera Baja del Ebro	1 - Jornada Completa	Hombres	310
2013	201306	Junio 2013	Junio	18	Ribera Baja del Ebro	1 - Jornada Completa	Mujeres	127
2013	201306	Junio 2013	Junio	18	Ribera Baja del Ebro	2 - Jornada Parcial	Hombres	26
2013	201306	Junio 2013	Junio	18	Ribera Baja del Ebro	2 - Jornada Parcial	Mujeres	33
2013	201306	Junio 2013	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Hombres	1061
2013	201306	Junio 2013	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Mujeres	316
2013	201306	Junio 2013	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Hombres	33
2013	201306	Junio 2013	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Mujeres	63
2013	201306	Junio 2013	Junio	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Fijos Discontinuos	Hombres	2
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	1 - Jornada Completa	Hombres	597
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	1 - Jornada Completa	Mujeres	237
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	2 - Jornada Parcial	Hombres	135
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	2 - Jornada Parcial	Mujeres	228
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Hombres	1
2013	201306	Junio 2013	Junio	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Mujeres	1
2013	201306	Junio 2013	Junio	21	Campo de Cariñena	1 - Jornada Completa	Hombres	380
2013	201306	Junio 2013	Junio	21	Campo de Cariñena	1 - Jornada Completa	Mujeres	122
2013	201306	Junio 2013	Junio	21	Campo de Cariñena	2 - Jornada Parcial	Hombres	30
2013	201306	Junio 2013	Junio	21	Campo de Cariñena	2 - Jornada Parcial	Mujeres	24
2013	201306	Junio 2013	Junio	21	Campo de Cariñena	3 - Fijos Discontinuos	Hombres	4
2013	201306	Junio 2013	Junio	22	Campo de Belchite	1 - Jornada Completa	Hombres	24
2013	201306	Junio 2013	Junio	22	Campo de Belchite	1 - Jornada Completa	Mujeres	13
2013	201306	Junio 2013	Junio	22	Campo de Belchite	2 - Jornada Parcial	Hombres	10
2013	201306	Junio 2013	Junio	22	Campo de Belchite	2 - Jornada Parcial	Mujeres	15
2013	201306	Junio 2013	Junio	22	Campo de Belchite	3 - Fijos Discontinuos	Hombres	1
2013	201306	Junio 2013	Junio	23	Bajo Martín	1 - Jornada Completa	Hombres	133
2013	201306	Junio 2013	Junio	23	Bajo Martín	1 - Jornada Completa	Mujeres	65
2013	201306	Junio 2013	Junio	23	Bajo Martín	2 - Jornada Parcial	Hombres	14
2013	201306	Junio 2013	Junio	23	Bajo Martín	2 - Jornada Parcial	Mujeres	31
2013	201306	Junio 2013	Junio	23	Bajo Martín	3 - Fijos Discontinuos	Hombres	1
2013	201306	Junio 2013	Junio	24	Campo de Daroca	1 - Jornada Completa	Hombres	30
2013	201306	Junio 2013	Junio	24	Campo de Daroca	1 - Jornada Completa	Mujeres	14
2013	201306	Junio 2013	Junio	24	Campo de Daroca	2 - Jornada Parcial	Hombres	6
2013	201306	Junio 2013	Junio	24	Campo de Daroca	2 - Jornada Parcial	Mujeres	10
2013	201306	Junio 2013	Junio	25	Jiloca	1 - Jornada Completa	Hombres	60
2013	201306	Junio 2013	Junio	25	Jiloca	1 - Jornada Completa	Mujeres	22
2013	201306	Junio 2013	Junio	25	Jiloca	2 - Jornada Parcial	Hombres	24
2013	201306	Junio 2013	Junio	25	Jiloca	2 - Jornada Parcial	Mujeres	26
2013	201306	Junio 2013	Junio	26	Cuencas Mineras	1 - Jornada Completa	Hombres	40
2013	201306	Junio 2013	Junio	26	Cuencas Mineras	1 - Jornada Completa	Mujeres	21
2013	201306	Junio 2013	Junio	26	Cuencas Mineras	2 - Jornada Parcial	Hombres	14
2013	201306	Junio 2013	Junio	26	Cuencas Mineras	2 - Jornada Parcial	Mujeres	16
2013	201306	Junio 2013	Junio	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Hombres	91
2013	201306	Junio 2013	Junio	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Mujeres	77
2013	201306	Junio 2013	Junio	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Hombres	24
2013	201306	Junio 2013	Junio	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Mujeres	37
2013	201306	Junio 2013	Junio	28	Bajo Aragón	1 - Jornada Completa	Hombres	335
2013	201306	Junio 2013	Junio	28	Bajo Aragón	1 - Jornada Completa	Mujeres	214
2013	201306	Junio 2013	Junio	28	Bajo Aragón	2 - Jornada Parcial	Hombres	56
2013	201306	Junio 2013	Junio	28	Bajo Aragón	2 - Jornada Parcial	Mujeres	146
2013	201306	Junio 2013	Junio	28	Bajo Aragón	3 - Fijos Discontinuos	Mujeres	1
2013	201306	Junio 2013	Junio	29	Comunidad de Teruel	1 - Jornada Completa	Hombres	782
2013	201306	Junio 2013	Junio	29	Comunidad de Teruel	1 - Jornada Completa	Mujeres	347
2013	201306	Junio 2013	Junio	29	Comunidad de Teruel	2 - Jornada Parcial	Hombres	126
2013	201306	Junio 2013	Junio	29	Comunidad de Teruel	2 - Jornada Parcial	Mujeres	193
2013	201306	Junio 2013	Junio	29	Comunidad de Teruel	3 - Fijos Discontinuos	Hombres	4
2013	201306	Junio 2013	Junio	30	Maestrazgo	1 - Jornada Completa	Hombres	20
2013	201306	Junio 2013	Junio	30	Maestrazgo	1 - Jornada Completa	Mujeres	16
2013	201306	Junio 2013	Junio	30	Maestrazgo	2 - Jornada Parcial	Hombres	6
2013	201306	Junio 2013	Junio	30	Maestrazgo	2 - Jornada Parcial	Mujeres	7
2013	201306	Junio 2013	Junio	30	Maestrazgo	3 - Fijos Discontinuos	Mujeres	1
2013	201306	Junio 2013	Junio	31	Sierra de Albarracín	1 - Jornada Completa	Hombres	22
2013	201306	Junio 2013	Junio	31	Sierra de Albarracín	1 - Jornada Completa	Mujeres	11
2013	201306	Junio 2013	Junio	31	Sierra de Albarracín	2 - Jornada Parcial	Hombres	13
2013	201306	Junio 2013	Junio	31	Sierra de Albarracín	2 - Jornada Parcial	Mujeres	12
2013	201306	Junio 2013	Junio	32	Gúdar-Javalambre	1 - Jornada Completa	Hombres	70
2013	201306	Junio 2013	Junio	32	Gúdar-Javalambre	1 - Jornada Completa	Mujeres	28
2013	201306	Junio 2013	Junio	32	Gúdar-Javalambre	2 - Jornada Parcial	Hombres	15
2013	201306	Junio 2013	Junio	32	Gúdar-Javalambre	2 - Jornada Parcial	Mujeres	22
2013	201306	Junio 2013	Junio	32	Gúdar-Javalambre	3 - Fijos Discontinuos	Mujeres	2
2013	201306	Junio 2013	Junio	33	Matarraña / Matarranya	1 - Jornada Completa	Hombres	52
2013	201306	Junio 2013	Junio	33	Matarraña / Matarranya	1 - Jornada Completa	Mujeres	31
2013	201306	Junio 2013	Junio	33	Matarraña / Matarranya	2 - Jornada Parcial	Hombres	20
2013	201306	Junio 2013	Junio	33	Matarraña / Matarranya	2 - Jornada Parcial	Mujeres	31
2013	201306	Junio 2013	Junio	33	Matarraña / Matarranya	3 - Fijos Discontinuos	Mujeres	1
2013	201305	Mayo 2013	Mayo	01	La Jacetania	1 - Jornada Completa	Hombres	91
2013	201305	Mayo 2013	Mayo	01	La Jacetania	1 - Jornada Completa	Mujeres	68
2013	201305	Mayo 2013	Mayo	01	La Jacetania	2 - Jornada Parcial	Hombres	45
2013	201305	Mayo 2013	Mayo	01	La Jacetania	2 - Jornada Parcial	Mujeres	74
2013	201305	Mayo 2013	Mayo	01	La Jacetania	3 - Fijos Discontinuos	Hombres	4
2013	201305	Mayo 2013	Mayo	01	La Jacetania	3 - Fijos Discontinuos	Mujeres	3
2013	201305	Mayo 2013	Mayo	02	Alto Gállego	1 - Jornada Completa	Hombres	154
2013	201305	Mayo 2013	Mayo	02	Alto Gállego	1 - Jornada Completa	Mujeres	73
2013	201305	Mayo 2013	Mayo	02	Alto Gállego	2 - Jornada Parcial	Hombres	26
2013	201305	Mayo 2013	Mayo	02	Alto Gállego	2 - Jornada Parcial	Mujeres	35
2013	201305	Mayo 2013	Mayo	02	Alto Gállego	3 - Fijos Discontinuos	Hombres	2
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	1 - Jornada Completa	Hombres	108
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	1 - Jornada Completa	Mujeres	46
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	2 - Jornada Parcial	Hombres	13
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	2 - Jornada Parcial	Mujeres	35
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	3 - Fijos Discontinuos	Hombres	3
2013	201305	Mayo 2013	Mayo	03	Sobrarbe	3 - Fijos Discontinuos	Mujeres	3
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	1 - Jornada Completa	Hombres	95
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	1 - Jornada Completa	Mujeres	60
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	2 - Jornada Parcial	Hombres	27
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	2 - Jornada Parcial	Mujeres	42
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	3 - Fijos Discontinuos	Hombres	2
2013	201305	Mayo 2013	Mayo	04	La Ribagorza	3 - Fijos Discontinuos	Mujeres	2
2013	201305	Mayo 2013	Mayo	05	Cinco Villas	1 - Jornada Completa	Hombres	217
2013	201305	Mayo 2013	Mayo	05	Cinco Villas	1 - Jornada Completa	Mujeres	59
2013	201305	Mayo 2013	Mayo	05	Cinco Villas	2 - Jornada Parcial	Hombres	72
2013	201305	Mayo 2013	Mayo	05	Cinco Villas	2 - Jornada Parcial	Mujeres	107
2013	201305	Mayo 2013	Mayo	05	Cinco Villas	3 - Fijos Discontinuos	Mujeres	5
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Hombres	573
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	1 - Jornada Completa	Mujeres	314
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Hombres	208
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	2 - Jornada Parcial	Mujeres	376
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	3 - Fijos Discontinuos	Hombres	15
2013	201305	Mayo 2013	Mayo	06	Hoya de Huesca / Plana de Uesca	3 - Fijos Discontinuos	Mujeres	6
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	1 - Jornada Completa	Hombres	296
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	1 - Jornada Completa	Mujeres	72
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	2 - Jornada Parcial	Hombres	50
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	2 - Jornada Parcial	Mujeres	91
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	3 - Fijos Discontinuos	Hombres	7
2013	201305	Mayo 2013	Mayo	07	Somontano de Barbastro	3 - Fijos Discontinuos	Mujeres	1
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	1 - Jornada Completa	Hombres	553
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	1 - Jornada Completa	Mujeres	170
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	2 - Jornada Parcial	Hombres	103
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	2 - Jornada Parcial	Mujeres	175
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	3 - Fijos Discontinuos	Hombres	9
2013	201305	Mayo 2013	Mayo	08	Cinca Medio	3 - Fijos Discontinuos	Mujeres	1
2013	201305	Mayo 2013	Mayo	09	La Litera / La Llitera	1 - Jornada Completa	Hombres	236
2013	201305	Mayo 2013	Mayo	09	La Litera / La Llitera	1 - Jornada Completa	Mujeres	54
2013	201305	Mayo 2013	Mayo	09	La Litera / La Llitera	2 - Jornada Parcial	Hombres	21
2013	201305	Mayo 2013	Mayo	09	La Litera / La Llitera	2 - Jornada Parcial	Mujeres	52
2013	201305	Mayo 2013	Mayo	09	La Litera / La Llitera	3 - Fijos Discontinuos	Hombres	5
2013	201305	Mayo 2013	Mayo	10	Los Monegros	1 - Jornada Completa	Hombres	176
2013	201305	Mayo 2013	Mayo	10	Los Monegros	1 - Jornada Completa	Mujeres	44
2013	201305	Mayo 2013	Mayo	10	Los Monegros	2 - Jornada Parcial	Hombres	26
2013	201305	Mayo 2013	Mayo	10	Los Monegros	2 - Jornada Parcial	Mujeres	33
2013	201305	Mayo 2013	Mayo	10	Los Monegros	3 - Fijos Discontinuos	Hombres	5
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	1 - Jornada Completa	Hombres	2595
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	1 - Jornada Completa	Mujeres	1051
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	2 - Jornada Parcial	Hombres	62
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	2 - Jornada Parcial	Mujeres	92
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	3 - Fijos Discontinuos	Hombres	127
2013	201305	Mayo 2013	Mayo	11	Bajo Cinca / Baix Cinca	3 - Fijos Discontinuos	Mujeres	72
2013	201305	Mayo 2013	Mayo	12	Tarazona y el Moncayo	1 - Jornada Completa	Hombres	104
2013	201305	Mayo 2013	Mayo	12	Tarazona y el Moncayo	1 - Jornada Completa	Mujeres	59
2013	201305	Mayo 2013	Mayo	12	Tarazona y el Moncayo	2 - Jornada Parcial	Hombres	102
2013	201305	Mayo 2013	Mayo	12	Tarazona y el Moncayo	2 - Jornada Parcial	Mujeres	65
2013	201305	Mayo 2013	Mayo	13	Campo de Borja	1 - Jornada Completa	Hombres	163
2013	201305	Mayo 2013	Mayo	13	Campo de Borja	1 - Jornada Completa	Mujeres	87
2013	201305	Mayo 2013	Mayo	13	Campo de Borja	2 - Jornada Parcial	Hombres	35
2013	201305	Mayo 2013	Mayo	13	Campo de Borja	2 - Jornada Parcial	Mujeres	47
2013	201305	Mayo 2013	Mayo	14	Aranda	1 - Jornada Completa	Hombres	75
2013	201305	Mayo 2013	Mayo	14	Aranda	1 - Jornada Completa	Mujeres	38
2013	201305	Mayo 2013	Mayo	14	Aranda	2 - Jornada Parcial	Hombres	13
2013	201305	Mayo 2013	Mayo	14	Aranda	2 - Jornada Parcial	Mujeres	23
2013	201305	Mayo 2013	Mayo	14	Aranda	3 - Fijos Discontinuos	Hombres	2
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	1 - Jornada Completa	Hombres	447
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	1 - Jornada Completa	Mujeres	95
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	2 - Jornada Parcial	Hombres	54
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	2 - Jornada Parcial	Mujeres	54
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Hombres	6
2013	201305	Mayo 2013	Mayo	15	Ribera Alta del Ebro	3 - Fijos Discontinuos	Mujeres	4
2013	201305	Mayo 2013	Mayo	16	Valdejalón	1 - Jornada Completa	Hombres	1663
2013	201305	Mayo 2013	Mayo	16	Valdejalón	1 - Jornada Completa	Mujeres	742
2013	201305	Mayo 2013	Mayo	16	Valdejalón	2 - Jornada Parcial	Hombres	86
2013	201305	Mayo 2013	Mayo	16	Valdejalón	2 - Jornada Parcial	Mujeres	116
2013	201305	Mayo 2013	Mayo	16	Valdejalón	3 - Fijos Discontinuos	Hombres	6
2013	201305	Mayo 2013	Mayo	16	Valdejalón	3 - Fijos Discontinuos	Mujeres	16
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	1 - Jornada Completa	Hombres	6265
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	1 - Jornada Completa	Mujeres	4299
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	2 - Jornada Parcial	Hombres	2900
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	2 - Jornada Parcial	Mujeres	4875
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	3 - Fijos Discontinuos	Hombres	28
2013	201305	Mayo 2013	Mayo	17	D.C. Zaragoza	3 - Fijos Discontinuos	Mujeres	67
2013	201305	Mayo 2013	Mayo	18	Ribera Baja del Ebro	1 - Jornada Completa	Hombres	357
2013	201305	Mayo 2013	Mayo	18	Ribera Baja del Ebro	1 - Jornada Completa	Mujeres	144
2013	201305	Mayo 2013	Mayo	18	Ribera Baja del Ebro	2 - Jornada Parcial	Hombres	24
2013	201305	Mayo 2013	Mayo	18	Ribera Baja del Ebro	2 - Jornada Parcial	Mujeres	37
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Hombres	1670
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Jornada Completa	Mujeres	558
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Hombres	22
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Jornada Parcial	Mujeres	74
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Fijos Discontinuos	Hombres	13
2013	201305	Mayo 2013	Mayo	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Fijos Discontinuos	Mujeres	8
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	1 - Jornada Completa	Hombres	385
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	1 - Jornada Completa	Mujeres	187
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	2 - Jornada Parcial	Hombres	94
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	2 - Jornada Parcial	Mujeres	149
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Hombres	1
2013	201305	Mayo 2013	Mayo	20	Comunidad de Calatayud	3 - Fijos Discontinuos	Mujeres	6
2013	201305	Mayo 2013	Mayo	21	Campo de Cariñena	1 - Jornada Completa	Hombres	386
2013	201305	Mayo 2013	Mayo	21	Campo de Cariñena	1 - Jornada Completa	Mujeres	136
2013	201305	Mayo 2013	Mayo	21	Campo de Cariñena	2 - Jornada Parcial	Hombres	4
2013	201305	Mayo 2013	Mayo	21	Campo de Cariñena	2 - Jornada Parcial	Mujeres	18
2013	201305	Mayo 2013	Mayo	21	Campo de Cariñena	3 - Fijos Discontinuos	Hombres	1
2013	201305	Mayo 2013	Mayo	22	Campo de Belchite	1 - Jornada Completa	Hombres	16
2013	201305	Mayo 2013	Mayo	22	Campo de Belchite	1 - Jornada Completa	Mujeres	5
2013	201305	Mayo 2013	Mayo	22	Campo de Belchite	2 - Jornada Parcial	Hombres	6
2013	201305	Mayo 2013	Mayo	22	Campo de Belchite	2 - Jornada Parcial	Mujeres	4
2013	201305	Mayo 2013	Mayo	23	Bajo Martín	1 - Jornada Completa	Hombres	85
2013	201305	Mayo 2013	Mayo	23	Bajo Martín	1 - Jornada Completa	Mujeres	40
2013	201305	Mayo 2013	Mayo	23	Bajo Martín	2 - Jornada Parcial	Hombres	2
2013	201305	Mayo 2013	Mayo	23	Bajo Martín	2 - Jornada Parcial	Mujeres	16
2013	201305	Mayo 2013	Mayo	24	Campo de Daroca	1 - Jornada Completa	Hombres	29
2013	201305	Mayo 2013	Mayo	24	Campo de Daroca	1 - Jornada Completa	Mujeres	10
2013	201305	Mayo 2013	Mayo	24	Campo de Daroca	2 - Jornada Parcial	Hombres	6
2013	201305	Mayo 2013	Mayo	24	Campo de Daroca	2 - Jornada Parcial	Mujeres	5
2013	201305	Mayo 2013	Mayo	25	Jiloca	1 - Jornada Completa	Hombres	45
2013	201305	Mayo 2013	Mayo	25	Jiloca	1 - Jornada Completa	Mujeres	35
2013	201305	Mayo 2013	Mayo	25	Jiloca	2 - Jornada Parcial	Hombres	18
2013	201305	Mayo 2013	Mayo	25	Jiloca	2 - Jornada Parcial	Mujeres	21
2013	201305	Mayo 2013	Mayo	26	Cuencas Mineras	1 - Jornada Completa	Hombres	47
2013	201305	Mayo 2013	Mayo	26	Cuencas Mineras	1 - Jornada Completa	Mujeres	19
2013	201305	Mayo 2013	Mayo	26	Cuencas Mineras	2 - Jornada Parcial	Hombres	8
2013	201305	Mayo 2013	Mayo	26	Cuencas Mineras	2 - Jornada Parcial	Mujeres	11
2013	201305	Mayo 2013	Mayo	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Hombres	107
2013	201305	Mayo 2013	Mayo	27	Andorra-Sierra de Arcos	1 - Jornada Completa	Mujeres	54
2013	201305	Mayo 2013	Mayo	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Hombres	15
2013	201305	Mayo 2013	Mayo	27	Andorra-Sierra de Arcos	2 - Jornada Parcial	Mujeres	29
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	1 - Jornada Completa	Hombres	355
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	1 - Jornada Completa	Mujeres	322
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	2 - Jornada Parcial	Hombres	43
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	2 - Jornada Parcial	Mujeres	98
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	3 - Fijos Discontinuos	Hombres	1
2013	201305	Mayo 2013	Mayo	28	Bajo Aragón	3 - Fijos Discontinuos	Mujeres	1
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	1 - Jornada Completa	Hombres	718
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	1 - Jornada Completa	Mujeres	237
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	2 - Jornada Parcial	Hombres	155
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	2 - Jornada Parcial	Mujeres	156
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	3 - Fijos Discontinuos	Hombres	11
2013	201305	Mayo 2013	Mayo	29	Comunidad de Teruel	3 - Fijos Discontinuos	Mujeres	4
2013	201305	Mayo 2013	Mayo	30	Maestrazgo	1 - Jornada Completa	Hombres	15
2013	201305	Mayo 2013	Mayo	30	Maestrazgo	1 - Jornada Completa	Mujeres	14
2013	201305	Mayo 2013	Mayo	30	Maestrazgo	2 - Jornada Parcial	Hombres	7
2013	201305	Mayo 2013	Mayo	30	Maestrazgo	2 - Jornada Parcial	Mujeres	3
2013	201305	Mayo 2013	Mayo	31	Sierra de Albarracín	1 - Jornada Completa	Hombres	16
2013	201305	Mayo 2013	Mayo	31	Sierra de Albarracín	1 - Jornada Completa	Mujeres	9
2013	201305	Mayo 2013	Mayo	31	Sierra de Albarracín	2 - Jornada Parcial	Hombres	4
2013	201305	Mayo 2013	Mayo	31	Sierra de Albarracín	2 - Jornada Parcial	Mujeres	12
2013	201305	Mayo 2013	Mayo	32	Gúdar-Javalambre	1 - Jornada Completa	Hombres	69
2013	201305	Mayo 2013	Mayo	32	Gúdar-Javalambre	1 - Jornada Completa	Mujeres	40
2013	201305	Mayo 2013	Mayo	32	Gúdar-Javalambre	2 - Jornada Parcial	Hombres	18
2013	201305	Mayo 2013	Mayo	32	Gúdar-Javalambre	2 - Jornada Parcial	Mujeres	11
2013	201305	Mayo 2013	Mayo	33	Matarraña / Matarranya	1 - Jornada Completa	Hombres	90
2013	201305	Mayo 2013	Mayo	33	Matarraña / Matarranya	1 - Jornada Completa	Mujeres	42
2013	201305	Mayo 2013	Mayo	33	Matarraña / Matarranya	2 - Jornada Parcial	Hombres	17
2013	201305	Mayo 2013	Mayo	33	Matarraña / Matarranya	2 - Jornada Parcial	Mujeres	28
2013	201305	Mayo 2013	Mayo	33	Matarraña / Matarranya	3 - Fijos Discontinuos	Mujeres	3
2013	201304	Abril 2013	Abril	01	La Jacetania	1 - Jornada Completa	Hombres	115
2013	201304	Abril 2013	Abril	01	La Jacetania	1 - Jornada Completa	Mujeres	109
2013	201304	Abril 2013	Abril	01	La Jacetania	2 - Jornada Parcial	Hombres	49
2013	201304	Abril 2013	Abril	01	La Jacetania	2 - Jornada Parcial	Mujeres	77
2013	201304	Abril 2013	Abril	01	La Jacetania	3 - Fijos Discontinuos	Hombres	2
2013	201304	Abril 2013	Abril	01	La Jacetania	3 - Fijos Discontinuos	Mujeres	6
2013	201304	Abril 2013	Abril	02	Alto Gállego	1 - Jornada Completa	Hombres	174
2013	201304	Abril 2013	Abril	02	Alto Gállego	1 - Jornada Completa	Mujeres	123
2013	201304	Abril 2013	Abril	02	Alto Gállego	2 - Jornada Parcial	Hombres	19
2013	201304	Abril 2013	Abril	02	Alto Gállego	2 - Jornada Parcial	Mujeres	41
2013	201304	Abril 2013	Abril	02	Alto Gállego	3 - Fijos Discontinuos	Hombres	2
2013	201304	Abril 2013	Abril	02	Alto Gállego	3 - Fijos Discontinuos	Mujeres	3
2013	201304	Abril 2013	Abril	03	Sobrarbe	1 - Jornada Completa	Hombres	111
2013	201304	Abril 2013	Abril	03	Sobrarbe	1 - Jornada Completa	Mujeres	109
