Mes (código)	Mes y año	Codcom	Comarca nombre	Sector código	Sector descripción	Cuentas cotización con trabajadores
201409	Septiembre 2014	02	Alto Gállego	1	Agricultura, ganadería y pesca	16
201409	Septiembre 2014	02	Alto Gállego	2	Industria y energía	46
201409	Septiembre 2014	02	Alto Gállego	3	Construcción	72
201409	Septiembre 2014	02	Alto Gállego	4	Servicios	511
201409	Septiembre 2014	03	Sobrarbe	1	Agricultura, ganadería y pesca	28
201409	Septiembre 2014	03	Sobrarbe	2	Industria y energía	23
201409	Septiembre 2014	03	Sobrarbe	3	Construcción	44
201409	Septiembre 2014	03	Sobrarbe	4	Servicios	371
201409	Septiembre 2014	04	La Ribagorza	1	Agricultura, ganadería y pesca	100
201409	Septiembre 2014	04	La Ribagorza	2	Industria y energía	43
201409	Septiembre 2014	04	La Ribagorza	3	Construcción	81
201409	Septiembre 2014	04	La Ribagorza	4	Servicios	497
201409	Septiembre 2014	05	Cinco Villas	1	Agricultura, ganadería y pesca	310
201409	Septiembre 2014	05	Cinco Villas	2	Industria y energía	148
201409	Septiembre 2014	05	Cinco Villas	3	Construcción	100
201409	Septiembre 2014	05	Cinco Villas	4	Servicios	689
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	197
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	247
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	3	Construcción	268
201409	Septiembre 2014	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3073
201409	Septiembre 2014	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	114
201409	Septiembre 2014	07	Somontano de Barbastro	2	Industria y energía	137
201409	Septiembre 2014	07	Somontano de Barbastro	3	Construcción	91
201409	Septiembre 2014	07	Somontano de Barbastro	4	Servicios	887
201409	Septiembre 2014	08	Cinca Medio	1	Agricultura, ganadería y pesca	175
201409	Septiembre 2014	08	Cinca Medio	2	Industria y energía	138
201409	Septiembre 2014	08	Cinca Medio	3	Construcción	98
201409	Septiembre 2014	08	Cinca Medio	4	Servicios	665
201409	Septiembre 2014	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	219
201409	Septiembre 2014	09	La Litera / La Llitera	2	Industria y energía	133
201409	Septiembre 2014	09	La Litera / La Llitera	3	Construcción	88
201409	Septiembre 2014	09	La Litera / La Llitera	4	Servicios	635
201409	Septiembre 2014	10	Los Monegros	1	Agricultura, ganadería y pesca	260
201409	Septiembre 2014	10	Los Monegros	2	Industria y energía	84
201409	Septiembre 2014	10	Los Monegros	3	Construcción	89
201409	Septiembre 2014	10	Los Monegros	4	Servicios	486
201409	Septiembre 2014	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	330
201409	Septiembre 2014	11	Bajo Cinca / Baix Cinca	2	Industria y energía	107
201409	Septiembre 2014	11	Bajo Cinca / Baix Cinca	3	Construcción	89
201409	Septiembre 2014	11	Bajo Cinca / Baix Cinca	4	Servicios	716
201409	Septiembre 2014	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	34
201409	Septiembre 2014	12	Tarazona y el Moncayo	2	Industria y energía	62
201409	Septiembre 2014	12	Tarazona y el Moncayo	3	Construcción	41
201409	Septiembre 2014	12	Tarazona y el Moncayo	4	Servicios	387
201409	Septiembre 2014	13	Campo de Borja	1	Agricultura, ganadería y pesca	98
201409	Septiembre 2014	13	Campo de Borja	2	Industria y energía	75
201409	Septiembre 2014	13	Campo de Borja	3	Construcción	46
201409	Septiembre 2014	13	Campo de Borja	4	Servicios	337
201409	Septiembre 2014	14	Aranda	1	Agricultura, ganadería y pesca	19
201409	Septiembre 2014	14	Aranda	2	Industria y energía	88
201409	Septiembre 2014	14	Aranda	3	Construcción	19
201409	Septiembre 2014	14	Aranda	4	Servicios	149
201409	Septiembre 2014	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	83
201409	Septiembre 2014	15	Ribera Alta del Ebro	2	Industria y energía	150
201409	Septiembre 2014	15	Ribera Alta del Ebro	3	Construcción	85
201409	Septiembre 2014	15	Ribera Alta del Ebro	4	Servicios	610
201409	Septiembre 2014	16	Valdejalón	1	Agricultura, ganadería y pesca	286
201409	Septiembre 2014	16	Valdejalón	2	Industria y energía	215
201409	Septiembre 2014	16	Valdejalón	3	Construcción	89
201409	Septiembre 2014	16	Valdejalón	4	Servicios	755
201409	Septiembre 2014	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	291
201409	Septiembre 2014	17	D.C. Zaragoza	2	Industria y energía	2366
201409	Septiembre 2014	17	D.C. Zaragoza	3	Construcción	1752
201409	Septiembre 2014	17	D.C. Zaragoza	4	Servicios	30564
201409	Septiembre 2014	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	48
201409	Septiembre 2014	18	Ribera Baja del Ebro	2	Industria y energía	63
201409	Septiembre 2014	18	Ribera Baja del Ebro	3	Construcción	27
201409	Septiembre 2014	18	Ribera Baja del Ebro	4	Servicios	207
201409	Septiembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	226
201409	Septiembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	60
201409	Septiembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	46
201409	Septiembre 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	345
201409	Septiembre 2014	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	197
201409	Septiembre 2014	20	Comunidad de Calatayud	2	Industria y energía	118
201409	Septiembre 2014	20	Comunidad de Calatayud	3	Construcción	101
201409	Septiembre 2014	20	Comunidad de Calatayud	4	Servicios	1091
201409	Septiembre 2014	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	183
201409	Septiembre 2014	21	Campo de Cariñena	2	Industria y energía	76
201409	Septiembre 2014	21	Campo de Cariñena	3	Construcción	22
201409	Septiembre 2014	21	Campo de Cariñena	4	Servicios	258
201409	Septiembre 2014	22	Campo de Belchite	1	Agricultura, ganadería y pesca	33
201409	Septiembre 2014	22	Campo de Belchite	2	Industria y energía	21
201409	Septiembre 2014	22	Campo de Belchite	3	Construcción	13
201409	Septiembre 2014	22	Campo de Belchite	4	Servicios	136
201409	Septiembre 2014	23	Bajo Martín	1	Agricultura, ganadería y pesca	60
201409	Septiembre 2014	23	Bajo Martín	2	Industria y energía	47
201409	Septiembre 2014	23	Bajo Martín	3	Construcción	31
201409	Septiembre 2014	23	Bajo Martín	4	Servicios	153
201409	Septiembre 2014	24	Campo de Daroca	1	Agricultura, ganadería y pesca	44
201409	Septiembre 2014	24	Campo de Daroca	2	Industria y energía	20
201409	Septiembre 2014	24	Campo de Daroca	3	Construcción	13
201409	Septiembre 2014	24	Campo de Daroca	4	Servicios	169
201409	Septiembre 2014	25	Jiloca	1	Agricultura, ganadería y pesca	65
201409	Septiembre 2014	25	Jiloca	2	Industria y energía	50
201409	Septiembre 2014	25	Jiloca	3	Construcción	65
201409	Septiembre 2014	25	Jiloca	4	Servicios	328
201409	Septiembre 2014	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	28
201409	Septiembre 2014	26	Cuencas Mineras	2	Industria y energía	31
201409	Septiembre 2014	26	Cuencas Mineras	3	Construcción	39
201409	Septiembre 2014	26	Cuencas Mineras	4	Servicios	176
201409	Septiembre 2014	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	24
201409	Septiembre 2014	27	Andorra-Sierra de Arcos	2	Industria y energía	32
201409	Septiembre 2014	27	Andorra-Sierra de Arcos	3	Construcción	38
201409	Septiembre 2014	27	Andorra-Sierra de Arcos	4	Servicios	242
201409	Septiembre 2014	28	Bajo Aragón	1	Agricultura, ganadería y pesca	171
201409	Septiembre 2014	28	Bajo Aragón	2	Industria y energía	140
201409	Septiembre 2014	28	Bajo Aragón	3	Construcción	147
201409	Septiembre 2014	28	Bajo Aragón	4	Servicios	1004
201409	Septiembre 2014	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	95
201409	Septiembre 2014	29	Comunidad de Teruel	2	Industria y energía	160
201409	Septiembre 2014	29	Comunidad de Teruel	3	Construcción	225
201409	Septiembre 2014	29	Comunidad de Teruel	4	Servicios	1949
201409	Septiembre 2014	30	Maestrazgo	1	Agricultura, ganadería y pesca	28
201409	Septiembre 2014	30	Maestrazgo	2	Industria y energía	20
201409	Septiembre 2014	30	Maestrazgo	3	Construcción	23
201409	Septiembre 2014	30	Maestrazgo	4	Servicios	108
201409	Septiembre 2014	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	28
201409	Septiembre 2014	31	Sierra de Albarracín	2	Industria y energía	15
201409	Septiembre 2014	31	Sierra de Albarracín	3	Construcción	22
201409	Septiembre 2014	31	Sierra de Albarracín	4	Servicios	131
201409	Septiembre 2014	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	35
201409	Septiembre 2014	32	Gúdar-Javalambre	2	Industria y energía	52
201409	Septiembre 2014	32	Gúdar-Javalambre	3	Construcción	53
201409	Septiembre 2014	32	Gúdar-Javalambre	4	Servicios	268
201409	Septiembre 2014	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	72
201409	Septiembre 2014	33	Matarraña / Matarranya	2	Industria y energía	57
201409	Septiembre 2014	33	Matarraña / Matarranya	3	Construcción	53
201409	Septiembre 2014	33	Matarraña / Matarranya	4	Servicios	249
201409	Septiembre 2014	99	Sin clasificar	4	Servicios	93
201406	Junio 2014	01	La Jacetania	1	Agricultura, ganadería y pesca	49
201406	Junio 2014	01	La Jacetania	2	Industria y energía	40
201406	Junio 2014	01	La Jacetania	3	Construcción	75
201406	Junio 2014	01	La Jacetania	4	Servicios	820
201406	Junio 2014	02	Alto Gállego	1	Agricultura, ganadería y pesca	17
201406	Junio 2014	02	Alto Gállego	2	Industria y energía	44
201406	Junio 2014	02	Alto Gállego	3	Construcción	70
201406	Junio 2014	02	Alto Gállego	4	Servicios	529
201406	Junio 2014	03	Sobrarbe	1	Agricultura, ganadería y pesca	30
201406	Junio 2014	03	Sobrarbe	2	Industria y energía	21
201406	Junio 2014	03	Sobrarbe	3	Construcción	44
201406	Junio 2014	03	Sobrarbe	4	Servicios	373
201406	Junio 2014	04	La Ribagorza	1	Agricultura, ganadería y pesca	103
201406	Junio 2014	04	La Ribagorza	2	Industria y energía	40
201406	Junio 2014	04	La Ribagorza	3	Construcción	85
201406	Junio 2014	04	La Ribagorza	4	Servicios	502
201406	Junio 2014	05	Cinco Villas	1	Agricultura, ganadería y pesca	302
201406	Junio 2014	05	Cinco Villas	2	Industria y energía	144
201406	Junio 2014	05	Cinco Villas	3	Construcción	97
201406	Junio 2014	05	Cinco Villas	4	Servicios	713
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	203
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	236
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	3	Construcción	263
201406	Junio 2014	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3118
201406	Junio 2014	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	135
201406	Junio 2014	07	Somontano de Barbastro	2	Industria y energía	136
201406	Junio 2014	07	Somontano de Barbastro	3	Construcción	93
201406	Junio 2014	07	Somontano de Barbastro	4	Servicios	898
201406	Junio 2014	08	Cinca Medio	1	Agricultura, ganadería y pesca	199
201406	Junio 2014	08	Cinca Medio	2	Industria y energía	142
201406	Junio 2014	08	Cinca Medio	3	Construcción	96
201406	Junio 2014	08	Cinca Medio	4	Servicios	681
201406	Junio 2014	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	237
201406	Junio 2014	09	La Litera / La Llitera	2	Industria y energía	130
201406	Junio 2014	09	La Litera / La Llitera	3	Construcción	85
201406	Junio 2014	09	La Litera / La Llitera	4	Servicios	650
201406	Junio 2014	10	Los Monegros	1	Agricultura, ganadería y pesca	270
201406	Junio 2014	10	Los Monegros	2	Industria y energía	81
201406	Junio 2014	10	Los Monegros	3	Construcción	83
201406	Junio 2014	10	Los Monegros	4	Servicios	501
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	622
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	2	Industria y energía	109
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	3	Construcción	89
201406	Junio 2014	11	Bajo Cinca / Baix Cinca	4	Servicios	745
201406	Junio 2014	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	37
201406	Junio 2014	12	Tarazona y el Moncayo	2	Industria y energía	61
201406	Junio 2014	12	Tarazona y el Moncayo	3	Construcción	46
201406	Junio 2014	12	Tarazona y el Moncayo	4	Servicios	399
201406	Junio 2014	13	Campo de Borja	1	Agricultura, ganadería y pesca	83
201406	Junio 2014	13	Campo de Borja	2	Industria y energía	72
201406	Junio 2014	13	Campo de Borja	3	Construcción	42
201406	Junio 2014	13	Campo de Borja	4	Servicios	329
201406	Junio 2014	14	Aranda	1	Agricultura, ganadería y pesca	31
201406	Junio 2014	14	Aranda	2	Industria y energía	90
201406	Junio 2014	14	Aranda	3	Construcción	19
201406	Junio 2014	14	Aranda	4	Servicios	153
201406	Junio 2014	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	79
201406	Junio 2014	15	Ribera Alta del Ebro	2	Industria y energía	151
201406	Junio 2014	15	Ribera Alta del Ebro	3	Construcción	88
201406	Junio 2014	15	Ribera Alta del Ebro	4	Servicios	620
201406	Junio 2014	16	Valdejalón	1	Agricultura, ganadería y pesca	308
201406	Junio 2014	16	Valdejalón	2	Industria y energía	218
201406	Junio 2014	16	Valdejalón	3	Construcción	88
201406	Junio 2014	16	Valdejalón	4	Servicios	768
201406	Junio 2014	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	307
201406	Junio 2014	17	D.C. Zaragoza	2	Industria y energía	2380
201406	Junio 2014	17	D.C. Zaragoza	3	Construcción	1801
201406	Junio 2014	17	D.C. Zaragoza	4	Servicios	30783
201406	Junio 2014	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	47
201406	Junio 2014	18	Ribera Baja del Ebro	2	Industria y energía	61
201406	Junio 2014	18	Ribera Baja del Ebro	3	Construcción	26
201406	Junio 2014	18	Ribera Baja del Ebro	4	Servicios	205
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	266
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	62
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	48
201406	Junio 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	344
201406	Junio 2014	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	315
201406	Junio 2014	20	Comunidad de Calatayud	2	Industria y energía	120
201406	Junio 2014	20	Comunidad de Calatayud	3	Construcción	109
201406	Junio 2014	20	Comunidad de Calatayud	4	Servicios	1087
201406	Junio 2014	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	125
201406	Junio 2014	21	Campo de Cariñena	2	Industria y energía	77
201406	Junio 2014	21	Campo de Cariñena	3	Construcción	24
201406	Junio 2014	21	Campo de Cariñena	4	Servicios	261
201406	Junio 2014	22	Campo de Belchite	1	Agricultura, ganadería y pesca	33
201406	Junio 2014	22	Campo de Belchite	2	Industria y energía	21
201406	Junio 2014	22	Campo de Belchite	3	Construcción	13
201406	Junio 2014	22	Campo de Belchite	4	Servicios	141
201406	Junio 2014	23	Bajo Martín	1	Agricultura, ganadería y pesca	66
201406	Junio 2014	23	Bajo Martín	2	Industria y energía	46
201406	Junio 2014	23	Bajo Martín	3	Construcción	30
201406	Junio 2014	23	Bajo Martín	4	Servicios	156
201406	Junio 2014	24	Campo de Daroca	1	Agricultura, ganadería y pesca	61
201406	Junio 2014	24	Campo de Daroca	2	Industria y energía	20
201406	Junio 2014	24	Campo de Daroca	3	Construcción	18
201406	Junio 2014	24	Campo de Daroca	4	Servicios	173
201406	Junio 2014	25	Jiloca	1	Agricultura, ganadería y pesca	62
201406	Junio 2014	25	Jiloca	2	Industria y energía	51
201406	Junio 2014	25	Jiloca	3	Construcción	66
201406	Junio 2014	25	Jiloca	4	Servicios	320
201406	Junio 2014	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	28
201406	Junio 2014	26	Cuencas Mineras	2	Industria y energía	32
201406	Junio 2014	26	Cuencas Mineras	3	Construcción	39
201406	Junio 2014	26	Cuencas Mineras	4	Servicios	167
201406	Junio 2014	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	23
201406	Junio 2014	27	Andorra-Sierra de Arcos	2	Industria y energía	31
201406	Junio 2014	27	Andorra-Sierra de Arcos	3	Construcción	38
201406	Junio 2014	27	Andorra-Sierra de Arcos	4	Servicios	239
201406	Junio 2014	28	Bajo Aragón	1	Agricultura, ganadería y pesca	190
201406	Junio 2014	28	Bajo Aragón	2	Industria y energía	141
201406	Junio 2014	28	Bajo Aragón	3	Construcción	152
201406	Junio 2014	28	Bajo Aragón	4	Servicios	1019
201406	Junio 2014	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	93
201406	Junio 2014	29	Comunidad de Teruel	2	Industria y energía	166
201406	Junio 2014	29	Comunidad de Teruel	3	Construcción	230
201406	Junio 2014	29	Comunidad de Teruel	4	Servicios	1974
201406	Junio 2014	30	Maestrazgo	1	Agricultura, ganadería y pesca	25
201406	Junio 2014	30	Maestrazgo	2	Industria y energía	21
201406	Junio 2014	30	Maestrazgo	3	Construcción	23
201406	Junio 2014	30	Maestrazgo	4	Servicios	105
201406	Junio 2014	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	29
201406	Junio 2014	31	Sierra de Albarracín	2	Industria y energía	15
201406	Junio 2014	31	Sierra de Albarracín	3	Construcción	25
201406	Junio 2014	31	Sierra de Albarracín	4	Servicios	135
201406	Junio 2014	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	40
201406	Junio 2014	32	Gúdar-Javalambre	2	Industria y energía	51
201406	Junio 2014	32	Gúdar-Javalambre	3	Construcción	54
201406	Junio 2014	32	Gúdar-Javalambre	4	Servicios	263
201406	Junio 2014	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	75
201406	Junio 2014	33	Matarraña / Matarranya	2	Industria y energía	56
201406	Junio 2014	33	Matarraña / Matarranya	3	Construcción	57
201406	Junio 2014	33	Matarraña / Matarranya	4	Servicios	258
201406	Junio 2014	99		1	Agricultura, ganadería y pesca	1
201406	Junio 2014	99	Sin clasificar	4	Servicios	105
201406	Junio 2014	99		4	Servicios	1
201403	Marzo 2014	01	La Jacetania	1	Agricultura, ganadería y pesca	38
201403	Marzo 2014	01	La Jacetania	2	Industria y energía	41
201403	Marzo 2014	01	La Jacetania	3	Construcción	68
201403	Marzo 2014	01	La Jacetania	4	Servicios	821
201403	Marzo 2014	02	Alto Gállego	1	Agricultura, ganadería y pesca	14
201403	Marzo 2014	02	Alto Gállego	2	Industria y energía	43
201403	Marzo 2014	02	Alto Gállego	3	Construcción	63
201403	Marzo 2014	02	Alto Gállego	4	Servicios	571
201403	Marzo 2014	03	Sobrarbe	1	Agricultura, ganadería y pesca	27
201403	Marzo 2014	03	Sobrarbe	2	Industria y energía	19
201403	Marzo 2014	03	Sobrarbe	3	Construcción	37
201403	Marzo 2014	03	Sobrarbe	4	Servicios	302
201403	Marzo 2014	04	La Ribagorza	1	Agricultura, ganadería y pesca	85
201403	Marzo 2014	04	La Ribagorza	2	Industria y energía	42
201403	Marzo 2014	04	La Ribagorza	3	Construcción	78
201403	Marzo 2014	04	La Ribagorza	4	Servicios	519
201403	Marzo 2014	05	Cinco Villas	1	Agricultura, ganadería y pesca	292
201403	Marzo 2014	05	Cinco Villas	2	Industria y energía	140
201403	Marzo 2014	05	Cinco Villas	3	Construcción	99
201403	Marzo 2014	05	Cinco Villas	4	Servicios	698
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	195
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	238
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	3	Construcción	254
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3077
201403	Marzo 2014	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	132
201403	Marzo 2014	07	Somontano de Barbastro	2	Industria y energía	132
201403	Marzo 2014	07	Somontano de Barbastro	3	Construcción	88
