Mes (código)	Mes y año	Codcom	Comarca nombre	Sector código	Sector descripción	Cuentas cotización con trabajadores
201403	Marzo 2014	27	Andorra-Sierra de Arcos	2	Industria y energía	32
201403	Marzo 2014	27	Andorra-Sierra de Arcos	3	Construcción	37
201403	Marzo 2014	27	Andorra-Sierra de Arcos	4	Servicios	237
201403	Marzo 2014	28	Bajo Aragón	1	Agricultura, ganadería y pesca	137
201403	Marzo 2014	28	Bajo Aragón	2	Industria y energía	144
201403	Marzo 2014	28	Bajo Aragón	3	Construcción	143
201403	Marzo 2014	28	Bajo Aragón	4	Servicios	987
201403	Marzo 2014	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	89
201403	Marzo 2014	29	Comunidad de Teruel	2	Industria y energía	162
201403	Marzo 2014	29	Comunidad de Teruel	3	Construcción	211
201403	Marzo 2014	29	Comunidad de Teruel	4	Servicios	1953
201403	Marzo 2014	30	Maestrazgo	1	Agricultura, ganadería y pesca	24
201403	Marzo 2014	30	Maestrazgo	2	Industria y energía	18
201403	Marzo 2014	30	Maestrazgo	3	Construcción	19
201403	Marzo 2014	30	Maestrazgo	4	Servicios	102
201403	Marzo 2014	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	27
201403	Marzo 2014	31	Sierra de Albarracín	2	Industria y energía	16
201403	Marzo 2014	31	Sierra de Albarracín	3	Construcción	20
201403	Marzo 2014	31	Sierra de Albarracín	4	Servicios	125
201403	Marzo 2014	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	37
201403	Marzo 2014	32	Gúdar-Javalambre	2	Industria y energía	53
201403	Marzo 2014	32	Gúdar-Javalambre	3	Construcción	55
201403	Marzo 2014	32	Gúdar-Javalambre	4	Servicios	267
201403	Marzo 2014	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	60
201403	Marzo 2014	33	Matarraña / Matarranya	2	Industria y energía	57
201403	Marzo 2014	33	Matarraña / Matarranya	3	Construcción	54
201403	Marzo 2014	33	Matarraña / Matarranya	4	Servicios	243
201403	Marzo 2014	99		1	Agricultura, ganadería y pesca	1
201403	Marzo 2014	99	Sin clasificar	4	Servicios	108
201403	Marzo 2014	99		4	Servicios	1
201312	Diciembre 2013	01	La Jacetania	1	Agricultura, ganadería y pesca	35
201312	Diciembre 2013	01	La Jacetania	2	Industria y energía	43
201312	Diciembre 2013	01	La Jacetania	3	Construcción	73
201312	Diciembre 2013	01	La Jacetania	4	Servicios	823
201312	Diciembre 2013	02	Alto Gállego	1	Agricultura, ganadería y pesca	14
201312	Diciembre 2013	02	Alto Gállego	2	Industria y energía	45
201312	Diciembre 2013	02	Alto Gállego	3	Construcción	67
201312	Diciembre 2013	02	Alto Gállego	4	Servicios	580
201312	Diciembre 2013	03	Sobrarbe	1	Agricultura, ganadería y pesca	26
201312	Diciembre 2013	03	Sobrarbe	2	Industria y energía	16
201312	Diciembre 2013	03	Sobrarbe	3	Construcción	36
201312	Diciembre 2013	03	Sobrarbe	4	Servicios	308
201312	Diciembre 2013	04	La Ribagorza	1	Agricultura, ganadería y pesca	87
201312	Diciembre 2013	04	La Ribagorza	2	Industria y energía	43
201312	Diciembre 2013	04	La Ribagorza	3	Construcción	75
201312	Diciembre 2013	04	La Ribagorza	4	Servicios	524
201312	Diciembre 2013	05	Cinco Villas	1	Agricultura, ganadería y pesca	290
201312	Diciembre 2013	05	Cinco Villas	2	Industria y energía	143
201312	Diciembre 2013	05	Cinco Villas	3	Construcción	95
201312	Diciembre 2013	05	Cinco Villas	4	Servicios	685
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	176
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	247
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	3	Construcción	250
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3085
201312	Diciembre 2013	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	117
201312	Diciembre 2013	07	Somontano de Barbastro	2	Industria y energía	127
201312	Diciembre 2013	07	Somontano de Barbastro	3	Construcción	84
201312	Diciembre 2013	07	Somontano de Barbastro	4	Servicios	855
201312	Diciembre 2013	08	Cinca Medio	1	Agricultura, ganadería y pesca	154
201312	Diciembre 2013	08	Cinca Medio	2	Industria y energía	139
201312	Diciembre 2013	08	Cinca Medio	3	Construcción	96
201312	Diciembre 2013	08	Cinca Medio	4	Servicios	672
201312	Diciembre 2013	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	198
201312	Diciembre 2013	09	La Litera / La Llitera	2	Industria y energía	125
201312	Diciembre 2013	09	La Litera / La Llitera	3	Construcción	83
201312	Diciembre 2013	09	La Litera / La Llitera	4	Servicios	631
201312	Diciembre 2013	10	Los Monegros	1	Agricultura, ganadería y pesca	250
201312	Diciembre 2013	10	Los Monegros	2	Industria y energía	79
201312	Diciembre 2013	10	Los Monegros	3	Construcción	79
201312	Diciembre 2013	10	Los Monegros	4	Servicios	480
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	351
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	2	Industria y energía	108
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	3	Construcción	94
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	4	Servicios	695
201312	Diciembre 2013	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	34
201312	Diciembre 2013	12	Tarazona y el Moncayo	2	Industria y energía	59
201312	Diciembre 2013	12	Tarazona y el Moncayo	3	Construcción	43
201312	Diciembre 2013	12	Tarazona y el Moncayo	4	Servicios	386
201312	Diciembre 2013	13	Campo de Borja	1	Agricultura, ganadería y pesca	87
201312	Diciembre 2013	13	Campo de Borja	2	Industria y energía	67
201312	Diciembre 2013	13	Campo de Borja	3	Construcción	43
201312	Diciembre 2013	13	Campo de Borja	4	Servicios	330
201312	Diciembre 2013	14	Aranda	1	Agricultura, ganadería y pesca	17
201312	Diciembre 2013	14	Aranda	2	Industria y energía	82
201312	Diciembre 2013	14	Aranda	3	Construcción	15
201312	Diciembre 2013	14	Aranda	4	Servicios	138
201312	Diciembre 2013	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	73
201312	Diciembre 2013	15	Ribera Alta del Ebro	2	Industria y energía	148
201312	Diciembre 2013	15	Ribera Alta del Ebro	3	Construcción	87
201312	Diciembre 2013	15	Ribera Alta del Ebro	4	Servicios	594
201312	Diciembre 2013	16	Valdejalón	1	Agricultura, ganadería y pesca	219
201312	Diciembre 2013	16	Valdejalón	2	Industria y energía	220
201312	Diciembre 2013	16	Valdejalón	3	Construcción	83
201312	Diciembre 2013	16	Valdejalón	4	Servicios	731
201312	Diciembre 2013	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	276
201312	Diciembre 2013	17	D.C. Zaragoza	2	Industria y energía	2374
201312	Diciembre 2013	17	D.C. Zaragoza	3	Construcción	1744
201312	Diciembre 2013	17	D.C. Zaragoza	4	Servicios	30813
201312	Diciembre 2013	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	42
201312	Diciembre 2013	18	Ribera Baja del Ebro	2	Industria y energía	62
201312	Diciembre 2013	18	Ribera Baja del Ebro	3	Construcción	25
201312	Diciembre 2013	18	Ribera Baja del Ebro	4	Servicios	212
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	180
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	68
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	46
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	325
201312	Diciembre 2013	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	134
201312	Diciembre 2013	20	Comunidad de Calatayud	2	Industria y energía	114
201312	Diciembre 2013	20	Comunidad de Calatayud	3	Construcción	94
201312	Diciembre 2013	20	Comunidad de Calatayud	4	Servicios	1062
201312	Diciembre 2013	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	137
201312	Diciembre 2013	21	Campo de Cariñena	2	Industria y energía	77
201312	Diciembre 2013	21	Campo de Cariñena	3	Construcción	23
201312	Diciembre 2013	21	Campo de Cariñena	4	Servicios	257
201312	Diciembre 2013	22	Campo de Belchite	1	Agricultura, ganadería y pesca	40
201312	Diciembre 2013	22	Campo de Belchite	2	Industria y energía	19
201312	Diciembre 2013	22	Campo de Belchite	3	Construcción	11
201312	Diciembre 2013	22	Campo de Belchite	4	Servicios	127
201312	Diciembre 2013	23	Bajo Martín	1	Agricultura, ganadería y pesca	52
201312	Diciembre 2013	23	Bajo Martín	2	Industria y energía	52
201312	Diciembre 2013	23	Bajo Martín	3	Construcción	29
201312	Diciembre 2013	23	Bajo Martín	4	Servicios	159
201312	Diciembre 2013	24	Campo de Daroca	1	Agricultura, ganadería y pesca	42
201312	Diciembre 2013	24	Campo de Daroca	2	Industria y energía	21
201312	Diciembre 2013	24	Campo de Daroca	3	Construcción	15
201312	Diciembre 2013	24	Campo de Daroca	4	Servicios	166
201312	Diciembre 2013	25	Jiloca	1	Agricultura, ganadería y pesca	63
201312	Diciembre 2013	25	Jiloca	2	Industria y energía	51
201312	Diciembre 2013	25	Jiloca	3	Construcción	56
201312	Diciembre 2013	25	Jiloca	4	Servicios	315
201312	Diciembre 2013	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	27
201312	Diciembre 2013	26	Cuencas Mineras	2	Industria y energía	31
201312	Diciembre 2013	26	Cuencas Mineras	3	Construcción	37
201312	Diciembre 2013	26	Cuencas Mineras	4	Servicios	165
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	26
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	2	Industria y energía	37
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	3	Construcción	36
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	4	Servicios	244
201312	Diciembre 2013	28	Bajo Aragón	1	Agricultura, ganadería y pesca	136
201312	Diciembre 2013	28	Bajo Aragón	2	Industria y energía	144
201312	Diciembre 2013	28	Bajo Aragón	3	Construcción	139
201312	Diciembre 2013	28	Bajo Aragón	4	Servicios	994
201312	Diciembre 2013	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	86
201312	Diciembre 2013	29	Comunidad de Teruel	2	Industria y energía	163
201312	Diciembre 2013	29	Comunidad de Teruel	3	Construcción	205
201312	Diciembre 2013	29	Comunidad de Teruel	4	Servicios	1975
201312	Diciembre 2013	30	Maestrazgo	1	Agricultura, ganadería y pesca	23
201312	Diciembre 2013	30	Maestrazgo	2	Industria y energía	21
201312	Diciembre 2013	30	Maestrazgo	3	Construcción	21
201312	Diciembre 2013	30	Maestrazgo	4	Servicios	111
201312	Diciembre 2013	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	29
201312	Diciembre 2013	31	Sierra de Albarracín	2	Industria y energía	15
201312	Diciembre 2013	31	Sierra de Albarracín	3	Construcción	24
201312	Diciembre 2013	31	Sierra de Albarracín	4	Servicios	133
201312	Diciembre 2013	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	35
201312	Diciembre 2013	32	Gúdar-Javalambre	2	Industria y energía	52
201312	Diciembre 2013	32	Gúdar-Javalambre	3	Construcción	55
201312	Diciembre 2013	32	Gúdar-Javalambre	4	Servicios	281
201312	Diciembre 2013	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	66
201312	Diciembre 2013	33	Matarraña / Matarranya	2	Industria y energía	56
201312	Diciembre 2013	33	Matarraña / Matarranya	3	Construcción	48
201312	Diciembre 2013	33	Matarraña / Matarranya	4	Servicios	249
201312	Diciembre 2013	99		1	Agricultura, ganadería y pesca	1
201312	Diciembre 2013	99	Sin clasificar	4	Servicios	106
201312	Diciembre 2013	99		4	Servicios	1
201309	Septiembre 2013	01	La Jacetania	1	Agricultura, ganadería y pesca	40
201309	Septiembre 2013	01	La Jacetania	2	Industria y energía	44
201309	Septiembre 2013	01	La Jacetania	3	Construcción	85
201309	Septiembre 2013	01	La Jacetania	4	Servicios	786
201309	Septiembre 2013	02	Alto Gállego	1	Agricultura, ganadería y pesca	16
201309	Septiembre 2013	02	Alto Gállego	2	Industria y energía	42
201309	Septiembre 2013	02	Alto Gállego	3	Construcción	75
201309	Septiembre 2013	02	Alto Gállego	4	Servicios	507
201309	Septiembre 2013	03	Sobrarbe	1	Agricultura, ganadería y pesca	30
201309	Septiembre 2013	03	Sobrarbe	2	Industria y energía	15
201309	Septiembre 2013	03	Sobrarbe	3	Construcción	48
201309	Septiembre 2013	03	Sobrarbe	4	Servicios	352
201309	Septiembre 2013	04	La Ribagorza	1	Agricultura, ganadería y pesca	94
201309	Septiembre 2013	04	La Ribagorza	2	Industria y energía	39
201309	Septiembre 2013	04	La Ribagorza	3	Construcción	88
201309	Septiembre 2013	04	La Ribagorza	4	Servicios	479
201309	Septiembre 2013	05	Cinco Villas	1	Agricultura, ganadería y pesca	291
201309	Septiembre 2013	05	Cinco Villas	2	Industria y energía	144
201309	Septiembre 2013	05	Cinco Villas	3	Construcción	100
201309	Septiembre 2013	05	Cinco Villas	4	Servicios	689
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	180
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	237
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	3	Construcción	261
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3048
201309	Septiembre 2013	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	122
201309	Septiembre 2013	07	Somontano de Barbastro	2	Industria y energía	129
201309	Septiembre 2013	07	Somontano de Barbastro	3	Construcción	96
201309	Septiembre 2013	07	Somontano de Barbastro	4	Servicios	874
201309	Septiembre 2013	08	Cinca Medio	1	Agricultura, ganadería y pesca	165
201309	Septiembre 2013	08	Cinca Medio	2	Industria y energía	139
201309	Septiembre 2013	08	Cinca Medio	3	Construcción	93
201309	Septiembre 2013	08	Cinca Medio	4	Servicios	653
201309	Septiembre 2013	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	242
201309	Septiembre 2013	09	La Litera / La Llitera	2	Industria y energía	124
201309	Septiembre 2013	09	La Litera / La Llitera	3	Construcción	78
201309	Septiembre 2013	09	La Litera / La Llitera	4	Servicios	622
201309	Septiembre 2013	10	Los Monegros	1	Agricultura, ganadería y pesca	253
201309	Septiembre 2013	10	Los Monegros	2	Industria y energía	82
201309	Septiembre 2013	10	Los Monegros	3	Construcción	83
201309	Septiembre 2013	10	Los Monegros	4	Servicios	480
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	347
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	2	Industria y energía	106
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	3	Construcción	97
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	4	Servicios	705
201309	Septiembre 2013	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	35
201309	Septiembre 2013	12	Tarazona y el Moncayo	2	Industria y energía	57
201309	Septiembre 2013	12	Tarazona y el Moncayo	3	Construcción	40
201309	Septiembre 2013	12	Tarazona y el Moncayo	4	Servicios	390
201309	Septiembre 2013	13	Campo de Borja	1	Agricultura, ganadería y pesca	77
201309	Septiembre 2013	13	Campo de Borja	2	Industria y energía	69
201309	Septiembre 2013	13	Campo de Borja	3	Construcción	46
201309	Septiembre 2013	13	Campo de Borja	4	Servicios	321
201309	Septiembre 2013	14	Aranda	1	Agricultura, ganadería y pesca	15
201309	Septiembre 2013	14	Aranda	2	Industria y energía	82
201309	Septiembre 2013	14	Aranda	3	Construcción	19
201309	Septiembre 2013	14	Aranda	4	Servicios	144
201309	Septiembre 2013	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	82
201309	Septiembre 2013	15	Ribera Alta del Ebro	2	Industria y energía	150
201309	Septiembre 2013	15	Ribera Alta del Ebro	3	Construcción	88
201309	Septiembre 2013	15	Ribera Alta del Ebro	4	Servicios	596
201309	Septiembre 2013	16	Valdejalón	1	Agricultura, ganadería y pesca	296
201309	Septiembre 2013	16	Valdejalón	2	Industria y energía	221
201309	Septiembre 2013	16	Valdejalón	3	Construcción	88
201309	Septiembre 2013	16	Valdejalón	4	Servicios	764
201309	Septiembre 2013	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	290
201309	Septiembre 2013	17	D.C. Zaragoza	2	Industria y energía	2370
201309	Septiembre 2013	17	D.C. Zaragoza	3	Construcción	1820
201309	Septiembre 2013	17	D.C. Zaragoza	4	Servicios	30424
201309	Septiembre 2013	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	43
201309	Septiembre 2013	18	Ribera Baja del Ebro	2	Industria y energía	62
201309	Septiembre 2013	18	Ribera Baja del Ebro	3	Construcción	24
201309	Septiembre 2013	18	Ribera Baja del Ebro	4	Servicios	209
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	232
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	66
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	45
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	334
201309	Septiembre 2013	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	175
201309	Septiembre 2013	20	Comunidad de Calatayud	2	Industria y energía	116
201309	Septiembre 2013	20	Comunidad de Calatayud	3	Construcción	121
201309	Septiembre 2013	20	Comunidad de Calatayud	4	Servicios	1095
201309	Septiembre 2013	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	196
201309	Septiembre 2013	21	Campo de Cariñena	2	Industria y energía	81
201309	Septiembre 2013	21	Campo de Cariñena	3	Construcción	22
201309	Septiembre 2013	21	Campo de Cariñena	4	Servicios	248
201309	Septiembre 2013	22	Campo de Belchite	1	Agricultura, ganadería y pesca	37
201309	Septiembre 2013	22	Campo de Belchite	2	Industria y energía	19
201309	Septiembre 2013	22	Campo de Belchite	3	Construcción	15
201309	Septiembre 2013	22	Campo de Belchite	4	Servicios	128
201309	Septiembre 2013	23	Bajo Martín	1	Agricultura, ganadería y pesca	55
201309	Septiembre 2013	23	Bajo Martín	2	Industria y energía	46
201309	Septiembre 2013	23	Bajo Martín	3	Construcción	32
201309	Septiembre 2013	23	Bajo Martín	4	Servicios	155
201309	Septiembre 2013	24	Campo de Daroca	1	Agricultura, ganadería y pesca	41
201309	Septiembre 2013	24	Campo de Daroca	2	Industria y energía	21
201309	Septiembre 2013	24	Campo de Daroca	3	Construcción	17
201309	Septiembre 2013	24	Campo de Daroca	4	Servicios	166
201309	Septiembre 2013	25	Jiloca	1	Agricultura, ganadería y pesca	59
201309	Septiembre 2013	25	Jiloca	2	Industria y energía	52
201309	Septiembre 2013	25	Jiloca	3	Construcción	69
201309	Septiembre 2013	25	Jiloca	4	Servicios	306
201309	Septiembre 2013	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	27
201309	Septiembre 2013	26	Cuencas Mineras	2	Industria y energía	32
201309	Septiembre 2013	26	Cuencas Mineras	3	Construcción	42
201309	Septiembre 2013	26	Cuencas Mineras	4	Servicios	167
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	23
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	2	Industria y energía	36
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	3	Construcción	37
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	4	Servicios	238
201309	Septiembre 2013	28	Bajo Aragón	1	Agricultura, ganadería y pesca	159
201309	Septiembre 2013	28	Bajo Aragón	2	Industria y energía	140
201309	Septiembre 2013	28	Bajo Aragón	3	Construcción	145
201309	Septiembre 2013	28	Bajo Aragón	4	Servicios	996
201309	Septiembre 2013	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	89
201309	Septiembre 2013	29	Comunidad de Teruel	2	Industria y energía	162
201309	Septiembre 2013	29	Comunidad de Teruel	3	Construcción	222
201309	Septiembre 2013	29	Comunidad de Teruel	4	Servicios	1933
201309	Septiembre 2013	30	Maestrazgo	1	Agricultura, ganadería y pesca	24
201309	Septiembre 2013	30	Maestrazgo	2	Industria y energía	22
201309	Septiembre 2013	30	Maestrazgo	3	Construcción	24
201309	Septiembre 2013	30	Maestrazgo	4	Servicios	108
201309	Septiembre 2013	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	29
201309	Septiembre 2013	31	Sierra de Albarracín	2	Industria y energía	19
201309	Septiembre 2013	31	Sierra de Albarracín	3	Construcción	24
201309	Septiembre 2013	31	Sierra de Albarracín	4	Servicios	132
201309	Septiembre 2013	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	34
201309	Septiembre 2013	32	Gúdar-Javalambre	2	Industria y energía	56
201309	Septiembre 2013	32	Gúdar-Javalambre	3	Construcción	54
201309	Septiembre 2013	32	Gúdar-Javalambre	4	Servicios	271
201309	Septiembre 2013	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	64
201309	Septiembre 2013	33	Matarraña / Matarranya	2	Industria y energía	58
201309	Septiembre 2013	33	Matarraña / Matarranya	3	Construcción	54
201309	Septiembre 2013	33	Matarraña / Matarranya	4	Servicios	251
201309	Septiembre 2013	99		1	Agricultura, ganadería y pesca	1
201309	Septiembre 2013	99	Sin clasificar	3	Construcción	1
201309	Septiembre 2013	99	Sin clasificar	4	Servicios	107
201309	Septiembre 2013	99		4	Servicios	1
201306	Junio 2013	01	La Jacetania	1	Agricultura, ganadería y pesca	46
201306	Junio 2013	01	La Jacetania	2	Industria y energía	42
201306	Junio 2013	01	La Jacetania	3	Construcción	90
201306	Junio 2013	01	La Jacetania	4	Servicios	801
201306	Junio 2013	02	Alto Gállego	1	Agricultura, ganadería y pesca	16
201306	Junio 2013	02	Alto Gállego	2	Industria y energía	41
201306	Junio 2013	02	Alto Gállego	3	Construcción	73
201306	Junio 2013	02	Alto Gállego	4	Servicios	529
201306	Junio 2013	03	Sobrarbe	1	Agricultura, ganadería y pesca	31
201306	Junio 2013	03	Sobrarbe	2	Industria y energía	16
201306	Junio 2013	03	Sobrarbe	3	Construcción	50
201306	Junio 2013	03	Sobrarbe	4	Servicios	369
201306	Junio 2013	04	La Ribagorza	1	Agricultura, ganadería y pesca	88
201306	Junio 2013	04	La Ribagorza	2	Industria y energía	37
201306	Junio 2013	04	La Ribagorza	3	Construcción	85
201306	Junio 2013	04	La Ribagorza	4	Servicios	486
201306	Junio 2013	05	Cinco Villas	1	Agricultura, ganadería y pesca	283
201306	Junio 2013	05	Cinco Villas	2	Industria y energía	141
201306	Junio 2013	05	Cinco Villas	3	Construcción	100
201306	Junio 2013	05	Cinco Villas	4	Servicios	702
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	193
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	248
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	3	Construcción	265
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	4	Servicios	3109
201306	Junio 2013	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	138
201306	Junio 2013	07	Somontano de Barbastro	2	Industria y energía	129
201306	Junio 2013	07	Somontano de Barbastro	3	Construcción	96
201306	Junio 2013	07	Somontano de Barbastro	4	Servicios	885
201306	Junio 2013	08	Cinca Medio	1	Agricultura, ganadería y pesca	177
201306	Junio 2013	08	Cinca Medio	2	Industria y energía	144
201306	Junio 2013	08	Cinca Medio	3	Construcción	86
201306	Junio 2013	08	Cinca Medio	4	Servicios	677
201306	Junio 2013	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	225
201306	Junio 2013	09	La Litera / La Llitera	2	Industria y energía	125
201306	Junio 2013	09	La Litera / La Llitera	3	Construcción	82
201306	Junio 2013	09	La Litera / La Llitera	4	Servicios	622
201306	Junio 2013	10	Los Monegros	1	Agricultura, ganadería y pesca	256
201306	Junio 2013	10	Los Monegros	2	Industria y energía	82
201306	Junio 2013	10	Los Monegros	3	Construcción	82
201306	Junio 2013	10	Los Monegros	4	Servicios	487
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	582
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	2	Industria y energía	105
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	3	Construcción	99
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	4	Servicios	720
201306	Junio 2013	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	35
201306	Junio 2013	12	Tarazona y el Moncayo	2	Industria y energía	58
201306	Junio 2013	12	Tarazona y el Moncayo	3	Construcción	46
201306	Junio 2013	12	Tarazona y el Moncayo	4	Servicios	388
201306	Junio 2013	13	Campo de Borja	1	Agricultura, ganadería y pesca	88
201306	Junio 2013	13	Campo de Borja	2	Industria y energía	69
201306	Junio 2013	13	Campo de Borja	3	Construcción	51
201306	Junio 2013	13	Campo de Borja	4	Servicios	313
201306	Junio 2013	14	Aranda	1	Agricultura, ganadería y pesca	27
201306	Junio 2013	14	Aranda	2	Industria y energía	90
201306	Junio 2013	14	Aranda	3	Construcción	17
201306	Junio 2013	14	Aranda	4	Servicios	148
201306	Junio 2013	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	73
201306	Junio 2013	15	Ribera Alta del Ebro	2	Industria y energía	150
201306	Junio 2013	15	Ribera Alta del Ebro	3	Construcción	98
201306	Junio 2013	15	Ribera Alta del Ebro	4	Servicios	613
201306	Junio 2013	16	Valdejalón	1	Agricultura, ganadería y pesca	325
201306	Junio 2013	16	Valdejalón	2	Industria y energía	218
201306	Junio 2013	16	Valdejalón	3	Construcción	102
201306	Junio 2013	16	Valdejalón	4	Servicios	768
201306	Junio 2013	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	288
201306	Junio 2013	17	D.C. Zaragoza	2	Industria y energía	2384
201306	Junio 2013	17	D.C. Zaragoza	3	Construcción	1888
201306	Junio 2013	17	D.C. Zaragoza	4	Servicios	30991
201306	Junio 2013	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	46
201306	Junio 2013	18	Ribera Baja del Ebro	2	Industria y energía	63
201306	Junio 2013	18	Ribera Baja del Ebro	3	Construcción	27
201306	Junio 2013	18	Ribera Baja del Ebro	4	Servicios	217
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	262
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	62
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	48
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	348
201306	Junio 2013	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	196
201306	Junio 2013	20	Comunidad de Calatayud	2	Industria y energía	116
201306	Junio 2013	20	Comunidad de Calatayud	3	Construcción	125
201306	Junio 2013	20	Comunidad de Calatayud	4	Servicios	1097
201306	Junio 2013	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	124
201306	Junio 2013	21	Campo de Cariñena	2	Industria y energía	78
201306	Junio 2013	21	Campo de Cariñena	3	Construcción	21
201306	Junio 2013	21	Campo de Cariñena	4	Servicios	252
201306	Junio 2013	22	Campo de Belchite	1	Agricultura, ganadería y pesca	35
201306	Junio 2013	22	Campo de Belchite	2	Industria y energía	19
