Año	Grupo Antigüedad	Nº Accidentes	Temporalidad	Comarca Código	Comarca Nombre
2010	De 13 meses a 3 años	4	Sin clasificar	05	Cinco Villas
2010	De 13 meses a 3 años	115	Indefinido	06	Hoya de Huesca / Plana de Uesca
2010	De 13 meses a 3 años	39	Temporal	06	Hoya de Huesca / Plana de Uesca
2010	De 13 meses a 3 años	2	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2010	De 13 meses a 3 años	29	Indefinido	07	Somontano de Barbastro
2010	De 13 meses a 3 años	13	Temporal	07	Somontano de Barbastro
2010	De 13 meses a 3 años	3	Sin clasificar	07	Somontano de Barbastro
2010	De 13 meses a 3 años	45	Indefinido	08	Cinca Medio
2010	De 13 meses a 3 años	25	Temporal	08	Cinca Medio
2010	De 13 meses a 3 años	2	Sin clasificar	08	Cinca Medio
2010	De 13 meses a 3 años	42	Indefinido	09	La Litera / La Llitera
2010	De 13 meses a 3 años	8	Temporal	09	La Litera / La Llitera
2010	De 13 meses a 3 años	2	Sin clasificar	09	La Litera / La Llitera
2010	De 13 meses a 3 años	21	Indefinido	10	Los Monegros
2010	De 13 meses a 3 años	14	Temporal	10	Los Monegros
2010	De 13 meses a 3 años	2	Sin clasificar	10	Los Monegros
2010	De 13 meses a 3 años	15	Indefinido	11	Bajo Cinca / Baix Cinca
2010	De 13 meses a 3 años	16	Temporal	11	Bajo Cinca / Baix Cinca
2010	De 13 meses a 3 años	5	Sin clasificar	11	Bajo Cinca / Baix Cinca
2010	De 13 meses a 3 años	20	Indefinido	12	Tarazona y el Moncayo
2010	De 13 meses a 3 años	17	Temporal	12	Tarazona y el Moncayo
2010	De 13 meses a 3 años	3	Sin clasificar	12	Tarazona y el Moncayo
2010	De 13 meses a 3 años	37	Indefinido	13	Campo de Borja
2010	De 13 meses a 3 años	18	Temporal	13	Campo de Borja
2010	De 13 meses a 3 años	1	Sin clasificar	13	Campo de Borja
2010	De 13 meses a 3 años	7	Indefinido	14	Aranda
2010	De 13 meses a 3 años	3	Temporal	14	Aranda
2010	De 13 meses a 3 años	2	Sin clasificar	14	Aranda
2010	De 13 meses a 3 años	130	Indefinido	15	Ribera Alta del Ebro
2010	De 13 meses a 3 años	43	Temporal	15	Ribera Alta del Ebro
2010	De 13 meses a 3 años	63	Indefinido	16	Valdejalón
2010	De 13 meses a 3 años	21	Temporal	16	Valdejalón
2010	De 13 meses a 3 años	5	Sin clasificar	16	Valdejalón
2010	De 13 meses a 3 años	1217	Indefinido	17	D.C. Zaragoza
2010	De 13 meses a 3 años	405	Temporal	17	D.C. Zaragoza
2010	De 13 meses a 3 años	30	Sin clasificar	17	D.C. Zaragoza
2010	De 13 meses a 3 años	14	Indefinido	18	Ribera Baja del Ebro
2010	De 13 meses a 3 años	11	Temporal	18	Ribera Baja del Ebro
2010	De 13 meses a 3 años	1	Sin clasificar	18	Ribera Baja del Ebro
2010	De 13 meses a 3 años	11	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 13 meses a 3 años	3	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 13 meses a 3 años	3	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 13 meses a 3 años	37	Indefinido	20	Comunidad de Calatayud
2010	De 13 meses a 3 años	9	Temporal	20	Comunidad de Calatayud
2010	De 13 meses a 3 años	4	Sin clasificar	20	Comunidad de Calatayud
2010	De 13 meses a 3 años	18	Indefinido	21	Campo de Cariñena
2010	De 13 meses a 3 años	12	Temporal	21	Campo de Cariñena
2010	De 13 meses a 3 años	6	Indefinido	22	Campo de Belchite
2010	De 13 meses a 3 años	1	Sin clasificar	22	Campo de Belchite
2010	De 13 meses a 3 años	9	Indefinido	23	Bajo Martín
2010	De 13 meses a 3 años	4	Temporal	23	Bajo Martín
2010	De 13 meses a 3 años	5	Indefinido	24	Campo de Daroca
2010	De 13 meses a 3 años	3	Temporal	24	Campo de Daroca
2010	De 13 meses a 3 años	2	Sin clasificar	24	Campo de Daroca
2010	De 13 meses a 3 años	16	Indefinido	25	Jiloca
2010	De 13 meses a 3 años	3	Temporal	25	Jiloca
2010	De 13 meses a 3 años	3	Sin clasificar	25	Jiloca
2010	De 13 meses a 3 años	22	Indefinido	26	Cuencas Mineras
2010	De 13 meses a 3 años	10	Temporal	26	Cuencas Mineras
2010	De 13 meses a 3 años	1	Sin clasificar	26	Cuencas Mineras
2010	De 13 meses a 3 años	31	Indefinido	27	Andorra-Sierra de Arcos
2010	De 13 meses a 3 años	18	Temporal	27	Andorra-Sierra de Arcos
2010	De 13 meses a 3 años	41	Indefinido	28	Bajo Aragón
2010	De 13 meses a 3 años	20	Temporal	28	Bajo Aragón
2010	De 13 meses a 3 años	71	Indefinido	29	Comunidad de Teruel
2010	De 13 meses a 3 años	37	Temporal	29	Comunidad de Teruel
2010	De 13 meses a 3 años	7	Sin clasificar	29	Comunidad de Teruel
2010	De 13 meses a 3 años	2	Indefinido	30	Maestrazgo
2010	De 13 meses a 3 años	2	Temporal	30	Maestrazgo
2010	De 13 meses a 3 años	2	Sin clasificar	30	Maestrazgo
2010	De 13 meses a 3 años	3	Indefinido	31	Sierra de Albarracín
2010	De 13 meses a 3 años	3	Temporal	31	Sierra de Albarracín
2010	De 13 meses a 3 años	1	Sin clasificar	31	Sierra de Albarracín
2010	De 13 meses a 3 años	9	Indefinido	32	Gúdar-Javalambre
2010	De 13 meses a 3 años	2	Temporal	32	Gúdar-Javalambre
2010	De 13 meses a 3 años	1	Sin clasificar	32	Gúdar-Javalambre
2010	De 13 meses a 3 años	11	Indefinido	33	Matarraña / Matarranya
2010	De 13 meses a 3 años	3	Temporal	33	Matarraña / Matarranya
2010	De 13 meses a 3 años	3	Sin clasificar	33	Matarraña / Matarranya
2010	De 13 meses a 3 años	21	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2010	De 13 meses a 3 años	15	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2010	De 13 meses a 3 años	1	Sin clasificar	NC	Municipio del centro de trabajo fuera de Aragón
2010	De 37 meses a 10 años	33	Indefinido	01	La Jacetania
2010	De 37 meses a 10 años	4	Temporal	01	La Jacetania
2010	De 37 meses a 10 años	1	Sin clasificar	01	La Jacetania
2010	De 37 meses a 10 años	30	Indefinido	02	Alto Gállego
2010	De 37 meses a 10 años	3	Temporal	02	Alto Gállego
2010	De 37 meses a 10 años	1	Sin clasificar	02	Alto Gállego
2010	De 37 meses a 10 años	12	Indefinido	03	Sobrarbe
2010	De 37 meses a 10 años	3	Temporal	03	Sobrarbe
2010	De 37 meses a 10 años	28	Indefinido	04	La Ribagorza
2010	De 37 meses a 10 años	1	Temporal	04	La Ribagorza
2010	De 37 meses a 10 años	116	Indefinido	05	Cinco Villas
2010	De 37 meses a 10 años	6	Temporal	05	Cinco Villas
2010	De 37 meses a 10 años	2	Sin clasificar	05	Cinco Villas
2010	De 37 meses a 10 años	200	Indefinido	06	Hoya de Huesca / Plana de Uesca
2010	De 37 meses a 10 años	22	Temporal	06	Hoya de Huesca / Plana de Uesca
2010	De 37 meses a 10 años	3	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2010	De 37 meses a 10 años	65	Indefinido	07	Somontano de Barbastro
2010	De 37 meses a 10 años	10	Temporal	07	Somontano de Barbastro
2010	De 37 meses a 10 años	2	Sin clasificar	07	Somontano de Barbastro
2010	De 37 meses a 10 años	88	Indefinido	08	Cinca Medio
2010	De 37 meses a 10 años	5	Temporal	08	Cinca Medio
2010	De 37 meses a 10 años	1	Sin clasificar	08	Cinca Medio
2010	De 37 meses a 10 años	60	Indefinido	09	La Litera / La Llitera
2010	De 37 meses a 10 años	5	Temporal	09	La Litera / La Llitera
2010	De 37 meses a 10 años	1	Sin clasificar	09	La Litera / La Llitera
2010	De 37 meses a 10 años	25	Indefinido	10	Los Monegros
2010	De 37 meses a 10 años	5	Temporal	10	Los Monegros
2010	De 37 meses a 10 años	58	Indefinido	11	Bajo Cinca / Baix Cinca
2010	De 37 meses a 10 años	6	Temporal	11	Bajo Cinca / Baix Cinca
2010	De 37 meses a 10 años	1	Sin clasificar	11	Bajo Cinca / Baix Cinca
2010	De 37 meses a 10 años	56	Indefinido	12	Tarazona y el Moncayo
2010	De 37 meses a 10 años	7	Temporal	12	Tarazona y el Moncayo
2010	De 37 meses a 10 años	76	Indefinido	13	Campo de Borja
2010	De 37 meses a 10 años	9	Temporal	13	Campo de Borja
2010	De 37 meses a 10 años	5	Sin clasificar	13	Campo de Borja
2010	De 37 meses a 10 años	13	Indefinido	14	Aranda
2010	De 37 meses a 10 años	194	Indefinido	15	Ribera Alta del Ebro
2010	De 37 meses a 10 años	23	Temporal	15	Ribera Alta del Ebro
2010	De 37 meses a 10 años	159	Indefinido	16	Valdejalón
2010	De 37 meses a 10 años	12	Temporal	16	Valdejalón
2010	De 37 meses a 10 años	1	Sin clasificar	16	Valdejalón
2010	De 37 meses a 10 años	2322	Indefinido	17	D.C. Zaragoza
2010	De 37 meses a 10 años	193	Temporal	17	D.C. Zaragoza
2010	De 37 meses a 10 años	26	Sin clasificar	17	D.C. Zaragoza
2010	De 37 meses a 10 años	21	Indefinido	18	Ribera Baja del Ebro
2010	De 37 meses a 10 años	2	Temporal	18	Ribera Baja del Ebro
2010	De 37 meses a 10 años	2	Sin clasificar	18	Ribera Baja del Ebro
2010	De 37 meses a 10 años	33	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 37 meses a 10 años	2	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 37 meses a 10 años	2	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	De 37 meses a 10 años	76	Indefinido	20	Comunidad de Calatayud
2010	De 37 meses a 10 años	7	Temporal	20	Comunidad de Calatayud
2010	De 37 meses a 10 años	4	Sin clasificar	20	Comunidad de Calatayud
2010	De 37 meses a 10 años	32	Indefinido	21	Campo de Cariñena
2010	De 37 meses a 10 años	3	Temporal	21	Campo de Cariñena
2010	De 37 meses a 10 años	3	Sin clasificar	21	Campo de Cariñena
2010	De 37 meses a 10 años	6	Indefinido	22	Campo de Belchite
2010	De 37 meses a 10 años	29	Indefinido	23	Bajo Martín
2010	De 37 meses a 10 años	4	Temporal	23	Bajo Martín
2010	De 37 meses a 10 años	16	Indefinido	24	Campo de Daroca
2010	De 37 meses a 10 años	39	Indefinido	25	Jiloca
2010	De 37 meses a 10 años	7	Temporal	25	Jiloca
2010	De 37 meses a 10 años	2	Sin clasificar	25	Jiloca
2010	De 37 meses a 10 años	60	Indefinido	26	Cuencas Mineras
2010	De 37 meses a 10 años	2	Temporal	26	Cuencas Mineras
2010	De 37 meses a 10 años	1	Sin clasificar	26	Cuencas Mineras
2010	De 37 meses a 10 años	73	Indefinido	27	Andorra-Sierra de Arcos
2010	De 37 meses a 10 años	19	Temporal	27	Andorra-Sierra de Arcos
2010	De 37 meses a 10 años	1	Sin clasificar	27	Andorra-Sierra de Arcos
2010	De 37 meses a 10 años	69	Indefinido	28	Bajo Aragón
2010	De 37 meses a 10 años	8	Temporal	28	Bajo Aragón
2010	De 37 meses a 10 años	2	Sin clasificar	28	Bajo Aragón
2010	De 37 meses a 10 años	135	Indefinido	29	Comunidad de Teruel
2010	De 37 meses a 10 años	25	Temporal	29	Comunidad de Teruel
2010	De 37 meses a 10 años	5	Sin clasificar	29	Comunidad de Teruel
2010	De 37 meses a 10 años	8	Indefinido	30	Maestrazgo
2010	De 37 meses a 10 años	1	Temporal	30	Maestrazgo
2010	De 37 meses a 10 años	5	Indefinido	31	Sierra de Albarracín
2010	De 37 meses a 10 años	1	Sin clasificar	31	Sierra de Albarracín
2010	De 37 meses a 10 años	25	Indefinido	32	Gúdar-Javalambre
2010	De 37 meses a 10 años	2	Temporal	32	Gúdar-Javalambre
2010	De 37 meses a 10 años	3	Sin clasificar	32	Gúdar-Javalambre
2010	De 37 meses a 10 años	18	Indefinido	33	Matarraña / Matarranya
2010	De 37 meses a 10 años	1	Temporal	33	Matarraña / Matarranya
2010	De 37 meses a 10 años	45	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2010	De 37 meses a 10 años	3	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2010	Más de 10 años	22	Indefinido	01	La Jacetania
2010	Más de 10 años	2	Sin clasificar	01	La Jacetania
2010	Más de 10 años	22	Indefinido	02	Alto Gállego
2010	Más de 10 años	1	Temporal	02	Alto Gállego
2010	Más de 10 años	2	Sin clasificar	02	Alto Gállego
2010	Más de 10 años	5	Indefinido	03	Sobrarbe
2010	Más de 10 años	1	Temporal	03	Sobrarbe
2010	Más de 10 años	2	Sin clasificar	03	Sobrarbe
2010	Más de 10 años	7	Indefinido	04	La Ribagorza
2010	Más de 10 años	1	Temporal	04	La Ribagorza
2010	Más de 10 años	2	Sin clasificar	04	La Ribagorza
2010	Más de 10 años	48	Indefinido	05	Cinco Villas
2010	Más de 10 años	3	Temporal	05	Cinco Villas
2010	Más de 10 años	2	Sin clasificar	05	Cinco Villas
2010	Más de 10 años	97	Indefinido	06	Hoya de Huesca / Plana de Uesca
2010	Más de 10 años	3	Temporal	06	Hoya de Huesca / Plana de Uesca
2010	Más de 10 años	7	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2010	Más de 10 años	28	Indefinido	07	Somontano de Barbastro
2010	Más de 10 años	1	Sin clasificar	07	Somontano de Barbastro
2010	Más de 10 años	36	Indefinido	08	Cinca Medio
2010	Más de 10 años	3	Temporal	08	Cinca Medio
2010	Más de 10 años	4	Sin clasificar	08	Cinca Medio
2010	Más de 10 años	38	Indefinido	09	La Litera / La Llitera
2010	Más de 10 años	1	Temporal	09	La Litera / La Llitera
2010	Más de 10 años	16	Indefinido	10	Los Monegros
2010	Más de 10 años	32	Indefinido	11	Bajo Cinca / Baix Cinca
2010	Más de 10 años	1	Temporal	11	Bajo Cinca / Baix Cinca
2010	Más de 10 años	2	Sin clasificar	11	Bajo Cinca / Baix Cinca
2010	Más de 10 años	13	Indefinido	12	Tarazona y el Moncayo
2010	Más de 10 años	1	Sin clasificar	12	Tarazona y el Moncayo
2010	Más de 10 años	26	Indefinido	13	Campo de Borja
2010	Más de 10 años	4	Sin clasificar	13	Campo de Borja
2010	Más de 10 años	4	Indefinido	14	Aranda
2010	Más de 10 años	1	Sin clasificar	14	Aranda
2010	Más de 10 años	150	Indefinido	15	Ribera Alta del Ebro
2010	Más de 10 años	4	Temporal	15	Ribera Alta del Ebro
2010	Más de 10 años	5	Sin clasificar	15	Ribera Alta del Ebro
2010	Más de 10 años	62	Indefinido	16	Valdejalón
2010	Más de 10 años	4	Sin clasificar	16	Valdejalón
2010	Más de 10 años	1448	Indefinido	17	D.C. Zaragoza
2010	Más de 10 años	24	Temporal	17	D.C. Zaragoza
2010	Más de 10 años	20	Sin clasificar	17	D.C. Zaragoza
2010	Más de 10 años	8	Indefinido	18	Ribera Baja del Ebro
2010	Más de 10 años	4	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Más de 10 años	1	Sin clasificar	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	Más de 10 años	59	Indefinido	20	Comunidad de Calatayud
2010	Más de 10 años	2	Temporal	20	Comunidad de Calatayud
2010	Más de 10 años	4	Sin clasificar	20	Comunidad de Calatayud
2010	Más de 10 años	21	Indefinido	21	Campo de Cariñena
2010	Más de 10 años	3	Sin clasificar	21	Campo de Cariñena
2010	Más de 10 años	4	Indefinido	22	Campo de Belchite
2010	Más de 10 años	6	Indefinido	23	Bajo Martín
2010	Más de 10 años	2	Sin clasificar	23	Bajo Martín
2010	Más de 10 años	3	Indefinido	24	Campo de Daroca
2010	Más de 10 años	2	Sin clasificar	24	Campo de Daroca
2010	Más de 10 años	19	Indefinido	25	Jiloca
2010	Más de 10 años	5	Sin clasificar	25	Jiloca
2010	Más de 10 años	13	Indefinido	26	Cuencas Mineras
2010	Más de 10 años	1	Temporal	26	Cuencas Mineras
2010	Más de 10 años	3	Sin clasificar	26	Cuencas Mineras
2010	Más de 10 años	25	Indefinido	27	Andorra-Sierra de Arcos
2010	Más de 10 años	3	Temporal	27	Andorra-Sierra de Arcos
2010	Más de 10 años	1	Sin clasificar	27	Andorra-Sierra de Arcos
2010	Más de 10 años	32	Indefinido	28	Bajo Aragón
2010	Más de 10 años	1	Temporal	28	Bajo Aragón
2010	Más de 10 años	6	Sin clasificar	28	Bajo Aragón
2010	Más de 10 años	91	Indefinido	29	Comunidad de Teruel
2010	Más de 10 años	10	Temporal	29	Comunidad de Teruel
2010	Más de 10 años	7	Sin clasificar	29	Comunidad de Teruel
2010	Más de 10 años	4	Indefinido	30	Maestrazgo
2010	Más de 10 años	1	Indefinido	31	Sierra de Albarracín
2010	Más de 10 años	1	Sin clasificar	31	Sierra de Albarracín
2010	Más de 10 años	4	Indefinido	32	Gúdar-Javalambre
2010	Más de 10 años	1	Temporal	32	Gúdar-Javalambre
2010	Más de 10 años	3	Sin clasificar	32	Gúdar-Javalambre
2010	Más de 10 años	6	Indefinido	33	Matarraña / Matarranya
2010	Más de 10 años	3	Sin clasificar	33	Matarraña / Matarranya
2010	Más de 10 años	16	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hasta 3 meses	11	Indefinido	01	La Jacetania
2009	Hasta 3 meses	48	Temporal	01	La Jacetania
2009	Hasta 3 meses	10	Indefinido	02	Alto Gállego
2009	Hasta 3 meses	41	Temporal	02	Alto Gállego
2009	Hasta 3 meses	2	Indefinido	03	Sobrarbe
2009	Hasta 3 meses	8	Temporal	03	Sobrarbe
2009	Hasta 3 meses	2	Sin clasificar	03	Sobrarbe
2009	Hasta 3 meses	9	Indefinido	04	La Ribagorza
2009	Hasta 3 meses	48	Temporal	04	La Ribagorza
2009	Hasta 3 meses	3	Sin clasificar	04	La Ribagorza
2009	Hasta 3 meses	10	Indefinido	05	Cinco Villas
2009	Hasta 3 meses	55	Temporal	05	Cinco Villas
2009	Hasta 3 meses	1		05	Cinco Villas
2009	Hasta 3 meses	18	Indefinido	06	Hoya de Huesca / Plana de Uesca
2009	Hasta 3 meses	114	Temporal	06	Hoya de Huesca / Plana de Uesca
2009	Hasta 3 meses	1	Sin clasificar	06	Hoya de Huesca / Plana de Uesca
2009	Hasta 3 meses	4	Indefinido	07	Somontano de Barbastro
2009	Hasta 3 meses	48	Temporal	07	Somontano de Barbastro
2009	Hasta 3 meses	1	Sin clasificar	07	Somontano de Barbastro
2009	Hasta 3 meses	5	Indefinido	08	Cinca Medio
2009	Hasta 3 meses	53	Temporal	08	Cinca Medio
2009	Hasta 3 meses	1	Sin clasificar	08	Cinca Medio
2009	Hasta 3 meses	2	Indefinido	09	La Litera / La Llitera
2009	Hasta 3 meses	21	Temporal	09	La Litera / La Llitera
2009	Hasta 3 meses	2	Indefinido	10	Los Monegros
2009	Hasta 3 meses	34	Temporal	10	Los Monegros
2009	Hasta 3 meses	9	Indefinido	11	Bajo Cinca / Baix Cinca
2009	Hasta 3 meses	56	Temporal	11	Bajo Cinca / Baix Cinca
2009	Hasta 3 meses	1	Sin clasificar	11	Bajo Cinca / Baix Cinca
2009	Hasta 3 meses	23	Temporal	12	Tarazona y el Moncayo
2009	Hasta 3 meses	7	Indefinido	13	Campo de Borja
2009	Hasta 3 meses	29	Temporal	13	Campo de Borja
2009	Hasta 3 meses	2	Indefinido	14	Aranda
2009	Hasta 3 meses	15	Temporal	14	Aranda
2009	Hasta 3 meses	5	Indefinido	15	Ribera Alta del Ebro
2009	Hasta 3 meses	73	Temporal	15	Ribera Alta del Ebro
2009	Hasta 3 meses	9	Indefinido	16	Valdejalón
2009	Hasta 3 meses	74	Temporal	16	Valdejalón
2009	Hasta 3 meses	1	Sin clasificar	16	Valdejalón
2009	Hasta 3 meses	195	Indefinido	17	D.C. Zaragoza
2009	Hasta 3 meses	1168	Temporal	17	D.C. Zaragoza
2009	Hasta 3 meses	4	Sin clasificar	17	D.C. Zaragoza
2009	Hasta 3 meses	1	Indefinido	18	Ribera Baja del Ebro
2009	Hasta 3 meses	31	Temporal	18	Ribera Baja del Ebro
2009	Hasta 3 meses	1	Indefinido	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hasta 3 meses	39	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	Hasta 3 meses	3	Indefinido	20	Comunidad de Calatayud
2009	Hasta 3 meses	57	Temporal	20	Comunidad de Calatayud
2009	Hasta 3 meses	1	Indefinido	21	Campo de Cariñena
2009	Hasta 3 meses	21	Temporal	21	Campo de Cariñena
2009	Hasta 3 meses	4	Temporal	22	Campo de Belchite
2009	Hasta 3 meses	1	Indefinido	23	Bajo Martín
2009	Hasta 3 meses	15	Temporal	23	Bajo Martín
2009	Hasta 3 meses	2	Indefinido	24	Campo de Daroca
2009	Hasta 3 meses	5	Temporal	24	Campo de Daroca
2009	Hasta 3 meses	3	Indefinido	25	Jiloca
2009	Hasta 3 meses	10	Temporal	25	Jiloca
2009	Hasta 3 meses	1	Indefinido	26	Cuencas Mineras
2009	Hasta 3 meses	14	Temporal	26	Cuencas Mineras
2009	Hasta 3 meses	6	Indefinido	27	Andorra-Sierra de Arcos
2009	Hasta 3 meses	29	Temporal	27	Andorra-Sierra de Arcos
2009	Hasta 3 meses	8	Indefinido	28	Bajo Aragón
2009	Hasta 3 meses	53	Temporal	28	Bajo Aragón
2009	Hasta 3 meses	2	Sin clasificar	28	Bajo Aragón
2009	Hasta 3 meses	17	Indefinido	29	Comunidad de Teruel
2009	Hasta 3 meses	60	Temporal	29	Comunidad de Teruel
2009	Hasta 3 meses	1	Sin clasificar	29	Comunidad de Teruel
2009	Hasta 3 meses	1		29	Comunidad de Teruel
2009	Hasta 3 meses	3	Temporal	30	Maestrazgo
2009	Hasta 3 meses	1	Indefinido	31	Sierra de Albarracín
2009	Hasta 3 meses	10	Temporal	31	Sierra de Albarracín
2009	Hasta 3 meses	4	Indefinido	32	Gúdar-Javalambre
2009	Hasta 3 meses	22	Temporal	32	Gúdar-Javalambre
2009	Hasta 3 meses	15	Temporal	33	Matarraña / Matarranya
2009	Hasta 3 meses	3	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2009	Hasta 3 meses	34	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2009	De 4 a 6 meses	4	Indefinido	01	La Jacetania
2009	De 4 a 6 meses	8	Temporal	01	La Jacetania
2009	De 4 a 6 meses	6	Indefinido	02	Alto Gállego
2009	De 4 a 6 meses	11	Temporal	02	Alto Gállego
2009	De 4 a 6 meses	2	Indefinido	03	Sobrarbe
2009	De 4 a 6 meses	4	Temporal	03	Sobrarbe
2009	De 4 a 6 meses	10	Temporal	04	La Ribagorza
2009	De 4 a 6 meses	10	Indefinido	05	Cinco Villas
2009	De 4 a 6 meses	18	Temporal	05	Cinco Villas
2009	De 4 a 6 meses	1	Sin clasificar	05	Cinco Villas
2009	De 4 a 6 meses	21	Indefinido	06	Hoya de Huesca / Plana de Uesca
2009	De 4 a 6 meses	42	Temporal	06	Hoya de Huesca / Plana de Uesca
2009	De 4 a 6 meses	3	Indefinido	07	Somontano de Barbastro
2009	De 4 a 6 meses	19	Temporal	07	Somontano de Barbastro
2009	De 4 a 6 meses	4	Indefinido	08	Cinca Medio
2009	De 4 a 6 meses	18	Temporal	08	Cinca Medio
2009	De 4 a 6 meses	2	Indefinido	09	La Litera / La Llitera
2009	De 4 a 6 meses	8	Temporal	09	La Litera / La Llitera
2009	De 4 a 6 meses	1	Indefinido	10	Los Monegros
2009	De 4 a 6 meses	12	Temporal	10	Los Monegros
2009	De 4 a 6 meses	10	Indefinido	11	Bajo Cinca / Baix Cinca
2009	De 4 a 6 meses	19	Temporal	11	Bajo Cinca / Baix Cinca
2009	De 4 a 6 meses	10	Temporal	12	Tarazona y el Moncayo
2009	De 4 a 6 meses	7	Indefinido	13	Campo de Borja
2009	De 4 a 6 meses	11	Temporal	13	Campo de Borja
2009	De 4 a 6 meses	1	Indefinido	14	Aranda
2009	De 4 a 6 meses	8	Temporal	14	Aranda
2009	De 4 a 6 meses	6	Indefinido	15	Ribera Alta del Ebro
2009	De 4 a 6 meses	37	Temporal	15	Ribera Alta del Ebro
2009	De 4 a 6 meses	8	Indefinido	16	Valdejalón
2009	De 4 a 6 meses	23	Temporal	16	Valdejalón
2009	De 4 a 6 meses	154	Indefinido	17	D.C. Zaragoza
2009	De 4 a 6 meses	460	Temporal	17	D.C. Zaragoza
2009	De 4 a 6 meses	2	Sin clasificar	17	D.C. Zaragoza
2009	De 4 a 6 meses	2	Indefinido	18	Ribera Baja del Ebro
2009	De 4 a 6 meses	6	Temporal	18	Ribera Baja del Ebro
2009	De 4 a 6 meses	6	Temporal	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2009	De 4 a 6 meses	12	Indefinido	20	Comunidad de Calatayud
2009	De 4 a 6 meses	19	Temporal	20	Comunidad de Calatayud
2009	De 4 a 6 meses	1	Sin clasificar	20	Comunidad de Calatayud
2009	De 4 a 6 meses	1	Indefinido	21	Campo de Cariñena
2009	De 4 a 6 meses	3	Temporal	21	Campo de Cariñena
2009	De 4 a 6 meses	1	Indefinido	22	Campo de Belchite
2009	De 4 a 6 meses	2	Temporal	22	Campo de Belchite
2009	De 4 a 6 meses	1	Indefinido	23	Bajo Martín
2009	De 4 a 6 meses	2	Temporal	23	Bajo Martín
2009	De 4 a 6 meses	1	Temporal	24	Campo de Daroca
2009	De 4 a 6 meses	1	Indefinido	25	Jiloca
2009	De 4 a 6 meses	6	Temporal	25	Jiloca
2009	De 4 a 6 meses	9	Temporal	26	Cuencas Mineras
2009	De 4 a 6 meses	1	Indefinido	27	Andorra-Sierra de Arcos
2009	De 4 a 6 meses	10	Temporal	27	Andorra-Sierra de Arcos
2009	De 4 a 6 meses	3	Indefinido	28	Bajo Aragón
2009	De 4 a 6 meses	22	Temporal	28	Bajo Aragón
2009	De 4 a 6 meses	7	Indefinido	29	Comunidad de Teruel
2009	De 4 a 6 meses	19	Temporal	29	Comunidad de Teruel
2009	De 4 a 6 meses	1		29	Comunidad de Teruel
2009	De 4 a 6 meses	1	Sin clasificar	29	Comunidad de Teruel
2009	De 4 a 6 meses	1	Temporal	30	Maestrazgo
2009	De 4 a 6 meses	1	Temporal	31	Sierra de Albarracín
2009	De 4 a 6 meses	2	Indefinido	32	Gúdar-Javalambre
2009	De 4 a 6 meses	5	Temporal	32	Gúdar-Javalambre
2009	De 4 a 6 meses	3	Temporal	33	Matarraña / Matarranya
2009	De 4 a 6 meses	1	Sin clasificar	33	Matarraña / Matarranya
2009	De 4 a 6 meses	6	Indefinido	NC	Municipio del centro de trabajo fuera de Aragón
2009	De 4 a 6 meses	14	Temporal	NC	Municipio del centro de trabajo fuera de Aragón
2009	De 7 a 9 meses	4	Indefinido	01	La Jacetania
2009	De 7 a 9 meses	4	Temporal	01	La Jacetania
2009	De 7 a 9 meses	2	Indefinido	02	Alto Gállego
2009	De 7 a 9 meses	7	Temporal	02	Alto Gállego
2009	De 7 a 9 meses	1	Indefinido	03	Sobrarbe
2009	De 7 a 9 meses	3	Temporal	03	Sobrarbe
2009	De 7 a 9 meses	1	Indefinido	04	La Ribagorza
2009	De 7 a 9 meses	4	Temporal	04	La Ribagorza
2009	De 7 a 9 meses	6	Indefinido	05	Cinco Villas
2009	De 7 a 9 meses	10	Temporal	05	Cinco Villas
2009	De 7 a 9 meses	15	Indefinido	06	Hoya de Huesca / Plana de Uesca
2009	De 7 a 9 meses	24	Temporal	06	Hoya de Huesca / Plana de Uesca
2009	De 7 a 9 meses	2	Indefinido	07	Somontano de Barbastro
