Año	Comarca código	Comarca nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2009	06	Hoya de Huesca / Plana de Uesca	Ciclomotores	7	2555
2009	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	3058
2009	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1731
2009	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	283
2009	06	Hoya de Huesca / Plana de Uesca	Turismos	1	31733
2009	07	Somontano de Barbastro	Autobuses	4	24
2009	07	Somontano de Barbastro	Camiones y furgonetas	3	3956
2009	07	Somontano de Barbastro	Ciclomotores	7	1715
2009	07	Somontano de Barbastro	Motocicletas	2	1412
2009	07	Somontano de Barbastro	Otros vehículos	6	736
2009	07	Somontano de Barbastro	Tractores industriales	5	157
2009	07	Somontano de Barbastro	Turismos	1	11681
2009	08	Cinca Medio	Autobuses	4	18
2009	08	Cinca Medio	Camiones y furgonetas	3	3416
2009	08	Cinca Medio	Ciclomotores	7	1360
2009	08	Cinca Medio	Motocicletas	2	1001
2009	08	Cinca Medio	Otros vehículos	6	1135
2009	08	Cinca Medio	Tractores industriales	5	449
2009	08	Cinca Medio	Turismos	1	11257
2009	09	La Litera / La Llitera	Autobuses	4	24
2009	09	La Litera / La Llitera	Camiones y furgonetas	3	3559
2009	09	La Litera / La Llitera	Ciclomotores	7	991
2009	09	La Litera / La Llitera	Motocicletas	2	954
2009	09	La Litera / La Llitera	Otros vehículos	6	743
2009	09	La Litera / La Llitera	Tractores industriales	5	233
2009	09	La Litera / La Llitera	Turismos	1	10012
2009	10	Los Monegros	Autobuses	4	2
2009	10	Los Monegros	Camiones y furgonetas	3	3820
2009	10	Los Monegros	Ciclomotores	7	1260
2009	10	Los Monegros	Motocicletas	2	940
2009	10	Los Monegros	Otros vehículos	6	1326
2009	10	Los Monegros	Tractores industriales	5	464
2009	10	Los Monegros	Turismos	1	11095
2009	11	Bajo Cinca / Baix Cinca	Autobuses	4	11
2009	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4595
2009	11	Bajo Cinca / Baix Cinca	Ciclomotores	7	2029
2009	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1451
2009	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	1015
2009	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	403
2009	11	Bajo Cinca / Baix Cinca	Turismos	1	11491
2009	12	Tarazona y el Moncayo	Autobuses	4	68
2009	12	Tarazona y el Moncayo	Camiones y furgonetas	3	1994
2009	12	Tarazona y el Moncayo	Ciclomotores	7	1023
2009	12	Tarazona y el Moncayo	Motocicletas	2	686
2009	12	Tarazona y el Moncayo	Otros vehículos	6	1447
2009	12	Tarazona y el Moncayo	Tractores industriales	5	556
2009	12	Tarazona y el Moncayo	Turismos	1	6542
2009	13	Campo de Borja	Autobuses	4	7
2009	13	Campo de Borja	Camiones y furgonetas	3	2591
2009	13	Campo de Borja	Ciclomotores	7	1263
2009	13	Campo de Borja	Motocicletas	2	625
2009	13	Campo de Borja	Otros vehículos	6	386
2009	13	Campo de Borja	Tractores industriales	5	46
2009	13	Campo de Borja	Turismos	1	7309
2009	14	Aranda	Autobuses	4	17
2009	14	Aranda	Camiones y furgonetas	3	1427
2009	14	Aranda	Ciclomotores	7	414
2009	14	Aranda	Motocicletas	2	251
2009	14	Aranda	Otros vehículos	6	144
2009	14	Aranda	Tractores industriales	5	19
2009	14	Aranda	Turismos	1	3125
2009	15	Ribera Alta del Ebro	Autobuses	4	11
2009	15	Ribera Alta del Ebro	Camiones y furgonetas	3	3581
2009	15	Ribera Alta del Ebro	Ciclomotores	7	2393
2009	15	Ribera Alta del Ebro	Motocicletas	2	1184
2009	15	Ribera Alta del Ebro	Otros vehículos	6	1629
2009	15	Ribera Alta del Ebro	Tractores industriales	5	555
2009	15	Ribera Alta del Ebro	Turismos	1	12932
2009	16	Valdejalón	Autobuses	4	2
2009	16	Valdejalón	Camiones y furgonetas	3	4493
2009	16	Valdejalón	Ciclomotores	7	1886
2009	16	Valdejalón	Motocicletas	2	1020
2009	16	Valdejalón	Otros vehículos	6	1246
2009	16	Valdejalón	Tractores industriales	5	311
2009	16	Valdejalón	Turismos	1	13323
2009	17	Central	Autobuses	4	948
2009	17	Central	Camiones y furgonetas	3	56585
2009	17	Central	Ciclomotores	7	23415
2009	17	Central	Motocicletas	2	32686
2009	17	Central	Otros vehículos	6	12164
2009	17	Central	Tractores industriales	5	2563
2009	17	Central	Turismos	1	288261
2009	18	Ribera Baja del Ebro	Autobuses	4	0
2009	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1364
2009	18	Ribera Baja del Ebro	Ciclomotores	7	1051
2009	18	Ribera Baja del Ebro	Motocicletas	2	536
2009	18	Ribera Baja del Ebro	Otros vehículos	6	381
2009	18	Ribera Baja del Ebro	Tractores industriales	5	56
2009	18	Ribera Baja del Ebro	Turismos	1	4467
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	25
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2626
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciclomotores	7	1403
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	635
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	388
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	40
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	5976
2009	20	Comunidad de Calatayud	Autobuses	4	31
2009	20	Comunidad de Calatayud	Camiones y furgonetas	3	6322
2009	20	Comunidad de Calatayud	Ciclomotores	7	2000
2009	20	Comunidad de Calatayud	Motocicletas	2	1467
2009	20	Comunidad de Calatayud	Otros vehículos	6	1072
2009	20	Comunidad de Calatayud	Tractores industriales	5	337
2009	20	Comunidad de Calatayud	Turismos	1	17010
2009	21	Campo de Cariñena	Autobuses	4	0
2009	21	Campo de Cariñena	Camiones y furgonetas	3	1744
2009	21	Campo de Cariñena	Ciclomotores	7	650
2009	21	Campo de Cariñena	Motocicletas	2	395
2009	21	Campo de Cariñena	Otros vehículos	6	315
2009	21	Campo de Cariñena	Tractores industriales	5	47
2009	21	Campo de Cariñena	Turismos	1	4992
2009	22	Campo de Belchite	Autobuses	4	7
2009	22	Campo de Belchite	Camiones y furgonetas	3	837
2009	22	Campo de Belchite	Ciclomotores	7	428
2009	22	Campo de Belchite	Motocicletas	2	196
2009	22	Campo de Belchite	Otros vehículos	6	170
2009	22	Campo de Belchite	Tractores industriales	5	53
2009	22	Campo de Belchite	Turismos	1	2309
2009	23	Bajo Martín	Autobuses	4	4
2009	23	Bajo Martín	Camiones y furgonetas	3	1255
2009	23	Bajo Martín	Ciclomotores	7	769
2009	23	Bajo Martín	Motocicletas	2	312
2009	23	Bajo Martín	Otros vehículos	6	631
2009	23	Bajo Martín	Tractores industriales	5	280
2009	23	Bajo Martín	Turismos	1	3267
2009	24	Campo de Daroca	Autobuses	4	2
2009	24	Campo de Daroca	Camiones y furgonetas	3	1162
2009	24	Campo de Daroca	Ciclomotores	7	308
2009	24	Campo de Daroca	Motocicletas	2	310
2009	24	Campo de Daroca	Otros vehículos	6	264
2009	24	Campo de Daroca	Tractores industriales	5	88
2009	24	Campo de Daroca	Turismos	1	3420
2009	25	Jiloca	Autobuses	4	6
2009	25	Jiloca	Camiones y furgonetas	3	2221
2009	25	Jiloca	Ciclomotores	7	714
2009	25	Jiloca	Motocicletas	2	395
2009	25	Jiloca	Otros vehículos	6	574
2009	25	Jiloca	Tractores industriales	5	94
2009	25	Jiloca	Turismos	1	6684
2009	26	Cuencas Mineras	Autobuses	4	12
2009	26	Cuencas Mineras	Camiones y furgonetas	3	1327
2009	26	Cuencas Mineras	Ciclomotores	7	445
2009	26	Cuencas Mineras	Motocicletas	2	325
2009	26	Cuencas Mineras	Otros vehículos	6	293
2009	26	Cuencas Mineras	Tractores industriales	5	50
2009	26	Cuencas Mineras	Turismos	1	4587
2009	27	Andorra-Sierra de Arcos	Autobuses	4	17
2009	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1747
2009	27	Andorra-Sierra de Arcos	Ciclomotores	7	503
2009	27	Andorra-Sierra de Arcos	Motocicletas	2	465
2009	27	Andorra-Sierra de Arcos	Otros vehículos	6	472
2009	27	Andorra-Sierra de Arcos	Tractores industriales	5	230
2009	27	Andorra-Sierra de Arcos	Turismos	1	5523
2009	28	Bajo Aragón	Autobuses	4	26
2009	28	Bajo Aragón	Camiones y furgonetas	3	16002
2009	28	Bajo Aragón	Ciclomotores	7	2137
2009	28	Bajo Aragón	Motocicletas	2	1414
2009	28	Bajo Aragón	Otros vehículos	6	951
2009	28	Bajo Aragón	Tractores industriales	5	263
2009	28	Bajo Aragón	Turismos	1	21351
2009	29	Comunidad de Teruel	Autobuses	4	104
2009	29	Comunidad de Teruel	Camiones y furgonetas	3	6942
2009	29	Comunidad de Teruel	Ciclomotores	7	2547
2009	29	Comunidad de Teruel	Motocicletas	2	2114
2009	29	Comunidad de Teruel	Otros vehículos	6	1305
2009	29	Comunidad de Teruel	Tractores industriales	5	332
2009	29	Comunidad de Teruel	Turismos	1	23250
2009	30	Maestrazgo	Autobuses	4	0
2009	30	Maestrazgo	Camiones y furgonetas	3	1029
2009	30	Maestrazgo	Ciclomotores	7	111
2009	30	Maestrazgo	Motocicletas	2	127
2009	30	Maestrazgo	Otros vehículos	6	168
2009	30	Maestrazgo	Tractores industriales	5	18
2009	30	Maestrazgo	Turismos	1	1662
2009	31	Sierra de Albarracín	Autobuses	4	3
2009	31	Sierra de Albarracín	Camiones y furgonetas	3	1136
2009	31	Sierra de Albarracín	Ciclomotores	7	245
2009	31	Sierra de Albarracín	Motocicletas	2	140
2009	31	Sierra de Albarracín	Otros vehículos	6	147
2009	31	Sierra de Albarracín	Tractores industriales	5	10
2009	31	Sierra de Albarracín	Turismos	1	2094
2009	32	Gúdar-Javalambre	Autobuses	4	3
2009	32	Gúdar-Javalambre	Camiones y furgonetas	3	2177
2009	32	Gúdar-Javalambre	Ciclomotores	7	476
2009	32	Gúdar-Javalambre	Motocicletas	2	274
2009	32	Gúdar-Javalambre	Otros vehículos	6	499
2009	32	Gúdar-Javalambre	Tractores industriales	5	70
2009	32	Gúdar-Javalambre	Turismos	1	3621
2009	33	Matarraña / Matarranya	Autobuses	4	0
2009	33	Matarraña / Matarranya	Camiones y furgonetas	3	2441
2009	33	Matarraña / Matarranya	Ciclomotores	7	701
2009	33	Matarraña / Matarranya	Motocicletas	2	407
2009	33	Matarraña / Matarranya	Otros vehículos	6	267
2009	33	Matarraña / Matarranya	Tractores industriales	5	44
2009	33	Matarraña / Matarranya	Turismos	1	3893
2009	99	Sin clasificar	Autobuses	4	0
2009	99	Sin clasificar	Camiones y furgonetas	3	13
2009	99	Sin clasificar	Ciclomotores	7	2
2009	99	Sin clasificar	Motocicletas	2	3
2009	99	Sin clasificar	Otros vehículos	6	1
2009	99	Sin clasificar	Tractores industriales	5	0
2009	99	Sin clasificar	Turismos	1	26
2010	01	La Jacetania	Autobuses	4	51
2010	01	La Jacetania	Camiones y furgonetas	3	3143
2010	01	La Jacetania	Ciclomotores	7	549
2010	01	La Jacetania	Motocicletas	2	883
2010	01	La Jacetania	Otros vehículos	6	557
2010	01	La Jacetania	Tractores industriales	5	68
2010	01	La Jacetania	Turismos	1	8621
2010	02	Alto Gállego	Autobuses	4	7
2010	02	Alto Gállego	Camiones y furgonetas	3	2429
2010	02	Alto Gállego	Ciclomotores	7	307
2010	02	Alto Gállego	Motocicletas	2	569
2010	02	Alto Gállego	Otros vehículos	6	538
2010	02	Alto Gállego	Tractores industriales	5	110
2010	02	Alto Gállego	Turismos	1	6638
2010	03	Sobrarbe	Autobuses	4	14
2010	03	Sobrarbe	Camiones y furgonetas	3	2210
2010	03	Sobrarbe	Ciclomotores	7	258
2010	03	Sobrarbe	Motocicletas	2	376
2010	03	Sobrarbe	Otros vehículos	6	467
2010	03	Sobrarbe	Tractores industriales	5	31
2010	03	Sobrarbe	Turismos	1	3727
2010	04	La Ribagorza	Autobuses	4	12
2010	04	La Ribagorza	Camiones y furgonetas	3	3425
2010	04	La Ribagorza	Ciclomotores	7	433
2010	04	La Ribagorza	Motocicletas	2	750
2010	04	La Ribagorza	Otros vehículos	6	693
2010	04	La Ribagorza	Tractores industriales	5	108
2010	04	La Ribagorza	Turismos	1	6502
2010	05	Cinco Villas	Autobuses	4	40
2010	05	Cinco Villas	Camiones y furgonetas	3	5397
2010	05	Cinco Villas	Ciclomotores	7	1362
2010	05	Cinco Villas	Motocicletas	2	1064
2010	05	Cinco Villas	Otros vehículos	6	1281
2010	05	Cinco Villas	Tractores industriales	5	270
2010	05	Cinco Villas	Turismos	1	14929
2010	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	201
2010	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	9078
2010	06	Hoya de Huesca / Plana de Uesca	Ciclomotores	7	2498
2010	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	3177
2010	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1707
2010	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	269
2010	06	Hoya de Huesca / Plana de Uesca	Turismos	1	31883
2010	07	Somontano de Barbastro	Autobuses	4	23
2010	07	Somontano de Barbastro	Camiones y furgonetas	3	3971
2010	07	Somontano de Barbastro	Ciclomotores	7	1704
2010	07	Somontano de Barbastro	Motocicletas	2	1489
2010	07	Somontano de Barbastro	Otros vehículos	6	769
2010	07	Somontano de Barbastro	Tractores industriales	5	157
2010	07	Somontano de Barbastro	Turismos	1	11762
2010	08	Cinca Medio	Autobuses	4	17
2010	08	Cinca Medio	Camiones y furgonetas	3	3407
2010	08	Cinca Medio	Ciclomotores	7	1340
2010	08	Cinca Medio	Motocicletas	2	1038
2010	08	Cinca Medio	Otros vehículos	6	1124
2010	08	Cinca Medio	Tractores industriales	5	446
2010	08	Cinca Medio	Turismos	1	11366
2010	09	La Litera / La Llitera	Autobuses	4	24
2010	09	La Litera / La Llitera	Camiones y furgonetas	3	3518
2010	09	La Litera / La Llitera	Ciclomotores	7	989
2010	09	La Litera / La Llitera	Motocicletas	2	995
2010	09	La Litera / La Llitera	Otros vehículos	6	770
2010	09	La Litera / La Llitera	Tractores industriales	5	226
2010	09	La Litera / La Llitera	Turismos	1	10047
2010	10	Los Monegros	Autobuses	4	2
2010	10	Los Monegros	Camiones y furgonetas	3	3847
2010	10	Los Monegros	Ciclomotores	7	1242
2010	10	Los Monegros	Motocicletas	2	992
2010	10	Los Monegros	Otros vehículos	6	1381
2010	10	Los Monegros	Tractores industriales	5	448
2010	10	Los Monegros	Turismos	1	11194
2010	11	Bajo Cinca / Baix Cinca	Autobuses	4	11
2010	11	Bajo Cinca / Baix Cinca	Camiones y furgonetas	3	4604
2010	11	Bajo Cinca / Baix Cinca	Ciclomotores	7	2012
2010	11	Bajo Cinca / Baix Cinca	Motocicletas	2	1513
2010	11	Bajo Cinca / Baix Cinca	Otros vehículos	6	1058
2010	11	Bajo Cinca / Baix Cinca	Tractores industriales	5	397
2010	11	Bajo Cinca / Baix Cinca	Turismos	1	11652
2010	12	Tarazona y el Moncayo	Autobuses	4	65
2010	12	Tarazona y el Moncayo	Camiones y furgonetas	3	2000
2010	12	Tarazona y el Moncayo	Ciclomotores	7	1010
2010	12	Tarazona y el Moncayo	Motocicletas	2	701
2010	12	Tarazona y el Moncayo	Otros vehículos	6	1587
2010	12	Tarazona y el Moncayo	Tractores industriales	5	589
2010	12	Tarazona y el Moncayo	Turismos	1	6587
2010	13	Campo de Borja	Autobuses	4	7
2010	13	Campo de Borja	Camiones y furgonetas	3	2712
2010	13	Campo de Borja	Ciclomotores	7	1251
2010	13	Campo de Borja	Motocicletas	2	658
2010	13	Campo de Borja	Otros vehículos	6	411
2010	13	Campo de Borja	Tractores industriales	5	40
2010	13	Campo de Borja	Turismos	1	7417
2010	14	Aranda	Autobuses	4	17
2010	14	Aranda	Camiones y furgonetas	3	1412
2010	14	Aranda	Ciclomotores	7	410
2010	14	Aranda	Motocicletas	2	270
2010	14	Aranda	Otros vehículos	6	147
2010	14	Aranda	Tractores industriales	5	17
2010	14	Aranda	Turismos	1	3190
2010	15	Ribera Alta del Ebro	Autobuses	4	12
2010	15	Ribera Alta del Ebro	Camiones y furgonetas	3	3607
2010	15	Ribera Alta del Ebro	Ciclomotores	7	2344
2010	15	Ribera Alta del Ebro	Motocicletas	2	1223
2010	15	Ribera Alta del Ebro	Otros vehículos	6	1707
2010	15	Ribera Alta del Ebro	Tractores industriales	5	590
2010	15	Ribera Alta del Ebro	Turismos	1	13314
2010	16	Valdejalón	Autobuses	4	3
2010	16	Valdejalón	Camiones y furgonetas	3	4461
2010	16	Valdejalón	Ciclomotores	7	1838
2010	16	Valdejalón	Motocicletas	2	1063
2010	16	Valdejalón	Otros vehículos	6	1506
2010	16	Valdejalón	Tractores industriales	5	332
2010	16	Valdejalón	Turismos	1	13607
2010	17	Central	Autobuses	4	928
2010	17	Central	Camiones y furgonetas	3	55776
2010	17	Central	Ciclomotores	7	22752
2010	17	Central	Motocicletas	2	34065
2010	17	Central	Otros vehículos	6	11969
2010	17	Central	Tractores industriales	5	2477
2010	17	Central	Turismos	1	289658
2010	18	Ribera Baja del Ebro	Autobuses	4	0
2010	18	Ribera Baja del Ebro	Camiones y furgonetas	3	1346
2010	18	Ribera Baja del Ebro	Ciclomotores	7	1039
2010	18	Ribera Baja del Ebro	Motocicletas	2	560
2010	18	Ribera Baja del Ebro	Otros vehículos	6	395
2010	18	Ribera Baja del Ebro	Tractores industriales	5	56
2010	18	Ribera Baja del Ebro	Turismos	1	4488
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Autobuses	4	23
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2622
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciclomotores	7	1347
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	649
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	417
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	42
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	6050
2010	20	Comunidad de Calatayud	Autobuses	4	32
2010	20	Comunidad de Calatayud	Camiones y furgonetas	3	6396
2010	20	Comunidad de Calatayud	Ciclomotores	7	1980
2010	20	Comunidad de Calatayud	Motocicletas	2	1529
2010	20	Comunidad de Calatayud	Otros vehículos	6	1102
2010	20	Comunidad de Calatayud	Tractores industriales	5	334
2010	20	Comunidad de Calatayud	Turismos	1	17194
2010	21	Campo de Cariñena	Autobuses	4	0
2010	21	Campo de Cariñena	Camiones y furgonetas	3	1743
2010	21	Campo de Cariñena	Ciclomotores	7	635
2010	21	Campo de Cariñena	Motocicletas	2	407
2010	21	Campo de Cariñena	Otros vehículos	6	320
2010	21	Campo de Cariñena	Tractores industriales	5	44
2010	21	Campo de Cariñena	Turismos	1	5062
2010	22	Campo de Belchite	Autobuses	4	6
2010	22	Campo de Belchite	Camiones y furgonetas	3	840
2010	22	Campo de Belchite	Ciclomotores	7	427
2010	22	Campo de Belchite	Motocicletas	2	215
2010	22	Campo de Belchite	Otros vehículos	6	177
2010	22	Campo de Belchite	Tractores industriales	5	51
2010	22	Campo de Belchite	Turismos	1	2332
2010	23	Bajo Martín	Autobuses	4	6
2010	23	Bajo Martín	Camiones y furgonetas	3	1238
2010	23	Bajo Martín	Ciclomotores	7	746
2010	23	Bajo Martín	Motocicletas	2	321
2010	23	Bajo Martín	Otros vehículos	6	597
2010	23	Bajo Martín	Tractores industriales	5	246
2010	23	Bajo Martín	Turismos	1	3297
2010	24	Campo de Daroca	Autobuses	4	2
2010	24	Campo de Daroca	Camiones y furgonetas	3	1212
2010	24	Campo de Daroca	Ciclomotores	7	307
2010	24	Campo de Daroca	Motocicletas	2	329
2010	24	Campo de Daroca	Otros vehículos	6	285
2010	24	Campo de Daroca	Tractores industriales	5	83
2010	24	Campo de Daroca	Turismos	1	3452
2010	25	Jiloca	Autobuses	4	6
2010	25	Jiloca	Camiones y furgonetas	3	2237
2010	25	Jiloca	Ciclomotores	7	695
2010	25	Jiloca	Motocicletas	2	438
2010	25	Jiloca	Otros vehículos	6	595
2010	25	Jiloca	Tractores industriales	5	84
2010	25	Jiloca	Turismos	1	6715
2010	26	Cuencas Mineras	Autobuses	4	7
2010	26	Cuencas Mineras	Camiones y furgonetas	3	1341
2010	26	Cuencas Mineras	Ciclomotores	7	440
2010	26	Cuencas Mineras	Motocicletas	2	350
2010	26	Cuencas Mineras	Otros vehículos	6	295
2010	26	Cuencas Mineras	Tractores industriales	5	43
2010	26	Cuencas Mineras	Turismos	1	4648
2010	27	Andorra-Sierra de Arcos	Autobuses	4	21
2010	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1729
2010	27	Andorra-Sierra de Arcos	Ciclomotores	7	505
2010	27	Andorra-Sierra de Arcos	Motocicletas	2	478
2010	27	Andorra-Sierra de Arcos	Otros vehículos	6	484
2010	27	Andorra-Sierra de Arcos	Tractores industriales	5	223
2010	27	Andorra-Sierra de Arcos	Turismos	1	5555
2010	28	Bajo Aragón	Autobuses	4	27
2010	28	Bajo Aragón	Camiones y furgonetas	3	10368
2010	28	Bajo Aragón	Ciclomotores	7	2132
2010	28	Bajo Aragón	Motocicletas	2	1516
2010	28	Bajo Aragón	Otros vehículos	6	962
2010	28	Bajo Aragón	Tractores industriales	5	250
2010	28	Bajo Aragón	Turismos	1	17828
2010	29	Comunidad de Teruel	Autobuses	4	104
2010	29	Comunidad de Teruel	Camiones y furgonetas	3	6974
2010	29	Comunidad de Teruel	Ciclomotores	7	2483
2010	29	Comunidad de Teruel	Motocicletas	2	2175
2010	29	Comunidad de Teruel	Otros vehículos	6	1398
2010	29	Comunidad de Teruel	Tractores industriales	5	351
2010	29	Comunidad de Teruel	Turismos	1	23517
2010	30	Maestrazgo	Autobuses	4	0
2010	30	Maestrazgo	Camiones y furgonetas	3	1053
2010	30	Maestrazgo	Ciclomotores	7	100
2010	30	Maestrazgo	Motocicletas	2	132
2010	30	Maestrazgo	Otros vehículos	6	174
2010	30	Maestrazgo	Tractores industriales	5	16
2010	30	Maestrazgo	Turismos	1	1674
2010	31	Sierra de Albarracín	Autobuses	4	2
2010	31	Sierra de Albarracín	Camiones y furgonetas	3	1183
2010	31	Sierra de Albarracín	Ciclomotores	7	241
2010	31	Sierra de Albarracín	Motocicletas	2	156
2010	31	Sierra de Albarracín	Otros vehículos	6	153
2010	31	Sierra de Albarracín	Tractores industriales	5	9
2010	31	Sierra de Albarracín	Turismos	1	2127
2010	32	Gúdar-Javalambre	Autobuses	4	3
2010	32	Gúdar-Javalambre	Camiones y furgonetas	3	2193
2010	32	Gúdar-Javalambre	Ciclomotores	7	467
2010	32	Gúdar-Javalambre	Motocicletas	2	274
2010	32	Gúdar-Javalambre	Otros vehículos	6	511
2010	32	Gúdar-Javalambre	Tractores industriales	5	67
2010	32	Gúdar-Javalambre	Turismos	1	3680
2010	33	Matarraña / Matarranya	Autobuses	4	0
2010	33	Matarraña / Matarranya	Camiones y furgonetas	3	2468
2010	33	Matarraña / Matarranya	Ciclomotores	7	702
2010	33	Matarraña / Matarranya	Motocicletas	2	434
2010	33	Matarraña / Matarranya	Otros vehículos	6	295
2010	33	Matarraña / Matarranya	Tractores industriales	5	46
2010	33	Matarraña / Matarranya	Turismos	1	3939
2010	99	Sin clasificar	Autobuses	4	0
2010	99	Sin clasificar	Camiones y furgonetas	3	5
2010	99	Sin clasificar	Ciclomotores	7	0
2010	99	Sin clasificar	Motocicletas	2	1
2010	99	Sin clasificar	Otros vehículos	6	1
2010	99	Sin clasificar	Tractores industriales	5	0
2010	99	Sin clasificar	Turismos	1	8
2011	01	La Jacetania	Autobuses	4	51
2011	01	La Jacetania	Camiones y furgonetas	3	3129
2011	01	La Jacetania	Ciclomotores	7	529
2011	01	La Jacetania	Motocicletas	2	917
2011	01	La Jacetania	Otros vehículos	6	567
2011	01	La Jacetania	Tractores industriales	5	66
2011	01	La Jacetania	Turismos	1	8665
2011	02	Alto Gállego	Autobuses	4	7
2011	02	Alto Gállego	Camiones y furgonetas	3	2416
2011	02	Alto Gállego	Ciclomotores	7	302
2011	02	Alto Gállego	Motocicletas	2	590
2011	02	Alto Gállego	Otros vehículos	6	545
2011	02	Alto Gállego	Tractores industriales	5	111
2011	02	Alto Gállego	Turismos	1	6663
2011	03	Sobrarbe	Autobuses	4	14
2011	03	Sobrarbe	Camiones y furgonetas	3	2236
2011	03	Sobrarbe	Ciclomotores	7	250
2011	03	Sobrarbe	Motocicletas	2	372
2011	03	Sobrarbe	Otros vehículos	6	483
2011	03	Sobrarbe	Tractores industriales	5	31
2011	03	Sobrarbe	Turismos	1	3759
2011	04	La Ribagorza	Autobuses	4	12
2011	04	La Ribagorza	Camiones y furgonetas	3	3422
2011	04	La Ribagorza	Ciclomotores	7	427
2011	04	La Ribagorza	Motocicletas	2	786
2011	04	La Ribagorza	Otros vehículos	6	710
2011	04	La Ribagorza	Tractores industriales	5	96
2011	04	La Ribagorza	Turismos	1	6576
2011	05	Cinco Villas	Autobuses	4	40
2011	05	Cinco Villas	Camiones y furgonetas	3	5318
2011	05	Cinco Villas	Ciclomotores	7	1347
2011	05	Cinco Villas	Motocicletas	2	1111
2011	05	Cinco Villas	Otros vehículos	6	1346
2011	05	Cinco Villas	Tractores industriales	5	264
2011	05	Cinco Villas	Turismos	1	14992
2011	06	Hoya de Huesca / Plana de Uesca	Autobuses	4	209
2011	06	Hoya de Huesca / Plana de Uesca	Camiones y furgonetas	3	8995
2011	06	Hoya de Huesca / Plana de Uesca	Ciclomotores	7	2426
2011	06	Hoya de Huesca / Plana de Uesca	Motocicletas	2	3275
2011	06	Hoya de Huesca / Plana de Uesca	Otros vehículos	6	1776
2011	06	Hoya de Huesca / Plana de Uesca	Tractores industriales	5	259
2011	06	Hoya de Huesca / Plana de Uesca	Turismos	1	31975
2011	07	Somontano de Barbastro	Autobuses	4	21
2011	07	Somontano de Barbastro	Camiones y furgonetas	3	4006
2011	07	Somontano de Barbastro	Ciclomotores	7	1686
2011	07	Somontano de Barbastro	Motocicletas	2	1552
2011	07	Somontano de Barbastro	Otros vehículos	6	814
2011	07	Somontano de Barbastro	Tractores industriales	5	150
2011	07	Somontano de Barbastro	Turismos	1	11766
2011	08	Cinca Medio	Autobuses	4	17
2011	08	Cinca Medio	Camiones y furgonetas	3	3408
2011	08	Cinca Medio	Ciclomotores	7	1325
2011	08	Cinca Medio	Motocicletas	2	1110
2011	08	Cinca Medio	Otros vehículos	6	1095
2011	08	Cinca Medio	Tractores industriales	5	410
2011	08	Cinca Medio	Turismos	1	11409
2011	09	La Litera / La Llitera	Autobuses	4	21
2011	09	La Litera / La Llitera	Camiones y furgonetas	3	3506
2011	09	La Litera / La Llitera	Ciclomotores	7	960
2011	09	La Litera / La Llitera	Motocicletas	2	1031
2011	09	La Litera / La Llitera	Otros vehículos	6	813
2011	09	La Litera / La Llitera	Tractores industriales	5	232
2011	09	La Litera / La Llitera	Turismos	1	10074
2011	10	Los Monegros	Autobuses	4	2
2011	10	Los Monegros	Camiones y furgonetas	3	3858
2011	10	Los Monegros	Ciclomotores	7	1220
2011	10	Los Monegros	Motocicletas	2	1020
2011	10	Los Monegros	Otros vehículos	6	1499
2011	10	Los Monegros	Tractores industriales	5	469
2011	10	Los Monegros	Turismos	1	11226
2011	11	Bajo Cinca / Baix Cinca	Autobuses	4	10
