Año	Comarca código	Comarca nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Camiones y furgonetas	3	2600
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Ciclomotores	7	1437
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Motocicletas	2	622
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Otros vehículos	6	368
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Tractores industriales	5	48
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Turismos	1	5884
2008	20	Comunidad de Calatayud	Autobuses	4	29
2008	20	Comunidad de Calatayud	Camiones y furgonetas	3	6249
2008	20	Comunidad de Calatayud	Ciclomotores	7	2010
2008	20	Comunidad de Calatayud	Motocicletas	2	1380
2008	20	Comunidad de Calatayud	Otros vehículos	6	1050
2008	20	Comunidad de Calatayud	Tractores industriales	5	335
2008	20	Comunidad de Calatayud	Turismos	1	16825
2008	21	Campo de Cariñena	Autobuses	4	0
2008	21	Campo de Cariñena	Camiones y furgonetas	3	1720
2008	21	Campo de Cariñena	Ciclomotores	7	660
2008	21	Campo de Cariñena	Motocicletas	2	387
2008	21	Campo de Cariñena	Otros vehículos	6	294
2008	21	Campo de Cariñena	Tractores industriales	5	48
2008	21	Campo de Cariñena	Turismos	1	4918
2008	22	Campo de Belchite	Autobuses	4	7
2008	22	Campo de Belchite	Camiones y furgonetas	3	820
2008	22	Campo de Belchite	Ciclomotores	7	437
2008	22	Campo de Belchite	Motocicletas	2	190
2008	22	Campo de Belchite	Otros vehículos	6	170
2008	22	Campo de Belchite	Tractores industriales	5	52
2008	22	Campo de Belchite	Turismos	1	2266
2008	23	Bajo Martín	Autobuses	4	4
2008	23	Bajo Martín	Camiones y furgonetas	3	1250
2008	23	Bajo Martín	Ciclomotores	7	786
2008	23	Bajo Martín	Motocicletas	2	305
2008	23	Bajo Martín	Otros vehículos	6	690
2008	23	Bajo Martín	Tractores industriales	5	334
2008	23	Bajo Martín	Turismos	1	3215
2008	24	Campo de Daroca	Autobuses	4	1
2008	24	Campo de Daroca	Camiones y furgonetas	3	1230
2008	24	Campo de Daroca	Ciclomotores	7	308
2008	24	Campo de Daroca	Motocicletas	2	287
2008	24	Campo de Daroca	Otros vehículos	6	236
2008	24	Campo de Daroca	Tractores industriales	5	98
2008	24	Campo de Daroca	Turismos	1	4125
2008	25	Jiloca	Autobuses	4	7
2008	25	Jiloca	Camiones y furgonetas	3	2216
2008	25	Jiloca	Ciclomotores	7	725
2008	25	Jiloca	Motocicletas	2	381
2008	25	Jiloca	Otros vehículos	6	571
2008	25	Jiloca	Tractores industriales	5	95
2008	25	Jiloca	Turismos	1	6553
2008	26	Cuencas Mineras	Autobuses	4	9
2008	26	Cuencas Mineras	Camiones y furgonetas	3	1314
2008	26	Cuencas Mineras	Ciclomotores	7	455
2008	26	Cuencas Mineras	Motocicletas	2	308
2008	26	Cuencas Mineras	Otros vehículos	6	287
2008	26	Cuencas Mineras	Tractores industriales	5	53
2008	26	Cuencas Mineras	Turismos	1	4539
2008	27	Andorra-Sierra de Arcos	Autobuses	4	19
2008	27	Andorra-Sierra de Arcos	Camiones y furgonetas	3	1751
2008	27	Andorra-Sierra de Arcos	Ciclomotores	7	502
2008	27	Andorra-Sierra de Arcos	Motocicletas	2	459
2008	27	Andorra-Sierra de Arcos	Otros vehículos	6	472
2008	27	Andorra-Sierra de Arcos	Tractores industriales	5	239
2008	27	Andorra-Sierra de Arcos	Turismos	1	5519
2008	28	Bajo Aragón	Autobuses	4	27
2008	28	Bajo Aragón	Camiones y furgonetas	3	25801
2008	28	Bajo Aragón	Ciclomotores	7	2153
2008	28	Bajo Aragón	Motocicletas	2	1333
2008	28	Bajo Aragón	Otros vehículos	6	936
2008	28	Bajo Aragón	Tractores industriales	5	278
2008	28	Bajo Aragón	Turismos	1	26344
2008	29	Comunidad de Teruel	Autobuses	4	106
2008	29	Comunidad de Teruel	Camiones y furgonetas	3	6801
2008	29	Comunidad de Teruel	Ciclomotores	7	2582
2008	29	Comunidad de Teruel	Motocicletas	2	2041
2008	29	Comunidad de Teruel	Otros vehículos	6	1257
2008	29	Comunidad de Teruel	Tractores industriales	5	349
2008	29	Comunidad de Teruel	Turismos	1	22944
2008	30	Maestrazgo	Autobuses	4	0
2008	30	Maestrazgo	Camiones y furgonetas	3	1008
