Año	Municipio código	Municipio nombre	Tipo de vehículo	Tipo de vehículo (orden)	Cantidad
2000	22122	Hoz de Jaca	Autobuses	4	0
2000	22122	Hoz de Jaca	Camiones y furgonetas	3	6
2000	22122	Hoz de Jaca	Motocicletas	2	2
2000	22122	Hoz de Jaca	Otros vehículos	6	2
2000	22122	Hoz de Jaca	Tractores industriales	5	0
2000	22122	Hoz de Jaca	Turismos	1	31
2000	22124	Huerto	Autobuses	4	0
2000	22124	Huerto	Camiones y furgonetas	3	26
2000	22124	Huerto	Motocicletas	2	1
2000	22124	Huerto	Otros vehículos	6	10
2000	22124	Huerto	Tractores industriales	5	2
2000	22124	Huerto	Turismos	1	120
2000	22125	Huesca	Autobuses	4	134
2000	22125	Huesca	Camiones y furgonetas	3	4459
2000	22125	Huesca	Motocicletas	2	1314
2000	22125	Huesca	Otros vehículos	6	613
2000	22125	Huesca	Tractores industriales	5	152
2000	22125	Huesca	Turismos	1	20916
2000	22126	Ibieca	Autobuses	4	0
2000	22126	Ibieca	Camiones y furgonetas	3	15
2000	22126	Ibieca	Motocicletas	2	5
2000	22126	Ibieca	Otros vehículos	6	0
2000	22126	Ibieca	Tractores industriales	5	0
2000	22126	Ibieca	Turismos	1	56
2000	22127	Igriés	Autobuses	4	0
2000	22127	Igriés	Camiones y furgonetas	3	50
2000	22127	Igriés	Motocicletas	2	8
2000	22127	Igriés	Otros vehículos	6	5
2000	22127	Igriés	Tractores industriales	5	0
2000	22127	Igriés	Turismos	1	110
2000	22128	Ilche	Autobuses	4	0
2000	22128	Ilche	Camiones y furgonetas	3	31
2000	22128	Ilche	Motocicletas	2	4
2000	22128	Ilche	Otros vehículos	6	0
2000	22128	Ilche	Tractores industriales	5	0
2000	22128	Ilche	Turismos	1	123
2000	22129	Isábena	Autobuses	4	2
2000	22129	Isábena	Camiones y furgonetas	3	62
2000	22129	Isábena	Motocicletas	2	5
2000	22129	Isábena	Otros vehículos	6	4
2000	22129	Isábena	Tractores industriales	5	0
2000	22129	Isábena	Turismos	1	91
2000	22130	Jaca	Autobuses	4	36
2000	22130	Jaca	Camiones y furgonetas	3	1248
2000	22130	Jaca	Motocicletas	2	335
2000	22130	Jaca	Otros vehículos	6	134
2000	22130	Jaca	Tractores industriales	5	28
2000	22130	Jaca	Turismos	1	4806
2000	22131	Jasa	Autobuses	4	0
2000	22131	Jasa	Camiones y furgonetas	3	22
2000	22131	Jasa	Motocicletas	2	5
2000	22131	Jasa	Otros vehículos	6	3
2000	22131	Jasa	Tractores industriales	5	0
2000	22131	Jasa	Turismos	1	31
2000	22133	Labuerda	Autobuses	4	0
2000	22133	Labuerda	Camiones y furgonetas	3	25
2000	22133	Labuerda	Motocicletas	2	0
2000	22133	Labuerda	Otros vehículos	6	3
2000	22133	Labuerda	Tractores industriales	5	0
2000	22133	Labuerda	Turismos	1	73
2000	22135	Laluenga	Autobuses	4	0
2000	22135	Laluenga	Camiones y furgonetas	3	41
2000	22135	Laluenga	Motocicletas	2	3
2000	22135	Laluenga	Otros vehículos	6	0
2000	22135	Laluenga	Tractores industriales	5	0
2000	22135	Laluenga	Turismos	1	113
2000	22136	Lalueza	Autobuses	4	0
2000	22136	Lalueza	Camiones y furgonetas	3	121
2000	22136	Lalueza	Motocicletas	2	40
2000	22136	Lalueza	Otros vehículos	6	37
2000	22136	Lalueza	Tractores industriales	5	6
2000	22136	Lalueza	Turismos	1	566
2000	22137	Lanaja	Autobuses	4	0
2000	22137	Lanaja	Camiones y furgonetas	3	159
2000	22137	Lanaja	Motocicletas	2	47
2000	22137	Lanaja	Otros vehículos	6	23
2000	22137	Lanaja	Tractores industriales	5	0
2000	22137	Lanaja	Turismos	1	630
2000	22139	Laperdiguera	Autobuses	4	0
2000	22139	Laperdiguera	Camiones y furgonetas	3	8
2000	22139	Laperdiguera	Motocicletas	2	2
2000	22139	Laperdiguera	Otros vehículos	6	0
2000	22139	Laperdiguera	Tractores industriales	5	0
2000	22139	Laperdiguera	Turismos	1	53
2000	22141	Lascellas-Ponzano	Autobuses	4	0
2000	22141	Lascellas-Ponzano	Camiones y furgonetas	3	31
2000	22141	Lascellas-Ponzano	Motocicletas	2	4
2000	22141	Lascellas-Ponzano	Otros vehículos	6	0
2000	22141	Lascellas-Ponzano	Tractores industriales	5	0
2000	22141	Lascellas-Ponzano	Turismos	1	69
2000	22142	Lascuarre	Autobuses	4	0
2000	22142	Lascuarre	Camiones y furgonetas	3	35
2000	22142	Lascuarre	Motocicletas	2	6
2000	22142	Lascuarre	Otros vehículos	6	5
2000	22142	Lascuarre	Tractores industriales	5	0
2000	22142	Lascuarre	Turismos	1	63
2000	22143	Laspaúles	Autobuses	4	0
2000	22143	Laspaúles	Camiones y furgonetas	3	69
2000	22143	Laspaúles	Motocicletas	2	4
2000	22143	Laspaúles	Otros vehículos	6	9
2000	22143	Laspaúles	Tractores industriales	5	1
2000	22143	Laspaúles	Turismos	1	103
2000	22144	Laspuña	Autobuses	4	0
2000	22144	Laspuña	Camiones y furgonetas	3	39
2000	22144	Laspuña	Motocicletas	2	6
2000	22144	Laspuña	Otros vehículos	6	3
2000	22144	Laspuña	Tractores industriales	5	1
2000	22144	Laspuña	Turismos	1	119
2000	22149	Loarre	Autobuses	4	0
2000	22149	Loarre	Camiones y furgonetas	3	42
2000	22149	Loarre	Motocicletas	2	8
2000	22149	Loarre	Otros vehículos	6	3
2000	22149	Loarre	Tractores industriales	5	0
2000	22149	Loarre	Turismos	1	137
2000	22150	Loporzano	Autobuses	4	0
2000	22150	Loporzano	Camiones y furgonetas	3	59
2000	22150	Loporzano	Motocicletas	2	29
2000	22150	Loporzano	Otros vehículos	6	1
2000	22150	Loporzano	Tractores industriales	5	0
2000	22150	Loporzano	Turismos	1	205
2000	22151	Loscorrales	Autobuses	4	0
2000	22151	Loscorrales	Camiones y furgonetas	3	12
2000	22151	Loscorrales	Motocicletas	2	2
2000	22151	Loscorrales	Otros vehículos	6	0
2000	22151	Loscorrales	Tractores industriales	5	0
2000	22151	Loscorrales	Turismos	1	51
2000	22155	Monesma y Cajigar	Autobuses	4	0
2000	22155	Monesma y Cajigar	Camiones y furgonetas	3	28
2000	22155	Monesma y Cajigar	Motocicletas	2	1
2000	22155	Monesma y Cajigar	Otros vehículos	6	0
2000	22155	Monesma y Cajigar	Tractores industriales	5	1
2000	22155	Monesma y Cajigar	Turismos	1	50
2000	22156	Monflorite-Lascasas	Autobuses	4	0
2000	22156	Monflorite-Lascasas	Camiones y furgonetas	3	36
2000	22156	Monflorite-Lascasas	Motocicletas	2	9
2000	22156	Monflorite-Lascasas	Otros vehículos	6	3
2000	22156	Monflorite-Lascasas	Tractores industriales	5	0
2000	22156	Monflorite-Lascasas	Turismos	1	119
2000	22157	Montanuy	Autobuses	4	0
2000	22157	Montanuy	Camiones y furgonetas	3	95
2000	22157	Montanuy	Motocicletas	2	10
2000	22157	Montanuy	Otros vehículos	6	9
2000	22157	Montanuy	Tractores industriales	5	7
2000	22157	Montanuy	Turismos	1	141
2000	22158	Monzón	Autobuses	4	15
2000	22158	Monzón	Camiones y furgonetas	3	1605
2000	22158	Monzón	Motocicletas	2	306
2000	22158	Monzón	Otros vehículos	6	441
2000	22158	Monzón	Tractores industriales	5	211
2000	22158	Monzón	Turismos	1	6056
2000	22160	Naval	Autobuses	4	0
2000	22160	Naval	Camiones y furgonetas	3	46
2000	22160	Naval	Motocicletas	2	8
2000	22160	Naval	Otros vehículos	6	1
2000	22160	Naval	Tractores industriales	5	0
2000	22160	Naval	Turismos	1	88
2000	22162	Novales	Autobuses	4	0
2000	22162	Novales	Camiones y furgonetas	3	37
2000	22162	Novales	Motocicletas	2	12
2000	22162	Novales	Otros vehículos	6	9
2000	22162	Novales	Tractores industriales	5	3
2000	22162	Novales	Turismos	1	95
2000	22163	Nueno	Autobuses	4	0
2000	22163	Nueno	Camiones y furgonetas	3	45
2000	22163	Nueno	Motocicletas	2	6
2000	22163	Nueno	Otros vehículos	6	1
2000	22163	Nueno	Tractores industriales	5	0
2000	22163	Nueno	Turismos	1	128
2000	22164	Olvena	Autobuses	4	0
2000	22164	Olvena	Camiones y furgonetas	3	11
2000	22164	Olvena	Motocicletas	2	3
2000	22164	Olvena	Otros vehículos	6	0
2000	22164	Olvena	Tractores industriales	5	0
2000	22164	Olvena	Turismos	1	18
2000	22165	Ontiñena	Autobuses	4	0
2000	22165	Ontiñena	Camiones y furgonetas	3	102
2000	22165	Ontiñena	Motocicletas	2	9
2000	22165	Ontiñena	Otros vehículos	6	11
2000	22165	Ontiñena	Tractores industriales	5	4
2000	22165	Ontiñena	Turismos	1	214
2000	22167	Osso de Cinca	Autobuses	4	0
2000	22167	Osso de Cinca	Camiones y furgonetas	3	135
2000	22167	Osso de Cinca	Motocicletas	2	26
2000	22167	Osso de Cinca	Otros vehículos	6	21
2000	22167	Osso de Cinca	Tractores industriales	5	3
2000	22167	Osso de Cinca	Turismos	1	283
2000	22168	Palo	Autobuses	4	0
2000	22168	Palo	Camiones y furgonetas	3	10
2000	22168	Palo	Motocicletas	2	0
2000	22168	Palo	Otros vehículos	6	0
2000	22168	Palo	Tractores industriales	5	0
2000	22168	Palo	Turismos	1	21
2000	22170	Panticosa	Autobuses	4	0
2000	22170	Panticosa	Camiones y furgonetas	3	119
2000	22170	Panticosa	Motocicletas	2	20
2000	22170	Panticosa	Otros vehículos	6	4
2000	22170	Panticosa	Tractores industriales	5	0
2000	22170	Panticosa	Turismos	1	285
2000	22172	Peñalba	Autobuses	4	0
2000	22172	Peñalba	Camiones y furgonetas	3	118
2000	22172	Peñalba	Motocicletas	2	19
2000	22172	Peñalba	Otros vehículos	6	42
2000	22172	Peñalba	Tractores industriales	5	29
2000	22172	Peñalba	Turismos	1	269
2000	22173	Peñas de Riglos (Las)	Autobuses	4	0
2000	22173	Peñas de Riglos (Las)	Camiones y furgonetas	3	53
2000	22173	Peñas de Riglos (Las)	Motocicletas	2	6
2000	22173	Peñas de Riglos (Las)	Otros vehículos	6	5
2000	22173	Peñas de Riglos (Las)	Tractores industriales	5	1
2000	22173	Peñas de Riglos (Las)	Turismos	1	112
2000	22174	Peralta de Alcofea	Autobuses	4	0
2000	22174	Peralta de Alcofea	Camiones y furgonetas	3	88
2000	22174	Peralta de Alcofea	Motocicletas	2	26
2000	22174	Peralta de Alcofea	Otros vehículos	6	14
2000	22174	Peralta de Alcofea	Tractores industriales	5	3
2000	22174	Peralta de Alcofea	Turismos	1	330
2000	22175	Peralta de Calasanz	Autobuses	4	0
2000	22175	Peralta de Calasanz	Camiones y furgonetas	3	39
2000	22175	Peralta de Calasanz	Motocicletas	2	11
2000	22175	Peralta de Calasanz	Otros vehículos	6	4
2000	22175	Peralta de Calasanz	Tractores industriales	5	1
2000	22175	Peralta de Calasanz	Turismos	1	123
2000	22176	Peraltilla	Autobuses	4	0
2000	22176	Peraltilla	Camiones y furgonetas	3	40
2000	22176	Peraltilla	Motocicletas	2	8
2000	22176	Peraltilla	Otros vehículos	6	21
2000	22176	Peraltilla	Tractores industriales	5	1
2000	22176	Peraltilla	Turismos	1	70
2000	22177	Perarrúa	Autobuses	4	0
2000	22177	Perarrúa	Camiones y furgonetas	3	32
2000	22177	Perarrúa	Motocicletas	2	4
2000	22177	Perarrúa	Otros vehículos	6	0
2000	22177	Perarrúa	Tractores industriales	5	0
2000	22177	Perarrúa	Turismos	1	51
2000	22178	Pertusa	Autobuses	4	0
2000	22178	Pertusa	Camiones y furgonetas	3	53
2000	22178	Pertusa	Motocicletas	2	3
2000	22178	Pertusa	Otros vehículos	6	15
2000	22178	Pertusa	Tractores industriales	5	6
2000	22178	Pertusa	Turismos	1	78
2000	22181	Piracés	Autobuses	4	0
2000	22181	Piracés	Camiones y furgonetas	3	6
2000	22181	Piracés	Motocicletas	2	5
2000	22181	Piracés	Otros vehículos	6	0
2000	22181	Piracés	Tractores industriales	5	0
2000	22181	Piracés	Turismos	1	72
2000	22182	Plan	Autobuses	4	0
2000	22182	Plan	Camiones y furgonetas	3	124
2000	22182	Plan	Motocicletas	2	16
2000	22182	Plan	Otros vehículos	6	6
2000	22182	Plan	Tractores industriales	5	0
2000	22182	Plan	Turismos	1	160
2000	22184	Poleñino	Autobuses	4	0
2000	22184	Poleñino	Camiones y furgonetas	3	38
2000	22184	Poleñino	Motocicletas	2	19
2000	22184	Poleñino	Otros vehículos	6	3
2000	22184	Poleñino	Tractores industriales	5	0
2000	22184	Poleñino	Turismos	1	153
2000	22186	Pozán de Vero	Autobuses	4	0
2000	22186	Pozán de Vero	Camiones y furgonetas	3	33
2000	22186	Pozán de Vero	Motocicletas	2	15
2000	22186	Pozán de Vero	Otros vehículos	6	2
2000	22186	Pozán de Vero	Tractores industriales	5	0
2000	22186	Pozán de Vero	Turismos	1	71
2000	22187	Puebla de Castro (La)	Autobuses	4	0
2000	22187	Puebla de Castro (La)	Camiones y furgonetas	3	64
2000	22187	Puebla de Castro (La)	Motocicletas	2	8
2000	22187	Puebla de Castro (La)	Otros vehículos	6	24
2000	22187	Puebla de Castro (La)	Tractores industriales	5	19
2000	22187	Puebla de Castro (La)	Turismos	1	150
2000	22188	Puente de Montañana	Autobuses	4	0
2000	22188	Puente de Montañana	Camiones y furgonetas	3	18
2000	22188	Puente de Montañana	Motocicletas	2	6
2000	22188	Puente de Montañana	Otros vehículos	6	1
2000	22188	Puente de Montañana	Tractores industriales	5	0
2000	22188	Puente de Montañana	Turismos	1	63
2000	22189	Puértolas	Autobuses	4	0
2000	22189	Puértolas	Camiones y furgonetas	3	43
2000	22189	Puértolas	Motocicletas	2	7
2000	22189	Puértolas	Otros vehículos	6	6
2000	22189	Puértolas	Tractores industriales	5	0
2000	22189	Puértolas	Turismos	1	73
2000	22190	Pueyo de Araguás (El)	Autobuses	4	0
2000	22190	Pueyo de Araguás (El)	Camiones y furgonetas	3	21
2000	22190	Pueyo de Araguás (El)	Motocicletas	2	2
2000	22190	Pueyo de Araguás (El)	Otros vehículos	6	1
2000	22190	Pueyo de Araguás (El)	Tractores industriales	5	0
2000	22190	Pueyo de Araguás (El)	Turismos	1	54
2000	22193	Pueyo de Santa Cruz	Autobuses	4	0
2000	22193	Pueyo de Santa Cruz	Camiones y furgonetas	3	29
2000	22193	Pueyo de Santa Cruz	Motocicletas	2	11
2000	22193	Pueyo de Santa Cruz	Otros vehículos	6	10
2000	22193	Pueyo de Santa Cruz	Tractores industriales	5	7
2000	22193	Pueyo de Santa Cruz	Turismos	1	179
2000	22195	Quicena	Autobuses	4	0
2000	22195	Quicena	Camiones y furgonetas	3	61
2000	22195	Quicena	Motocicletas	2	12
2000	22195	Quicena	Otros vehículos	6	5
2000	22195	Quicena	Tractores industriales	5	1
2000	22195	Quicena	Turismos	1	118
2000	22197	Robres	Autobuses	4	1
2000	22197	Robres	Camiones y furgonetas	3	98
2000	22197	Robres	Motocicletas	2	22
2000	22197	Robres	Otros vehículos	6	18
2000	22197	Robres	Tractores industriales	5	1
2000	22197	Robres	Turismos	1	289
2000	22199	Sabiñánigo	Autobuses	4	1
2000	22199	Sabiñánigo	Camiones y furgonetas	3	1022
2000	22199	Sabiñánigo	Motocicletas	2	213
2000	22199	Sabiñánigo	Otros vehículos	6	198
2000	22199	Sabiñánigo	Tractores industriales	5	100
2000	22199	Sabiñánigo	Turismos	1	3700
2000	22200	Sahún	Autobuses	4	0
2000	22200	Sahún	Camiones y furgonetas	3	77
2000	22200	Sahún	Motocicletas	2	13
2000	22200	Sahún	Otros vehículos	6	5
2000	22200	Sahún	Tractores industriales	5	0
2000	22200	Sahún	Turismos	1	116
2000	22201	Salas Altas	Autobuses	4	0
2000	22201	Salas Altas	Camiones y furgonetas	3	46
2000	22201	Salas Altas	Motocicletas	2	26
2000	22201	Salas Altas	Otros vehículos	6	3
2000	22201	Salas Altas	Tractores industriales	5	3
2000	22201	Salas Altas	Turismos	1	145
2000	22202	Salas Bajas	Autobuses	4	0
2000	22202	Salas Bajas	Camiones y furgonetas	3	29
2000	22202	Salas Bajas	Motocicletas	2	15
2000	22202	Salas Bajas	Otros vehículos	6	0
2000	22202	Salas Bajas	Tractores industriales	5	0
2000	22202	Salas Bajas	Turismos	1	80
2000	22203	Salillas	Autobuses	4	0
2000	22203	Salillas	Camiones y furgonetas	3	13
2000	22203	Salillas	Motocicletas	2	1
2000	22203	Salillas	Otros vehículos	6	0
2000	22203	Salillas	Tractores industriales	5	0
2000	22203	Salillas	Turismos	1	48
2000	22204	Sallent de Gállego	Autobuses	4	2
2000	22204	Sallent de Gállego	Camiones y furgonetas	3	235
2000	22204	Sallent de Gállego	Motocicletas	2	44
2000	22204	Sallent de Gállego	Otros vehículos	6	20
2000	22204	Sallent de Gállego	Tractores industriales	5	1
2000	22204	Sallent de Gállego	Turismos	1	466
2000	22205	San Esteban de Litera	Autobuses	4	0
2000	22205	San Esteban de Litera	Camiones y furgonetas	3	75
2000	22205	San Esteban de Litera	Motocicletas	2	14
2000	22205	San Esteban de Litera	Otros vehículos	6	3
2000	22205	San Esteban de Litera	Tractores industriales	5	0
2000	22205	San Esteban de Litera	Turismos	1	259
2000	22206	Sangarrén	Autobuses	4	0
2000	22206	Sangarrén	Camiones y furgonetas	3	24
2000	22206	Sangarrén	Motocicletas	2	10
2000	22206	Sangarrén	Otros vehículos	6	2
2000	22206	Sangarrén	Tractores industriales	5	0
2000	22206	Sangarrén	Turismos	1	129
2000	22207	San Juan de Plan	Autobuses	4	0
2000	22207	San Juan de Plan	Camiones y furgonetas	3	33
2000	22207	San Juan de Plan	Motocicletas	2	5
2000	22207	San Juan de Plan	Otros vehículos	6	3
2000	22207	San Juan de Plan	Tractores industriales	5	0
2000	22207	San Juan de Plan	Turismos	1	46
2000	22208	Santa Cilia	Autobuses	4	0
2000	22208	Santa Cilia	Camiones y furgonetas	3	26
2000	22208	Santa Cilia	Motocicletas	2	3
2000	22208	Santa Cilia	Otros vehículos	6	0
2000	22208	Santa Cilia	Tractores industriales	5	0
2000	22208	Santa Cilia	Turismos	1	86
2000	22209	Santa Cruz de la Serós	Autobuses	4	0
2000	22209	Santa Cruz de la Serós	Camiones y furgonetas	3	28
2000	22209	Santa Cruz de la Serós	Motocicletas	2	6
2000	22209	Santa Cruz de la Serós	Otros vehículos	6	1
2000	22209	Santa Cruz de la Serós	Tractores industriales	5	0
2000	22209	Santa Cruz de la Serós	Turismos	1	62
2000	22212	Santaliestra y San Quílez	Autobuses	4	0
2000	22212	Santaliestra y San Quílez	Camiones y furgonetas	3	20
2000	22212	Santaliestra y San Quílez	Motocicletas	2	0
2000	22212	Santaliestra y San Quílez	Otros vehículos	6	0
2000	22212	Santaliestra y San Quílez	Tractores industriales	5	0
2000	22212	Santaliestra y San Quílez	Turismos	1	48
2000	22213	Sariñena	Autobuses	4	1
2000	22213	Sariñena	Camiones y furgonetas	3	609
2000	22213	Sariñena	Motocicletas	2	129
2000	22213	Sariñena	Otros vehículos	6	81
2000	22213	Sariñena	Tractores industriales	5	8
2000	22213	Sariñena	Turismos	1	1672
2000	22214	Secastilla	Autobuses	4	0
2000	22214	Secastilla	Camiones y furgonetas	3	29
2000	22214	Secastilla	Motocicletas	2	9
2000	22214	Secastilla	Otros vehículos	6	3
2000	22214	Secastilla	Tractores industriales	5	0
2000	22214	Secastilla	Turismos	1	71
2000	22215	Seira	Autobuses	4	0
2000	22215	Seira	Camiones y furgonetas	3	33
2000	22215	Seira	Motocicletas	2	6
2000	22215	Seira	Otros vehículos	6	7
2000	22215	Seira	Tractores industriales	5	0
2000	22215	Seira	Turismos	1	92
2000	22217	Sena	Autobuses	4	0
2000	22217	Sena	Camiones y furgonetas	3	84
2000	22217	Sena	Motocicletas	2	21
2000	22217	Sena	Otros vehículos	6	10
2000	22217	Sena	Tractores industriales	5	1
2000	22217	Sena	Turismos	1	253
2000	22218	Senés de Alcubierre	Autobuses	4	0
2000	22218	Senés de Alcubierre	Camiones y furgonetas	3	7
2000	22218	Senés de Alcubierre	Motocicletas	2	0
2000	22218	Senés de Alcubierre	Otros vehículos	6	0
2000	22218	Senés de Alcubierre	Tractores industriales	5	0
2000	22218	Senés de Alcubierre	Turismos	1	24
2000	22220	Sesa	Autobuses	4	0
2000	22220	Sesa	Camiones y furgonetas	3	25
2000	22220	Sesa	Motocicletas	2	7
2000	22220	Sesa	Otros vehículos	6	8
2000	22220	Sesa	Tractores industriales	5	7
2000	22220	Sesa	Turismos	1	126
2000	22221	Sesué	Autobuses	4	0
2000	22221	Sesué	Camiones y furgonetas	3	20
2000	22221	Sesué	Motocicletas	2	4
2000	22221	Sesué	Otros vehículos	6	2
2000	22221	Sesué	Tractores industriales	5	0
2000	22221	Sesué	Turismos	1	32
2000	22222	Siétamo	Autobuses	4	0
2000	22222	Siétamo	Camiones y furgonetas	3	50
2000	22222	Siétamo	Motocicletas	2	19
2000	22222	Siétamo	Otros vehículos	6	5
2000	22222	Siétamo	Tractores industriales	5	3
2000	22222	Siétamo	Turismos	1	170
2000	22223	Sopeira	Autobuses	4	0
2000	22223	Sopeira	Camiones y furgonetas	3	38
2000	22223	Sopeira	Motocicletas	2	8
2000	22223	Sopeira	Otros vehículos	6	0
2000	22223	Sopeira	Tractores industriales	5	0
2000	22223	Sopeira	Turismos	1	52
2000	22225	Tamarite de Litera	Autobuses	4	8
2000	22225	Tamarite de Litera	Camiones y furgonetas	3	496
2000	22225	Tamarite de Litera	Motocicletas	2	146
2000	22225	Tamarite de Litera	Otros vehículos	6	78
2000	22225	Tamarite de Litera	Tractores industriales	5	36
2000	22225	Tamarite de Litera	Turismos	1	1661
2000	22226	Tardienta	Autobuses	4	0
2000	22226	Tardienta	Camiones y furgonetas	3	85
2000	22226	Tardienta	Motocicletas	2	16
2000	22226	Tardienta	Otros vehículos	6	23
2000	22226	Tardienta	Tractores industriales	5	8
2000	22226	Tardienta	Turismos	1	391
2000	22227	Tella-Sin	Autobuses	4	0
2000	22227	Tella-Sin	Camiones y furgonetas	3	40
2000	22227	Tella-Sin	Motocicletas	2	6
2000	22227	Tella-Sin	Otros vehículos	6	5
2000	22227	Tella-Sin	Tractores industriales	5	0
2000	22227	Tella-Sin	Turismos	1	106
2000	22228	Tierz	Autobuses	4	0
2000	22228	Tierz	Camiones y furgonetas	3	22
2000	22228	Tierz	Motocicletas	2	9
2000	22228	Tierz	Otros vehículos	6	1
2000	22228	Tierz	Tractores industriales	5	0
2000	22228	Tierz	Turismos	1	98
2000	22229	Tolva	Autobuses	4	0
2000	22229	Tolva	Camiones y furgonetas	3	61
2000	22229	Tolva	Motocicletas	2	6
