Año	Código del municipio	Nombre del municipio	Hectáreas en tierras labradas con cultivos herbáceos	Hectáreas en tierras labradas con cultivos frutales	Hectáreas en tierras labradas con cultivo olivar	Hectáreas en tierras labradas con cultivo viñedo	Hectáreas en tierras labradas con otros cultivos	Hectáreas en tierras labradas de secano	Hectáreas en tierras labradas de regadío	Hectáreas en tierras labradas de secano cultivos herbáceos	Hectáreas en tierras labradas de secano cultivos frutales	Hectáreas en tierras labradas de secano cultivo olivar	Hectáreas en tierras labradas de secano cultivo viñedo	Hectáreas en tierras labradas de secano otros cultivos	Hectáreas en tierras labradas de regadío cultivos herbáceos	Hectáreas en tierras labradas de regadío cultivos frutales	Hectáreas en tierras labradas de regadío cultivo olivar	Hectáreas en tierras labradas de regadío cultivo viñedo	Hectáreas en tierras labradas de regadío otros cultivos	Número total de parcelas
1989	44060	Cañada de Benatanduz	416	0	0	0	0	416	0	416	0	0	0	0	0	0	0	0	0	297
1989	44061	Cañada de Verich (La)	35	135	58	5	0	223	8	27	134	58	5	0	8	1	0	0	0	443
1989	44062	Cañada Vellida	1015	0	0	0	0	1015	0	1015	0	0	0	0	0	0	0	0	0	911
1989	44063	Cañizar del Olivar	142	2	0	0	0	137	8	135	2	0	0	0	8	0	0	0	0	725
1989	44064	Cascante del Río	346	28	0	0	0	330	44	304	27	0	0	0	42	2	0	0	0	4453
1989	44065	Castejón de Tornos	1415	1	0	0	0	1416	0	1415	1	0	0	0	0	0	0	0	0	1366
1989	44066	Castel de Cabra	493	8	0	0	0	482	19	475	7	0	0	0	19	0	0	0	0	989
1989	44067	Castelnou	2782	0	44	2	0	2134	695	2124	0	8	2	0	658	0	36	0	0	515
1989	44068	Castelserás	410	233	365	8	0	882	134	377	136	362	8	0	34	97	3	0	0	1175
1989	44070	Castellar (El)	512	0	0	0	0	512	1	512	0	0	0	0	1	0	0	0	0	499
1989	44071	Castellote	1257	452	299	30	0	1654	383	1157	270	197	29	0	99	182	102	0	0	3455
1989	44074	Cedrillas	1881	3	0	0	0	1874	10	1874	1	0	0	0	7	3	0	0	0	1254
1989	44075	Celadas	6488	0	0	0	0	6439	48	6439	0	0	0	0	48	0	0	0	0	2243
1989	44076	Cella	7323	0	0	1	0	5902	1422	5901	0	0	1	0	1422	0	0	0	0	7863
1989	44077	Cerollera (La)	112	19	18	5	0	154	1	111	19	18	5	0	1	0	0	0	0	579
1989	44080	Codoñera (La)	267	309	542	6	0	1118	6	260	309	542	6	0	6	0	0	0	0	1256
1989	44082	Corbalán	1122	0	0	0	0	1122	0	1122	0	0	0	0	0	0	0	0	0	1128
1989	44084	Cortes de Aragón	715	17	1	29	0	760	1	714	17	1	29	0	1	0	0	0	0	1619
1989	44085	Cosa	2207	0	0	3	0	2209	1	2206	0	0	3	0	1	0	0	0	0	1775
1989	44086	Cretas	435	1137	960	254	0	2732	54	399	1120	960	254	0	36	17	0	0	0	1632
1989	44087	Crivillén	1065	10	44	2	0	1112	8	1057	10	44	2	0	8	0	0	0	0	1073
1989	44088	Cuba (La)	114	2	0	2	0	116	2	112	2	0	2	0	2	0	0	0	0	202
1989	44089	Cubla	799	16	0	0	0	807	9	791	16	0	0	0	9	0	0	0	0	3183
1989	44090	Cucalón	1220	8	0	0	0	1227	1	1218	8	0	0	0	1	0	0	0	0	1618
1989	44092	Cuervo (El)	117	35	0	3	0	123	33	99	21	0	2	0	17	14	0	1	0	1571
1989	44093	Cuevas de Almudén	899	0	0	0	0	881	18	881	0	0	0	0	18	0	0	0	0	746
1989	44094	Cuevas Labradas	931	0	0	0	0	851	80	851	0	0	0	0	80	0	0	0	0	880
1989	44096	Ejulve	945	0	0	0	0	927	17	927	0	0	0	0	17	0	0	0	0	4840
1989	44097	Escorihuela	1815	0	0	0	0	1754	61	1754	0	0	0	0	61	0	0	0	0	1548
1989	44099	Escucha	646	1	0	0	0	633	13	632	1	0	0	0	13	0	0	0	0	1395
1989	44100	Estercuel	163	23	30	1	0	198	19	144	23	30	1	0	19	0	0	0	0	2336
1989	44101	Ferreruela de Huerva	1615	4	0	0	0	1619	1	1615	4	0	0	0	1	0	0	0	0	555
1989	44102	Fonfría	791	0	0	0	0	791	0	791	0	0	0	0	0	0	0	0	0	919
1989	44103	Formiche Alto	1044	1	0	0	0	1039	6	1038	1	0	0	0	6	0	0	0	0	349
1989	44105	Fórnoles	62	305	242	14	0	612	10	56	301	242	14	0	6	4	0	0	0	1501
1989	44106	Fortanete	766	0	0	0	1	767	0	766	0	0	0	1	0	0	0	0	0	769
1989	44107	Foz-Calanda	335	192	199	38	0	648	117	330	97	182	38	0	5	94	18	0	0	927
1989	44108	Fresneda (La)	173	424	632	32	0	1201	60	156	382	632	31	0	17	42	0	1	0	1908
1989	44109	Frías de Albarracín	712	0	0	0	0	711	1	711	0	0	0	0	1	0	0	0	0	870
1989	44110	Fuenferrada	1063	0	0	0	0	1063	0	1063	0	0	0	0	0	0	0	0	0	938
1989	44111	Fuentes Calientes	1797	0	0	0	0	1789	9	1789	0	0	0	0	9	0	0	0	0	1393
1989	44112	Fuentes Claras	2925	8	0	50	0	2638	345	2580	8	0	50	0	345	0	0	0	0	3053
1989	44113	Fuentes de Rubielos	94	0	0	0	0	89	5	89	0	0	0	0	5	0	0	0	0	1056
1989	44114	Fuentespalda	413	419	128	108	0	1040	29	388	416	128	108	0	25	3	0	0	0	979
1989	44115	Galve	1481	0	0	0	0	1417	65	1417	0	0	0	0	65	0	0	0	0	1455
1989	44116	Gargallo	147	16	0	1	0	159	5	142	16	0	1	0	5	0	0	0	0	1587
1989	44117	Gea de Albarracín	1213	12	0	0	0	1102	124	1090	12	0	0	0	124	0	0	0	0	1282
1989	44118	Ginebrosa (La)	991	386	118	121	0	1450	166	904	306	118	121	0	86	80	0	0	0	1298
1989	44119	Griegos	448	0	0	0	0	448	0	448	0	0	0	0	0	0	0	0	0	597
1989	44120	Guadalaviar	716	0	0	0	0	716	0	716	0	0	0	0	0	0	0	0	0	1061
1989	44121	Gúdar	230	0	0	0	0	221	9	221	0	0	0	0	9	0	0	0	0	628
1989	44122	Híjar	10682	84	118	46	0	9928	1001	9732	40	111	45	0	950	44	7	0	0	3490
1989	44123	Hinojosa de Jarque	1367	0	0	0	0	1357	10	1357	0	0	0	0	10	0	0	0	0	1369
1989	44124	Hoz de la Vieja (La)	1210	2	0	15	0	1221	6	1204	2	0	15	0	6	0	0	0	0	2941
1989	44125	Huesa del Común	1094	4	0	10	0	1063	44	1050	4	0	10	0	44	0	0	0	0	1723
1989	44126	Iglesuela del Cid (La)	440	10	0	0	0	446	3	436	10	0	0	0	3	0	0	0	0	1183
1989	44127	Jabaloyas	347	0	0	0	0	347	0	347	0	0	0	0	0	0	0	0	0	2294
1989	44128	Jarque de la Val	1205	0	0	0	0	1180	26	1180	0	0	0	0	26	0	0	0	0	852
1989	44129	Jatiel	222	7	5	0	0	162	72	162	0	0	0	0	60	7	5	0	0	108
1989	44130	Jorcas	1223	0	0	0	0	1167	57	1167	0	0	0	0	57	0	0	0	0	1021
1989	44131	Josa	48	6	4	17	0	73	4	45	6	4	17	0	4	0	0	0	0	1659
1989	44132	Lagueruela	2005	1	0	2	0	2006	1	2004	0	0	2	0	1	1	0	0	0	846
1989	44133	Lanzuela	775	6	0	0	0	776	4	770	6	0	0	0	4	0	0	0	0	377
1989	44135	Libros	90	315	0	0	0	328	77	41	287	0	0	0	49	28	0	0	0	1800
1989	44136	Lidón	1509	0	0	0	0	1509	0	1509	0	0	0	0	0	0	0	0	0	1135
1989	44137	Linares de Mora	461	0	0	0	0	446	15	446	0	0	0	0	15	0	0	0	0	714
1989	44138	Loscos	3814	41	1	0	0	3852	3	3811	41	0	0	0	2	0	1	0	0	2714
1989	44141	Lledó	80	422	200	94	2	775	24	71	407	200	94	2	8	15	0	0	0	642
1989	44142	Maicas	46	0	0	1	0	46	1	45	0	0	1	0	1	0	0	0	0	552
1989	44143	Manzanera	929	39	0	0	0	859	109	822	37	0	0	0	107	2	0	0	0	3278
1989	44144	Martín del Río	1105	1	0	0	0	831	274	831	0	0	0	0	274	1	0	0	0	1883
1989	44145	Mas de las Matas	1839	106	95	53	0	1874	219	1665	60	95	53	0	173	45	0	0	0	2166
1989	44146	Mata de los Olmos (La)	1166	35	1	2	0	1200	4	1163	35	0	2	0	4	0	0	0	0	919
1989	44147	Mazaleón	39	1566	1247	154	0	2844	162	22	1433	1236	153	0	17	134	11	1	0	3241
1989	44148	Mezquita de Jarque	1539	0	0	0	0	1538	0	1538	0	0	0	0	0	0	0	0	0	1080
1989	44149	Mirambel	435	5	0	1	0	438	3	432	5	0	1	0	3	0	0	0	0	425
1989	44150	Miravete de la Sierra	460	0	0	0	0	424	37	424	0	0	0	0	37	0	0	0	0	428
1989	44151	Molinos	888	92	69	1	0	979	71	827	86	65	1	0	61	6	4	0	0	888
1989	44152	Monforte de Moyuela	2199	14	0	0	0	2206	7	2192	14	0	0	0	7	0	0	0	0	2049
1989	44153	Monreal del Campo	5679	0	0	6	0	4906	779	4901	0	0	6	0	779	0	0	0	0	4366
1989	44154	Monroyo	919	90	28	81	0	1111	7	913	90	28	81	0	6	0	0	0	0	1617
1989	44155	Montalbán	364	5	0	8	0	310	67	297	5	0	8	0	67	0	0	0	0	1484
1989	44156	Monteagudo del Castillo	1153	0	0	0	0	1153	0	1153	0	0	0	0	0	0	0	0	0	807
1989	44157	Monterde de Albarracín	495	0	0	0	0	495	0	495	0	0	0	0	0	0	0	0	0	805
1989	44158	Mora de Rubielos	2333	65	0	2	0	2172	228	2109	62	0	1	0	225	3	0	1	0	2101
1989	44159	Moscardón	232	0	0	0	0	231	2	231	0	0	0	0	2	0	0	0	0	687
1989	44160	Mosqueruela	1510	7	0	0	0	1515	2	1507	7	0	0	0	2	0	0	0	0	2200
1989	44161	Muniesa	4827	127	13	678	0	5643	2	4825	127	13	678	0	1	0	0	0	0	5823
1989	44163	Noguera de Albarracín	221	0	0	0	0	217	4	217	0	0	0	0	4	0	0	0	0	635
1989	44164	Nogueras	742	19	0	0	0	759	2	740	19	0	0	0	2	0	0	0	0	489
1989	44165	Nogueruelas	294	7	0	0	0	275	26	268	7	0	0	0	26	0	0	0	0	689
1989	44167	Obón	62	33	21	3	0	114	5	58	32	21	3	0	4	1	0	0	0	2476
1989	44168	Odón	4624	8	0	0	0	4511	122	4503	8	0	0	0	122	0	0	0	0	2571
1989	44169	Ojos Negros	3753	0	0	0	0	3687	66	3687	0	0	0	0	66	0	0	0	0	2889
1989	44171	Olba	49	21	2	1	0	32	42	18	12	2	1	0	32	10	0	0	0	4525
1989	44172	Oliete	1385	30	272	46	0	1604	129	1294	10	255	46	0	92	20	18	0	0	4855
1989	44173	Olmos (Los)	1007	147	108	2	0	1227	37	975	142	108	2	0	32	5	1	0	0	1430
1989	44174	Orihuela del Tremedal	1115	0	0	0	0	1108	6	1108	0	0	0	0	6	0	0	0	0	824
1989	44175	Orrios	1538	0	0	0	0	1363	175	1363	0	0	0	0	175	0	0	0	0	914
1989	44176	Palomar de Arroyos	376	0	0	0	0	372	4	372	0	0	0	0	4	0	0	0	0	1297
1989	44177	Pancrudo	3230	0	0	0	0	3225	5	3225	0	0	0	0	5	0	0	0	0	2658
1989	44178	Parras de Castellote (Las)	328	82	41	18	0	450	19	325	66	41	18	0	4	16	0	0	0	434
1989	44179	Peñarroya de Tastavins	867	207	166	54	0	1238	56	813	205	166	54	0	54	3	0	0	0	1432
1989	44180	Peracense	614	0	0	0	0	614	0	614	0	0	0	0	0	0	0	0	0	1268
1989	44181	Peralejos	808	0	0	0	0	766	41	766	0	0	0	0	41	0	0	0	0	576
1989	44182	Perales del Alfambra	4030	0	0	0	0	3955	75	3955	0	0	0	0	74	0	0	0	0	1779
1989	44183	Pitarque	56	0	0	0	0	29	27	29	0	0	0	0	27	0	0	0	0	777
1989	44184	Plou	437	0	0	17	0	454	0	437	0	0	17	0	0	0	0	0	0	1293
1989	44185	Pobo (El)	2235	0	0	0	0	2235	1	2235	0	0	0	0	1	0	0	0	0	3279
1989	44187	Portellada (La)	107	281	371	22	0	767	15	95	279	371	22	0	12	3	0	0	0	980
1989	44189	Pozondón	991	0	0	0	0	986	5	986	0	0	0	0	5	0	0	0	0	1572
1989	44190	Pozuel del Campo	1475	9	0	0	0	1483	0	1475	9	0	0	0	0	0	0	0	0	1229
1989	44191	Puebla de Híjar (La)	3334	143	35	0	0	2718	794	2682	27	10	0	0	653	116	25	0	0	1318
1989	44192	Puebla de Valverde (La)	4602	47	0	0	0	4638	11	4591	47	0	0	0	11	0	0	0	0	2204
1989	44193	Puertomingalvo	497	1	0	0	0	481	17	481	1	0	0	0	17	0	0	0	0	988
1989	44194	Ráfales	52	258	223	33	0	549	18	40	256	220	33	0	12	2	4	0	0	995
1989	44195	Rillo	2221	0	0	0	0	2219	2	2219	0	0	0	0	2	0	0	0	0	1989
1989	44196	Riodeva	164	101	0	13	0	251	27	138	101	0	13	0	27	0	0	0	0	6543
1989	44197	Ródenas	1739	0	0	0	0	1737	2	1737	0	0	0	0	2	0	0	0	0	2237
1989	44198	Royuela	638	0	0	0	0	546	93	546	0	0	0	0	93	0	0	0	0	1276
1989	44199	Rubiales	287	1	0	0	0	287	2	285	1	0	0	0	2	0	0	0	0	736
1989	44200	Rubielos de la Cérida	1019	0	0	0	0	1016	2	1016	0	0	0	0	2	0	0	0	0	893
1989	44201	Rubielos de Mora	581	24	0	0	1	446	159	425	20	0	0	0	155	3	0	0	1	1433
1989	44203	Salcedillo	280	0	0	0	0	271	9	271	0	0	0	0	9	0	0	0	0	401
1989	44204	Saldón	302	0	0	0	0	302	0	302	0	0	0	0	0	0	0	0	0	1384
1989	44205	Samper de Calanda	6998	18	128	1	0	6694	451	6575	10	109	1	0	423	8	20	0	0	3406
1989	44206	San Agustín	625	123	0	2	0	721	29	597	123	0	2	0	29	1	0	0	0	2842
1989	44207	San Martín del Río	243	103	0	703	0	957	92	157	97	0	703	0	86	7	0	0	0	1844
1989	44208	Santa Cruz de Nogueras	900	14	0	0	0	912	2	898	14	0	0	0	2	0	0	0	0	608
1989	44209	Santa Eulalia	3323	2	0	0	0	2743	582	2741	2	0	0	0	582	0	0	0	0	1790
1989	44210	Sarrión	2875	274	2	0	0	3105	46	2832	271	2	0	0	43	3	0	0	0	4283
1989	44211	Segura de los Baños	974	1	0	0	0	970	5	970	1	0	0	0	5	0	0	0	0	1286
1989	44212	Seno	230	66	21	4	0	284	37	215	52	14	4	0	15	14	8	0	0	517
1989	44213	Singra	2474	0	0	0	0	2186	288	2186	0	0	0	0	288	0	0	0	0	804
1989	44215	Terriente	818	0	0	0	0	816	2	816	0	0	0	0	2	0	0	0	0	2539
1989	44216	Teruel	15506	53	13	50	0	14690	932	14605	35	0	50	0	901	18	13	0	0	13111
1989	44217	Toril y Masegoso	321	0	0	0	0	321	0	321	0	0	0	0	0	0	0	0	0	1052
1989	44218	Tormón	22	0	0	0	0	14	7	14	0	0	0	0	7	0	0	0	0	385
1989	44219	Tornos	2761	1	0	0	0	2760	1	2760	1	0	0	0	1	0	0	0	0	2498
1989	44220	Torralba de los Sisones	2301	0	0	0	0	2291	10	2291	0	0	0	0	10	0	0	0	0	1772
1989	44221	Torrecilla de Alcañiz	593	411	656	14	0	1644	29	585	408	637	14	0	8	2	19	0	0	1759
1989	44222	Torrecilla del Rebollar	2539	0	0	0	0	2538	2	2538	0	0	0	0	2	0	0	0	0	2533
1989	44223	Torre de Arcas	334	24	16	30	0	403	0	333	24	16	30	0	0	0	0	0	0	325
1989	44224	Torre de las Arcas	224	0	0	0	0	224	1	224	0	0	0	0	1	0	0	0	0	539
1989	44225	Torre del Compte	131	454	199	12	0	732	65	127	393	199	12	0	4	61	0	0	0	607
1989	44226	Torrelacárcel	2419	0	0	0	0	2115	304	2115	0	0	0	0	304	0	0	0	0	1118
1989	44227	Torre los Negros	1783	0	0	0	0	1761	22	1761	0	0	0	0	22	0	0	0	0	1121
1989	44228	Torremocha de Jiloca	1754	0	0	0	0	1655	98	1655	0	0	0	0	98	0	0	0	0	690
1989	44229	Torres de Albarracín	452	0	0	0	0	373	79	373	0	0	0	0	79	0	0	0	0	764
1989	44230	Torrevelilla	199	312	295	6	0	795	18	192	301	295	6	0	7	11	0	0	0	1060
1989	44231	Torrijas	722	1	0	0	0	717	6	716	1	0	0	0	6	0	0	0	0	603
1989	44232	Torrijo del Campo	3050	0	0	0	0	2611	439	2611	0	0	0	0	439	0	0	0	0	4873
1989	44234	Tramacastiel	44	126	0	0	0	155	15	32	123	0	0	0	12	3	0	0	0	1395
1989	44235	Tramacastilla	240	0	0	0	0	192	49	192	0	0	0	0	49	0	0	0	0	918
1989	44236	Tronchón	275	0	1	0	0	272	4	271	0	1	0	0	4	0	0	0	0	357
1989	44237	Urrea de Gaén	2062	135	117	9	0	1955	367	1763	69	114	9	0	299	65	3	0	0	1650
1989	44238	Utrillas	467	1	0	0	0	434	33	434	1	0	0	0	33	1	0	0	0	1140
1989	44239	Valacloche	37	2	0	0	0	26	13	24	1	0	0	0	12	1	0	0	0	1104
1989	44240	Valbona	391	10	0	0	0	306	95	296	10	0	0	0	95	1	0	0	0	1041
1989	44241	Valdealgorfa	99	1414	969	24	1	2503	3	99	1411	969	24	1	0	3	0	0	0	2814
1989	44243	Valdecuenca	379	0	0	0	0	379	0	379	0	0	0	0	0	0	0	0	0	716
1989	44244	Valdelinares	205	0	0	0	0	204	1	204	0	0	0	0	1	0	0	0	0	475
1989	44245	Valdeltormo	6	289	224	25	0	521	24	3	269	224	25	0	3	21	0	0	0	528
1989	44246	Valderrobres	892	1537	699	299	0	3240	187	797	1450	698	295	0	96	88	0	3	0	1712
1989	44247	Valjunquera	127	971	764	22	0	1875	9	120	969	764	22	0	7	2	0	0	0	1221
1989	44249	Vallecillo (El)	129	0	0	0	0	125	5	125	0	0	0	0	5	0	0	0	0	205
1989	44250	Veguillas de la Sierra	352	2	0	0	0	354	1	352	2	0	0	0	0	0	0	0	0	1190
1989	44251	Villafranca del Campo	3242	5	0	21	0	2612	656	2586	5	0	21	0	656	0	0	0	0	1167
1989	44252	Villahermosa del Campo	1566	5	0	0	0	1569	2	1564	5	0	0	0	2	0	0	0	0	857
1989	44256	Villanueva del Rebollar de la Sierra	872	0	0	0	0	872	0	872	0	0	0	0	0	0	0	0	0	754
1989	44257	Villar del Cobo	679	0	0	0	0	679	0	679	0	0	0	0	0	0	0	0	0	1158
1989	44258	Villar del Salz	597	0	0	0	0	597	0	597	0	0	0	0	0	0	0	0	0	1271
1989	44260	Villarluengo	707	3	1	1	0	691	20	688	2	1	1	0	19	1	0	0	0	650
1989	44261	Villarquemado	3046	0	0	18	1	2443	622	2424	0	0	18	1	622	0	0	0	0	2306
1989	44262	Villarroya de los Pinares	770	0	0	0	0	766	4	766	0	0	0	0	4	0	0	0	0	482
1989	44263	Villastar	894	3	0	2	0	800	99	797	1	0	2	0	97	1	0	0	0	1256
1989	44264	Villel	303	259	0	8	0	412	158	187	218	0	7	0	116	41	0	1	0	4925
1989	44265	Vinaceite	4699	8	46	17	0	4627	143	4604	5	2	17	0	95	3	45	0	0	1011
1989	44266	Visiedo	3520	0	0	0	0	3520	0	3520	0	0	0	0	0	0	0	0	0	2699
1989	44267	Vivel del Río Martín	1369	1	0	0	0	1292	77	1292	0	0	0	0	77	1	0	0	0	2498
1989	44268	Zoma (La)	118	0	0	0	0	112	6	112	0	0	0	0	6	0	0	0	0	639
1989	50001	Abanto	1176	10	0	52	0	1202	36	1145	5	0	52	0	31	5	0	0	0	1707
1989	50002	Acered	370	411	0	571	0	1351	0	370	411	0	571	0	0	0	0	0	0	1380
1989	50003	Agón	819	22	12	59	0	480	432	440	7	2	30	0	378	15	10	28	0	1110
1989	50004	Aguarón	327	118	7	1559	145	2139	17	317	113	7	1557	145	10	6	0	2	0	2259
1989	50005	Aguilón	3019	133	2	156	0	3305	4	3015	133	2	156	0	4	0	0	0	0	1264
1989	50006	Ainzón	1550	366	96	833	0	2388	456	1328	334	33	693	0	221	32	63	140	0	3019
1989	50007	Aladrén	64	89	0	82	0	234	1	63	89	0	82	0	1	0	0	0	0	1346
1989	50008	Alagón	1489	107	0	1	0	34	1563	33	1	0	0	0	1456	107	0	1	0	1883
1989	50009	Alarba	22	280	0	389	0	682	9	19	274	0	389	0	3	7	0	0	0	989
1989	50010	Alberite de San Juan	281	9	12	42	0	287	56	253	8	1	26	0	28	1	11	16	0	403
1989	50011	Albeta	29	0	0	4	0	31	2	27	0	0	4	0	2	0	0	0	0	29
1989	50012	Alborge	10	0	0	0	0	2	9	2	0	0	0	0	8	0	0	0	0	15
1989	50013	Alcalá de Ebro	359	3	0	0	0	1	361	1	0	0	0	0	359	3	0	0	0	808
1989	50014	Alcalá de Moncayo	407	58	24	13	0	395	108	323	57	2	13	0	84	1	23	0	0	1233
1989	50015	Alconchel de Ariza	2623	0	0	0	0	2623	0	2623	0	0	0	0	0	0	0	0	0	1668
1989	50016	Aldehuela de Liestos	604	1	0	0	0	605	0	604	1	0	0	0	0	0	0	0	0	958
1989	50017	Alfajarín	8313	48	2	0	0	7177	1186	7176	0	2	0	0	1138	48	0	0	0	1675
1989	50018	Alfamén	6540	579	14	1525	27	6330	2354	4698	93	14	1525	0	1842	486	0	0	27	2805
1989	50019	Alforque	766	0	0	2	0	667	101	665	0	0	2	0	101	0	0	0	0	310
1989	50020	Alhama de Aragón	247	166	0	120	0	439	94	234	85	0	120	0	13	81	0	0	0	1323
1989	50021	Almochuel	1622	8	17	3	0	1543	107	1533	8	0	3	0	89	0	17	0	0	481
1989	50022	Almolda (La)	10270	1	43	60	0	10375	0	10270	1	43	60	0	0	0	0	0	0	2832
1989	50023	Almonacid de la Cuba	2770	111	27	61	0	2861	109	2732	68	0	61	0	38	44	27	0	0	2416
1989	50024	Almonacid de la Sierra	1085	724	92	1534	19	2405	1050	457	393	92	1463	0	629	331	0	71	19	3528
1989	50025	Almunia de Doña Godina (La)	704	2065	191	257	1	629	2588	125	156	146	203	0	579	1909	45	54	1	2902
1989	50026	Alpartir	102	583	186	188	0	1012	47	97	544	183	188	0	4	39	4	0	0	1978
1989	50027	Ambel	1140	164	189	161	0	1310	344	1012	148	9	142	0	128	17	180	19	0	3209
1989	50028	Anento	610	23	0	23	0	625	31	583	19	0	23	0	27	3	0	0	0	483
1989	50029	Aniñón	156	1292	118	610	0	2099	76	149	1223	117	610	0	7	69	1	0	0	2968
1989	50030	Añón de Moncayo	410	12	0	2	0	338	86	324	11	0	2	0	86	1	0	0	0	1227
1989	50031	Aranda de Moncayo	360	164	3	34	2	412	151	251	123	3	34	2	110	42	0	0	0	1114
1989	50032	Arándiga	364	552	79	119	1	669	446	290	195	65	119	0	74	357	14	0	1	2266
1989	50033	Ardisa	747	58	3	2	0	810	0	747	58	3	2	0	0	0	0	0	0	354
1989	50034	Ariza	4267	155	0	46	0	3987	481	3810	130	0	46	0	456	25	0	0	0	4733
1989	50035	Artieda	452	0	0	0	0	451	1	451	0	0	0	0	1	0	0	0	0	415
1989	50036	Asín	520	16	0	3	0	521	19	502	16	0	3	0	19	0	0	0	0	144
1989	50037	Atea	582	441	0	572	0	1595	0	582	441	0	572	0	0	0	0	0	0	1692
1989	50038	Ateca	824	771	0	340	0	1602	335	705	559	0	337	0	119	212	0	3	0	3091
1989	50039	Azuara	8357	154	29	55	0	8301	294	8095	149	2	55	0	262	5	27	0	0	2787
1989	50040	Badules	1399	5	0	1	0	1381	24	1375	5	0	1	0	24	0	0	0	0	946
1989	50041	Bagüés	200	0	0	0	0	200	0	200	0	0	0	0	0	0	0	0	0	391
1989	50042	Balconchán	422	31	0	50	0	493	10	412	31	0	50	0	10	0	0	0	0	377
1989	50043	Bárboles	1066	153	37	24	4	456	827	389	9	35	23	0	677	144	2	0	3	792
1989	50044	Bardallur	1058	54	28	21	0	968	192	914	6	28	21	0	144	47	0	0	0	891
1989	50045	Belchite	21925	315	900	55	0	20726	2470	20453	221	0	51	0	1471	95	900	4	0	5706
1989	50046	Belmonte de Gracián	198	373	4	333	0	814	95	165	312	4	333	0	33	62	0	0	0	1947
1989	50047	Berdejo	33	10	0	0	0	38	6	31	7	0	0	0	3	4	0	0	0	188
1989	50048	Berrueco	496	0	0	0	0	496	0	496	0	0	0	0	0	0	0	0	0	372
1989	50050	Bijuesca	1032	139	0	8	0	1107	71	981	118	0	8	0	51	20	0	0	0	1323
1989	50051	Biota	6976	56	26	33	0	4874	2217	4759	56	26	33	0	2217	0	0	0	0	4571
1989	50052	Bisimbre	471	0	2	50	1	258	265	221	0	1	36	1	250	0	1	14	0	766
1989	50053	Boquiñeni	1153	139	0	1	0	484	811	480	3	0	1	0	673	136	0	1	0	2092
1989	50054	Bordalba	2248	11	0	5	0	2254	10	2241	8	0	5	0	7	3	0	0	0	2082
1989	50055	Borja	2693	440	307	936	0	2542	1835	1657	388	22	475	0	1037	52	285	460	0	5248
1989	50056	Botorrita	463	3	0	20	0	415	72	393	1	0	20	0	70	2	0	0	0	415
1989	50057	Brea de Aragón	25	268	37	31	0	321	40	14	240	36	31	0	12	28	0	0	0	736
1989	50058	Bubierca	13	87	0	33	0	58	75	10	15	0	33	0	3	72	0	0	0	682
1989	50059	Bujaraloz	8772	1	31	3	2	8806	3	8769	1	31	3	2	3	0	0	0	0	3070
1989	50060	Bulbuente	470	396	97	144	0	865	242	369	362	4	131	0	101	34	93	14	0	2346
1989	50061	Bureta	956	32	56	363	0	1158	249	847	24	1	285	0	109	8	54	78	0	2425
1989	50062	Burgo de Ebro (El)	1476	54	4	9	0	248	1295	245	0	0	2	0	1231	54	4	7	0	1224
1989	50063	Buste (El)	400	41	69	42	0	550	1	399	41	69	42	0	1	0	0	0	0	682
1989	50064	Cabañas de Ebro	438	1	1	0	0	14	425	14	0	0	0	0	424	1	1	0	0	724
1989	50065	Cabolafuente	1341	41	0	28	0	1410	0	1341	41	0	28	0	0	0	0	0	0	1518
1989	50066	Cadrete	201	4	0	4	0	120	88	120	0	0	0	0	81	4	0	4	0	195
1989	50067	Calatayud	1270	1295	29	150	66	1509	1300	1000	337	24	148	0	270	958	5	2	65	2792
1989	50068	Calatorao	2236	1016	15	397	0	1743	1922	1333	53	12	345	0	903	964	3	52	0	3132
1989	50069	Calcena	17	1	0	0	0	12	6	12	0	0	0	0	5	1	0	0	0	288
1989	50070	Calmarza	1110	23	0	0	0	1121	13	1099	22	0	0	0	12	1	0	0	0	614
1989	50071	Campillo de Aragón	2150	9	0	0	0	2158	1	2150	8	0	0	0	0	1	0	0	0	2702
1989	50072	Carenas	5	290	0	78	0	304	69	4	222	0	78	0	1	68	0	0	0	816
1989	50073	Cariñena	1837	498	3	3420	0	5042	716	1527	194	3	3317	0	309	304	0	103	0	3747
1989	50074	Caspe	15954	1797	831	131	0	14998	3716	13690	766	436	105	0	2264	1031	395	26	0	6015
1989	50075	Castejón de Alarba	104	155	0	271	0	531	0	104	155	0	271	0	0	0	0	0	0	658
1989	50076	Castejón de las Armas	1	186	2	33	0	153	68	0	120	0	33	0	1	66	2	0	0	669
1989	50077	Castejón de Valdejasa	2525	64	9	68	0	2661	6	2520	64	9	68	0	6	0	0	0	0	1248
1989	50078	Castiliscar	2007	4	6	1	0	930	1089	920	2	6	1	0	1087	2	0	0	0	1082
1989	50079	Cervera de la Cañada	528	168	2	899	0	1504	93	513	90	2	899	0	15	78	0	0	0	1961
1989	50080	Cerveruela	83	0	0	0	0	73	10	73	0	0	0	0	10	0	0	0	0	211
1989	50081	Cetina	4176	108	0	41	0	3886	439	3763	82	0	41	0	413	26	0	0	0	6258
1989	50082	Cimballa	1174	66	1	7	0	1165	84	1112	44	1	7	0	62	22	0	0	0	919
