Año	Código del municipio	Nombre del municipio	Hectáreas en tierras labradas con cultivos herbáceos	Hectáreas en tierras labradas con cultivos frutales	Hectáreas en tierras labradas con cultivo olivar	Hectáreas en tierras labradas con cultivo viñedo	Hectáreas en tierras labradas con otros cultivos	Hectáreas en tierras labradas de secano	Hectáreas en tierras labradas de regadío	Hectáreas en tierras labradas de secano cultivos herbáceos	Hectáreas en tierras labradas de secano cultivos frutales	Hectáreas en tierras labradas de secano cultivo olivar	Hectáreas en tierras labradas de secano cultivo viñedo	Hectáreas en tierras labradas de secano otros cultivos	Hectáreas en tierras labradas de regadío cultivos herbáceos	Hectáreas en tierras labradas de regadío cultivos frutales	Hectáreas en tierras labradas de regadío cultivo olivar	Hectáreas en tierras labradas de regadío cultivo viñedo	Hectáreas en tierras labradas de regadío otros cultivos	Número total de parcelas
1999	44049	Calaceite	148	1715	2362	228	0	4384,05	68,07	121,42	1704,51	2343,06	215,06	0	26,35	10,32	18,44	12,96	0	3831
1999	44050	Calamocha	13654	110	0	47	0	12728,01	1082,66	12572,27	108,69	0	47,05	0	1081,23	1,43	0	0	0	16028
1999	44051	Calanda	2576	1198	1699	9	2	4612,38	870,3	2523,69	706,28	1374,15	8,26	0	52,09	491,25	324,55	0,4	2,01	6965
1999	44052	Calomarde	318	1	0	0	0	316,6	1,61	316,6	0	0	0	0	0,96	0,65	0	0	0	1143
1999	44053	Camañas	3805	0	0	0	0	3794,1	11,13	3794,1	0	0	0	0	11,13	0	0	0	0	2464
1999	44054	Camarena de la Sierra	236	0	0	0	0	214,08	22,26	214,08	0	0	0	0	22,26	0	0	0	0	574
1999	44055	Camarillas	1940	0	0	0	0	1939,12	0,41	1939,12	0	0	0	0	0,41	0	0	0	0	671
1999	44056	Caminreal	2837	3	0	0	1	2453,18	387,02	2450,42	2,15	0	0	0,61	386,67	0,35	0	0	0	7024
1999	44059	Cantavieja	834	30	43	0	0	896,74	10,04	833,04	20,9	42,8	0	0	1,15	8,89	0	0	0	1505
1999	44060	Cañada de Benatanduz	374	0	1	0	0	374,76	0,29	374,19	0	0,57	0	0	0,29	0	0	0	0	600
1999	44061	Cañada de Verich (La)	86	48	63	1	0	196,6	1,88	84,95	47,64	62,75	1,26	0	1,13	0,75	0	0	0	406
1999	44062	Cañada Vellida	969	8	0	0	0	976,43	0,17	968,93	7,5	0	0	0	0,03	0,14	0	0	0	933
1999	44063	Cañizar del Olivar	224	6	0	0	0	220,37	10,81	213,75	6,37	0	0,25	0	10,74	0,07	0	0	0	508
1999	44064	Cascante del Río	628	91	0	0	0	680,57	38,77	596,69	83,88	0	0	0	31,61	7,16	0	0	0	669
1999	44065	Castejón de Tornos	1498	8	0	6	16	1524,77	2,79	1494,89	8,02	0	5,58	16,28	2,79	0	0	0	0	2117
1999	44066	Castel de Cabra	451	3	0	0	0	448,94	5,05	446	2,94	0	0	0	4,92	0,13	0	0	0	870
1999	44067	Castelnou	2245	2	52	1	1	1893,9	407,64	1885,74	1,28	6,08	0,8	0	359,27	0,77	46,13	0,47	1	1240
1999	44068	Castelserás	393	206	392	3	0	873,45	119,64	330,74	173,84	365,84	3,03	0	62,23	31,71	25,7	0	0	1849
1999	44070	Castellar (El)	538	1	0	0	0	539,12	0	538,22	0,9	0	0	0	0	0	0	0	0	760
1999	44071	Castellote	2375	383	567	34	0	2949,6	408,91	2219,89	287,58	407,76	34,37	0	154,97	95,17	158,77	0	0	4718
1999	44074	Cedrillas	2031	0	1	1	0	2011,68	21,56	2009,42	0	0,88	0,96	0,42	21,56	0	0	0	0	1635
1999	44075	Celadas	5985	0	0	0	0	5950,87	34,1	5950,57	0,3	0	0	0	34,1	0	0	0	0	4185
1999	44076	Cella	7178	2	4	0	0	5845,3	1338,84	5840,07	1,23	4	0	0	1338,1	0,74	0	0	0	9620
1999	44077	Cerollera (La)	94	47	17	12	0	168,71	0,45	94,08	46,53	16,5	11,6	0	0,2	0,25	0	0	0	564
1999	44080	Codoñera (La)	153	267	481	6	0	900,97	5,82	147,86	266,69	480,81	5,61	0	5,41	0	0,41	0	0	2668
1999	44082	Corbalán	1516	0	0	0	0	1515,48	0,33	1515,48	0	0	0	0	0,33	0	0	0	0	2627
1999	44084	Cortes de Aragón	696	38	2	29	0	752,25	12,42	685,78	37,62	1,93	26,92	0	10,42	0	0	2	0	1822
1999	44085	Cosa	2890	0	0	0	0	2889,09	1,11	2889,09	0	0	0	0	1,11	0	0	0	0	3148
1999	44086	Cretas	562	884	1046	142	4	2619,18	20,34	555,89	877,56	1043,27	142,46	0	6,56	6,78	3	0	4	1734
1999	44087	Crivillén	779	24	57	2	0	855,25	6,47	774,58	23,93	55,02	1,72	0	4,29	0	2,18	0	0	1941
1999	44088	Cuba (La)	65	0	0	1	0	63,3	2,66	62,3	0	0	1	0	2,66	0	0	0	0	74
1999	44089	Cubla	823	11	0	0	0	821,81	11,94	810,98	10,83	0	0	0	11,85	0,09	0	0	0	2281
1999	44090	Cucalón	1384	14	0	0	0	1313,67	84,6	1301,41	12,26	0	0	0	83,08	1,52	0	0	0	1992
1999	44092	Cuervo (El)	77	37	0	2	0	92,38	22,51	67,57	23,75	0	1,06	0	9,13	12,88	0	0,5	0	471
1999	44093	Cuevas de Almudén	1105	0	0	0	0	1061,65	43,57	1061,65	0	0	0	0	43,57	0	0	0	0	482
1999	44094	Cuevas Labradas	952	10	0	0	0	890,28	71,33	890,18	0,1	0	0	0	61,91	9,42	0	0	0	1536
1999	44096	Ejulve	1096	0	1	0	0	1086,72	10,14	1086,49	0	0,23	0	0	9,19	0	0,95	0	0	1263
1999	44097	Escorihuela	1788	1	0	0	0	1739,93	49,26	1738,68	1,25	0	0	0	49,23	0,03	0	0	0	2094
1999	44099	Escucha	589	2	0	0	0	588	3,02	585,69	2,31	0	0	0	3,02	0	0	0	0	1045
1999	44100	Estercuel	57	20	59	14	0	142,47	7,25	49,98	19,53	58,51	14,45	0	6,85	0,4	0	0	0	630
1999	44101	Ferreruela de Huerva	2028	36	0	9	10	2034,96	48,32	1980,03	35,58	0	9,35	10	48,32	0	0	0	0	748
1999	44102	Fonfría	1304	2	0	0	0	1305,24	0	1303,61	1,63	0	0	0	0	0	0	0	0	1727
1999	44103	Formiche Alto	770	3	0	0	0	768,31	4,02	766,1	2,21	0	0	0	3,66	0,36	0	0	0	1501
1999	44105	Fórnoles	16	281	245	11	0	549,75	2,45	14,27	280,18	244,79	10,51	0	1,75	0,4	0,3	0	0	861
1999	44106	Fortanete	1754	2	0	0	0	1753,93	2,13	1753,93	0	0	0	0	0,05	2,08	0	0	0	1352
1999	44107	Foz-Calanda	492	190	206	19	0	815,67	91,26	467,06	140,52	189,76	18,33	0	24,66	49,64	16,71	0,25	0	2017
1999	44108	Fresneda (La)	144	388	695	20	0	1207,35	39,69	128,55	378,38	680,5	19,92	0	15,35	9,96	14,38	0	0	1799
1999	44109	Frías de Albarracín	581	0	0	0	0	578,15	2,86	578,15	0	0	0	0	2,86	0	0	0	0	1936
1999	44110	Fuenferrada	912	0	0	0	0	875,6	36,84	875,6	0	0	0	0	36,84	0	0	0	0	1752
1999	44111	Fuentes Calientes	1609	0	0	0	0	1609,14	0,2	1609,14	0	0	0	0	0,2	0	0	0	0	1121
1999	44112	Fuentes Claras	2934	23	4	12	0	2636,55	336,26	2600,77	19,75	4	12,03	0	333,08	3,18	0	0	0	5124
1999	44113	Fuentes de Rubielos	57	0	0	0	0	54,71	1,94	54,71	0	0	0	0	1,94	0	0	0	0	199
1999	44114	Fuentespalda	319	344	118	64	0	824,48	21,53	313,1	339,46	107,91	64,01	0	6,15	4,91	10,47	0	0	816
1999	44115	Galve	1527	2	0	0	0	1470,62	58,47	1470,62	0	0	0	0	56,45	2,02	0	0	0	1390
1999	44116	Gargallo	199	17	4	0	0	218,94	2,06	197,72	16,81	4,37	0,04	0	1,55	0,51	0	0	0	431
1999	44117	Gea de Albarracín	1042	4	0	0	0	983,07	63,63	979,23	3,84	0	0	0	63,04	0,59	0	0	0	1323
1999	44118	Ginebrosa (La)	1540	248	117	50	0	1742,75	212,79	1342,11	233,1	117,43	50,11	0	197,69	15,1	0	0	0	2239
1999	44119	Griegos	324	0	0	0	0	324,4	0	324,4	0	0	0	0	0	0	0	0	0	1114
1999	44120	Guadalaviar	225	0	0	0	0	224,94	0	224,94	0	0	0	0	0	0	0	0	0	943
1999	44121	Gúdar	722	0	0	0	0	714,69	6,9	714,69	0	0	0	0	6,9	0	0	0	0	793
1999	44122	Híjar	12545	307	213	35	0	11650,98	1449,3	11249,23	207,1	161,64	33,01	0	1296,23	99,52	51,76	1,79	0	8179
1999	44123	Hinojosa de Jarque	1390	0	0	0	0	1382,68	7,21	1382,68	0	0	0	0	7,21	0	0	0	0	854
1999	44124	Hoz de la Vieja (La)	1287	6	0	15	0	1306,51	0,91	1285,65	5,58	0	15,28	0	0,91	0	0	0	0	2348
1999	44125	Huesa del Común	1308	9	0	4	0	1193,3	127,58	1180,57	8,73	0	4	0	127,58	0	0	0	0	3219
1999	44126	Iglesuela del Cid (La)	260	0	0	0	0	259,89	0,39	259,89	0	0	0	0	0,39	0	0	0	0	621
1999	44127	Jabaloyas	138	2	1	0	0	137,95	3	137,95	0	0	0	0	0	2	1	0	0	1325
1999	44128	Jarque de la Val	1193	0	0	0	0	1088,61	104,26	1088,61	0	0	0	0	104,26	0	0	0	0	604
1999	44129	Jatiel	315	0	8	0	0	267,23	56	266,17	0	1,06	0	0	49,24	0,05	6,71	0	0	530
1999	44130	Jorcas	625	0	0	0	0	597,15	28,29	597,15	0	0	0	0	28,29	0	0	0	0	956
1999	44131	Josa	60	1	2	2	0	65,05	0,05	59,67	0,96	2,42	2	0	0,05	0	0	0	0	392
1999	44132	Lagueruela	2022	8	0	0	3	2025,73	7,45	2014,71	8,31	0	0	2,71	7,15	0,1	0	0	0,2	1331
1999	44133	Lanzuela	525	4	0	0	0	528,82	0,08	524,57	4,25	0	0	0	0,08	0	0	0	0	639
1999	44135	Libros	21	371	0	0	0	355,22	36,99	0,71	354,51	0	0	0	19,91	16,71	0	0,04	0,33	1627
1999	44136	Lidón	1977	0	0	0	0	1977,23	0,22	1977,23	0	0	0	0	0,22	0	0	0	0	1762
1999	44137	Linares de Mora	660	1	1	0	0	660,75	1,94	659,33	0	1,42	0	0	0,5	1,42	0,02	0	0	1231
1999	44138	Loscos	3071	89	0	0	0	3156,34	3,44	3069,23	87,11	0	0	0	1,96	1,48	0	0	0	4776
1999	44141	Lledó	114	265	225	90	0	677,26	16,83	108,01	256,99	222,5	89,76	0	6,23	8,02	2,58	0	0	556
1999	44142	Maicas	529	0	0	0	0	513,2	15,56	513,2	0	0	0	0	15,56	0	0	0	0	1103
1999	44143	Manzanera	1306	20	0	0	0	1308,94	17,2	1289,26	19,68	0	0	0	16,62	0,58	0	0	0	1863
1999	44144	Martín del Río	560	1	0	0	0	464,23	96,76	464,1	0,13	0	0	0	96,22	0,54	0	0	0	1259
1999	44145	Mas de las Matas	1967	80	121	13	0	1989,72	191,5	1796,34	63,61	117,11	12,66	0	171,08	16,39	3,84	0,19	0	2903
1999	44146	Mata de los Olmos (La)	965	60	9	0	0	1030,78	2,92	962,34	59,65	8,79	0	0	2,88	0,02	0	0,02	0	1359
1999	44147	Mazaleón	89	1451	1347	106	0	2808,52	185,63	70,09	1316,08	1317,68	104,67	0	19,1	135,34	29,58	1,14	0,47	4717
1999	44148	Mezquita de Jarque	1370	0	0	0	0	1369,89	0,61	1369,89	0	0	0	0	0,13	0,48	0	0	0	448
1999	44149	Mirambel	616	0	0	0	0	616,8	0,09	616,4	0,4	0	0	0	0,09	0	0	0	0	230
1999	44150	Miravete de la Sierra	513	0	0	0	0	483,67	29,51	483,67	0	0	0	0	29,51	0	0	0	0	642
1999	44151	Molinos	804	153	104	0	0	1021,66	38,78	786,6	148,39	86,67	0	0	16,97	4,52	16,99	0	0,3	1062
1999	44152	Monforte de Moyuela	2145	52	2	0	0	2181,59	16,71	2130,02	51,57	0	0	0	14,88	0	1,83	0	0	2625
1999	44153	Monreal del Campo	6677	9	0	0	0	6153,75	531,54	6145,02	8,73	0	0	0	531,54	0	0	0	0	5570
1999	44154	Monroyo	1115	184	51	69	0	1405,71	12,83	1102,21	184,09	50,54	68,87	0	12,52	0,26	0,05	0	0	1089
1999	44155	Montalbán	414	1	0	0	0	378,29	36,37	377,29	1	0	0	0	36,27	0,1	0	0	0	1005
1999	44156	Monteagudo del Castillo	1038	0	0	0	0	1038,35	0,06	1038,35	0	0	0	0	0,06	0	0	0	0	1491
1999	44157	Monterde de Albarracín	494	0	0	0	0	492,87	1,06	492,87	0	0	0	0	1,06	0	0	0	0	1614
1999	44158	Mora de Rubielos	1530	65	5	2	3	1518,66	86,39	1451,13	57,68	4,63	1,9	3,32	79,13	7,26	0	0	0	1746
1999	44159	Moscardón	163	2	0	0	0	162,77	1,59	162,77	0	0	0	0	0,09	1,5	0	0	0	484
1999	44160	Mosqueruela	1192	20	0	0	0	1210,27	1,66	1190,86	19,41	0	0	0	0,98	0,68	0	0	0	2154
1999	44161	Muniesa	5690	177	38	516	0	6418,17	1,67	5688,74	176,8	36,65	515,98	0	0,79	0	0,88	0	0	11118
1999	44163	Noguera de Albarracín	106	0	0	0	0	101,27	4,46	101,27	0	0	0	0	4,41	0,05	0	0	0	409
1999	44164	Nogueras	757	27	0	0	0	772,49	11,32	745,25	27,24	0	0	0	11,32	0	0	0	0	736
1999	44165	Nogueruelas	274	3	0	0	0	266,28	10,63	263,78	2,5	0	0	0	10,51	0,12	0	0	0	634
1999	44167	Obón	531	29	15	2	0	575,81	1,49	529,74	29,36	14,86	1,85	0	1,48	0	0	0,01	0	1519
1999	44168	Odón	4343	12	0	0	0	4313,26	41,17	4301,65	11,61	0	0	0	41,17	0	0	0	0	4280
1999	44169	Ojos Negros	4240	1	0	0	0	4200,4	40,42	4199,8	0,6	0	0	0	40,42	0	0	0	0	4567
1999	44171	Olba	14	3	1	0	0	1,52	16,05	1,17	0,15	0,2	0	0	13,02	2,41	0,35	0,27	0	574
1999	44172	Oliete	2783	26	288	6	0	2982,67	120,49	2689,11	17,01	270,32	6,23	0	93,59	8,93	17,97	0	0	4974
1999	44173	Olmos (Los)	1168	150	139	4	0	1445,01	15,54	1154,31	149,61	137,07	4,02	0	13,58	0,45	1,51	0	0	2208
1999	44174	Orihuela del Tremedal	1170	0	0	0	0	1160,72	9,73	1160,72	0	0	0	0	9,59	0	0	0	0,14	2033
1999	44175	Orrios	1381	1	0	0	0	1226,22	155,65	1226,12	0,1	0	0	0	155,08	0,57	0	0	0	1428
1999	44176	Palomar de Arroyos	344	3	2	0	0	344,51	4,35	341,63	1	1,88	0	0	1,98	2,37	0	0	0	834
1999	44177	Pancrudo	3271	0	0	0	0	3270,38	0,97	3270,38	0	0	0	0	0,97	0	0	0	0	3944
1999	44178	Parras de Castellote (Las)	302	83	75	3	0	449,38	13,7	295,08	81,2	70,19	2,91	0	7,06	1,75	4,89	0	0	795
1999	44179	Peñarroya de Tastavins	872	188	117	30	0	1197,48	9,17	864,49	186,26	117,14	29,59	0	7,51	1,66	0	0	0	986
1999	44180	Peracense	454	2	0	0	0	455,48	0,11	453,54	1,94	0	0	0	0,11	0	0	0	0	1259
1999	44181	Peralejos	1043	3	0	0	0	1011,39	34,75	1008,24	3,15	0	0	0	34,75	0	0	0	0	935
1999	44182	Perales del Alfambra	4631	0	1	0	0	4543,81	88,62	4542,19	0,38	1,24	0	0	88,62	0	0	0	0	2291
1999	44183	Pitarque	92	1	11	0	0	97,9	6,05	87,2	0	10,7	0	0	5,26	0,79	0	0	0	458
1999	44184	Plou	378	5	1	12	0	394,95	0,09	377,49	4,77	0,73	11,96	0	0,09	0	0	0	0	1257
1999	44185	Pobo (El)	2148	0	0	0	0	2147,41	0,31	2147,41	0	0	0	0	0,31	0	0	0	0	3711
1999	44187	Portellada (La)	202	344	512	20	0	1057,85	19,59	189,84	339,59	508,99	19,43	0	12,25	4,49	2,69	0,16	0	1239
1999	44189	Pozondón	818	0	0	0	0	817,55	0	817,55	0	0	0	0	0	0	0	0	0	2352
1999	44190	Pozuel del Campo	1765	15	0	0	0	1776,35	3,3	1761,59	14,76	0	0	0	3,3	0	0	0	0	2002
1999	44191	Puebla de Híjar (La)	2341	65	169	0	0	1906,59	669,13	1738,17	44,22	124,2	0	0	603,32	20,57	45,2	0,04	0	2776
1999	44192	Puebla de Valverde (La)	4626	76	2	1	0	4689,74	15,01	4611,83	75,4	2	0,51	0	14,39	0,25	0	0	0,37	6649
1999	44193	Puertomingalvo	195	1	0	0	0	194,98	1,23	194,81	0,17	0	0	0	0,16	1,07	0	0	0	543
1999	44194	Ráfales	45	251	216	26	0	525,08	13,64	35,29	251	212,59	26,2	0	9,89	0	3,75	0	0	1006
1999	44195	Rillo	1528	0	0	0	0	1527,84	0,08	1527,84	0	0	0	0	0,08	0	0	0	0	1899
1999	44196	Riodeva	135	89	0	1	0	207,24	17,37	119,43	87,14	0	0,67	0	15,08	2,29	0	0	0	1252
1999	44197	Ródenas	1591	0	0	0	0	1590,5	0,41	1590,5	0	0	0	0	0	0,41	0	0	0	2848
1999	44198	Royuela	366	0	0	0	0	359,27	7,43	359,27	0	0	0	0	7,22	0,21	0	0	0	1637
1999	44199	Rubiales	333	0	0	0	0	326,17	7,01	326,17	0	0	0	0	7,01	0	0	0	0	910
1999	44200	Rubielos de la Cérida	1501	0	0	0	0	1496,65	4,02	1496,65	0	0	0	0	4,02	0	0	0	0	1632
1999	44201	Rubielos de Mora	877	10	0	0	0	752,83	134,74	742,65	10,18	0	0	0	134,61	0,13	0	0	0	1090
1999	44203	Salcedillo	5	0	0	0	0	4,91	0	4,91	0	0	0	0	0	0	0	0	0	26
1999	44204	Saldón	346	7	0	0	0	338,84	14,36	338,84	0	0	0	0	7,37	6,99	0	0	0	938
1999	44205	Samper de Calanda	6827	70	337	1	0	6739,85	494,99	6440,79	66,89	232,17	0	0	385,97	3,42	104,69	0,74	0,17	6921
1999	44206	San Agustín	596	73	0	2	0	659,72	10,76	589,65	70,07	0	0	0	6,82	2,44	0	1,5	0	1498
1999	44207	San Martín del Río	490	107	0	414	0	914,42	96,21	402,03	98,72	0	413,67	0	88,06	7,83	0	0,32	0	1867
1999	44208	Santa Cruz de Nogueras	810	16	0	0	0	805,85	20,65	789,78	16,07	0	0	0	20,65	0	0	0	0	618
1999	44209	Santa Eulalia	5074	0	0	0	0	4111,73	962,74	4111,73	0	0	0	0	962,53	0,05	0	0	0,16	4592
1999	44210	Sarrión	2939	262	2	2	0	3122,85	82,22	2858,45	261,56	1,3	1,54	0	80,94	0,65	0,63	0	0	5691
1999	44211	Segura de los Baños	809	3	0	0	0	810,05	2,01	807,61	2,44	0	0	0	1,51	0,5	0	0	0	1977
1999	44212	Seno	191	47	28	1	0	249,56	17,17	184,27	44,08	19,81	1,4	0	6,5	2,66	8,01	0	0	505
1999	44213	Singra	2335	0	0	0	0	1918,4	416,76	1918,4	0	0	0	0	416,76	0	0	0	0	1843
1999	44215	Terriente	732	0	2	0	0	734,32	0,15	732,26	0,4	1,66	0	0	0,15	0	0	0	0	4220
1999	44216	Teruel	15300	70	0	25	1	14687,63	708,46	14600,92	62,23	0	24,48	0	698,66	8,04	0	0,71	1,05	19613
1999	44217	Toril y Masegoso	310	0	0	0	0	302,9	7,16	302,9	0	0	0	0	7,16	0	0	0	0	1956
1999	44218	Tormón	2	1	0	0	0	1,05	1,74	0	1,05	0	0	0	1,74	0	0	0	0	27
1999	44219	Tornos	3305	15	0	0	19	3307,68	31,31	3274,31	14,3	0	0	19,07	31,11	0,2	0	0	0	2132
1999	44220	Torralba de los Sisones	2363	2	0	0	0	2347,15	17,44	2345,53	1,62	0	0	0	17,27	0,17	0	0	0	2903
1999	44221	Torrecilla de Alcañiz	187	387	586	8	0	1120,31	47,41	181,6	379,5	551,29	7,92	0	5,05	7,58	34,78	0	0	2744
1999	44222	Torrecilla del Rebollar	3166	0	0	0	0	3161,6	4,54	3161,6	0	0	0	0	4,54	0	0	0	0	3803
1999	44223	Torre de Arcas	250	38	7	11	0	305,86	0,14	249,53	37,62	7,28	11,43	0	0,04	0,1	0	0	0	351
1999	44224	Torre de las Arcas	171	1	0	0	0	171,14	0,12	170,42	0,72	0	0	0	0,12	0	0	0	0	500
1999	44225	Torre del Compte	256	388	303	5	0	855,34	96,38	247,91	322,49	280,35	4,59	0	8,33	65,65	22,4	0	0	636
1999	44226	Torrelacárcel	2570	2	0	0	0	2079,89	492,58	2077,78	2,11	0	0	0	492,2	0,32	0	0,06	0	2347
1999	44227	Torre los Negros	2560	0	0	0	0	2532,51	27,77	2532,51	0	0	0	0	27,77	0	0	0	0	3400
1999	44228	Torremocha de Jiloca	2009	0	0	0	0	1783,84	225,14	1783,84	0	0	0	0	225,14	0	0	0	0	1690
1999	44229	Torres de Albarracín	294	1	0	0	0	243,69	51,55	243,52	0,17	0	0	0	50,68	0,87	0	0	0	1197
1999	44230	Torrevelilla	88	308	375	6	0	773,36	3,21	86,92	305,57	374,96	5,91	0	1,07	2,03	0,11	0	0	1779
1999	44231	Torrijas	507	3	0	0	0	508,67	1,2	506,38	2,29	0	0	0	0,77	0,43	0	0	0	1393
1999	44232	Torrijo del Campo	2518	3	0	0	0	2307,33	212,91	2304,82	2,51	0	0	0	212,7	0,21	0	0	0	4828
1999	44234	Tramacastiel	6	95	0	0	0	89,2	11,43	0,66	88,39	0	0,15	0	4,84	6,54	0	0,05	0	1801
1999	44235	Tramacastilla	579	1	0	0	0	549,02	30,48	549,02	0	0	0	0	29,78	0,7	0	0	0	857
1999	44236	Tronchón	176	6	2	0	1	178,57	6,06	175	1,67	0,9	0	1	0,62	4,82	0,62	0	0	221
1999	44237	Urrea de Gaén	2349	151	129	4	0	2337,58	295,62	2118,89	100,25	114,28	4,16	0	229,93	50,45	15,04	0,2	0	2954
1999	44238	Utrillas	609	0	0	0	0	585,02	24,38	584,72	0,3	0	0	0	24,35	0,03	0	0	0	1630
1999	44239	Valacloche	18	4	0	0	0	6,8	14,75	4,26	2,54	0	0	0	13,75	1	0	0	0	212
1999	44240	Valbona	222	17	0	0	0	182,96	55,66	166,58	16,38	0	0	0	55,25	0,41	0	0	0	734
1999	44241	Valdealgorfa	33	1603	1140	11	0	2772,79	13,53	32,65	1599,38	1130,09	10,67	0	0,3	3,31	9,92	0	0	2056
1999	44243	Valdecuenca	218	0	0	0	0	218,18	0	218,18	0	0	0	0	0	0	0	0	0	350
1999	44244	Valdelinares	74	0	0	0	0	74,11	0	74,11	0	0	0	0	0	0	0	0	0	760
1999	44245	Valdeltormo	26	513	501	4	0	1003,37	40,86	16,28	487,63	496,09	3,37	0	9,69	24,97	5,15	1,05	0	1203
1999	44246	Valderrobres	955	1396	780	226	0	3233,27	122,66	889,75	1361,26	759,98	222,28	0	65,19	34,46	19,65	3,36	0	2206
1999	44247	Valjunquera	163	915	932	7	0	2005,9	10,91	160,4	908,83	929,33	7,34	0	3,03	5,71	2,17	0	0	3104
1999	44249	Vallecillo (El)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54
1999	44250	Veguillas de la Sierra	210	0	0	0	0	209,98	0,18	209,98	0	0	0	0	0,18	0	0	0	0	1023
1999	44251	Villafranca del Campo	3883	1	0	0	0	3067,89	816,69	3067,46	0,43	0	0	0	816,02	0,67	0	0	0	2521
1999	44252	Villahermosa del Campo	1599	6	0	0	0	1472,29	133,23	1466,08	6,21	0	0	0	133,23	0	0	0	0	1320
1999	44256	Villanueva del Rebollar de la Sierra	1036	0	0	0	0	1021,31	14,45	1021,31	0	0	0	0	14,45	0	0	0	0	1724
1999	44257	Villar del Cobo	390	0	0	0	0	389,56	0,28	389,56	0	0	0	0	0,28	0	0	0	0	1397
1999	44258	Villar del Salz	797	0	0	0	0	782,99	13,87	782,73	0,26	0	0	0	13,87	0	0	0	0	1456
1999	44260	Villarluengo	466	1	0	0	0	463,71	3,69	463,19	0,28	0	0,24	0	2,94	0,75	0	0	0	1315
1999	44261	Villarquemado	3249	2	0	13	2	2952,3	313,06	2937,33	0,62	0	12,5	1,85	311,41	1,55	0,1	0	0	2943
1999	44262	Villarroya de los Pinares	807	0	0	0	0	796,95	9,64	796,95	0	0	0	0	9,64	0	0	0	0	792
1999	44263	Villastar	646	14	0	2	0	581,33	80,94	567,37	12,45	0	1,51	0	78,79	2,02	0	0,13	0	1933
1999	44264	Villel	450	130	0	2	0	463,07	118,25	340,36	121,8	0	0,91	0	109,49	8,14	0	0,62	0	1482
1999	44265	Vinaceite	4049	12	42	7	0	4002,96	106,74	3973,76	11,44	11,1	6,66	0	75,64	0,08	30,97	0,05	0	1648
1999	44266	Visiedo	3626	0	0	0	0	3619,06	7,39	3619,06	0	0	0	0	7,39	0	0	0	0	3554
1999	44267	Vivel del Río Martín	1272	5	0	1	0	1217,86	60,65	1211,39	5,25	0	1,22	0	60,57	0,08	0	0	0	4384
1999	44268	Zoma (La)	67	0	0	0	0	67,22	0,05	67,22	0	0	0	0	0,05	0	0	0	0	201
1999	50001	Abanto	1784	80	0	34	0	1733,51	164,36	1683,4	15,85	0	34,26	0	100,28	64,08	0	0	0	3103
1999	50002	Acered	128	666	1	369	0	1152,43	10,36	127,16	655,6	0,95	368,72	0	0,38	9,98	0	0	0	1559
1999	50003	Agón	897	52	26	116	0	636,02	454,82	566,38	30,67	3,96	35,01	0	330,12	21,11	22,38	81,21	0	1185
1999	50004	Aguarón	302	143	16	1475	0	1763,88	172,8	297,26	116,54	15,79	1334,29	0	4,96	26,95	0,63	140,26	0	2578
1999	50005	Aguilón	3728	156	3	22	0	3895,42	14,02	3724,3	145,83	3,45	21,84	0	3,48	10,54	0	0	0	2798
1999	50006	Ainzón	1068	746	120	736	1	2278,23	392,61	968,08	701,44	53,59	555,12	0	100,2	44,72	66,34	180,69	0,66	3405
1999	50007	Aladrén	78	53	1	36	0	166,59	0,59	77,42	52,26	0,82	36,09	0	0,15	0,44	0	0	0	903
1999	50008	Alagón	1657	90	6	0	0	160,62	1592,65	152,72	2,4	5,5	0	0	1504,41	87,53	0,42	0,29	0	1917
1999	50009	Alarba	90	404	1	257	0	749,76	2,13	89,62	402,35	0,59	257,2	0	0,56	1,35	0,22	0	0	887
1999	50010	Alberite de San Juan	260	95	22	81	0	359,34	99,15	246,14	79,66	1,64	31,9	0	14,28	15,02	20,5	49,35	0	920
1999	50011	Albeta	28	3	3	12	0	26,22	19,5	21,62	0,73	0	3,87	0	5,99	2,57	2,68	8,26	0	89
1999	50012	Alborge	26	0	0	0	0	0,35	26,46	0,35	0	0	0	0	26,09	0,22	0,15	0	0	86
1999	50013	Alcalá de Ebro	302	1	0	0	0	0,42	303,25	0,42	0	0	0	0	301,63	1,1	0,42	0	0,1	768
1999	50014	Alcalá de Moncayo	556	137	26	7	0	567,6	159,31	439,8	119,02	2,53	6,25	0	116,58	17,86	23,88	0,99	0	2255
1999	50015	Alconchel de Ariza	2946	2	2	0	0	2944,91	5,35	2940,92	2,27	1,72	0	0	5,35	0	0	0	0	1887
1999	50016	Aldehuela de Liestos	684	1	0	0	0	684,69	0,23	683,37	1,32	0	0	0	0,23	0	0	0	0	1482
1999	50017	Alfajarín	6893	57	1	0	0	5525,86	1424,72	5524,71	0	1,15	0	0	1367,95	56,77	0	0	0	2916
1999	50018	Alfamén	6000	828	51	1399	13	6164,64	2126,79	4899,61	70,06	20,8	1174,17	0	1100,32	758,16	30,08	225,17	13,06	4357
1999	50019	Alforque	660	0	0	0	0	570,43	89,92	570,43	0	0	0	0	89,92	0	0	0	0	651
