Mes y año	Mes (código)	Mes nombre	Año	Sector código	Sector descripción	Sexo	Número de contratos	CCAA nombre
Mayo 2017	201705	Mayo	2017	2	Industria y energía	Hombres	7550	Aragón
Mayo 2017	201705	Mayo	2017	2	Industria y energía	Mujeres	3395	Aragón
Mayo 2017	201705	Mayo	2017	3	Construcción	Hombres	2243	Aragón
Mayo 2017	201705	Mayo	2017	3	Construcción	Mujeres	126	Aragón
Mayo 2017	201705	Mayo	2017	4	Servicios	Hombres	17245	Aragón
Mayo 2017	201705	Mayo	2017	4	Servicios	Mujeres	21150	Aragón
Abril 2017	201704	Abril	2017	1	Agricultura, ganadería y pesca	Hombres	4704	Aragón
Abril 2017	201704	Abril	2017	1	Agricultura, ganadería y pesca	Mujeres	1068	Aragón
Abril 2017	201704	Abril	2017	2	Industria y energía	Hombres	6016	Aragón
Abril 2017	201704	Abril	2017	2	Industria y energía	Mujeres	2651	Aragón
Abril 2017	201704	Abril	2017	3	Construcción	Hombres	1500	Aragón
Abril 2017	201704	Abril	2017	3	Construcción	Mujeres	97	Aragón
Abril 2017	201704	Abril	2017	4	Servicios	Hombres	13698	Aragón
Abril 2017	201704	Abril	2017	4	Servicios	Mujeres	16859	Aragón
Marzo 2017	201703	Marzo	2017	1	Agricultura, ganadería y pesca	Hombres	2439	Aragón
Marzo 2017	201703	Marzo	2017	1	Agricultura, ganadería y pesca	Mujeres	516	Aragón
Marzo 2017	201703	Marzo	2017	2	Industria y energía	Hombres	6735	Aragón
Marzo 2017	201703	Marzo	2017	2	Industria y energía	Mujeres	2636	Aragón
Marzo 2017	201703	Marzo	2017	3	Construcción	Hombres	2147	Aragón
Marzo 2017	201703	Marzo	2017	3	Construcción	Mujeres	116	Aragón
Marzo 2017	201703	Marzo	2017	4	Servicios	Hombres	13625	Aragón
Marzo 2017	201703	Marzo	2017	4	Servicios	Mujeres	17573	Aragón
Febrero 2017	201702	Febrero	2017	1	Agricultura, ganadería y pesca	Hombres	2052	Aragón
Febrero 2017	201702	Febrero	2017	1	Agricultura, ganadería y pesca	Mujeres	291	Aragón
Febrero 2017	201702	Febrero	2017	2	Industria y energía	Hombres	6044	Aragón
Febrero 2017	201702	Febrero	2017	2	Industria y energía	Mujeres	2457	Aragón
Febrero 2017	201702	Febrero	2017	3	Construcción	Hombres	1679	Aragón
Febrero 2017	201702	Febrero	2017	3	Construcción	Mujeres	111	Aragón
Febrero 2017	201702	Febrero	2017	4	Servicios	Hombres	11316	Aragón
Febrero 2017	201702	Febrero	2017	4	Servicios	Mujeres	14866	Aragón
Enero 2017	201701	Enero	2017	1	Agricultura, ganadería y pesca	Hombres	1978	Aragón
Enero 2017	201701	Enero	2017	1	Agricultura, ganadería y pesca	Mujeres	256	Aragón
Enero 2017	201701	Enero	2017	2	Industria y energía	Hombres	7251	Aragón
Enero 2017	201701	Enero	2017	2	Industria y energía	Mujeres	2690	Aragón
Enero 2017	201701	Enero	2017	3	Construcción	Hombres	1642	Aragón
Enero 2017	201701	Enero	2017	3	Construcción	Mujeres	76	Aragón
Enero 2017	201701	Enero	2017	4	Servicios	Hombres	12083	Aragón
Enero 2017	201701	Enero	2017	4	Servicios	Mujeres	16089	Aragón
Diciembre 2016	201612	Diciembre	2016	1	Agricultura, ganadería y pesca	Hombres	1867	Aragón
Diciembre 2016	201612	Diciembre	2016	1	Agricultura, ganadería y pesca	Mujeres	293	Aragón
Diciembre 2016	201612	Diciembre	2016	2	Industria y energía	Hombres	5335	Aragón
Diciembre 2016	201612	Diciembre	2016	2	Industria y energía	Mujeres	2025	Aragón
Diciembre 2016	201612	Diciembre	2016	3	Construcción	Hombres	1364	Aragón
Diciembre 2016	201612	Diciembre	2016	3	Construcción	Mujeres	79	Aragón
Diciembre 2016	201612	Diciembre	2016	4	Servicios	Hombres	12441	Aragón
Diciembre 2016	201612	Diciembre	2016	4	Servicios	Mujeres	17331	Aragón
Noviembre 2016	201611	Noviembre	2016	1	Agricultura, ganadería y pesca	Hombres	2659	Aragón
Noviembre 2016	201611	Noviembre	2016	1	Agricultura, ganadería y pesca	Mujeres	514	Aragón
Noviembre 2016	201611	Noviembre	2016	2	Industria y energía	Hombres	6136	Aragón
Noviembre 2016	201611	Noviembre	2016	2	Industria y energía	Mujeres	2792	Aragón
Noviembre 2016	201611	Noviembre	2016	3	Construcción	Hombres	1981	Aragón
Noviembre 2016	201611	Noviembre	2016	3	Construcción	Mujeres	97	Aragón
Noviembre 2016	201611	Noviembre	2016	4	Servicios	Hombres	13642	Aragón
Noviembre 2016	201611	Noviembre	2016	4	Servicios	Mujeres	18577	Aragón
Octubre 2016	201610	Octubre	2016	1	Agricultura, ganadería y pesca	Hombres	3243	Aragón
Octubre 2016	201610	Octubre	2016	1	Agricultura, ganadería y pesca	Mujeres	708	Aragón
Octubre 2016	201610	Octubre	2016	2	Industria y energía	Hombres	5968	Aragón
Octubre 2016	201610	Octubre	2016	2	Industria y energía	Mujeres	2652	Aragón
Octubre 2016	201610	Octubre	2016	3	Construcción	Hombres	1874	Aragón
Octubre 2016	201610	Octubre	2016	3	Construcción	Mujeres	113	Aragón
Octubre 2016	201610	Octubre	2016	4	Servicios	Hombres	16474	Aragón
Octubre 2016	201610	Octubre	2016	4	Servicios	Mujeres	20456	Aragón
Septiembre 2016	201609	Septiembre	2016	1	Agricultura, ganadería y pesca	Hombres	5534	Aragón
Septiembre 2016	201609	Septiembre	2016	1	Agricultura, ganadería y pesca	Mujeres	1242	Aragón
Septiembre 2016	201609	Septiembre	2016	2	Industria y energía	Hombres	6614	Aragón
Septiembre 2016	201609	Septiembre	2016	2	Industria y energía	Mujeres	2909	Aragón
Septiembre 2016	201609	Septiembre	2016	3	Construcción	Hombres	2182	Aragón
Septiembre 2016	201609	Septiembre	2016	3	Construcción	Mujeres	116	Aragón
Septiembre 2016	201609	Septiembre	2016	4	Servicios	Hombres	16638	Aragón
Septiembre 2016	201609	Septiembre	2016	4	Servicios	Mujeres	20142	Aragón
Agosto 2016	201608	Agosto	2016	1	Agricultura, ganadería y pesca	Hombres	6464	Aragón
Agosto 2016	201608	Agosto	2016	1	Agricultura, ganadería y pesca	Mujeres	1623	Aragón
Agosto 2016	201608	Agosto	2016	2	Industria y energía	Hombres	5388	Aragón
Agosto 2016	201608	Agosto	2016	2	Industria y energía	Mujeres	2648	Aragón
Agosto 2016	201608	Agosto	2016	3	Construcción	Hombres	1713	Aragón
Agosto 2016	201608	Agosto	2016	3	Construcción	Mujeres	79	Aragón
Agosto 2016	201608	Agosto	2016	4	Servicios	Hombres	13793	Aragón
Agosto 2016	201608	Agosto	2016	4	Servicios	Mujeres	15199	Aragón
Julio 2016	201607	Julio	2016	1	Agricultura, ganadería y pesca	Hombres	6794	Aragón
Julio 2016	201607	Julio	2016	1	Agricultura, ganadería y pesca	Mujeres	1794	Aragón
Julio 2016	201607	Julio	2016	2	Industria y energía	Hombres	5723	Aragón
Julio 2016	201607	Julio	2016	2	Industria y energía	Mujeres	2587	Aragón
Julio 2016	201607	Julio	2016	3	Construcción	Hombres	2208	Aragón
Julio 2016	201607	Julio	2016	3	Construcción	Mujeres	112	Aragón
Julio 2016	201607	Julio	2016	4	Servicios	Hombres	16324	Aragón
Julio 2016	201607	Julio	2016	4	Servicios	Mujeres	19063	Aragón
Junio 2016	201606	Junio	2016	1	Agricultura, ganadería y pesca	Hombres	9241	Aragón
Junio 2016	201606	Junio	2016	1	Agricultura, ganadería y pesca	Mujeres	2702	Aragón
Junio 2016	201606	Junio	2016	2	Industria y energía	Hombres	6462	Aragón
Junio 2016	201606	Junio	2016	2	Industria y energía	Mujeres	2552	Aragón
Junio 2016	201606	Junio	2016	3	Construcción	Hombres	2152	Aragón
Junio 2016	201606	Junio	2016	3	Construcción	Mujeres	112	Aragón
Junio 2016	201606	Junio	2016	4	Servicios	Hombres	17004	Aragón
Junio 2016	201606	Junio	2016	4	Servicios	Mujeres	19990	Aragón
Mayo 2016	201605	Mayo	2016	1	Agricultura, ganadería y pesca	Hombres	9425	Aragón
Mayo 2016	201605	Mayo	2016	1	Agricultura, ganadería y pesca	Mujeres	2828	Aragón
Mayo 2016	201605	Mayo	2016	2	Industria y energía	Hombres	5972	Aragón
Mayo 2016	201605	Mayo	2016	2	Industria y energía	Mujeres	2454	Aragón
Mayo 2016	201605	Mayo	2016	3	Construcción	Hombres	1919	Aragón
Mayo 2016	201605	Mayo	2016	3	Construcción	Mujeres	129	Aragón
Mayo 2016	201605	Mayo	2016	4	Servicios	Hombres	15502	Aragón
Mayo 2016	201605	Mayo	2016	4	Servicios	Mujeres	18614	Aragón
Abril 2016	201604	Abril	2016	1	Agricultura, ganadería y pesca	Hombres	3430	Aragón
Abril 2016	201604	Abril	2016	1	Agricultura, ganadería y pesca	Mujeres	721	Aragón
Abril 2016	201604	Abril	2016	2	Industria y energía	Hombres	5541	Aragón
Abril 2016	201604	Abril	2016	2	Industria y energía	Mujeres	2076	Aragón
Abril 2016	201604	Abril	2016	3	Construcción	Hombres	1850	Aragón
Abril 2016	201604	Abril	2016	3	Construcción	Mujeres	100	Aragón
Abril 2016	201604	Abril	2016	4	Servicios	Hombres	12025	Aragón
Abril 2016	201604	Abril	2016	4	Servicios	Mujeres	15082	Aragón
Marzo 2016	201603	Marzo	2016	1	Agricultura, ganadería y pesca	Hombres	1524	Aragón
Marzo 2016	201603	Marzo	2016	1	Agricultura, ganadería y pesca	Mujeres	306	Aragón
Marzo 2016	201603	Marzo	2016	2	Industria y energía	Hombres	5582	Aragón
Marzo 2016	201603	Marzo	2016	2	Industria y energía	Mujeres	2097	Aragón
Marzo 2016	201603	Marzo	2016	3	Construcción	Hombres	1787	Aragón
Marzo 2016	201603	Marzo	2016	3	Construcción	Mujeres	100	Aragón
Marzo 2016	201603	Marzo	2016	4	Servicios	Hombres	12148	Aragón
Marzo 2016	201603	Marzo	2016	4	Servicios	Mujeres	16223	Aragón
Febrero 2016	201602	Febrero	2016	1	Agricultura, ganadería y pesca	Hombres	1804	Aragón
Febrero 2016	201602	Febrero	2016	1	Agricultura, ganadería y pesca	Mujeres	292	Aragón
Febrero 2016	201602	Febrero	2016	2	Industria y energía	Hombres	5519	Aragón
Febrero 2016	201602	Febrero	2016	2	Industria y energía	Mujeres	2094	Aragón
Febrero 2016	201602	Febrero	2016	3	Construcción	Hombres	1803	Aragón
Febrero 2016	201602	Febrero	2016	3	Construcción	Mujeres	126	Aragón
Febrero 2016	201602	Febrero	2016	4	Servicios	Hombres	10918	Aragón
Febrero 2016	201602	Febrero	2016	4	Servicios	Mujeres	14256	Aragón
Enero 2016	201601	Enero	2016	1	Agricultura, ganadería y pesca	Hombres	1682	Aragón
Enero 2016	201601	Enero	2016	1	Agricultura, ganadería y pesca	Mujeres	307	Aragón
Enero 2016	201601	Enero	2016	2	Industria y energía	Hombres	5967	Aragón
Enero 2016	201601	Enero	2016	2	Industria y energía	Mujeres	2283	Aragón
Enero 2016	201601	Enero	2016	3	Construcción	Hombres	1704	Aragón
Enero 2016	201601	Enero	2016	3	Construcción	Mujeres	104	Aragón
Enero 2016	201601	Enero	2016	4	Servicios	Hombres	10139	Aragón
Enero 2016	201601	Enero	2016	4	Servicios	Mujeres	13513	Aragón
Diciembre 2015	201512	Diciembre	2015	1	Agricultura, ganadería y pesca	Hombres	1579	Aragón
Diciembre 2015	201512	Diciembre	2015	1	Agricultura, ganadería y pesca	Mujeres	243	Aragón
Diciembre 2015	201512	Diciembre	2015	2	Industria y energía	Hombres	4675	Aragón
Diciembre 2015	201512	Diciembre	2015	2	Industria y energía	Mujeres	1850	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Hombres	1361	Aragón
Diciembre 2015	201512	Diciembre	2015	3	Construcción	Mujeres	67	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Hombres	11470	Aragón
Diciembre 2015	201512	Diciembre	2015	4	Servicios	Mujeres	16118	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Hombres	2314	Aragón
Noviembre 2015	201511	Noviembre	2015	1	Agricultura, ganadería y pesca	Mujeres	424	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Hombres	5517	Aragón
Noviembre 2015	201511	Noviembre	2015	2	Industria y energía	Mujeres	2010	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Hombres	1948	Aragón
Noviembre 2015	201511	Noviembre	2015	3	Construcción	Mujeres	92	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Hombres	11105	Aragón
Noviembre 2015	201511	Noviembre	2015	4	Servicios	Mujeres	14910	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Hombres	3024	Aragón
Octubre 2015	201510	Octubre	2015	1	Agricultura, ganadería y pesca	Mujeres	675	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Hombres	5661	Aragón
Octubre 2015	201510	Octubre	2015	2	Industria y energía	Mujeres	2107	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Hombres	2085	Aragón
Octubre 2015	201510	Octubre	2015	3	Construcción	Mujeres	119	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Hombres	14348	Aragón
Octubre 2015	201510	Octubre	2015	4	Servicios	Mujeres	18739	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Hombres	5255	Aragón
Septiembre 2015	201509	Septiembre	2015	1	Agricultura, ganadería y pesca	Mujeres	1181	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Hombres	6148	Aragón
Septiembre 2015	201509	Septiembre	2015	2	Industria y energía	Mujeres	2184	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Hombres	2091	Aragón
Septiembre 2015	201509	Septiembre	2015	3	Construcción	Mujeres	114	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Hombres	14228	Aragón
Septiembre 2015	201509	Septiembre	2015	4	Servicios	Mujeres	18466	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Hombres	5416	Aragón
Agosto 2015	201508	Agosto	2015	1	Agricultura, ganadería y pesca	Mujeres	1175	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Hombres	5041	Aragón
Agosto 2015	201508	Agosto	2015	2	Industria y energía	Mujeres	1935	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Hombres	1907	Aragón
Agosto 2015	201508	Agosto	2015	3	Construcción	Mujeres	69	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Hombres	11371	Aragón
Agosto 2015	201508	Agosto	2015	4	Servicios	Mujeres	13046	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Hombres	6699	Aragón
Julio 2015	201507	Julio	2015	1	Agricultura, ganadería y pesca	Mujeres	1719	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Hombres	6218	Aragón
Julio 2015	201507	Julio	2015	2	Industria y energía	Mujeres	2157	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Hombres	2400	Aragón
Julio 2015	201507	Julio	2015	3	Construcción	Mujeres	117	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Hombres	15074	Aragón
Julio 2015	201507	Julio	2015	4	Servicios	Mujeres	19018	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Hombres	7225	Aragón
Junio 2015	201506	Junio	2015	1	Agricultura, ganadería y pesca	Mujeres	2229	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Hombres	5786	Aragón
Junio 2015	201506	Junio	2015	2	Industria y energía	Mujeres	1855	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Hombres	2012	Aragón
Junio 2015	201506	Junio	2015	3	Construcción	Mujeres	108	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Hombres	15197	Aragón
Junio 2015	201506	Junio	2015	4	Servicios	Mujeres	18209	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Hombres	9741	Aragón
Mayo 2015	201505	Mayo	2015	1	Agricultura, ganadería y pesca	Mujeres	3324	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Hombres	5188	Aragón
Mayo 2015	201505	Mayo	2015	2	Industria y energía	Mujeres	1855	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Hombres	1996	Aragón
Mayo 2015	201505	Mayo	2015	3	Construcción	Mujeres	85	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Hombres	12188	Aragón
Mayo 2015	201505	Mayo	2015	4	Servicios	Mujeres	15376	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Hombres	3329	Aragón
Abril 2015	201504	Abril	2015	1	Agricultura, ganadería y pesca	Mujeres	742	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Hombres	5057	Aragón
Abril 2015	201504	Abril	2015	2	Industria y energía	Mujeres	1709	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Hombres	1858	Aragón
Abril 2015	201504	Abril	2015	3	Construcción	Mujeres	80	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Hombres	10469	Aragón
Abril 2015	201504	Abril	2015	4	Servicios	Mujeres	13609	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Hombres	2021	Aragón
Marzo 2015	201503	Marzo	2015	1	Agricultura, ganadería y pesca	Mujeres	385	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Hombres	5691	Aragón
Marzo 2015	201503	Marzo	2015	2	Industria y energía	Mujeres	1856	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Hombres	1900	Aragón
Marzo 2015	201503	Marzo	2015	3	Construcción	Mujeres	92	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Hombres	10476	Aragón
Marzo 2015	201503	Marzo	2015	4	Servicios	Mujeres	14223	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Hombres	1456	Aragón
Febrero 2015	201502	Febrero	2015	1	Agricultura, ganadería y pesca	Mujeres	152	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Hombres	5163	Aragón
Febrero 2015	201502	Febrero	2015	2	Industria y energía	Mujeres	1670	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Hombres	1666	Aragón
Febrero 2015	201502	Febrero	2015	3	Construcción	Mujeres	78	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Hombres	9159	Aragón
Febrero 2015	201502	Febrero	2015	4	Servicios	Mujeres	12161	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Hombres	1851	Aragón
Enero 2015	201501	Enero	2015	1	Agricultura, ganadería y pesca	Mujeres	309	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Hombres	5565	Aragón
Enero 2015	201501	Enero	2015	2	Industria y energía	Mujeres	1904	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Hombres	1650	Aragón
Enero 2015	201501	Enero	2015	3	Construcción	Mujeres	106	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Hombres	10037	Aragón
Enero 2015	201501	Enero	2015	4	Servicios	Mujeres	13713	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Hombres	1613	Aragón
Diciembre 2014	201412	Diciembre	2014	1	Agricultura, ganadería y pesca	Mujeres	276	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Hombres	4186	Aragón
Diciembre 2014	201412	Diciembre	2014	2	Industria y energía	Mujeres	1311	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Hombres	1268	Aragón
Diciembre 2014	201412	Diciembre	2014	3	Construcción	Mujeres	93	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Hombres	9778	Aragón
Diciembre 2014	201412	Diciembre	2014	4	Servicios	Mujeres	14086	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Hombres	1824	Aragón
Noviembre 2014	201411	Noviembre	2014	1	Agricultura, ganadería y pesca	Mujeres	386	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Hombres	4823	Aragón
Noviembre 2014	201411	Noviembre	2014	2	Industria y energía	Mujeres	1612	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Hombres	1580	Aragón
Noviembre 2014	201411	Noviembre	2014	3	Construcción	Mujeres	75	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Hombres	9855	Aragón
Noviembre 2014	201411	Noviembre	2014	4	Servicios	Mujeres	13496	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Hombres	2548	Aragón
Octubre 2014	201410	Octubre	2014	1	Agricultura, ganadería y pesca	Mujeres	566	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Hombres	5767	Aragón
Octubre 2014	201410	Octubre	2014	2	Industria y energía	Mujeres	1977	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Hombres	1884	Aragón
Octubre 2014	201410	Octubre	2014	3	Construcción	Mujeres	94	Aragón
Octubre 2014	201410	Octubre	2014	4	Servicios	Hombres	13151	Aragón
Octubre 2014	201410	Octubre	2014	4	Servicios	Mujeres	17576	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Hombres	4912	Aragón
Septiembre 2014	201409	Septiembre	2014	1	Agricultura, ganadería y pesca	Mujeres	1111	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Hombres	5908	Aragón
Septiembre 2014	201409	Septiembre	2014	2	Industria y energía	Mujeres	2039	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Hombres	1851	Aragón
Septiembre 2014	201409	Septiembre	2014	3	Construcción	Mujeres	90	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Hombres	13447	Aragón
Septiembre 2014	201409	Septiembre	2014	4	Servicios	Mujeres	17207	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Hombres	5255	Aragón
Agosto 2014	201408	Agosto	2014	1	Agricultura, ganadería y pesca	Mujeres	1364	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Hombres	4526	Aragón
Agosto 2014	201408	Agosto	2014	2	Industria y energía	Mujeres	1700	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Hombres	1495	Aragón
Agosto 2014	201408	Agosto	2014	3	Construcción	Mujeres	57	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Hombres	10246	Aragón
Agosto 2014	201408	Agosto	2014	4	Servicios	Mujeres	12218	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Hombres	6346	Aragón
Julio 2014	201407	Julio	2014	1	Agricultura, ganadería y pesca	Mujeres	1701	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Hombres	5644	Aragón
Julio 2014	201407	Julio	2014	2	Industria y energía	Mujeres	1852	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Hombres	2143	Aragón
Julio 2014	201407	Julio	2014	3	Construcción	Mujeres	112	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Hombres	14140	Aragón
Julio 2014	201407	Julio	2014	4	Servicios	Mujeres	17983	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Hombres	7621	Aragón
Junio 2014	201406	Junio	2014	1	Agricultura, ganadería y pesca	Mujeres	2701	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Hombres	5450	Aragón
Junio 2014	201406	Junio	2014	2	Industria y energía	Mujeres	1665	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Hombres	1797	Aragón
Junio 2014	201406	Junio	2014	3	Construcción	Mujeres	102	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Hombres	12804	Aragón
Junio 2014	201406	Junio	2014	4	Servicios	Mujeres	16150	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Hombres	9735	Aragón
Mayo 2014	201405	Mayo	2014	1	Agricultura, ganadería y pesca	Mujeres	3462	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Hombres	5269	Aragón
Mayo 2014	201405	Mayo	2014	2	Industria y energía	Mujeres	1736	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Hombres	1723	Aragón
Mayo 2014	201405	Mayo	2014	3	Construcción	Mujeres	94	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Hombres	11478	Aragón
Mayo 2014	201405	Mayo	2014	4	Servicios	Mujeres	14751	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Hombres	3324	Aragón
Abril 2014	201404	Abril	2014	1	Agricultura, ganadería y pesca	Mujeres	874	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Hombres	4867	Aragón
Abril 2014	201404	Abril	2014	2	Industria y energía	Mujeres	1491	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Hombres	1509	Aragón
Abril 2014	201404	Abril	2014	3	Construcción	Mujeres	85	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Hombres	9409	Aragón
Abril 2014	201404	Abril	2014	4	Servicios	Mujeres	12975	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Hombres	1792	Aragón
Marzo 2014	201403	Marzo	2014	1	Agricultura, ganadería y pesca	Mujeres	254	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Hombres	5243	Aragón
Marzo 2014	201403	Marzo	2014	2	Industria y energía	Mujeres	1596	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Hombres	1524	Aragón
Marzo 2014	201403	Marzo	2014	3	Construcción	Mujeres	77	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Hombres	8250	Aragón
Marzo 2014	201403	Marzo	2014	4	Servicios	Mujeres	11322	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Hombres	1540	Aragón
Febrero 2014	201402	Febrero	2014	1	Agricultura, ganadería y pesca	Mujeres	244	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Hombres	4400	Aragón
Febrero 2014	201402	Febrero	2014	2	Industria y energía	Mujeres	1354	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Hombres	1399	Aragón
Febrero 2014	201402	Febrero	2014	3	Construcción	Mujeres	58	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Hombres	8023	Aragón
Febrero 2014	201402	Febrero	2014	4	Servicios	Mujeres	10965	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Hombres	1642	Aragón
Enero 2014	201401	Enero	2014	1	Agricultura, ganadería y pesca	Mujeres	283	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Hombres	2633	Aragón
Enero 2014	201401	Enero	2014	2	Industria y energía	Mujeres	918	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Hombres	1544	Aragón
Enero 2014	201401	Enero	2014	3	Construcción	Mujeres	93	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Hombres	11119	Aragón
Enero 2014	201401	Enero	2014	4	Servicios	Mujeres	12287	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Hombres	1583	Aragón
Diciembre 2013	201312	Diciembre	2013	1	Agricultura, ganadería y pesca	Mujeres	215	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Hombres	1614	Aragón
Diciembre 2013	201312	Diciembre	2013	2	Industria y energía	Mujeres	472	Aragón
Diciembre 2013	201312	Diciembre	2013	3	Construcción	Hombres	1153	Aragón
