Año	Residencia área código	Residencia continente nombre	Residencia área nombre	Inscripción provincia código	Inscripción provincia nombre	Inscripción municipio código	Inscripción municipio nombre	Inscripcion municipio estrato	Sexo	Personas
2009	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	16
2009	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	20
2009	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	12
2009	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	12
2009	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Hombre	6
2009	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Mujer	1
2009	02	Europa	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1
2009	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2009	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	3
2009	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	5
2009	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	7
2009	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	6
2009	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Mujer	2
2009	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	350
2009	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	409
2009	03	África	Magreb	22	Huesca	22125	Huesca	7	Hombre	7
2009	03	África	Magreb	22	Huesca	22125	Huesca	7	Mujer	3
2009	03	África	Magreb	22	Huesca	22130	Jaca	6	Mujer	1
2009	03	África	Magreb	22	Huesca	22158	Monzón	6	Hombre	1
2009	03	África	Magreb	22	Huesca	22158	Monzón	6	Mujer	2
2009	03	África	Magreb	44	Teruel	44216	Teruel	7	Hombre	3
2009	03	África	Magreb	44	Teruel	44216	Teruel	7	Mujer	3
2009	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Hombre	1
2009	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Mujer	1
2009	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Hombre	38
2009	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Mujer	43
2009	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Hombre	3
2009	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Mujer	2
2009	04	África	Resto de África	22	Huesca	22112	Fraga	6	Hombre	1
2009	04	África	Resto de África	22	Huesca	22125	Huesca	7	Hombre	1
2009	04	África	Resto de África	22	Huesca	22125	Huesca	7	Mujer	5
2009	04	África	Resto de África	22	Huesca	22130	Jaca	6	Hombre	2
2009	04	África	Resto de África	22	Huesca	22130	Jaca	6	Mujer	1
2009	04	África	Resto de África	22	Huesca	22158	Monzón	6	Hombre	2
2009	04	África	Resto de África	44	Teruel	44216	Teruel	7	Hombre	1
2009	04	África	Resto de África	44	Teruel	44216	Teruel	7	Mujer	3
2009	04	África	Resto de África	50	Zaragoza	50067	Calatayud	6	Hombre	1
2009	04	África	Resto de África	50	Zaragoza	50074	Caspe	6	Hombre	1
2009	04	África	Resto de África	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2009	04	África	Resto de África	50	Zaragoza	50251	Tarazona	6	Mujer	2
2009	04	África	Resto de África	50	Zaragoza	50272	Utebo	6	Hombre	2
2009	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Hombre	64
2009	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Mujer	54
2009	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Hombre	7
2009	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Mujer	5
2009	05	América	América del Norte	22	Huesca	22112	Fraga	6	Mujer	4
2009	05	América	América del Norte	22	Huesca	22125	Huesca	7	Hombre	15
2009	05	América	América del Norte	22	Huesca	22125	Huesca	7	Mujer	25
2009	05	América	América del Norte	22	Huesca	22130	Jaca	6	Hombre	10
2009	05	América	América del Norte	22	Huesca	22130	Jaca	6	Mujer	11
2009	05	América	América del Norte	22	Huesca	22158	Monzón	6	Hombre	3
2009	05	América	América del Norte	22	Huesca	22158	Monzón	6	Mujer	10
2009	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Hombre	5
2009	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Mujer	5
2009	05	América	América del Norte	44	Teruel	44216	Teruel	7	Hombre	20
2009	05	América	América del Norte	44	Teruel	44216	Teruel	7	Mujer	32
2009	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Hombre	3
2009	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Mujer	13
2009	05	América	América del Norte	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	3
2009	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7
2009	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	5
2009	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Mujer	6
2009	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Hombre	3
2009	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Mujer	8
2009	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Hombre	492
2009	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Mujer	729
2009	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	51
2009	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	46
2009	06	América	Resto de América	22	Huesca	22112	Fraga	6	Hombre	11
2009	06	América	Resto de América	22	Huesca	22112	Fraga	6	Mujer	19
2009	06	América	Resto de América	22	Huesca	22125	Huesca	7	Hombre	184
2009	06	América	Resto de América	22	Huesca	22125	Huesca	7	Mujer	200
2009	06	América	Resto de América	22	Huesca	22130	Jaca	6	Hombre	40
2009	06	América	Resto de América	22	Huesca	22130	Jaca	6	Mujer	57
2009	06	América	Resto de América	22	Huesca	22158	Monzón	6	Hombre	40
2009	06	América	Resto de América	22	Huesca	22158	Monzón	6	Mujer	44
2009	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	34
2009	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	46
2009	06	América	Resto de América	44	Teruel	44216	Teruel	7	Hombre	184
2009	06	América	Resto de América	44	Teruel	44216	Teruel	7	Mujer	152
2009	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	46
2009	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	47
2009	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Hombre	25
2009	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Mujer	24
2009	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	2
2009	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	4
2009	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	45
2009	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	47
2009	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	44
2009	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	42
2009	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	3
2009	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	7
2009	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	2309
2009	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	2379
2009	07	Asia	Asia	22	Huesca	22112	Fraga	6	Hombre	1
2009	07	Asia	Asia	22	Huesca	22125	Huesca	7	Hombre	7
2009	07	Asia	Asia	22	Huesca	22125	Huesca	7	Mujer	2
2009	07	Asia	Asia	22	Huesca	22130	Jaca	6	Mujer	1
2009	07	Asia	Asia	22	Huesca	22158	Monzón	6	Hombre	1
2009	07	Asia	Asia	44	Teruel	44216	Teruel	7	Hombre	2
2009	07	Asia	Asia	44	Teruel	44216	Teruel	7	Mujer	3
2009	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Hombre	5
2009	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	9
2009	07	Asia	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	1
2009	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	153
2009	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	139
2009	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Hombre	1
2009	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Mujer	2
2009	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Hombre	2
2009	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Mujer	4
2009	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Hombre	2
2009	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Mujer	4
2009	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Hombre	1
2009	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Mujer	1
2009	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Hombre	5
2009	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Mujer	6
2009	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	50
2009	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	60
2010	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Hombre	65
2010	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Mujer	65
2010	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Hombre	18
2010	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Mujer	28
2010	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Hombre	227
2010	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Mujer	214
2010	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Hombre	102
2010	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Mujer	124
2010	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Hombre	40
2010	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Mujer	54
2010	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	49
2010	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	46
2010	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Hombre	140
2010	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Mujer	137
2010	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	31
2010	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	42
2010	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Hombre	38
2010	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Mujer	33
2010	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	9
2010	01	Europa	UE-27	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	8
2010	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	38
2010	01	Europa	UE-27	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	59
2010	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Hombre	20
2010	01	Europa	UE-27	50	Zaragoza	50251	Tarazona	6	Mujer	26
2010	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Hombre	20
2010	01	Europa	UE-27	50	Zaragoza	50272	Utebo	6	Mujer	18
2010	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Hombre	2300
2010	01	Europa	UE-27	50	Zaragoza	50297	Zaragoza	7	Mujer	2739
2010	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Hombre	18
2010	02	Europa	Resto de Europa	22	Huesca	22048	Barbastro	6	Mujer	13
2010	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Hombre	15
2010	02	Europa	Resto de Europa	22	Huesca	22112	Fraga	6	Mujer	17
2010	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Hombre	21
2010	02	Europa	Resto de Europa	22	Huesca	22125	Huesca	7	Mujer	24
2010	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Hombre	5
2010	02	Europa	Resto de Europa	22	Huesca	22130	Jaca	6	Mujer	7
2010	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Hombre	15
2010	02	Europa	Resto de Europa	22	Huesca	22158	Monzón	6	Mujer	15
2010	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Hombre	7
2010	02	Europa	Resto de Europa	44	Teruel	44013	Alcañiz	6	Mujer	10
2010	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Hombre	15
2010	02	Europa	Resto de Europa	44	Teruel	44216	Teruel	7	Mujer	20
2010	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Hombre	13
2010	02	Europa	Resto de Europa	50	Zaragoza	50067	Calatayud	6	Mujer	13
2010	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Hombre	4
2010	02	Europa	Resto de Europa	50	Zaragoza	50074	Caspe	6	Mujer	1
2010	02	Europa	Resto de Europa	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	1
2010	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	2
2010	02	Europa	Resto de Europa	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	4
2010	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Hombre	5
2010	02	Europa	Resto de Europa	50	Zaragoza	50251	Tarazona	6	Mujer	7
2010	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Hombre	7
2010	02	Europa	Resto de Europa	50	Zaragoza	50272	Utebo	6	Mujer	3
2010	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Hombre	358
2010	02	Europa	Resto de Europa	50	Zaragoza	50297	Zaragoza	7	Mujer	411
2010	03	África	Magreb	22	Huesca	22048	Barbastro	6	Mujer	1
2010	03	África	Magreb	22	Huesca	22125	Huesca	7	Hombre	5
2010	03	África	Magreb	22	Huesca	22125	Huesca	7	Mujer	2
2010	03	África	Magreb	22	Huesca	22130	Jaca	6	Mujer	1
2010	03	África	Magreb	22	Huesca	22158	Monzón	6	Mujer	1
2010	03	África	Magreb	44	Teruel	44216	Teruel	7	Hombre	4
2010	03	África	Magreb	44	Teruel	44216	Teruel	7	Mujer	3
2010	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Hombre	2
2010	03	África	Magreb	50	Zaragoza	50074	Caspe	6	Mujer	1
2010	03	África	Magreb	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	3
2010	03	África	Magreb	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2010	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Hombre	49
2010	03	África	Magreb	50	Zaragoza	50297	Zaragoza	7	Mujer	46
2010	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Hombre	2
2010	04	África	Resto de África	22	Huesca	22048	Barbastro	6	Mujer	1
2010	04	África	Resto de África	22	Huesca	22112	Fraga	6	Hombre	1
2010	04	África	Resto de África	22	Huesca	22125	Huesca	7	Hombre	3
2010	04	África	Resto de África	22	Huesca	22125	Huesca	7	Mujer	5
2010	04	África	Resto de África	22	Huesca	22130	Jaca	6	Hombre	2
2010	04	África	Resto de África	22	Huesca	22130	Jaca	6	Mujer	1
2010	04	África	Resto de África	22	Huesca	22158	Monzón	6	Hombre	1
2010	04	África	Resto de África	22	Huesca	22158	Monzón	6	Mujer	1
2010	04	África	Resto de África	44	Teruel	44216	Teruel	7	Hombre	1
2010	04	África	Resto de África	44	Teruel	44216	Teruel	7	Mujer	3
2010	04	África	Resto de África	50	Zaragoza	50067	Calatayud	6	Hombre	1
2010	04	África	Resto de África	50	Zaragoza	50074	Caspe	6	Hombre	1
2010	04	África	Resto de África	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	1
2010	04	África	Resto de África	50	Zaragoza	50251	Tarazona	6	Mujer	2
2010	04	África	Resto de África	50	Zaragoza	50272	Utebo	6	Hombre	1
2010	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Hombre	63
2010	04	África	Resto de África	50	Zaragoza	50297	Zaragoza	7	Mujer	58
2010	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Hombre	6
2010	05	América	América del Norte	22	Huesca	22048	Barbastro	6	Mujer	6
2010	05	América	América del Norte	22	Huesca	22112	Fraga	6	Hombre	1
2010	05	América	América del Norte	22	Huesca	22112	Fraga	6	Mujer	4
2010	05	América	América del Norte	22	Huesca	22125	Huesca	7	Hombre	24
2010	05	América	América del Norte	22	Huesca	22125	Huesca	7	Mujer	31
2010	05	América	América del Norte	22	Huesca	22130	Jaca	6	Hombre	10
2010	05	América	América del Norte	22	Huesca	22130	Jaca	6	Mujer	16
2010	05	América	América del Norte	22	Huesca	22158	Monzón	6	Hombre	3
2010	05	América	América del Norte	22	Huesca	22158	Monzón	6	Mujer	10
2010	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Hombre	5
2010	05	América	América del Norte	44	Teruel	44013	Alcañiz	6	Mujer	5
2010	05	América	América del Norte	44	Teruel	44216	Teruel	7	Hombre	21
2010	05	América	América del Norte	44	Teruel	44216	Teruel	7	Mujer	30
2010	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Hombre	3
2010	05	América	América del Norte	50	Zaragoza	50067	Calatayud	6	Mujer	15
2010	05	América	América del Norte	50	Zaragoza	50074	Caspe	6	Mujer	1
2010	05	América	América del Norte	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	3
2010	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	7
2010	05	América	América del Norte	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	7
2010	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Hombre	1
2010	05	América	América del Norte	50	Zaragoza	50251	Tarazona	6	Mujer	8
2010	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Hombre	2
2010	05	América	América del Norte	50	Zaragoza	50272	Utebo	6	Mujer	7
2010	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Hombre	563
2010	05	América	América del Norte	50	Zaragoza	50297	Zaragoza	7	Mujer	788
2010	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Hombre	55
2010	06	América	Resto de América	22	Huesca	22048	Barbastro	6	Mujer	49
2010	06	América	Resto de América	22	Huesca	22112	Fraga	6	Hombre	11
2010	06	América	Resto de América	22	Huesca	22112	Fraga	6	Mujer	19
2010	06	América	Resto de América	22	Huesca	22125	Huesca	7	Hombre	218
2010	06	América	Resto de América	22	Huesca	22125	Huesca	7	Mujer	229
2010	06	América	Resto de América	22	Huesca	22130	Jaca	6	Hombre	53
2010	06	América	Resto de América	22	Huesca	22130	Jaca	6	Mujer	61
2010	06	América	Resto de América	22	Huesca	22158	Monzón	6	Hombre	41
2010	06	América	Resto de América	22	Huesca	22158	Monzón	6	Mujer	46
2010	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Hombre	35
2010	06	América	Resto de América	44	Teruel	44013	Alcañiz	6	Mujer	48
2010	06	América	Resto de América	44	Teruel	44216	Teruel	7	Hombre	197
2010	06	América	Resto de América	44	Teruel	44216	Teruel	7	Mujer	168
2010	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Hombre	51
2010	06	América	Resto de América	50	Zaragoza	50067	Calatayud	6	Mujer	49
2010	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Hombre	24
2010	06	América	Resto de América	50	Zaragoza	50074	Caspe	6	Mujer	23
2010	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Hombre	2
2010	06	América	Resto de América	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	6
2010	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Hombre	51
2010	06	América	Resto de América	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	49
2010	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Hombre	45
2010	06	América	Resto de América	50	Zaragoza	50251	Tarazona	6	Mujer	45
2010	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Hombre	5
2010	06	América	Resto de América	50	Zaragoza	50272	Utebo	6	Mujer	7
2010	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Hombre	2476
2010	06	América	Resto de América	50	Zaragoza	50297	Zaragoza	7	Mujer	2566
2010	07	Asia	Asia	22	Huesca	22125	Huesca	7	Hombre	4
2010	07	Asia	Asia	22	Huesca	22125	Huesca	7	Mujer	4
2010	07	Asia	Asia	22	Huesca	22158	Monzón	6	Hombre	1
2010	07	Asia	Asia	44	Teruel	44013	Alcañiz	6	Hombre	1
2010	07	Asia	Asia	44	Teruel	44216	Teruel	7	Hombre	3
2010	07	Asia	Asia	44	Teruel	44216	Teruel	7	Mujer	3
2010	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Hombre	6
2010	07	Asia	Asia	50	Zaragoza	50067	Calatayud	6	Mujer	9
2010	07	Asia	Asia	50	Zaragoza	50074	Caspe	6	Mujer	1
2010	07	Asia	Asia	50	Zaragoza	50089	Cuarte de Huerva	6	Mujer	2
2010	07	Asia	Asia	50	Zaragoza	50095	Ejea de los Caballeros	6	Mujer	1
2010	07	Asia	Asia	50	Zaragoza	50251	Tarazona	6	Mujer	1
2010	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Hombre	177
2010	07	Asia	Asia	50	Zaragoza	50297	Zaragoza	7	Mujer	154
2010	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Hombre	1
2010	08	Oceanía	Oceanía	22	Huesca	22048	Barbastro	6	Mujer	1
2010	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Hombre	3
2010	08	Oceanía	Oceanía	22	Huesca	22125	Huesca	7	Mujer	5
2010	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Hombre	2
2010	08	Oceanía	Oceanía	22	Huesca	22130	Jaca	6	Mujer	4
2010	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Hombre	1
2010	08	Oceanía	Oceanía	44	Teruel	44013	Alcañiz	6	Mujer	1
2010	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Hombre	5
2010	08	Oceanía	Oceanía	44	Teruel	44216	Teruel	7	Mujer	6
2010	08	Oceanía	Oceanía	50	Zaragoza	50067	Calatayud	6	Mujer	1
2010	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Hombre	49
2010	08	Oceanía	Oceanía	50	Zaragoza	50297	Zaragoza	7	Mujer	63
2011	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Hombre	68
2011	01	Europa	UE-27	22	Huesca	22048	Barbastro	6	Mujer	65
2011	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Hombre	21
2011	01	Europa	UE-27	22	Huesca	22112	Fraga	6	Mujer	28
2011	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Hombre	235
2011	01	Europa	UE-27	22	Huesca	22125	Huesca	7	Mujer	233
2011	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Hombre	110
2011	01	Europa	UE-27	22	Huesca	22130	Jaca	6	Mujer	126
2011	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Hombre	41
2011	01	Europa	UE-27	22	Huesca	22158	Monzón	6	Mujer	51
2011	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Hombre	53
2011	01	Europa	UE-27	44	Teruel	44013	Alcañiz	6	Mujer	54
2011	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Hombre	152
2011	01	Europa	UE-27	44	Teruel	44216	Teruel	7	Mujer	149
2011	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Hombre	34
2011	01	Europa	UE-27	50	Zaragoza	50067	Calatayud	6	Mujer	47
2011	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Hombre	43
2011	01	Europa	UE-27	50	Zaragoza	50074	Caspe	6	Mujer	37
