Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
44171	Olba	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44171	Olba	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44172	Oliete	b) Con tierras labradas, pastos permanentes y otras tierras	1
44172	Oliete	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
44172	Oliete	d) Con tierras labradas y otras tierras, y sin pastos permanentes	24
44172	Oliete	e) Con tierras labradas, sin pastos permanentes ni otras tierras	57
44172	Oliete	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44173	Olmos (Los)	b) Con tierras labradas, pastos permanentes y otras tierras	1
44173	Olmos (Los)	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44173	Olmos (Los)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
44173	Olmos (Los)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
44174	Orihuela del Tremedal	b) Con tierras labradas, pastos permanentes y otras tierras	1
44174	Orihuela del Tremedal	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
44174	Orihuela del Tremedal	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
44174	Orihuela del Tremedal	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44175	Orrios	b) Con tierras labradas, pastos permanentes y otras tierras	4
44175	Orrios	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44175	Orrios	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
44175	Orrios	e) Con tierras labradas, sin pastos permanentes ni otras tierras	24
44176	Palomar de Arroyos	a) Sin tierras	2
44176	Palomar de Arroyos	b) Con tierras labradas, pastos permanentes y otras tierras	1
44176	Palomar de Arroyos	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44176	Palomar de Arroyos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44176	Palomar de Arroyos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44176	Palomar de Arroyos	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44177	Pancrudo	a) Sin tierras	1
44177	Pancrudo	b) Con tierras labradas, pastos permanentes y otras tierras	5
44177	Pancrudo	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
44177	Pancrudo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44177	Pancrudo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	29
44177	Pancrudo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44178	Parras de Castellote (Las)	b) Con tierras labradas, pastos permanentes y otras tierras	4
44178	Parras de Castellote (Las)	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44178	Parras de Castellote (Las)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44178	Parras de Castellote (Las)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
44178	Parras de Castellote (Las)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44178	Parras de Castellote (Las)	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44179	Peñarroya de Tastavins	a) Sin tierras	8
44179	Peñarroya de Tastavins	b) Con tierras labradas, pastos permanentes y otras tierras	18
44179	Peñarroya de Tastavins	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44179	Peñarroya de Tastavins	d) Con tierras labradas y otras tierras, y sin pastos permanentes	26
44179	Peñarroya de Tastavins	e) Con tierras labradas, sin pastos permanentes ni otras tierras	21
44179	Peñarroya de Tastavins	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44179	Peñarroya de Tastavins	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	4
44180	Peracense	a) Sin tierras	2
44180	Peracense	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44180	Peracense	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44180	Peracense	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44180	Peracense	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44181	Peralejos	b) Con tierras labradas, pastos permanentes y otras tierras	2
44181	Peralejos	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44181	Peralejos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44181	Peralejos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44182	Perales del Alfambra	a) Sin tierras	1
44182	Perales del Alfambra	b) Con tierras labradas, pastos permanentes y otras tierras	6
44182	Perales del Alfambra	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
44182	Perales del Alfambra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
44182	Perales del Alfambra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	36
44182	Perales del Alfambra	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44183	Pitarque	b) Con tierras labradas, pastos permanentes y otras tierras	6
44183	Pitarque	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44183	Pitarque	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44183	Pitarque	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44184	Plou	b) Con tierras labradas, pastos permanentes y otras tierras	1
44184	Plou	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44184	Plou	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44184	Plou	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44185	Pobo (El)	a) Sin tierras	2
44185	Pobo (El)	b) Con tierras labradas, pastos permanentes y otras tierras	2
44185	Pobo (El)	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44185	Pobo (El)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
44185	Pobo (El)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
44185	Pobo (El)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44187	Portellada (La)	a) Sin tierras	4
44187	Portellada (La)	b) Con tierras labradas, pastos permanentes y otras tierras	3
44187	Portellada (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	27
44187	Portellada (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	26
44187	Portellada (La)	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44189	Pozondón	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44189	Pozondón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44189	Pozondón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
44189	Pozondón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44190	Pozuel del Campo	b) Con tierras labradas, pastos permanentes y otras tierras	1
44190	Pozuel del Campo	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44190	Pozuel del Campo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44190	Pozuel del Campo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	10
44190	Pozuel del Campo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44191	Puebla de Híjar (La)	a) Sin tierras	5
44191	Puebla de Híjar (La)	b) Con tierras labradas, pastos permanentes y otras tierras	5
44191	Puebla de Híjar (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	13
44191	Puebla de Híjar (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	13
44191	Puebla de Híjar (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	41
44191	Puebla de Híjar (La)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44191	Puebla de Híjar (La)	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44191	Puebla de Híjar (La)	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	5
44192	Puebla de Valverde (La)	a) Sin tierras	1
44192	Puebla de Valverde (La)	b) Con tierras labradas, pastos permanentes y otras tierras	17
44192	Puebla de Valverde (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
44192	Puebla de Valverde (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
44192	Puebla de Valverde (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	33
44192	Puebla de Valverde (La)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44193	Puertomingalvo	b) Con tierras labradas, pastos permanentes y otras tierras	13
44193	Puertomingalvo	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44193	Puertomingalvo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
44193	Puertomingalvo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
44193	Puertomingalvo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44193	Puertomingalvo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44194	Ráfales	a) Sin tierras	1
44194	Ráfales	b) Con tierras labradas, pastos permanentes y otras tierras	7
44194	Ráfales	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44194	Ráfales	d) Con tierras labradas y otras tierras, y sin pastos permanentes	34
44194	Ráfales	e) Con tierras labradas, sin pastos permanentes ni otras tierras	10
44195	Rillo	a) Sin tierras	2
44195	Rillo	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44195	Rillo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44195	Rillo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
44195	Rillo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44196	Riodeva	b) Con tierras labradas, pastos permanentes y otras tierras	4
44196	Riodeva	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44196	Riodeva	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44196	Riodeva	e) Con tierras labradas, sin pastos permanentes ni otras tierras	16
44196	Riodeva	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44197	Ródenas	b) Con tierras labradas, pastos permanentes y otras tierras	2
44197	Ródenas	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44197	Ródenas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44197	Ródenas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
44197	Ródenas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44198	Royuela	b) Con tierras labradas, pastos permanentes y otras tierras	2
44198	Royuela	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44198	Royuela	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44198	Royuela	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
44199	Rubiales	b) Con tierras labradas, pastos permanentes y otras tierras	1
44199	Rubiales	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
44199	Rubiales	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44200	Rubielos de la Cérida	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44200	Rubielos de la Cérida	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44200	Rubielos de la Cérida	e) Con tierras labradas, sin pastos permanentes ni otras tierras	19
44200	Rubielos de la Cérida	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44200	Rubielos de la Cérida	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44201	Rubielos de Mora	a) Sin tierras	1
44201	Rubielos de Mora	b) Con tierras labradas, pastos permanentes y otras tierras	3
44201	Rubielos de Mora	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44201	Rubielos de Mora	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44201	Rubielos de Mora	e) Con tierras labradas, sin pastos permanentes ni otras tierras	12
44201	Rubielos de Mora	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44201	Rubielos de Mora	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44203	Salcedillo	b) Con tierras labradas, pastos permanentes y otras tierras	1
44203	Salcedillo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
44203	Salcedillo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44204	Saldón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44204	Saldón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44205	Samper de Calanda	a) Sin tierras	2
44205	Samper de Calanda	b) Con tierras labradas, pastos permanentes y otras tierras	6
44205	Samper de Calanda	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44205	Samper de Calanda	d) Con tierras labradas y otras tierras, y sin pastos permanentes	20
44205	Samper de Calanda	e) Con tierras labradas, sin pastos permanentes ni otras tierras	57
44205	Samper de Calanda	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44205	Samper de Calanda	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	8
44205	Samper de Calanda	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44206	San Agustín	b) Con tierras labradas, pastos permanentes y otras tierras	6
44206	San Agustín	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
44206	San Agustín	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
44206	San Agustín	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
44206	San Agustín	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44207	San Martín del Río	b) Con tierras labradas, pastos permanentes y otras tierras	7
44207	San Martín del Río	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
44207	San Martín del Río	d) Con tierras labradas y otras tierras, y sin pastos permanentes	33
44207	San Martín del Río	e) Con tierras labradas, sin pastos permanentes ni otras tierras	26
44207	San Martín del Río	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
44207	San Martín del Río	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44208	Santa Cruz de Nogueras	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44209	Santa Eulalia	a) Sin tierras	2
44209	Santa Eulalia	b) Con tierras labradas, pastos permanentes y otras tierras	2
44209	Santa Eulalia	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44209	Santa Eulalia	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
44209	Santa Eulalia	e) Con tierras labradas, sin pastos permanentes ni otras tierras	83
44209	Santa Eulalia	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44209	Santa Eulalia	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44210	Sarrión	b) Con tierras labradas, pastos permanentes y otras tierras	19
44210	Sarrión	c) Con tierras labradas, pastos permanentes y sin otras tierras	15
44210	Sarrión	d) Con tierras labradas y otras tierras, y sin pastos permanentes	23
44210	Sarrión	e) Con tierras labradas, sin pastos permanentes ni otras tierras	69
44210	Sarrión	f) Sin tierras labradas, con pastos permanentes y con otras tierras	3
44210	Sarrión	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44211	Segura de los Baños	b) Con tierras labradas, pastos permanentes y otras tierras	3
44211	Segura de los Baños	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44211	Segura de los Baños	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44211	Segura de los Baños	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44211	Segura de los Baños	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44212	Seno	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44212	Seno	d) Con tierras labradas y otras tierras, y sin pastos permanentes	9
44212	Seno	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44212	Seno	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44213	Singra	b) Con tierras labradas, pastos permanentes y otras tierras	3
44213	Singra	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44213	Singra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44213	Singra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
44215	Terriente	a) Sin tierras	1
44215	Terriente	b) Con tierras labradas, pastos permanentes y otras tierras	5
44215	Terriente	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44215	Terriente	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44215	Terriente	e) Con tierras labradas, sin pastos permanentes ni otras tierras	17
44215	Terriente	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44216	Teruel	a) Sin tierras	4
44216	Teruel	b) Con tierras labradas, pastos permanentes y otras tierras	27
44216	Teruel	c) Con tierras labradas, pastos permanentes y sin otras tierras	25
44216	Teruel	d) Con tierras labradas y otras tierras, y sin pastos permanentes	67
44216	Teruel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	145
44216	Teruel	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44216	Teruel	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44217	Toril y Masegoso	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44217	Toril y Masegoso	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
44219	Tornos	b) Con tierras labradas, pastos permanentes y otras tierras	5
44219	Tornos	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44219	Tornos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
44219	Tornos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	52
44219	Tornos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44220	Torralba de los Sisones	a) Sin tierras	1
44220	Torralba de los Sisones	b) Con tierras labradas, pastos permanentes y otras tierras	5
44220	Torralba de los Sisones	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44220	Torralba de los Sisones	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44220	Torralba de los Sisones	e) Con tierras labradas, sin pastos permanentes ni otras tierras	23
44220	Torralba de los Sisones	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44221	Torrecilla de Alcañiz	b) Con tierras labradas, pastos permanentes y otras tierras	1
44221	Torrecilla de Alcañiz	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44221	Torrecilla de Alcañiz	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
44221	Torrecilla de Alcañiz	e) Con tierras labradas, sin pastos permanentes ni otras tierras	41
44221	Torrecilla de Alcañiz	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44221	Torrecilla de Alcañiz	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44222	Torrecilla del Rebollar	b) Con tierras labradas, pastos permanentes y otras tierras	4
44222	Torrecilla del Rebollar	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44222	Torrecilla del Rebollar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44222	Torrecilla del Rebollar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	17
44222	Torrecilla del Rebollar	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44223	Torre de Arcas	a) Sin tierras	4
44223	Torre de Arcas	b) Con tierras labradas, pastos permanentes y otras tierras	5
44223	Torre de Arcas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44223	Torre de Arcas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44224	Torre de las Arcas	b) Con tierras labradas, pastos permanentes y otras tierras	3
44224	Torre de las Arcas	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44224	Torre de las Arcas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44224	Torre de las Arcas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44225	Torre del Compte	b) Con tierras labradas, pastos permanentes y otras tierras	3
44225	Torre del Compte	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44225	Torre del Compte	d) Con tierras labradas y otras tierras, y sin pastos permanentes	16
44225	Torre del Compte	e) Con tierras labradas, sin pastos permanentes ni otras tierras	16
44226	Torrelacárcel	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
44226	Torrelacárcel	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44226	Torrelacárcel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	44
44226	Torrelacárcel	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44227	Torre los Negros	a) Sin tierras	1
44227	Torre los Negros	b) Con tierras labradas, pastos permanentes y otras tierras	2
44227	Torre los Negros	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44227	Torre los Negros	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44227	Torre los Negros	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44227	Torre los Negros	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44227	Torre los Negros	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44228	Torremocha de Jiloca	b) Con tierras labradas, pastos permanentes y otras tierras	1
44228	Torremocha de Jiloca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	25
44228	Torremocha de Jiloca	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44229	Torres de Albarracín	b) Con tierras labradas, pastos permanentes y otras tierras	2
44229	Torres de Albarracín	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44229	Torres de Albarracín	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44229	Torres de Albarracín	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
44230	Torrevelilla	a) Sin tierras	3
44230	Torrevelilla	b) Con tierras labradas, pastos permanentes y otras tierras	5
44230	Torrevelilla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
44230	Torrevelilla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	28
44230	Torrevelilla	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44231	Torrijas	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44231	Torrijas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44231	Torrijas	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44232	Torrijo del Campo	a) Sin tierras	7
44232	Torrijo del Campo	b) Con tierras labradas, pastos permanentes y otras tierras	15
44232	Torrijo del Campo	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
44232	Torrijo del Campo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
44232	Torrijo del Campo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	30
44232	Torrijo del Campo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44232	Torrijo del Campo	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44234	Tramacastiel	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
44234	Tramacastiel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44234	Tramacastiel	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44234	Tramacastiel	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44235	Tramacastilla	b) Con tierras labradas, pastos permanentes y otras tierras	1
44235	Tramacastilla	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44235	Tramacastilla	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
44236	Tronchón	b) Con tierras labradas, pastos permanentes y otras tierras	9
44236	Tronchón	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44236	Tronchón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44236	Tronchón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	4
44236	Tronchón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44236	Tronchón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44237	Urrea de Gaén	a) Sin tierras	7
44237	Urrea de Gaén	b) Con tierras labradas, pastos permanentes y otras tierras	1
44237	Urrea de Gaén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
44237	Urrea de Gaén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	44
44237	Urrea de Gaén	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44237	Urrea de Gaén	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	17
44238	Utrillas	a) Sin tierras	1
44238	Utrillas	b) Con tierras labradas, pastos permanentes y otras tierras	2
44238	Utrillas	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
44238	Utrillas	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
44238	Utrillas	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44239	Valacloche	b) Con tierras labradas, pastos permanentes y otras tierras	2
44239	Valacloche	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44239	Valacloche	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44239	Valacloche	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44239	Valacloche	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44240	Valbona	b) Con tierras labradas, pastos permanentes y otras tierras	2
44240	Valbona	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44240	Valbona	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
44240	Valbona	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44240	Valbona	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44241	Valdealgorfa	a) Sin tierras	2
44241	Valdealgorfa	b) Con tierras labradas, pastos permanentes y otras tierras	1
44241	Valdealgorfa	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44241	Valdealgorfa	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
44241	Valdealgorfa	e) Con tierras labradas, sin pastos permanentes ni otras tierras	117
44241	Valdealgorfa	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44241	Valdealgorfa	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44241	Valdealgorfa	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44243	Valdecuenca	b) Con tierras labradas, pastos permanentes y otras tierras	2
44243	Valdecuenca	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44243	Valdecuenca	e) Con tierras labradas, sin pastos permanentes ni otras tierras	1
44244	Valdelinares	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44244	Valdelinares	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
44244	Valdelinares	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
44245	Valdeltormo	a) Sin tierras	1
44245	Valdeltormo	b) Con tierras labradas, pastos permanentes y otras tierras	2
44245	Valdeltormo	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
44245	Valdeltormo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
44245	Valdeltormo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	15
44245	Valdeltormo	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
44246	Valderrobres	a) Sin tierras	12
44246	Valderrobres	b) Con tierras labradas, pastos permanentes y otras tierras	38
44246	Valderrobres	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
44246	Valderrobres	d) Con tierras labradas y otras tierras, y sin pastos permanentes	91
44246	Valderrobres	e) Con tierras labradas, sin pastos permanentes ni otras tierras	79
44246	Valderrobres	f) Sin tierras labradas, con pastos permanentes y con otras tierras	7
44246	Valderrobres	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
44246	Valderrobres	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	2
44247	Valjunquera	a) Sin tierras	1
44247	Valjunquera	b) Con tierras labradas, pastos permanentes y otras tierras	2
44247	Valjunquera	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
44247	Valjunquera	e) Con tierras labradas, sin pastos permanentes ni otras tierras	82
44247	Valjunquera	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44249	Vallecillo (El)	a) Sin tierras	1
44249	Vallecillo (El)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44250	Veguillas de la Sierra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
44250	Veguillas de la Sierra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	4
44251	Villafranca del Campo	b) Con tierras labradas, pastos permanentes y otras tierras	3
44251	Villafranca del Campo	c) Con tierras labradas, pastos permanentes y sin otras tierras	7
44251	Villafranca del Campo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	14
44251	Villafranca del Campo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	36
44251	Villafranca del Campo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44252	Villahermosa del Campo	a) Sin tierras	1
