Municipio código	Municipio nombre	Explotaciones	Superficie total código	Superficie total
44179	Peñarroya de Tastavins	3	14	70 a < 100 Ha
44179	Peñarroya de Tastavins	5	15	100 a <150 Ha
44179	Peñarroya de Tastavins	6	16	150 a < 200 Ha
44179	Peñarroya de Tastavins	2	17	200 a < 300 Ha
44180	Peracense	2	01	Sin tierras
44180	Peracense	1	08	4 a < 5 Ha
44180	Peracense	1	10	10 a <20 Ha
44180	Peracense	1	11	20 a < 30 Ha
44180	Peracense	7	12	30 a < 50 Ha
44180	Peracense	2	13	50 a < 70 Ha
44180	Peracense	1	20	1000 a < 2500 Ha
44181	Peralejos	4	05	1  a  < 2 Ha
44181	Peralejos	1	08	4 a < 5 Ha
44181	Peralejos	1	09	5 a < 10 Ha
44181	Peralejos	2	10	10 a <20 Ha
44181	Peralejos	2	12	30 a < 50 Ha
44181	Peralejos	1	13	50 a < 70 Ha
44181	Peralejos	1	14	70 a < 100 Ha
44181	Peralejos	1	15	100 a <150 Ha
44181	Peralejos	1	16	150 a < 200 Ha
44181	Peralejos	1	17	200 a < 300 Ha
44181	Peralejos	1	19	500 a < 1000 Ha
44182	Perales del Alfambra	1	01	Sin tierras
44182	Perales del Alfambra	1	07	3 a < 4 Ha
44182	Perales del Alfambra	4	09	5 a < 10 Ha
44182	Perales del Alfambra	5	10	10 a <20 Ha
44182	Perales del Alfambra	5	11	20 a < 30 Ha
44182	Perales del Alfambra	10	12	30 a < 50 Ha
44182	Perales del Alfambra	5	13	50 a < 70 Ha
44182	Perales del Alfambra	3	14	70 a < 100 Ha
44182	Perales del Alfambra	14	15	100 a <150 Ha
44182	Perales del Alfambra	2	16	150 a < 200 Ha
44182	Perales del Alfambra	3	17	200 a < 300 Ha
44182	Perales del Alfambra	4	18	300 a < 500 Ha
44182	Perales del Alfambra	1	20	1000 a < 2500 Ha
44183	Pitarque	3	05	1  a  < 2 Ha
44183	Pitarque	1	06	2 a < 3 Ha
44183	Pitarque	1	08	4 a < 5 Ha
44183	Pitarque	2	09	5 a < 10 Ha
44183	Pitarque	1	15	100 a <150 Ha
44183	Pitarque	2	17	200 a < 300 Ha
44183	Pitarque	2	18	300 a < 500 Ha
44183	Pitarque	1	19	500 a < 1000 Ha
44184	Plou	1	06	2 a < 3 Ha
44184	Plou	1	07	3 a < 4 Ha
44184	Plou	1	10	10 a <20 Ha
44184	Plou	1	12	30 a < 50 Ha
44184	Plou	1	13	50 a < 70 Ha
44184	Plou	1	14	70 a < 100 Ha
44184	Plou	2	15	100 a <150 Ha
44184	Plou	1	16	150 a < 200 Ha
44185	Pobo (El)	2	01	Sin tierras
44185	Pobo (El)	1	07	3 a < 4 Ha
44185	Pobo (El)	1	08	4 a < 5 Ha
44185	Pobo (El)	1	09	5 a < 10 Ha
44185	Pobo (El)	5	10	10 a <20 Ha
44185	Pobo (El)	4	11	20 a < 30 Ha
44185	Pobo (El)	3	12	30 a < 50 Ha
44185	Pobo (El)	2	13	50 a < 70 Ha
44185	Pobo (El)	4	14	70 a < 100 Ha
44185	Pobo (El)	6	15	100 a <150 Ha
44185	Pobo (El)	3	17	200 a < 300 Ha
44185	Pobo (El)	1	18	300 a < 500 Ha
44185	Pobo (El)	1	21	2500 Ha
44187	Portellada (La)	4	01	Sin tierras
44187	Portellada (La)	1	03	0,2  a  < 0,5 Ha
44187	Portellada (La)	2	05	1  a  < 2 Ha
44187	Portellada (La)	4	06	2 a < 3 Ha
44187	Portellada (La)	5	07	3 a < 4 Ha
44187	Portellada (La)	2	08	4 a < 5 Ha
44187	Portellada (La)	10	09	5 a < 10 Ha
44187	Portellada (La)	15	10	10 a <20 Ha
44187	Portellada (La)	7	11	20 a < 30 Ha
44187	Portellada (La)	8	12	30 a < 50 Ha
44187	Portellada (La)	2	13	50 a < 70 Ha
44187	Portellada (La)	1	15	100 a <150 Ha
44189	Pozondón	1	09	5 a < 10 Ha
44189	Pozondón	2	10	10 a <20 Ha
44189	Pozondón	4	11	20 a < 30 Ha
44189	Pozondón	7	12	30 a < 50 Ha
44189	Pozondón	1	14	70 a < 100 Ha
44189	Pozondón	1	16	150 a < 200 Ha
44189	Pozondón	1	17	200 a < 300 Ha
44189	Pozondón	1	21	2500 Ha
44190	Pozuel del Campo	1	05	1  a  < 2 Ha
44190	Pozuel del Campo	1	07	3 a < 4 Ha
44190	Pozuel del Campo	2	10	10 a <20 Ha
44190	Pozuel del Campo	1	12	30 a < 50 Ha
44190	Pozuel del Campo	2	13	50 a < 70 Ha
44190	Pozuel del Campo	4	14	70 a < 100 Ha
44190	Pozuel del Campo	3	15	100 a <150 Ha
44190	Pozuel del Campo	1	16	150 a < 200 Ha
44190	Pozuel del Campo	1	18	300 a < 500 Ha
44190	Pozuel del Campo	1	19	500 a < 1000 Ha
44191	Puebla de Híjar (La)	7	01	Sin tierras
44191	Puebla de Híjar (La)	2	04	0,5  a  < 1 Ha
44191	Puebla de Híjar (La)	12	05	1  a  < 2 Ha
44191	Puebla de Híjar (La)	8	06	2 a < 3 Ha
44191	Puebla de Híjar (La)	4	07	3 a < 4 Ha
44191	Puebla de Híjar (La)	2	08	4 a < 5 Ha
44191	Puebla de Híjar (La)	12	09	5 a < 10 Ha
44191	Puebla de Híjar (La)	4	10	10 a <20 Ha
44191	Puebla de Híjar (La)	5	11	20 a < 30 Ha
44191	Puebla de Híjar (La)	6	12	30 a < 50 Ha
44191	Puebla de Híjar (La)	6	13	50 a < 70 Ha
44191	Puebla de Híjar (La)	5	14	70 a < 100 Ha
44191	Puebla de Híjar (La)	4	15	100 a <150 Ha
44191	Puebla de Híjar (La)	5	16	150 a < 200 Ha
44191	Puebla de Híjar (La)	3	18	300 a < 500 Ha
44191	Puebla de Híjar (La)	1	19	500 a < 1000 Ha
44192	Puebla de Valverde (La)	1	01	Sin tierras
44192	Puebla de Valverde (La)	1	04	0,5  a  < 1 Ha
44192	Puebla de Valverde (La)	4	05	1  a  < 2 Ha
44192	Puebla de Valverde (La)	4	06	2 a < 3 Ha
44192	Puebla de Valverde (La)	3	08	4 a < 5 Ha
44192	Puebla de Valverde (La)	7	09	5 a < 10 Ha
44192	Puebla de Valverde (La)	7	10	10 a <20 Ha
44192	Puebla de Valverde (La)	5	11	20 a < 30 Ha
44192	Puebla de Valverde (La)	6	12	30 a < 50 Ha
44192	Puebla de Valverde (La)	6	13	50 a < 70 Ha
44192	Puebla de Valverde (La)	3	14	70 a < 100 Ha
44192	Puebla de Valverde (La)	6	15	100 a <150 Ha
44192	Puebla de Valverde (La)	4	16	150 a < 200 Ha
44192	Puebla de Valverde (La)	7	17	200 a < 300 Ha
44192	Puebla de Valverde (La)	2	18	300 a < 500 Ha
44192	Puebla de Valverde (La)	3	19	500 a < 1000 Ha
44192	Puebla de Valverde (La)	1	21	2500 Ha
44193	Puertomingalvo	2	05	1  a  < 2 Ha
44193	Puertomingalvo	1	06	2 a < 3 Ha
44193	Puertomingalvo	1	07	3 a < 4 Ha
44193	Puertomingalvo	3	09	5 a < 10 Ha
44193	Puertomingalvo	7	10	10 a <20 Ha
44193	Puertomingalvo	4	11	20 a < 30 Ha
44193	Puertomingalvo	2	12	30 a < 50 Ha
44193	Puertomingalvo	3	14	70 a < 100 Ha
44193	Puertomingalvo	2	15	100 a <150 Ha
44193	Puertomingalvo	1	16	150 a < 200 Ha
44193	Puertomingalvo	2	17	200 a < 300 Ha
44193	Puertomingalvo	1	20	1000 a < 2500 Ha
44194	Ráfales	1	01	Sin tierras
44194	Ráfales	3	05	1  a  < 2 Ha
44194	Ráfales	1	06	2 a < 3 Ha
44194	Ráfales	3	07	3 a < 4 Ha
44194	Ráfales	1	08	4 a < 5 Ha
44194	Ráfales	9	09	5 a < 10 Ha
44194	Ráfales	14	10	10 a <20 Ha
44194	Ráfales	7	11	20 a < 30 Ha
44194	Ráfales	7	12	30 a < 50 Ha
44194	Ráfales	5	13	50 a < 70 Ha
44194	Ráfales	2	14	70 a < 100 Ha
44194	Ráfales	1	15	100 a <150 Ha
44195	Rillo	2	01	Sin tierras
44195	Rillo	1	05	1  a  < 2 Ha
44195	Rillo	1	10	10 a <20 Ha
44195	Rillo	2	11	20 a < 30 Ha
44195	Rillo	1	12	30 a < 50 Ha
44195	Rillo	3	13	50 a < 70 Ha
44195	Rillo	2	14	70 a < 100 Ha
44195	Rillo	2	15	100 a <150 Ha
44195	Rillo	2	16	150 a < 200 Ha
44195	Rillo	1	17	200 a < 300 Ha
44195	Rillo	1	20	1000 a < 2500 Ha
44196	Riodeva	1	03	0,2  a  < 0,5 Ha
44196	Riodeva	1	04	0,5  a  < 1 Ha
44196	Riodeva	5	05	1  a  < 2 Ha
44196	Riodeva	5	06	2 a < 3 Ha
44196	Riodeva	5	07	3 a < 4 Ha
44196	Riodeva	4	09	5 a < 10 Ha
44196	Riodeva	1	10	10 a <20 Ha
44196	Riodeva	1	11	20 a < 30 Ha
44196	Riodeva	1	12	30 a < 50 Ha
44196	Riodeva	1	18	300 a < 500 Ha
44196	Riodeva	1	20	1000 a < 2500 Ha
44197	Ródenas	1	12	30 a < 50 Ha
44197	Ródenas	1	13	50 a < 70 Ha
44197	Ródenas	3	14	70 a < 100 Ha
44197	Ródenas	1	15	100 a <150 Ha
44197	Ródenas	4	16	150 a < 200 Ha
44197	Ródenas	1	17	200 a < 300 Ha
44197	Ródenas	1	18	300 a < 500 Ha
44197	Ródenas	1	20	1000 a < 2500 Ha
44198	Royuela	1	05	1  a  < 2 Ha
44198	Royuela	1	07	3 a < 4 Ha
44198	Royuela	3	09	5 a < 10 Ha
44198	Royuela	2	10	10 a <20 Ha
44198	Royuela	4	11	20 a < 30 Ha
44198	Royuela	1	12	30 a < 50 Ha
44198	Royuela	3	15	100 a <150 Ha
44198	Royuela	1	16	150 a < 200 Ha
44198	Royuela	1	17	200 a < 300 Ha
44199	Rubiales	1	10	10 a <20 Ha
44199	Rubiales	1	13	50 a < 70 Ha
44199	Rubiales	1	18	300 a < 500 Ha
44199	Rubiales	1	19	500 a < 1000 Ha
44200	Rubielos de la Cérida	1	06	2 a < 3 Ha
44200	Rubielos de la Cérida	4	09	5 a < 10 Ha
44200	Rubielos de la Cérida	1	10	10 a <20 Ha
44200	Rubielos de la Cérida	3	11	20 a < 30 Ha
44200	Rubielos de la Cérida	6	12	30 a < 50 Ha
44200	Rubielos de la Cérida	5	13	50 a < 70 Ha
44200	Rubielos de la Cérida	1	14	70 a < 100 Ha
44200	Rubielos de la Cérida	2	15	100 a <150 Ha
44200	Rubielos de la Cérida	1	16	150 a < 200 Ha
44201	Rubielos de Mora	1	01	Sin tierras
44201	Rubielos de Mora	1	04	0,5  a  < 1 Ha
44201	Rubielos de Mora	4	05	1  a  < 2 Ha
44201	Rubielos de Mora	1	06	2 a < 3 Ha
44201	Rubielos de Mora	1	07	3 a < 4 Ha
44201	Rubielos de Mora	2	08	4 a < 5 Ha
44201	Rubielos de Mora	2	09	5 a < 10 Ha
44201	Rubielos de Mora	2	10	10 a <20 Ha
44201	Rubielos de Mora	1	11	20 a < 30 Ha
44201	Rubielos de Mora	3	12	30 a < 50 Ha
44201	Rubielos de Mora	1	13	50 a < 70 Ha
44201	Rubielos de Mora	1	14	70 a < 100 Ha
44201	Rubielos de Mora	1	15	100 a <150 Ha
44201	Rubielos de Mora	1	16	150 a < 200 Ha
44201	Rubielos de Mora	2	17	200 a < 300 Ha
44201	Rubielos de Mora	1	18	300 a < 500 Ha
44201	Rubielos de Mora	1	19	500 a < 1000 Ha
44201	Rubielos de Mora	1	20	1000 a < 2500 Ha
44203	Salcedillo	1	08	4 a < 5 Ha
44203	Salcedillo	1	18	300 a < 500 Ha
44203	Salcedillo	1	20	1000 a < 2500 Ha
44204	Saldón	2	05	1  a  < 2 Ha
44204	Saldón	1	10	10 a <20 Ha
44204	Saldón	1	12	30 a < 50 Ha
44204	Saldón	1	17	200 a < 300 Ha
44204	Saldón	1	20	1000 a < 2500 Ha
44205	Samper de Calanda	2	01	Sin tierras
44205	Samper de Calanda	2	03	0,2  a  < 0,5 Ha
44205	Samper de Calanda	13	05	1  a  < 2 Ha
44205	Samper de Calanda	5	06	2 a < 3 Ha
44205	Samper de Calanda	5	07	3 a < 4 Ha
44205	Samper de Calanda	1	08	4 a < 5 Ha
44205	Samper de Calanda	3	09	5 a < 10 Ha
44205	Samper de Calanda	7	10	10 a <20 Ha
44205	Samper de Calanda	7	11	20 a < 30 Ha
44205	Samper de Calanda	13	12	30 a < 50 Ha
44205	Samper de Calanda	7	13	50 a < 70 Ha
44205	Samper de Calanda	11	14	70 a < 100 Ha
44205	Samper de Calanda	10	15	100 a <150 Ha
44205	Samper de Calanda	4	16	150 a < 200 Ha
44205	Samper de Calanda	2	17	200 a < 300 Ha
44205	Samper de Calanda	7	18	300 a < 500 Ha
44205	Samper de Calanda	3	19	500 a < 1000 Ha
44206	San Agustín	2	05	1  a  < 2 Ha
44206	San Agustín	2	06	2 a < 3 Ha
44206	San Agustín	3	07	3 a < 4 Ha
44206	San Agustín	2	08	4 a < 5 Ha
44206	San Agustín	7	09	5 a < 10 Ha
44206	San Agustín	8	10	10 a <20 Ha
44206	San Agustín	3	11	20 a < 30 Ha
44206	San Agustín	4	12	30 a < 50 Ha
44206	San Agustín	2	13	50 a < 70 Ha
44206	San Agustín	2	14	70 a < 100 Ha
44206	San Agustín	2	15	100 a <150 Ha
44206	San Agustín	1	20	1000 a < 2500 Ha
44207	San Martín del Río	3	04	0,5  a  < 1 Ha
44207	San Martín del Río	13	05	1  a  < 2 Ha
44207	San Martín del Río	11	06	2 a < 3 Ha
44207	San Martín del Río	7	07	3 a < 4 Ha
44207	San Martín del Río	7	08	4 a < 5 Ha
44207	San Martín del Río	26	09	5 a < 10 Ha
44207	San Martín del Río	9	10	10 a <20 Ha
44207	San Martín del Río	2	11	20 a < 30 Ha
44207	San Martín del Río	1	12	30 a < 50 Ha
44207	San Martín del Río	1	14	70 a < 100 Ha
44208	Santa Cruz de Nogueras	1	05	1  a  < 2 Ha
44208	Santa Cruz de Nogueras	1	10	10 a <20 Ha
44208	Santa Cruz de Nogueras	1	17	200 a < 300 Ha
44209	Santa Eulalia	2	01	Sin tierras
44209	Santa Eulalia	4	05	1  a  < 2 Ha
44209	Santa Eulalia	2	06	2 a < 3 Ha
44209	Santa Eulalia	2	07	3 a < 4 Ha
44209	Santa Eulalia	2	08	4 a < 5 Ha
44209	Santa Eulalia	11	09	5 a < 10 Ha
44209	Santa Eulalia	23	10	10 a <20 Ha
44209	Santa Eulalia	12	11	20 a < 30 Ha
44209	Santa Eulalia	17	12	30 a < 50 Ha
44209	Santa Eulalia	8	13	50 a < 70 Ha
44209	Santa Eulalia	13	14	70 a < 100 Ha
44209	Santa Eulalia	3	15	100 a <150 Ha
44209	Santa Eulalia	1	16	150 a < 200 Ha
44209	Santa Eulalia	3	17	200 a < 300 Ha
44209	Santa Eulalia	1	21	2500 Ha
44210	Sarrión	12	05	1  a  < 2 Ha
44210	Sarrión	7	06	2 a < 3 Ha
44210	Sarrión	8	07	3 a < 4 Ha
44210	Sarrión	6	08	4 a < 5 Ha
44210	Sarrión	24	09	5 a < 10 Ha
44210	Sarrión	26	10	10 a <20 Ha
44210	Sarrión	13	11	20 a < 30 Ha
44210	Sarrión	6	12	30 a < 50 Ha
44210	Sarrión	4	13	50 a < 70 Ha
44210	Sarrión	10	14	70 a < 100 Ha
44210	Sarrión	7	15	100 a <150 Ha
44210	Sarrión	4	16	150 a < 200 Ha
44210	Sarrión	2	17	200 a < 300 Ha
44210	Sarrión	1	19	500 a < 1000 Ha
44210	Sarrión	1	21	2500 Ha
44211	Segura de los Baños	2	11	20 a < 30 Ha
44211	Segura de los Baños	2	12	30 a < 50 Ha
44211	Segura de los Baños	7	13	50 a < 70 Ha
44211	Segura de los Baños	1	14	70 a < 100 Ha
44211	Segura de los Baños	1	15	100 a <150 Ha
44211	Segura de los Baños	1	18	300 a < 500 Ha
44211	Segura de los Baños	1	21	2500 Ha
44212	Seno	5	05	1  a  < 2 Ha
44212	Seno	2	06	2 a < 3 Ha
44212	Seno	2	07	3 a < 4 Ha
44212	Seno	1	08	4 a < 5 Ha
44212	Seno	4	09	5 a < 10 Ha
44212	Seno	3	10	10 a <20 Ha
44212	Seno	1	19	500 a < 1000 Ha
44212	Seno	1	20	1000 a < 2500 Ha
44213	Singra	2	09	5 a < 10 Ha
44213	Singra	1	10	10 a <20 Ha
44213	Singra	2	12	30 a < 50 Ha
44213	Singra	5	13	50 a < 70 Ha
44213	Singra	1	14	70 a < 100 Ha
44213	Singra	3	15	100 a <150 Ha
44213	Singra	2	16	150 a < 200 Ha
44213	Singra	4	17	200 a < 300 Ha
44213	Singra	1	18	300 a < 500 Ha
44215	Terriente	1	01	Sin tierras
44215	Terriente	1	07	3 a < 4 Ha
44215	Terriente	1	08	4 a < 5 Ha
44215	Terriente	4	09	5 a < 10 Ha
44215	Terriente	6	10	10 a <20 Ha
44215	Terriente	2	11	20 a < 30 Ha
44215	Terriente	2	12	30 a < 50 Ha
44215	Terriente	2	13	50 a < 70 Ha
44215	Terriente	3	14	70 a < 100 Ha
44215	Terriente	1	15	100 a <150 Ha
44215	Terriente	1	16	150 a < 200 Ha
44215	Terriente	4	17	200 a < 300 Ha
44215	Terriente	1	18	300 a < 500 Ha
44215	Terriente	1	20	1000 a < 2500 Ha
44216	Teruel	4	01	Sin tierras
44216	Teruel	3	03	0,2  a  < 0,5 Ha
44216	Teruel	1	04	0,5  a  < 1 Ha
44216	Teruel	12	05	1  a  < 2 Ha
44216	Teruel	9	06	2 a < 3 Ha
44216	Teruel	15	07	3 a < 4 Ha
44216	Teruel	8	08	4 a < 5 Ha
44216	Teruel	15	09	5 a < 10 Ha
44216	Teruel	40	10	10 a <20 Ha
44216	Teruel	22	11	20 a < 30 Ha
44216	Teruel	39	12	30 a < 50 Ha
44216	Teruel	20	13	50 a < 70 Ha
44216	Teruel	22	14	70 a < 100 Ha
44216	Teruel	25	15	100 a <150 Ha
44216	Teruel	9	16	150 a < 200 Ha
44216	Teruel	14	17	200 a < 300 Ha
44216	Teruel	4	18	300 a < 500 Ha
44216	Teruel	9	19	500 a < 1000 Ha
44216	Teruel	2	20	1000 a < 2500 Ha
44217	Toril y Masegoso	1	09	5 a < 10 Ha
44217	Toril y Masegoso	2	10	10 a <20 Ha
44217	Toril y Masegoso	1	11	20 a < 30 Ha
44217	Toril y Masegoso	4	12	30 a < 50 Ha
44219	Tornos	2	05	1  a  < 2 Ha
44219	Tornos	2	08	4 a < 5 Ha
44219	Tornos	6	09	5 a < 10 Ha
44219	Tornos	11	10	10 a <20 Ha
44219	Tornos	13	11	20 a < 30 Ha
44219	Tornos	17	12	30 a < 50 Ha
44219	Tornos	6	13	50 a < 70 Ha
44219	Tornos	4	14	70 a < 100 Ha
44219	Tornos	5	15	100 a <150 Ha
44219	Tornos	1	17	200 a < 300 Ha
44219	Tornos	1	20	1000 a < 2500 Ha
44220	Torralba de los Sisones	1	01	Sin tierras
44220	Torralba de los Sisones	1	05	1  a  < 2 Ha
44220	Torralba de los Sisones	1	06	2 a < 3 Ha
44220	Torralba de los Sisones	6	10	10 a <20 Ha
44220	Torralba de los Sisones	8	11	20 a < 30 Ha
44220	Torralba de los Sisones	6	12	30 a < 50 Ha
44220	Torralba de los Sisones	5	13	50 a < 70 Ha
44220	Torralba de los Sisones	4	14	70 a < 100 Ha
44220	Torralba de los Sisones	3	15	100 a <150 Ha
44220	Torralba de los Sisones	2	16	150 a < 200 Ha
44220	Torralba de los Sisones	4	17	200 a < 300 Ha
44220	Torralba de los Sisones	1	20	1000 a < 2500 Ha
44221	Torrecilla de Alcañiz	1	04	0,5  a  < 1 Ha
44221	Torrecilla de Alcañiz	12	05	1  a  < 2 Ha
44221	Torrecilla de Alcañiz	2	06	2 a < 3 Ha
44221	Torrecilla de Alcañiz	2	07	3 a < 4 Ha
44221	Torrecilla de Alcañiz	2	08	4 a < 5 Ha
44221	Torrecilla de Alcañiz	10	09	5 a < 10 Ha
44221	Torrecilla de Alcañiz	9	10	10 a <20 Ha
44221	Torrecilla de Alcañiz	2	11	20 a < 30 Ha
44221	Torrecilla de Alcañiz	10	12	30 a < 50 Ha
44221	Torrecilla de Alcañiz	5	13	50 a < 70 Ha
44221	Torrecilla de Alcañiz	4	14	70 a < 100 Ha
44221	Torrecilla de Alcañiz	1	15	100 a <150 Ha
44221	Torrecilla de Alcañiz	2	16	150 a < 200 Ha
44222	Torrecilla del Rebollar	1	05	1  a  < 2 Ha
44222	Torrecilla del Rebollar	1	08	4 a < 5 Ha
44222	Torrecilla del Rebollar	1	09	5 a < 10 Ha
44222	Torrecilla del Rebollar	2	10	10 a <20 Ha
44222	Torrecilla del Rebollar	2	11	20 a < 30 Ha
44222	Torrecilla del Rebollar	7	12	30 a < 50 Ha
44222	Torrecilla del Rebollar	2	13	50 a < 70 Ha
44222	Torrecilla del Rebollar	5	14	70 a < 100 Ha
44222	Torrecilla del Rebollar	1	15	100 a <150 Ha
44222	Torrecilla del Rebollar	2	16	150 a < 200 Ha
44222	Torrecilla del Rebollar	5	17	200 a < 300 Ha
44222	Torrecilla del Rebollar	1	18	300 a < 500 Ha
44222	Torrecilla del Rebollar	1	20	1000 a < 2500 Ha
44223	Torre de Arcas	4	01	Sin tierras
44223	Torre de Arcas	1	05	1  a  < 2 Ha
44223	Torre de Arcas	2	09	5 a < 10 Ha
44223	Torre de Arcas	1	10	10 a <20 Ha
44223	Torre de Arcas	1	11	20 a < 30 Ha
44223	Torre de Arcas	1	12	30 a < 50 Ha
44223	Torre de Arcas	2	13	50 a < 70 Ha
44223	Torre de Arcas	1	14	70 a < 100 Ha
44223	Torre de Arcas	2	15	100 a <150 Ha
44223	Torre de Arcas	3	16	150 a < 200 Ha
44223	Torre de Arcas	1	18	300 a < 500 Ha
44224	Torre de las Arcas	2	05	1  a  < 2 Ha
44224	Torre de las Arcas	3	09	5 a < 10 Ha
44224	Torre de las Arcas	1	10	10 a <20 Ha
44224	Torre de las Arcas	1	12	30 a < 50 Ha
44224	Torre de las Arcas	1	13	50 a < 70 Ha
44224	Torre de las Arcas	1	14	70 a < 100 Ha
44224	Torre de las Arcas	1	15	100 a <150 Ha
44224	Torre de las Arcas	1	16	150 a < 200 Ha
44224	Torre de las Arcas	1	20	1000 a < 2500 Ha
44225	Torre del Compte	2	05	1  a  < 2 Ha
44225	Torre del Compte	2	06	2 a < 3 Ha
44225	Torre del Compte	2	07	3 a < 4 Ha
44225	Torre del Compte	1	08	4 a < 5 Ha
44225	Torre del Compte	5	09	5 a < 10 Ha
44225	Torre del Compte	7	10	10 a <20 Ha
44225	Torre del Compte	2	11	20 a < 30 Ha
44225	Torre del Compte	10	12	30 a < 50 Ha
44225	Torre del Compte	1	14	70 a < 100 Ha
44225	Torre del Compte	4	15	100 a <150 Ha
44226	Torrelacárcel	3	05	1  a  < 2 Ha
44226	Torrelacárcel	1	06	2 a < 3 Ha
44226	Torrelacárcel	2	07	3 a < 4 Ha
44226	Torrelacárcel	2	08	4 a < 5 Ha
44226	Torrelacárcel	3	09	5 a < 10 Ha
44226	Torrelacárcel	13	10	10 a <20 Ha
44226	Torrelacárcel	9	11	20 a < 30 Ha
44226	Torrelacárcel	9	12	30 a < 50 Ha
44226	Torrelacárcel	2	13	50 a < 70 Ha
44226	Torrelacárcel	6	14	70 a < 100 Ha
44226	Torrelacárcel	3	15	100 a <150 Ha
44226	Torrelacárcel	2	16	150 a < 200 Ha
44226	Torrelacárcel	2	17	200 a < 300 Ha
44227	Torre los Negros	1	01	Sin tierras
44227	Torre los Negros	1	10	10 a <20 Ha
44227	Torre los Negros	2	12	30 a < 50 Ha
44227	Torre los Negros	2	13	50 a < 70 Ha
44227	Torre los Negros	2	14	70 a < 100 Ha
44227	Torre los Negros	3	15	100 a <150 Ha
44227	Torre los Negros	1	16	150 a < 200 Ha
44227	Torre los Negros	1	19	500 a < 1000 Ha
44227	Torre los Negros	1	20	1000 a < 2500 Ha
44228	Torremocha de Jiloca	1	05	1  a  < 2 Ha
44228	Torremocha de Jiloca	3	09	5 a < 10 Ha
44228	Torremocha de Jiloca	6	10	10 a <20 Ha
44228	Torremocha de Jiloca	5	11	20 a < 30 Ha
44228	Torremocha de Jiloca	2	12	30 a < 50 Ha
44228	Torremocha de Jiloca	3	14	70 a < 100 Ha
44228	Torremocha de Jiloca	5	15	100 a <150 Ha
44228	Torremocha de Jiloca	1	17	200 a < 300 Ha
44228	Torremocha de Jiloca	1	20	1000 a < 2500 Ha
44229	Torres de Albarracín	1	03	0,2  a  < 0,5 Ha
44229	Torres de Albarracín	2	09	5 a < 10 Ha
44229	Torres de Albarracín	3	10	10 a <20 Ha
44229	Torres de Albarracín	1	11	20 a < 30 Ha
44229	Torres de Albarracín	1	12	30 a < 50 Ha
44229	Torres de Albarracín	1	16	150 a < 200 Ha
44230	Torrevelilla	3	01	Sin tierras
44230	Torrevelilla	1	03	0,2  a  < 0,5 Ha
44230	Torrevelilla	4	05	1  a  < 2 Ha
44230	Torrevelilla	7	06	2 a < 3 Ha
44230	Torrevelilla	2	07	3 a < 4 Ha
44230	Torrevelilla	1	08	4 a < 5 Ha
44230	Torrevelilla	8	09	5 a < 10 Ha
44230	Torrevelilla	6	10	10 a <20 Ha
44230	Torrevelilla	2	11	20 a < 30 Ha
44230	Torrevelilla	3	12	30 a < 50 Ha
44230	Torrevelilla	1	13	50 a < 70 Ha
44230	Torrevelilla	3	14	70 a < 100 Ha
44230	Torrevelilla	1	15	100 a <150 Ha
44230	Torrevelilla	2	16	150 a < 200 Ha
44230	Torrevelilla	1	17	200 a < 300 Ha
44231	Torrijas	1	10	10 a <20 Ha
44231	Torrijas	1	11	20 a < 30 Ha
44231	Torrijas	2	15	100 a <150 Ha
44231	Torrijas	1	21	2500 Ha
44232	Torrijo del Campo	7	01	Sin tierras
44232	Torrijo del Campo	1	05	1  a  < 2 Ha
44232	Torrijo del Campo	1	06	2 a < 3 Ha
44232	Torrijo del Campo	1	07	3 a < 4 Ha
44232	Torrijo del Campo	1	08	4 a < 5 Ha
44232	Torrijo del Campo	8	09	5 a < 10 Ha
44232	Torrijo del Campo	15	10	10 a <20 Ha
44232	Torrijo del Campo	7	11	20 a < 30 Ha
44232	Torrijo del Campo	19	12	30 a < 50 Ha
44232	Torrijo del Campo	5	13	50 a < 70 Ha
44232	Torrijo del Campo	8	14	70 a < 100 Ha
44232	Torrijo del Campo	2	15	100 a <150 Ha
44232	Torrijo del Campo	1	17	200 a < 300 Ha
44232	Torrijo del Campo	2	18	300 a < 500 Ha
44232	Torrijo del Campo	1	19	500 a < 1000 Ha
44234	Tramacastiel	2	03	0,2  a  < 0,5 Ha
44234	Tramacastiel	4	06	2 a < 3 Ha
44234	Tramacastiel	1	07	3 a < 4 Ha
44234	Tramacastiel	3	08	4 a < 5 Ha
44234	Tramacastiel	5	09	5 a < 10 Ha
44234	Tramacastiel	4	10	10 a <20 Ha
44234	Tramacastiel	1	20	1000 a < 2500 Ha
44235	Tramacastilla	1	05	1  a  < 2 Ha
44235	Tramacastilla	1	06	2 a < 3 Ha
44235	Tramacastilla	1	09	5 a < 10 Ha
44235	Tramacastilla	1	10	10 a <20 Ha
44235	Tramacastilla	1	12	30 a < 50 Ha
44235	Tramacastilla	1	13	50 a < 70 Ha
44235	Tramacastilla	1	15	100 a <150 Ha
44236	Tronchón	2	05	1  a  < 2 Ha
44236	Tronchón	1	06	2 a < 3 Ha
44236	Tronchón	1	09	5 a < 10 Ha
44236	Tronchón	1	10	10 a <20 Ha
44236	Tronchón	1	12	30 a < 50 Ha
44236	Tronchón	1	13	50 a < 70 Ha
44236	Tronchón	3	14	70 a < 100 Ha
